Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0070571,negative regulation of neuron projection regeneration,19_GO:0032502 developmental process,-2.3,8.3,4.4,30230,15,729,3,0.41,0.24,4756|6696|65078,NEO1|SPP1|RTN4R,-0.69
MyList,GO Biological Processes,19,GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,19_GO:0048519 negative regulation of biological process,-2.3,8.3,4.4,30230,15,729,3,0.41,0.24,23112|56478|57690,TNRC6B|EIF4ENIF1|TNRC6C,-0.69
MyList,GO Biological Processes,19,GO:0051236,establishment of RNA localization,19_GO:0051179 localization,-2.3,2.6,3.2,30230,158,729,10,1.4,0.43,3297|8658|9804|9972|11269|22794|29890|65083|84248|129401,HSF1|TNKS|TOMM20|NUP153|DDX19B|CASC3|RBM15B|NOL6|FYTTD1|NUP35,-0.68
MyList,GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-2.3,2.1,3.1,30230,292,729,15,2.1,0.53,333|858|1307|1311|4060|6692|7092|8425|8751|10631|10653|11117|54507|64856|151887,APLP1|CAV2|COL16A1|COMP|LUM|SPINT1|TLL1|LTBP4|ADAM15|POSTN|SPINT2|EMILIN1|ADAMTSL4|VWA1|CCDC80,-0.68
MyList,GO Biological Processes,19,GO:0099111,microtubule-based transport,19_GO:0051179 localization,-2.3,2.3,3.1,30230,237,729,13,1.8,0.49,320|10749|23247|26146|29911|30850|54785|54820|57584|64792|81565|112752|147700,APBA1|KIF1C|KATNIP|TRAF3IP1|HOOK2|CDR2L|BORCS6|NDE1|ARHGAP21|IFT22|NDEL1|IFT43|KLC3,-0.68
MyList,GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.3,2,3,30230,379,729,18,2.5,0.57,595|605|1026|1028|8766|11170|25959|29997|51149|51322|51720|54908|54984|57099|58493|60672|79035|124790,CCND1|BCL7A|CDKN1A|CDKN1C|RAB11A|FAM107A|KANK2|NOP53|MRNIP|WAC|UIMC1|SPDL1|PINX1|AVEN|INIP|MIIP|NABP2|HEXIM2,-0.68
MyList,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-2.3,1.8,2.9,30230,561,729,24,3.3,0.66,858|1453|7942|8766|10252|10524|10749|22871|25978|30850|50487|54785|54820|54908|54984|56776|57584|65009|81565|84080|84722|84946|91272|152185,CAV2|CSNK1D|TFEB|RAB11A|SPRY1|KAT5|KIF1C|NLGN1|CHMP2B|CDR2L|PLA2G3|BORCS6|NDE1|SPDL1|PINX1|FMN2|ARHGAP21|NDRG4|NDEL1|ENKD1|PSRC1|LTV1|BOD1|SPICE1,-0.67
MyList,GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-2.3,2.1,3,30230,293,729,15,2.1,0.53,333|858|1307|1311|4060|6692|7092|8425|8751|10631|10653|11117|54507|64856|151887,APLP1|CAV2|COL16A1|COMP|LUM|SPINT1|TLL1|LTBP4|ADAM15|POSTN|SPINT2|EMILIN1|ADAMTSL4|VWA1|CCDC80,-0.67
MyList,Reactome Gene Sets,6,R-HSA-977606,Regulation of Complement cascade,,-2.3,4.4,3.7,30230,47,729,5,0.69,0.31,629|715|730|735|2147,CFB|C1R|C7|C9|F2,-0.67
MyList,KEGG Pathway,24,hsa04610,Complement and coagulation cascades,,-2.3,3.3,3.4,30230,88,729,7,0.96,0.36,629|715|730|735|2147|2158|2162,CFB|C1R|C7|C9|F2|F9|F13A1,-0.67
MyList,GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-2.3,1.8,2.9,30230,531,729,23,3.2,0.65,868|972|1946|1947|1948|1949|2049|2737|3133|3479|3707|6387|6522|6666|6777|8772|10524|10653|11117|29108|58515|84524|266727,CBLB|CD74|EFNA5|EFNB1|EFNB2|EFNB3|EPHB3|GLI3|HLA-E|IGF1|ITPKB|CXCL12|SLC4A2|SOX12|STAT5B|FADD|KAT5|SPINT2|EMILIN1|PYCARD|SELENOK|ZC3H8|MDGA1,-0.67
MyList,Canonical Pathways,11,M3468,NABA ECM REGULATORS,,-2.3,2.3,3.1,30230,238,729,13,1.8,0.49,1475|2147|2158|2162|3697|5125|6906|7092|8751|54507|60676|80760|284018,CSTA|F2|F9|F13A1|ITIH1|PCSK5|SERPINA7|TLL1|ADAM15|ADAMTSL4|PAPPA2|ITIH5|C17orf58,-0.67
MyList,GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-2.3,2.1,3,30230,322,729,16,2.2,0.54,575|607|858|1489|3479|4634|4703|6938|10362|26471|55553|57496|59269|131377|283149|389125,ADGRB1|BCL9|CAV2|CTF1|IGF1|MYL3|NEB|TCF12|HMG20B|NUPR1|SOX6|MRTFB|HIVEP3|KLHL40|BCL9L|MUSTN1,-0.67
MyList,GO Biological Processes,19,GO:0050863,regulation of T cell activation,19_GO:0002376 immune system process,-2.3,1.9,3,30230,410,729,19,2.6,0.59,868|972|1947|1948|1949|2737|3133|3479|3707|6522|6666|6777|8772|9760|10524|29108|57630|58515|84524,CBLB|CD74|EFNB1|EFNB2|EFNB3|GLI3|HLA-E|IGF1|ITPKB|SLC4A2|SOX12|STAT5B|FADD|TOX|KAT5|PYCARD|SH3RF1|SELENOK|ZC3H8,-0.66
MyList,GO Biological Processes,19,GO:0030097,hemopoiesis,19_GO:0032502 developmental process,-2.3,1.7,2.9,30230,721,729,29,4,0.72,629|972|1028|1265|2039|2067|2122|2719|2737|3707|3955|4211|4286|4291|4300|5978|6482|6522|6777|8772|9734|9759|9760|9846|11143|23054|27086|51274|84138,CFB|CD74|CDKN1C|CNN2|DMTN|ERCC1|MECOM|GPC3|GLI3|ITPKB|LFNG|MEIS1|MITF|MLF1|MLLT3|REST|ST3GAL1|SLC4A2|STAT5B|FADD|HDAC9|HDAC4|TOX|GAB2|KAT7|NCOA6|FOXP1|KLF3|SLC7A6OS,-0.66
MyList,Reactome Gene Sets,6,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,,-2.3,2.1,3,30230,294,729,15,2.1,0.53,1478|5546|6628|7737|8233|9972|10179|22794|23283|26017|51759|55094|84248|129401|143884,CSTF2|PRCC|SNRPB|RNF113A|ZRSR2|NUP153|RBM7|CASC3|CSTF2T|FAM32A|C9orf78|GPATCH1|FYTTD1|NUP35|CWF19L2,-0.66
MyList,GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-2.3,3,3.3,30230,111,729,8,1.1,0.39,972|3297|4739|6777|8772|11143|50487|56998,CD74|HSF1|NEDD9|STAT5B|FADD|KAT7|PLA2G3|CTNNBIP1,-0.66
MyList,GO Cellular Components,20,GO:0071782,endoplasmic reticulum tubular network,,-2.3,5.5,3.9,30230,30,729,4,0.55,0.27,9854|51308|65055|162427,C2CD2L|REEP2|REEP1|RETREG3,-0.66
MyList,Reactome Gene Sets,6,R-HSA-525793,Myogenesis,,-2.3,5.5,3.9,30230,30,729,4,0.55,0.27,4756|4917|6925|6938,NEO1|NTN3|TCF4|TCF12,-0.66
MyList,GO Cellular Components,20,GO:0016514,SWI/SNF complex,,-2.3,5.5,3.9,30230,30,729,4,0.55,0.27,605|23506|29998|65980,BCL7A|BICRAL|BICRA|BRD9,-0.66
MyList,Reactome Gene Sets,6,R-HSA-9674555,Signaling by CSF3 (G-CSF),,-2.3,5.5,3.9,30230,30,729,4,0.55,0.27,6464|6777|7322|9846,SHC1|STAT5B|UBE2D2|GAB2,-0.66
MyList,Canonical Pathways,11,M234,PID IL2 STAT5 PATHWAY,,-2.3,5.5,3.9,30230,30,729,4,0.55,0.27,1997|6464|6777|9846,ELF1|SHC1|STAT5B|GAB2,-0.66
MyList,KEGG Pathway,24,hsa04514,Cell adhesion molecule (CAM) interaction,,-2.3,2.6,3.2,30230,160,729,10,1.4,0.43,3133|3383|3680|4267|4685|4756|6383|22871|57555|83692,HLA-E|ICAM1|ITGA9|CD99|NCAM2|NEO1|SDC2|NLGN1|NLGN2|CD99L2,-0.66
MyList,GO Biological Processes,19,GO:0045667,regulation of osteoblast differentiation,19_GO:0032502 developmental process,-2.3,2.6,3.2,30230,160,729,10,1.4,0.43,2737|3082|3479|5978|6096|7424|10413|25937|51564|56998,GLI3|HGF|IGF1|REST|RORB|VEGFC|YAP1|WWTR1|HDAC7|CTNNBIP1,-0.66
MyList,KEGG Pathway,24,hsa05200,Pathways in cancer,,-2.2,1.8,2.9,30230,533,729,23,3.2,0.65,595|862|1026|1163|1164|2002|2122|2147|2737|2785|2791|3082|3479|3597|4286|4854|6387|6777|6934|7424|8772|10018|10297,CCND1|RUNX1T1|CDKN1A|CKS1B|CKS2|ELK1|MECOM|F2|GLI3|GNG3|GNG11|HGF|IGF1|IL13RA1|MITF|NOTCH3|CXCL12|STAT5B|TCF7L2|VEGFC|FADD|BCL2L11|APC2,-0.66
MyList,GO Biological Processes,19,GO:0050808,synapse organization,19_GO:0009987 cellular process,-2.2,2,2.9,30230,382,729,18,2.5,0.57,71|1501|1946|1948|2049|4734|4744|5361|5978|8496|9723|22871|23767|55906|57555|63827|266727|392617,ACTG1|CTNND2|EFNA5|EFNB2|EPHB3|NEDD4|NEFH|PLXNA1|REST|PPFIBP1|SEMA3E|NLGN1|FLRT3|ZC4H2|NLGN2|BCAN|MDGA1|ELFN1,-0.65
MyList,GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-2.2,2,3,30230,324,729,16,2.2,0.54,575|1946|2049|4734|4739|6092|6792|7087|9113|22871|23767|26037|57549|57555|65078|266727,ADGRB1|EFNA5|EPHB3|NEDD4|NEDD9|ROBO2|CDKL5|ICAM5|LATS1|NLGN1|FLRT3|SIPA1L1|IGSF9|NLGN2|RTN4R|MDGA1,-0.65
MyList,GO Biological Processes,19,GO:0032870,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-2.2,1.8,2.9,30230,565,729,24,3.3,0.66,858|1946|1979|2104|3479|3667|4734|5978|6092|6464|6777|6909|7200|8660|8805|9113|9325|9734|10018|11170|51274|81565|119392|252983,CAV2|EFNA5|EIF4EBP2|ESRRG|IGF1|IRS1|NEDD4|REST|ROBO2|SHC1|STAT5B|TBX2|TRH|IRS2|TRIM24|LATS1|TRIP4|HDAC9|BCL2L11|FAM107A|KLF3|NDEL1|SFR1|STXBP4,-0.65
MyList,WikiPathways,27,WP5574,Oligodendrocyte development,,-2.2,4.3,3.6,30230,48,729,5,0.69,0.31,3400|4155|6660|6934|55553,ID4|MBP|SOX5|TCF7L2|SOX6,-0.65
MyList,Reactome Gene Sets,6,R-HSA-9707616,Heme signaling,,-2.2,4.3,3.6,30230,48,729,5,0.69,0.31,9611|23054|23373|64784|200186,NCOR1|NCOA6|CRTC1|CRTC3|CRTC2,-0.65
MyList,Reactome Gene Sets,6,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,,-2.2,4.3,3.6,30230,48,729,5,0.69,0.31,9611|9734|9759|51564|84441,NCOR1|HDAC9|HDAC4|HDAC7|MAML2,-0.65
MyList,GO Biological Processes,19,GO:0042692,muscle cell differentiation,19_GO:0032502 developmental process,-2.2,2.1,3,30230,296,729,15,2.1,0.53,71|607|858|1311|3479|4703|4756|6909|7138|10398|11155|51177|57496|57591|131377,ACTG1|BCL9|CAV2|COMP|IGF1|NEB|NEO1|TBX2|TNNT1|MYL9|LDB3|PLEKHO1|MRTFB|MRTFA|KLHL40,-0.65
MyList,GO Biological Processes,19,GO:0042246,tissue regeneration,19_GO:0040007 growth,-2.2,3.7,3.5,30230,68,729,6,0.82,0.33,607|1026|3479|8751|10413|389125,BCL9|CDKN1A|IGF1|ADAM15|YAP1|MUSTN1,-0.64
MyList,GO Biological Processes,19,GO:0010812,negative regulation of cell-substrate adhesion,19_GO:0048519 negative regulation of biological process,-2.2,3.7,3.5,30230,68,729,6,0.82,0.33,1946|2039|4653|8751|9723|11170,EFNA5|DMTN|MYOC|ADAM15|SEMA3E|FAM107A,-0.64
MyList,GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,19_GO:0009987 cellular process,-2.2,1.9,2.9,30230,384,729,18,2.5,0.57,1478|4848|6628|9811|10179|22794|55095|55596|56006|57109|57117|64599|79002|80789|85456|90850|92105|196513,CSTF2|CNOT2|SNRPB|CTIF|RBM7|CASC3|SAMD4B|ZCCHC8|SMG9|REXO4|INTS12|GIGYF1|TRIR|INTS5|TNKS1BP1|ZNF598|INTS4|DCP1B,-0.64
MyList,GO Biological Processes,19,GO:0030705,cytoskeleton-dependent intracellular transport,19_GO:0051179 localization,-2.2,2.3,3.1,30230,214,729,12,1.6,0.47,320|10749|26146|29911|30850|54785|54820|57584|64792|81565|112752|147700,APBA1|KIF1C|TRAF3IP1|HOOK2|CDR2L|BORCS6|NDE1|ARHGAP21|IFT22|NDEL1|IFT43|KLC3,-0.63
MyList,Canonical Pathways,11,M145,PID P53 DOWNSTREAM PATHWAY,,-2.2,2.7,3.2,30230,137,729,9,1.2,0.41,665|1026|3082|5564|6696|6880|23368|29108|54487,BNIP3L|CDKN1A|HGF|PRKAB1|SPP1|TAF9|PPP1R13B|PYCARD|DGCR8,-0.63
MyList,WikiPathways,27,WP673,ErbB signaling,,-2.2,3.2,3.3,30230,90,729,7,0.96,0.36,595|868|1026|2002|6464|6777|10018,CCND1|CBLB|CDKN1A|ELK1|SHC1|STAT5B|BCL2L11,-0.63
MyList,GO Biological Processes,19,GO:0001574,ganglioside biosynthetic process,19_GO:0009987 cellular process,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6482|7903|81849,ST3GAL1|ST8SIA4|ST6GALNAC5,-0.63
MyList,CORUM,33,CORUM:462,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6874|6880|6881,TAF4|TAF9|TAF10,-0.63
MyList,GO Biological Processes,19,GO:0085020,protein K6-linked ubiquitination,19_GO:0009987 cellular process,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6047|27338|64320,RNF4|UBE2S|RNF25,-0.63
MyList,GO Biological Processes,19,GO:0001779,natural killer cell differentiation,19_GO:0002376 immune system process,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6777|9760|11143,STAT5B|TOX|KAT7,-0.63
MyList,GO Biological Processes,19,GO:2000696,regulation of epithelial cell differentiation involved in kidney development,19_GO:0032502 developmental process,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,5076|10413|25937,PAX2|YAP1|WWTR1,-0.63
MyList,CORUM,33,CORUM:445,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6874|6880|6881,TAF4|TAF9|TAF10,-0.63
MyList,CORUM,33,CORUM:455,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6874|6880|6881,TAF4|TAF9|TAF10,-0.63
MyList,GO Biological Processes,19,GO:0060221,retinal rod cell differentiation,19_GO:0032502 developmental process,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6096|148398|344658,RORB|SAMD11|SAMD7,-0.63
MyList,GO Biological Processes,19,GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,19_GO:0051179 localization,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,664|665|10018,BNIP3|BNIP3L|BCL2L11,-0.63
MyList,GO Biological Processes,19,GO:0090399,replicative senescence,19_GO:0009987 cellular process,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,1026|2067|4311,CDKN1A|ERCC1|MME,-0.63
MyList,GO Biological Processes,19,GO:0031571,mitotic G1 DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,595|1026|51322,CCND1|CDKN1A|WAC,-0.63
MyList,CORUM,33,CORUM:456,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,6874|6880|6881,TAF4|TAF9|TAF10,-0.63
MyList,GO Biological Processes,19,GO:0006957,"complement activation, alternative pathway",19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,629|730|735,CFB|C7|C9,-0.63
MyList,Reactome Gene Sets,6,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,,-2.2,7.8,4.3,30230,16,729,3,0.41,0.24,1026|6777|9846,CDKN1A|STAT5B|GAB2,-0.63
MyList,GO Molecular Functions,21,GO:0003779,actin binding,,-2.2,1.9,2.9,30230,445,729,20,2.7,0.6,822|1265|2039|4634|4703|7136|7456|11155|11170|11346|23301|25876|56776|57591|57619|79778|170954|254102|286262|644150,CAPG|CNN2|DMTN|MYL3|NEB|TNNI2|WIPF1|LDB3|FAM107A|SYNPO|EHBP1|SPEF1|FMN2|MRTFA|SHROOM3|MICALL2|PPP1R18|EHBP1L1|TPRN|WIPF3,-0.63
MyList,GO Biological Processes,19,GO:0051642,centrosome localization,19_GO:0051179 localization,-2.2,5.4,3.8,30230,31,729,4,0.55,0.27,4682|51199|54820|81565,NUBP1|NIN|NDE1|NDEL1,-0.63
MyList,WikiPathways,27,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,,-2.2,5.4,3.8,30230,31,729,4,0.55,0.27,3479|4155|6660|55553,IGF1|MBP|SOX5|SOX6,-0.63
MyList,Reactome Gene Sets,6,R-HSA-182971,EGFR downregulation,,-2.2,5.4,3.8,30230,31,729,4,0.55,0.27,5782|6457|10252|30011,PTPN12|SH3GL3|SPRY1|SH3KBP1,-0.63
MyList,GO Cellular Components,20,GO:0071339,MLL1 complex,,-2.2,5.4,3.8,30230,31,729,4,0.55,0.27,6874|6880|124944|284058,TAF4|TAF9|BACC1|KANSL1,-0.63
MyList,GO Biological Processes,19,GO:0072376,protein activation cascade,19_GO:0009987 cellular process,-2.2,5.4,3.8,30230,31,729,4,0.55,0.27,350|2147|2158|2162,APOH|F2|F9|F13A1,-0.63
MyList,GO Biological Processes,19,GO:0061842,microtubule organizing center localization,19_GO:0051179 localization,-2.2,5.4,3.8,30230,31,729,4,0.55,0.27,4682|51199|54820|81565,NUBP1|NIN|NDE1|NDEL1,-0.63
MyList,GO Biological Processes,19,GO:0003002,regionalization,19_GO:0032502 developmental process,-2.2,1.9,2.9,30230,416,729,19,2.6,0.59,2719|2737|3955|4300|5076|5125|6881|6909|7044|7092|7703|8553|8861|10220|23420|26146|56998|65009|79365,GPC3|GLI3|LFNG|MLLT3|PAX2|PCSK5|TAF10|TBX2|LEFTY2|TLL1|PCGF2|BHLHE40|LDB1|GDF11|NOMO1|TRAF3IP1|CTNNBIP1|NDRG4|BHLHE41,-0.63
MyList,GO Biological Processes,19,GO:1905330,regulation of morphogenesis of an epithelium,19_GO:0032502 developmental process,-2.2,3.6,3.4,30230,69,729,6,0.82,0.33,3082|5076|6909|9500|27086|63943,HGF|PAX2|TBX2|MAGED1|FOXP1|FKBPL,-0.63
MyList,GO Biological Processes,19,GO:0046530,photoreceptor cell differentiation,19_GO:0032502 developmental process,-2.2,3.6,3.4,30230,69,729,6,0.82,0.33,6096|54806|57010|57724|148398|344658,RORB|AHI1|CABP4|EPG5|SAMD11|SAMD7,-0.63
MyList,GO Molecular Functions,21,GO:0035591,signaling adaptor activity,,-2.2,2.7,3.2,30230,138,729,9,1.2,0.41,3667|6464|8660|8772|9825|9846|55859|57506|57630,IRS1|SHC1|IRS2|FADD|SPATA2|GAB2|BEX1|MAVS|SH3RF1,-0.62
MyList,GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.2,2.2,3,30230,243,729,13,1.8,0.49,972|3082|3383|3479|3622|4335|6387|6880|6934|7703|10413|51616|57630,CD74|HGF|ICAM1|IGF1|ING2|MNT|CXCL12|TAF9|TCF7L2|PCGF2|YAP1|TAF9B|SH3RF1,-0.62
MyList,GO Biological Processes,19,GO:0060759,regulation of response to cytokine stimulus,19_GO:0050896 response to stimulus,-2.2,2.3,3,30230,216,729,12,1.6,0.47,166|972|3263|6091|6880|7737|8772|9825|10010|29108|57506|153222,TLE5|CD74|HPX|ROBO1|TAF9|RNF113A|FADD|SPATA2|TANK|PYCARD|MAVS|CREBRF,-0.62
MyList,GO Biological Processes,19,GO:0001823,mesonephros development,19_GO:0032502 developmental process,-2.2,3.2,3.3,30230,91,729,7,0.96,0.36,2719|2737|5076|6092|10220|10252|56998,GPC3|GLI3|PAX2|ROBO2|GDF11|SPRY1|CTNNBIP1,-0.62
MyList,GO Biological Processes,19,GO:0009895,negative regulation of catabolic process,19_GO:0048519 negative regulation of biological process,-2.2,1.9,2.9,30230,387,729,18,2.5,0.57,575|819|3082|5125|6880|9611|9759|26471|29997|51322|55872|56478|56776|57602|64784|131377|160760|257397,ADGRB1|CAMLG|HGF|PCSK5|TAF9|NCOR1|HDAC4|NUPR1|NOP53|WAC|PBK|EIF4ENIF1|FMN2|USP36|CRTC3|KLHL40|PPTC7|TAB3,-0.62
MyList,Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,,-2.2,1.9,2.9,30230,417,729,19,2.6,0.59,2719|3133|5978|6383|6482|6628|9972|10082|10362|25921|25978|29108|30011|54815|54960|57506|129401|221914|257397,GPC3|HLA-E|REST|SDC2|ST3GAL1|SNRPB|NUP153|GPC6|HMG20B|ZDHHC5|CHMP2B|PYCARD|SH3KBP1|GATAD2A|GEMIN8|MAVS|NUP35|GPC2|TAB3,-0.62
MyList,WikiPathways,27,WP5434,Cancer pathways,,-2.2,1.8,2.8,30230,509,729,22,3,0.63,595|862|1026|1163|2002|2122|2147|2737|2785|2791|3082|3479|3597|4286|4854|6387|6777|6934|7424|8772|10018|10297,CCND1|RUNX1T1|CDKN1A|CKS1B|ELK1|MECOM|F2|GLI3|GNG3|GNG11|HGF|IGF1|IL13RA1|MITF|NOTCH3|CXCL12|STAT5B|TCF7L2|VEGFC|FADD|BCL2L11|APC2,-0.62
MyList,Reactome Gene Sets,6,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,,-2.2,2.5,3.1,30230,164,729,10,1.4,0.43,3014|9611|10001|23054|26009|29079|51129|51562|91272|284058,H2AX|NCOR1|MED6|NCOA6|ZZZ3|MED4|ANGPTL4|MBIP|BOD1|KANSL1,-0.61
MyList,GO Biological Processes,19,GO:0072073,kidney epithelium development,19_GO:0032502 developmental process,-2.2,2.7,3.1,30230,139,729,9,1.2,0.41,1948|2719|2737|5076|6092|10220|10252|25959|56998,EFNB2|GPC3|GLI3|PAX2|ROBO2|GDF11|SPRY1|KANK2|CTNNBIP1,-0.61
MyList,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-2.2,2.1,2.9,30230,301,729,15,2.1,0.53,1946|3479|6281|6387|6696|6934|7424|8660|9498|9607|9846|9854|22871|50487|57555,EFNA5|IGF1|S100A10|CXCL12|SPP1|TCF7L2|VEGFC|IRS2|SLC4A8|CARTPT|GAB2|C2CD2L|NLGN1|PLA2G3|NLGN2,-0.6
MyList,Reactome Gene Sets,6,R-HSA-187037,Signaling by NTRK1 (TRKA),,-2.2,2.9,3.2,30230,115,729,8,1.1,0.39,2002|3400|3667|5978|6457|6464|6938|8660,ELK1|ID4|IRS1|REST|SH3GL3|SHC1|TCF12|IRS2,-0.6
MyList,WikiPathways,27,WP4659,Gastrin signaling,,-2.2,2.9,3.2,30230,115,729,8,1.1,0.39,595|1026|2002|3667|6464|6925|10524|51564,CCND1|CDKN1A|ELK1|IRS1|SHC1|TCF4|KAT5|HDAC7,-0.6
MyList,GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-2.2,2,2.9,30230,330,729,16,2.2,0.54,575|1946|2049|4734|4739|6092|6792|7087|9113|22871|23767|26037|57549|57555|65078|266727,ADGRB1|EFNA5|EPHB3|NEDD4|NEDD9|ROBO2|CDKL5|ICAM5|LATS1|NLGN1|FLRT3|SIPA1L1|IGSF9|NLGN2|RTN4R|MDGA1,-0.6
MyList,GO Biological Processes,19,GO:0061572,actin filament bundle organization,19_GO:0009987 cellular process,-2.2,3.6,3.4,30230,70,729,6,0.82,0.33,2039|4739|10398|11170|56776|359845,DMTN|NEDD9|MYL9|FAM107A|FMN2|RFLNB,-0.6
MyList,Canonical Pathways,11,M167,PID AP1 PATHWAY,,-2.2,3.6,3.4,30230,70,729,6,0.82,0.33,595|1997|4772|6934|10018|23373,CCND1|ELF1|NFATC1|TCF7L2|BCL2L11|CRTC1,-0.6
MyList,GO Cellular Components,20,GO:0042641,actomyosin,,-2.2,3.2,3.3,30230,92,729,7,0.96,0.36,1265|10398|11155|11170|11346|25876|79778,CNN2|MYL9|LDB3|FAM107A|SYNPO|SPEF1|MICALL2,-0.6
MyList,GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,19_GO:0032502 developmental process,-2.2,3.2,3.3,30230,92,729,7,0.96,0.36,5978|6387|6457|6925|6938|10362|55906,REST|CXCL12|SH3GL3|TCF4|TCF12|HMG20B|ZC4H2,-0.6
MyList,GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-2.2,2.4,3,30230,191,729,11,1.5,0.45,71|350|1311|2147|2158|2162|3083|10398|51129|80274|646960,ACTG1|APOH|COMP|F2|F9|F13A1|HGFAC|MYL9|ANGPTL4|SCUBE1|PRSS56,-0.6
MyList,GO Biological Processes,19,GO:0045747,positive regulation of Notch signaling pathway,19_GO:0048518 positive regulation of biological process,-2.2,4.1,3.5,30230,50,729,5,0.69,0.31,3955|6091|6092|10413|55589,LFNG|ROBO1|ROBO2|YAP1|BMP2K,-0.6
MyList,GO Biological Processes,19,GO:0140694,membraneless organelle assembly,19_GO:0009987 cellular process,-2.2,1.9,2.9,30230,390,729,18,2.5,0.57,71|550|1453|4703|7138|8658|8766|9611|10398|11155|29997|56478|79884|80254|80817|116840|152185|400566,ACTG1|AUP1|CSNK1D|NEB|TNNT1|TNKS|RAB11A|NCOR1|MYL9|LDB3|NOP53|EIF4ENIF1|MAP9|CEP63|CEP44|CNTROB|SPICE1|LIAT1,-0.6
MyList,GO Biological Processes,19,GO:0099172,presynapse organization,19_GO:0009987 cellular process,-2.2,5.2,3.7,30230,32,729,4,0.55,0.27,1948|22871|57555|266727,EFNB2|NLGN1|NLGN2|MDGA1,-0.6
MyList,Reactome Gene Sets,6,R-HSA-8941326,RUNX2 regulates bone development,,-2.2,5.2,3.7,30230,32,729,4,0.55,0.27,2737|9759|10413|25937,GLI3|HDAC4|YAP1|WWTR1,-0.6
MyList,CORUM,33,CORUM:230,Mediator complex,,-2.2,5.2,3.7,30230,32,729,4,0.55,0.27,10001|29079|112950|219541,MED6|MED4|MED8|MED19,-0.6
MyList,GO Molecular Functions,21,GO:0043425,bHLH transcription factor binding,,-2.2,5.2,3.7,30230,32,729,4,0.55,0.27,6938|8553|64375|79365,TCF12|BHLHE40|IKZF4|BHLHE41,-0.6
MyList,GO Cellular Components,20,GO:0044665,MLL1/2 complex,,-2.2,5.2,3.7,30230,32,729,4,0.55,0.27,6874|6880|124944|284058,TAF4|TAF9|BACC1|KANSL1,-0.6
