Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0030833,regulation of actin filament polymerization,19_GO:0050789 regulation of biological process,-4.1,3.8,5.1,30230,130,729,12,1.6,0.47,822|2039|9113|9530|10602|11135|25959|29108|55243|64857|148170|253725,CAPG|DMTN|LATS1|BAG4|CDC42EP3|CDC42EP1|KANK2|PYCARD|KIRREL1|PLEKHG2|CDC42EP5|WASHC2C,-1.9
MyList,Reactome Gene Sets,6,R-HSA-9909396,Circadian clock,,-4.1,4.1,5.2,30230,111,729,11,1.5,0.45,1453|1454|6096|7942|8553|9611|23054|23373|64784|79365|200186,CSNK1D|CSNK1E|RORB|TFEB|BHLHE40|NCOR1|NCOA6|CRTC1|CRTC3|BHLHE41|CRTC2,-1.9
MyList,GO Biological Processes,19,GO:0001558,regulation of cell growth,19_GO:0040007 growth,-4.1,2.4,4.5,30230,414,729,24,3.3,0.66,1026|1946|2147|3479|3487|3621|4682|6387|6696|6792|8425|8751|9686|10413|11143|11170|27086|51616|58191|60676|65078|84260|84722|340719,CDKN1A|EFNA5|F2|IGF1|IGFBP4|ING1|NUBP1|CXCL12|SPP1|CDKL5|LTBP4|ADAM15|VGLL4|YAP1|KAT7|FAM107A|FOXP1|TAF9B|CXCL16|PAPPA2|RTN4R|TCHP|PSRC1|NANOS1,-1.9
MyList,GO Cellular Components,20,GO:0005614,interstitial matrix,,-4.1,8,6.2,30230,31,729,6,0.82,0.33,1307|4060|54507|64856|136227|151887,COL16A1|LUM|ADAMTSL4|VWA1|COL26A1|CCDC80,-1.9
MyList,GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-4.1,2.3,4.5,30230,443,729,25,3.4,0.67,1946|1948|1949|2049|4734|4756|6091|6092|6383|6387|6696|6792|9139|9760|22871|26037|26039|50487|51199|65009|65078|81565|84079|162427|221914,EFNA5|EFNB2|EFNB3|EPHB3|NEDD4|NEO1|ROBO1|ROBO2|SDC2|CXCL12|SPP1|CDKL5|CBFA2T2|TOX|NLGN1|SIPA1L1|SS18L1|PLA2G3|NIN|NDRG4|RTN4R|NDEL1|ANKRD27|RETREG3|GPC2,-1.9
MyList,GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-4,2.6,4.6,30230,340,729,21,2.9,0.62,972|1026|1947|1948|1949|2737|3133|3479|3707|6666|6777|8660|8772|9760|10524|29108|30011|55122|57181|58515|79155,CD74|CDKN1A|EFNB1|EFNB2|EFNB3|GLI3|HLA-E|IGF1|ITPKB|SOX12|STAT5B|IRS2|FADD|TOX|KAT5|PYCARD|SH3KBP1|AKIRIN2|SLC39A10|SELENOK|TNIP2,-1.9
MyList,GO Molecular Functions,21,GO:0001098,basal transcription machinery binding,,-4,5.5,5.5,30230,60,729,8,1.1,0.39,2067|2073|2961|6925|51322|58506|84298|84337,ERCC1|ERCC5|GTF2E2|TCF4|WAC|SCAF1|LLPH|ELOF1,-1.9
MyList,GO Molecular Functions,21,GO:0001099,basal RNA polymerase II transcription machinery binding,,-4,5.5,5.5,30230,60,729,8,1.1,0.39,2067|2073|2961|6925|51322|58506|84298|84337,ERCC1|ERCC5|GTF2E2|TCF4|WAC|SCAF1|LLPH|ELOF1,-1.9
MyList,GO Biological Processes,19,GO:0033365,protein localization to organelle,19_GO:0051179 localization,-4,2,4.3,30230,725,729,35,4.8,0.79,550|819|868|1026|1453|3014|3621|4734|8658|8766|9804|9857|9972|10133|11215|23420|25792|29997|51149|51271|54806|54908|54984|55122|56478|57506|65062|83860|84629|91272|93380|129401|129685|253725|387680,AUP1|CAMLG|CBLB|CDKN1A|CSNK1D|H2AX|ING1|NEDD4|TNKS|RAB11A|TOMM20|CEP350|NUP153|OPTN|AKAP11|NOMO1|CIZ1|NOP53|MRNIP|UBAP1|AHI1|SPDL1|PINX1|AKIRIN2|EIF4ENIF1|MAVS|TMEM237|TAF3|TNRC18|BOD1|MMGT1|NUP35|TAF8|WASHC2C|WASHC2A,-1.9
MyList,GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-4,2.6,4.5,30230,341,729,21,2.9,0.62,664|822|2039|2067|3082|3479|4653|4682|8658|10297|10413|23247|25876|25959|26471|26586|54552|54908|54984|84079|84260,BNIP3|CAPG|DMTN|ERCC1|HGF|IGF1|MYOC|NUBP1|TNKS|APC2|YAP1|KATNIP|SPEF1|KANK2|NUPR1|CKAP2|GNL3L|SPDL1|PINX1|ANKRD27|TCHP,-1.9
MyList,GO Cellular Components,20,GO:0005681,spliceosomal complex,,-4,3,4.7,30230,220,729,16,2.2,0.54,6628|7737|8220|8233|9541|10078|22794|26017|51322|51759|55094|55596|140432|140890|143884|256643,SNRPB|RNF113A|ESS2|ZRSR2|CIRSR|TSSC4|CASC3|FAM32A|WAC|C9orf78|GPATCH1|ZCCHC8|RNF113B|SREK1|CWF19L2|BCLAF3,-1.9
MyList,CORUM,33,CORUM:484,TFIID complex,,-4,15,7.3,30230,11,729,4,0.55,0.27,6874|6880|6881|6882,TAF4|TAF9|TAF10|TAF11,-1.9
MyList,CORUM,33,CORUM:463,TFIID complex,,-4,15,7.3,30230,11,729,4,0.55,0.27,6874|6880|6881|6882,TAF4|TAF9|TAF10|TAF11,-1.9
MyList,CORUM,33,CORUM:6084,AFF4 super elongation complex (SEC),,-4,15,7.3,30230,11,729,4,0.55,0.27,904|4299|4300|27125,CCNT1|AFF1|MLLT3|AFF4,-1.9
MyList,GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-4,2.4,4.5,30230,393,729,23,3.2,0.65,71|822|2039|4653|6281|6387|9113|9530|10297|10602|11135|11346|25876|25959|26586|29108|55243|64857|84722|122060|148170|253725|387680,ACTG1|CAPG|DMTN|MYOC|S100A10|CXCL12|LATS1|BAG4|APC2|CDC42EP3|CDC42EP1|SYNPO|SPEF1|KANK2|CKAP2|PYCARD|KIRREL1|PLEKHG2|PSRC1|SLAIN1|CDC42EP5|WASHC2C|WASHC2A,-1.8
MyList,GO Biological Processes,19,GO:0034243,regulation of transcription elongation by RNA polymerase II,19_GO:0050789 regulation of biological process,-4,4.4,5.2,30230,95,729,10,1.4,0.43,904|8861|9878|10001|29079|57117|80789|92105|112950|219541,CCNT1|LDB1|TOX4|MED6|MED4|INTS12|INTS5|INTS4|MED8|MED19,-1.8
MyList,WikiPathways,27,WP306,Focal adhesion,,-4,3.1,4.7,30230,199,729,15,2.1,0.53,71|595|858|1311|2002|3082|3479|3680|6464|6696|7059|7060|7424|10398|80310,ACTG1|CCND1|CAV2|COMP|ELK1|HGF|IGF1|ITGA9|SHC1|SPP1|THBS3|THBS4|VEGFC|MYL9|PDGFD,-1.8
MyList,Reactome Gene Sets,6,R-HSA-1630316,Glycosaminoglycan metabolism,,-3.9,3.7,4.9,30230,136,729,12,1.6,0.47,1634|2719|4060|4969|6383|6482|9956|10082|56548|63827|221914|337876,DCN|GPC3|LUM|OGN|SDC2|ST3GAL1|HS3ST2|GPC6|CHST7|BCAN|GPC2|CHSY3,-1.8
MyList,GO Biological Processes,19,GO:0032786,"positive regulation of DNA-templated transcription, elongation",19_GO:0048518 positive regulation of biological process,-3.9,5.4,5.4,30230,62,729,8,1.1,0.39,904|8861|9878|10001|11143|29079|112950|219541,CCNT1|LDB1|TOX4|MED6|KAT7|MED4|MED8|MED19,-1.8
MyList,GO Biological Processes,19,GO:0071786,endoplasmic reticulum tubular network organization,19_GO:0009987 cellular process,-3.9,9.9,6.4,30230,21,729,5,0.69,0.31,2039|51308|55850|65055|162427,DMTN|REEP2|USE1|REEP1|RETREG3,-1.8
MyList,GO Biological Processes,19,GO:0032332,positive regulation of chondrocyte differentiation,19_GO:0032502 developmental process,-3.9,9.9,6.4,30230,21,729,5,0.69,0.31,2737|6660|55553|91461|389125,GLI3|SOX5|SOX6|PKDCC|MUSTN1,-1.8
MyList,GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-3.9,3,4.6,30230,224,729,16,2.2,0.54,71|1307|1946|2039|4653|4739|6281|8751|8861|9723|11117|11170|79834|136227|151887|253725,ACTG1|COL16A1|EFNA5|DMTN|MYOC|NEDD9|S100A10|ADAM15|LDB1|SEMA3E|EMILIN1|FAM107A|PEAK1|COL26A1|CCDC80|WASHC2C,-1.8
MyList,GO Biological Processes,19,GO:0110053,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-3.9,2.7,4.5,30230,272,729,18,2.5,0.57,71|822|2039|4653|6281|6387|9113|9530|10602|11135|11346|25959|29108|55243|64857|148170|253725|387680,ACTG1|CAPG|DMTN|MYOC|S100A10|CXCL12|LATS1|BAG4|CDC42EP3|CDC42EP1|SYNPO|KANK2|PYCARD|KIRREL1|PLEKHG2|CDC42EP5|WASHC2C|WASHC2A,-1.8
MyList,GO Biological Processes,19,GO:0070229,negative regulation of lymphocyte apoptotic process,19_GO:0048519 negative regulation of biological process,-3.9,7.5,5.9,30230,33,729,6,0.82,0.33,972|6482|8660|8772|27086|57181,CD74|ST3GAL1|IRS2|FADD|FOXP1|SLC39A10,-1.8
MyList,WikiPathways,27,WP474,Endochondral ossification,,-3.9,5.3,5.3,30230,63,729,8,1.1,0.39,1028|2737|3479|6660|6696|6777|9759|55553,CDKN1C|GLI3|IGF1|SOX5|SPP1|STAT5B|HDAC4|SOX6,-1.7
MyList,WikiPathways,27,WP4808,Endochondral ossification with skeletal dysplasias,,-3.9,5.3,5.3,30230,63,729,8,1.1,0.39,1028|2737|3479|6660|6696|6777|9759|55553,CDKN1C|GLI3|IGF1|SOX5|SPP1|STAT5B|HDAC4|SOX6,-1.7
MyList,KEGG Pathway,24,hsa04510,Focal adhesion,,-3.9,3.1,4.6,30230,203,729,15,2.1,0.53,71|595|858|1311|2002|3082|3479|3680|6464|6696|7059|7060|7424|10398|80310,ACTG1|CCND1|CAV2|COMP|ELK1|HGF|IGF1|ITGA9|SHC1|SPP1|THBS3|THBS4|VEGFC|MYL9|PDGFD,-1.7
MyList,GO Cellular Components,20,GO:0048471,perinuclear region of cytoplasm,,-3.9,2,4.2,30230,738,729,35,4.8,0.79,320|333|575|858|1453|2039|2044|3297|4216|4291|4734|6696|6881|7059|9107|9478|9811|10133|10297|10524|11155|11276|22794|26471|55243|55815|55975|56776|57630|57724|79058|129685|153443|340719|100131187,APBA1|APLP1|ADGRB1|CAV2|CSNK1D|DMTN|EPHA5|HSF1|MAP3K4|MLF1|NEDD4|SPP1|TAF10|THBS3|MTMR6|CABP1|CTIF|OPTN|APC2|KAT5|LDB3|SYNRG|CASC3|NUPR1|KIRREL1|TSNAXIP1|KLHL7|FMN2|SH3RF1|EPG5|ASPSCR1|TAF8|SRFBP1|NANOS1|TSTD1,-1.7
MyList,GO Biological Processes,19,GO:1903003,positive regulation of protein deubiquitination,19_GO:0048518 positive regulation of biological process,-3.9,25,8.4,30230,5,729,3,0.41,0.24,10010|10318|29997,TANK|TNIP1|NOP53,-1.7
MyList,GO Molecular Functions,21,GO:0005201,extracellular matrix structural constituent,,-3.9,3.2,4.7,30230,181,729,14,1.9,0.51,1307|1311|1634|4052|4060|4969|5118|7059|7286|8425|10631|11117|64856|127435,COL16A1|COMP|DCN|LTBP1|LUM|OGN|PCOLCE|THBS3|TUFT1|LTBP4|POSTN|EMILIN1|VWA1|PODN,-1.7
MyList,GO Molecular Functions,21,GO:0005509,calcium ion binding,,-3.9,2,4.2,30230,710,729,34,4.7,0.78,715|868|1311|1824|1953|2147|2158|3270|3697|4052|4634|4854|5099|6281|6696|7059|7060|7092|8425|8641|9478|9813|10398|51199|54510|55033|57010|57333|57348|57575|57620|80274|80303|129804,C1R|CBLB|COMP|DSC2|MEGF6|F2|F9|HRC|ITIH1|LTBP1|MYL3|NOTCH3|PCDH7|S100A10|SPP1|THBS3|THBS4|TLL1|LTBP4|PCDHGB4|CABP1|EFCAB14|MYL9|NIN|PCDH18|FKBP14|CABP4|RCN3|TTYH1|PCDH10|STIM2|SCUBE1|EFHD1|FBLN7,-1.7
MyList,GO Cellular Components,20,GO:0000932,P-body,,-3.8,4.2,5,30230,99,729,10,1.4,0.43,4848|11030|23112|55095|55643|55833|56478|57690|126374|196513,CNOT2|RBPMS|TNRC6B|SAMD4B|BTBD2|UBAP2|EIF4ENIF1|TNRC6C|WTIP|DCP1B,-1.7
MyList,CORUM,33,CORUM:485,"TFIID complex, B-cell specific",,-3.8,14,7,30230,12,729,4,0.55,0.27,6874|6880|6881|6882,TAF4|TAF9|TAF10|TAF11,-1.7
MyList,CORUM,33,CORUM:509,TFIID complex,,-3.8,14,7,30230,12,729,4,0.55,0.27,6874|6880|6881|6882,TAF4|TAF9|TAF10|TAF11,-1.7
MyList,CORUM,33,CORUM:469,TFIID-beta complex,,-3.8,14,7,30230,12,729,4,0.55,0.27,6874|6880|6881|6882,TAF4|TAF9|TAF10|TAF11,-1.7
MyList,WikiPathways,27,WP5053,Development of ureteric derived collecting system,,-3.8,6,5.5,30230,48,729,7,0.96,0.36,595|1634|2719|2737|5076|10220|10252,CCND1|DCN|GPC3|GLI3|PAX2|GDF11|SPRY1,-1.7
MyList,GO Biological Processes,19,GO:0042789,mRNA transcription by RNA polymerase II,19_GO:0009987 cellular process,-3.8,6,5.5,30230,48,729,7,0.96,0.36,6281|6874|6880|6881|6882|83860|129685,S100A10|TAF4|TAF9|TAF10|TAF11|TAF3|TAF8,-1.7
MyList,KEGG Pathway,24,hsa04710,Circadian rhythm,,-3.8,7.3,5.8,30230,34,729,6,0.82,0.33,1453|1454|5564|6096|8553|79365,CSNK1D|CSNK1E|PRKAB1|RORB|BHLHE40|BHLHE41,-1.7
MyList,GO Molecular Functions,21,GO:0030021,extracellular matrix structural constituent conferring compression resistance,,-3.8,9.4,6.2,30230,22,729,5,0.69,0.31,1634|4060|4969|7286|127435,DCN|LUM|OGN|TUFT1|PODN,-1.7
MyList,GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.8,2.1,4.2,30230,599,729,30,4.1,0.74,71|972|2039|3082|3383|3479|4267|4653|4739|5606|6387|7060|7424|8660|8766|8772|9530|9723|9734|10501|11170|25960|27086|29108|51564|57715|58191|58515|80310|83692,ACTG1|CD74|DMTN|HGF|ICAM1|IGF1|CD99|MYOC|NEDD9|MAP2K3|CXCL12|THBS4|VEGFC|IRS2|RAB11A|FADD|BAG4|SEMA3E|HDAC9|SEMA6B|FAM107A|ADGRA2|FOXP1|PYCARD|HDAC7|SEMA4G|CXCL16|SELENOK|PDGFD|CD99L2,-1.7
MyList,GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-3.8,2.3,4.3,30230,406,729,23,3.2,0.65,173|819|868|972|1389|3479|6880|8805|9530|11170|26272|29108|29997|51616|54552|54984|57602|79155|80254|81572|84132|252983|284996,AFM|CAMLG|CBLB|CD74|CREBL2|IGF1|TAF9|TRIM24|BAG4|FAM107A|FBXO4|PYCARD|NOP53|TAF9B|GNL3L|PINX1|USP36|TNIP2|CEP63|PDRG1|USP42|STXBP4|RNF149,-1.7
MyList,GO Biological Processes,19,GO:0043547,positive regulation of GTPase activity,19_GO:0065007 biological regulation,-3.8,4.6,5.1,30230,82,729,9,1.2,0.41,6001|6281|9712|10297|22841|26037|65078|81565|112574,RGS10|S100A10|USP6NL|APC2|RAB11FIP2|SIPA1L1|RTN4R|NDEL1|SNX18,-1.7
MyList,GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.8,2.9,4.5,30230,230,729,16,2.2,0.54,595|1026|1028|11170|25959|29997|51149|51322|51720|54908|54984|57099|58493|60672|79035|124790,CCND1|CDKN1A|CDKN1C|FAM107A|KANK2|NOP53|MRNIP|WAC|UIMC1|SPDL1|PINX1|AVEN|INIP|MIIP|NABP2|HEXIM2,-1.7
MyList,Canonical Pathways,11,M92,PID ANGIOPOIETIN RECEPTOR PATHWAY,,-3.8,5.9,5.4,30230,49,729,7,0.96,0.36,1026|1997|1998|2002|2147|6464|6777,CDKN1A|ELF1|ELF2|ELK1|F2|SHC1|STAT5B,-1.7
MyList,GO Biological Processes,19,GO:0006259,DNA metabolic process,19_GO:0009987 cellular process,-3.8,1.9,4.1,30230,777,729,36,4.9,0.8,1454|2067|2073|3014|3297|5980|6934|7319|7737|10524|11143|11201|26272|29997|50485|51149|51720|54107|54984|57109|57523|57804|58493|65980|79035|81550|83444|84337|84444|84939|85456|119392|152485|254225|283899|375757,CSNK1E|ERCC1|ERCC5|H2AX|HSF1|REV3L|TCF7L2|UBE2A|RNF113A|KAT5|KAT7|POLI|FBXO4|NOP53|SMARCAL1|MRNIP|UIMC1|POLE3|PINX1|REXO4|NYNRIN|POLD4|INIP|BRD9|NABP2|TDRD3|INO80B|ELOF1|DOT1L|PWWP3A|TNKS1BP1|SFR1|ZNF827|RNF169|INO80E|SWI5,-1.7
MyList,Reactome Gene Sets,6,R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2",,-3.8,7.1,5.7,30230,35,729,6,0.82,0.33,6096|9611|23054|23373|64784|200186,RORB|NCOR1|NCOA6|CRTC1|CRTC3|CRTC2,-1.7
MyList,GO Biological Processes,19,GO:0000132,establishment of mitotic spindle orientation,19_GO:0051179 localization,-3.8,7.1,5.7,30230,35,729,6,0.82,0.33,10252|10524|54820|54908|81565|84080,SPRY1|KAT5|NDE1|SPDL1|NDEL1|ENKD1,-1.7
MyList,Canonical Pathways,11,M5882,NABA PROTEOGLYCANS,,-3.8,7.1,5.7,30230,35,729,6,0.82,0.33,1634|4060|4969|63827|127435|145864,DCN|LUM|OGN|BCAN|PODN|HAPLN3,-1.7
MyList,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-3.7,2.3,4.2,30230,437,729,24,3.3,0.66,972|1946|2737|3297|3597|3707|4311|4739|6091|6092|6387|6666|6692|6777|6792|7424|8772|9760|10524|26039|50487|51199|56998|84079,CD74|EFNA5|GLI3|HSF1|IL13RA1|ITPKB|MME|NEDD9|ROBO1|ROBO2|CXCL12|SOX12|SPINT1|STAT5B|CDKL5|VEGFC|FADD|TOX|KAT5|SS18L1|PLA2G3|NIN|CTNNBIP1|ANKRD27,-1.6
MyList,GO Molecular Functions,21,GO:0032182,ubiquitin-like protein binding,,-3.7,3.7,4.8,30230,122,729,11,1.5,0.45,550|1163|1164|4734|6047|7319|22927|51271|127733|257397|404093,AUP1|CKS1B|CKS2|NEDD4|RNF4|UBE2A|HABP4|UBAP1|UBXN10|TAB3|CUEDC1,-1.6
MyList,GO Molecular Functions,21,GO:0019901,protein kinase binding,,-3.7,2,4.1,30230,693,729,33,4.5,0.77,71|595|858|868|904|1026|1163|1164|2869|3297|3667|4653|4739|4744|4772|5564|5606|6464|6934|8660|9113|9325|9541|9734|9846|10018|10318|11155|22841|51564|57506|79155|112464,ACTG1|CCND1|CAV2|CBLB|CCNT1|CDKN1A|CKS1B|CKS2|GRK5|HSF1|IRS1|MYOC|NEDD9|NEFH|NFATC1|PRKAB1|MAP2K3|SHC1|TCF7L2|IRS2|LATS1|TRIP4|CIRSR|HDAC9|GAB2|BCL2L11|TNIP1|LDB3|RAB11FIP2|HDAC7|MAVS|TNIP2|CAVIN3,-1.6
MyList,GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,19_GO:0032502 developmental process,-3.7,3.1,4.5,30230,187,729,14,1.9,0.51,2737|3400|4211|4854|5978|6387|6457|6925|6938|10220|10362|22871|55906|56478,GLI3|ID4|MEIS1|NOTCH3|REST|CXCL12|SH3GL3|TCF4|TCF12|GDF11|HMG20B|NLGN1|ZC4H2|EIF4ENIF1,-1.6
MyList,GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-3.7,1.9,4.1,30230,753,729,35,4.8,0.79,333|664|1453|2044|2049|2737|3400|4211|4311|4854|5076|5361|6091|6092|6387|6666|8660|8861|9723|9760|10501|22983|23054|27086|51199|54510|54820|55122|55553|56006|63827|65078|81565|266727|340719,APLP1|BNIP3|CSNK1D|EPHA5|EPHB3|GLI3|ID4|MEIS1|MME|NOTCH3|PAX2|PLXNA1|ROBO1|ROBO2|CXCL12|SOX12|IRS2|LDB1|SEMA3E|TOX|SEMA6B|MAST1|NCOA6|FOXP1|NIN|PCDH18|NDE1|AKIRIN2|SOX6|SMG9|BCAN|RTN4R|NDEL1|MDGA1|NANOS1,-1.6
MyList,GO Biological Processes,19,GO:0002903,negative regulation of B cell apoptotic process,19_GO:0048519 negative regulation of biological process,-3.7,13,6.7,30230,13,729,4,0.55,0.27,972|8660|27086|57181,CD74|IRS2|FOXP1|SLC39A10,-1.6
MyList,GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-3.7,2.2,4.2,30230,495,729,26,3.6,0.69,595|605|1026|1028|3014|4291|5218|6909|8766|11170|25959|26272|29997|51149|51322|51720|54908|54984|57099|58493|60672|79035|80254|84444|124790|252983,CCND1|BCL7A|CDKN1A|CDKN1C|H2AX|MLF1|CDK14|TBX2|RAB11A|FAM107A|KANK2|FBXO4|NOP53|MRNIP|WAC|UIMC1|SPDL1|PINX1|AVEN|INIP|MIIP|NABP2|CEP63|DOT1L|HEXIM2|STXBP4,-1.6
MyList,GO Biological Processes,19,GO:0030900,forebrain development,19_GO:0032502 developmental process,-3.7,2.3,4.2,30230,414,729,23,3.2,0.65,333|664|2044|2049|2737|3400|4311|4854|5361|6091|6092|6387|9723|9760|10501|27086|51199|54820|55122|63827|65078|81565|266727,APLP1|BNIP3|EPHA5|EPHB3|GLI3|ID4|MME|NOTCH3|PLXNA1|ROBO1|ROBO2|CXCL12|SEMA3E|TOX|SEMA6B|FOXP1|NIN|NDE1|AKIRIN2|BCAN|RTN4R|NDEL1|MDGA1,-1.6
MyList,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-3.7,2,4,30230,697,729,33,4.5,0.77,858|972|1824|2122|2861|3082|3383|3479|3487|3489|4216|4653|5148|5149|5606|6091|6464|9607|9611|10252|10318|11117|23239|29108|51562|55872|57630|65009|80310|112464|257397|284996|768211,CAV2|CD74|DSC2|MECOM|GPR37|HGF|ICAM1|IGF1|IGFBP4|IGFBP6|MAP3K4|MYOC|PDE6G|PDE6H|MAP2K3|ROBO1|SHC1|CARTPT|NCOR1|SPRY1|TNIP1|EMILIN1|PHLPP1|PYCARD|MBIP|PBK|SH3RF1|NDRG4|PDGFD|CAVIN3|TAB3|RNF149|RELL1,-1.6
MyList,GO Biological Processes,19,GO:0048013,ephrin receptor signaling pathway,19_GO:0050896 response to stimulus,-3.7,5.7,5.3,30230,51,729,7,0.96,0.36,1946|1947|1948|1949|2044|2049|26037,EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|SIPA1L1,-1.6
MyList,Reactome Gene Sets,6,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,,-3.7,5.7,5.3,30230,51,729,7,0.96,0.36,71|1946|1947|1948|1949|2044|2049,ACTG1|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3,-1.6
MyList,GO Biological Processes,19,GO:0030031,cell projection assembly,19_GO:0009987 cellular process,-3.7,2.2,4.2,30230,469,729,25,3.4,0.67,822|1453|2039|4744|5116|7802|9530|9857|25876|25937|26146|50487|54806|57348|64792|65062|79140|84080|84140|85302|112752|127733|136332|147700|152206,CAPG|CSNK1D|DMTN|NEFH|PCNT|DNALI1|BAG4|CEP350|SPEF1|WWTR1|TRAF3IP1|PLA2G3|AHI1|TTYH1|IFT22|TMEM237|CCDC28B|ENKD1|FAM161A|FBF1|IFT43|UBXN10|LRGUK|KLC3|CCDC13,-1.6
MyList,GO Molecular Functions,21,GO:0048018,receptor ligand activity,,-3.7,2.1,4.1,30230,582,729,29,4,0.72,1489|1946|1948|2147|3082|3133|3383|3479|4969|6320|6387|6696|7044|7060|7087|7200|7424|9547|9607|9723|10220|10501|23767|53342|57715|58191|64111|80310|151647,CTF1|EFNA5|EFNB2|F2|HGF|HLA-E|ICAM1|IGF1|OGN|CLEC11A|CXCL12|SPP1|LEFTY2|THBS4|ICAM5|TRH|VEGFC|CXCL14|CARTPT|SEMA3E|GDF11|SEMA6B|FLRT3|IL17D|SEMA4G|CXCL16|NPVF|PDGFD|TAFA4,-1.6
MyList,Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-3.6,3.6,4.7,30230,125,729,11,1.5,0.45,2147|2719|3270|3479|3487|3489|4052|6383|6696|60676|64856,F2|GPC3|HRC|IGF1|IGFBP4|IGFBP6|LTBP1|SDC2|SPP1|PAPPA2|VWA1,-1.6
MyList,Reactome Gene Sets,6,R-HSA-8878159,Transcriptional regulation by RUNX3,,-3.6,4.3,4.9,30230,86,729,9,1.2,0.41,595|1026|6696|6934|9759|10018|10413|25937|84441,CCND1|CDKN1A|SPP1|TCF7L2|HDAC4|BCL2L11|YAP1|WWTR1|MAML2,-1.6
MyList,GO Biological Processes,19,GO:0030838,positive regulation of actin filament polymerization,19_GO:0048518 positive regulation of biological process,-3.6,5.6,5.2,30230,52,729,7,0.96,0.36,9530|10602|11135|29108|55243|148170|253725,BAG4|CDC42EP3|CDC42EP1|PYCARD|KIRREL1|CDC42EP5|WASHC2C,-1.6
MyList,GO Cellular Components,20,GO:0016591,"RNA polymerase II, holoenzyme",,-3.6,4.3,4.8,30230,87,729,9,1.2,0.41,2961|6874|6880|6881|6882|7286|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TUFT1|TAF9B|TAF3|TAF8,-1.5
MyList,Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-3.6,2.1,4,30230,559,729,28,3.8,0.71,71|1946|1947|1948|1949|2044|2049|3680|4155|4756|5361|6091|6092|6383|6387|6464|7903|8660|8861|9723|9846|10398|10413|22794|23767|25937|30011|89884,ACTG1|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|ITGA9|MBP|NEO1|PLXNA1|ROBO1|ROBO2|SDC2|CXCL12|SHC1|ST8SIA4|IRS2|LDB1|SEMA3E|GAB2|MYL9|YAP1|CASC3|FLRT3|WWTR1|SH3KBP1|LHX4,-1.5
MyList,GO Biological Processes,19,GO:0021537,telencephalon development,19_GO:0032502 developmental process,-3.6,2.6,4.3,30230,289,729,18,2.5,0.57,664|2044|2049|2737|3400|4311|6091|6092|6387|10501|27086|51199|54820|55122|63827|65078|81565|266727,BNIP3|EPHA5|EPHB3|GLI3|ID4|MME|ROBO1|ROBO2|CXCL12|SEMA6B|FOXP1|NIN|NDE1|AKIRIN2|BCAN|RTN4R|NDEL1|MDGA1,-1.5
MyList,GO Cellular Components,20,GO:0015629,actin cytoskeleton,,-3.6,2.1,4.1,30230,503,729,26,3.6,0.69,71|822|1265|2039|4634|4703|5782|7136|7138|7456|10297|10398|10602|11135|11155|11170|11346|25876|26037|27147|56776|57584|57619|79778|79834|359845,ACTG1|CAPG|CNN2|DMTN|MYL3|NEB|PTPN12|TNNI2|TNNT1|WIPF1|APC2|MYL9|CDC42EP3|CDC42EP1|LDB3|FAM107A|SYNPO|SPEF1|SIPA1L1|DENND2A|FMN2|ARHGAP21|SHROOM3|MICALL2|PEAK1|RFLNB,-1.5
