"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
NA,"REACTOME pathway","R-HSA-77310","Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA",4,4,0.839,4.077,4.077,1.21885869102219e-05,4.91404664160609,0.0304714672755547,0.00217653337682534,0.0182860617223854,"HADHA,HADHB,ECHS1,HADH","4801,4803,3151,4799"
NA,"PANTHER Pathway H.sap","P02721","ATP synthesis",3,3,0.629,4.077,4.077,0.00020689740565326,3.68424495504493,0.51724351413315,0.0129310878533287,0.108640038853184,"ATP5F1A,ATP5F1B,ATP5F1C","823,830,833"
NA,"PANTHER Pathway H.sap","P02726","Aminobutyrate degradation",2,2,0.419,4.077,4.077,0.00350505983850901,2.45530456334285,1,0.057930120213507,0.486697684073421,"ABAT,ALDH5A1","23,408"
NA,"PANTHER Pathway H.sap","P04384","Gamma-aminobutyric acid synthesis",2,2,0.419,4.077,4.077,0.00350505983850901,2.45530456334285,1,0.057930120213507,0.486697684073421,"ALDH5A1,ABAT","408,23"
NA,"REACTOME pathway","R-HSA-77285","Beta oxidation of myristoyl-CoA to lauroyl-CoA",2,2,0.419,4.077,4.077,0.00350505983850901,2.45530456334285,1,0.057930120213507,0.486697684073421,"HADHA,HADHB","4801,4803"
NA,"KEGG Pathway H.sap","md:hsa_M00027","GABA (gamma-Aminobutyrate) shunt",2,2,0.419,4.077,4.077,0.00350505983850901,2.45530456334285,1,0.057930120213507,0.486697684073421,"ABAT,ALDH5A1","23,408"
NA,"REACTOME pathway","R-HSA-77348","Beta oxidation of octanoyl-CoA to hexanoyl-CoA",5,4,0.839,3.755,3.755,5.80764576792461e-05,4.23599988089737,0.145191144198115,0.00580764576792461,0.0487927132681604,"HADHA,HADHB,ECHS1,HADH","4801,4803,3151,4799"
NA,"REACTOME pathway","R-HSA-77350","Beta oxidation of hexanoyl-CoA to butanoyl-CoA",5,4,0.839,3.755,3.755,5.80764576792461e-05,4.23599988089737,0.145191144198115,0.00580764576792461,0.0487927132681604,"HADHB,ECHS1,HADH,HADHA","4803,3151,4799,4801"
NA,"REACTOME pathway","R-HSA-1482798","Acyl chain remodeling of CL",4,3,0.629,3.662,3.662,0.000791023861882374,3.10181041545613,1,0.0313898357889831,0.263720501970942,"HADHA,HADHB,PLA2G4A","4801,4803,9035"
NA,"REACTOME pathway","R-HSA-77346","Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA",6,4,0.839,3.492,3.492,0.000166050435051288,3.77975998221479,0.41512608762822,0.0126492582728469,0.106272258437429,"HADHB,ECHS1,HADH,HADHA","4803,3151,4799,4801"
NA,"KEGG Pathway H.sap","md:hsa_M00085","Fatty acid elongation in mitochondria",6,4,0.839,3.492,3.492,0.000166050435051288,3.77975998221479,0.41512608762822,0.0126492582728469,0.106272258437429,"ECHS1,HADHB,HADH,HADHA","3151,4803,4799,4801"
NA,"PANTHER Pathway H.sap","P02727","Androgen/estrogene/progesterone biosynthesis",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"LIPA,HSD17B7","6617,5215"
NA,"PANTHER Pathway H.sap","P02777","Succinate to proprionate conversion",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"PCCB,MMUT","8654,7526"
NA,"REACTOME pathway","R-HSA-77108","Utilization of Ketone Bodies",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"ACAT1,OXCT1","93,8527"
NA,"REACTOME pathway","R-HSA-77305","Beta oxidation of palmitoyl-CoA to myristoyl-CoA",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"HADHA,HADHB","4801,4803"
NA,"REACTOME pathway","R-HSA-77352","Beta oxidation of butanoyl-CoA to acetyl-CoA",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"HADH,ECHS1","4799,3151"
NA,"REACTOME pathway","R-HSA-9022538","Loss of MECP2 binding ability to 5mC-DNA",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"HDAC1,MECP2","4852,6990"
NA,"REACTOME pathway","R-HSA-9679514","SARS-CoV-1 Genome Replication and Transcription",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"RB1,DDX5","9884,2746"
NA,"REACTOME pathway","R-HSA-9682706","Replication of the SARS-CoV-1 genome",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"DDX5,RB1","2746,9884"
NA,"REACTOME pathway","R-HSA-9694682","SARS-CoV-2 Genome Replication and Transcription",3,2,0.419,3.492,3.492,0.0101013847042205,1.99561908877358,1,0.0956431122147882,0.803541940547507,"RB1,DDX5","9884,2746"
