Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,,-4.8,5.4,6.1,30230,95,584,10,1.7,0.54,2353|3551|4615|5602|5609|7867|9252|10454|57161|79671,FOS|IKBKB|MYD88|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1|PELI2|NLRX1,-2.6,MyList
KEGG Pathway,24,hsa05135,Yersinia infection,,-4.8,4.5,5.8,30230,138,584,12,2.1,0.59,2353|3551|4615|5290|5602|5609|6300|7410|9138|10451|10454|57180,FOS|IKBKB|MYD88|PIK3CA|MAPK10|MAP2K7|MAPK12|VAV2|ARHGEF1|VAV3|TAB1|ACTR3B,-2.6,MyList
GO Biological Processes,19,GO:0006281,DNA repair,19_GO:0050896 response to stimulus,-4.8,2.5,5,30230,532,584,26,4.5,0.85,2068|2071|2968|3981|4292|5428|7374|8505|9557|9960|10463|11200|23049|23411|25842|29086|54617|54799|55135|80198|80314|84142|84461|91419|93973|257218,ERCC2|ERCC3|GTF2H4|LIG4|MLH1|POLG|UNG|PARG|CHD1L|USP3|SLC30A9|CHEK2|SMG1|SIRT1|ASF1A|BABAM1|INO80|MBTD1|WRAP53|MUS81|EPC1|ABRAXAS1|NEURL4|ATP23|ACTR8|SHPRH,-2.5,MyList
GO Biological Processes,19,GO:1902115,regulation of organelle assembly,19_GO:0050789 regulation of biological process,-4.7,3.5,5.4,30230,238,584,16,2.7,0.68,1540|3985|5563|8100|8850|9638|9742|11200|23032|23229|23232|55062|79874|90410|115704|200576,CYLD|LIMK2|PRKAA2|IFT88|KAT2B|FEZ1|IFT140|CHEK2|USP33|ARHGEF9|TBC1D12|WIPI1|RABEP2|IFT20|EVI5L|PIKFYVE,-2.5,MyList
GO Biological Processes,19,GO:0006605,protein targeting,19_GO:0051179 localization,-4.7,3.5,5.4,30230,238,584,16,2.7,0.68,706|1121|4285|5824|7485|9179|9927|11154|23041|23148|26521|27072|30849|51172|51542|200576,TSPO|CHM|MIPEP|PEX19|GET1|AP4M1|MFN2|AP4S1|MON2|NACAD|TIMM8B|VPS41|PIK3R4|NAGPA|VPS54|PIKFYVE,-2.5,MyList
GO Biological Processes,19,GO:0035720,intraciliary anterograde transport,19_GO:0051179 localization,-4.7,14,8,30230,18,584,5,0.86,0.38,8100|26160|55764|57560|90410,IFT88|IFT172|IFT122|IFT80|IFT20,-2.5,MyList
GO Biological Processes,19,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-4.7,5.3,6,30230,97,584,10,1.7,0.54,3988|4508|4540|4541|4706|4833|6391|6392|25875|51422,LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|LETMD1|PRKAG2,-2.5,MyList
GO Biological Processes,19,GO:1901293,nucleoside phosphate biosynthetic process,19_GO:0009987 cellular process,-4.7,3.2,5.2,30230,294,584,18,3.1,0.72,2182|2977|3988|4508|4540|4541|4706|4833|6391|6392|9374|10020|11001|25875|26289|51422|93100|197322,ACSL4|GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|PPT2|GNE|SLC27A2|LETMD1|AK5|PRKAG2|NAPRT|ACSF3,-2.5,MyList
WikiPathways,27,WP4577,Neurodegeneration with brain iron accumulation NBIA subtypes pathway,,-4.7,8.2,6.7,30230,44,584,7,1.2,0.45,9821|23400|26100|30849|55062|60673|80067,RB1CC1|ATP13A2|WIPI2|PIK3R4|WIPI1|ATG101|DCAF17,-2.5,MyList
GO Biological Processes,19,GO:0008202,steroid metabolic process,19_GO:0009987 cellular process,-4.7,3.3,5.3,30230,267,584,17,2.9,0.7,706|1718|3988|4547|5563|5959|6307|6721|9885|10682|10948|11001|23461|51360|51422|59338|113612,TSPO|DHCR24|LIPA|MTTP|PRKAA2|RDH5|MSMO1|SREBF2|OSBPL2|EBP|STARD3|SLC27A2|ABCA5|MBTPS2|PRKAG2|PLEKHA1|CYP2U1,-2.5,MyList
GO Biological Processes,19,GO:0007033,vacuole organization,19_GO:0009987 cellular process,-4.7,3.6,5.4,30230,214,584,15,2.6,0.65,3988|5287|9179|9821|9897|9927|23400|26100|51172|51542|55062|60673|200576|339122|340061,LIPA|PIK3C2B|AP4M1|RB1CC1|WASHC5|MFN2|ATP13A2|WIPI2|NAGPA|VPS54|WIPI1|ATG101|PIKFYVE|RAB43|STING1,-2.5,MyList
WikiPathways,27,WP4923,Autophagy,,-4.7,10,7.2,30230,30,584,6,1,0.42,5563|9821|26100|30849|51422|60673,PRKAA2|RB1CC1|WIPI2|PIK3R4|PRKAG2|ATG101,-2.5,MyList
KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,,-4.7,3.8,5.5,30230,189,584,14,2.4,0.63,3551|4615|4938|5580|5602|6041|6300|6773|9927|10454|55669|79671|90550|340061,IKBKB|MYD88|OAS1|PRKCD|MAPK10|RNASEL|MAPK12|STAT2|MFN2|TAB1|MFN1|NLRX1|MCU|STING1,-2.5,MyList
WikiPathways,27,WP4787,Osteoblast differentiation and related diseases,,-4.7,4.8,5.8,30230,119,584,11,1.9,0.56,5286|5287|5290|5580|5581|5582|5587|5602|6300|30849|81029,PIK3C2A|PIK3C2B|PIK3CA|PRKCD|PRKCE|PRKCG|PRKD1|MAPK10|MAPK12|PIK3R4|WNT5B,-2.5,MyList
GO Biological Processes,19,GO:0009145,purine nucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-4.7,5.3,6,30230,98,584,10,1.7,0.54,3988|4508|4540|4541|4706|4833|6391|6392|25875|51422,LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|LETMD1|PRKAG2,-2.5,MyList
GO Biological Processes,19,GO:0035269,protein O-linked glycosylation via mannose,19_GO:0009987 cellular process,-4.6,14,7.7,30230,19,584,5,0.86,0.38,10585|29954|54916|55624|729920,POMT1|POMT2|TMEM260|POMGNT1|CRPPA,-2.4,MyList
WikiPathways,27,WP2533,Glycerophospholipid biosynthetic pathway,,-4.6,10,7.1,30230,31,584,6,1,0.42,2710|5290|8443|9489|23175|114971,GK|PIK3CA|GNPAT|PGS1|LPIN1|PTPMT1,-2.4,MyList
KEGG Pathway,24,hsa05017,Spinocerebellar ataxia,,-4.6,4.3,5.6,30230,144,584,12,2.1,0.59,1600|5290|5582|5602|6095|6908|9821|26100|30849|55062|60673|90550,DAB1|PIK3CA|PRKCG|MAPK10|RORA|TBP|RB1CC1|WIPI2|PIK3R4|WIPI1|ATG101|MCU,-2.4,MyList
GO Biological Processes,19,GO:0009141,nucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-4.6,3.6,5.3,30230,218,584,15,2.6,0.65,3988|4508|4540|4541|4547|4706|4833|6391|6392|8505|25875|26289|51422|55669|114789,LIPA|ATP6|ND5|ND6|MTTP|NDUFAB1|NME4|SDHC|SDHD|PARG|LETMD1|AK5|PRKAG2|MFN1|SLC25A25,-2.4,MyList
Reactome Gene Sets,6,R-HSA-1632852,Macroautophagy,,-4.6,4.3,5.6,30230,145,584,12,2.1,0.59,5563|8100|9821|9927|10325|26100|30849|51422|55062|55669|60673|64121,PRKAA2|IFT88|RB1CC1|MFN2|RRAGB|WIPI2|PIK3R4|PRKAG2|WIPI1|MFN1|ATG101|RRAGC,-2.4,MyList
GO Biological Processes,19,GO:0009152,purine ribonucleotide biosynthetic process,19_GO:0009987 cellular process,-4.6,4.3,5.6,30230,145,584,12,2.1,0.59,2977|3988|4508|4540|4541|4706|4833|6391|6392|25875|26289|51422,GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|LETMD1|AK5|PRKAG2,-2.4,MyList
Reactome Gene Sets,6,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,,-4.6,5.1,5.8,30230,101,584,10,1.7,0.54,2353|3551|4615|5602|5609|7867|9252|10454|57161|79671,FOS|IKBKB|MYD88|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1|PELI2|NLRX1,-2.4,MyList
GO Biological Processes,19,GO:0015918,sterol transport,19_GO:0051179 localization,-4.6,5.8,6,30230,81,584,9,1.5,0.51,706|3988|4547|9885|10948|23461|51542|57655|84947,TSPO|LIPA|MTTP|OSBPL2|STARD3|ABCA5|VPS54|GRAMD1A|SERAC1,-2.4,MyList
GO Biological Processes,19,GO:0046034,ATP metabolic process,19_GO:0009987 cellular process,-4.6,4,5.5,30230,169,584,13,2.2,0.61,3988|4508|4540|4541|4547|4706|6391|6392|8505|25875|26289|51422|114789,LIPA|ATP6|ND5|ND6|MTTP|NDUFAB1|SDHC|SDHD|PARG|LETMD1|AK5|PRKAG2|SLC25A25,-2.4,MyList
Reactome Gene Sets,6,R-HSA-8932506,DAG1 core M1 glycosylations,,-4.5,39,11,30230,4,584,3,0.51,0.3,10585|29954|55624,POMT1|POMT2|POMGNT1,-2.4,MyList
WikiPathways,27,WP382,MAPK signaling,,-4.5,3.4,5.2,30230,247,584,16,2.7,0.68,673|2353|3310|3551|5580|5582|5602|5609|5922|6300|6655|7867|9252|10454|27091|51776,BRAF|FOS|HSPA6|IKBKB|PRKCD|PRKCG|MAPK10|MAP2K7|RASA2|MAPK12|SOS2|MAPKAPK3|RPS6KA5|TAB1|CACNG5|MAP3K20,-2.4,MyList
GO Biological Processes,19,GO:0016310,phosphorylation,19_GO:0009987 cellular process,-4.5,2.9,5,30230,361,584,20,3.4,0.75,673|3551|3985|5580|5587|5602|6041|8476|9252|9874|10020|11200|23049|30849|51776|56997|57448|84446|200576|440275,BRAF|IKBKB|LIMK2|PRKCD|PRKD1|MAPK10|RNASEL|CDC42BPA|RPS6KA5|TLK1|GNE|CHEK2|SMG1|PIK3R4|MAP3K20|COQ8A|BIRC6|BRSK1|PIKFYVE|EIF2AK4,-2.4,MyList
Reactome Gene Sets,6,R-HSA-975155,MyD88 dependent cascade initiated on endosome,,-4.5,5.1,5.8,30230,102,584,10,1.7,0.54,2353|3551|4615|5602|5609|7867|9252|10454|57161|79671,FOS|IKBKB|MYD88|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1|PELI2|NLRX1,-2.4,MyList
KEGG Pathway,24,hsa05010,Alzheimer disease,,-4.5,2.8,5,30230,391,584,21,3.6,0.77,673|3551|4508|4514|4540|4541|4706|5290|5602|5609|6391|6392|9821|10975|26100|30849|51107|55062|60673|81029|90550,BRAF|IKBKB|ATP6|COX3|ND5|ND6|NDUFAB1|PIK3CA|MAPK10|MAP2K7|SDHC|SDHD|RB1CC1|UQCR11|WIPI2|PIK3R4|APH1A|WIPI1|ATG101|WNT5B|MCU,-2.4,MyList
GO Biological Processes,19,GO:0061512,protein localization to cilium,19_GO:0051179 localization,-4.5,5.7,6,30230,82,584,9,1.5,0.51,9742|50807|55764|57560|57728|79809|79867|84131|90410,IFT140|ASAP1|IFT122|IFT80|WDR19|TTC21B|TCTN2|CEP78|IFT20,-2.4,MyList
GO Biological Processes,19,GO:0009201,ribonucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-4.5,5,5.7,30230,103,584,10,1.7,0.54,3988|4508|4540|4541|4706|4833|6391|6392|25875|51422,LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|LETMD1|PRKAG2,-2.4,MyList
Reactome Gene Sets,6,R-HSA-3781860,Diseases associated with N-glycosylation of proteins,,-4.5,13,7.5,30230,20,584,5,0.86,0.38,1798|10195|11253|29929|91869,DPAGT1|ALG3|MAN1B1|ALG6|RFT1,-2.4,MyList
GO Biological Processes,19,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,19_GO:0009987 cellular process,-4.5,13,7.5,30230,20,584,5,0.86,0.38,1798|10195|29880|29929|91869,DPAGT1|ALG3|ALG5|ALG6|RFT1,-2.4,MyList
GO Biological Processes,19,GO:0006895,Golgi to endosome transport,19_GO:0051179 localization,-4.5,13,7.5,30230,20,584,5,0.86,0.38,9179|10079|23041|55062|79591,AP4M1|ATP9A|MON2|WIPI1|ARMH3,-2.4,MyList
GO Cellular Components,20,GO:0042579,microbody,,-4.5,4.2,5.4,30230,149,584,12,2.1,0.59,2182|5192|5824|8310|8443|10478|11001|25979|54996|55825|84129|340061,ACSL4|PEX10|PEX19|ACOX3|GNPAT|SLC25A17|SLC27A2|DHRS7B|MTARC2|PECR|ACAD11|STING1,-2.3,MyList
GO Cellular Components,20,GO:0005777,peroxisome,,-4.5,4.2,5.4,30230,149,584,12,2.1,0.59,2182|5192|5824|8310|8443|10478|11001|25979|54996|55825|84129|340061,ACSL4|PEX10|PEX19|ACOX3|GNPAT|SLC25A17|SLC27A2|DHRS7B|MTARC2|PECR|ACAD11|STING1,-2.3,MyList
WikiPathways,27,WP422,MAPK cascade,,-4.4,9.4,6.8,30230,33,584,6,1,0.42,673|5602|5609|6300|6655|22821,BRAF|MAPK10|MAP2K7|MAPK12|SOS2|RASA3,-2.3,MyList
GO Biological Processes,19,GO:0051668,localization within membrane,19_GO:0051179 localization,-4.4,2.4,4.7,30230,588,584,27,4.6,0.87,673|1121|3551|5824|7485|9179|23148|23167|23555|23682|25837|26225|26521|27091|55706|57560|57728|64121|79726|79803|80262|84219|90410|91663|123016|134957|200576,BRAF|CHM|IKBKB|PEX19|GET1|AP4M1|NACAD|EFR3A|TSPAN15|RAB38|RAB26|ARL5A|TIMM8B|CACNG5|NDC1|IFT80|WDR19|RRAGC|WDR59|HPS6|PHAF1|WDR24|IFT20|MYADM|TTC8|STXBP5|PIKFYVE,-2.3,MyList
WikiPathways,27,WP111,Electron transport chain OXPHOS system in mitochondria,,-4.4,4.9,5.7,30230,105,584,10,1.7,0.54,4508|4514|4540|4541|4706|6391|6392|9016|9481|10975,ATP6|COX3|ND5|ND6|NDUFAB1|SDHC|SDHD|SLC25A14|SLC25A27|UQCR11,-2.3,MyList
GO Cellular Components,20,GO:0036064,ciliary basal body,,-4.4,3.4,5.2,30230,226,584,15,2.6,0.65,1540|2733|5311|5563|8100|9742|22920|26160|55764|57560|79874|84131|90410|93664|123016,CYLD|GLE1|PKD2|PRKAA2|IFT88|IFT140|KIFAP3|IFT172|IFT122|IFT80|RABEP2|CEP78|IFT20|CADPS2|TTC8,-2.3,MyList
GO Biological Processes,19,GO:0006164,purine nucleotide biosynthetic process,19_GO:0009987 cellular process,-4.4,3.8,5.3,30230,175,584,13,2.2,0.61,2977|3988|4508|4540|4541|4706|4833|6391|6392|25875|26289|51422|93100,GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|LETMD1|AK5|PRKAG2|NAPRT,-2.3,MyList
GO Biological Processes,19,GO:0007034,vacuolar transport,19_GO:0051179 localization,-4.4,3.8,5.3,30230,175,584,13,2.2,0.61,757|3988|6845|9179|10239|23041|23400|23484|23585|27072|30849|51172|51542,TMEM50B|LIPA|VAMP7|AP4M1|AP3S2|MON2|ATP13A2|LEPROTL1|TMEM50A|VPS41|PIK3R4|NAGPA|VPS54,-2.3,MyList
GO Cellular Components,20,GO:0031903,microbody membrane,,-4.4,6.3,6,30230,66,584,8,1.4,0.48,2182|5192|5824|8443|10478|11001|25979|55825,ACSL4|PEX10|PEX19|GNPAT|SLC25A17|SLC27A2|DHRS7B|PECR,-2.3,MyList
GO Cellular Components,20,GO:0005778,peroxisomal membrane,,-4.4,6.3,6,30230,66,584,8,1.4,0.48,2182|5192|5824|8443|10478|11001|25979|55825,ACSL4|PEX10|PEX19|GNPAT|SLC25A17|SLC27A2|DHRS7B|PECR,-2.3,MyList
Reactome Gene Sets,6,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,,-4.4,4.9,5.6,30230,106,584,10,1.7,0.54,2353|3551|4615|5602|5609|7867|9252|10454|57161|79671,FOS|IKBKB|MYD88|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1|PELI2|NLRX1,-2.3,MyList
Reactome Gene Sets,6,R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,,-4.4,19,8.3,30230,11,584,4,0.68,0.34,5286|30849|66036|200576,PIK3C2A|PIK3R4|MTMR9|PIKFYVE,-2.3,MyList
GO Cellular Components,20,GO:0061700,GATOR2 complex,,-4.4,19,8.3,30230,11,584,4,0.68,0.34,27244|79726|84219|729438,SESN1|WDR59|WDR24|CASTOR2,-2.3,MyList
WikiPathways,27,WP5477,Molecular pathway for oxidative stress,,-4.4,7.4,6.3,30230,49,584,7,1.2,0.45,2353|3551|5290|5304|9252|9817|23411,FOS|IKBKB|PIK3CA|PIP|RPS6KA5|KEAP1|SIRT1,-2.3,MyList
WikiPathways,27,WP2637,Interleukin 1 IL 1 structural pathway,,-4.4,7.4,6.3,30230,49,584,7,1.2,0.45,2353|3551|4615|5602|5609|9252|10454,FOS|IKBKB|MYD88|MAPK10|MAP2K7|RPS6KA5|TAB1,-2.3,MyList
WikiPathways,27,WP4971,Phosphoinositides metabolism,,-4.4,7.4,6.3,30230,49,584,7,1.2,0.45,5286|5287|5290|30849|54545|66036|200576,PIK3C2A|PIK3C2B|PIK3CA|PIK3R4|MTMR12|MTMR9|PIKFYVE,-2.3,MyList
Canonical Pathways,11,M270,PID MAPK TRK PATHWAY,,-4.4,9.1,6.7,30230,34,584,6,1,0.42,673|1958|2353|5580|6016|9252,BRAF|EGR1|FOS|PRKCD|RIT1|RPS6KA5,-2.3,MyList
GO Biological Processes,19,GO:0006754,ATP biosynthetic process,19_GO:0009987 cellular process,-4.4,5.4,5.8,30230,86,584,9,1.5,0.51,3988|4508|4540|4541|4706|6391|6392|25875|51422,LIPA|ATP6|ND5|ND6|NDUFAB1|SDHC|SDHD|LETMD1|PRKAG2,-2.3,MyList
GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-4.4,2.4,4.7,30230,561,584,26,4.5,0.85,1600|3833|3985|4292|5873|6854|8677|9638|9783|9927|10239|10948|22920|23411|26001|54849|55062|55638|55669|58485|79803|80128|84142|93664|201163|203062,DAB1|KIFC1|LIMK2|MLH1|RAB27A|SYN2|STX10|FEZ1|RIMS3|MFN2|AP3S2|STARD3|KIFAP3|SIRT1|RNF167|DEF8|WIPI1|SYBU|MFN1|TRAPPC1|HPS6|TRIM46|ABRAXAS1|CADPS2|FLCN|TSNARE1,-2.3,MyList
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0009987 cellular process,-4.4,3,4.9,30230,313,584,18,3.1,0.72,20|1718|2710|3988|4547|5563|5959|6307|6721|8824|9517|9677|10682|10948|23461|51360|54884|55825,ABCA2|DHCR24|GK|LIPA|MTTP|PRKAA2|RDH5|MSMO1|SREBF2|CES2|SPTLC2|PPIP5K1|EBP|STARD3|ABCA5|MBTPS2|RETSAT|PECR,-2.3,MyList
GO Cellular Components,20,GO:1990351,transporter complex,,-4.3,2.4,4.7,30230,563,584,26,4.5,0.85,20|22|1143|1186|2562|2899|3769|4508|4514|4540|4541|4706|5311|10975|23428|23456|27091|51761|55676|56262|57030|64924|90550|134957|221154|286097,ABCA2|ABCB7|CHRNB4|CLCN7|GABRB3|GRIK3|KCNJ13|ATP6|COX3|ND5|ND6|NDUFAB1|PKD2|UQCR11|SLC7A8|ABCB10|CACNG5|ATP8A2|SLC30A6|LRRC8A|SLC17A7|SLC30A5|MCU|STXBP5|MICU2|MICU3,-2.3,MyList
KEGG Pathway,24,hsa05415,Diabetic cardiomyopathy,,-4.3,3.5,5.1,30230,205,584,14,2.4,0.63,4508|4514|4540|4541|4706|5290|5580|5582|5602|6300|6391|6392|10975|51660,ATP6|COX3|ND5|ND6|NDUFAB1|PIK3CA|PRKCD|PRKCG|MAPK10|MAPK12|SDHC|SDHD|UQCR11|MPC1,-2.2,MyList
GO Biological Processes,19,GO:0006892,post-Golgi vesicle-mediated transport,19_GO:0051179 localization,-4.3,4.7,5.5,30230,109,584,10,1.7,0.54,9179|10079|10239|23041|25837|51542|55062|79591|80262|134957,AP4M1|ATP9A|AP3S2|MON2|RAB26|VPS54|WIPI1|ARMH3|PHAF1|STXBP5,-2.2,MyList
GO Biological Processes,19,GO:1904262,negative regulation of TORC1 signaling,19_GO:0048519 negative regulation of biological process,-4.3,7.1,6.1,30230,51,584,7,1.2,0.45,5563|9681|26001|27244|79726|84219|729438,PRKAA2|DEPDC5|RNF167|SESN1|WDR59|WDR24|CASTOR2,-2.2,MyList
GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0009987 cellular process,-4.3,2.5,4.7,30230,471,584,23,3.9,0.8,20|1468|1718|2182|3988|4706|5563|6307|9517|9677|9885|10020|10682|10873|10948|11001|25902|51422|55825|56997|81539|84274|197322,ABCA2|SLC25A10|DHCR24|ACSL4|LIPA|NDUFAB1|PRKAA2|MSMO1|SPTLC2|PPIP5K1|OSBPL2|GNE|EBP|ME3|STARD3|SLC27A2|MTHFD1L|PRKAG2|PECR|COQ8A|SLC38A1|COQ5|ACSF3,-2.2,MyList
GO Biological Processes,19,GO:0006468,protein phosphorylation,19_GO:0009987 cellular process,-4.3,2.9,4.9,30230,318,584,18,3.1,0.72,673|3551|3985|5580|5587|5602|6041|8476|9252|9874|11200|23049|30849|51776|57448|84446|200576|440275,BRAF|IKBKB|LIMK2|PRKCD|PRKD1|MAPK10|RNASEL|CDC42BPA|RPS6KA5|TLK1|CHEK2|SMG1|PIK3R4|MAP3K20|BIRC6|BRSK1|PIKFYVE|EIF2AK4,-2.2,MyList
Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-4.3,2.8,4.8,30230,348,584,19,3.3,0.73,1121|2068|2071|2353|2968|4292|4514|5563|5934|6908|7029|10325|11200|27244|51422|64121|79109|192670|253260,CHM|ERCC2|ERCC3|FOS|GTF2H4|MLH1|COX3|PRKAA2|RBL2|TBP|TFDP2|RRAGB|CHEK2|SESN1|PRKAG2|RRAGC|MAPKAP1|AGO4|RICTOR,-2.2,MyList
GO Biological Processes,19,GO:0006399,tRNA metabolic process,19_GO:0009987 cellular process,-4.3,3.5,5.1,30230,207,584,14,2.4,0.63,10785|23395|23405|54802|54974|57038|57570|60487|64172|80324|126789|283459|285605|339487,WDR4|LARS2|DICER1|TRIT1|THG1L|RARS2|TRMT5|TRMT11|OSGEPL1|PUS1|PUSL1|GATC|DTWD2|ZBTB8OS,-2.2,MyList
GO Biological Processes,19,GO:0015914,phospholipid transport,19_GO:0051179 localization,-4.3,4.7,5.5,30230,110,584,10,1.7,0.54,21|24|4547|4833|9885|10079|51761|55362|57605|153768,ABCA3|ABCA4|MTTP|NME4|OSBPL2|ATP9A|ATP8A2|TMEM63B|PITPNM2|PRELID2,-2.2,MyList
GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0009987 cellular process,-4.2,2.5,4.6,30230,505,584,24,4.1,0.82,2182|2977|3988|4508|4540|4541|4547|4706|4833|6095|6391|6392|8505|9374|10157|11001|25819|25875|26289|51422|55669|93100|114789|197322,ACSL4|GUCY1A2|LIPA|ATP6|ND5|ND6|MTTP|NDUFAB1|NME4|RORA|SDHC|SDHD|PARG|PPT2|AASS|SLC27A2|NOCT|LETMD1|AK5|PRKAG2|MFN1|NAPRT|SLC25A25|ACSF3,-2.2,MyList
KEGG Pathway,24,hsa04068,FoxO signaling pathway,,-4.2,4.3,5.3,30230,133,584,11,1.9,0.56,673|3551|5290|5563|5602|5934|6300|6655|23411|51422|116986,BRAF|IKBKB|PIK3CA|PRKAA2|MAPK10|RBL2|MAPK12|SOS2|SIRT1|PRKAG2|AGAP2,-2.2,MyList
KEGG Pathway,24,hsa04932,Non-alcoholic fatty liver disease,,-4.2,4,5.2,30230,157,584,12,2.1,0.59,2353|3551|4514|4706|5290|5563|5602|6300|6391|6392|10975|51422,FOS|IKBKB|COX3|NDUFAB1|PIK3CA|PRKAA2|MAPK10|MAPK12|SDHC|SDHD|UQCR11|PRKAG2,-2.2,MyList
Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-4.2,2.2,4.5,30230,742,584,31,5.3,0.93,2068|2071|2733|2968|5580|9238|9582|10785|22868|23049|23511|23658|27257|27292|29107|51106|54802|54974|55149|55181|55706|57570|60487|64172|64852|80324|81554|92856|167227|196441|339487,ERCC2|ERCC3|GLE1|GTF2H4|PRKCD|TBRG4|APOBEC3B|WDR4|FASTKD2|SMG1|NUP188|LSM5|LSM1|DIMT1|NXT1|TFB1M|TRIT1|THG1L|MTPAP|SMG8|NDC1|TRMT5|TRMT11|OSGEPL1|TUT1|PUS1|RCC1L|IMP4|DCP2|ZFC3H1|ZBTB8OS,-2.2,MyList
Reactome Gene Sets,6,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,,-4.2,4.7,5.4,30230,111,584,10,1.7,0.54,2353|3551|4615|5602|5609|7867|9252|10454|57161|79671,FOS|IKBKB|MYD88|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1|PELI2|NLRX1,-2.2,MyList
Reactome Gene Sets,6,R-HSA-72306,tRNA processing,,-4.2,4.7,5.4,30230,111,584,10,1.7,0.54,10785|23511|54802|54974|55706|57570|60487|64172|80324|339487,WDR4|NUP188|TRIT1|THG1L|NDC1|TRMT5|TRMT11|OSGEPL1|PUS1|ZBTB8OS,-2.2,MyList
GO Biological Processes,19,GO:0009142,nucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-4.2,4.7,5.4,30230,111,584,10,1.7,0.54,3988|4508|4540|4541|4706|4833|6391|6392|25875|51422,LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|LETMD1|PRKAG2,-2.2,MyList
Reactome Gene Sets,6,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,,-4.2,4.7,5.4,30230,111,584,10,1.7,0.54,2353|3551|4615|5602|5609|7867|9252|10454|57161|79671,FOS|IKBKB|MYD88|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1|PELI2|NLRX1,-2.2,MyList
WikiPathways,27,WP1471,Target of rapamycin signaling,,-4.2,8.6,6.4,30230,36,584,6,1,0.42,5563|10325|51422|64121|79109|253260,PRKAA2|RRAGB|PRKAG2|RRAGC|MAPKAP1|RICTOR,-2.2,MyList
GO Cellular Components,20,GO:1902495,transmembrane transporter complex,,-4.2,2.4,4.6,30230,541,584,25,4.3,0.84,20|22|1143|1186|2562|2899|3769|4508|4514|4540|4541|4706|5311|10975|23428|23456|27091|55676|56262|57030|64924|90550|134957|221154|286097,ABCA2|ABCB7|CHRNB4|CLCN7|GABRB3|GRIK3|KCNJ13|ATP6|COX3|ND5|ND6|NDUFAB1|PKD2|UQCR11|SLC7A8|ABCB10|CACNG5|SLC30A6|LRRC8A|SLC17A7|SLC30A5|MCU|STXBP5|MICU2|MICU3,-2.2,MyList
GO Biological Processes,19,GO:0009150,purine ribonucleotide metabolic process,19_GO:0009987 cellular process,-4.2,3,4.8,30230,293,584,17,2.9,0.7,2977|3988|4508|4540|4541|4547|4706|4833|6095|6391|6392|8505|25875|26289|51422|55669|114789,GUCY1A2|LIPA|ATP6|ND5|ND6|MTTP|NDUFAB1|NME4|RORA|SDHC|SDHD|PARG|LETMD1|AK5|PRKAG2|MFN1|SLC25A25,-2.1,MyList
WikiPathways,27,WP437,EGF EGFR signaling,,-4.2,3.9,5.2,30230,159,584,12,2.1,0.59,673|2353|3985|5287|5580|6655|7410|9138|9252|10451|50807|253260,BRAF|FOS|LIMK2|PIK3C2B|PRKCD|SOS2|VAV2|ARHGEF1|RPS6KA5|VAV3|ASAP1|RICTOR,-2.1,MyList
