Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0043523,regulation of neuron apoptotic process,19_GO:0050789 regulation of biological process,-3.2,2.8,4.1,30230,259,584,14,2.4,0.63,673|1958|3981|4504|5290|5582|5609|8882|9481|23400|23411|51542|83741|116986,BRAF|EGR1|LIG4|MT3|PIK3CA|PRKCG|MAP2K7|ZPR1|SLC25A27|ATP13A2|SIRT1|VPS54|TFAP2D|AGAP2,-1.5,MyList
GO Biological Processes,19,GO:0046165,alcohol biosynthetic process,19_GO:0009987 cellular process,-3.2,4.3,4.5,30230,97,584,8,1.4,0.48,20|1718|3988|5563|6307|9517|9677|10682,ABCA2|DHCR24|LIPA|PRKAA2|MSMO1|SPTLC2|PPIP5K1|EBP,-1.5,MyList
GO Biological Processes,19,GO:0010507,negative regulation of autophagy,19_GO:0048519 negative regulation of biological process,-3.2,4.3,4.5,30230,97,584,8,1.4,0.48,706|5290|8925|9638|10325|64121|66036|84861,TSPO|PIK3CA|HERC1|FEZ1|RRAGB|RRAGC|MTMR9|KLHL22,-1.5,MyList
GO Biological Processes,19,GO:0016239,positive regulation of macroautophagy,19_GO:0048518 positive regulation of biological process,-3.2,4.3,4.5,30230,97,584,8,1.4,0.48,5563|9517|23032|23411|27244|55062|84219|340061,PRKAA2|SPTLC2|USP33|SIRT1|SESN1|WIPI1|WDR24|STING1,-1.5,MyList
GO Cellular Components,20,GO:0097731,9+0 non-motile cilium,,-3.2,3.5,4.3,30230,147,584,10,1.7,0.54,24|5145|5873|9742|22920|55764|57560|57728|90410|123016,ABCA4|PDE6A|RAB27A|IFT140|KIFAP3|IFT122|IFT80|WDR19|IFT20|TTC8,-1.4,MyList
GO Biological Processes,19,GO:0009895,negative regulation of catabolic process,19_GO:0048519 negative regulation of biological process,-3.2,2.4,3.9,30230,387,584,18,3.1,0.72,706|1677|4504|4615|5290|5582|8925|9638|10325|23400|25819|26580|29761|64121|66036|84861|116986|201163,TSPO|DFFB|MT3|MYD88|PIK3CA|PRKCG|HERC1|FEZ1|RRAGB|ATP13A2|NOCT|BSCL2|USP25|RRAGC|MTMR9|KLHL22|AGAP2|FLCN,-1.4,MyList
WikiPathways,27,WP4877,Host pathogen interaction of human coronaviruses MAPK signaling,,-3.2,7.2,5.2,30230,36,584,5,0.86,0.38,2353|3726|5602|5609|6300,FOS|JUNB|MAPK10|MAP2K7|MAPK12,-1.4,MyList
KEGG Pathway,24,hsa04660,T cell receptor signaling pathway,,-3.2,3.8,4.4,30230,122,584,9,1.5,0.51,2353|3551|5290|5602|5609|6300|6655|7410|10451,FOS|IKBKB|PIK3CA|MAPK10|MAP2K7|MAPK12|SOS2|VAV2|VAV3,-1.4,MyList
GO Biological Processes,19,GO:0071229,cellular response to acid chemical,19_GO:0050896 response to stimulus,-3.2,4.2,4.5,30230,98,584,8,1.4,0.48,5290|5311|10325|27244|57559|64121|84861|729438,PIK3CA|PKD2|RRAGB|SESN1|STAMBPL1|RRAGC|KLHL22|CASTOR2,-1.4,MyList
Reactome Gene Sets,6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,,-3.2,4.2,4.5,30230,98,584,8,1.4,0.48,5290|5580|6300|7410|7867|10451|79109|253260,PIK3CA|PRKCD|MAPK12|VAV2|MAPKAPK3|VAV3|MAPKAP1|RICTOR,-1.4,MyList
GO Biological Processes,19,GO:0008053,mitochondrial fusion,19_GO:0009987 cellular process,-3.2,9.9,5.7,30230,21,584,4,0.68,0.34,9927|54974|55669|81554,MFN2|THG1L|MFN1|RCC1L,-1.4,MyList
GO Biological Processes,19,GO:0015693,magnesium ion transport,19_GO:0051179 localization,-3.2,9.9,5.7,30230,21,584,4,0.68,0.34,9772|26504|57380|84061,TMEM94|CNNM4|MRS2|MAGT1,-1.4,MyList
GO Biological Processes,19,GO:0006851,mitochondrial calcium ion transmembrane transport,19_GO:0051179 localization,-3.2,9.9,5.7,30230,21,584,4,0.68,0.34,63933|90550|221154|286097,MCUR1|MCU|MICU2|MICU3,-1.4,MyList
GO Biological Processes,19,GO:0070525,tRNA threonylcarbamoyladenosine metabolic process,19_GO:0009987 cellular process,-3.2,9.9,5.7,30230,21,584,4,0.68,0.34,54802|57570|64172|80324,TRIT1|TRMT5|OSGEPL1|PUS1,-1.4,MyList
GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0009987 cellular process,-3.2,3,4.1,30230,204,584,12,2.1,0.59,3988|4508|4514|4540|4541|4547|4706|6391|6392|9016|9927|10975,LIPA|ATP6|COX3|ND5|ND6|MTTP|NDUFAB1|SDHC|SDHD|SLC25A14|MFN2|UQCR11,-1.4,MyList
GO Cellular Components,20,GO:0097733,photoreceptor cell cilium,,-3.2,3.8,4.3,30230,123,584,9,1.5,0.51,24|5145|5873|9742|22920|55764|57728|90410|123016,ABCA4|PDE6A|RAB27A|IFT140|KIFAP3|IFT122|WDR19|IFT20|TTC8,-1.4,MyList
GO Biological Processes,19,GO:0048525,negative regulation of viral process,19_GO:0016032 viral process,-3.2,4.8,4.6,30230,76,584,7,1.2,0.45,4938|6041|6590|9582|11043|57169|200316,OAS1|RNASEL|SLPI|APOBEC3B|MID2|ZNFX1|APOBEC3F,-1.4,MyList
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-3.2,2,3.7,30230,669,584,26,4.5,0.85,673|1540|1600|3985|4504|5290|5580|5587|8100|8850|9638|9742|9897|10154|26035|29882|51761|54849|57520|79874|80128|84446|90410|115704|116983|140469,BRAF|CYLD|DAB1|LIMK2|MT3|PIK3CA|PRKCD|PRKD1|IFT88|KAT2B|FEZ1|IFT140|WASHC5|PLXNC1|GLCE|ANAPC2|ATP8A2|DEF8|HECW2|RABEP2|TRIM46|BRSK1|IFT20|EVI5L|ACAP3|MYO3B,-1.4,MyList
WikiPathways,27,WP722,Serotonin HTR1 group and FOS pathway,,-3.2,7,5.1,30230,37,584,5,0.86,0.38,673|2353|5290|7867|9252,BRAF|FOS|PIK3CA|MAPKAPK3|RPS6KA5,-1.4,MyList
GO Biological Processes,19,GO:0006695,cholesterol biosynthetic process,19_GO:0009987 cellular process,-3.2,7,5.1,30230,37,584,5,0.86,0.38,1718|3988|5563|6307|10682,DHCR24|LIPA|PRKAA2|MSMO1|EBP,-1.4,MyList
GO Biological Processes,19,GO:1902653,secondary alcohol biosynthetic process,19_GO:0009987 cellular process,-3.2,7,5.1,30230,37,584,5,0.86,0.38,1718|3988|5563|6307|10682,DHCR24|LIPA|PRKAA2|MSMO1|EBP,-1.4,MyList
GO Biological Processes,19,GO:0006493,protein O-linked glycosylation,19_GO:0009987 cellular process,-3.2,3.5,4.2,30230,150,584,10,1.7,0.54,8693|10585|26035|29954|54916|55454|55624|114805|285203|729920,GALNT4|POMT1|GLCE|POMT2|TMEM260|CSGALNACT2|POMGNT1|GALNT13|EOGT|CRPPA,-1.4,MyList
WikiPathways,27,WP2374,Oncostatin M signaling,,-3.1,5.5,4.8,30230,56,584,6,1,0.42,1958|2353|3726|5580|5581|253260,EGR1|FOS|JUNB|PRKCD|PRKCE|RICTOR,-1.4,MyList
GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,19_GO:0042592 homeostatic process,-3.1,2.2,3.8,30230,461,584,20,3.4,0.75,22|4504|5311|9213|9481|9772|9885|10463|23400|25875|26249|26504|51542|57030|63933|64924|90550|114781|221154|286097,ABCB7|MT3|PKD2|XPR1|SLC25A27|TMEM94|OSBPL2|SLC30A9|ATP13A2|LETMD1|KLHL3|CNNM4|VPS54|SLC17A7|MCUR1|SLC30A5|MCU|BTBD9|MICU2|MICU3,-1.4,MyList
GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-3.1,2.4,3.9,30230,361,584,17,2.9,0.7,3833|4292|5824|9639|9897|10592|11200|51537|54514|54617|55706|80198|84142|84861|91137|192670|256126,KIFC1|MLH1|PEX19|ARHGEF10|WASHC5|SMC2|CHEK2|MTFP1|DDX4|INO80|NDC1|MUS81|ABRAXAS1|KLHL22|SLC25A46|AGO4|SYCE2,-1.4,MyList
GO Biological Processes,19,GO:0043200,response to amino acid,19_GO:0050896 response to stimulus,-3.1,3.7,4.3,30230,125,584,9,1.5,0.51,2562|4615|5290|10325|27244|57559|64121|84861|729438,GABRB3|MYD88|PIK3CA|RRAGB|SESN1|STAMBPL1|RRAGC|KLHL22|CASTOR2,-1.4,MyList
Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-3.1,2.1,3.7,30230,531,584,22,3.8,0.79,673|1958|1959|2353|2562|3726|5290|5580|5581|6016|6300|6778|7410|7867|9252|10451|26018|30849|51107|79109|90423|253260,BRAF|EGR1|EGR2|FOS|GABRB3|JUNB|PIK3CA|PRKCD|PRKCE|RIT1|MAPK12|STAT6|VAV2|MAPKAPK3|RPS6KA5|VAV3|LRIG1|PIK3R4|APH1A|MAPKAP1|ATP6V1E2|RICTOR,-1.4,MyList
GO Biological Processes,19,GO:0043524,negative regulation of neuron apoptotic process,19_GO:0048519 negative regulation of biological process,-3.1,3.2,4.1,30230,179,584,11,1.9,0.56,673|3981|4504|5290|5582|8882|9481|23411|51542|83741|116986,BRAF|LIG4|MT3|PIK3CA|PRKCG|ZPR1|SLC25A27|SIRT1|VPS54|TFAP2D|AGAP2,-1.4,MyList
GO Biological Processes,19,GO:0110156,mRNA methylguanosine-cap decapping,19_GO:0009987 cellular process,-3.1,9.4,5.5,30230,22,584,4,0.68,0.34,23658|25819|27257|167227,LSM5|NOCT|LSM1|DCP2,-1.4,MyList
GO Biological Processes,19,GO:0032288,myelin assembly,19_GO:0032502 developmental process,-3.1,9.4,5.5,30230,22,584,4,0.68,0.34,20|2068|8443|23405,ABCA2|ERCC2|GNPAT|DICER1,-1.4,MyList
GO Biological Processes,19,GO:0099111,microtubule-based transport,19_GO:0051179 localization,-3.1,2.8,4,30230,237,584,13,2.2,0.61,8100|9742|10239|22920|26160|55638|55764|57560|57728|79809|80128|81839|90410,IFT88|IFT140|AP3S2|KIFAP3|IFT172|SYBU|IFT122|IFT80|WDR19|TTC21B|TRIM46|VANGL1|IFT20,-1.4,MyList
Reactome Gene Sets,6,R-HSA-6807047,Cholesterol biosynthesis via desmosterol (Bloch pathway),,-3.1,16,6.4,30230,10,584,3,0.51,0.3,1718|6307|10682,DHCR24|MSMO1|EBP,-1.4,MyList
CORUM,33,CORUM:1009,TFIIH transcription factor complex,,-3.1,16,6.4,30230,10,584,3,0.51,0.3,2068|2071|2968,ERCC2|ERCC3|GTF2H4,-1.4,MyList
Reactome Gene Sets,6,R-HSA-2151209,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,,-3.1,16,6.4,30230,10,584,3,0.51,0.3,5563|6300|51422,PRKAA2|MAPK12|PRKAG2,-1.4,MyList
CORUM,33,CORUM:1029,TFIIH transcription factor complex,,-3.1,16,6.4,30230,10,584,3,0.51,0.3,2068|2071|2968,ERCC2|ERCC3|GTF2H4,-1.4,MyList
GO Biological Processes,19,GO:0032438,melanosome organization,19_GO:0043473 pigmentation,-3.1,6.8,5,30230,38,584,5,0.86,0.38,6490|10239|23682|79803|200576,PMEL|AP3S2|RAB38|HPS6|PIKFYVE,-1.4,MyList
WikiPathways,27,WP5215,Targeted agents in triple negative breast cancer,,-3.1,6.8,5,30230,38,584,5,0.86,0.38,673|5290|6655|79109|253260,BRAF|PIK3CA|SOS2|MAPKAP1|RICTOR,-1.4,MyList
GO Biological Processes,19,GO:0042552,myelination,19_GO:0032502 developmental process,-3.1,3.7,4.3,30230,126,584,9,1.5,0.51,20|1959|2068|3611|8443|9639|23405|55624|91137,ABCA2|EGR2|ERCC2|ILK|GNPAT|ARHGEF10|DICER1|POMGNT1|SLC25A46,-1.4,MyList
GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-3.1,2.6,3.9,30230,299,584,15,2.6,0.65,90|5311|5934|8850|11200|23411|29086|51360|51776|56984|80198|84142|84446|84861|440275,ACVR1|PKD2|RBL2|KAT2B|CHEK2|SIRT1|BABAM1|MBTPS2|MAP3K20|PSMG2|MUS81|ABRAXAS1|BRSK1|KLHL22|EIF2AK4,-1.4,MyList
GO Biological Processes,19,GO:1905515,non-motile cilium assembly,19_GO:0009987 cellular process,-3.1,5.4,4.7,30230,57,584,6,1,0.42,8100|9742|26160|55764|57560|123016,IFT88|IFT140|IFT172|IFT122|IFT80|TTC8,-1.4,MyList
GO Biological Processes,19,GO:0046942,carboxylic acid transport,19_GO:0051179 localization,-3.1,2.6,3.9,30230,300,584,15,2.6,0.65,1468|5375|6533|10478|11001|23428|26503|51542|51660|55238|56262|57030|81539|116362|123096,SLC25A10|PMP2|SLC6A6|SLC25A17|SLC27A2|SLC7A8|SLC17A5|VPS54|MPC1|SLC38A7|LRRC8A|SLC17A7|SLC38A1|RBP7|SLC25A29,-1.4,MyList
GO Biological Processes,19,GO:0015849,organic acid transport,19_GO:0051179 localization,-3.1,2.6,3.9,30230,300,584,15,2.6,0.65,1468|5375|6533|10478|11001|23428|26503|51542|51660|55238|56262|57030|81539|116362|123096,SLC25A10|PMP2|SLC6A6|SLC25A17|SLC27A2|SLC7A8|SLC17A5|VPS54|MPC1|SLC38A7|LRRC8A|SLC17A7|SLC38A1|RBP7|SLC25A29,-1.4,MyList
Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-3.1,2,3.6,30230,715,584,27,4.6,0.87,3985|5290|5580|6655|7126|7410|8476|9138|9639|9927|10451|23074|23092|23229|23348|30849|50649|54514|55160|55669|55852|64946|79658|81704|81839|124997|143872,LIMK2|PIK3CA|PRKCD|SOS2|TNFAIP1|VAV2|CDC42BPA|ARHGEF1|ARHGEF10|MFN2|VAV3|BLTP3B|ARHGAP26|ARHGEF9|DOCK9|PIK3R4|ARHGEF4|DDX4|ARHGEF10L|MFN1|TEX2|CENPH|ARHGAP10|DOCK8|VANGL1|WDR81|ARHGAP42,-1.4,MyList
GO Biological Processes,19,GO:0000077,DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.1,4.1,4.3,30230,102,584,8,1.4,0.48,11200|29086|51360|51776|80198|84142|84446|440275,CHEK2|BABAM1|MBTPS2|MAP3K20|MUS81|ABRAXAS1|BRSK1|EIF2AK4,-1.4,MyList
WikiPathways,27,WP185,Integrin mediated cell adhesion,,-3.1,4.1,4.3,30230,102,584,8,1.4,0.48,673|827|3611|5602|6300|7410|10451|23473,BRAF|CAPN6|ILK|MAPK10|MAPK12|VAV2|VAV3|CAPN7,-1.4,MyList
GO Biological Processes,19,GO:0019725,cellular homeostasis,19_GO:0042592 homeostatic process,-3.1,2,3.6,30230,716,584,27,4.6,0.87,20|22|1185|1657|4504|5290|5311|5563|9213|9481|9772|9885|10463|10479|23038|23400|23411|23682|26504|51542|56262|57030|63933|64924|90550|221154|286097,ABCA2|ABCB7|CLCN6|DMXL1|MT3|PIK3CA|PKD2|PRKAA2|XPR1|SLC25A27|TMEM94|OSBPL2|SLC30A9|SLC9A6|WDTC1|ATP13A2|SIRT1|RAB38|CNNM4|VPS54|LRRC8A|SLC17A7|MCUR1|SLC30A5|MCU|MICU2|MICU3,-1.3,MyList
GO Biological Processes,19,GO:0006641,triglyceride metabolic process,19_GO:0009987 cellular process,-3.1,4.6,4.5,30230,79,584,7,1.2,0.45,2710|3988|4547|9926|23175|23411|137695,GK|LIPA|MTTP|LPGAT1|LPIN1|SIRT1|TMEM68,-1.3,MyList
GO Biological Processes,19,GO:0032368,regulation of lipid transport,19_GO:0051179 localization,-3.1,3.4,4.1,30230,154,584,10,1.7,0.54,20|21|706|2182|6721|6836|10162|23411|23461|51761,ABCA2|ABCA3|TSPO|ACSL4|SREBF2|SURF4|LPCAT3|SIRT1|ABCA5|ATP8A2,-1.3,MyList
GO Biological Processes,19,GO:0015698,inorganic anion transport,19_GO:0051179 localization,-3.1,3.4,4.1,30230,154,584,10,1.7,0.54,706|1185|1186|1468|2562|9016|9213|9481|56262|57030,TSPO|CLCN6|CLCN7|SLC25A10|GABRB3|SLC25A14|XPR1|SLC25A27|LRRC8A|SLC17A7,-1.3,MyList
GO Biological Processes,19,GO:0008366,axon ensheathment,19_GO:0032502 developmental process,-3.1,3.6,4.2,30230,128,584,9,1.5,0.51,20|1959|2068|3611|8443|9639|23405|55624|91137,ABCA2|EGR2|ERCC2|ILK|GNPAT|ARHGEF10|DICER1|POMGNT1|SLC25A46,-1.3,MyList
GO Biological Processes,19,GO:0007272,ensheathment of neurons,19_GO:0032502 developmental process,-3.1,3.6,4.2,30230,128,584,9,1.5,0.51,20|1959|2068|3611|8443|9639|23405|55624|91137,ABCA2|EGR2|ERCC2|ILK|GNPAT|ARHGEF10|DICER1|POMGNT1|SLC25A46,-1.3,MyList
GO Biological Processes,19,GO:0140467,integrated stress response signaling,19_GO:0050896 response to stimulus,-3.1,6.6,4.9,30230,39,584,5,0.86,0.38,1052|2353|3726|51776|440275,CEBPD|FOS|JUNB|MAP3K20|EIF2AK4,-1.3,MyList
GO Cellular Components,20,GO:0000407,phagophore assembly site,,-3.1,6.6,4.9,30230,39,584,5,0.86,0.38,9821|26100|55062|60673|80262,RB1CC1|WIPI2|WIPI1|ATG101|PHAF1,-1.3,MyList
GO Biological Processes,19,GO:0048753,pigment granule organization,19_GO:0043473 pigmentation,-3.1,6.6,4.9,30230,39,584,5,0.86,0.38,6490|10239|23682|79803|200576,PMEL|AP3S2|RAB38|HPS6|PIKFYVE,-1.3,MyList
GO Biological Processes,19,GO:0018105,peptidyl-serine phosphorylation,19_GO:0009987 cellular process,-3.1,6.6,4.9,30230,39,584,5,0.86,0.38,3551|5580|23049|84446|200576,IKBKB|PRKCD|SMG1|BRSK1|PIKFYVE,-1.3,MyList
GO Biological Processes,19,GO:0051052,regulation of DNA metabolic process,19_GO:0050789 regulation of biological process,-3,2.2,3.7,30230,503,584,21,3.6,0.77,1677|2068|4292|4931|5580|5582|5609|6778|7126|8505|8850|23049|23411|29086|54617|54799|55135|80314|84142|93973|167227,DFFB|ERCC2|MLH1|NVL|PRKCD|PRKCG|MAP2K7|STAT6|TNFAIP1|PARG|KAT2B|SMG1|SIRT1|BABAM1|INO80|MBTD1|WRAP53|EPC1|ABRAXAS1|ACTR8|DCP2,-1.3,MyList
GO Biological Processes,19,GO:0006631,fatty acid metabolic process,19_GO:0009987 cellular process,-3,2.5,3.8,30230,335,584,16,2.7,0.68,2182|3988|4706|5563|6307|8310|8824|10478|11001|23175|51422|55825|84129|84266|113612|197322,ACSL4|LIPA|NDUFAB1|PRKAA2|MSMO1|ACOX3|CES2|SLC25A17|SLC27A2|LPIN1|PRKAG2|PECR|ACAD11|ALKBH7|CYP2U1|ACSF3,-1.3,MyList
Reactome Gene Sets,6,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",,-3,4.5,4.4,30230,80,584,7,1.2,0.45,1798|10020|10195|26503|29880|29929|91869,DPAGT1|GNE|ALG3|SLC17A5|ALG5|ALG6|RFT1,-1.3,MyList
GO Biological Processes,19,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,19_GO:0002376 immune system process,-3,9,5.4,30230,23,584,4,0.68,0.34,5580|5581|7410|10451,PRKCD|PRKCE|VAV2|VAV3,-1.3,MyList
WikiPathways,27,WP712,Estrogen signaling,,-3,9,5.4,30230,23,584,4,0.68,0.34,673|2353|3551|5290,BRAF|FOS|IKBKB|PIK3CA,-1.3,MyList
KEGG Pathway,24,hsa00515,Mannose type O-glycan biosynthesis,,-3,9,5.4,30230,23,584,4,0.68,0.34,10585|29954|55624|729920,POMT1|POMT2|POMGNT1|CRPPA,-1.3,MyList
GO Biological Processes,19,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,19_GO:0002376 immune system process,-3,9,5.4,30230,23,584,4,0.68,0.34,5580|5581|7410|10451,PRKCD|PRKCE|VAV2|VAV3,-1.3,MyList
GO Biological Processes,19,GO:0006643,membrane lipid metabolic process,19_GO:0009987 cellular process,-3,2.9,4,30230,212,584,12,2.1,0.59,20|5587|8439|9517|51542|55852|64924|65258|83723|84302|93183|128869,ABCA2|PRKD1|NSMAF|SPTLC2|VPS54|TEX2|SLC30A5|MPPE1|TLCD3B|PGAP4|PIGM|PIGU,-1.3,MyList
GO Cellular Components,20,GO:0031965,nuclear membrane,,-3,2.7,3.9,30230,273,584,14,2.4,0.63,1195|2733|10682|23001|23175|23399|23411|54884|55706|55852|64418|80013|80314|83862,CLK1|GLE1|EBP|WDFY3|LPIN1|CTDNEP1|SIRT1|RETSAT|NDC1|TEX2|TMEM168|MINDY3|EPC1|TMEM120A,-1.3,MyList
GO Biological Processes,19,GO:0019752,carboxylic acid metabolic process,19_GO:0009987 cellular process,-3,1.9,3.5,30230,797,584,29,5,0.9,1757|2182|3988|4547|4706|5563|6307|6515|8310|8824|9885|10020|10157|10478|10873|11001|23175|25902|51422|55825|56922|57380|81539|84129|84266|92292|113612|197257|197322,SARDH|ACSL4|LIPA|MTTP|NDUFAB1|PRKAA2|MSMO1|SLC2A3|ACOX3|CES2|OSBPL2|GNE|AASS|SLC25A17|ME3|SLC27A2|LPIN1|MTHFD1L|PRKAG2|PECR|MCCC1|MRS2|SLC38A1|ACAD11|ALKBH7|GLYATL1|CYP2U1|LDHD|ACSF3,-1.3,MyList
GO Biological Processes,19,GO:0006979,response to oxidative stress,19_GO:0050896 response to stimulus,-3,2.3,3.7,30230,403,584,18,3.1,0.72,406|2068|2071|2353|4504|4540|5192|5311|5563|5580|5587|8850|9817|23400|23411|54974|59338|93100,BMAL1|ERCC2|ERCC3|FOS|MT3|ND5|PEX10|PKD2|PRKAA2|PRKCD|PRKD1|KAT2B|KEAP1|ATP13A2|SIRT1|THG1L|PLEKHA1|NAPRT,-1.3,MyList
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-3,2,3.6,30230,650,584,25,4.3,0.84,673|1540|1600|3985|4504|5290|5580|5587|8100|8850|9638|9742|9897|10154|29882|51761|54849|57520|79874|80128|84446|90410|115704|116983|140469,BRAF|CYLD|DAB1|LIMK2|MT3|PIK3CA|PRKCD|PRKD1|IFT88|KAT2B|FEZ1|IFT140|WASHC5|PLXNC1|ANAPC2|ATP8A2|DEF8|HECW2|RABEP2|TRIM46|BRSK1|IFT20|EVI5L|ACAP3|MYO3B,-1.3,MyList
GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,19_GO:0032502 developmental process,-3,3.3,4.1,30230,157,584,10,1.7,0.54,406|1040|6095|23411|25819|51043|81029|83723|115825|201163,BMAL1|CDS1|RORA|SIRT1|NOCT|ZBTB7B|WNT5B|TLCD3B|WDFY2|FLCN,-1.3,MyList
Reactome Gene Sets,6,R-HSA-9711097,Cellular response to starvation,,-3,3.3,4.1,30230,157,584,10,1.7,0.54,9681|10325|27244|64121|79726|84219|90423|201163|440275|729438,DEPDC5|RRAGB|SESN1|RRAGC|WDR59|WDR24|ATP6V1E2|FLCN|EIF2AK4|CASTOR2,-1.3,MyList
GO Biological Processes,19,GO:0030705,cytoskeleton-dependent intracellular transport,19_GO:0051179 localization,-3,2.9,3.9,30230,214,584,12,2.1,0.59,8100|9742|10239|22920|26160|55638|55764|57560|57728|79809|80128|90410,IFT88|IFT140|AP3S2|KIFAP3|IFT172|SYBU|IFT122|IFT80|WDR19|TTC21B|TRIM46|IFT20,-1.3,MyList
Reactome Gene Sets,6,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,,-3,3.9,4.2,30230,105,584,8,1.4,0.48,2353|3551|5602|5609|7867|9252|10454|79671,FOS|IKBKB|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1|NLRX1,-1.3,MyList
KEGG Pathway,24,hsa04625,C-type lectin receptor signaling pathway,,-3,3.9,4.2,30230,105,584,8,1.4,0.48,1540|1959|3551|5290|5580|5602|6300|6773,CYLD|EGR2|IKBKB|PIK3CA|PRKCD|MAPK10|MAPK12|STAT2,-1.3,MyList
WikiPathways,27,WP236,Adipogenesis,,-3,3.6,4.1,30230,131,584,9,1.5,0.51,1052|1959|5934|6095|6773|6778|23175|26580|81029,CEBPD|EGR2|RBL2|RORA|STAT2|STAT6|LPIN1|BSCL2|WNT5B,-1.3,MyList
GO Cellular Components,20,GO:0140534,endoplasmic reticulum protein-containing complex,,-3,3.6,4.1,30230,131,584,9,1.5,0.51,6721|7485|10585|29954|79139|84061|84447|93183|128869,SREBF2|GET1|POMT1|POMT2|DERL1|MAGT1|SYVN1|PIGM|PIGU,-1.3,MyList
GO Biological Processes,19,GO:0070646,protein modification by small protein removal,19_GO:0009987 cellular process,-3,3.6,4.1,30230,131,584,9,1.5,0.51,1540|9960|23032|29761|57558|57559|80013|84669|123228,CYLD|USP3|USP33|USP25|USP35|STAMBPL1|MINDY3|USP32|SENP8,-1.3,MyList
WikiPathways,27,WP3865,Novel intracellular components of RIG I like receptor pathway,,-3,5.2,4.5,30230,60,584,6,1,0.42,1540|3551|5602|6300|79671|340061,CYLD|IKBKB|MAPK10|MAPK12|NLRX1|STING1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-9937008,Mitochondrial mRNA modification,,-3,14,6.1,30230,11,584,3,0.51,0.3,22868|55149|81554,FASTKD2|MTPAP|RCC1L,-1.3,MyList
Reactome Gene Sets,6,R-HSA-6787450,tRNA modification in the mitochondrion,,-3,14,6.1,30230,11,584,3,0.51,0.3,54802|64172|80324,TRIT1|OSGEPL1|PUS1,-1.3,MyList
GO Biological Processes,19,GO:0010807,regulation of synaptic vesicle priming,19_GO:0051179 localization,-3,14,6.1,30230,11,584,3,0.51,0.3,9885|84446|134957,OSBPL2|BRSK1|STXBP5,-1.3,MyList
GO Biological Processes,19,GO:0006390,mitochondrial transcription,19_GO:0009987 cellular process,-3,14,6.1,30230,11,584,3,0.51,0.3,51106|79736|84275,TFB1M|TEFM|SLC25A33,-1.3,MyList
GO Biological Processes,19,GO:0038203,TORC2 signaling,19_GO:0050896 response to stimulus,-3,14,6.1,30230,11,584,3,0.51,0.3,5290|79109|253260,PIK3CA|MAPKAP1|RICTOR,-1.3,MyList
GO Cellular Components,20,GO:0035869,ciliary transition zone,,-3,4.4,4.4,30230,82,584,7,1.2,0.45,9742|22920|55764|57728|79867|90410|123016,IFT140|KIFAP3|IFT122|WDR19|TCTN2|IFT20|TTC8,-1.3,MyList
WikiPathways,27,WP2261,Glioblastoma signaling,,-3,4.4,4.4,30230,82,584,7,1.2,0.45,673|5286|5287|5290|5580|5582|5609,BRAF|PIK3C2A|PIK3C2B|PIK3CA|PRKCD|PRKCG|MAP2K7,-1.3,MyList
Reactome Gene Sets,6,R-HSA-5628897,TP53 Regulates Metabolic Genes,,-3,4.4,4.4,30230,82,584,7,1.2,0.45,4514|5563|10325|27244|51422|64121|192670,COX3|PRKAA2|RRAGB|SESN1|PRKAG2|RRAGC|AGO4,-1.3,MyList
