_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.50978903512985,WP4674,M1,1,0,WikiPathways,27,Head and neck squamous cell carcinoma,,-2.50978903512985,4.197056645686783,3.864689306433497,30230,74,584,6,1.0273972602739727,0.417272989913396,5290|5563|9817|27244|79109|253260,PIK3CA|PRKAA2|KEAP1|SESN1|MAPKAP1|RICTOR,-0.9498311909446181,0,11,0,0,-8.719737318076382,14.117372353673726,
1,-2.491143383162605,WP3844,M1,1,0,WikiPathways,27,PI3K AKT mTOR signaling and therapeutic opportunities in prostate cancer,,-2.491143383162605,6.470462328767123,4.345554411615855,30230,32,584,4,0.684931506849315,0.341290910327769,5290|9821|79109|253260,PIK3CA|RB1CC1|MAPKAP1|RICTOR,-0.9410339084209286,0,11,0,0,-8.719737318076382,14.117372353673726,
1,-2.4775850656192304,R-HSA-9920951,M1,1,0,Reactome Gene Sets,6,Dengue virus modulates apoptosis,,-2.4775850656192304,9.705693493150687,4.888712675651234,30230,16,584,3,0.5136986301369864,0.2958212874838213,30849|79109|253260,PIK3R4|MAPKAP1|RICTOR,-0.9313532459407559,0,11,0,0,-8.719737318076382,14.117372353673726,
1,-8.2128484039784,R-HSA-73887,M1,1,0,Reactome Gene Sets,6,Death Receptor Signaling,,-8.2128484039784,6.274387712743877,8.523647077261217,30230,132,584,16,2.73972602739726,0.6754837232184769,1540|3551|4615|6655|7410|8439|9138|9639|10451|10454|23229|50649|51107|55160|84888|142678,CYLD|IKBKB|MYD88|SOS2|VAV2|NSMAF|ARHGEF1|ARHGEF10|VAV3|TAB1|ARHGEF9|ARHGEF4|APH1A|ARHGEF10L|SPPL2A|MIB2,-5.299710809367856,0,12,1,1,-8.2128484039784,7.26508050949291,
1,-5.802820028863341,GO:0051056,M1,1,0,GO Biological Processes,19,regulation of small GTPase mediated signal transduction,19_GO:0050896 response to stimulus,-5.802820028863341,3.3654417066033333,5.998771885457309,30230,323,584,21,3.595890410958904,0.7704502033461142,5922|7126|7410|9138|9639|9927|10451|22821|23092|23229|23348|50649|55103|55160|79109|79658|81704|84078|89890|143872|201163,RASA2|TNFAIP1|VAV2|ARHGEF1|ARHGEF10|MFN2|VAV3|RASA3|ARHGAP26|ARHGEF9|DOCK9|ARHGEF4|RALGPS2|ARHGEF10L|MAPKAP1|ARHGAP10|DOCK8|KBTBD7|KBTBD6|ARHGAP42|FLCN,-3.335769455232491,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-5.684905923580032,R-HSA-193704,M1,1,0,Reactome Gene Sets,6,p75 NTR receptor-mediated signalling,,-5.684905923580032,6.05745409501603,6.892683460565062,30230,94,584,11,1.8835616438356164,0.5625412616790831,3551|4615|6655|7410|9138|9639|10451|23229|50649|51107|55160,IKBKB|MYD88|SOS2|VAV2|ARHGEF1|ARHGEF10|VAV3|ARHGEF9|ARHGEF4|APH1A|ARHGEF10L,-3.250604802575054,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-4.943165892487628,R-HSA-204998,M1,1,0,Reactome Gene Sets,6,"Cell death signalling via NRAGE, NRIF and NADE",,-4.943165892487628,6.381825858510039,6.4614838745979535,30230,73,584,9,1.5410958904109588,0.509724966965557,6655|7410|9138|9639|10451|23229|50649|51107|55160,SOS2|VAV2|ARHGEF1|ARHGEF10|VAV3|ARHGEF9|ARHGEF4|APH1A|ARHGEF10L,-2.6616531395528735,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-4.940278719054317,R-HSA-9013148,M1,1,0,Reactome Gene Sets,6,CDC42 GTPase cycle,,-4.940278719054317,4.313641552511415,5.823813928439755,30230,156,584,13,2.2260273972602738,0.6104786211136067,7410|8476|9639|10451|23092|23229|23348|50649|79658|81704|81839|124997|143872,VAV2|CDC42BPA|ARHGEF10|VAV3|ARHGAP26|ARHGEF9|DOCK9|ARHGEF4|ARHGAP10|DOCK8|VANGL1|WDR81|ARHGAP42,-2.6616531395528735,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-4.876477464969635,R-HSA-193648,M1,1,0,Reactome Gene Sets,6,NRAGE signals death through JNK,,-4.876477464969635,7.26508050949291,6.644925243878836,30230,57,584,8,1.36986301369863,0.48099101587450915,6655|7410|9138|9639|10451|23229|50649|55160,SOS2|VAV2|ARHGEF1|ARHGEF10|VAV3|ARHGEF9|ARHGEF4|ARHGEF10L,-2.611538672976895,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-4.162014185295482,R-HSA-9013149,M1,1,0,Reactome Gene Sets,6,RAC1 GTPase cycle,,-4.162014185295482,3.6374490929285446,5.050322449530669,30230,185,584,13,2.2260273972602738,0.6104786211136067,5290|6655|7410|8476|9639|10451|23092|23348|50649|79658|81704|81839|143872,PIK3CA|SOS2|VAV2|CDC42BPA|ARHGEF10|VAV3|ARHGAP26|DOCK9|ARHGEF4|ARHGAP10|DOCK8|VANGL1|ARHGAP42,-2.1315526318007625,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-3.9293975985685714,R-HSA-8980692,M1,1,0,Reactome Gene Sets,6,RHOA GTPase cycle,,-3.9293975985685714,3.954171423135464,4.987351468723444,30230,144,584,11,1.8835616438356164,0.5625412616790831,7410|9138|9639|10451|23092|50649|55160|55852|79658|81839|143872,VAV2|ARHGEF1|ARHGEF10|VAV3|ARHGAP26|ARHGEF4|ARHGEF10L|TEX2|ARHGAP10|VANGL1|ARHGAP42,-1.95698252723489,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-3.878440244785338,R-HSA-416482,M1,1,0,Reactome Gene Sets,6,G alpha (12/13) signalling events,,-3.878440244785338,5.309097295398665,5.348238931071913,30230,78,584,8,1.36986301369863,0.48099101587450915,6655|7410|9138|9639|10451|23229|50649|55160,SOS2|VAV2|ARHGEF1|ARHGEF10|VAV3|ARHGEF9|ARHGEF4|ARHGEF10L,-1.9195451596141195,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-3.78416252257661,R-HSA-9012999,M1,1,0,Reactome Gene Sets,6,RHO GTPase cycle,,-3.78416252257661,2.459361247133205,4.337989868061919,30230,442,584,21,3.595890410958904,0.7704502033461142,5290|6655|7126|7410|8476|9138|9639|10451|23074|23092|23229|23348|50649|54514|55160|55852|79658|81704|81839|124997|143872,PIK3CA|SOS2|TNFAIP1|VAV2|CDC42BPA|ARHGEF1|ARHGEF10|VAV3|BLTP3B|ARHGAP26|ARHGEF9|DOCK9|ARHGEF4|DDX4|ARHGEF10L|TEX2|ARHGAP10|DOCK8|VANGL1|WDR81|ARHGAP42,-1.851106699131559,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-3.085206676630947,R-HSA-9716542,M1,1,0,Reactome Gene Sets,6,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-3.085206676630947,1.954713095124054,3.6260999292763887,30230,715,584,27,4.623287671232877,0.8689408391281002,3985|5290|5580|6655|7126|7410|8476|9138|9639|9927|10451|23074|23092|23229|23348|30849|50649|54514|55160|55669|55852|64946|79658|81704|81839|124997|143872,LIMK2|PIK3CA|PRKCD|SOS2|TNFAIP1|VAV2|CDC42BPA|ARHGEF1|ARHGEF10|MFN2|VAV3|BLTP3B|ARHGAP26|ARHGEF9|DOCK9|PIK3R4|ARHGEF4|DDX4|ARHGEF10L|MFN1|TEX2|CENPH|ARHGAP10|DOCK8|VANGL1|WDR81|ARHGAP42,-1.3511451946255473,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-2.7630663570185066,R-HSA-9013026,M1,1,0,Reactome Gene Sets,6,RHOB GTPase cycle,,-2.7630663570185066,4.705790784557909,4.230032074199431,30230,66,584,6,1.0273972602739727,0.417272989913396,7410|9138|9639|23092|55160|81839,VAV2|ARHGEF1|ARHGEF10|ARHGAP26|ARHGEF10L|VANGL1,-1.133385959682736,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-2.724386582292341,M68,M1,1,0,Canonical Pathways,11,PID RHOA REG PATHWAY,,-2.724386582292341,5.626488981536628,4.407347698683296,30230,46,584,5,0.8561643835616438,0.3812457520636574,7410|9138|9639|10451|55160,VAV2|ARHGEF1|ARHGEF10|VAV3|ARHGEF10L,-1.104725845455333,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-2.6318584134628558,R-HSA-9013106,M1,1,0,Reactome Gene Sets,6,RHOC GTPase cycle,,-2.6318584134628558,4.436888454011743,4.040490130202073,30230,70,584,6,1.0273972602739727,0.417272989913396,7410|9138|9639|23092|55160|81839,VAV2|ARHGEF1|ARHGEF10|ARHGAP26|ARHGEF10L|VANGL1,-1.0409401135862317,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-2.583554402949293,R-HSA-194315,M1,1,0,Reactome Gene Sets,6,Signaling by Rho GTPases,,-2.583554402949293,1.8513483057988909,3.1962596254332127,30230,699,584,25,4.280821917808219,0.8376385138868881,3985|5290|5580|6655|7126|7410|8476|9138|9639|10451|23074|23092|23229|23348|30849|50649|54514|55160|55852|64946|79658|81704|81839|124997|143872,LIMK2|PIK3CA|PRKCD|SOS2|TNFAIP1|VAV2|CDC42BPA|ARHGEF1|ARHGEF10|VAV3|BLTP3B|ARHGAP26|ARHGEF9|DOCK9|PIK3R4|ARHGEF4|DDX4|ARHGEF10L|TEX2|CENPH|ARHGAP10|DOCK8|VANGL1|WDR81|ARHGAP42,-1.00528635127051,0,12,0,0,-8.2128484039784,7.26508050949291,
1,-8.153398036203203,GO:0030991,M1,1,0,GO Cellular Components,20,intraciliary transport particle A,,-8.153398036203203,18.004764740917214,11.450277442182086,30230,23,584,8,1.36986301369863,0.48099101587450915,8100|9742|26160|55764|57560|57728|79809|90410,IFT88|IFT140|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-5.254983698413366,0,13,1,1,-8.153398036203203,41.41095890410959,
1,-7.824612641480088,GO:0030990,M1,1,0,GO Cellular Components,20,intraciliary transport particle,,-7.824612641480088,16.564383561643837,10.926920185801437,30230,25,584,8,1.36986301369863,0.48099101587450915,8100|9742|26160|55764|57560|57728|79809|90410,IFT88|IFT140|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-4.967076370043818,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-7.376190888178955,GO:0097542,M1,1,0,GO Cellular Components,20,ciliary tip,,-7.376190888178955,10.149744829438623,9.178609846054883,30230,51,584,10,1.7123287671232876,0.536829873604794,1540|8100|9742|22920|26160|55764|57560|57728|79809|90410,CYLD|IFT88|IFT140|KIFAP3|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-4.580438892286265,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-6.392338535530367,R-HSA-1852241,M1,1,0,Reactome Gene Sets,6,Organelle biogenesis and maintenance,,-6.392338535530367,3.6600594991005946,6.465910879752024,30230,297,584,21,3.595890410958904,0.7704502033461142,4508|5311|5563|6300|8100|8834|9742|22920|23354|26160|50807|51106|51422|55764|57560|57728|79809|79867|84131|90410|123016,ATP6|PKD2|PRKAA2|MAPK12|IFT88|TMEM11|IFT140|KIFAP3|HAUS5|IFT172|ASAP1|TFB1M|PRKAG2|IFT122|IFT80|WDR19|TTC21B|TCTN2|CEP78|IFT20|TTC8,-3.7811510104478434,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-6.168234429740838,CORUM:6585,M1,1,0,CORUM,33,Intraflagellar transport complex A,,-6.168234429740838,41.41095890410959,12.683416817220317,30230,5,584,4,0.684931506849315,0.341290910327769,9742|55764|57728|79809,IFT140|IFT122|WDR19|TTC21B,-3.6252077499375743,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-6.063277347152852,R-HSA-5620924,M1,1,0,Reactome Gene Sets,6,Intraflagellar transport,,-6.063277347152852,8.62728310502283,7.873560567929037,30230,54,584,9,1.5410958904109588,0.509724966965557,8100|9742|22920|26160|55764|57560|57728|79809|90410,IFT88|IFT140|KIFAP3|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-3.532839794657609,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-5.251057110673255,WP4536,M1,1,0,WikiPathways,27,Genes related to primary cilium development based on CRISPR,,-5.251057110673255,5.475006585879873,6.416155403401941,30230,104,584,11,1.8835616438356164,0.5625412616790831,8100|9742|22920|26160|55764|57560|57728|79809|79867|90410|123016,IFT88|IFT140|KIFAP3|IFT172|IFT122|IFT80|WDR19|TTC21B|TCTN2|IFT20|TTC8,-2.8883587428689275,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-5.105868826677588,WP5234,M1,1,0,WikiPathways,27,Bardet Biedl syndrome,,-5.105868826677588,5.882238480697384,6.437386048514832,30230,88,584,10,1.7123287671232876,0.536829873604794,406|5311|9742|26160|55764|57560|57728|79809|123016|201163,BMAL1|PKD2|IFT140|IFT172|IFT122|IFT80|WDR19|TTC21B|TTC8|FLCN,-2.763756989655038,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-5.055318021886079,GO:0042073,M1,1,0,GO Biological Processes,19,intraciliary transport,19_GO:0051179 localization,-5.055318021886079,7.668696093353628,6.88402172531845,30230,54,584,8,1.36986301369863,0.48099101587450915,8100|9742|26160|55764|57560|57728|79809|90410,IFT88|IFT140|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-2.7264696685215166,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-5.020958041849283,R-HSA-5617833,M1,1,0,Reactome Gene Sets,6,Cilium Assembly,,-5.020958041849283,3.862962584338581,5.715819790143708,30230,201,584,15,2.5684931506849313,0.6546097839047824,5311|8100|9742|22920|23354|26160|50807|55764|57560|57728|79809|79867|84131|90410|123016,PKD2|IFT88|IFT140|KIFAP3|HAUS5|IFT172|ASAP1|IFT122|IFT80|WDR19|TTC21B|TCTN2|CEP78|IFT20|TTC8,-2.7098804385667026,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-4.821253895566774,WP4803,M1,1,0,WikiPathways,27,Ciliopathies,,-4.821253895566774,3.93854228707564,5.611549349525374,30230,184,584,14,2.3972602739726026,0.6329686127171638,5311|9742|26160|30849|55624|55764|57560|57728|79809|79867|83479|84131|123016|201163,PKD2|IFT140|IFT172|PIK3R4|POMGNT1|IFT122|IFT80|WDR19|TTC21B|TCTN2|DDX59|CEP78|TTC8|FLCN,-2.5819270719048757,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-4.735171658700218,GO:0035720,M1,1,0,GO Biological Processes,19,intraciliary anterograde transport,19_GO:0051179 localization,-4.735171658700218,14.37880517503805,7.968913372127734,30230,18,584,5,0.8561643835616438,0.3812457520636574,8100|26160|55764|57560|90410,IFT88|IFT172|IFT122|IFT80|IFT20,-2.523988921975156,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-4.530114847861595,GO:0061512,M1,1,0,GO Biological Processes,19,protein localization to cilium,19_GO:0051179 localization,-4.530114847861595,5.6813815569662545,5.957814463821509,30230,82,584,9,1.5410958904109588,0.509724966965557,9742|50807|55764|57560|57728|79809|79867|84131|90410,IFT140|ASAP1|IFT122|IFT80|WDR19|TTC21B|TCTN2|CEP78|IFT20,-2.38502817673037,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-4.422203899577439,GO:0036064,M1,1,0,GO Cellular Components,20,ciliary basal body,,-4.422203899577439,3.435643714389623,5.158383931715701,30230,226,584,15,2.5684931506849313,0.6546097839047824,1540|2733|5311|5563|8100|9742|22920|26160|55764|57560|79874|84131|90410|93664|123016,CYLD|GLE1|PKD2|PRKAA2|IFT88|IFT140|KIFAP3|IFT172|IFT122|IFT80|RABEP2|CEP78|IFT20|CADPS2|TTC8,-2.3019408121712455,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-4.156873567896749,CORUM:6174,M1,1,0,CORUM,33,Intraflagellar transport complex B peripheral subcomplex,,-4.156873567896749,31.058219178082197,9.434097407181588,30230,5,584,3,0.5136986301369864,0.2958212874838213,26160|57560|90410,IFT172|IFT80|IFT20,-2.1315526318007625,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.79902324554911,CORUM:6172,M1,1,0,CORUM,33,Intraflagellar transport complex B,,-3.79902324554911,13.803652968036529,6.961510562367397,30230,15,584,4,0.684931506849315,0.341290910327769,8100|26160|57560|90410,IFT88|IFT172|IFT80|IFT20,-1.8628203468698732,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.7407159607590423,GO:0097730,M1,1,0,GO Cellular Components,20,non-motile cilium,,-3.7407159607590423,3.5094032969584403,4.699465259678377,30230,177,584,12,2.0547945205479454,0.5870422605221068,24|5145|5311|5873|8100|9742|22920|55764|57560|57728|90410|123016,ABCA4|PDE6A|PKD2|RAB27A|IFT88|IFT140|KIFAP3|IFT122|IFT80|WDR19|IFT20|TTC8,-1.8184987082965807,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.7174503930710965,GO:0032391,M1,1,0,GO Cellular Components,20,photoreceptor connecting cilium,,-3.7174503930710965,7.058686176836863,5.644653321283724,30230,44,584,6,1.0273972602739727,0.417272989913396,9742|22920|55764|57728|90410|123016,IFT140|KIFAP3|IFT122|WDR19|IFT20|TTC8,-1.7978745530657863,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.468435480863046,GO:0030992,M1,1,0,GO Cellular Components,20,intraciliary transport particle B,,-3.468435480863046,11.503044140030442,6.256003267892596,30230,18,584,4,0.684931506849315,0.341290910327769,8100|26160|57560|90410,IFT88|IFT172|IFT80|IFT20,-1.6127278821292654,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.4575916470087797,GO:0010970,M1,1,0,GO Biological Processes,19,transport along microtubule,19_GO:0051179 localization,-3.4575916470087797,3.26928622927181,4.404041226097599,30230,190,584,12,2.0547945205479454,0.5870422605221068,8100|9742|10239|22920|26160|55638|55764|57560|57728|79809|80128|90410,IFT88|IFT140|AP3S2|KIFAP3|IFT172|SYBU|IFT122|IFT80|WDR19|TTC21B|TRIM46|IFT20,-1.611910270395861,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.3724313388198346,GO:0035721,M1,1,0,GO Biological Processes,19,intraciliary retrograde transport,19_GO:0051179 localization,-3.3724313388198346,10.897620764239365,6.057038319121295,30230,19,584,4,0.684931506849315,0.341290910327769,9742|55764|57728|79809,IFT140|IFT122|WDR19|TTC21B,-1.5556043168435008,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.2225011982262806,GO:0097731,M1,1,0,GO Cellular Components,20,9+0 non-motile cilium,,-3.2225011982262806,3.5213400428664614,4.300953809143269,30230,147,584,10,1.7123287671232876,0.536829873604794,24|5145|5873|9742|22920|55764|57560|57728|90410|123016,ABCA4|PDE6A|RAB27A|IFT140|KIFAP3|IFT122|IFT80|WDR19|IFT20|TTC8,-1.4490255970447437,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.1804433861989017,GO:0097733,M1,1,0,GO Cellular Components,20,photoreceptor cell cilium,,-3.1804433861989017,3.7875877046441695,4.347930730293234,30230,123,584,9,1.5410958904109588,0.509724966965557,24|5145|5873|9742|22920|55764|57728|90410|123016,ABCA4|PDE6A|RAB27A|IFT140|KIFAP3|IFT122|WDR19|IFT20|TTC8,-1.4187496155654715,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.114669920089483,GO:0099111,M1,1,0,GO Biological Processes,19,microtubule-based transport,19_GO:0051179 localization,-3.114669920089483,2.8393589965897923,3.989936480742014,30230,237,584,13,2.2260273972602738,0.6104786211136067,8100|9742|10239|22920|26160|55638|55764|57560|57728|79809|80128|81839|90410,IFT88|IFT140|AP3S2|KIFAP3|IFT172|SYBU|IFT122|IFT80|WDR19|TTC21B|TRIM46|VANGL1|IFT20,-1.3685439266827024,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.0983208989849267,GO:1905515,M1,1,0,GO Biological Processes,19,non-motile cilium assembly,19_GO:0009987 cellular process,-3.0983208989849267,5.448810382119683,4.718536716102001,30230,57,584,6,1.0273972602739727,0.417272989913396,8100|9742|26160|55764|57560|123016,IFT88|IFT140|IFT172|IFT122|IFT80|TTC8,-1.3612745634300645,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-3.0001857957964115,GO:0030705,M1,1,0,GO Biological Processes,19,cytoskeleton-dependent intracellular transport,19_GO:0051179 localization,-3.0001857957964115,2.902637306362822,3.920322075054385,30230,214,584,12,2.0547945205479454,0.5870422605221068,8100|9742|10239|22920|26160|55638|55764|57560|57728|79809|80128|90410,IFT88|IFT140|AP3S2|KIFAP3|IFT172|SYBU|IFT122|IFT80|WDR19|TTC21B|TRIM46|IFT20,-1.2937535086828567,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.9769236196546696,GO:0035869,M1,1,0,GO Cellular Components,20,ciliary transition zone,,-2.9769236196546696,4.418852322084864,4.351042008929286,30230,82,584,7,1.1986301369863013,0.45031628818687125,9742|22920|55764|57728|79867|90410|123016,IFT140|KIFAP3|IFT122|WDR19|TCTN2|IFT20|TTC8,-1.2823034864608833,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.9654009790679456,WP4352,M1,1,0,WikiPathways,27,Ciliary landscape,,-2.9654009790679456,2.875761035007611,3.8830922510975094,30230,216,584,12,2.0547945205479454,0.5870422605221068,4289|7328|8100|9742|26160|55764|57560|79018|79874|83741|90410|123016,MKLN1|UBE2H|IFT88|IFT140|IFT172|IFT122|IFT80|GID4|RABEP2|TFAP2D|IFT20|TTC8,-1.2765016558207396,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.769642870412249,WP4532,M1,1,0,WikiPathways,27,Intraflagellar transport proteins binding to dynein,,-2.769642870412249,7.668696093353628,4.865562197675781,30230,27,584,4,0.684931506849315,0.341290910327769,9742|55764|57560|57728,IFT140|IFT122|IFT80|WDR19,-1.1360463556319487,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.7639916806426936,GO:0048736,M1,1,0,GO Biological Processes,19,appendage development,19_GO:0032502 developmental process,-2.7639916806426936,2.8757610350076104,3.71666347121193,30230,198,584,11,1.8835616438356164,0.5625412616790831,8850|9742|26160|51324|51542|51776|54542|55764|57560|57728|140467,KAT2B|IFT140|IFT172|SPG21|VPS54|MAP3K20|RC3H2|IFT122|IFT80|WDR19|ZNF358,-1.1335308797152517,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.7639916806426936,GO:0060173,M1,1,0,GO Biological Processes,19,limb development,19_GO:0032502 developmental process,-2.7639916806426936,2.8757610350076104,3.71666347121193,30230,198,584,11,1.8835616438356164,0.5625412616790831,8850|9742|26160|51324|51542|51776|54542|55764|57560|57728|140467,KAT2B|IFT140|IFT172|SPG21|VPS54|MAP3K20|RC3H2|IFT122|IFT80|WDR19|ZNF358,-1.1335308797152517,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.580759950593122,GO:0001750,M1,1,0,GO Cellular Components,20,photoreceptor outer segment,,-2.580759950593122,3.7744363584474883,3.821353841795871,30230,96,584,7,1.1986301369863013,0.45031628818687125,24|5145|5873|9742|22920|57728|90410,ABCA4|PDE6A|RAB27A|IFT140|KIFAP3|WDR19|IFT20,-1.0045649075372043,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.3639243850599665,GO:0021510,M1,1,0,GO Biological Processes,19,spinal cord development,19_GO:0032502 developmental process,-2.3639243850599665,3.450913242009132,3.5309723905401023,30230,105,584,7,1.1986301369863013,0.45031628818687125,1600|2068|5311|8882|26160|55764|57560,DAB1|ERCC2|PKD2|ZPR1|IFT172|IFT122|IFT80,-0.848127358747614,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.3152297710688265,GO:0007224,M1,1,0,GO Biological Processes,19,smoothened signaling pathway,19_GO:0050896 response to stimulus,-2.3152297710688265,3.8343480466768143,3.58504403193561,30230,81,584,6,1.0273972602739727,0.417272989913396,26160|57560|57728|79809|79867|90410,IFT172|IFT80|WDR19|TTC21B|TCTN2|IFT20,-0.812433006031996,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-2.2978024332733398,R-HSA-5358351,M1,1,0,Reactome Gene Sets,6,Signaling by Hedgehog,,-2.2978024332733398,3.0449234488315873,3.3546082641322066,30230,136,584,8,1.36986301369863,0.48099101587450915,8100|9742|26160|55764|57728|64750|79809|84447,IFT88|IFT140|IFT172|IFT122|WDR19|SMURF2|TTC21B|SYVN1,-0.8030804330446317,0,13,0,0,-8.153398036203203,41.41095890410959,
1,-7.046635270163754,GO:0000959,M1,1,0,GO Biological Processes,19,mitochondrial RNA metabolic process,19_GO:0009987 cellular process,-7.046635270163754,9.411581569115814,8.763359493254303,30230,55,584,10,1.7123287671232876,0.536829873604794,9238|22868|51106|54802|55149|57570|64172|79736|80324|84275,TBRG4|FASTKD2|TFB1M|TRIT1|MTPAP|TRMT5|OSGEPL1|TEFM|PUS1|SLC25A33,-4.324312191429598,0,14,1,1,-7.046635270163754,16.176155821917806,
1,-6.282153045372858,GO:0009451,M1,1,0,GO Biological Processes,19,RNA modification,19_GO:0009987 cellular process,-6.282153045372858,4.57579656399001,6.772239991404971,30230,181,584,16,2.73972602739726,0.6754837232184769,9582|10785|22868|27292|29081|51106|54802|54974|57570|60487|64172|80324|84266|126789|200316|285605,APOBEC3B|WDR4|FASTKD2|DIMT1|METTL5|TFB1M|TRIT1|THG1L|TRMT5|TRMT11|OSGEPL1|PUS1|ALKBH7|PUSL1|APOBEC3F|DTWD2,-3.6919472878741253,0,14,0,0,-7.046635270163754,16.176155821917806,
1,-5.996641000205366,GO:0140053,M1,1,0,GO Biological Processes,19,mitochondrial gene expression,19_GO:0009987 cellular process,-5.996641000205366,4.963642334396697,6.738114054861912,30230,146,584,14,2.3972602739726026,0.6329686127171638,9238|22868|23395|51106|54802|55149|57038|57570|64172|79736|80324|84275|84340|283459,TBRG4|FASTKD2|LARS2|TFB1M|TRIT1|MTPAP|RARS2|TRMT5|OSGEPL1|TEFM|PUS1|SLC25A33|GFM2|GATC,-3.486816360906431,0,14,0,0,-7.046635270163754,16.176155821917806,
1,-5.9807452703999395,GO:0000963,M1,1,0,GO Biological Processes,19,mitochondrial RNA processing,19_GO:0009987 cellular process,-5.9807452703999395,12.494685876239961,8.692019790667826,30230,29,584,7,1.1986301369863013,0.45031628818687125,9238|22868|54802|55149|57570|64172|80324,TBRG4|FASTKD2|TRIT1|MTPAP|TRMT5|OSGEPL1|PUS1,-3.48027094128214,0,14,0,0,-7.046635270163754,16.176155821917806,
1,-5.013862678442484,GO:1900864,M1,1,0,GO Biological Processes,19,mitochondrial RNA modification,19_GO:0009987 cellular process,-5.013862678442484,16.176155821917806,8.522223461306012,30230,16,584,5,0.8561643835616438,0.3812457520636574,22868|54802|57570|64172|80324,FASTKD2|TRIT1|TRMT5|OSGEPL1|PUS1,-2.7065129476791463,0,14,0,0,-7.046635270163754,16.176155821917806,
1,-4.255354508377489,GO:0006399,M1,1,0,GO Biological Processes,19,tRNA metabolic process,19_GO:0009987 cellular process,-4.255354508377489,3.5009264774005686,5.0675065158687005,30230,207,584,14,2.3972602739726026,0.6329686127171638,10785|23395|23405|54802|54974|57038|57570|60487|64172|80324|126789|283459|285605|339487,WDR4|LARS2|DICER1|TRIT1|THG1L|RARS2|TRMT5|TRMT11|OSGEPL1|PUS1|PUSL1|GATC|DTWD2|ZBTB8OS,-2.1856330553703125,0,14,0,0,-7.046635270163754,16.176155821917806,
