"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","GeneRatio_num","FoldEnrichment_num"
"GO:0000226","microtubule cytoskeleton organization","69/503","409/7601",0.168704156479218,2.54934451967899,8.57447633590053,1.44016823405885e-13,5.76355327270352e-10,5.54540568440766e-10,"CCDC120/CCDC66/NDEL1/NUMA1/PCLAF/SAPCD2/SPICE1/SS18/ZBED3/ABL1/APC/ATAT1/BRCA1/CAMSAP1/CCDC88A/CCDC88C/CCNB1/CCSAP/CEP135/CEP20/CEP250/CEP350/CEP85/CGN/CLIP2/CNTROB/CROCC/DIAPH3/DLGAP5/DYNC1LI1/EML1/FAM110A/GEN1/GOLGA2/HOOK1/HOOK2/KATNA1/KATNBL1/KIZ/LZTS2/MAP1A/MAP7D1/MAP9/MAPRE3/NAV1/NCKAP5L/NCOR1/NDC80/NDE1/NEDD1/NUSAP1/ODF2/PAK1/PDE4DIP/PHLDB2/PPP1R12A/PSRC1/RNF4/SETD2/SKA1/SLAIN1/SLAIN2/SPAST/SRGAP2/TACC2/TPPP/TPX2/TRAF3IP1/TTK",69,"microtubule cytoskeleton organization",0.137176938369781,2.54934451967899
"GO:0097435","supramolecular fiber organization","74/503","465/7601",0.159139784946237,2.40481412599671,8.32224913159201,3.71494040937761e-13,7.43359575916459e-10,7.1522379039491e-10,"ADD1/AMOT/CDC42EP1/DMTN/NDEL1/NUMA1/SHROOM3/SPTBN1/WASF2/ZBED3/ABL1/ADD2/AGFG1/APC/ARHGEF18/CALD1/CAMSAP1/CARMIL1/CCDC88A/CCDC88C/CCSAP/CD2AP/CDC42EP4/CLIP2/CNN2/COBL/CRACD/CTTN/DIAPH2/DIAPH3/ENAH/EPS8/FCHSD2/FLNC/GOLGA2/HOOK1/HOOK2/INF2/KATNA1/KATNBL1/LATS1/LIMA1/LIMCH1/LIMD2/LMOD1/MAP1A/MAPRE3/NCKAP5L/NDE1/NEBL/NEDD1/PAK1/PAWR/PDE4DIP/PFDN6/PHLDB2/PLS1/PPP1R9B/PSRC1/RIPK1/RUFY3/SH3KBP1/SHROOM1/SKA1/SLAIN1/SLAIN2/SORBS1/SORBS3/SPAST/SVIL/TPPP/TPX2/WIPF1/WIPF3",74,"supramolecular fiber organization",0.147117296222664,2.40481412599671
"GO:0007017","microtubule-based process","81/503","548/7601",0.147810218978102,2.23360929314623,7.98001597713478,1.46700899755574e-12,1.95699000273936e-09,1.88291891686278e-09,"BORCS6/CCDC120/CCDC66/NDEL1/NUMA1/PCLAF/SAPCD2/SPICE1/SS18/WDR35/ZBED3/ABL1/APC/ATAT1/BLOC1S5/BORCS5/BRCA1/CAMSAP1/CCDC88A/CCDC88C/CCNB1/CCSAP/CEP128/CEP135/CEP20/CEP250/CEP350/CEP85/CGN/CLIP2/CNTROB/CROCC/DIAPH3/DLGAP5/DYNC1I1/DYNC1LI1/EML1/FAM110A/GEN1/GOLGA2/GTSE1/HOOK1/HOOK2/IFT74/KATNA1/KATNBL1/KIZ/KLC1/KLC2/KLC3/LCA5/LZTS2/MAP1A/MAP7D1/MAP9/MAPRE3/NAV1/NCKAP5L/NCOR1/NDC80/NDE1/NEDD1/NUSAP1/ODF2/PAK1/PDE4DIP/PHLDB2/PPP1R12A/PSRC1/RNF4/SETD2/SKA1/SLAIN1/SLAIN2/SPAST/SRGAP2/TACC2/TPPP/TPX2/TRAF3IP1/TTK",81,"microtubule-based process",0.1610337972167,2.23360929314623
"GO:0007015","actin filament organization","45/503","264/7601",0.170454545454545,2.57579522862823,6.93689748103575,2.50108437220477e-09,2.50233491439088e-06,2.40762279829607e-06,"ADD1/AMOT/CDC42EP1/DMTN/SHROOM3/SPTBN1/WASF2/ZBED3/ABL1/ADD2/ARHGEF18/CALD1/CARMIL1/CCDC88A/CD2AP/CDC42EP4/CNN2/COBL/CRACD/CTTN/DIAPH2/DIAPH3/ENAH/EPS8/FCHSD2/INF2/LATS1/LIMA1/LIMCH1/LIMD2/LMOD1/NEBL/PAK1/PAWR/PHLDB2/PLS1/PPP1R9B/RUFY3/SH3KBP1/SHROOM1/SORBS1/SORBS3/SVIL/WIPF1/WIPF3",45,"actin filament organization",0.0894632206759443,2.57579522862823
"GO:0051258","protein polymerization","36/503","192/7601",0.1875,2.83337475149105,6.84927895319892,8.11985193927414e-09,6.49912949219502e-06,6.25314071449785e-06,"ADD1/CDC42EP1/DMTN/NDEL1/NUMA1/SPTBN1/ABL1/ADD2/CAMSAP1/CARMIL1/CD2AP/CDC42EP4/COBL/CRACD/CTTN/DIAPH2/DIAPH3/EPS8/FCHSD2/GOLGA2/INF2/LATS1/LMOD1/MAPRE3/NDE1/NEDD1/PAK1/PDE4DIP/PSRC1/SKA1/SLAIN1/SLAIN2/SVIL/TPPP/TPX2/UBE2S",36,"protein polymerization",0.0715705765407555,2.83337475149105
"GO:1903047","mitotic cell cycle process","71/503","565/7601",0.125663716814159,1.89894614613206,5.91177333877562,5.75221143884928e-08,3.28862145403926e-05,3.16414878846777e-05,"ANKLE2/ATAD5/BOD1/CKS1B/CKS2/DACT1/LATS2/NDEL1/NUMA1/PHF8/PIDD1/SAPCD2/SPC24/SPICE1/SPTBN1/WNK1/ANKRD17/APC/ARID1A/ARID1B/ARPP19/ATF2/BRCA1/CCNB1/CCSAP/CDC25C/CDCA5/CDKN1A/CDT1/CENPF/CEP85/CNTROB/DLGAP5/DTL/DYNC1LI1/EML1/EPS8/FAM110A/GEN1/GIGYF2/GOLGA2/GTSE1/ID4/INIP/KHDRBS1/LATS1/LZTS2/MAP9/MIIP/MRNIP/NDC80/NDE1/NUSAP1/PPP1R9B/PSRC1/RBBP8/RTF2/SDE2/SETD2/SKA1/SPAST/SYF2/TACC2/TCF3/TFDP1/TICRR/TPX2/TTK/UBE2S/WAC/ZWINT",71,"mitotic cell cycle process",0.141153081510934,1.89894614613206
"GO:0051493","regulation of cytoskeleton organization","49/503","333/7601",0.147147147147147,2.22358939456355,6.07817433883034,6.87562225287703e-08,3.43953003200174e-05,3.30934555276634e-05,"ADD1/AMOT/CDC42EP1/DMTN/NUMA1/SPTBN1/WASF2/ABL1/ABL2/ADD2/APC/ARHGEF18/ATAT1/BRCA1/CAMSAP1/CARMIL1/CCDC88A/CCDC88C/CCSAP/CD2AP/CDC42EP4/CRACD/CTTN/DIAPH3/EPS8/FCHSD2/KATNBL1/LATS1/LIMA1/LIMCH1/LMOD1/MAP1A/MAP9/MAPRE3/PAK1/PDE4DIP/PHLDB2/PSRC1/PTK2/RNF4/SKA1/SLAIN1/SLAIN2/SORBS3/SPAST/SVIL/TPPP/TPX2/TRAF3IP1",49,"regulation of cytoskeleton organization",0.0974155069582505,2.22358939456355
"GO:0030029","actin filament-based process","58/503","432/7601",0.134259259259259,2.02883624180841,5.86113370517241,1.12336352968833e-07,4.99522316201412e-05,4.80615648140342e-05,"ADD1/AMOT/AMOTL1/CDC42EP1/DMTN/MRTFA/OPHN1/SHROOM3/SPTBN1/WASF2/ZBED3/ABL1/ABL2/ADD2/ARHGEF18/AUTS2/CALD1/CARMIL1/CCDC88A/CCDC88C/CD2AP/CDC42EP4/CNN2/COBL/CRACD/CTTN/DIAPH2/DIAPH3/ENAH/EPS8/FCHSD2/FLNC/INF2/LATS1/LIMA1/LIMCH1/LIMD2/LMOD1/NEBL/PAK1/PAWR/PDLIM3/PHACTR2/PHACTR4/PHLDB2/PLS1/PPP1R9B/RUFY3/SH3KBP1/SHROOM1/SMTN/SORBS1/SORBS3/SPECC1L/SRGAP2/SVIL/WIPF1/WIPF3",58,"actin filament-based process",0.115308151093439,2.02883624180841
"GO:1902903","regulation of supramolecular fiber organization","39/503","247/7601",0.157894736842105,2.38599979072931,5.89484811584713,2.52942519723541e-07,7.78673818410469e-05,7.49201406598147e-05,"ADD1/AMOT/CDC42EP1/DMTN/NUMA1/SPTBN1/WASF2/ABL1/ADD2/APC/ARHGEF18/CAMSAP1/CARMIL1/CCDC88A/CCDC88C/CDC42EP4/CRACD/CTTN/DIAPH3/EPS8/FCHSD2/LATS1/LIMA1/LIMCH1/LMOD1/MAP1A/MAPRE3/PAK1/PDE4DIP/PFDN6/PHLDB2/PSRC1/SKA1/SLAIN1/SLAIN2/SORBS3/SPAST/SVIL/TPX2",39,"regulation of supramolecular fiber organization",0.0775347912524851,2.38599979072931
"GO:0051261","protein depolymerization","20/503","85/7601",0.235294117647059,3.55560753128289,6.30714808123717,4.37855652493092e-07,0.000109518645079835,0.000105373419527614,"ADD1/DMTN/SPTBN1/ADD2/APC/CARMIL1/CCDC88C/CCSAP/CRACD/DIAPH3/EPS8/LIMA1/LMOD1/MAP1A/NCKAP5L/PPP1R9B/SPAST/SVIL/SYNJ1/TPX2",20,"protein depolymerization",0.0397614314115308,3.55560753128289
