"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"ABCA3",-0.14,0.868828708367509,-0.1,0.87,"-0.1","0.87","NS",NA
"ABCB10",0.52,0.161982482955201,0.5,0.16,"0.5","0.16","NS",NA
"ABCB6",-6.55,2.59962025372737e-05,-6.6,0,"-6.6","<0.01","Down",NA
"ABHD5",-1.84,0.126353164141492,-1.8,0.13,"-1.8","0.13","NS",NA
"ACE2",2.6,0.280130930630217,2.6,0.28,"2.6","0.28","NS",NA
"ACOT13",-0.277,0.316511008610522,-0.3,0.32,"-0.3","0.32","NS",NA
"ACTMAP",-0.336,0.29611260368146,-0.3,0.3,"-0.3","0.30","NS",NA
"ADAM9",-0.857,0.0110330030986514,-0.9,0.01,"-0.9","0.01","NS",NA
"ADAMTS1",-1.78,2.13274086583437e-07,-1.8,0,"-1.8","<0.01","Down",NA
"ADD1",0.478,0.0113247830722411,0.5,0.01,"0.5","0.01","NS",NA
"ADGRG6",-2.86,0.0412742382209883,-2.9,0.04,"-2.9","0.04","NS",NA
"AGA",-1.71,0.0144023925631166,-1.7,0.01,"-1.7","0.01","NS",NA
"AHDC1",1.36,8.66768962438199e-05,1.4,0,"1.4","<0.01","Up",NA
"AIFM2",-3.22,0.0215137344303589,-3.2,0.02,"-3.2","0.02","NS",NA
"AIRIM",-0.0903,0.917168452135473,-0.1,0.92,"-0.1","0.92","NS",NA
"AKAP7",-1.58,0.522621839273499,-1.6,0.52,"-1.6","0.52","NS",NA
"AKIRIN2",1.16,0.0152304832853637,1.2,0.02,"1.2","0.02","NS",NA
"ALDH18A1",1.12,0.0254968017405055,1.1,0.03,"1.1","0.03","NS",NA
"ALDH1L2",0.859,0.000764804635149996,0.9,0,"0.9","<0.01","NS",NA
"ALG1",0.844,0.0458394418005485,0.8,0.05,"0.8","0.05","NS",NA
"ALKBH8",-2.74,0.241021016908775,-2.7,0.24,"-2.7","0.24","NS",NA
"AMFR",1.45,3.00015483704865e-06,1.4,0,"1.4","<0.01","Up",NA
"AMMECR1",0.0213,0.989249994553923,0,0.99,"0.0","0.99","NS",NA
"AMOT",1.69,8.11582477888387e-05,1.7,0,"1.7","<0.01","Up",NA
"AMOTL1",1.45,8.74085843523288e-05,1.4,0,"1.4","<0.01","Up",NA
"ANAPC16",0.623,0.057251771605838,0.6,0.06,"0.6","0.06","NS",NA
"ANAPC4",0.502,0.0634564023605746,0.5,0.06,"0.5","0.06","NS",NA
"ANGEL1",-0.423,0.719341151085846,-0.4,0.72,"-0.4","0.72","NS",NA
"ANKLE2",1.31,6.96993618775435e-05,1.3,0,"1.3","<0.01","Up",NA
"ANXA4",-0.264,0.2075803150644,-0.3,0.21,"-0.3","0.21","NS",NA
"APLP1",-7.8,1.22103554122187e-05,-7.8,0,"-7.8","<0.01","Down",NA
"APLP2",-3.53,5.56669994557692e-08,-3.5,0,"-3.5","<0.01","Down",NA
