"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"ABCA3",2.18,0.0121509512723123,2.2,0.01,"2.2","0.01","NS",NA
"ABCB10",0.628,0.979590414614369,0.6,0.98,"0.6","0.98","NS",NA
"ABCB6",0.446,NA,0.4,NA,"0.4",NA,"NS",NA
"ABHD5",0.0154,0.999035847456636,0,1,"0.0","1.00","NS",NA
"ACE2",-2.66,0.999035847456636,-2.7,1,"-2.7","1.00","NS",NA
"ACOT13",0.083,0.999035847456636,0.1,1,"0.1","1.00","NS",NA
"ACTMAP",0.102,0.999035847456636,0.1,1,"0.1","1.00","NS",NA
"ADAM9",0.0132,0.999035847456636,0,1,"0.0","1.00","NS",NA
"ADAMTS1",0.238,0.999035847456636,0.2,1,"0.2","1.00","NS",NA
"ADD1",0.0232,0.999035847456636,0,1,"0.0","1.00","NS",NA
"ADGRG6",1.55,NA,1.6,NA,"1.6",NA,"NS",NA
"AGA",-2.3,0.0140107854342375,-2.3,0.01,"-2.3","0.01","NS",NA
"AHDC1",-0.0619,0.999035847456636,-0.1,1,"-0.1","1.00","NS",NA
"AIFM2",4.42,0.0224664475705082,4.4,0.02,"4.4","0.02","NS",NA
"AIRIM",-0.388,0.999035847456636,-0.4,1,"-0.4","1.00","NS",NA
"AKAP7",4.28,0.627689674862063,4.3,0.63,"4.3","0.63","NS",NA
"AKIRIN2",-0.469,0.999035847456636,-0.5,1,"-0.5","1.00","NS",NA
"ALDH18A1",0.258,0.999035847456636,0.3,1,"0.3","1.00","NS",NA
"ALDH1L2",0.343,0.999035847456636,0.3,1,"0.3","1.00","NS",NA
"ALG1",0.169,0.999035847456636,0.2,1,"0.2","1.00","NS",NA
"ALKBH8",-4.26,0.703101577974555,-4.3,0.7,"-4.3","0.70","NS",NA
"AMFR",0.0961,0.999035847456636,0.1,1,"0.1","1.00","NS",NA
"AMMECR1",-5.97,2.71641584582524e-05,-6,0,"-6.0","<0.01","Down",NA
"AMOT",-0.372,0.999035847456636,-0.4,1,"-0.4","1.00","NS",NA
"AMOTL1",-0.356,0.999035847456636,-0.4,1,"-0.4","1.00","NS",NA
"ANAPC16",-0.156,0.999035847456636,-0.2,1,"-0.2","1.00","NS",NA
"ANAPC4",0.258,0.999035847456636,0.3,1,"0.3","1.00","NS",NA
