"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"ABCA3",1.83,0.00279680152614721,1.8,0,"1.8","<0.01","Up",NA
"ABCB10",1.55,0.000103994859900601,1.6,0,"1.6","<0.01","Up",NA
"ABCB6",-7.95,8.72613925789851e-07,-8,0,"-8.0","<0.01","Down",NA
"ABHD5",-1.94,0.0690367315845929,-1.9,0.07,"-1.9","0.07","NS",NA
"ACE2",-0.975,NA,-1,NA,"-1.0",NA,"NS",NA
"ACOT13",-0.589,0.0155597233936345,-0.6,0.02,"-0.6","0.02","NS",NA
"ACTMAP",3.48,4.13892439077562e-10,3.5,0,"3.5","<0.01","Up",NA
"ADAM9",-1.26,0.000233039727997332,-1.3,0,"-1.3","<0.01","Down",NA
"ADAMTS1",-1.46,9.83191853208871e-07,-1.5,0,"-1.5","<0.01","Down",NA
"ADD1",0.999,5.543924141084e-06,1,0,"1.0","<0.01","NS",NA
"ADGRG6",0.353,0.790938965034868,0.4,0.79,"0.4","0.79","NS",NA
"AGA",-1.28,0.0366575539390546,-1.3,0.04,"-1.3","0.04","NS",NA
"AHDC1",1.26,6.51840644882605e-05,1.3,0,"1.3","<0.01","Up",NA
"AIFM2",-0.701,0.577726285427021,-0.7,0.58,"-0.7","0.58","NS",NA
"AIRIM",-0.768,0.142731667815101,-0.8,0.14,"-0.8","0.14","NS",NA
"AKAP7",0.978,0.632611504324144,1,0.63,"1.0","0.63","NS",NA
"AKIRIN2",-0.466,0.261900397925341,-0.5,0.26,"-0.5","0.26","NS",NA
"ALDH18A1",2.29,3.61878743718357e-05,2.3,0,"2.3","<0.01","Up",NA
"ALDH1L2",1.08,2.98932955157293e-05,1.1,0,"1.1","<0.01","Up",NA
"ALG1",3.79,9.79046621608895e-09,3.8,0,"3.8","<0.01","Up",NA
"ALKBH8",4.08,0.0460555141712282,4.1,0.05,"4.1","0.05","NS",NA
"AMFR",1.98,1.6671457827863e-08,2,0,"2.0","<0.01","Up",NA
"AMMECR1",5.54,5.30648082563468e-06,5.5,0,"5.5","<0.01","Up",NA
"AMOT",1.33,0.000316723055213061,1.3,0,"1.3","<0.01","Up",NA
"AMOTL1",1.51,1.82911192160025e-05,1.5,0,"1.5","<0.01","Up",NA
"ANAPC16",3.67,4.13892439077562e-10,3.7,0,"3.7","<0.01","Up",NA
"ANAPC4",2.7,2.28101637887352e-09,2.7,0,"2.7","<0.01","Up",NA
"ANGEL1",2.24,0.0106814828169475,2.2,0.01,"2.2","0.01","NS",NA
"ANKLE2",1.66,1.42433669030688e-06,1.7,0,"1.7","<0.01","Up",NA
"ANXA4",-0.0782,0.684614346448598,-0.1,0.68,"-0.1","0.68","NS",NA
"APLP1",-9.27,4.93940298871173e-07,-9.3,0,"-9.3","<0.01","Down",NA
"APLP2",-4.08,2.73856307983492e-09,-4.1,0,"-4.1","<0.01","Down",NA
"APOA1",-3.31,5.1449988386366e-08,-3.3,0,"-3.3","<0.01","Down",NA
"APOC3",-2.48,0.00160630148321009,-2.5,0,"-2.5","<0.01","Down",NA
"APOE",-3.32,5.98041932431045e-08,-3.3,0,"-3.3","<0.01","Down",NA
"APOH",-8.21,5.47398033118521e-08,-8.2,0,"-8.2","<0.01","Down",NA
"APP",-3.77,1.96269275643269e-09,-3.8,0,"-3.8","<0.01","Down","APP"
"ARB2A",3.67,8.94389535354782e-09,3.7,0,"3.7","<0.01","Up",NA
"ARF3",-13.1,9.39574624120265e-07,-13.1,0,"-13.1","<0.01","Down",NA
"ARL5B",-8.01,5.23887557590475e-06,-8,0,"-8.0","<0.01","Down",NA
"ARL6IP1",0.511,0.297300633353328,0.5,0.3,"0.5","0.30","NS",NA
"ARMC7",2.06,0.00190618784412749,2.1,0,"2.1","<0.01","Up",NA
"ART5",0.522,0.061220283901426,0.5,0.06,"0.5","0.06","NS",NA
"ASPRV1",0.834,NA,0.8,NA,"0.8",NA,"NS",NA
"ATAD5",1.27,1.01854459832135e-05,1.3,0,"1.3","<0.01","Up",NA
"ATF3",-2.42,1.21264999058033e-05,-2.4,0,"-2.4","<0.01","Down",NA
"ATF4",-2.05,0.00145049262200098,-2,0,"-2.0","<0.01","Down",NA
"ATP5MK",-0.912,0.0021227492981697,-0.9,0,"-0.9","<0.01","NS",NA
"ATP6V0D2",-6.4,8.48863910268857e-08,-6.4,0,"-6.4","<0.01","Down",NA
"ATP6V1D",-1.64,1.65892745958483e-08,-1.6,0,"-1.6","<0.01","Down",NA
"ATR",6.53,2.58714698562764e-10,6.5,0,"6.5","<0.01","Up",NA
"B3GALNT2",0.554,NA,0.6,NA,"0.6",NA,"NS",NA
"B4GALT5",-2.72,2.0361957386981e-06,-2.7,0,"-2.7","<0.01","Down",NA
"B4GALT6",-1.25,0.0835340374160997,-1.2,0.08,"-1.2","0.08","NS",NA
"B9D1",4.3,2.89112932433552e-06,4.3,0,"4.3","<0.01","Up",NA
"BACE1",-5.64,1.0044048833932e-06,-5.6,0,"-5.6","<0.01","Down",NA
"BCL2L12",-1.3,NA,-1.3,NA,"-1.3",NA,"NS",NA
"BCOR",1.25,1.70810107962012e-05,1.2,0,"1.2","<0.01","Up",NA
"BIRC2",-0.132,0.761973814463119,-0.1,0.76,"-0.1","0.76","NS",NA
"BLM",0.46,0.0143297496368239,0.5,0.01,"0.5","0.01","NS",NA
"BLOC1S4",-0.753,0.0143492265736529,-0.8,0.01,"-0.8","0.01","NS",NA
"BMP2",1.78,0.269968399828718,1.8,0.27,"1.8","0.27","NS",NA
"BMP4",-8.97,5.1449988386366e-08,-9,0,"-9.0","<0.01","Down",NA
"BMPR2",-0.289,NA,-0.3,NA,"-0.3",NA,"NS",NA
"BNIP3",3.29,0.00836016549119011,3.3,0.01,"3.3","<0.01","Up",NA
"BOD1",0.462,0.414600283938062,0.5,0.41,"0.5","0.41","NS",NA
"BORCS6",1.36,0.000130019804999308,1.4,0,"1.4","<0.01","Up",NA
"BPGM",-3.05,1.96269275643269e-09,-3,0,"-3.0","<0.01","Down",NA
"BPNT2",0.0336,0.91190682963743,0,0.91,"0.0","0.91","NS",NA
"BRI3",-6.29,8.3518085149512e-08,-6.3,0,"-6.3","<0.01","Down",NA
"BRI3BP",-0.331,0.0815182273350633,-0.3,0.08,"-0.3","0.08","NS",NA
"BRWD3",0.714,0.0091046263820006,0.7,0.01,"0.7","<0.01","NS",NA
"BTBD9",-0.242,NA,-0.2,NA,"-0.2",NA,"NS",NA
"BTN2A3P",5.53,0.016060402771262,5.5,0.02,"5.5","0.02","NS",NA
"C1orf159",-2.02,0.0977974205098753,-2,0.1,"-2.0","0.10","NS",NA
"C1orf198",0.118,0.717187773419864,0.1,0.72,"0.1","0.72","NS",NA
"C2CD2L",2.03,5.40077688292895e-05,2,0,"2.0","<0.01","Up",NA
"C4A",-0.412,NA,-0.4,NA,"-0.4",NA,"NS",NA
"C4BPA",-6.36,2.90464996987743e-06,-6.4,0,"-6.4","<0.01","Down",NA
"C6orf89",4.03,4.63898525841671e-09,4,0,"4.0","<0.01","Up",NA
"C8orf88",-1.32,0.342868874558397,-1.3,0.34,"-1.3","0.34","NS",NA
"C9orf72",3.48,0.118745350496513,3.5,0.12,"3.5","0.12","NS",NA
"CABIN1",4.8,3.42412285796098e-11,4.8,0,"4.8","<0.01","Up",NA
"CALCOCO2",-1.63,0.00012847720199719,-1.6,0,"-1.6","<0.01","Down",NA
"CAMKK1",-0.578,0.041127004243592,-0.6,0.04,"-0.6","0.04","NS",NA
"CARMIL2",-1.69,0.000354178972770354,-1.7,0,"-1.7","<0.01","Down",NA
"CASTOR2",0.0819,NA,0.1,NA,"0.1",NA,"NS",NA
"CBY1",-0.254,0.542532291110027,-0.3,0.54,"-0.3","0.54","NS",NA
"CCDC106",0.597,0.032113838960482,0.6,0.03,"0.6","0.03","NS",NA
"CCDC120",4.69,0.000282539892395963,4.7,0,"4.7","<0.01","Up",NA
"CCDC138",-1.46,0.376616607759514,-1.5,0.38,"-1.5","0.38","NS",NA
"CCDC158",4.96,2.36764876102878e-08,5,0,"5.0","<0.01","Up",NA
"CCDC18",-0.188,0.703654246170538,-0.2,0.7,"-0.2","0.70","NS",NA
"CCDC186",-0.285,0.22214266625538,-0.3,0.22,"-0.3","0.22","NS",NA
"CCDC28B",-0.371,0.33906452131865,-0.4,0.34,"-0.4","0.34","NS",NA
"CCDC66",3.43,4.86755994683352e-05,3.4,0,"3.4","<0.01","Up",NA
"CCDC82",2.98,0.125776298925705,3,0.13,"3.0","0.13","NS",NA
"CCK",-0.919,0.144799595842086,-0.9,0.14,"-0.9","0.14","NS",NA
"CCN1",-9.69,1.7177947934579e-09,-9.7,0,"-9.7","<0.01","Down","CCN1"
"CCN2",-8.22,1.06022701614883e-05,-8.2,0,"-8.2","<0.01","Down",NA
"CCNQ",3.09,0.0461409756279686,3.1,0.05,"3.1","0.05","NS",NA
"CCPG1",-1.75,3.39147186396597e-05,-1.8,0,"-1.8","<0.01","Down",NA
"CD151",-1.38,0.000811820511237767,-1.4,0,"-1.4","<0.01","Down",NA
"CD40",0.605,0.731258480566606,0.6,0.73,"0.6","0.73","NS",NA
"CD81",-0.857,0.0279967119052894,-0.9,0.03,"-0.9","0.03","NS",NA
"CD84",5.41,0.0016899735807164,5.4,0,"5.4","<0.01","Up",NA
"CD99",0.971,0.623691813013418,1,0.62,"1.0","0.62","NS",NA
"CDC42EP1",0.735,0.0225497945705385,0.7,0.02,"0.7","0.02","NS",NA
"CDCA7L",1.12,9.84549567684515e-05,1.1,0,"1.1","<0.01","Up",NA
"CDK11A",-1.01,NA,-1,NA,"-1.0",NA,"NS",NA
"CDKN2A",-0.0459,0.864201201746029,0,0.86,"-0.0","0.86","NS",NA
"CEBPZOS",-1.86,0.000332636938736705,-1.9,0,"-1.9","<0.01","Down",NA
"CENPW",0.431,0.320677159404823,0.4,0.32,"0.4","0.32","NS",NA
"CENPX",-0.0569,0.900226174229219,-0.1,0.9,"-0.1","0.90","NS",NA
"CEP170B",0.62,0.0148821841313833,0.6,0.01,"0.6","0.01","NS",NA
"CEP41",0.404,0.0672546381298111,0.4,0.07,"0.4","0.07","NS",NA
"CFAP97",1.27,0.00225376397051258,1.3,0,"1.3","<0.01","Up",NA
"CHCHD4",-5.61,0.000101677468726633,-5.6,0,"-5.6","<0.01","Down",NA
"CHKA",-0.563,NA,-0.6,NA,"-0.6",NA,"NS",NA
"CHPF",-0.341,NA,-0.3,NA,"-0.3",NA,"NS",NA
"CHPF2",-3.97,0.000862948681746539,-4,0,"-4.0","<0.01","Down",NA
"CHSY1",-0.557,0.0466237005108105,-0.6,0.05,"-0.6","0.05","NS",NA
"CISD1",0.992,0.000168928168175207,1,0,"1.0","<0.01","NS",NA
"CKS1B",0.154,0.644240142448525,0.2,0.64,"0.2","0.64","NS",NA
