"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"UEVLD",-1.26,0.129400554171507,-1.3,0.13,"-1.3","0.13","NS",NA
"UFD1",-0.185,0.654673030447865,-0.2,0.65,"-0.2","0.65","NS",NA
"UFL1",0.375,0.298243241576181,0.4,0.3,"0.4","0.30","NS",NA
"UFM1",1.54,0.00302605972321225,1.5,0,"1.5","<0.01","Up",NA
"UFSP2",-0.213,0.739361311880739,-0.2,0.74,"-0.2","0.74","NS",NA
"UGCG",-5.01,6.26415306439081e-05,-5,0,"-5.0","<0.01","Down",NA
"UGDH",0.311,0.252538442721563,0.3,0.25,"0.3","0.25","NS",NA
"UGGT1",0.329,0.308047433350308,0.3,0.31,"0.3","0.31","NS",NA
"UGGT2",0.494,0.555675713496955,0.5,0.56,"0.5","0.56","NS",NA
"UGP2",0.423,0.332511014345253,0.4,0.33,"0.4","0.33","NS",NA
"UGT8",-0.471,0.467784516136945,-0.5,0.47,"-0.5","0.47","NS",NA
"UHRF1",0.036,0.928510345286494,0,0.93,"0.0","0.93","NS",NA
"UHRF2",0.0845,0.777471293139328,0.1,0.78,"0.1","0.78","NS",NA
"UIMC1",0.33,0.305287469571443,0.3,0.31,"0.3","0.31","NS",NA
"ULBP2",-0.00703,0.983642765364448,0,0.98,"-0.0","0.98","NS",NA
"ULBP3",-1.53,1.2123648979045e-05,-1.5,0,"-1.5","<0.01","Down",NA
"ULK1",0.932,0.00605952366528466,0.9,0.01,"0.9","<0.01","NS",NA
"ULK3",0.17,0.681991432166389,0.2,0.68,"0.2","0.68","NS",NA
"UMPS",0.19,0.648436388670819,0.2,0.65,"0.2","0.65","NS",NA
"UNC119",-0.0915,0.762865589560478,-0.1,0.76,"-0.1","0.76","NS",NA
"UNC119B",-0.0698,0.878607248898568,-0.1,0.88,"-0.1","0.88","NS",NA
"UNC13B",-0.646,0.293497271859779,-0.6,0.29,"-0.6","0.29","NS",NA
"UNC45A",0.018,0.972017514029975,0,0.97,"0.0","0.97","NS",NA
"UNC5C",-2.92,0.0101672996605549,-2.9,0.01,"-2.9","0.01","NS",NA
