"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"SELENOO",0.544,0.180353334216452,0.5,0.18,"0.5","0.18","NS",NA
"SELENOP",-0.0231,0.987852551694356,0,0.99,"-0.0","0.99","NS",NA
"SELENOS",0.985,0.0240726774461571,1,0.02,"1.0","0.02","NS",NA
"SELENOT",0.697,0.029793485386414,0.7,0.03,"0.7","0.03","NS",NA
"SEMA4B",-0.0258,0.987852551694356,0,0.99,"-0.0","0.99","NS",NA
"SEMA4C",0.0072,0.986971369174193,0,0.99,"0.0","0.99","NS",NA
"SEMA4D",0.0412,0.961699729294581,0,0.96,"0.0","0.96","NS",NA
"SEMA6A",1.86,3.03212252859184e-05,1.9,0,"1.9","<0.01","Up",NA
"SENP1",-0.0448,0.939571610205241,0,0.94,"-0.0","0.94","NS",NA
"SENP2",0.998,0.0266599486819987,1,0.03,"1.0","0.03","NS",NA
"SENP3",-0.799,0.00794151246030465,-0.8,0.01,"-0.8","<0.01","NS",NA
"SENP5",-0.722,0.0539060371023615,-0.7,0.05,"-0.7","0.05","NS",NA
"SENP6",0.582,0.111759102961704,0.6,0.11,"0.6","0.11","NS",NA
"SENP7",0.245,0.705496337690043,0.2,0.71,"0.2","0.71","NS",NA
"SENP8",0.593,0.153205694062081,0.6,0.15,"0.6","0.15","NS",NA
"SEPHS1",-0.251,0.23374825569543,-0.3,0.23,"-0.3","0.23","NS",NA
"SEPHS2",0.178,0.678157497047409,0.2,0.68,"0.2","0.68","NS",NA
"SEPSECS",0.378,0.709600879271559,0.4,0.71,"0.4","0.71","NS",NA
"SEPTIN10",0.738,0.0117692104966685,0.7,0.01,"0.7","0.01","NS",NA
"SEPTIN11",0.754,0.139199507363252,0.8,0.14,"0.8","0.14","NS",NA
"SEPTIN2",0.606,0.239752165689012,0.6,0.24,"0.6","0.24","NS",NA
"SEPTIN3",0.501,0.0386223752281391,0.5,0.04,"0.5","0.04","NS",NA
"SEPTIN5",-0.305,0.42288930296699,-0.3,0.42,"-0.3","0.42","NS",NA
"SEPTIN6",0.471,0.453098598747117,0.5,0.45,"0.5","0.45","NS",NA
"SEPTIN7",0.674,0.113458121255588,0.7,0.11,"0.7","0.11","NS",NA
"SEPTIN8",0.618,0.118600017147324,0.6,0.12,"0.6","0.12","NS",NA
"SERBP1",1.3,0.00201373577146634,1.3,0,"1.3","<0.01","Up",NA
"SERF2",2.16,0.0026754013310423,2.2,0,"2.2","<0.01","Up",NA
"SERGEF",0.019,0.983414681099391,0,0.98,"0.0","0.98","NS",NA
"SERPINA7",-4.29,0.00681120290508373,-4.3,0.01,"-4.3","<0.01","Down",NA
"SERPINB1",-0.117,0.693972958063303,-0.1,0.69,"-0.1","0.69","NS",NA
"SERPINB6",0.0817,0.88423125082381,0.1,0.88,"0.1","0.88","NS",NA
"SERPINB7",-0.0785,0.903968640823668,-0.1,0.9,"-0.1","0.90","NS",NA
"SERPINB9",0.075,0.848732367357328,0.1,0.85,"0.1","0.85","NS",NA
"SERPINE2",0.477,0.384493613975101,0.5,0.38,"0.5","0.38","NS",NA
"SERPINF1",-3.73,0.010803979052232,-3.7,0.01,"-3.7","0.01","NS",NA
"SERPINH1",-0.334,0.156765721019949,-0.3,0.16,"-0.3","0.16","NS",NA
"SESN2",0.501,0.381157861567063,0.5,0.38,"0.5","0.38","NS",NA
"SESTD1",-0.166,0.834740071057762,-0.2,0.83,"-0.2","0.83","NS",NA
"SET",0.0641,0.913448655149426,0.1,0.91,"0.1","0.91","NS",NA
"SETD1A",-0.217,0.208103804193189,-0.2,0.21,"-0.2","0.21","NS",NA
"SETD1B",-0.0107,0.986143547311919,0,0.99,"-0.0","0.99","NS",NA
"SETD2",0.276,0.264317293799214,0.3,0.26,"0.3","0.26","NS",NA
"SETD3",0.358,0.188622944520877,0.4,0.19,"0.4","0.19","NS",NA
"SETD7",0.213,0.626551333446067,0.2,0.63,"0.2","0.63","NS",NA
"SETDB1",-0.227,0.374546530058143,-0.2,0.37,"-0.2","0.37","NS",NA
"SETMAR",-0.678,0.160026899930676,-0.7,0.16,"-0.7","0.16","NS",NA
"SETX",3.09,7.7456203180463e-05,3.1,0,"3.1","<0.01","Up",NA
"SEZ6L2",0.649,0.240044415306613,0.6,0.24,"0.6","0.24","NS",NA
"SF1",1.21,0.034962102414987,1.2,0.03,"1.2","0.03","NS",NA
"SF3A1",0.455,0.182466335790671,0.5,0.18,"0.5","0.18","NS",NA
"SF3A2",-0.0242,0.967190396152621,0,0.97,"-0.0","0.97","NS",NA
"SF3A3",-0.308,0.333215012135206,-0.3,0.33,"-0.3","0.33","NS",NA
"SF3B1",-0.366,0.0982204850605932,-0.4,0.1,"-0.4","0.10","NS",NA
"SF3B2",-0.056,0.875078072617401,-0.1,0.88,"-0.1","0.88","NS",NA
"SF3B3",-0.379,0.0902388301702589,-0.4,0.09,"-0.4","0.09","NS",NA
"SF3B4",1.03,0.144587802798034,1,0.14,"1.0","0.14","NS",NA
"SF3B5",0.727,0.0109254041464992,0.7,0.01,"0.7","0.01","NS",NA
"SF3B6",0.368,0.254678134714571,0.4,0.25,"0.4","0.25","NS",NA
"SFMBT2",-0.484,0.739765501816848,-0.5,0.74,"-0.5","0.74","NS",NA
"SFPQ",0.181,0.627211181677416,0.2,0.63,"0.2","0.63","NS",NA
"SFR1",1.16,0.0014674632360956,1.2,0,"1.2","<0.01","Up",NA
"SFSWAP",0.442,0.315085171028914,0.4,0.32,"0.4","0.32","NS",NA
"SFT2D3",-0.0415,0.950750391553719,0,0.95,"-0.0","0.95","NS",NA
"SFXN1",-0.149,0.720360128174365,-0.1,0.72,"-0.1","0.72","NS",NA
"SGCE",-0.248,0.846261862515254,-0.2,0.85,"-0.2","0.85","NS",NA
"SGF29",0.59,0.12557896930014,0.6,0.13,"0.6","0.13","NS",NA
"SGK3",0.22,0.644456854243225,0.2,0.64,"0.2","0.64","NS",NA
"SGMS2",-0.455,0.827757733365997,-0.5,0.83,"-0.5","0.83","NS",NA
"SGO1",0.484,0.289829763799085,0.5,0.29,"0.5","0.29","NS",NA
"SGO2",0.419,0.0938488672374415,0.4,0.09,"0.4","0.09","NS",NA
"SGPL1",-0.955,0.023640136254991,-1,0.02,"-1.0","0.02","NS",NA
"SGPP1",0.193,0.847040166044077,0.2,0.85,"0.2","0.85","NS",NA
"SGSH",0.187,0.704399724201846,0.2,0.7,"0.2","0.70","NS",NA
"SGTA",0.744,0.0865475221614935,0.7,0.09,"0.7","0.09","NS",NA
"SH2B1",0.233,0.552056786218248,0.2,0.55,"0.2","0.55","NS",NA
"SH3BGRL",0.88,0.0388334512698107,0.9,0.04,"0.9","0.04","NS",NA
"SH3BGRL2",0.333,0.389145969358216,0.3,0.39,"0.3","0.39","NS",NA
"SH3BGRL3",0.0821,0.802474185845328,0.1,0.8,"0.1","0.80","NS",NA
"SH3BP1",0.989,2.70226475373981e-05,1,0,"1.0","<0.01","NS",NA
"SH3BP5",1.56,0.00725937794414379,1.6,0.01,"1.6","<0.01","Up",NA
"SH3BP5L",1.67,0.00319783903022565,1.7,0,"1.7","<0.01","Up",NA
"SH3D19",1.92,0.0010188199989994,1.9,0,"1.9","<0.01","Up",NA
"SH3GL1",1.7,0.000124797890039474,1.7,0,"1.7","<0.01","Up",NA
"SH3GL2",2.15,0.000189230392746494,2.1,0,"2.1","<0.01","Up",NA
"SH3GL3",0.886,0.00177660536360592,0.9,0,"0.9","<0.01","NS",NA
"SH3GLB1",0.984,0.000126670226612347,1,0,"1.0","<0.01","NS",NA
"SH3GLB2",0.853,0.00010100769811833,0.9,0,"0.9","<0.01","NS",NA
"SH3KBP1",1.69,2.9515693696364e-05,1.7,0,"1.7","<0.01","Up",NA
"SH3PXD2A",1.26,1.49686411674091e-05,1.3,0,"1.3","<0.01","Up",NA
"SH3PXD2B",0.87,0.00145667856066182,0.9,0,"0.9","<0.01","NS",NA
"SH3RF3",-0.94,0.672191624050416,-0.9,0.67,"-0.9","0.67","NS",NA
"SHB",1.86,3.94022360767212e-05,1.9,0,"1.9","<0.01","Up",NA
"SHC1",0.521,0.0168903408704474,0.5,0.02,"0.5","0.02","NS",NA
"SHC4",4.49,0.178883448770017,4.5,0.18,"4.5","0.18","NS",NA
"SHISA2",0.0232,0.96837367084624,0,0.97,"0.0","0.97","NS",NA
"SHKBP1",0.877,0.390819898632197,0.9,0.39,"0.9","0.39","NS",NA
"SHMT1",0.469,0.493436176930091,0.5,0.49,"0.5","0.49","NS",NA
"SHMT2",-0.327,0.603996614173938,-0.3,0.6,"-0.3","0.60","NS",NA
"SHOC2",-0.49,0.0995457492910304,-0.5,0.1,"-0.5","0.10","NS",NA
"SHPK",-0.195,0.748217901766533,-0.2,0.75,"-0.2","0.75","NS",NA
"SHPRH",-0.564,0.399933185293839,-0.6,0.4,"-0.6","0.40","NS",NA
"SHQ1",1.26,0.0290590481463794,1.3,0.03,"1.3","0.03","NS",NA
"SHROOM1",1.65,0.000225432892136373,1.6,0,"1.6","<0.01","Up",NA
"SHTN1",1.46,0.00592491483574166,1.5,0.01,"1.5","<0.01","Up",NA
"SIAE",0.809,0.201697638788035,0.8,0.2,"0.8","0.20","NS",NA
