"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"ABCA3",2.69,0.000166929291580323,2.7,0,"2.7","<0.01","Up",NA
"ABCB10",1.61,0.000130784030256776,1.6,0,"1.6","<0.01","Up",NA
"ABCB6",-0.172,0.894954051998303,-0.2,0.89,"-0.2","0.89","NS",NA
"ABHD5",-1.46,0.180416347463281,-1.5,0.18,"-1.5","0.18","NS",NA
"ACE2",3.34,0.115014091174064,3.3,0.12,"3.3","0.12","NS",NA
"ACOT13",0.652,0.0104965449967208,0.7,0.01,"0.7","0.01","NS",NA
"ACTMAP",3.26,1.26044290496956e-09,3.3,0,"3.3","<0.01","Up",NA
"ADAM9",0.21,0.488578232519372,0.2,0.49,"0.2","0.49","NS",NA
"ADAMTS1",0.058,0.804730039339186,0.1,0.8,"0.1","0.80","NS",NA
"ADD1",-0.159,0.340993400750866,-0.2,0.34,"-0.2","0.34","NS",NA
"ADGRG6",0.0567,0.972190060676321,0.1,0.97,"0.1","0.97","NS",NA
"AGA",-1,0.106016677989121,-1,0.11,"-1.0","0.11","NS",NA
"AHDC1",0.379,0.146669299261035,0.4,0.15,"0.4","0.15","NS",NA
"AIFM2",-2.03,0.105655671893485,-2,0.11,"-2.0","0.11","NS",NA
"AIRIM",-0.886,0.0992798404193555,-0.9,0.1,"-0.9","0.10","NS",NA
"AKAP7",-2.38,0.239974362075722,-2.4,0.24,"-2.4","0.24","NS",NA
"AKIRIN2",-1.74,0.000516664429698379,-1.7,0,"-1.7","<0.01","Down",NA
"ALDH18A1",1.83,0.000572082627407596,1.8,0,"1.8","<0.01","Up",NA
"ALDH1L2",0.0586,0.799776084482511,0.1,0.8,"0.1","0.80","NS",NA
"ALG1",3.08,1.89790347738924e-07,3.1,0,"3.1","<0.01","Up",NA
"ALKBH8",-0.626,NA,-0.6,NA,"-0.6",NA,"NS",NA
"AMFR",0.579,0.00867692348382106,0.6,0.01,"0.6","<0.01","NS",NA
"AMMECR1",5.89,4.71825291999052e-06,5.9,0,"5.9","<0.01","Up",NA
"AMOT",-0.291,0.372659726577873,-0.3,0.37,"-0.3","0.37","NS",NA
"AMOTL1",-0.232,0.409485068626322,-0.2,0.41,"-0.2","0.41","NS",NA
"ANAPC16",3.09,5.975429022233e-09,3.1,0,"3.1","<0.01","Up",NA
"ANAPC4",2.39,1.31536532315824e-08,2.4,0,"2.4","<0.01","Up",NA
"ANGEL1",2.09,0.0194863280815342,2.1,0.02,"2.1","0.02","NS",NA
"ANKLE2",0.135,0.597123480484364,0.1,0.6,"0.1","0.60","NS",NA
"ANXA4",0.779,0.000471869801441077,0.8,0,"0.8","<0.01","NS",NA
"APLP1",-0.148,0.920398523470275,-0.1,0.92,"-0.1","0.92","NS",NA
"APLP2",-0.324,0.39162606255604,-0.3,0.39,"-0.3","0.39","NS",NA
"APOA1",-0.583,0.122779624025763,-0.6,0.12,"-0.6","0.12","NS",NA
"APOC3",1.5,0.0434335900866885,1.5,0.04,"1.5","0.04","NS",NA
"APOE",-0.183,0.651162909785429,-0.2,0.65,"-0.2","0.65","NS",NA
"APOH",0.852,0.368672728957237,0.9,0.37,"0.9","0.37","NS",NA
"APP",-0.522,0.12404347736128,-0.5,0.12,"-0.5","0.12","NS",NA
"ARB2A",2.85,3.37469763252224e-07,2.9,0,"2.9","<0.01","Up",NA
"ARF3",-3.18,0.0902724041032891,-3.2,0.09,"-3.2","0.09","NS",NA
"ARL5B",-8.24,6.77134888868309e-06,-8.2,0,"-8.2","<0.01","Down",NA
"ARL6IP1",0.446,0.374661985554692,0.4,0.37,"0.4","0.37","NS",NA
"ARMC7",-1.67,NA,-1.7,NA,"-1.7",NA,"NS",NA
"ART5",0.075,0.812981298347009,0.1,0.81,"0.1","0.81","NS",NA
"ASPRV1",0.465,NA,0.5,NA,"0.5",NA,"NS",NA
"ATAD5",0.0588,0.81337949309655,0.1,0.81,"0.1","0.81","NS",NA
"ATF3",-2.03,0.000150864997301365,-2,0,"-2.0","<0.01","Down",NA
"ATF4",-0.299,0.630851840977879,-0.3,0.63,"-0.3","0.63","NS",NA
"ATP5MK",-0.0884,0.771670072418885,-0.1,0.77,"-0.1","0.77","NS",NA
"ATP6V0D2",-0.635,0.409522981984307,-0.6,0.41,"-0.6","0.41","NS",NA
"ATP6V1D",-0.567,0.00290890753342403,-0.6,0,"-0.6","<0.01","NS",NA
"ATR",6.83,1.75964018857181e-10,6.8,0,"6.8","<0.01","Up",NA
"B3GALNT2",2.72,0.104834028431642,2.7,0.1,"2.7","0.10","NS",NA
"B4GALT5",0.502,0.227374643256558,0.5,0.23,"0.5","0.23","NS",NA
"B4GALT6",-0.0277,0.975764074073638,0,0.98,"-0.0","0.98","NS",NA
"B9D1",5.21,3.47930604561181e-07,5.2,0,"5.2","<0.01","Up",NA
"BACE1",-0.719,0.37984057382641,-0.7,0.38,"-0.7","0.38","NS",NA
"BCL2L12",5.38,5.34480854017616e-07,5.4,0,"5.4","<0.01","Up",NA
"BCOR",-0.311,0.175941252290969,-0.3,0.18,"-0.3","0.18","NS",NA
"BIRC2",-5.06,7.1537914240056e-10,-5.1,0,"-5.1","<0.01","Down","BIRC2"
"BLM",0.0227,0.915807017190563,0,0.92,"0.0","0.92","NS",NA
"BLOC1S4",-1.45,0.000132875134562852,-1.4,0,"-1.4","<0.01","Down",NA
"BMP2",-0.662,0.704079910589391,-0.7,0.7,"-0.7","0.70","NS",NA
"BMP4",-1.01,0.323542264839999,-1,0.32,"-1.0","0.32","NS",NA
"BMPR2",4.41,0.00611907519191294,4.4,0.01,"4.4","<0.01","Up",NA
"BNIP3",4.43,0.00135375171084702,4.4,0,"4.4","<0.01","Up",NA
"BOD1",-1.32,0.0251442411184072,-1.3,0.03,"-1.3","0.03","NS",NA
"BORCS6",-0.553,0.0702972971748293,-0.6,0.07,"-0.6","0.07","NS",NA
"BPGM",-3.45,4.37877879871938e-10,-3.5,0,"-3.5","<0.01","Down","BPGM"
"BPNT2",0.52,0.0644729286953262,0.5,0.06,"0.5","0.06","NS",NA
"BRI3",0.326,0.67939551099927,0.3,0.68,"0.3","0.68","NS",NA
"BRI3BP",1.03,4.06136446579095e-05,1,0,"1.0","<0.01","Up",NA
"BRWD3",-0.467,0.0828802238603526,-0.5,0.08,"-0.5","0.08","NS",NA
"BTBD9",2.45,0.295599863219835,2.5,0.3,"2.5","0.30","NS",NA
"BTN2A3P",1.54,NA,1.5,NA,"1.5",NA,"NS",NA
"C1orf159",0.2,0.88914007167427,0.2,0.89,"0.2","0.89","NS",NA
"C1orf198",-1.09,0.00211535955168826,-1.1,0,"-1.1","<0.01","Down",NA
"C2CD2L",1.08,0.0129542251460569,1.1,0.01,"1.1","0.01","NS",NA
"C4A",8.25,2.09930344812573e-06,8.2,0,"8.2","<0.01","Up",NA
"C4BPA",2.05,0.0435184646049287,2,0.04,"2.0","0.04","NS",NA
"C6orf89",3.93,7.32413058448401e-09,3.9,0,"3.9","<0.01","Up",NA
"C8orf88",-3.5,0.0175039409404292,-3.5,0.02,"-3.5","0.02","NS",NA
"C9orf72",2.87,0.208963516255562,2.9,0.21,"2.9","0.21","NS",NA
"CABIN1",4.65,5.73090891244505e-11,4.7,0,"4.7","<0.01","Up",NA
"CALCOCO2",0.212,0.571133650634319,0.2,0.57,"0.2","0.57","NS",NA
"CAMKK1",-0.631,0.0318388964942102,-0.6,0.03,"-0.6","0.03","NS",NA
"CARMIL2",-1.78,0.000391555300491606,-1.8,0,"-1.8","<0.01","Down",NA
"CASTOR2",2.93,3.94060144578685e-05,2.9,0,"2.9","<0.01","Up",NA
