"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"REACTOME pathway","R-HSA-9711123","Cellular response to chemical stress",121,18,2.187,1.4549,0.541,0.0659314368963661,1.18090745922729,1,0.185827048749622,1,"CSNK2A1,PSMB3,NDUFA4,NCOA1,ATOX1,PSMB1,NCOA6,CYBA,TALDO1,PSMA4,TXNIP,CDKN1A,PSMB2,UBXN7,GPX1,UFD1,PSMA5,PRDX3","2457,9540,7687,7668,798,9537,15936,2577,11559,9533,16952,1784,9539,29119,4553,12520,9534,9354","cellular response to chemical stress","ATOX1;CDKN1A;CSNK2A1;CYBA;GPX1;NCOA1;NCOA6;NDUFA4;PRDX3;PSMA4;PSMA5;PSMB1;PSMB2;PSMB3;TALDO1;TXNIP;UBXN7;UFD1",18
NA,"KEGG Pathway H.sap","path:hsa01230","Biosynthesis of amino acids",57,17,2.066,2.9169,1.544,3.33930065040494e-05,4.47634447794061,0.0834825162601235,0.00209753428685338,0.0176223538966196,"PKM,GAPDH,PSPH,TALDO1,MAT2A,ENO2,PRPS1,GLUL,RPIA,BCAT1,TPI1,PGAM1,ENO3,PRPS2,GOT1,SHMT1,ENO1","9021,4141,9577,11559,6904,3353,9462,4341,10297,976,12009,8888,3354,9465,4432,10850,3350","biosynthesis of amino acids","BCAT1;ENO1;ENO2;ENO3;GAPDH;GLUL;GOT1;MAT2A;PGAM1;PKM;PRPS1;PRPS2;PSPH;RPIA;SHMT1;TALDO1;TPI1",17
NA,"REACTOME pathway","R-HSA-8856828","Clathrin-mediated endocytosis",78,17,2.066,2.1316,1.092,0.00191830045443649,2.71708337032249,1,0.0195744944330254,0.164454364540404,"COPS5,ARRB1,NECAP1,GRB2,WASL,NECAP2,AMPH,PACSIN2,CLTB,EPN1,SH3GL1,ARPC5,ARF6,FNBP1,CTTN,FNBP1L,SH3GL2","2240,711,24539,4566,12735,25528,471,8571,2091,21604,10830,708,659,17069,3338,20851,10831","clathrin mediated endocytosis","AMPH;ARF6;ARPC5;ARRB1;CLTB;COPS5;CTTN;EPN1;FNBP1;FNBP1L;GRB2;NECAP1;NECAP2;PACSIN2;SH3GL1;SH3GL2;WASL",17
NA,"KEGG Pathway H.sap","path:hsa04820","Cytoskeleton in muscle cells",104,17,2.066,1.5987,0.677,0.0340765942500794,1.46754381684866,1,0.126665350721735,1,"ENO1,NEBL,FHL3,PDLIM3,PDLIM2,CSRP1,ENO2,PDLIM5,FLNC,PDLIM7,CSRP2,CAPZB,ENO3,PDLIM1,LMOD1,ZYX,INF2","3350,16932,3704,20767,13992,2469,3353,17468,3756,22958,2470,1491,3354,2067,6647,13200,23791","cytoskeleton in muscle cells","CAPZB;CSRP1;CSRP2;ENO1;ENO2;ENO3;FHL3;FLNC;INF2;LMOD1;NEBL;PDLIM1;PDLIM2;PDLIM3;PDLIM5;PDLIM7;ZYX",17
NA,"KEGG Pathway H.sap","path:hsa05130","Pathogenic Escherichia coli infection",114,17,2.066,1.4584,0.544,0.0711111061116139,1.1480625659887,1,0.196555686651798,1,"WASF2,FADD,CDC42,ARF6,WIPF2,RAB1A,WASL,GAPDH,BRK1,RHOA,RPS3,CTTN,RAC1,WIPF1,ARF1,ARPC5L,ARPC5","12733,3573,1736,659,30923,9758,12735,4141,23057,667,10420,3338,9801,12736,652,23366,708","pathogenic escherichia coli infection","ARF1;ARF6;ARPC5;ARPC5L;BRK1;CDC42;CTTN;FADD;GAPDH;RAB1A;RAC1;RHOA;RPS3;WASF2;WASL;WIPF1;WIPF2",17
NA,"KEGG Pathway H.sap","path:hsa05100","Bacterial invasion of epithelial cells",61,16,1.944,2.5653,1.359,0.00030006411120808,3.52278594471625,0.7501602780202,0.00634524652607315,0.0533093454274357,"CRKL,WASL,RHOA,SEPTIN8,ARPC5L,RAC1,SEPTIN11,CD2AP,CDC42,ARPC5,CRK,WASF2,CTTN,SEPTIN6,CLTB,SEPTIN2","2363,12735,667,16511,23366,9801,25589,14258,1736,708,2362,12733,3338,15848,2091,7729","bacterial invasion of epithelial cells","ARPC5;ARPC5L;CD2AP;CDC42;CLTB;CRK;CRKL;CTTN;RAC1;RHOA;SEPTIN11;SEPTIN2;SEPTIN6;SEPTIN8;WASF2;WASL",16
NA,"PANTHER Pathway H.sap","P00034","Integrin signalling pathway",86,16,1.944,1.8195,0.864,0.0126621453194346,1.89749270652562,1,0.0693758928187665,0.582858903813337,"RND3,VASP,ARPC5L,CRKL,RHOA,RAP2A,CDC42,ARPC5,ARF1,RAPGEF1,RHOC,RAP2B,RAP2C,CRK,ARF6,RAC1","671,12652,23366,2363,667,9861,1736,708,652,4568,669,9862,21165,2362,659,9801","integrin signalling pathway","ARF1;ARF6;ARPC5;ARPC5L;CDC42;CRK;CRKL;RAC1;RAP2A;RAP2B;RAP2C;RAPGEF1;RHOA;RHOC;RND3;VASP",16
NA,"KEGG Pathway H.sap","path:hsa01200","Carbon metabolism",88,16,1.944,1.7782,0.83,0.0156478052443817,1.80554656783617,1,0.077311290733111,0.649527845166786,"TPI1,PKM,ENO3,PRPS2,SHMT1,GPI,ENO1,ACAT2,GAPDH,PSPH,TALDO1,PGAM1,ENO2,PRPS1,RPIA,GOT1","12009,9021,3354,9465,10850,4458,3350,94,4141,9577,11559,8888,3353,9462,10297,4432","carbon metabolism","ACAT2;ENO1;ENO2;ENO3;GAPDH;GOT1;GPI;PGAM1;PKM;PRPS1;PRPS2;PSPH;RPIA;SHMT1;TALDO1;TPI1",16
NA,"REACTOME pathway","R-HSA-196854","Metabolism of vitamins and cofactors",102,16,1.944,1.5341,0.617,0.0538757233843899,1.26860688555994,1,0.164354741297935,1,"PPCDC,SHMT1,GCHFR,MTHFS,PTS,RFK,NAPRT,PDXK,MOCS2,PNPO,RBP1,NAXD,NADK2,NAMPT,PRSS3,NADSYN1","28107,10850,4194,7437,9689,30324,30450,8819,7193,30260,9919,25576,26404,30092,9486,29832","metabolism of vitamins and cofactors","GCHFR;MOCS2;MTHFS;NADK2;NADSYN1;NAMPT;NAPRT;NAXD;PDXK;PNPO;PPCDC;PRSS3;PTS;RBP1;RFK;SHMT1",16
NA,"KEGG Pathway H.sap","path:hsa00230","Purine metabolism",64,15,1.823,2.2922,1.197,0.00162278536052035,2.78973891880966,1,0.0181027178744593,0.152089290207956,"IMPDH2,PRPS1,HDDC2,NT5C2,HPRT1,PDE6D,PRPS2,NME1,HDDC3,NUDT5,IMPDH1,PPAT,NME2,AK1,PDE5A","6053,9462,21078,8022,5157,8788,9465,7849,30522,8052,6052,9238,7850,361,8784","purine metabolism","AK1;HDDC2;HDDC3;HPRT1;IMPDH1;IMPDH2;NME1;NME2;NT5C2;NUDT5;PDE5A;PDE6D;PPAT;PRPS1;PRPS2",15
