"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","removed_exact","removed_pattern","removed_low_count","removed_high_padj"
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","14/93","246/3974",0.0569105691056911,2.43185593146254,3.5888710985496,0.00150778737889752,0.163677580729131,0.156545054573985,"DNAL4/KIF5B/KLC4/NDUFA4/NDUFC1/PRPH/ATXN2L/BAD/BAX/COX7A2L/DCTN3/KLC2/NDUFB1/SETX",14,"amyotrophic lateral sclerosis",FALSE,FALSE,FALSE,TRUE
"Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","14/93","250/3974",0.056,2.39294623655914,3.52150620470079,0.00175997398633474,0.163677580729131,0.156545054573985,"BMP4/CDKN2A/CKS1B/CKS2/GSTA4/IFNAR1/IL6ST/LAMA4/NCOA4/NFE2L2/VHL/BAD/BAX/FADD",14,"pathways in cancer",FALSE,FALSE,FALSE,TRUE
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","5/93","45/3974",0.111111111111111,4.7479091995221,3.91366130739947,0.0036743626844431,0.180600475290126,0.172730505512345,"CDKN2A/GSTA4/BAD/BAX/FADD",5,"platinum drug resistance",FALSE,FALSE,FALSE,TRUE
"Cellular Processes","Cell motility","hsa04814","Motor proteins","7/93","89/3974",0.0786516853932584,3.36087954572913,3.48660105090408,0.00442840919847614,0.180600475290126,0.172730505512345,"DNAL4/KIF5B/KLC4/CENPE/DCTN3/HOOK3/KLC2",7,"motor proteins",FALSE,FALSE,FALSE,TRUE
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","14/93","279/3974",0.0501792114695341,2.14421705784869,3.06783666511942,0.00485485148629371,0.180600475290126,0.172730505512345,"DNAL4/KIF5B/KLC4/NDUFA4/NDUFC1/PRPH/ATXN2L/BAD/BAX/COX7A2L/DCTN3/FADD/KLC2/NDUFB1",14,"pathways of neurodegeneration - multiple diseases",FALSE,FALSE,FALSE,TRUE
