plot_id,plot_title,x_label,y_label,name,ID,x_ratio,y_ratio,x_padj,y_padj,significant_x,significant_y,significance_class,significant_either_axis,combined_abs_ratio
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ABCA3,Q99758,-0.42,2.18,0.999855980822395,0.0121509512723123,FALSE,TRUE,Significant on y-axis only,TRUE,2.6
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ABCB10,Q9NRK6,-0.327,0.628,0.999855980822395,0.979590414614369,FALSE,FALSE,Not significant,FALSE,0.9550000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ABCB6,Q9NP58,0.623,0.446,NA,NA,FALSE,FALSE,Not significant,FALSE,1.069
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ABHD5,Q8WTS1,-1.51,0.0154,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.5254
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ACE2,Q9BYF1,5.12,-2.66,0.434202095899587,0.999035847456636,FALSE,FALSE,Not significant,FALSE,7.78
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ACOT13,Q9NPJ3,-0.128,0.083,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.21100000000000002
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ACTMAP,Q5BKX5,-0.289,0.102,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.39099999999999996
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ADAM9,Q13443,-0.00918,0.0132,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.02238
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ADAMTS1,Q9UHI8,-0.169,0.238,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.40700000000000003
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ADD1,P35611,-0.119,0.0232,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1422
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ADGRG6,Q86SQ4,-4,1.55,0.0677855051460112,NA,FALSE,FALSE,Not significant,FALSE,5.55
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AGA,P20933,-2,-2.3,0.0577884498460613,0.0140107854342375,FALSE,TRUE,Significant on y-axis only,TRUE,4.3
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AHDC1,Q5TGY3,-0.0281,-0.0619,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.09
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AIFM2,Q9BRQ8,-4.69,4.42,0.0158831804720405,0.0224664475705082,TRUE,TRUE,Significant on both axes,TRUE,9.11
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AIRIM,Q9NX04,-0.473,-0.388,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.861
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AKAP7,Q9P0M2,-5.01,4.28,0.374343752856176,0.627689674862063,FALSE,FALSE,Not significant,FALSE,9.29
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AKIRIN2,Q53H80,-0.19,-0.469,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.659
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ALDH18A1,P54886,-0.0208,0.258,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2788
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ALDH1L2,Q3SY69,-0.18,0.343,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.523
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ALG1,Q9BT22,-0.0463,0.169,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.21530000000000002
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ALKBH8,Q96BT7,-4.38,-4.26,0.794066354197864,0.703101577974555,FALSE,FALSE,Not significant,FALSE,8.64
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AMFR,Q9UKV5,-0.175,0.0961,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2711
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AMMECR1,Q9Y4X0,-0.061,-5.97,0.999855980822395,2.71641584582524e-5,FALSE,TRUE,Significant on y-axis only,TRUE,6.031
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AMOT,Q4VCS5,-0.252,-0.372,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.624
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,AMOTL1,Q8IY63,-0.317,-0.356,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.673
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ANAPC16,Q96DE5,-0.297,-0.156,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.45299999999999996
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ANAPC4,Q9UJX5,0.108,0.258,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.366
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ANGEL1,Q9UNK9,-0.547,0.0877,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.6347
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ANKLE2,Q86XL3,-0.274,-0.0607,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.3347
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ANXA4,P09525,-0.00892,0.185,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.19392
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,APLP1,P51693,0.869,-5.85,NA,0.00151272508791366,FALSE,TRUE,Significant on y-axis only,TRUE,6.718999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,APLP2,Q06481,-0.239,-0.543,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.782
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,APOA1,P02647,0.171,-0.761,0.999855980822395,0.756877349946096,FALSE,FALSE,Not significant,FALSE,0.932
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,APOC3,P02656,-4.08,-3.5,2.0721356433663e-4,0.00105284542743404,TRUE,TRUE,Significant on both axes,TRUE,7.58
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,APOE,P02649,-0.151,-0.434,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.585
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,APOH,P02749,1.13,-4.67,NA,7.2736238576792e-4,FALSE,TRUE,Significant on y-axis only,TRUE,5.8
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,APP,P05067,-0.289,-0.5,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.7889999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ARB2A,Q8WUF8,0.0803,0.165,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.24530000000000002
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ARF3,P61204,-1.76,-9.67,NA,4.6643006477125e-4,FALSE,TRUE,Significant on y-axis only,TRUE,11.43
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ARL5B,Q96KC2,6.21,-6.06,0.00158060818982521,0.00177186751327905,TRUE,TRUE,Significant on both axes,TRUE,12.27
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ARL6IP1,Q15041,-1.06,-0.23,0.785783035108765,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.29
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ARMC7,Q9H6L4,-0.235,-0.297,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.532
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ART5,Q96L15,-4.33,0.0493,1.60302449834927e-10,0.999035847456636,TRUE,FALSE,Significant on x-axis only,TRUE,4.3793
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ASPRV1,Q53RT3,4.81,5.46,0.091779074843414,0.0275214800910071,FALSE,TRUE,Significant on y-axis only,TRUE,10.27
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ATAD5,Q96QE3,-0.192,-0.0206,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2126
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ATF3,P18847,-0.18,0.85,0.999855980822395,0.81294785540376,FALSE,FALSE,Not significant,FALSE,1.03
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ATF4,P18848,-0.326,1.45,0.999855980822395,0.306847591445337,FALSE,FALSE,Not significant,FALSE,1.776
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ATP5MK,Q96IX5,-0.38,-0.433,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.813
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ATP6V0D2,Q8N8Y2,5.59,-0.0222,7.42722549141712e-6,0.999035847456636,TRUE,FALSE,Significant on x-axis only,TRUE,5.6122
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ATP6V1D,Q9Y5K8,0.00122,-0.264,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.26522
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ATR,Q13535,0.158,0.308,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.46599999999999997
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,B3GALNT2,Q8NCR0,-0.643,4.59,NA,0.160442053647352,FALSE,FALSE,Not significant,FALSE,5.233
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,B4GALT5,O43286,0.0674,-0.653,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.7204
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,B4GALT6,Q9UBX8,-1.73,0.0599,0.498971070026595,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.7899
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,B9D1,Q9UPM9,-5.03,0.254,6.50080783127012e-6,0.999035847456636,TRUE,FALSE,Significant on x-axis only,TRUE,5.284000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BACE1,P56817,0.395,-5.21,NA,3.33696589290513e-5,FALSE,TRUE,Significant on y-axis only,TRUE,5.605
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BCL2L12,Q9HB09,6.41,7.32,5.41435635799012e-7,1.03598351790941e-7,TRUE,TRUE,Significant on both axes,TRUE,13.73
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BCOR,Q6W2J9,-0.241,-0.198,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.439
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BIRC2,Q13490,-0.0319,-0.166,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.19790000000000002
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BLM,P54132,0.0409,-0.071,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1119
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BLOC1S4,Q9NUP1,-0.256,-0.225,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.481
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BMP2,P12643,-3.73,-1.75,0.581174114815674,NA,FALSE,FALSE,Not significant,FALSE,5.48
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BMP4,P12644,1.43,0.442,NA,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.8719999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BMPR2,Q13873,0.649,-6.08,NA,0.00574271728311511,FALSE,TRUE,Significant on y-axis only,TRUE,6.729
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BNIP3,Q12983,-4.5,-2.09,0.0182155483482585,NA,TRUE,FALSE,Significant on x-axis only,TRUE,6.59
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BOD1,Q96IK1,-0.409,-0.458,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.867
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BORCS6,Q96GS4,0.0415,-0.0981,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1396
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BPGM,P07738,-0.132,-0.529,0.999855980822395,0.899353755400837,FALSE,FALSE,Not significant,FALSE,0.661
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BPNT2,Q9NX62,-0.466,-0.96,0.999855980822395,0.0276955197413335,FALSE,TRUE,Significant on y-axis only,TRUE,1.426
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BRI3,O95415,-0.361,5.57,NA,4.6571391701408e-6,FALSE,TRUE,Significant on y-axis only,TRUE,5.931
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BRI3BP,Q8WY22,0.021,0.0581,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.0791
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BRWD3,Q6RI45,-0.0105,-0.0949,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1054
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BTBD9,Q96Q07,3.74,1.16,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,4.9
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,BTN2A3P,Q96KV6,-2.27,-4.02,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,6.289999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C1orf159,Q96HA4,1.53,-3.37,0.999855980822395,0.173553929767082,FALSE,FALSE,Not significant,FALSE,4.9
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C1orf198,Q9H425,-0.133,-0.546,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.679
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C2CD2L,O14523,-0.395,0.221,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.616
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C4A,P0C0L4,-0.654,0.561,NA,NA,FALSE,FALSE,Not significant,FALSE,1.215
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C4BPA,P04003,-0.732,-0.53,NA,NA,FALSE,FALSE,Not significant,FALSE,1.262
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C6orf89,Q6UWU4,-0.179,-0.0346,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.21359999999999998
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C8orf88,P0DMB2,2.24,-0.157,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,2.3970000000000002
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,C9orf72,Q96LT7,-3.91,0.0457,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,3.9557
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CABIN1,Q9Y6J0,-0.156,-0.091,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.247
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CALCOCO2,Q13137,0.171,-0.608,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.779
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CAMKK1,Q8N5S9,-0.176,-0.189,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.365
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CARMIL2,Q6F5E8,-0.184,-0.569,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.7529999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CASTOR2,A6NHX0,2.95,0.326,3.4424349919881e-4,0.999035847456636,TRUE,FALSE,Significant on x-axis only,TRUE,3.2760000000000002
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CBY1,Q9Y3M2,0.212,-0.649,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.861
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC106,Q9BWC9,-0.261,-0.374,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.635
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC120,Q96HB5,0.731,5.12,0.999855980822395,0.00194123935595457,FALSE,TRUE,Significant on y-axis only,TRUE,5.851
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC138,Q96M89,-0.543,0.191,NA,NA,FALSE,FALSE,Not significant,FALSE,0.734
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC158,Q5M9N0,-0.316,0.0381,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.3541
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC18,Q5T9S5,0.23,-0.279,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.509
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC186,Q7Z3E2,-0.0113,-0.415,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.42629999999999996
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC28B,Q9BUN5,-0.136,-0.385,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.521
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC66,A2RUB6,-0.694,-0.805,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.499
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCDC82,Q8N4S0,-0.359,-0.317,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.6759999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCK,P06307,0.247,-0.074,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.321
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCN1,O00622,0.445,-0.5,NA,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.9450000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,CCN2,P29279,-0.241,-5.41,NA,0.0134777789906084,FALSE,TRUE,Significant on y-axis only,TRUE,5.651
