"name","ID","log2fc_100_vs_vehicle","log2fc_200_vs_vehicle","pvalue_100_vs_vehicle","pvalue_200_vs_vehicle","direction_100","direction_200","sig_100","sig_200","significance_group","same_direction","combined_abs_log2fc","min_pvalue"
"DG 36:6 NL 22:5","630.50977 -> 283.22737",0.328,-0.304,0.198037000510589,0.229024345418059,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.632,0.198037000510589
"DG 36:7 NL 16:0","628.49407 -> 355.227291",0.324,-1.15,0.641664825787114,0.122052739292817,"NS","NS",FALSE,FALSE,"Not significant","not significant",1.474,0.122052739292817
"DG 36:7 NL 16:1","628.49407 -> 357.242941",0.147,-0.19,0.680327127845329,0.596652857925358,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.337,0.596652857925358
"DG 36:7 NL 22:5","628.49407 -> 281.21167",0.237,-0.527,0.55174293390211,0.203409390565808,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.764,0.203409390565808
"DG 38:0 NL 20:0","670.59857 -> 341.269191",0.298,0.695,0.339573207925729,0.0440501413581061,"NS","Up",FALSE,TRUE,"200uM only","dose-specific or opposite",0.993,0.0440501413581061
"DG 38:2 NL 16:1","666.54617 -> 369.24617",-0.00227,-0.137,0.974189451592462,0.0769978942805358,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.13927,0.0769978942805358
"DG 40:5 NL 20:0","688.58797 -> 359.25857",0.365,0.27,0.173594725763851,0.301631868561727,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.635,0.173594725763851
"DG 40:5 NL 22:5","688.58797 -> 341.30557",0.342,0.361,0.177960938373614,0.157423410334602,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.703,0.157423410334602
"DG 40:6 NL 20:0","686.57237 -> 357.24297",0.511,0.431,0.278853026783761,0.355498995780959,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.942,0.278853026783761
"DG 40:6 NL 22:6","686.57237 -> 341.30587",0.412,0.474,0.413035907095312,0.348969281788078,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.886,0.348969281788078
"DG 40:7 NL 22:6","684.55667 -> 339.29017",0.225,0.272,0.307381053864524,0.224049397721495,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.497,0.224049397721495
"DG 42:10 NL 16:0","706.54107 -> 433.274291",0.405,-0.114,0.11006249126918,0.630132572603849,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.519,0.11006249126918
"DG 42:11 NL 16:0","704.52537 -> 431.258591",0.345,-0.797,0.550037213417519,0.185546691688199,"NS","NS",FALSE,FALSE,"Not significant","not significant",1.142,0.185546691688199
"DG 42:11 NL 22:5","704.52537 -> 357.24297",0.342,-0.482,0.424098857860667,0.269337936342289,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.824,0.269337936342289
"DG 42:6 NL 22:6","714.60367 -> 369.33717",0.138,-0.0287,0.104271327838286,0.714798193887401,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1667,0.104271327838286
"DG O-36:4 NL 18:1","620.56177 -> 321.26177",0.0899,-0.116,0.478588284698716,0.36668094819843,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2059,0.36668094819843
"LPC 14:0","468.345425 -> 184.07",0.11,0.209,0.395237005758993,0.124132654205659,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.319,0.124132654205659
"LPC 16:0","496.376725 -> 184.07",-0.0608,0.499,0.67273011221427,0.00631232557427997,"NS","Up",FALSE,TRUE,"200uM only","dose-specific or opposite",0.5598,0.00631232557427997
"LPC 16:1","494.361025 -> 184.07",0.0911,0.281,0.464640112612703,0.0439707732064116,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3721,0.0439707732064116
"LPC 18:0","524.408025 -> 184.07",-0.274,0.0792,0.00452852550813311,0.301680194650195,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3532,0.00452852550813311
"LPC 20:1","550.387225 -> 184.07",-0.0983,-0.207,0.397022938599001,0.0945518665612635,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3053,0.0945518665612635
"LPC 26:0","636.496825 -> 184.07",-0.0837,-0.195,0.590311325365055,0.225507586475794,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2787,0.225507586475794
"LPC O-18:1","508.376725 -> 184.07",0.087,-0.00275,0.412474190199736,0.978889105166877,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.08975,0.412474190199736
"LPE 22:5","528.309025 -> 387.289025",0.127,0.0336,0.32897327241552,0.791044269270284,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1606,0.32897327241552
"PC 24:0","622.444825 -> 184.07",-0.0779,-0.257,0.548961433172806,0.0710238694424788,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3349,0.0710238694424788
"PC 26:0","650.476125 -> 184.07",-0.268,-0.406,0.049287497416483,0.00762325233314947,"NS","Down",FALSE,TRUE,"200uM only","dose-specific or opposite",0.674,0.00762325233314947
"PC 28:0","678.543725 -> 184.07",-0.457,-0.368,0.000689318326715632,0.00272978702842192,"Down","NS",TRUE,FALSE,"100uM only","dose-specific or opposite",0.825,0.000689318326715632
"PC 28:1","676.528125 -> 184.07",-0.3,-0.22,0.0792631814832162,0.179208627021447,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.52,0.0792631814832162
"PC 30:0","706.575025 -> 184.07",0.0997,0.27,0.537281519878609,0.117699738385035,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3697,0.117699738385035
"PC 30:1","704.559425 -> 184.07",-0.281,0.101,0.0832842675393716,0.500323955462638,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.382,0.0832842675393716
"PC 30:2","702.543725 -> 184.07",-0.119,0.224,0.348544565829486,0.0951612213014187,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.343,0.0951612213014187
"PC 32:1","732.590725 -> 184.07",-0.27,0.0925,0.129899574392157,0.580101064507694,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3625,0.129899574392157
"PC 32:2","730.575025 -> 184.07",-0.0924,0.312,0.570749831437215,0.0790367839448889,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.4044,0.0790367839448889
"PC 32:3","728.559425 -> 184.07",0.101,0.291,0.278652459658457,0.00963680502400118,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.392,0.00963680502400118
"PC 32:4","726.580125 -> 184.07",0.0265,0.104,0.81900299452807,0.37881211050891,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1305,0.37881211050891
"PC 34:0","762.637625 -> 184.07",-0.167,0.114,0.21770542053921,0.385886813987462,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.281,0.21770542053921
"PC 34:1","760.622025 -> 184.07",-0.248,0.0768,0.090150022802075,0.569587576386799,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3248,0.090150022802075
"PC 34:2","758.606325 -> 184.07",-0.253,-0.000643,0.102117082595904,0.996391985140491,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.253643,0.102117082595904
"PC 34:3","756.590725 -> 184.07",-0.0875,0.205,0.447388417009744,0.096454540075546,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2925,0.096454540075546
"PC 34:4","754.611425 -> 184.07",0.12,0.347,0.343235579507936,0.0179784493312954,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.467,0.0179784493312954
"PC 34:6","750.507425 -> 184.07",0.0996,0.116,0.405437777602913,0.336750061136545,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2156,0.336750061136545
"PC 36:0","790.668925 -> 184.07",-0.0604,0.182,0.609815870074177,0.146113064195788,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2424,0.146113064195788
"PC 36:1","788.653325 -> 184.07",-0.296,0.154,0.0364045161486387,0.229832744578808,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.45,0.0364045161486387
"PC 36:2","786.637625 -> 184.07",-0.407,-0.293,0.0105937362685381,0.0453528562494811,"Down","NS",TRUE,FALSE,"100uM only","dose-specific or opposite",0.7,0.0105937362685381
"PC 36:3","784.622025 -> 184.07",-0.291,-0.294,0.0201566936130586,0.0193143095986082,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.585,0.0193143095986082
"PC 36:4","782.606325 -> 184.07",-0.043,-0.0538,0.643983168809271,0.564873916652094,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0968,0.564873916652094
"PC 36:5","780.554325 -> 184.07",0.0428,0.0496,0.667645861027043,0.619435194795003,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0924,0.619435194795003
"PC 36:6","778.538725 -> 184.07",0.0225,0.126,0.844408281420088,0.286801493247039,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1485,0.286801493247039
"PC 36:7","776.653325 -> 184.07",-0.0293,0.119,0.858618494190073,0.476147491962812,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1483,0.476147491962812
"PC 38:0","818.736625 -> 184.07",-0.00934,0.00656,0.943568125000973,0.960322821751453,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0159,0.943568125000973
"PC 38:1","816.684625 -> 184.07",-0.0158,0.0455,0.859234447136318,0.611211334860168,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0613,0.611211334860168
"PC 38:2","814.705325 -> 184.07",-0.252,0.039,0.0460021197813212,0.726871444712257,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.291,0.0460021197813212
"PC 38:3","812.616925 -> 184.07",-0.143,0.278,0.303326451607697,0.0631657324674249,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.421,0.0631657324674249
"PC 38:4","810.674025 -> 184.07",-0.215,-0.00725,0.103917218404369,0.952437453855264,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.22225,0.103917218404369
"PC 38:5","808.585625 -> 184.07",-0.213,0.000543,0.0605786735536383,0.995723548119269,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.213543,0.0605786735536383
"PC 38:6","806.642725 -> 184.07",0.0781,-0.0568,0.591383850864325,0.695111003043648,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1349,0.591383850864325
"PC 38:7","804.684625 -> 184.07",-0.204,0.0836,0.0508705761667503,0.378363962860115,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2876,0.0508705761667503
"PC 40:0","846.731525 -> 184.07",0.133,0.0103,0.446109179517395,0.951883583773861,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1433,0.446109179517395
"PC 40:1","844.715925 -> 184.07",-0.0197,0.0271,0.822337980304756,0.757751411310892,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0468,0.757751411310892
"PC 40:2","842.663925 -> 184.07",0.214,0.088,0.0378299574364668,0.340229486254221,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.302,0.0378299574364668
"PC 40:3","840.648225 -> 184.07",0.153,0.0509,0.168886246171795,0.62889317143938,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2039,0.168886246171795
"PC 40:4","838.632625 -> 184.07",0.147,0.198,0.157210641628198,0.0675016617084312,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.345,0.0675016617084312
"PC 40:5","836.616925 -> 184.07",0.0674,0.169,0.515209633011005,0.124210543035543,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2364,0.124210543035543
"PC 40:6","834.601325 -> 184.07",0.057,0.155,0.66379222257274,0.251979102246551,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.212,0.251979102246551
"PC 40:7","832.715925 -> 184.07",-0.276,0.0606,0.0166380305876724,0.531385296062511,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3366,0.0166380305876724
"PC 42:1","872.710825 -> 184.07",0.00276,0.0363,0.975849242066788,0.692417382531801,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.03906,0.692417382531801
"PC 42:10","854.700225 -> 184.07",0.0854,0.116,0.398394162927925,0.259711616467489,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2014,0.259711616467489
"PC 42:2","870.695225 -> 184.07",0.0971,0.15,0.287611451543869,0.116303356442576,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2471,0.116303356442576
"PC 42:3","868.679525 -> 184.07",0.0145,-0.102,0.841870183208673,0.184320044589542,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1165,0.184320044589542
"PC 42:5","864.648225 -> 184.07",0.235,0.0546,0.0861236134660734,0.663981456133538,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2896,0.0861236134660734
"PC 42:6","862.632625 -> 184.07",-0.00255,-0.105,0.980659255294858,0.333122629093496,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.10755,0.333122629093496
"PC 42:7","860.747225 -> 184.07",0.0281,0.0579,0.798985596398037,0.602435485365588,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.086,0.602435485365588
"PC 42:8","858.731525 -> 184.07",0.13,0.0493,0.222383693064842,0.629623291359012,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1793,0.222383693064842
"PC 42:9","856.715925 -> 184.07",0.0663,-0.0464,0.628032828329653,0.733806981018837,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1127,0.628032828329653
"PC O-28:0","664.528125 -> 184.07",0.0278,-0.0619,0.831292535145754,0.637473724102084,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0897,0.637473724102084
"PC O-28:1","662.512425 -> 184.07",0.0769,0.0532,0.462402220880704,0.608296380651924,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1301,0.462402220880704
"PC O-30:0","692.559425 -> 184.07",-0.028,0.295,0.862335796935778,0.0932162744913224,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.323,0.0932162744913224
"PC O-30:1","690.543725 -> 184.07",-0.0171,0.195,0.871806385140689,0.0916523431332102,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2121,0.0916523431332102
"PC O-32:1","718.575025 -> 184.07",-0.338,0.156,0.0969531615587552,0.412029609025621,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.494,0.0969531615587552
"PC O-32:2","716.559425 -> 184.07",-0.295,0.119,0.090826050152982,0.465048025389473,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.414,0.090826050152982
"PC O-32:3","714.543725 -> 184.07",0.0724,0.117,0.577735811858831,0.373373099565208,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1894,0.373373099565208
"PC O-34:0","748.622025 -> 184.07",-0.128,0.369,0.345224954355654,0.019206989012989,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.497,0.019206989012989
"PC O-34:1","746.606325 -> 184.07",-0.292,0.207,0.144566015804183,0.285829337594089,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.499,0.144566015804183
"PC O-34:2","744.590725 -> 184.07",-0.261,0.185,0.0712170142048517,0.181144858386494,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.446,0.0712170142048517
"PC O-34:3","742.575025 -> 184.07",0.0359,0.288,0.715373082799013,0.0151685556617462,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3239,0.0151685556617462
"PC O-36:1","774.637625 -> 184.07",-0.378,0.0961,0.0288119511915582,0.522452798324767,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.4741,0.0288119511915582
"PC O-36:2","772.622025 -> 184.07",-0.356,-0.00477,0.00491974581293017,0.961037190487725,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.36077,0.00491974581293017
"PC O-36:3","770.606325 -> 184.07",-0.297,0.114,0.112642973748762,0.514617061344416,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.411,0.112642973748762
"PC O-36:4","768.627125 -> 184.07",-0.139,-0.0626,0.238821911019765,0.582942025443876,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2016,0.238821911019765
"PC O-36:5","766.575025 -> 184.07",-0.0887,0.0104,0.440200002503159,0.926797353181732,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0991,0.440200002503159
"PC O-36:6","764.559425 -> 184.07",0.159,0.347,0.082812939732792,0.00228198874521091,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.506,0.00228198874521091
"PC O-38:1","802.668925 -> 184.07",-0.0285,0.192,0.808447099199352,0.127467063533757,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.2205,0.127467063533757
"PC O-38:2","800.653325 -> 184.07",-0.0401,0.11,0.738377661918397,0.369639501398506,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1501,0.369639501398506
"PC O-38:3","798.637625 -> 184.07",-0.201,0.00325,0.100570607959714,0.976993963168194,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.20425,0.100570607959714
"PC O-38:4","796.622025 -> 184.07",0.075,0.147,0.529559392216114,0.232843364495391,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.222,0.232843364495391
"PC O-38:5","794.606325 -> 184.07",0.0898,0.218,0.526908496693368,0.145698954484669,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.3078,0.145698954484669
"PC O-38:6","792.590725 -> 184.07",0.119,0.12,0.225372278726606,0.219158376466301,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.239,0.219158376466301
"PC O-40:1","830.700225 -> 184.07",-0.00523,0.109,0.963103231533391,0.348674903584382,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.11423,0.348674903584382
"PC O-40:2","828.684625 -> 184.07",0.043,0.0572,0.675054302151286,0.578621432145445,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1002,0.578621432145445
"PC O-40:3","826.668925 -> 184.07",0.0598,0.00652,0.50702255772024,0.941536691722508,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.06632,0.50702255772024
"PC O-40:4","824.653325 -> 184.07",0.0646,0.0641,0.621900822738022,0.624296531342581,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.1287,0.621900822738022
"PC O-40:5","822.637625 -> 184.07",-0.0541,0.00417,0.525559543859646,0.960495697041155,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.05827,0.525559543859646
"PC O-40:6","820.622025 -> 184.07",0.055,-0.0252,0.58456820070406,0.800681061715562,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0802,0.58456820070406
"PC O-42:5","850.668925 -> 184.07",0.0543,-0.0349,0.576582313096954,0.717989641688973,"NS","NS",FALSE,FALSE,"Not significant","not significant",0.0892,0.576582313096954
