"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
NA,"KEGG Pathway H.sap","path:hsa05134","Legionellosis",26,2,4.762,3.882,3.882,0.00798028612751489,2.09798153704863,1,0.136680975142779,0.990227484319001,"HSPA6,BNIP3","5239,1084"
NA,"PANTHER Pathway H.sap","P00012","Cadherin signaling pathway",30,2,4.762,3.675,3.675,0.010541595140495,1.97709366727353,1,0.136680975142779,0.990227484319001,"FAT1,PCDHGA11","3595,8698"
NA,"PANTHER Pathway H.sap","P00049","Parkinson disease",55,2,4.762,2.801,2.801,0.0331575579474907,1.47941746271114,1,0.186016399216764,1,"MAPK8,HSPA6","6881,5239"
NA,"KEGG Pathway H.sap","path:hsa05145","Toxoplasmosis",56,2,4.762,2.775,2.775,0.0342736835500087,1.46503921744135,1,0.186016399216764,1,"HSPA6,MAPK8","5239,6881"
NA,"REACTOME pathway","R-HSA-5620912","Anchoring of the basal body to the plasma membrane",58,2,4.762,2.724,2.724,0.0365495782610215,1.43711762992275,1,0.187764500086032,1,"TUBA4A,B9D1","12407,24123"
NA,"KEGG Pathway H.sap","path:hsa04068","FoxO signaling pathway",71,2,4.762,2.433,2.433,0.0526727987852547,1.27841360465944,1,0.208087536254203,1,"MAPK8,BNIP3","6881,1084"
NA,"KEGG Pathway H.sap","path:hsa05162","Measles",71,2,4.762,2.433,2.433,0.0526727987852547,1.27841360465944,1,0.208087536254203,1,"MAPK8,HSPA6","6881,5239"
NA,"PANTHER Pathway H.sap","P00006","Apoptosis signaling pathway",73,2,4.762,2.392,2.392,0.0553439251048928,1.2569300430457,1,0.208087536254203,1,"HSPA6,MAPK8","5239,6881"
NA,"KEGG Pathway H.sap","path:hsa04137","Mitophagy - animal",78,2,4.762,2.297,2.297,0.0622257797116,1.20602965281782,1,0.211236655758115,1,"BNIP3,MAPK8","1084,6881"
NA,"KEGG Pathway H.sap","path:hsa04210","Apoptosis",83,2,4.762,2.207,2.207,0.0693841397811165,1.15873979168826,1,0.211236655758115,1,"TUBA4A,MAPK8","12407,6881"
NA,"KEGG Pathway H.sap","path:hsa04141","Protein processing in endoplasmic reticulum",139,3,7.143,2.048,2.048,0.0354547324039801,1.45032578813216,1,0.186016399216764,1,"HSPA6,MAPK8,HERPUD1","5239,6881,13744"
NA,"KEGG Pathway H.sap","path:hsa04530","Tight junction",101,2,4.762,1.924,1.924,0.0971710059769987,1.01246330114998,1,0.243236976744971,1,"TUBA4A,MAPK8","12407,6881"
NA,"KEGG Pathway H.sap","path:hsa05417","Lipid and atherosclerosis",101,2,4.762,1.924,1.924,0.0971710059769987,1.01246330114998,1,0.243236976744971,1,"HSPA6,MAPK8","5239,6881"
NA,"REACTOME pathway","R-HSA-196854","Metabolism of vitamins and cofactors",102,2,4.762,1.91,1.91,0.098797159814071,1.00525554017762,1,0.245058562048057,1,"APOC3,FPGS","610,3824"
NA,"PANTHER Pathway H.sap","P00057","Wnt signaling pathway",110,2,4.762,1.801,1.801,0.112078383758592,0.950478140479116,1,0.26089194040017,1,"PCDHGA11,FAT1","8698,3595"
NA,"REACTOME pathway","R-HSA-5617833","Cilium Assembly",112,2,4.762,1.775,1.775,0.115469937785207,0.937531068182011,1,0.26460458046406,1,"TUBA4A,B9D1","12407,24123"
NA,"KEGG Pathway H.sap","path:hsa05020","Prion disease",171,3,7.143,1.749,1.749,0.0591645541688869,1.22793840373713,1,0.208087536254203,1,"HSPA6,MAPK8,TUBA4A","5239,6881,12407"
NA,"KEGG Pathway H.sap","path:hsa05130","Pathogenic Escherichia coli infection",114,2,4.762,1.749,1.749,0.118888162320919,0.924861385874505,1,0.266988844526407,1,"TUBA4A,MAPK8","12407,6881"
NA,"REACTOME pathway","R-HSA-913531","Interferon Signaling",116,2,4.762,1.724,1.724,0.122332169456202,0.912459322357113,1,0.269549864764119,1,"MT2A,TUBA4A","7406,12407"
NA,"KEGG Pathway H.sap","path:hsa04140","Autophagy - animal",126,2,4.762,1.605,1.605,0.139908891207791,0.85415468522381,1,0.29474673991073,1,"BNIP3,MAPK8","1084,6881"
