"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","KEGG Pathway H.sap","path:hsa00280","Valine, leucine and isoleucine degradation","42","15","3.145","6.0265","2.591","7.01653683723627e-9","8.15387719037603","0.0000175413420930907","0.0000175413420930907","0.000147372913102574","HADHB,ECHS1,OXCT1,HSD17B10,ACAT1,ABAT,HIBCH,ALDH2,PCCB,HADHA,BCKDHB,ACSF3,MMUT,HADH,ACADSB","4803,3151,8527,4800,93,23,4908,404,8654,4801,987,27288,7526,4799,91"
"","SLIM2 GO BP","GO:0006629","lipid metabolic process","614","69","14.465","1.8963","0.923","1.01397462904854e-7","6.99397291147415","0.000253493657262134","0.000126746828631067","0.0010648586215778","TSKU,CAV1,PRPF19,LIPA,ACSF3,MECP2,SLC25A17,ACAT1,EPHX1,BCKDHB,ETFA,EFR3A,HSD17B10,HSD17B8,SPTLC2,NUDT8,APOH,SACM1L,UGCG,TMEM43,PBX1,HADH,ACAD9,HSD17B7,LRP1,TMEM38B,PEX13,ATP5F1A,EGR1,PCCB,HSD17B12,FDXR,AGPAT4,ECHS1,PI4K2A,TBL1XR1,OXCT1,TRIB3,HADHA,SGPL1,LSS,NUDT19,HTRA2,CCN1,POR,PTGR3,HSD17B4,HACD3,KAT2B,RDH11,ACADSB,DHRS7B,ATP5F1B,MMUT,EFR3B,ACSL3,PLA2G4A,SCCPDH,CYB5R1,LPCAT1,MTMR4,DPM1,ACOT13,PIGX,HADHB,ACOT8,TM7SF2,CRABP2,CSNK1G2","28850,1527,17896,6617,27288,6990,10987,93,3401,987,3481,28970,4800,3554,11278,8055,616,17059,12524,28472,8632,4799,21497,5215,6692,25535,8855,823,3238,8654,18646,3642,20885,3151,30031,29529,8527,16228,4801,10817,6708,32036,14348,2654,9208,28697,5213,24175,8638,17964,91,24547,830,7526,29155,3570,9035,24275,13397,25718,7452,3005,20999,26046,4803,15919,11863,2339,2455"
"","EBI complex portal","CPX-8081","Rixosome RNA degradation complex","7","6","1.258","14.4636","3.854","2.79570351153027e-7","6.55350888805292","0.000698925877882568","0.000232975292627523","0.00195733298930226","TEX10,PELP1,SENP3,WDR18,MDN1,NOL9","25988,30134,17862,17956,18302,26265"
"","Direct GO Biological Processes","GO:0042791","5S class rRNA transcription by RNA polymerase III","6","5","1.048","14.0618","3.814","0.00000408946899322509","5.38833308032611","0.0102236724830627","0.00124833632860164","0.0104878498065584","GTF3C5,GTF3C1,GTF3C4,GTF3C2,GTF3C3","4668,4664,4667,4665,4666"
"","Direct GO Cellular Component","GO:0000127","transcription factor TFIIIC complex","6","5","1.048","14.0618","3.814","0.00000408946899322509","5.38833308032611","0.0102236724830627","0.00124833632860164","0.0104878498065584","GTF3C2,GTF3C3,GTF3C5,GTF3C1,GTF3C4","4665,4666,4668,4664,4667"
"","EBI complex portal","CPX-2373","General transcription factor TFIIIC complex","6","5","1.048","14.0618","3.814","0.00000408946899322509","5.38833308032611","0.0102236724830627","0.00124833632860164","0.0104878498065584","GTF3C5,GTF3C2,GTF3C4,GTF3C1,GTF3C3","4668,4665,4667,4664,4666"
"","HGNC Gene Group","HGNC-G-1301","Large ribosomal subunit biogenesis complex","6","5","1.048","14.0618","3.814","0.00000408946899322509","5.38833308032611","0.0102236724830627","0.00124833632860164","0.0104878498065584","TEX10,SENP3,WDR18,PELP1,NOL9","25988,17862,17956,30134,26265"
"","HGNC Gene Group","HGNC-G-1747","General transcription factor IIIC complex subunits","6","5","1.048","14.0618","3.814","0.00000408946899322509","5.38833308032611","0.0102236724830627","0.00124833632860164","0.0104878498065584","GTF3C4,GTF3C2,GTF3C3,GTF3C5,GTF3C1","4667,4665,4666,4668,4664"
"","KEGG Pathway H.sap","path:hsa01212","Fatty acid metabolism","43","12","2.516","4.7091","2.235","0.00000463406498619626","5.3340378801385","0.0115851624654906","0.00124833632860164","0.0104878498065584","HADH,HACD3,HSD17B4,HSD17B8,HADHA,ACSF3,ACADSB,ACSL3,HSD17B12,HADHB,ECHS1,ACAT1","4799,24175,5213,3554,4801,27288,91,3570,18646,4803,3151,93"
"","REACTOME pathway","R-HSA-8978868","Fatty acid metabolism","83","17","3.564","3.4562","1.789","0.00000548347634721888","5.26094402550393","0.0137086908680472","0.00124833632860164","0.0104878498065584","ACSL3,HSD17B8,HADH,HSD17B12,PCCB,ACSF3,HADHA,ACOT8,HSD17B4,HACD3,ECHS1,PLA2G4A,NUDT19,HADHB,SLC25A17,MMUT,ACOT13","3570,3554,4799,18646,8654,27288,4801,15919,5213,24175,3151,9035,32036,4803,10987,7526,20999"
"","SLIM2 GO CC","GO:0005694","chromosome","1207","107","22.432","1.4959","0.581","0.00000549267984584719","5.26021571414704","0.013731699614618","0.00124833632860164","0.0104878498065584","PHF6,EME1,DHX9,H1-2,CHD4,RFC3,PELP1,CTCF,GNL3,ATF4,PBX1,ZBTB43,POLA2,H4C16,PARP1,BRD9,MBD1,KAT14,XRCC5,RB1,RBM34,HDAC8,H1-4,FANCA,HIRA,UBR5,SMC6,CBX6,SMARCA4,CENPI,ZBTB7A,RECQL,JUN,CLOCK,THOC7,ADNP,ZFHX3,NFIA,LDB1,CHD7,ELOF1,STAG1,TARDBP,HMGA1,MTA1,SMARCA1,EXOSC4,EBNA1BP2,BRD7,KLF6,SOX5,MAFF,RRS1,NUP37,HDAC1,CENPP,ERCC8,HELLS,TONSL,SMARCD3,EED,PRKDC,PDS5B,FOS,ZNF711,APTX,NUP85,WDR76,SMARCD2,XRCC6,CHD3,RFC2,CTR9,PARP2,SUPT20H,ORC3,ATF3,NFIL3,ZBTB33,CCAR2,CENPL,STAG2,POLD1,HNRNPU,KAT2B,TOP3A,HMGA2,PAXIP1,HP1BP3,BMI1,EGR1,SP4,HTRA2,PCGF3,INTS15,MECP2,TRRAP,DDB2,PRPF19,ORC5,TAF5L,CDYL,NAT10,MAU2,MEIS2,PIAS1,FANCI","18145,24965,2750,4716,1919,9971,30134,13723,29931,786,8632,17908,30073,20510,270,25818,6916,15904,12833,9884,28965,13315,4718,3582,4916,16806,20466,1556,11100,3968,18078,9948,6204,2082,29874,15766,777,7784,6532,20626,28691,11354,11571,5010,7410,11097,18189,15531,14310,2235,11201,6780,17083,29929,4852,32933,3439,4861,7801,11108,3188,9413,20418,3796,13128,15984,8734,25773,11107,4055,1918,9970,16850,272,20596,8489,785,7787,16682,23360,17879,11355,9175,5048,8638,11992,5009,8624,24973,1066,3238,11209,14348,10066,21702,6990,12347,2718,17896,8491,17304,1811,29830,29140,7001,2752,25568"
"","Direct GO Biological Processes","GO:0042797","tRNA transcription by RNA polymerase III","10","6","1.258","10.1245","3.34","0.00000718876376189022","5.14334578799693","0.0179719094047256","0.00149765911706046","0.012582525655364","GTF3C3,GTF3C5,POLR3A,GTF3C1,GTF3C4,GTF3C2","4666,4668,30074,4664,4667,4665"
"","KEGG Pathway H.sap","path:hsa00650","Butanoate metabolism","15","7","1.468","7.8746","2.977","0.0000104240089373568","4.98196522493908","0.026060022343392","0.00200461710333785","0.0168417137415334","ALDH5A1,OXCT1,ABAT,HADH,ACAT1,ECHS1,HADHA","408,8527,23,4799,93,3151,4801"
"","REACTOME pathway","R-HSA-77310","Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA","4","4","0.839","16.8742","4.077","0.0000121885869102219","4.91404664160609","0.0304714672755547","0.00217653337682534","0.0182860617223854","HADHA,HADHB,ECHS1,HADH","4801,4803,3151,4799"
"","Direct GO Biological Processes","GO:0008209","androgen metabolic process","7","5","1.048","12.053","3.591","0.0000136142155984052","4.86600737607193","0.0340355389960131","0.00226903593306754","0.0190632184023305","HSD17B7,HSD17B8,HSD17B10,SGPL1,HSD17B4","5215,3554,4800,10817,5213"
"","Direct GO Cellular Component","GO:0005759","mitochondrial matrix","352","41","8.595","1.9655","0.975","0.0000210120513565446","4.67753154638803","0.0525301283913616","0.0032831330244601","0.0275831162376413","OXCT1,PITRM1,CCAR2,ATP5F1B,GLUD1,ALDH5A1,HIBCH,LIPT2,ABAT,BTD,LIG3,NME4,SUCLA2,ABHD10,ALDH2,FDXR,PCCB,LARS2,ACSF3,ATP5F1C,HSD17B10,HSD17B8,PYCR2,ACADSB,ECHS1,ME2,OXA1L,PMPCB,ACOT13,ATP5F1A,NIPSNAP2,TOP3A,PARS2,IBA57,BCKDHB,HADH,NIPSNAP1,DARS2,ACAT1,ETFA,MMUT","8527,17663,23360,830,4335,408,4908,37216,23,1122,6600,7852,11448,25656,404,3642,8654,17095,27288,833,4800,3554,30262,91,3151,6984,8526,9119,20999,823,4179,11992,30563,27302,987,4799,7827,25538,93,3481,7526"
"","Direct GO Cellular Component","GO:0000785","chromatin","558","57","11.95","1.7237","0.786","0.0000280137814711693","4.55262826350005","0.0700344536779231","0.00394225233471398","0.033120681853703","HIRA,STAG1,ORC3,KLF6,HMGA1,PRKDC,CCAR2,PIAS1,ZBTB43,ZFHX3,BRD7,FANCA,MEIS2,SMARCA4,SOX5,CLOCK,TARDBP,CHD3,FANCI,H1-4,ORC5,ZNF711,STAG2,MAFF,DDB2,JUN,RB1,BRD9,SMARCD2,KAT2B,MAU2,ATF3,UBR5,FOS,NFIA,SP4,ZBTB33,CBX6,CHD4,HDAC1,PBX1,CHD7,HMGA2,PDS5B,PARP1,HTRA2,EGR1,MECP2,SMARCA1,EME1,SMARCD3,LDB1,ADNP,ATF4,APTX,H1-2,NFIL3","4916,11354,8489,2235,5010,9413,23360,2752,17908,777,14310,3582,7001,11100,11201,2082,11571,1918,25568,4718,8491,13128,11355,6780,2718,6204,9884,25818,11107,8638,29140,785,16806,3796,7784,11209,16682,1556,1919,4852,8632,20626,5009,20418,270,14348,3238,6990,11097,24965,11108,6532,15766,786,15984,4716,7787"
"","Direct GO Biological Processes","GO:0006754","ATP biosynthetic process","17","7","1.468","6.9482","2.797","0.0000283842168099407","4.54692308452166","0.0709605420248517","0.00394225233471398","0.033120681853703","LIPA,ATP5F1C,ATP5MF,ATP5F1A,COX11,SLC25A13,ATP5F1B","6617,833,848,823,2261,10983,830"
"","REACTOME pathway","R-HSA-73854","RNA Polymerase I Promoter Clearance","44","11","2.306","4.2186","2.077","0.0000362425636337259","4.44078108989692","0.0906064090843147","0.0047671155762302","0.0400507387540447","GTF2H4,MTA1,GTF2H2,POLR1F,HDAC1,CDK7,POLR1E,GTF2H3,KAT2B,CHD3,H4C16","4658,7410,4656,18027,4852,1778,17631,4657,8638,1918,20510"
"","Direct GO Biological Processes","GO:0006631","fatty acid metabolic process","105","18","3.774","2.8927","1.532","0.0000384029780711675","4.41563509569172","0.0960074451779188","0.0047671155762302","0.0400507387540447","HADHA,SGPL1,HSD17B4,HACD3,ACADSB,ACSL3,PLA2G4A,HADHB,ACOT8,ACAT1,LIPA,ACSF3,HSD17B10,HSD17B8,HADH,ACAD9,ECHS1,PCCB","4801,10817,5213,24175,91,3570,9035,4803,15919,93,6617,27288,4800,3554,4799,21497,3151,8654"
"","Direct GO Cellular Component","GO:0031012","extracellular matrix","115","19","3.983","2.7879","1.479","0.0000400437708403337","4.39746503264029","0.100109427100834","0.0047671155762302","0.0400507387540447","CCN1,VTN,SERPINF1,EDIL3,ANXA4,EFEMP1,TIMP3,ITIH2,WNT5A,ANXA6,SERPINF2,HSD17B12,FN1,CLEC3B,NCAM1,ADAMTS1,ANXA2,CCN2,PZP","2654,12724,8824,3173,542,3218,11822,6167,12784,544,9075,18646,3778,11891,7656,217,537,2500,9750"
"","REACTOME pathway","R-HSA-73864","RNA Polymerase I Transcription","45","11","2.306","4.1248","2.044","0.0000454468878622291","4.34249585128771","0.113617219655573","0.0051644190752533","0.0433886688694344","MTA1,GTF2H2,POLR1F,HDAC1,CDK7,POLR1E,GTF2H3,KAT2B,CHD3,H4C16,GTF2H4","7410,4656,18027,4852,1778,17631,4657,8638,1918,20510,4658"
"","Direct GO Cellular Component","GO:0070418","DNA-dependent protein kinase complex","5","4","0.839","13.4994","3.755","0.0000580764576792461","4.23599988089737","0.145191144198115","0.00580764576792461","0.0487927132681604","ZBTB7A,PRKDC,XRCC5,XRCC6","18078,9413,12833,4055"
"","REACTOME pathway","R-HSA-77348","Beta oxidation of octanoyl-CoA to hexanoyl-CoA","5","4","0.839","13.4994","3.755","0.0000580764576792461","4.23599988089737","0.145191144198115","0.00580764576792461","0.0487927132681604","HADHA,HADHB,ECHS1,HADH","4801,4803,3151,4799"
"","REACTOME pathway","R-HSA-77350","Beta oxidation of hexanoyl-CoA to butanoyl-CoA","5","4","0.839","13.4994","3.755","0.0000580764576792461","4.23599988089737","0.145191144198115","0.00580764576792461","0.0487927132681604","HADHB,ECHS1,HADH,HADHA","4803,3151,4799,4801"
"","REACTOME pathway","R-HSA-73762","RNA Polymerase I Transcription Initiation","40","10","2.096","4.2186","2.077","0.0000821059356759092","4.08562544533961","0.205264839189773","0.00789480150729897","0.0663278721960233","KAT2B,POLR1F,CHD3,GTF2H4,MTA1,GTF2H2,HDAC1,CDK7,POLR1E,GTF2H3","8638,18027,1918,4658,7410,4656,4852,1778,17631,4657"
