"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"CCDC18",0.301,0.838205161155304,0.3,0.84,"0.3","0.84","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"CCDC186",-0.064,0.95381749050138,-0.1,0.95,"-0.1","0.95","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC28B",0.386,0.705722135899204,0.4,0.71,"0.4","0.71","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC66",0.587,0.758158596219288,0.6,0.76,"0.6","0.76","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC82",1.48,0.801594911335109,1.5,0.8,"1.5","0.80","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"CCK",0.405,0.83733986715882,0.4,0.84,"0.4","0.84","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CCN1",-6.3,4.88567205259716e-06,-6.3,0,"-6.3","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"CCN2",-1.54,NA,-1.5,NA,"-1.5",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CCNQ",4.03,0.137942123808916,4,0.14,"4.0","0.14","NS","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CCPG1",-0.0928,0.95381749050138,-0.1,0.95,"-0.1","0.95","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD151",0.137,0.925825325837753,0.1,0.93,"0.1","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD40",4.76,0.0863889754934509,4.8,0.09,"4.8","0.09","NS","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"CD81",0.634,0.462515695451618,0.6,0.46,"0.6","0.46","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD84",0.823,NA,0.8,NA,"0.8",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CD99",-5.83,0.0652198272891052,-5.8,0.07,"-5.8","0.07","NS","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"CDC42EP1",0.818,0.144583407295962,0.8,0.14,"0.8","0.14","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CDCA7L",0.471,0.328727864814557,0.5,0.33,"0.5","0.33","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CDK11A",0.522,NA,0.5,NA,"0.5",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CDKN2A",0.357,0.534249383682112,0.4,0.53,"0.4","0.53","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CEBPZOS",0.0457,0.989016353817681,0,0.99,"0.0","0.99","NS","MAR_2of3","MAR_1of3","MAR vs MAR",NA
"CENPW",-0.389,0.742498036389714,-0.4,0.74,"-0.4","0.74","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CENPX",0.649,0.489358535117896,0.6,0.49,"0.6","0.49","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"CEP170B",0.334,0.575916010229671,0.3,0.58,"0.3","0.58","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CEP41",0.111,0.877866282976888,0.1,0.88,"0.1","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CFAP97",0.875,0.230884169079726,0.9,0.23,"0.9","0.23","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CHCHD4",0.904,0.801594911335109,0.9,0.8,"0.9","0.80","NS","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CHKA",2.13,0.584274074578495,2.1,0.58,"2.1","0.58","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
