"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"AAMP",0.0137,0.934,0,0.93,"0.0","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ABCA3",-0.248,0.887,-0.2,0.89,"-0.2","0.89","NS","MAR_2of3","MAR_1of3","MAR vs MAR",NA
"ABCB1",0.215,0.869,0.2,0.87,"0.2","0.87","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ABCB10",-0.597,0.379,-0.6,0.38,"-0.6","0.38","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ABCB6",-0.603,0.879,-0.6,0.88,"-0.6","0.88","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ABCC10",-0.301,0.813,-0.3,0.81,"-0.3","0.81","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ABHD16A",0.033,0.933,0,0.93,"0.0","0.93","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"ABHD5",-0.226,0.921,-0.2,0.92,"-0.2","0.92","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"ABLIM2",-0.051,0.93,-0.1,0.93,"-0.1","0.93","NS","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"ABR",-0.0803,0.93,-0.1,0.93,"-0.1","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ABRACL",-0.485,0.653,-0.5,0.65,"-0.5","0.65","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACAD9",-0.402,0.47,-0.4,0.47,"-0.4","0.47","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACAP2",0.133,0.922,0.1,0.92,"0.1","0.92","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ACAT2",-0.447,0.816,-0.4,0.82,"-0.4","0.82","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACE2",4.65,0.0349,4.7,0.03,"4.7","0.03","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"ACOT13",-0.157,0.852,-0.2,0.85,"-0.2","0.85","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACOT8",-0.439,0.0185,-0.4,0.02,"-0.4","0.02","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACOT9",-0.36,0.686,-0.4,0.69,"-0.4","0.69","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACOX3",-0.309,0.887,-0.3,0.89,"-0.3","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACP1",0.0186,0.933,0,0.93,"0.0","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACSS3",-0.272,0.89,-0.3,0.89,"-0.3","0.89","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"ACTMAP",-0.028,0.932,0,0.93,"-0.0","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACVR2A",-0.463,0.902,-0.5,0.9,"-0.5","0.90","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ACVR2B",0.26,0.899,0.3,0.9,"0.3","0.90","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ACYP1",0.391,0.786,0.4,0.79,"0.4","0.79","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADAM9",-0.964,0.000716,-1,0,"-1.0","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ADAMTS1",-0.0289,0.928,0,0.93,"-0.0","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADD1",-0.0482,0.913,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADGRG6",-4.24,1.98e-05,-4.2,0,"-4.2","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"ADI1",-0.109,0.921,-0.1,0.92,"-0.1","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADIPOR1",0.0498,0.935,0,0.94,"0.0","0.94","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ADISSP",-0.341,0.626,-0.3,0.63,"-0.3","0.63","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADO",0.0208,0.934,0,0.93,"0.0","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AFF3",-0.397,0.89,-0.4,0.89,"-0.4","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AGA",-0.126,0.923,-0.1,0.92,"-0.1","0.92","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"AGAP1",0.0556,0.921,0.1,0.92,"0.1","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
