"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"IKBKG",0.0826,0.943378404722997,0.1,0.94,"0.1","0.94","NS","Present_3of3","Present_3of3","Present vs Present",NA
"IL10RB",0.192,0.67626660768554,0.2,0.68,"0.2","0.68","NS","Present_3of3","Present_3of3","Present vs Present",NA
"IL17RA",0.0473,0.922165448688387,0,0.92,"0.0","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ILF2",0.168,0.604073732581786,0.2,0.6,"0.2","0.60","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ILF3",0.167,0.43805597681657,0.2,0.44,"0.2","0.44","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ILK",-0.497,0.0927626723817721,-0.5,0.09,"-0.5","0.09","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ILKAP",-0.355,0.0851348758197216,-0.4,0.09,"-0.4","0.09","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ILRUN",0.346,0.769940949543181,0.3,0.77,"0.3","0.77","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"ILVBL",0.144,0.785781904211731,0.1,0.79,"0.1","0.79","NS","Present_3of3","Present_3of3","Present vs Present",NA
"IMMT",0.716,0.0126523239995665,0.7,0.01,"0.7","0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"IMP3",0.564,0.0516963047031059,0.6,0.05,"0.6","0.05","Up","Present_3of3","Present_3of3","Present vs Present",NA
"IMP4",0.418,0.503400160580502,0.4,0.5,"0.4","0.50","NS","Present_3of3","Present_3of3","Present vs Present",NA
"IMPA1",0.39,0.629225959847897,0.4,0.63,"0.4","0.63","NS","Present_3of3","Present_3of3","Present vs Present",NA
"IMPA2",0.0199,0.975895434585155,0,0.98,"0.0","0.98","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"IMPACT",-0.178,0.612671467918159,-0.2,0.61,"-0.2","0.61","NS","Present_3of3","Present_3of3","Present vs Present",NA
"IMPDH1",0.0891,0.913529959957437,0.1,0.91,"0.1","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"IMPDH2",0.435,0.523890455473096,0.4,0.52,"0.4","0.52","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INA",0.462,0.062967010543019,0.5,0.06,"0.5","0.06","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INCENP",0.737,0.0864566128076075,0.7,0.09,"0.7","0.09","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INF2",-0.13,0.682012391413711,-0.1,0.68,"-0.1","0.68","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ING1",0.9,0.121904131061174,0.9,0.12,"0.9","0.12","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ING2",0.555,0.22138100186413,0.6,0.22,"0.6","0.22","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ING3",0.338,0.406695252848477,0.3,0.41,"0.3","0.41","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ING4",0.571,0.303693718540578,0.6,0.3,"0.6","0.30","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ING5",1.08,0.0832027343023389,1.1,0.08,"1.1","0.08","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INIP",0.0633,0.935911790083756,0.1,0.94,"0.1","0.94","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INO80",0.624,0.109279454712619,0.6,0.11,"0.6","0.11","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INO80B",0.274,0.620835353634239,0.3,0.62,"0.3","0.62","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INO80C",0.664,0.116659251844278,0.7,0.12,"0.7","0.12","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INO80E",1.44,0.0770573371136879,1.4,0.08,"1.4","0.08","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INPP1",-0.0687,0.886407612698992,-0.1,0.89,"-0.1","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INPP4A",-0.151,0.65570402801022,-0.2,0.66,"-0.2","0.66","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"INPP5A",-0.0167,0.975481604790205,0,0.98,"-0.0","0.98","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INPP5B",0.799,0.18648638456015,0.8,0.19,"0.8","0.19","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"INPP5F",0.146,0.70567921979264,0.1,0.71,"0.1","0.71","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"INPP5K",0.144,0.941097852671976,0.1,0.94,"0.1","0.94","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"INPPL1",-0.201,0.425278946502576,-0.2,0.43,"-0.2","0.43","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INSR",0.282,0.375038038416009,0.3,0.38,"0.3","0.38","NS","Present_3of3","Present_3of3","Present vs Present",NA
"INTS1",1.13,0.0126009613483796,1.1,0.01,"1.1","0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"INTS10",0.937,0.0180003451763926,0.9,0.02,"0.9","0.02","Up","Present_3of3","Present_3of3","Present vs Present",NA
