"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"ACTMAP",-0.227,0.836,-0.2,0.84,"-0.2","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACVR2A",1.19,0.762,1.2,0.76,"1.2","0.76","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ACVR2B",0.117,0.903,0.1,0.9,"0.1","0.90","NS","MAR_2of3","MAR_1of3","MAR vs MAR",NA
"ACYP1",-0.377,0.8,-0.4,0.8,"-0.4","0.80","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADAM9",0.186,0.845,0.2,0.84,"0.2","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADAMTS1",0.744,0.00838,0.7,0.01,"0.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ADD1",0.16,0.767,0.2,0.77,"0.2","0.77","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADGRG6",5.32,1.89e-05,5.3,0,"5.3","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"ADI1",0.676,0.626,0.7,0.63,"0.7","0.63","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADIPOR1",1.93,0.413,1.9,0.41,"1.9","0.41","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ADISSP",-0.021,0.912,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADO",-0.207,0.862,-0.2,0.86,"-0.2","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AFF3",0.318,0.884,0.3,0.88,"0.3","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AGA",0.16,0.897,0.2,0.9,"0.2","0.90","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"AGAP1",-0.247,0.777,-0.2,0.78,"-0.2","0.78","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AGPAT3",0.517,0.861,0.5,0.86,"0.5","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AGPAT5",6.56,0.00591,6.6,0.01,"6.6","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"AGR2",0.476,0.879,0.5,0.88,"0.5","0.88","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"AHDC1",0.19,0.818,0.2,0.82,"0.2","0.82","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AIDA",-0.386,0.713,-0.4,0.71,"-0.4","0.71","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AIFM2",3.99,0.00681,4,0.01,"4.0","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"AIG1",0.132,0.896,0.1,0.9,"0.1","0.90","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"AIP",-0.218,0.76,-0.2,0.76,"-0.2","0.76","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AIRIM",-0.17,0.87,-0.2,0.87,"-0.2","0.87","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"AK1",-0.237,0.646,-0.2,0.65,"-0.2","0.65","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AKAP7",5.19,0.123,5.2,0.12,"5.2","0.12","NS","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"AKIRIN2",0.378,0.784,0.4,0.78,"0.4","0.78","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AKR1A1",-0.161,0.856,-0.2,0.86,"-0.2","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AKR1B1",-0.516,0.809,-0.5,0.81,"-0.5","0.81","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH18A1",1.36,0.0351,1.4,0.04,"1.4","0.04","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH1A1",0.0915,0.911,0.1,0.91,"0.1","0.91","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ALDH1L2",1.17,2.8e-07,1.2,0,"1.2","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ALG1",0.57,0.679,0.6,0.68,"0.6","0.68","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALG2",0.222,0.881,0.2,0.88,"0.2","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALG3",0.974,0.161,1,0.16,"1.0","0.16","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALG8",0.537,0.536,0.5,0.54,"0.5","0.54","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALG9",0.5,0.798,0.5,0.8,"0.5","0.80","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH2",-1.07,0.266,-1.1,0.27,"-1.1","0.27","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH3",-0.22,0.876,-0.2,0.88,"-0.2","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH4",-0.263,0.775,-0.3,0.78,"-0.3","0.78","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH5",-0.0431,0.91,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH6",-1.18,0.1,-1.2,0.1,"-1.2","0.10","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH8",1.81,0.769,1.8,0.77,"1.8","0.77","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"AMBRA1",-0.189,0.877,-0.2,0.88,"-0.2","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AMMECR1",0.254,0.894,0.3,0.89,"0.3","0.89","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"AMOT",0.542,0.431,0.5,0.43,"0.5","0.43","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AMOTL1",0.747,0.0914,0.7,0.09,"0.7","0.09","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AMPH",-0.56,0.298,-0.6,0.3,"-0.6","0.30","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANAPC16",0.353,0.853,0.4,0.85,"0.4","0.85","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ANAPC4",0.0192,0.914,0,0.91,"0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANAPC7",0.239,0.784,0.2,0.78,"0.2","0.78","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANKLE2",0.939,0.00304,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ANKRD26",-0.0534,0.91,-0.1,0.91,"-0.1","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANKRD27",0.406,0.753,0.4,0.75,"0.4","0.75","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANKRD50",0.423,0.739,0.4,0.74,"0.4","0.74","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANKRD52",0.316,0.808,0.3,0.81,"0.3","0.81","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANKRD54",0.0566,0.906,0.1,0.91,"0.1","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANO10",0.546,0.755,0.5,0.76,"0.5","0.76","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANP32B",-0.22,0.838,-0.2,0.84,"-0.2","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANXA3",-0.142,0.839,-0.1,0.84,"-0.1","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANXA4",0.127,0.836,0.1,0.84,"0.1","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANXA6",0.203,0.759,0.2,0.76,"0.2","0.76","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AP3S2",-2.9,0.0374,-2.9,0.04,"-2.9","0.04","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"AP4B1",-0.105,0.896,-0.1,0.9,"-0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APLP1",-6,1.17e-13,-6,0,"-6.0","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR","APLP1"
"APLP2",-0.0124,0.915,0,0.92,"-0.0","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APMAP",0.291,0.559,0.3,0.56,"0.3","0.56","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOA1",-0.63,0.433,-0.6,0.43,"-0.6","0.43","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"APOC3",0.23,0.891,0.2,0.89,"0.2","0.89","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"APOE",-0.0637,0.904,-0.1,0.9,"-0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOH",-5.31,2.31e-05,-5.3,0,"-5.3","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"APOOL",0.692,0.103,0.7,0.1,"0.7","0.10","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APP",-0.123,0.884,-0.1,0.88,"-0.1","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARB2A",0.121,0.896,0.1,0.9,"0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARF1",-1.14,0.437,-1.1,0.44,"-1.1","0.44","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARF3",-9.37,9.15e-07,-9.4,0,"-9.4","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"ARF4",-0.243,0.851,-0.2,0.85,"-0.2","0.85","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARF5",-0.14,0.891,-0.1,0.89,"-0.1","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARFGAP3",-0.138,0.831,-0.1,0.83,"-0.1","0.83","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARHGAP11A",0.587,0.837,0.6,0.84,"0.6","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARHGEF26",-0.0141,0.915,0,0.92,"-0.0","0.92","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"ARK2N",-0.339,0.741,-0.3,0.74,"-0.3","0.74","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ARL10",0.457,0.582,0.5,0.58,"0.5","0.58","NS","MAR_2of3","MAR_1of3","MAR vs MAR",NA
"ARL2",-0.149,0.886,-0.1,0.89,"-0.1","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARL3",-0.362,0.838,-0.4,0.84,"-0.4","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARL5B",-6.61,3.91e-05,-6.6,0,"-6.6","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"ARL6IP1",0.702,0.615,0.7,0.62,"0.7","0.62","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARL6IP6",0.0498,0.911,0,0.91,"0.0","0.91","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ARPC5L",-0.00712,0.915,0,0.92,"-0.0","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARPP19",0.114,0.902,0.1,0.9,"0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARRB1",-0.168,0.81,-0.2,0.81,"-0.2","0.81","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARRDC3",1.18,0.781,1.2,0.78,"1.2","0.78","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ART5",0.428,0.707,0.4,0.71,"0.4","0.71","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"ARVCF",0.339,0.73,0.3,0.73,"0.3","0.73","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ASDURF",0.0788,0.902,0.1,0.9,"0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ASF1A",-0.194,0.853,-0.2,0.85,"-0.2","0.85","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ASH1L",0.381,0.81,0.4,0.81,"0.4","0.81","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ASPRV1",0.605,0.885,0.6,0.88,"0.6","0.88","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ASRGL1",-0.0824,0.905,-0.1,0.9,"-0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATAD5",0.713,0.0244,0.7,0.02,"0.7","0.02","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ATF2",0.208,0.847,0.2,0.85,"0.2","0.85","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATF3",-0.17,0.88,-0.2,0.88,"-0.2","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATF4",-0.00403,0.916,0,0.92,"-0.0","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATF6",-0.323,0.729,-0.3,0.73,"-0.3","0.73","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP11C",0.236,0.888,0.2,0.89,"0.2","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP13A1",0.98,0.412,1,0.41,"1.0","0.41","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP1B1",0.133,0.861,0.1,0.86,"0.1","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP2A2",0.733,0.228,0.7,0.23,"0.7","0.23","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5F1A",0.605,0.359,0.6,0.36,"0.6","0.36","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5F1B",0.467,0.317,0.5,0.32,"0.5","0.32","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5F1C",0.528,0.516,0.5,0.52,"0.5","0.52","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5MG",0.818,0.0328,0.8,0.03,"0.8","0.03","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5MK",0.762,0.0794,0.8,0.08,"0.8","0.08","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5PO",0.623,0.0136,0.6,0.01,"0.6","0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ATP6V0A1",0.0108,0.915,0,0.92,"0.0","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP6V0A2",0.199,0.828,0.2,0.83,"0.2","0.83","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP6V0D2",-7.21,1.17e-13,-7.2,0,"-7.2","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR","ATP6V0D2"
"ATP6V1D",-0.435,0.134,-0.4,0.13,"-0.4","0.13","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP7A",0.233,0.888,0.2,0.89,"0.2","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATP9A",0.388,0.879,0.4,0.88,"0.4","0.88","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ATR",0.0394,0.912,0,0.91,"0.0","0.91","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"ATXN2L",-0.129,0.879,-0.1,0.88,"-0.1","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATXN7",0.767,0.766,0.8,0.77,"0.8","0.77","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATXN7L3B",-0.197,0.815,-0.2,0.81,"-0.2","0.81","NS","Present_3of3","Present_3of3","Present vs Present",NA
"B3GALNT2",0.84,0.846,0.8,0.85,"0.8","0.85","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"B4GALT5",-0.246,0.851,-0.2,0.85,"-0.2","0.85","NS","Present_3of3","Present_3of3","Present vs Present",NA
"B4GALT6",-0.312,0.864,-0.3,0.86,"-0.3","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"B4GALT7",0.463,0.567,0.5,0.57,"0.5","0.57","NS","Present_3of3","Present_3of3","Present vs Present",NA
"B9D1",-0.305,0.87,-0.3,0.87,"-0.3","0.87","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"BACE1",-7.16,1.49e-10,-7.2,0,"-7.2","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"BACH2",0.328,0.842,0.3,0.84,"0.3","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BAD",-0.043,0.911,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BAG1",-0.062,0.9,-0.1,0.9,"-0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BAG4",0.263,0.834,0.3,0.83,"0.3","0.83","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BAMBI",-0.105,0.908,-0.1,0.91,"-0.1","0.91","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BCAT1",-0.0404,0.912,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BCKDHB",0.59,0.371,0.6,0.37,"0.6","0.37","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BCKDK",0.857,0.000254,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"BCL10",-0.0806,0.904,-0.1,0.9,"-0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BCL11B",0.779,0.321,0.8,0.32,"0.8","0.32","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BCL2",0.582,0.496,0.6,0.5,"0.6","0.50","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BCL2L1",0.46,0.74,0.5,0.74,"0.5","0.74","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BCL2L12",2,0.234,2,0.23,"2.0","0.23","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BCL9L",0.0261,0.913,0,0.91,"0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BCOR",0.623,0.087,0.6,0.09,"0.6","0.09","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BDH1",-0.399,0.9,-0.4,0.9,"-0.4","0.90","NS","MAR_2of3","MAR_1of3","MAR vs MAR",NA
"BIN1",-0.541,0.498,-0.5,0.5,"-0.5","0.50","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BIRC2",-0.11,0.88,-0.1,0.88,"-0.1","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BLM",0.195,0.736,0.2,0.74,"0.2","0.74","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BLOC1S1",0.296,0.832,0.3,0.83,"0.3","0.83","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BLOC1S4",0.0837,0.894,0.1,0.89,"0.1","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BLOC1S6",0.142,0.894,0.1,0.89,"0.1","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BMP2",4.55,0.105,4.6,0.1,"4.6","0.10","NS","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"BMP4",-4.55,1.41e-06,-4.6,0,"-4.6","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"BMPR1A",1.29,0.73,1.3,0.73,"1.3","0.73","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BMPR2",-5.13,0.00678,-5.1,0.01,"-5.1","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"BNIP3",5.23,0.0122,5.2,0.01,"5.2","0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"BOD1",0.399,0.831,0.4,0.83,"0.4","0.83","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BOLA2B",-0.294,0.69,-0.3,0.69,"-0.3","0.69","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BORCS6",0.657,0.241,0.7,0.24,"0.7","0.24","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BPGM",-0.496,0.377,-0.5,0.38,"-0.5","0.38","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BPHL",0.569,0.246,0.6,0.25,"0.6","0.25","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BPNT2",0.561,0.297,0.6,0.3,"0.6","0.30","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BRI3",1.56,0.0385,1.6,0.04,"1.6","0.04","Up","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BRI3BP",0.165,0.797,0.2,0.8,"0.2","0.80","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BRWD1",-0.0212,0.912,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BRWD3",0.143,0.879,0.1,0.88,"0.1","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BSN",-0.432,0.785,-0.4,0.78,"-0.4","0.78","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BTBD2",-0.491,0.39,-0.5,0.39,"-0.5","0.39","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BTBD8",-0.0409,0.909,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BTBD9",-1.08,0.869,-1.1,0.87,"-1.1","0.87","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BTF3",-0.0337,0.913,0,0.91,"-0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BTF3L4",0.136,0.898,0.1,0.9,"0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C11orf54",0.14,0.896,0.1,0.9,"0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C1orf122",0.347,0.845,0.3,0.84,"0.3","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C1orf159",-1.4,0.093,-1.4,0.09,"-1.4","0.09","NS","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"C1orf198",0.124,0.88,0.1,0.88,"0.1","0.88","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C1orf43",0.299,0.705,0.3,0.7,"0.3","0.70","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C1orf50",0.139,0.883,0.1,0.88,"0.1","0.88","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"C1orf52",0.634,0.737,0.6,0.74,"0.6","0.74","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C2orf49",0.602,0.297,0.6,0.3,"0.6","0.30","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C4A",-0.48,0.866,-0.5,0.87,"-0.5","0.87","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"C4BPA",2.23,0.404,2.2,0.4,"2.2","0.40","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"C6orf89",0.332,0.87,0.3,0.87,"0.3","0.87","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C8orf88",-2.32,0.376,-2.3,0.38,"-2.3","0.38","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"C9orf40",0.532,0.789,0.5,0.79,"0.5","0.79","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C9orf72",1.5,0.839,1.5,0.84,"1.5","0.84","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"C9orf78",0.0534,0.905,0.1,0.9,"0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CAAP1",0.131,0.861,0.1,0.86,"0.1","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CABIN1",0.606,0.862,0.6,0.86,"0.6","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CABLES1",0.465,0.827,0.5,0.83,"0.5","0.83","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"CACNB3",-0.309,0.685,-0.3,0.69,"-0.3","0.69","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CACYBP",-0.138,0.867,-0.1,0.87,"-0.1","0.87","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CALCOCO2",-0.39,0.724,-0.4,0.72,"-0.4","0.72","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CAPG",0.0212,0.912,0,0.91,"0.0","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CAPRIN1",0.000123,0.917,0,0.92,"0.0","0.92","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CAPZB",-0.193,0.795,-0.2,0.8,"-0.2","0.80","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CARMIL1",0.576,0.441,0.6,0.44,"0.6","0.44","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CARMIL2",0.251,0.849,0.3,0.85,"0.3","0.85","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CAST",-0.826,0.474,-0.8,0.47,"-0.8","0.47","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CASTOR2",-3.04,0.00169,-3,0,"-3.0","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"CBR1",-0.144,0.888,-0.1,0.89,"-0.1","0.89","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CBX7",0.302,0.9,0.3,0.9,"0.3","0.90","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
