"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"ABCA3",-1.19,0.0540262408498766,-1.2,0.05,"-1.2","0.05","Down","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ABCB10",-0.654,0.0692636172242865,-0.7,0.07,"-0.7","0.07","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ABCB6",-8.04,1.58600009039554e-06,-8,0,"-8.0","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"ABHD5",-0.755,0.544565855653201,-0.8,0.54,"-0.8","0.54","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"ACE2",0.902,0.725504532375085,0.9,0.73,"0.9","0.73","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"ACOT13",-1.4,1.82852087028904e-05,-1.4,0,"-1.4","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ACTMAP",0.197,0.541180363753494,0.2,0.54,"0.2","0.54","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ADAM9",-2.43,2.16144179438937e-07,-2.4,0,"-2.4","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ADAMTS1",-1.55,1.00702991048077e-06,-1.6,0,"-1.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ADD1",1.11,3.53864195311706e-06,1.1,0,"1.1","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ADGRG6",-4.55,0.00181140011547864,-4.6,0,"-4.6","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"AGA",-0.444,0.52853081626328,-0.4,0.53,"-0.4","0.53","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"AHDC1",0.935,0.00189582775211429,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"AIFM2",-2.96,0.0289015110847969,-3,0.03,"-3.0","0.03","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"AIRIM",-0.0522,0.94059229927901,-0.1,0.94,"-0.1","0.94","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"AKAP7",-0.316,0.905605686966368,-0.3,0.91,"-0.3","0.91","NS","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"AKIRIN2",1.7,0.00073077884396401,1.7,0,"1.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
