"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"AMOT",-0.62,0.0465493601034638,-0.6,0.05,"-0.6","0.05","Down","Present_3of3","Present_3of3","Present vs Present",NA
"AMOTL1",-0.254,0.333676728776272,-0.3,0.33,"-0.3","0.33","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANAPC16",2.75,4.02300922450205e-08,2.8,0,"2.8","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"ANAPC4",2.3,3.33880413604192e-08,2.3,0,"2.3","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"ANGEL1",2.12,0.0136760216447179,2.1,0.01,"2.1","0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"ANKLE2",0.0767,0.750993526642475,0.1,0.75,"0.1","0.75","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANXA4",0.177,0.316072143197938,0.2,0.32,"0.2","0.32","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APLP1",-0.599,0.623376574465173,-0.6,0.62,"-0.6","0.62","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APLP2",-0.786,0.0312665369342855,-0.8,0.03,"-0.8","0.03","Down","Present_3of3","Present_3of3","Present vs Present",NA
"APOA1",-0.954,0.0116770457018555,-1,0.01,"-1.0","0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"APOC3",-0.892,0.192102500085397,-0.9,0.19,"-0.9","0.19","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOE",-1.1,0.0054369768704719,-1.1,0.01,"-1.1","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"APOH",-1.79,0.0474524022435268,-1.8,0.05,"-1.8","0.05","Down","Present_3of3","Present_3of3","Present vs Present",NA
"APP",-0.824,0.0146892512621035,-0.8,0.01,"-0.8","0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ARB2A",2.65,1.21801444798847e-06,2.6,0,"2.6","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"ARF3",-2.05,0.244735698189086,-2,0.24,"-2.0","0.24","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARL5B",-1.81,0.146709497361145,-1.8,0.15,"-1.8","0.15","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"ARL6IP1",0.841,0.0766400294022189,0.8,0.08,"0.8","0.08","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARMC7",1,0.0879235372439035,1,0.09,"1.0","0.09","NS","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"ART5",0.02,0.947155597560796,0,0.95,"0.0","0.95","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"ASPRV1",-0.687,NA,-0.7,NA,"-0.7",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ATAD5",-0.699,0.00312099789826784,-0.7,0,"-0.7","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ATF3",-1.79,0.000524818604474502,-1.8,0,"-1.8","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ATF4",-1.58,0.00887610976961415,-1.6,0.01,"-1.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5MK",-0.662,0.0163720279532475,-0.7,0.02,"-0.7","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ATP6V0D2",-1.15,0.11174584240244,-1.1,0.11,"-1.1","0.11","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"ATP6V1D",-0.592,0.00167859833566503,-0.6,0,"-0.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ATR",6.6,3.7043399963877e-10,6.6,0,"6.6","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"B3GALNT2",4.14,0.013457530256343,4.1,0.01,"4.1","0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"B4GALT5",0.63,0.109693613415332,0.6,0.11,"0.6","0.11","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"B4GALT6",0.437,0.534216451644344,0.4,0.53,"0.4","0.53","NS","Present_3of3","Present_3of3","Present vs Present",NA
"B9D1",4.59,2.70752827820977e-06,4.6,0,"4.6","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"BACE1",-1.64,0.0372973199049299,-1.6,0.04,"-1.6","0.04","Down","Present_3of3","Present_3of3","Present vs Present",NA
"BCL2L12",4.85,2.96664850463125e-06,4.8,0,"4.8","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"BCOR",-0.35,0.107892837487466,-0.3,0.11,"-0.3","0.11","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BIRC2",-0.305,0.444341842197891,-0.3,0.44,"-0.3","0.44","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"BLM",-0.542,0.00488101984512628,-0.5,0,"-0.5","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"BLOC1S4",-1.38,0.000273066150064405,-1.4,0,"-1.4","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"BMP2",-2.07,0.180090994359058,-2.1,0.18,"-2.1","0.18","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BMP4",-1.76,0.0714985726083723,-1.8,0.07,"-1.8","0.07","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BMPR2",3.61,0.0149119910084265,3.6,0.01,"3.6","0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"BNIP3",3.81,0.00313175536736378,3.8,0,"3.8","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"BOD1",-1.32,0.0197290940570729,-1.3,0.02,"-1.3","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"BORCS6",-0.406,0.154424652021461,-0.4,0.15,"-0.4","0.15","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BPGM",-2.97,5.17912376848389e-09,-3,0,"-3.0","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"BPNT2",0.268,0.306421534788959,0.3,0.31,"0.3","0.31","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BRI3",-0.184,0.8042628547654,-0.2,0.8,"-0.2","0.80","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BRI3BP",0.71,0.0011549784409858,0.7,0,"0.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"BRWD3",-1.1,0.000553890190734344,-1.1,0,"-1.1","<0.01","Down","Present_3of3","MAR_2of3","Present vs MAR",NA
"BTBD9",-0.27,0.909360203319631,-0.3,0.91,"-0.3","0.91","NS","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"BTN2A3P",0.696,NA,0.7,NA,"0.7",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"C1orf159",-0.671,0.575847130191141,-0.7,0.58,"-0.7","0.58","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C1orf198",-0.826,0.00956375199057299,-0.8,0.01,"-0.8","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"C2CD2L",-0.102,0.804068059981995,-0.1,0.8,"-0.1","0.80","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"C4A",7.34,1.24980271879027e-05,7.3,0,"7.3","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"C4BPA",-0.743,0.4331875944745,-0.7,0.43,"-0.7","0.43","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C6orf89",4.61,9.31715348019714e-10,4.6,0,"4.6","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"C8orf88",-4.85,0.00171580132787792,-4.8,0,"-4.8","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"C9orf72",0.646,0.773855346397359,0.6,0.77,"0.6","0.77","NS","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CABIN1",3.43,6.19813691712307e-09,3.4,0,"3.4","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CALCOCO2",0.907,0.0122733776231644,0.9,0.01,"0.9","0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CAMKK1",-0.666,0.0185797313211807,-0.7,0.02,"-0.7","0.02","Down","Present_3of3","MAR_2of3","Present vs MAR",NA
"CARMIL2",-1.87,0.000306366482620907,-1.9,0,"-1.9","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CASTOR2",2.87,7.14925912657103e-05,2.9,0,"2.9","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CBY1",-0.926,0.0233297965831805,-0.9,0.02,"-0.9","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC106",-1.27,0.000281785363407758,-1.3,0,"-1.3","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC120",-0.469,NA,-0.5,NA,"-0.5",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CCDC138",2.29,0.146542519120573,2.3,0.15,"2.3","0.15","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"CCDC158",4.7,7.45077037177511e-08,4.7,0,"4.7","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CCDC18",-0.235,0.612998069262067,-0.2,0.61,"-0.2","0.61","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC186",-0.781,0.00237359216144432,-0.8,0,"-0.8","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC28B",-1.28,0.00257408016729294,-1.3,0,"-1.3","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC66",-1.24,NA,-1.2,NA,"-1.2",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CCDC82",1.33,0.484113361828564,1.3,0.48,"1.3","0.48","NS","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"CCK",-5.39,1.49927720844904e-07,-5.4,0,"-5.4","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"CCN1",-1.18,0.146183444370966,-1.2,0.15,"-1.2","0.15","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CCN2",-1.27,0.352403174818227,-1.3,0.35,"-1.3","0.35","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CCNQ",1.03,0.491231476649484,1,0.49,"1.0","0.49","NS","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CCPG1",0.427,0.184111419784706,0.4,0.18,"0.4","0.18","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD151",-0.227,0.526171848090266,-0.2,0.53,"-0.2","0.53","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD40",-5.52,0.00246407423566916,-5.5,0,"-5.5","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"CD81",-0.686,0.0657719399384843,-0.7,0.07,"-0.7","0.07","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD84",5.97,0.00101897722550427,6,0,"6.0","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"CD99",-3.45,0.0639995122434334,-3.5,0.06,"-3.5","0.06","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"CDC42EP1",-0.32,0.292335066771108,-0.3,0.29,"-0.3","0.29","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CDCA7L",-0.556,0.0195482491616732,-0.6,0.02,"-0.6","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CDK11A",5.45,8.83222577171566e-06,5.4,0,"5.4","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"CDKN2A",-0.602,0.0149430029656337,-0.6,0.01,"-0.6","0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CEBPZOS",-1.02,0.0222708484426614,-1,0.02,"-1.0","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CENPW",-0.454,0.275783004393901,-0.5,0.28,"-0.5","0.28","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CENPX",-0.782,0.0503459045628481,-0.8,0.05,"-0.8","0.05","Down","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"CEP170B",-0.421,0.0785556876735127,-0.4,0.08,"-0.4","0.08","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CEP41",-0.291,0.168274259402177,-0.3,0.17,"-0.3","0.17","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CFAP97",-0.604,0.102120818454789,-0.6,0.1,"-0.6","0.10","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CHCHD4",-0.901,0.434406363507652,-0.9,0.43,"-0.9","0.43","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CHKA",3.49,0.0285503124558389,3.5,0.03,"3.5","0.03","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CHPF",1.77,0.273123296521085,1.8,0.27,"1.8","0.27","NS","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CHPF2",-1.02,0.31705255470097,-1,0.32,"-1.0","0.32","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"CHSY1",0.922,0.00248346172473339,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CISD1",0.0808,0.715306785157695,0.1,0.72,"0.1","0.72","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CKS1B",-0.846,0.0101472735002684,-0.8,0.01,"-0.8","0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CKS2",-0.355,0.193405214941374,-0.4,0.19,"-0.4","0.19","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CLK3",-0.502,0.0428874753559049,-0.5,0.04,"-0.5","0.04","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CLOCK",7.53,0.000422614474996068,7.5,0,"7.5","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"CLTCL1",-0.929,0.282959666406662,-0.9,0.28,"-0.9","0.28","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"CLU",-0.304,0.233033751521485,-0.3,0.23,"-0.3","0.23","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CMTM6",-0.331,0.779282761482132,-0.3,0.78,"-0.3","0.78","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"CNBP",-2.58,0.00392091738733047,-2.6,0,"-2.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CNEP1R1",-0.425,0.696936804223751,-0.4,0.7,"-0.4","0.70","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CNOT8",5.64,1.1357340580266e-08,5.6,0,"5.6","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CNOT9",-0.861,0.0247141652122426,-0.9,0.02,"-0.9","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"COL1A1",0.378,0.51290213622027,0.4,0.51,"0.4","0.51","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COL1A2",0.411,0.494418668675669,0.4,0.49,"0.4","0.49","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COL4A6",-0.905,0.000813080914975242,-0.9,0,"-0.9","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"COLEC12",-1.06,0.000896636108802818,-1.1,0,"-1.1","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD3",-0.294,0.259513399953154,-0.3,0.26,"-0.3","0.26","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD5",-0.265,0.80276708724327,-0.3,0.8,"-0.3","0.80","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD8",-0.294,0.534145490482447,-0.3,0.53,"-0.3","0.53","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD9",-0.847,0.000427987569195275,-0.8,0,"-0.8","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"COQ9",-0.362,0.130811338774353,-0.4,0.13,"-0.4","0.13","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COX6A1",-0.222,0.658671669701542,-0.2,0.66,"-0.2","0.66","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"CPNE8",-0.241,0.182398158376291,-0.2,0.18,"-0.2","0.18","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CRABP2",-1.47,0.00273376718271961,-1.5,0,"-1.5","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CRBN",3.21,7.123883704974e-08,3.2,0,"3.2","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CREM",6.15,0.000627734586292273,6.2,0,"6.2","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"CRIM1",-0.972,0.040957123414346,-1,0.04,"-1.0","0.04","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CRYGD",-2.38,0.0315014746899424,-2.4,0.03,"-2.4","0.03","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CSPG4",-2.85,NA,-2.9,NA,"-2.9",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CSPG5",1.74,0.300951611448269,1.7,0.3,"1.7","0.30","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"CUL7",-0.251,0.688915037958651,-0.3,0.69,"-0.3","0.69","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"CWC22",-0.275,0.129289509149151,-0.3,0.13,"-0.3","0.13","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CYBA",-1.72,NA,-1.7,NA,"-1.7",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CYBC1",2.31,1.57152798609439e-07,2.3,0,"2.3","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CYLD",2.21,0.000932290936155236,2.2,0,"2.2","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CYREN",-0.491,0.482527415795211,-0.5,0.48,"-0.5","0.48","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CYSTM1",-1.57,0.370423583789001,-1.6,0.37,"-1.6","0.37","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"DACT1",-3.11,NA,-3.1,NA,"-3.1",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DBP",-5.14,3.15496794751285e-06,-5.1,0,"-5.1","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"DCBLD1",4.92,0.000194639276985215,4.9,0,"4.9","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"DCTD",-2.63,6.40028746044986e-08,-2.6,0,"-2.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"DDIT4",-1.16,0.0487263451343615,-1.2,0.05,"-1.2","0.05","Down","Present_3of3","Present_3of3","Present vs Present",NA
"DDR2",0.533,0.051889161466516,0.5,0.05,"0.5","0.05","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DDX19A",6.34,2.23314268742644e-11,6.3,0,"6.3","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"DDX28",0.853,0.000657162355674202,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"DGCR2",-0.304,0.312396008604502,-0.3,0.31,"-0.3","0.31","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DGCR6",-2.06,0.00133547370086647,-2.1,0,"-2.1","<0.01","Down","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"DGCR6L",-1.08,0.0827025693432003,-1.1,0.08,"-1.1","0.08","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"DHDDS",-2.17,NA,-2.2,NA,"-2.2",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DHRS13",-1.13,NA,-1.1,NA,"-1.1",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DKK1",-1.89,0.00186415307022061,-1.9,0,"-1.9","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"DLX1",-6.2,0.000680298487300577,-6.2,0,"-6.2","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"DLX6",-1.18,NA,-1.2,NA,"-1.2",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DMTN",-1.24,0.00704647519268752,-1.2,0.01,"-1.2","<0.01","Down","MAR_1of3","Present_3of3","MAR vs Present",NA
"DNA2",4.72,9.31715348019714e-10,4.7,0,"4.7","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"DNAJB5",-1.96,0.201123279302436,-2,0.2,"-2.0","0.20","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"DNAL4",-0.509,0.0676354451036362,-0.5,0.07,"-0.5","0.07","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"DNLZ",-1.56,0.00263256142383094,-1.6,0,"-1.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"DOLK",-2.03,NA,-2,NA,"-2.0",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DPH7",-1.61,0.0380039591611542,-1.6,0.04,"-1.6","0.04","Down","Present_3of3","MAR_1of3","Present vs MAR",NA
"DPM3",0.338,0.215414576906311,0.3,0.22,"0.3","0.22","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EDIL3",-0.997,0.293554818145365,-1,0.29,"-1.0","0.29","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"EEF1AKMT1",4.14,0.00118468600292082,4.1,0,"4.1","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"EEF1G",0.251,0.161833802631819,0.3,0.16,"0.3","0.16","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EFNA5",-1.41,0.0314318999235022,-1.4,0.03,"-1.4","0.03","Down","Present_3of3","Present_3of3","Present vs Present",NA
"EFR3A",1.69,0.00929979310133817,1.7,0.01,"1.7","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"EFR3B",3.97,0.0300561516033069,4,0.03,"4.0","0.03","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"EGLN3",-5.78,0.0013056187022303,-5.8,0,"-5.8","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"EGR1",0.13,0.863829092403038,0.1,0.86,"0.1","0.86","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"EHD3",-0.96,0.361367253573892,-1,0.36,"-1.0","0.36","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"EIF1",-1.32,0.00255022539063228,-1.3,0,"-1.3","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"EIF1B",-1.34,0.000374433313880695,-1.3,0,"-1.3","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"EIF3C",-8.1,2.39321261160916e-08,-8.1,0,"-8.1","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"EIF4ENIF1",-0.51,0.0513114561552419,-0.5,0.05,"-0.5","0.05","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EIF5",-0.613,0.00712555629042139,-0.6,0.01,"-0.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ELOF1",-2.73,0.00268763377459697,-2.7,0,"-2.7","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ELOVL1",-1.92,0.324628034472518,-1.9,0.32,"-1.9","0.32","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ELOVL5",-0.986,0.373228178774768,-1,0.37,"-1.0","0.37","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ENDOD1",3.57,1.10329738443357e-08,3.6,0,"3.6","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"ENKD1",-1.46,0.00344794056667726,-1.5,0,"-1.5","<0.01","Down","MAR_2of3","Present_3of3","MAR vs Present",NA
"ENTPD6",-1.63,0.0163734885206425,-1.6,0.02,"-1.6","0.02","Down","Present_3of3","MAR_1of3","Present vs MAR",NA
"ENTR1",-2.01,NA,-2,NA,"-2.0",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"EPHA4",-0.327,0.105822924501213,-0.3,0.11,"-0.3","0.11","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EPHA7",-0.702,0.0240610692018117,-0.7,0.02,"-0.7","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ERAP1",4.86,2.44641201540057e-09,4.9,0,"4.9","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
