"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"ABCA3",-0.0485,0.95425237614404,0,0.95,"-0.0","0.95","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ABCB10",-1.1,0.00377009379616128,-1.1,0,"-1.1","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ABCB6",-0.805,NA,-0.8,NA,"-0.8",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ABHD5",-1.05,0.393186879451741,-1,0.39,"-1.0","0.39","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"ACE2",1.27,0.619058626688921,1.3,0.62,"1.3","0.62","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"ACOT13",-0.864,0.00186955220721221,-0.9,0,"-0.9","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ACTMAP",0.483,0.109498898347948,0.5,0.11,"0.5","0.11","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADAM9",-1.11,0.00136330039096461,-1.1,0,"-1.1","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ADAMTS1",-0.766,0.00166089113531011,-0.8,0,"-0.8","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ADD1",0.298,0.092782175194036,0.3,0.09,"0.3","0.09","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADGRG6",-1.09,NA,-1.1,NA,"-1.1",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"AGA",-0.0254,0.978861729052283,0,0.98,"-0.0","0.98","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"AHDC1",-0.384,0.171252537901422,-0.4,0.17,"-0.4","0.17","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AIFM2",-3.88,0.00554783517128205,-3.9,0.01,"-3.9","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"AIRIM",2.74,7.7252547615235e-05,2.7,0,"2.7","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"AKAP7",-3.55,0.0992696170437795,-3.5,0.1,"-3.5","0.10","NS","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"AKIRIN2",2.78,5.16854769874671e-06,2.8,0,"2.8","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH18A1",-0.672,0.163696273202515,-0.7,0.16,"-0.7","0.16","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH1L2",0.682,0.00369195263979426,0.7,0,"0.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ALG1",-0.607,0.13825475691968,-0.6,0.14,"-0.6","0.14","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH8",-3.84,0.0821246650630778,-3.8,0.08,"-3.8","0.08","NS","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"AMFR",0.756,0.00165971544257083,0.8,0,"0.8","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"AMMECR1",-0.62,0.569646362888285,-0.6,0.57,"-0.6","0.57","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"AMOT",0.382,0.282870730655448,0.4,0.28,"0.4","0.28","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AMOTL1",0.821,0.0077735595266614,0.8,0.01,"0.8","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ANAPC16",1.25,0.000460491401352778,1.2,0,"1.2","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ANAPC4",-0.498,0.0570606404615779,-0.5,0.06,"-0.5","0.06","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANGEL1",-2.02,0.0290023645206249,-2,0.03,"-2.0","0.03","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"ANKLE2",0.915,0.00141956031262385,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ANXA4",-0.931,0.000101634972120067,-0.9,0,"-0.9","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"APLP1",0.937,NA,0.9,NA,"0.9",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"APLP2",-0.117,0.809837522548114,-0.1,0.81,"-0.1","0.81","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOA1",-0.181,0.700780951993617,-0.2,0.7,"-0.2","0.70","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOC3",0.532,0.532936108361632,0.5,0.53,"0.5","0.53","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"APOE",0.761,0.063481302309159,0.8,0.06,"0.8","0.06","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOH",-5.47,2.08141173115426e-05,-5.5,0,"-5.5","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"APP",-0.297,0.442109414658376,-0.3,0.44,"-0.3","0.44","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARB2A",-0.182,0.688717249185162,-0.2,0.69,"-0.2","0.69","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARF3",0.304,NA,0.3,NA,"0.3",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ARL5B",0.538,NA,0.5,NA,"0.5",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ARL6IP1",-0.0712,0.916338893746889,-0.1,0.92,"-0.1","0.92","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ARMC7",2.59,0.000496155344648271,2.6,0,"2.6","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"ART5",-0.0823,0.825089524258821,-0.1,0.83,"-0.1","0.83","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ASPRV1",-0.048,0.984229011122857,0,0.98,"-0.0","0.98","NS","MAR_2of3","MAR_1of3","MAR vs MAR",NA
"ATAD5",0.267,0.27465215873671,0.3,0.27,"0.3","0.27","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATF3",-1.38,0.00435241715477548,-1.4,0,"-1.4","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ATF4",-1.54,0.0175060586245329,-1.5,0.02,"-1.5","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ATP5MK",1.81,5.771344634049e-06,1.8,0,"1.8","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ATP6V0D2",-0.0686,NA,-0.1,NA,"-0.1",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ATP6V1D",0.0752,0.727105065167852,0.1,0.73,"0.1","0.73","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATR",-0.0788,0.910014786169352,-0.1,0.91,"-0.1","0.91","NS","Present_3of3","Present_3of3","Present vs Present",NA
"B3GALNT2",-2.66,0.13806679505133,-2.7,0.14,"-2.7","0.14","NS","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"B4GALT5",0.612,0.170387169561688,0.6,0.17,"0.6","0.17","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"B4GALT6",-0.0765,0.942187852008049,-0.1,0.94,"-0.1","0.94","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"B9D1",5.61,2.96610139235095e-07,5.6,0,"5.6","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"BACE1",0.561,NA,0.6,NA,"0.6",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BCL2L12",7.19,1.93817408404991e-08,7.2,0,"7.2","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"BCOR",0.837,0.00165971544257083,0.8,0,"0.8","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"BIRC2",0.678,0.131915684928198,0.7,0.13,"0.7","0.13","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"BLM",-0.0905,0.694922570320253,-0.1,0.69,"-0.1","0.69","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BLOC1S4",1.84,1.38211590780496e-05,1.8,0,"1.8","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"BMP2",-0.928,NA,-0.9,NA,"-0.9",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BMP4",1.34,NA,1.3,NA,"1.3",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BMPR2",6.46,0.000352986179188646,6.5,0,"6.5","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"BNIP3",5.24,0.000371013782483878,5.2,0,"5.2","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"BOD1",4.98,1.49484065260827e-07,5,0,"5.0","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"BORCS6",1.29,0.000414316555156055,1.3,0,"1.3","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"BPGM",0.351,0.238580341357844,0.4,0.24,"0.4","0.24","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BPNT2",-0.217,0.502034814242507,-0.2,0.5,"-0.2","0.50","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BRI3",0.724,NA,0.7,NA,"0.7",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"BRI3BP",-0.582,0.00691105542226308,-0.6,0.01,"-0.6","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"BRWD3",-0.504,0.0778161238899597,-0.5,0.08,"-0.5","0.08","NS","Present_3of3","Present_3of3","Present vs Present",NA
"BTBD9",1.77,0.515069067289002,1.8,0.52,"1.8","0.52","NS","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"BTN2A3P",-6.87,0.00655774038873278,-6.9,0.01,"-6.9","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"C1orf159",-2.59,0.0526621293438869,-2.6,0.05,"-2.6","0.05","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"C1orf198",2.37,9.83562906701693e-07,2.4,0,"2.4","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"C2CD2L",0.615,0.164247162775913,0.6,0.16,"0.6","0.16","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C4A",0.0948,NA,0.1,NA,"0.1",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"C4BPA",0.867,0.447381235092731,0.9,0.45,"0.9","0.45","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"C6orf89",0.334,0.446815866232533,0.3,0.45,"0.3","0.45","NS","Present_3of3","Present_3of3","Present vs Present",NA
"C8orf88",4.81,0.00279922770921894,4.8,0,"4.8","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"C9orf72",-3.61,0.13986276762378,-3.6,0.14,"-3.6","0.14","NS","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"CABIN1",0.097,0.818673616347792,0.1,0.82,"0.1","0.82","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CALCOCO2",1.1,0.00611768214862414,1.1,0.01,"1.1","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CAMKK1",0.91,0.00467831110846902,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CARMIL2",2.74,5.31950098435583e-06,2.7,0,"2.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CASTOR2",-1.53,0.0108050509781531,-1.5,0.01,"-1.5","0.01","Down","Present_3of3","MAR_2of3","Present vs MAR",NA
"CBY1",2.72,5.31950098435583e-06,2.7,0,"2.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC106",1.19,0.000417354774996661,1.2,0,"1.2","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC120",5.02,0.00028018945441564,5,0,"5.0","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CCDC138",6.42,0.00104469070463019,6.4,0,"6.4","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"CCDC158",-5.53,1.18548045686371e-08,-5.5,0,"-5.5","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"CCDC18",3.95,3.14045294966892e-07,4,0,"4.0","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CCDC186",1.6,4.47673171590343e-06,1.6,0,"1.6","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CCDC28B",4.1,1.16705619611754e-08,4.1,0,"4.1","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CCDC66",3.61,6.47630635656729e-05,3.6,0,"3.6","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CCDC82",-3.6,0.0901361389495727,-3.6,0.09,"-3.6","0.09","NS","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"CCK",0.411,0.593817869961989,0.4,0.59,"0.4","0.59","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CCN1",-8.53,2.26541588626912e-08,-8.5,0,"-8.5","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"CCN2",-4.92,0.00281260856535955,-4.9,0,"-4.9","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"CCNQ",4.79,0.00609083152496352,4.8,0.01,"4.8","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"CCPG1",0.386,0.30717685185859,0.4,0.31,"0.4","0.31","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"CD151",-0.504,0.212654777278051,-0.5,0.21,"-0.5","0.21","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD40",-5.7,0.00307134428056606,-5.7,0,"-5.7","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"CD81",-0.27,0.560521076505934,-0.3,0.56,"-0.3","0.56","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CD84",-1.55,NA,-1.6,NA,"-1.6",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CD99",0.976,0.685988554897312,1,0.69,"1.0","0.69","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"CDC42EP1",2.43,9.1469194250063e-07,2.4,0,"2.4","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CDCA7L",1.31,4.44736492100362e-05,1.3,0,"1.3","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CDK11A",1.21,NA,1.2,NA,"1.2",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CDKN2A",1.65,4.67282746404137e-06,1.6,0,"1.6","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CEBPZOS",5.35,2.52893783861249e-09,5.3,0,"5.3","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CENPW",-0.681,0.150663158320186,-0.7,0.15,"-0.7","0.15","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CENPX",2.93,2.2282215360878e-06,2.9,0,"2.9","<0.01","Up","Present_3of3","MNAR_0of3","Present vs MNAR",NA
"CEP170B",1.67,4.67282746404137e-06,1.7,0,"1.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CEP41",1.67,1.11481063054584e-06,1.7,0,"1.7","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CFAP97",2.51,6.49067614218826e-06,2.5,0,"2.5","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CHCHD4",-0.675,0.648447492352772,-0.7,0.65,"-0.7","0.65","NS","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"CHKA",5.21,0.00455657864490031,5.2,0,"5.2","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"CHPF",2.4,0.193274703820439,2.4,0.19,"2.4","0.19","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"CHPF2",-0.639,0.626571366436271,-0.6,0.63,"-0.6","0.63","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CHSY1",-0.302,0.339035717868488,-0.3,0.34,"-0.3","0.34","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"CISD1",-1.04,0.000212790130661312,-1,0,"-1.0","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"CKS1B",2.17,4.67282746404137e-06,2.2,0,"2.2","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CKS2",2.26,6.64658159275646e-07,2.3,0,"2.3","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"CLK3",0.242,0.405270754208001,0.2,0.41,"0.2","0.41","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CLOCK",-6.19,0.00215935117253201,-6.2,0,"-6.2","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"CLTCL1",0.258,NA,0.3,NA,"0.3",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CLU",-0.0609,0.866261225490194,-0.1,0.87,"-0.1","0.87","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CMTM6",-5.03,0.000473103216323689,-5,0,"-5.0","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"CNBP",-4.61,4.62497143025497e-05,-4.6,0,"-4.6","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"CNEP1R1",1.22,NA,1.2,NA,"1.2",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CNOT8",-0.0953,0.899595444011816,-0.1,0.9,"-0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CNOT9",2.45,9.41077622936317e-06,2.5,0,"2.5","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"COL1A1",0.115,NA,0.1,NA,"0.1",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"COL1A2",0.61,NA,0.6,NA,"0.6",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"COL4A6",0.597,0.0190792342298263,0.6,0.02,"0.6","0.02","Up","Present_3of3","Present_3of3","Present vs Present",NA
"COLEC12",1.82,5.75113768393358e-06,1.8,0,"1.8","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD3",1.37,0.000104239674386039,1.4,0,"1.4","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
