"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"ABCA3",2.58,0.000447083966156327,2.6,0,"2.6","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"ABCB10",1.58,0.000295995255478668,1.6,0,"1.6","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ABCB6",0.182,NA,0.2,NA,"0.2",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ABHD5",0.614,0.653926639266819,0.6,0.65,"0.6","0.65","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACE2",0.189,0.952928744201408,0.2,0.95,"0.2","0.95","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ACOT13",0.942,0.00133835204585594,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ACTMAP",-0.738,0.0182818365353832,-0.7,0.02,"-0.7","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ADAM9",0.328,0.331471157553096,0.3,0.33,"0.3","0.33","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADAMTS1",1.48,3.45975873605056e-06,1.5,0,"1.5","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ADD1",-0.187,0.323099907723494,-0.2,0.32,"-0.2","0.32","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADGRG6",1.86,NA,1.9,NA,"1.9",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"AGA",0.172,0.840249537138783,0.2,0.84,"0.2","0.84","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"AHDC1",0.627,0.0285875994374784,0.6,0.03,"0.6","0.03","Up","Present_3of3","Present_3of3","Present vs Present",NA
"AIFM2",3.48,0.0130759403382719,3.5,0.01,"3.5","0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"AIRIM",-3.08,4.15350981010634e-05,-3.1,0,"-3.1","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"AKAP7",4.27,0.0516167833806412,4.3,0.05,"4.3","0.05","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"AKIRIN2",-1.98,0.000314025103676137,-2,0,"-2.0","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH18A1",1.5,0.00411207322236101,1.5,0,"1.5","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH1L2",0.0828,0.762357391815132,0.1,0.76,"0.1","0.76","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALG1",0.466,0.278125365095241,0.5,0.28,"0.5","0.28","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH8",1.32,0.606737756997925,1.3,0.61,"1.3","0.61","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"AMFR",-0.0234,0.938894176279957,0,0.94,"-0.0","0.94","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AMMECR1",0.0852,0.950747369142352,0.1,0.95,"0.1","0.95","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"AMOT",-0.387,0.289220813510234,-0.4,0.29,"-0.4","0.29","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AMOTL1",-0.524,0.082971955970108,-0.5,0.08,"-0.5","0.08","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANAPC16",-0.695,0.0322220043457148,-0.7,0.03,"-0.7","0.03","Down","Present_3of3","MAR_2of3","Present vs MAR",NA
"ANAPC4",0.412,0.122823217243129,0.4,0.12,"0.4","0.12","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANGEL1",-0.422,0.701342108762732,-0.4,0.7,"-0.4","0.70","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"ANKLE2",-0.101,0.752826641779876,-0.1,0.75,"-0.1","0.75","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ANXA4",1.04,5.81698442095406e-05,1,0,"1.0","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"APLP1",-7.21,4.28156965682838e-05,-7.2,0,"-7.2","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"APLP2",-0.0667,0.899891312895957,-0.1,0.9,"-0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOA1",0.199,0.677749628072877,0.2,0.68,"0.2","0.68","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"APOC3",-0.141,0.892262028924707,-0.1,0.89,"-0.1","0.89","NS","MAR_2of3","MAR_1of3","MAR vs MAR",NA
"APOE",-0.492,0.25241826679346,-0.5,0.25,"-0.5","0.25","NS","Present_3of3","Present_3of3","Present vs Present",NA
"APOH",0.456,0.705025474667274,0.5,0.71,"0.5","0.71","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"APP",0.0587,0.901628884918201,0.1,0.9,"0.1","0.90","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARB2A",0.438,0.291452146819019,0.4,0.29,"0.4","0.29","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ARF3",-9.87,0.000101724437224818,-9.9,0,"-9.9","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"ARL5B",-5.29,0.00115226914860386,-5.3,0,"-5.3","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"ARL6IP1",-0.854,0.11641425092776,-0.9,0.12,"-0.9","0.12","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"ARMC7",-3.22,0.000112528473248666,-3.2,0,"-3.2","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"ART5",0.113,0.762357391815132,0.1,0.76,"0.1","0.76","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ASPRV1",5.13,0.00493153694638412,5.1,0,"5.1","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"ATAD5",0.236,0.357231349332031,0.2,0.36,"0.2","0.36","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ATF3",0.975,0.0377176185226558,1,0.04,"1.0","0.04","Up","Present_3of3","Present_3of3","Present vs Present",NA
