name,ID,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
DNM1L,O00429,0.836334689542989,3.7728953439585335e-5,0.5106649232708784,0.5527053672378087,0.7050738653367641,1.463639616714835e-4,0.7537404782926203,0.7859984309470389,0.875,0.168,0.749,0.656,0.827,0.247,0.89,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0285,-0.718,-0.0912,-0.0822,-0.0523,0.638,-0.0433,-0.0375,-0.0858,-0.776,-0.0573,0.467,-0.177,0.204,-0.138,0.658,-0.0948
DNM2,P50570,0.4620235086029997,0.23977953021040396,0.409484396709926,0.8930368062850617,0.6499147347553477,0.14908458002149216,0.6102015427419256,0.8213900988805671,0.733,0.851,0.7,0.859,0.817,0.839,0.861,0.902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.155,-0.25,-0.174,0.0281,-0.0951,0.31,0.107,-0.0472,0.243,-0.162,0.0885,0.295,0.0694,-0.287,0.148,-0.437,0.0413
DNM3,Q9UQ16,0.3175694847439601,0.9886278500223501,0.3092611972794011,0.9762973065798897,0.40825821199048784,0.8698379417434845,0.8214038464810238,0.9619454854983758,0.59,0.915,0.628,0.879,0.75,0.914,0.9,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.346,0.00488,-0.353,0.0102,-0.285,0.0561,0.0773,-0.0163,0.635,0.294,0.289,-0.0212,0.283,-0.738,0.35,-1.36,0.273
DNMBP,Q6XZF7,0.504210383831374,0.12049009275239247,0.30525101615615013,0.819442440999571,0.250877797882027,0.27609902082143467,0.9206061740169662,0.5529992514938773,0.76,0.812,0.625,0.834,0.664,0.868,0.912,0.865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.265,-0.632,-0.41,0.0901,-0.46,0.436,0.0393,-0.235,0.464,-0.433,0.199,0.0071,0.0542,-0.466,0.00341,0.207,-0.0359
DNMT1,P26358,0.7051007338370556,0.5750992437384119,0.7020757309658567,0.9653019996047643,0.7465805586410863,0.6131314972395189,0.5095059285207395,0.4751289651418541,0.844,0.893,0.81,0.877,0.834,0.901,0.831,0.847,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.129,-0.191,-0.13,-0.0148,0.11,0.172,0.225,-0.244,-0.00673,-0.0691,0.122,-0.426,-0.137,-0.0669,0.103,0.602,-0.122
DNMT3A,Q9Y6K1,0.6413805504638893,0.004734060467096243,0.09150163601062034,0.8704423723316017,0.5315997719363496,0.051556440315420386,0.207792129135091,0.025710407865819324,0.824,0.514,0.36,0.852,0.79,0.778,0.589,0.307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.102,0.689,0.384,-0.0358,0.138,-0.449,-0.282,0.522,0.0228,0.609,-0.0796,-0.886,0.407,-0.327,0.161,-0.35,0.443
DNMT3B,Q9UBC3,0.6923350640735306,0.016160349763546286,0.02211403534311288,0.928631427187361,0.02047660441779341,0.614565610576475,0.9570096544140124,0.04215749092064307,0.841,0.65,0.154,0.868,0.23,0.901,0.916,0.371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0786,0.515,0.486,-0.0178,0.493,-0.1,-0.0107,0.425,-0.258,0.336,-0.179,-0.5,0.229,-0.159,0.236,0.0486,0.247
DNPEP,Q9ULA0,0.16432406473500577,0.01350768728131397,0.4957968069800961,0.5297670355808548,0.44442110573789895,0.05406335900921782,0.5863381492129613,0.9129590791932408,0.386,0.631,0.743,0.63,0.764,0.781,0.855,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.507,-0.952,0.244,-0.225,0.274,0.719,-0.194,-0.0389,-0.617,-1.06,-0.11,-0.0665,-0.373,0.305,-0.343,2.41,-0.148
DNPH1,O43598,0.40489447589722427,0.2312159611203346,0.8442142437308033,0.8127107867756711,0.5612202220289486,0.838227653360082,0.5884922385543612,0.3830517780506326,0.687,0.849,0.839,0.832,0.798,0.912,0.855,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.182,-0.265,0.0427,0.0515,-0.127,-0.0443,-0.118,-0.191,-0.379,-0.461,-0.197,0.387,-0.336,0.519,-0.506,1.36,-0.388
DNTTIP1,Q9H147,0.41458379662804856,0.9097878399737731,0.7916592293376971,0.212086552440516,0.016146801599972307,0.07056911562501605,0.29636453959085596,0.47759000271782115,0.696,0.912,0.829,0.142,0.205,0.798,0.703,0.848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.171,-0.0235,0.0549,-0.264,0.539,0.392,0.22,0.148,-0.281,-0.134,-0.11,-0.332,-0.226,0.187,0.258,0.601,0.038
DNTTIP2,Q5QJE6,0.8803477935925068,0.24569878924363062,0.18949957284573915,0.824512676308369,0.02502532114669055,0.1827006673831193,0.4102354106565712,0.09811505468162779,0.883,0.853,0.497,0.836,0.255,0.849,0.786,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0323,0.253,0.287,-0.0475,0.513,0.292,0.178,0.367,-0.0156,0.205,-0.0478,-0.837,0.272,-0.111,0.497,-0.283,0.319
DOCK1,Q14185,0.6996224512310717,0.16827404164744622,0.41494225566594545,0.7609718700066306,0.16350973817441328,0.021992066691350877,0.7627875714098108,0.4622730708512617,0.843,0.832,0.703,0.81,0.576,0.716,0.891,0.844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.129,-0.47,0.274,-0.101,0.475,0.817,0.101,0.246,0.309,-0.0323,0.438,-0.784,0.582,-0.235,0.784,-1.75,0.684
DOCK11,Q5JSL3,0.9601082083785113,0.22507462977450182,0.9974582774488179,0.28326563469949506,0.26944151247526993,0.9485160313836363,0.9763696619379545,0.26110097984481273,0.896,0.848,0.861,0.245,0.678,0.917,0.917,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0599,-1.48,-0.00382,1.31,-1.34,0.0774,-0.0355,-1.37,0.552,-0.87,0.612,0.725,0.548,0.238,-0.793,-0.254,-0.757
DOCK7,Q96N67,0.7130169628225325,0.41609065998760486,0.8967625271013544,0.7400513456201405,0.8715749914002525,0.5415130256466556,0.9674845694109286,0.8682242590843995,0.847,0.878,0.847,0.799,0.852,0.896,0.917,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.173,0.386,0.0611,0.156,-0.0761,-0.289,0.0192,0.0781,0.265,0.478,0.0917,0.0851,0.326,-0.0484,0.189,-1.56,0.17
DOLK,Q9UPQ8,0.3786997046979793,0.5598560788399016,0.9139380221353282,0.5535254875111926,0.2902923160390969,0.017977879952586446,0.7121205710778735,0.12265475109801027,0.662,0.891,0.85,0.657,0.692,0.699,0.883,0.604,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.86,-1.23,0.226,-1.25,2.25,5.33,0.774,3.33,1.21,-1.87,-0.648,-2.12,1.44,-1.64,3.46,-2.51,2.68
DOLPP1,Q86YN1,0.7346393776875841,0.17906754109164413,0.20813169763395553,0.793782048358968,0.44058198046236285,0.7958686675497073,0.8057539505052074,0.18296999130793742,0.853,0.835,0.515,0.824,0.762,0.91,0.898,0.693,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.114,0.46,0.43,0.0875,0.26,-0.0866,-0.0823,0.456,-0.265,0.0816,-0.379,0.00242,0.165,0.351,-0.00504,-0.0283,0.0773
DONSON,Q9NYP3,0.9741184337483746,0.7251337769516413,0.9373599615512404,0.9087685706929518,0.08265812098216267,0.043944777778615704,0.11840546312630419,0.8723228839820104,0.898,0.902,0.853,0.863,0.423,0.767,0.39,0.907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0323,0.35,-0.0782,0.114,-1.8,-2.11,-1.6,-0.16,0.921,1.24,0.889,0.496,0.843,-0.657,-0.874,-3.59,0.729
DOP1B,Q9Y3R5,0.7080388788321264,0.06169164727785619,0.7087870045781354,0.1375000081201252,0.7756439395840429,0.015469543588866123,0.38939881017149536,0.1372542863354953,0.845,0.766,0.811,0.0553,0.839,0.687,0.774,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.074,-0.386,-0.0738,-0.302,0.0563,0.516,-0.171,0.302,-0.0803,-0.54,-0.154,-0.473,-0.154,-0.588,-0.024,1.87,0.147
DOT1L,Q8TEK3,0.8245942630400285,0.6437347856750515,0.29480654463965467,0.8300336718564445,0.17334057606236353,0.4809985051508777,0.9066044344542383,0.297908056148993,0.873,0.897,0.615,0.838,0.589,0.891,0.91,0.782,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.112,0.233,0.535,-0.108,0.702,0.357,0.0591,0.531,-0.0568,0.288,0.0548,-0.606,0.478,-0.359,0.645,-1.03,0.586
DPAGT1,Q9H3H5,0.5697552860596997,0.2941985024285768,0.7548438791437428,0.8313754999545211,0.9136567326105182,0.5492397301972756,0.8352934519436629,0.5050661196526882,0.795,0.862,0.821,0.839,0.857,0.896,0.902,0.854,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.462,0.862,0.253,0.173,-0.0878,-0.487,-0.169,0.543,0.238,0.637,-0.224,0.242,0.491,0.0801,0.15,-1.93,0.319
DPCD,Q9BVM2,0.8907857687545883,0.7639534954490955,0.9380550696448902,0.9505439391352327,0.9572399905383098,0.8283739549926301,0.9313711537562964,0.9980818425988862,0.885,0.905,0.853,0.874,0.862,0.912,0.913,0.917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.167,0.366,-0.0946,0.0755,-0.0653,-0.264,0.105,-0.00293,0.781,0.98,0.613,-2.76,0.686,-0.876,0.715,-0.748,0.611
DPF1,Q92782,0.45291794774304284,0.2713323160853151,0.17634325193982875,0.5898784965850008,0.027248197222193866,0.012421219549730701,0.14185385964278652,0.930242253934684,0.726,0.858,0.484,0.694,0.265,0.667,0.451,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.23,-0.34,0.421,0.165,0.716,0.826,0.46,0.0266,-0.237,-0.347,-0.00706,-0.493,0.184,-0.293,0.479,0.694,0.0196
DPF2,Q92785,0.6679713417948268,0.3571609622830513,0.05040101433077332,0.8078348465135989,0.012965287959022293,0.00416508760873627,0.6928941548096399,0.07287104062849876,0.833,0.871,0.264,0.83,0.186,0.559,0.879,0.474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.124,-0.268,0.593,-0.0702,0.778,0.922,0.114,0.539,-0.292,-0.436,-0.168,-0.696,0.302,-0.173,0.486,0.605,0.372
DPF3,Q92784,0.9206172764776521,0.7802749808269851,0.7290150247085947,0.9341276940405447,0.5822064087363349,0.4672826659706171,0.9023732811672747,0.7417761683568938,0.89,0.905,0.816,0.87,0.803,0.89,0.91,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0964,-0.27,0.336,-0.08,0.534,0.708,0.119,0.319,0.488,0.315,0.585,-2.43,0.824,-2.24,1.02,0.528,0.904
DPH1,Q9BZG8,0.9245336837365993,0.6361128319745204,0.882928174046419,0.9477122835050966,0.8819401177078203,0.47578816387758116,0.9467148753631214,0.8599950016806589,0.891,0.897,0.845,0.873,0.853,0.891,0.915,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0718,-0.359,0.112,0.0497,0.113,0.544,0.0506,0.134,0.357,-0.0744,0.285,-0.104,0.468,-1.82,0.469,-0.00347,0.419
DPH2,Q9BQC3,0.4193013881473031,0.7427871389669823,0.9745582000497348,0.20336990267539168,0.782127054869763,0.3908581965549065,0.328013773237109,0.6516468835302804,0.7,0.903,0.858,0.13,0.84,0.883,0.731,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.385,-0.155,0.0151,0.614,-0.131,0.409,0.468,-0.214,0.473,-0.0671,0.0883,0.222,0.488,-1.06,0.342,-0.364,-0.126
DPH5,Q9H2P9,0.8159676112994747,0.12041549497413848,0.5382321506337255,0.5992832687480981,0.9125948037612035,0.149834334928049,0.21827681157221102,0.17811524661106543,0.871,0.812,0.76,0.702,0.857,0.84,0.606,0.688,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.056,-0.385,-0.149,0.127,0.0264,0.356,0.302,-0.332,0.00273,-0.327,0.0587,0.489,-0.146,-0.181,0.0291,0.347,-0.273
DPH7,Q9BTV6,0.5939950776700724,0.30316423688677335,0.26842305197551075,0.7787574775367929,0.01318658500458122,0.27448805349347016,0.0764981074590483,0.758226945736566,0.806,0.863,0.589,0.818,0.187,0.868,0.28,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.765,-1.49,-1.61,-0.402,-3.84,-1.59,-2.64,-0.441,1.35,-0.91,0.583,1.44,-0.26,-0.175,-2.5,0.329,0.142
DPM1,O60762,0.6631725720574828,1.640682907820746e-4,0.3154453748785854,0.9090324265921559,0.803080586804452,8.236455946968535e-4,0.38260039395571577,0.12817181142639544,0.832,0.256,0.634,0.863,0.843,0.393,0.77,0.615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0923,0.967,0.215,-0.0241,0.0527,-0.822,-0.186,0.331,-0.162,0.713,-0.254,0.036,0.0532,0.515,-0.109,-0.871,0.0774
DPM3,Q9P2X0,0.9708275229803929,0.0591345330427171,0.053149511783561657,0.056947705701775785,0.025077484637212103,0.7048398199312842,0.02329044218930419,0.943297573882677,0.897,0.763,0.272,0.005,0.255,0.906,0.0996,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.00867,-0.469,0.482,0.474,-0.568,-0.09,-0.576,0.0169,-0.16,-0.637,-0.168,0.798,0.322,0.264,-0.727,0.46,-0.151
DPP3,Q9NY33,0.6377747547492463,0.6439468498612109,0.21287748994636083,0.6937625339662115,0.17382734278572765,0.6481944588157261,0.7854560474133622,0.24106209587418945,0.823,0.897,0.521,0.773,0.589,0.903,0.895,0.746,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.16,-0.157,-0.43,0.134,-0.472,-0.155,0.0923,-0.404,0.394,0.0776,0.234,0.404,-0.036,-0.406,-0.0774,-0.422,-0.17
DPP8,Q6V1X1,0.8842586740735499,0.8872668243860736,0.4112278895804644,0.6234448632458653,0.34840425673490205,0.22533177454025766,0.542484306267017,0.630787111416085,0.884,0.911,0.701,0.723,0.724,0.859,0.842,0.878,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0433,-0.0421,0.246,0.146,0.282,0.367,0.182,0.143,-0.0237,-0.109,-0.0669,0.484,0.223,-0.0922,0.258,-0.75,0.0763
DPP9,Q86TI2,0.8218892366076797,0.05490317545063132,0.7154965240313651,0.91009317040938,0.849044353842801,0.05884542368566851,0.5062625989561342,0.48462487456685366,0.873,0.757,0.813,0.863,0.849,0.786,0.829,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0357,-0.32,-0.0579,0.0179,0.0302,0.314,0.106,-0.112,0.0443,-0.24,0.08,0.274,-0.0137,-0.23,0.0745,0.0426,-0.0316
DPY19L1,Q2PZI1,0.727553033745589,0.03738058013904326,0.7595650982189412,0.8433952956922922,0.04908987054540035,7.596626525069422e-4,0.01695998842136183,0.39802636172073214,0.851,0.727,0.822,0.843,0.341,0.386,0.0692,0.825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.149,0.938,0.131,-0.0842,-0.882,-1.67,-1.1,0.363,0.171,0.961,0.0227,-0.231,0.302,-0.142,-0.71,-0.76,0.386
DPY30,Q9C005,0.5651481300161387,0.03685375365159516,0.2525128832840394,0.28764030101971566,0.045491035207767726,0.0011724043493065357,0.8926471666473677,0.10743094567016513,0.793,0.726,0.571,0.252,0.33,0.424,0.909,0.572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.314,-1.2,0.633,-0.587,1.15,2.03,-0.0734,0.906,-0.219,-1.11,0.0948,-1.22,0.414,-0.77,0.927,0.88,1
DPYSL2,Q16555,0.8603906208820631,0.0011952258453439108,0.012310597096638126,0.5912624696487152,0.06995771989257314,0.10752410685433882,0.7728234347725386,0.027114661523225073,0.88,0.385,0.099,0.695,0.395,0.822,0.893,0.313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0234,-0.497,-0.362,-0.0718,-0.252,0.222,0.0385,-0.314,0.178,-0.295,0.202,0.145,-0.184,-0.258,-0.0735,0.398,-0.112
DPYSL4,O14531,0.9532048497750063,0.43362193830836127,0.9739375609052778,0.91166181044432415,0.9460547353910826,0.42849093040303077,0.8327504688926564,0.8397529414900734,0.895,0.88,0.858,0.864,0.861,0.887,0.901,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0284,-0.382,-0.0158,0.0537,0.0327,0.386,0.102,-0.0979,0.237,-0.117,0.265,0.378,0.221,-0.635,0.27,-0.786,0.167
DPYSL5,Q9BPU6,0.4307183938162924,0.1829820778894991,0.16535574533000455,0.7920494578321766,0.0847704476879698,0.7154934996405602,0.5286421603217373,0.7161305936784237,0.709,0.837,0.472,0.823,0.428,0.906,0.837,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.165,-0.283,-0.295,-0.0547,-0.372,0.0757,-0.131,-0.0756,0.363,-0.0849,0.198,0.128,0.0675,-0.465,-0.00914,-0.319,0.122
DR1,Q01658,0.3260486720809732,0.5228407128782282,0.9970234619402958,0.5175784511129007,0.45622562984756454,0.690975456458157,0.9175125609267227,0.7285518671856172,0.601,0.888,0.861,0.615,0.768,0.905,0.911,0.892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.425,-0.275,-0.00159,-0.278,0.321,0.17,0.0443,-0.149,-0.546,-0.395,-0.121,-0.0171,-0.547,0.478,-0.225,1.64,-0.269
DRAP1,Q14919,0.49937725090468055,0.08297400254411867,0.36387633732190683,0.9579523677655314,0.07753139439135046,0.007136978775107994,0.3360618941306489,0.8528547626438802,0.758,0.787,0.671,0.875,0.41,0.615,0.738,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.363,-0.963,0.49,0.0282,0.982,1.58,0.52,0.0991,-0.332,-0.932,0.0311,-0.998,0.158,-0.205,0.65,1.5,0.13
DRG1,Q9Y295,0.7850131815487743,0.5695519464057335,0.8824977178801398,0.5602249200884133,0.6168336307486365,0.18812933691955874,0.22568156246725735,0.6465132856469987,0.865,0.892,0.845,0.664,0.81,0.851,0.617,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0419,-0.0877,-0.0227,0.0898,0.0771,0.207,0.19,-0.0706,-0.0334,-0.163,-0.0753,0.157,-0.0561,-0.0581,0.0437,0.331,-0.146
DRG2,P55039,0.6923488534525255,0.030458654893093882,0.406673705780525,0.10005945571914729,0.32019742646587795,0.10238604061540828,0.1361598015160505,0.042226108932103004,0.841,0.709,0.698,0.0247,0.709,0.819,0.436,0.372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0636,-0.369,-0.134,0.273,-0.162,0.271,0.246,-0.344,0.103,-0.33,0.0397,0.433,-0.031,-0.0648,-0.0582,0.211,-0.304
DROSHA,Q9NRR4,0.7993811089826922,0.1163707591347527,0.21276959070381765,0.899727555661155,0.5746260724084109,0.42543925984887676,0.4085082236491244,0.11011811972034159,0.868,0.81,0.521,0.861,0.801,0.886,0.785,0.578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.12,0.763,0.599,-0.0593,0.265,-0.378,-0.393,0.778,0.0143,0.658,-0.105,-0.282,0.613,-0.32,0.28,-1.53,0.672
DSC1,Q08554,0.7569362088697745,0.41228952801965424,0.7792496111007077,0.8519027438638509,0.10474406688537607,0.037962103681700936,0.12427341700631608,0.8290241493129362,0.858,0.878,0.826,0.846,0.476,0.757,0.404,0.903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.367,-0.979,0.332,0.221,1.99,2.6,1.88,-0.256,-0.288,-0.9,0.079,-1.79,0.0443,-0.455,1.7,1.78,-0.177
DSC2,Q02487,0.33313337746290983,0.9066249409987518,0.02732066244761299,0.47988429550321887,0.01058305811493467,0.06552795997774725,0.7822817642030313,0.04769931328607509,0.61,0.912,0.178,0.565,0.17,0.793,0.894,0.392,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.318,-0.0381,0.764,-0.231,0.905,0.625,-0.0898,0.677,-0.777,-0.497,-0.459,0.771,-0.0133,0.761,0.128,-0.13,0.218
DSC3,Q14574,0.6832753996966305,0.48379593024294143,0.9728552439908476,0.137734574829374,0.3608882277576312,0.2313374032639985,0.570377146953247,0.2852281382607059,0.838,0.885,0.858,0.0555,0.73,0.86,0.85,0.775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.14,-0.241,-0.0116,-0.522,0.316,0.417,-0.195,0.371,-0.606,-0.707,-0.467,1.49,-0.618,1.06,-0.291,0.23,-0.0959
DSCC1,Q9BVC3,0.2782841384708987,0.1494690438873824,0.9191212774692896,0.9732778090314899,0.8076343258522873,0.8915063195507213,0.913522380706498,0.2253145564124049,0.532,0.825,0.851,0.879,0.843,0.915,0.911,0.734,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.28,1.72,0.118,-0.0389,0.283,-0.159,0.126,1.44,0.429,0.871,-0.85,0.763,0.547,-0.504,0.713,-2.56,0.586
DSG1,Q02413,0.7864891066650599,0.40644949789988327,0.8306708598034176,0.6827432819939996,0.43870573391364065,0.18788809175539534,0.33486593562214184,0.6416003204991466,0.865,0.877,0.836,0.766,0.762,0.851,0.737,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.3,-0.927,0.237,0.453,0.864,1.49,1.08,-0.517,0.289,-0.338,0.589,-2.02,0.526,-1.68,1.15,1.42,0.0723
DSG2,Q14126,0.0615757238928159,0.10496283196826033,0.002489773982208095,0.8062580771462307,0.0040003938041159506,0.007578335151550678,0.6537420848165301,0.09930298235219047,0.161,0.803,0.0222,0.829,0.109,0.621,0.871,0.553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.398,-0.341,0.696,-0.0499,0.654,0.597,-0.0915,0.347,-0.58,-0.523,-0.181,0.0658,0.116,0.333,0.0746,0.528,0.166
DSN1,Q9H410,0.7375963621985546,0.296141937914557,0.7883435388393664,0.6518291827778036,0.5781480222490443,0.8683672216922131,0.708445810652309,0.6048563162357801,0.853,0.862,0.828,0.745,0.802,0.914,0.882,0.874,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0484,0.153,-0.0388,-0.0653,0.0806,-0.0239,0.0541,0.0749,0.0917,0.196,0.0433,-0.395,0.053,-0.313,0.172,0.0324,0.118
