"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"LPC 18:1",1.09,3.21115982747254e-05,1.1,0,"1.1","<0.01","Up","LPC 18:1"
"PC 32:0",0.856,0.00021691966066513,0.9,0,"0.9","<0.01","Up","PC 32:0"
"PC O-32:0",0.674,0.00718891222124373,0.7,0.01,"0.7","<0.01","Up",NA
"[CE 16:0 +H]",0.137,0.455063391276528,0.1,0.46,"0.1","0.46","NS",NA
"[CE 16:0 +NH4]",-0.176,0.0808363973586554,-0.2,0.08,"-0.2","0.08","NS",NA
"[CE 16:1 +NH4]",-0.0431,0.725290778726918,0,0.73,"-0.0","0.73","NS",NA
"[CE 18:1 +NH4]",-0.127,0.525806999114236,-0.1,0.53,"-0.1","0.53","NS",NA
"[CE 18:2 +NH4]",-0.0442,0.568811086236848,0,0.57,"-0.0","0.57","NS",NA
"[CE 18:3 +Na]",-0.102,0.490741738140047,-0.1,0.49,"-0.1","0.49","NS",NA
"[CE 20:1 +Na]",0.218,0.272558861645021,0.2,0.27,"0.2","0.27","NS",NA
"[CE 22:6 +NH4]",-0.034,0.770032667743147,0,0.77,"-0.0","0.77","NS",NA
"[CE 24:1 +Na]",0.239,0.425021098050403,0.2,0.43,"0.2","0.43","NS",NA
"[DG 38:1",-0.161,0.166922852021766,-0.2,0.17,"-0.2","0.17","NS",NA
"[TG24:2]",-0.224,0.383959148403842,-0.2,0.38,"-0.2","0.38","NS",NA
"[TG34:2] NL 20:0",0.075,0.673878916410255,0.1,0.67,"0.1","0.67","NS",NA
"[TG38:0] NL 20:0",0.643,0.252883162355827,0.6,0.25,"0.6","0.25","NS",NA
"[TG44:1]",-0.119,0.0974781735333702,-0.1,0.1,"-0.1","0.10","NS",NA
"[TG44:4] NL 20:0",0.555,0.154124579836158,0.6,0.15,"0.6","0.15","NS",NA
"[TG44:5] NL 20:0",0.69,0.0817079835335481,0.7,0.08,"0.7","0.08","Up",NA
"[TG46:0] NL 16:0",-0.189,0.733377796709676,-0.2,0.73,"-0.2","0.73","NS",NA
"[TG48:7",-0.268,0.593560336084015,-0.3,0.59,"-0.3","0.59","NS",NA
"[TG50:8",-0.204,0.639586689438038,-0.2,0.64,"-0.2","0.64","NS",NA
"[TG50:9",0.0861,0.50782203480419,0.1,0.51,"0.1","0.51","NS",NA
"CAR 20:1",0.428,0.2682309669533,0.4,0.27,"0.4","0.27","NS",NA
"CAR 22:0",0.25,0.263379084078979,0.2,0.26,"0.2","0.26","NS",NA
"Cer(d14:1/16:0)",0.0557,0.65494623522754,0.1,0.65,"0.1","0.65","NS",NA
"Cer(d14:1/20:0)",0.449,0.268218166601424,0.4,0.27,"0.4","0.27","NS",NA
"Cer(d14:1/24:0(2OH))",0.178,0.446359411783628,0.2,0.45,"0.2","0.45","NS",NA
"Cer(d14:2/16:0)",0.0922,0.66018498665548,0.1,0.66,"0.1","0.66","NS",NA
"Cer(d14:2/20:0)",0.241,0.561223304184612,0.2,0.56,"0.2","0.56","NS",NA
"Cer(d18:0/20:0(2OH))",0.181,0.695482373288924,0.2,0.7,"0.2","0.70","NS",NA
"Cer(d18:0/20:0)",-0.0365,0.858254018949048,0,0.86,"-0.0","0.86","NS",NA
"Cer(d18:1/16:0)",0.363,0.0241231888290854,0.4,0.02,"0.4","0.02","NS",NA
"Cer(d18:1/18:0)",0.143,0.129379206145864,0.1,0.13,"0.1","0.13","NS",NA
"Cer(d18:1/20:0(OH)",0.0619,0.799109103825067,0.1,0.8,"0.1","0.80","NS",NA
"Cer(d18:1/22:0)",0.122,0.435310721379097,0.1,0.44,"0.1","0.44","NS",NA
"Cer(d18:1/24:0)",0.32,0.0202190043270009,0.3,0.02,"0.3","0.02","NS",NA
"Cer(d18:1/24:1)",0.0688,0.594538380078322,0.1,0.59,"0.1","0.59","NS",NA
"DG 30:1 NL 16:0",-0.656,0.110932966612961,-0.7,0.11,"-0.7","0.11","NS",NA
"DG 30:2 NL 16:0",-0.966,0.126330719794651,-1,0.13,"-1.0","0.13","NS",NA
"DG 30:2 NL 16:1",-0.262,0.368369331412731,-0.3,0.37,"-0.3","0.37","NS",NA
"DG 30:3 NL 16:1",-0.438,0.292362731998926,-0.4,0.29,"-0.4","0.29","NS",NA
"DG 32:0 NL 16:0",-0.486,0.000870741698647194,-0.5,0,"-0.5","<0.01","Down","DG 32:0 NL 16:0"
"DG 32:5 NL 18:1",-0.34,0.248500081128298,-0.3,0.25,"-0.3","0.25","NS",NA
"DG 34:0 NL 16:0",-0.432,0.0384648018492962,-0.4,0.04,"-0.4","0.04","Down",NA
"DG 34:0 NL 18:0",-0.441,0.0452737816653119,-0.4,0.05,"-0.4","0.05","Down",NA
"DG 34:0 NL 20:0",1.28,0.167299852592034,1.3,0.17,"1.3","0.17","NS",NA
"DG 34:1 NL 16:0",-0.383,0.0202850380896872,-0.4,0.02,"-0.4","0.02","Down",NA
"DG 34:1 NL 16:1",-0.0891,0.777258048280336,-0.1,0.78,"-0.1","0.78","NS",NA
"DG 34:1 NL 18:1",-0.462,0.00222671355698141,-0.5,0,"-0.5","<0.01","Down","DG 34:1 NL 18:1"
"DG 34:1 NL 20:0",2.57,0.13404249901132,2.6,0.13,"2.6","0.13","NS",NA
"DG 34:2 NL 16:1",0.0759,0.836648899618129,0.1,0.84,"0.1","0.84","NS",NA
"DG 34:2 NL 20:0",3.44,0.149771858706481,3.4,0.15,"3.4","0.15","NS",NA
"DG 34:5 NL 20:4",0.174,0.425751523837244,0.2,0.43,"0.2","0.43","NS",NA
"DG 36:0 NL 16:0",0.0125,0.907496823518965,0,0.91,"0.0","0.91","NS",NA
"DG 36:0 NL 18:0",-0.917,0.132982673499793,-0.9,0.13,"-0.9","0.13","NS",NA
"DG 36:1 NL 16:1",-0.0214,0.800012318978127,0,0.8,"-0.0","0.80","NS",NA
"DG 36:1 NL 18:0",-0.0503,0.750974979701679,-0.1,0.75,"-0.1","0.75","NS",NA
"DG 36:2 NL 18:1",-0.203,0.0550606758380394,-0.2,0.06,"-0.2","0.06","NS",NA
"DG 36:5 NL 16:0",-0.353,0.308411265992917,-0.4,0.31,"-0.4","0.31","NS",NA
"DG 36:5 NL 20:4",0.152,0.356568155274229,0.2,0.36,"0.2","0.36","NS",NA
"DG 36:6 NL 16:0",-1.05,0.145698235402152,-1,0.15,"-1.0","0.15","NS",NA
"DG 36:6 NL 16:1",0.106,0.539449732366682,0.1,0.54,"0.1","0.54","NS",NA
"DG 36:6 NL 22:5",-0.304,0.245867890349143,-0.3,0.25,"-0.3","0.25","NS",NA
"DG 36:7 NL 16:0",-1.15,0.139218575106528,-1.1,0.14,"-1.1","0.14","NS",NA
"DG 36:7 NL 16:1",-0.19,0.611461815929573,-0.2,0.61,"-0.2","0.61","NS",NA
"DG 36:7 NL 22:5",-0.527,0.222681004329414,-0.5,0.22,"-0.5","0.22","NS",NA
"DG 38:0 NL 20:0",0.695,0.0531118328868385,0.7,0.05,"0.7","0.05","Up",NA
"DG 38:2 NL 16:1",-0.137,0.0571091044824095,-0.1,0.06,"-0.1","0.06","NS",NA
"DG 40:5 NL 20:0",1.29,0.0981263437215199,1.3,0.1,"1.3","0.10","Up",NA
"DG 40:5 NL 22:5",0.361,0.17265153887146,0.4,0.17,"0.4","0.17","NS",NA
"DG 40:6 NL 20:0",2.93,0.137608761491385,2.9,0.14,"2.9","0.14","NS",NA
"DG 40:6 NL 22:6",0.474,0.369807106415471,0.5,0.37,"0.5","0.37","NS",NA
"DG 40:7 NL 22:6",0.272,0.239492613648243,0.3,0.24,"0.3","0.24","NS",NA
"DG 42:10 NL 16:0",-0.114,0.641769368088675,-0.1,0.64,"-0.1","0.64","NS",NA
"DG 42:11 NL 16:0",-0.797,0.205224932469816,-0.8,0.21,"-0.8","0.21","NS",NA
"DG 42:11 NL 22:5",-0.482,0.289770793736406,-0.5,0.29,"-0.5","0.29","NS",NA
"DG 42:6 NL 22:6",-0.0287,0.695880788196787,0,0.7,"-0.0","0.70","NS",NA
"DG O-36:4 NL 18:1",-0.116,0.369602157794835,-0.1,0.37,"-0.1","0.37","NS",NA
"LPC 14:0",0.209,0.128018696975453,0.2,0.13,"0.2","0.13","NS",NA
"LPC 16:0",0.499,0.00773322295144858,0.5,0.01,"0.5","<0.01","Up",NA
"LPC 16:1",0.281,0.0464747832512407,0.3,0.05,"0.3","0.05","NS",NA
"LPC 18:0",0.0792,0.265946280810416,0.1,0.27,"0.1","0.27","NS",NA
"LPC 20:1",-0.207,0.0954582668233014,-0.2,0.1,"-0.2","0.10","NS",NA
"LPC 26:0",-0.195,0.235323246317088,-0.2,0.24,"-0.2","0.24","NS",NA
"LPC O-18:1",-0.00275,0.978556053496319,0,0.98,"-0.0","0.98","NS",NA
"LPE 22:5",0.0336,0.7921342581382,0,0.79,"0.0","0.79","NS",NA
"PC 24:0",-0.257,0.0748778733859924,-0.3,0.07,"-0.3","0.07","NS",NA
"PC 26:0",-0.406,0.00863065020557724,-0.4,0.01,"-0.4","<0.01","Down",NA
"PC 28:0",-0.368,0.00264880833126098,-0.4,0,"-0.4","<0.01","NS","PC 28:0"
"PC 28:1",-0.22,0.188809237150973,-0.2,0.19,"-0.2","0.19","NS",NA
"PC 30:0",0.27,0.126694539196849,0.3,0.13,"0.3","0.13","NS",NA
"PC 30:1",0.101,0.507651186021895,0.1,0.51,"0.1","0.51","NS",NA
"PC 30:2",0.224,0.0983152804912174,0.2,0.1,"0.2","0.10","NS",NA
"PC 32:1",0.0925,0.588727448237978,0.1,0.59,"0.1","0.59","NS",NA
"PC 32:2",0.312,0.0868197087523812,0.3,0.09,"0.3","0.09","NS",NA
"PC 32:3",0.291,0.00891987641288913,0.3,0.01,"0.3","<0.01","NS",NA
"PC 32:4",0.104,0.378315484838209,0.1,0.38,"0.1","0.38","NS",NA
"PC 34:0",0.114,0.389943929668088,0.1,0.39,"0.1","0.39","NS",NA
"PC 34:1",0.0768,0.573540392276127,0.1,0.57,"0.1","0.57","NS",NA
"PC 34:2",-0.000643,0.996441698062385,0,1,"-0.0","1.00","NS",NA
"PC 34:3",0.205,0.0972436069593586,0.2,0.1,"0.2","0.10","NS",NA
"PC 34:4",0.347,0.0196959210176499,0.3,0.02,"0.3","0.02","NS",NA
"PC 34:6",0.116,0.337134890273289,0.1,0.34,"0.1","0.34","NS",NA
"PC 36:0",0.182,0.147746270117066,0.2,0.15,"0.2","0.15","NS",NA
"PC 36:1",0.154,0.232803313965715,0.2,0.23,"0.2","0.23","NS",NA
"PC 36:2",-0.293,0.0486443718810448,-0.3,0.05,"-0.3","0.05","NS",NA
"PC 36:3",-0.294,0.0196238705958249,-0.3,0.02,"-0.3","0.02","NS",NA
"PC 36:4",-0.0538,0.552449342707043,-0.1,0.55,"-0.1","0.55","NS",NA
"PC 36:5",0.0496,0.61197668989394,0,0.61,"0.0","0.61","NS",NA
"PC 36:6",0.126,0.286304945800415,0.1,0.29,"0.1","0.29","NS",NA
"PC 36:7",0.119,0.486137131127534,0.1,0.49,"0.1","0.49","NS",NA
"PC 38:0",0.00656,0.960658355707305,0,0.96,"0.0","0.96","NS",NA
"PC 38:1",0.0455,0.59703447248564,0,0.6,"0.0","0.60","NS",NA
"PC 38:2",0.039,0.725002259613472,0,0.73,"0.0","0.73","NS",NA
"PC 38:3",0.278,0.067582059080923,0.3,0.07,"0.3","0.07","NS",NA
"PC 38:4",-0.00725,0.952512321331604,0,0.95,"-0.0","0.95","NS",NA
"PC 38:5",0.000543,0.995641235484512,0,1,"0.0","1.00","NS",NA
"PC 38:6",-0.0568,0.699455463494319,-0.1,0.7,"-0.1","0.70","NS",NA
"PC 38:7",0.0836,0.364500342187246,0.1,0.36,"0.1","0.36","NS",NA
"PC 40:0",0.0103,0.953028062459255,0,0.95,"0.0","0.95","NS",NA
"PC 40:1",0.0271,0.747485805906857,0,0.75,"0.0","0.75","NS",NA
"PC 40:2",0.088,0.323863947136304,0.1,0.32,"0.1","0.32","NS",NA
"PC 40:3",0.0509,0.624097091361983,0.1,0.62,"0.1","0.62","NS",NA
"PC 40:4",0.198,0.0644206538968985,0.2,0.06,"0.2","0.06","NS",NA
"PC 40:5",0.169,0.120796157415661,0.2,0.12,"0.2","0.12","NS",NA
"PC 40:6",0.155,0.256980915566495,0.2,0.26,"0.2","0.26","NS",NA
"PC 40:7",0.0606,0.520707686857232,0.1,0.52,"0.1","0.52","NS",NA
"PC 42:1",0.0363,0.682139003546866,0,0.68,"0.0","0.68","NS",NA
"PC 42:10",0.116,0.251491898106411,0.1,0.25,"0.1","0.25","NS",NA
"PC 42:2",0.15,0.105873873530107,0.1,0.11,"0.1","0.11","NS",NA
"PC 42:3",-0.102,0.152936317156309,-0.1,0.15,"-0.1","0.15","NS",NA
"PC 42:5",0.0546,0.665398150253805,0.1,0.67,"0.1","0.67","NS",NA
"PC 42:6",-0.105,0.328005953373898,-0.1,0.33,"-0.1","0.33","NS",NA
"PC 42:7",0.0579,0.599664075998839,0.1,0.6,"0.1","0.60","NS",NA
"PC 42:8",0.0493,0.623475237974379,0,0.62,"0.0","0.62","NS",NA
"PC 42:9",-0.0464,0.7366042600176,0,0.74,"-0.0","0.74","NS",NA
"PC O-28:0",-0.0619,0.640208615420627,-0.1,0.64,"-0.1","0.64","NS",NA
"PC O-28:1",0.0532,0.602519353356526,0.1,0.6,"0.1","0.60","NS",NA
"PC O-30:0",0.295,0.101557510232553,0.3,0.1,"0.3","0.10","NS",NA
"PC O-30:1",0.195,0.0904448333474035,0.2,0.09,"0.2","0.09","NS",NA
"PC O-32:1",0.156,0.425203277231986,0.2,0.43,"0.2","0.43","NS",NA
"PC O-32:2",0.119,0.474582162159978,0.1,0.47,"0.1","0.47","NS",NA
"PC O-32:3",0.117,0.377430650447753,0.1,0.38,"0.1","0.38","NS",NA
"PC O-34:0",0.369,0.021567552809139,0.4,0.02,"0.4","0.02","NS",NA
"PC O-34:1",0.207,0.299772562358478,0.2,0.3,"0.2","0.30","NS",NA
"PC O-34:2",0.185,0.186246955120796,0.2,0.19,"0.2","0.19","NS",NA
"PC O-34:3",0.288,0.0148345056005043,0.3,0.01,"0.3","0.01","NS",NA
"PC O-36:1",0.0961,0.529627978778004,0.1,0.53,"0.1","0.53","NS",NA
"PC O-36:2",-0.00477,0.96007597918117,0,0.96,"-0.0","0.96","NS",NA
"PC O-36:3",0.114,0.525100354733373,0.1,0.53,"0.1","0.53","NS",NA
"PC O-36:4",-0.0626,0.581148438130425,-0.1,0.58,"-0.1","0.58","NS",NA
"PC O-36:5",0.0104,0.92636723010349,0,0.93,"0.0","0.93","NS",NA
"PC O-36:6",0.347,0.00200995526089947,0.3,0,"0.3","<0.01","NS","PC O-36:6"
"PC O-38:1",0.192,0.129191731931653,0.2,0.13,"0.2","0.13","NS",NA
"PC O-38:2",0.11,0.370796325555755,0.1,0.37,"0.1","0.37","NS",NA
"PC O-38:3",0.00325,0.976854437906357,0,0.98,"0.0","0.98","NS",NA
"PC O-38:4",0.147,0.234053211460084,0.1,0.23,"0.1","0.23","NS",NA
"PC O-38:5",0.218,0.152574964995974,0.2,0.15,"0.2","0.15","NS",NA
"PC O-38:6",0.12,0.208090510863813,0.1,0.21,"0.1","0.21","NS",NA
"PC O-40:1",0.109,0.347255831042657,0.1,0.35,"0.1","0.35","NS",NA
"PC O-40:2",0.0572,0.572101013905849,0.1,0.57,"0.1","0.57","NS",NA
"PC O-40:3",0.00652,0.939131817188417,0,0.94,"0.0","0.94","NS",NA
"PC O-40:4",0.0641,0.627042050655251,0.1,0.63,"0.1","0.63","NS",NA
"PC O-40:5",0.00417,0.958411908681632,0,0.96,"0.0","0.96","NS",NA
"PC O-40:6",-0.0252,0.796517331387044,0,0.8,"-0.0","0.80","NS",NA
"PC O-42:5",-0.0349,0.710870160438046,0,0.71,"-0.0","0.71","NS",NA
"PC O-42:6",0.0206,0.826955127802822,0,0.83,"0.0","0.83","NS",NA
"PC(16:0/8:0(COOH))",-0.238,0.0800037276542437,-0.2,0.08,"-0.2","0.08","NS",NA
"PE 32:1",-0.238,0.0452861753146663,-0.2,0.05,"-0.2","0.05","NS",NA
"PE 34:0",-0.113,0.127983613495306,-0.1,0.13,"-0.1","0.13","NS",NA
"PE 34:1",-0.424,0.00204272064423518,-0.4,0,"-0.4","<0.01","Down","PE 34:1"
"PE 34:2",-0.293,0.00656318363351642,-0.3,0.01,"-0.3","<0.01","NS",NA
"PE 36:0",-0.215,0.0837608683295147,-0.2,0.08,"-0.2","0.08","NS",NA
"PE 36:1",-0.249,0.0312995467358025,-0.2,0.03,"-0.2","0.03","NS",NA
"PE 36:2",-0.339,0.0832639212807767,-0.3,0.08,"-0.3","0.08","NS",NA
"PE 36:3",-0.176,0.0623426780380466,-0.2,0.06,"-0.2","0.06","NS",NA
"PE 36:4",-0.374,0.00186718144010617,-0.4,0,"-0.4","<0.01","NS","PE 36:4"
"PE 38:2",-0.12,0.297180037056189,-0.1,0.3,"-0.1","0.30","NS",NA
