"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"PE 38:3",0.0365,0.786326735973247,0,0.79,"0.0","0.79","NS",NA
"PE 38:4",-0.239,0.127597965802698,-0.2,0.13,"-0.2","0.13","NS",NA
"PE 38:5",-0.348,0.00589147399311182,-0.3,0.01,"-0.3","<0.01","NS","PE 38:5"
"PE 38:6",-0.198,0.0176199256380461,-0.2,0.02,"-0.2","0.02","NS",NA
"PE 40:5",-0.384,0.00188872267822356,-0.4,0,"-0.4","<0.01","Down","PE 40:5"
"PE 40:6",-0.252,0.0675142419531814,-0.3,0.07,"-0.3","0.07","NS",NA
"PE 40:7",-0.0166,0.895377015397604,0,0.9,"-0.0","0.90","NS",NA
"PE O-34:1",-0.177,0.0437398672226557,-0.2,0.04,"-0.2","0.04","NS",NA
"PE O-36:1",-0.0245,0.825801399109848,0,0.83,"-0.0","0.83","NS",NA
"PE O-36:2",-0.0684,0.550665120552986,-0.1,0.55,"-0.1","0.55","NS",NA
"PE O-36:5",-0.116,0.129873798749942,-0.1,0.13,"-0.1","0.13","NS",NA
"PE O-38:4",-0.0339,0.770728900515389,0,0.77,"-0.0","0.77","NS",NA
"PE O-38:5",-0.0443,0.635916896659084,0,0.64,"-0.0","0.64","NS",NA
"PE O-38:6",-0.104,0.277722136808577,-0.1,0.28,"-0.1","0.28","NS",NA
"PE O-40:6",-0.124,0.278560844054741,-0.1,0.28,"-0.1","0.28","NS",NA
"PG 34:1",-0.169,0.0767068783511765,-0.2,0.08,"-0.2","0.08","NS",NA
"PI 32:1",-0.16,0.143305955341476,-0.2,0.14,"-0.2","0.14","NS",NA
"PI 34:0",-0.106,0.213319994853541,-0.1,0.21,"-0.1","0.21","NS",NA
"PI 34:1",-0.253,0.0081762127335049,-0.3,0.01,"-0.3","<0.01","NS",NA
"PI 34:2",-0.144,0.131240171963998,-0.1,0.13,"-0.1","0.13","NS",NA
"PI 36:1",0.0447,0.587360957985159,0,0.59,"0.0","0.59","NS",NA
"PI 36:2",-0.381,0.0128028090009053,-0.4,0.01,"-0.4","0.01","Down",NA
"PI 36:3",-0.161,0.143374227578676,-0.2,0.14,"-0.2","0.14","NS",NA
"PI 36:4",-0.205,0.0130448567984504,-0.2,0.01,"-0.2","0.01","NS",NA
"PI 38:2",-0.184,0.108025955529253,-0.2,0.11,"-0.2","0.11","NS",NA
"PI 38:3",-0.191,0.113421808340719,-0.2,0.11,"-0.2","0.11","NS",NA
"PI 38:4",0.0997,0.217251144245684,0.1,0.22,"0.1","0.22","NS",NA
"PI 38:5",-0.205,0.0656280201243203,-0.2,0.07,"-0.2","0.07","NS",NA
"PI 40:5",-0.171,0.0649412969091363,-0.2,0.06,"-0.2","0.06","NS",NA
"PI O-36:1",-0.108,0.239482829351237,-0.1,0.24,"-0.1","0.24","NS",NA
"PS 28:0",0.27,0.0137418937938122,0.3,0.01,"0.3","0.01","NS",NA
"PS 34:1",-0.062,0.470040309983209,-0.1,0.47,"-0.1","0.47","NS",NA
"PS 36:1",0.0312,0.754168528767576,0,0.75,"0.0","0.75","NS",NA
"PS 36:2",0.115,0.286805006565751,0.1,0.29,"0.1","0.29","NS",NA
"PS 36:8",-0.0227,0.81179607031195,0,0.81,"-0.0","0.81","NS",NA
"PS 38:3",-0.0979,0.525091747199397,-0.1,0.53,"-0.1","0.53","NS",NA
"PS 40:5",-0.0468,0.657166222508553,0,0.66,"-0.0","0.66","NS",NA
"PS 40:6",0.0476,0.561625998936557,0,0.56,"0.0","0.56","NS",NA
"SM(32:0",0.0796,0.555665805980004,0.1,0.56,"0.1","0.56","NS",NA
"SM(32:1",0.272,0.221575078197032,0.3,0.22,"0.3","0.22","NS",NA
"SM(34:0",0.2,0.101256458739133,0.2,0.1,"0.2","0.10","NS",NA
"SM(34:1",0.0667,0.602608441798308,0.1,0.6,"0.1","0.60","NS",NA
"SM(34:1.1",0.183,0.104267261848611,0.2,0.1,"0.2","0.10","NS",NA
"SM(34:2",-0.169,0.132267566201145,-0.2,0.13,"-0.2","0.13","NS",NA
"SM(36:0",0.122,0.283660639865502,0.1,0.28,"0.1","0.28","NS",NA
"SM(36:1",0.171,0.145049114875567,0.2,0.15,"0.2","0.15","NS",NA
"SM(36:2",0.0865,0.425541543114614,0.1,0.43,"0.1","0.43","NS",NA
"SM(38:0",0.0759,0.502595233462725,0.1,0.5,"0.1","0.50","NS",NA
"SM(38:1",0.0114,0.936084241900016,0,0.94,"0.0","0.94","NS",NA
"SM(38:2",0.0637,0.526108419728787,0.1,0.53,"0.1","0.53","NS",NA
"SM(40:0",0.0878,0.322167149294006,0.1,0.32,"0.1","0.32","NS",NA
"SM(40:1",-0.206,0.152464674328144,-0.2,0.15,"-0.2","0.15","NS",NA
"SM(40:2",-0.17,0.0936567566108798,-0.2,0.09,"-0.2","0.09","NS",NA
"SM(40:3",-0.0503,0.654253397135026,-0.1,0.65,"-0.1","0.65","NS",NA
"SM(42:0",0.121,0.390106027319723,0.1,0.39,"0.1","0.39","NS",NA
"SM(42:1",-0.0761,0.382862353972963,-0.1,0.38,"-0.1","0.38","NS",NA
"SM(42:2",0.14,0.0975608411714573,0.1,0.1,"0.1","0.10","NS",NA
"SM(42:3",0.0462,0.704487653118088,0,0.7,"0.0","0.70","NS",NA
"SM(44:1",0.081,0.493633585992702,0.1,0.49,"0.1","0.49","NS",NA
"TG 34:1 NL 16:1",-0.221,0.653627127754387,-0.2,0.65,"-0.2","0.65","NS",NA
"TG48:1] NL 16:0",-0.0755,0.927088844175414,-0.1,0.93,"-0.1","0.93","NS",NA
"TG50:0] NL 16:0",-0.0782,0.938721721630684,-0.1,0.94,"-0.1","0.94","NS",NA
"TG50:1] NL 16:0",-0.363,0.60114877144232,-0.4,0.6,"-0.4","0.60","NS",NA
"TG50:1] NL 18:1",-0.0659,0.407511954067889,-0.1,0.41,"-0.1","0.41","NS",NA
"TG52:2] NL 16:0",-0.028,0.956408362964396,0,0.96,"-0.0","0.96","NS",NA
"TG52:2] NL 18:1",0.0426,0.682573791618035,0,0.68,"0.0","0.68","NS",NA
"TG52:3] NL 18:1",0.241,0.0701066070418159,0.2,0.07,"0.2","0.07","NS",NA
"TG54:3] NL 18:1",0.0915,0.369488243359813,0.1,0.37,"0.1","0.37","NS",NA
