"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"LPC 18:1",0.278,0.060254717231238,0.3,0.06,"0.3","0.06","NS",NA
"PC 32:0",0.434,0.0100766008910817,0.4,0.01,"0.4","0.01","Up","PC 32:0"
"PC O-32:0",0.149,0.437381915173036,0.1,0.44,"0.1","0.44","NS",NA
"[CE 16:0 +H]",0.478,0.0216182793602841,0.5,0.02,"0.5","0.02","Up","[CE 16:0 +H]"
"[CE 16:0 +NH4]",-0.0602,0.524570745920172,-0.1,0.52,"-0.1","0.52","NS",NA
"[CE 16:1 +NH4]",0.146,0.249647317934619,0.1,0.25,"0.1","0.25","NS",NA
"[CE 18:1 +NH4]",0.121,0.535533452616593,0.1,0.54,"0.1","0.54","NS",NA
"[CE 18:2 +NH4]",0.0396,0.628733573477844,0,0.63,"0.0","0.63","NS",NA
"[CE 18:3 +Na]",-0.0458,0.74949002652501,0,0.75,"-0.0","0.75","NS",NA
"[CE 20:1 +Na]",0.43,0.0422593066303759,0.4,0.04,"0.4","0.04","Up","[CE 20:1 +Na]"
"[CE 22:6 +NH4]",0.0996,0.401904900042951,0.1,0.4,"0.1","0.40","NS",NA
"[CE 24:1 +Na]",0.429,0.153266780077548,0.4,0.15,"0.4","0.15","NS",NA
"[DG 38:1",-0.079,0.478566942968522,-0.1,0.48,"-0.1","0.48","NS",NA
"[TG24:2]",0.0263,0.913444580007039,0,0.91,"0.0","0.91","NS",NA
"[TG34:2] NL 20:0",0.225,0.214986545791997,0.2,0.21,"0.2","0.21","NS",NA
"[TG38:0] NL 20:0",0.457,0.386524873787067,0.5,0.39,"0.5","0.39","NS",NA
"[TG44:1]",-0.115,0.136229264425226,-0.1,0.14,"-0.1","0.14","NS",NA
"[TG44:4] NL 20:0",0.461,0.208313141808918,0.5,0.21,"0.5","0.21","NS",NA
"[TG44:5] NL 20:0",0.373,0.293430387169157,0.4,0.29,"0.4","0.29","NS",NA
"[TG46:0] NL 16:0",-0.0559,0.58146379356521,-0.1,0.58,"-0.1","0.58","NS",NA
"[TG48:7",-0.212,0.169545518205166,-0.2,0.17,"-0.2","0.17","NS",NA
"[TG50:8",-0.0919,0.48429921218737,-0.1,0.48,"-0.1","0.48","NS",NA
"[TG50:9",0.228,0.0996328408380846,0.2,0.1,"0.2","0.10","NS",NA
"CAR 20:1",0.0489,0.890799774577194,0,0.89,"0.0","0.89","NS",NA
"CAR 22:0",0.177,0.404491745556997,0.2,0.4,"0.2","0.40","NS",NA
"Cer(d14:1/16:0)",0.438,0.00576696602578277,0.4,0.01,"0.4","<0.01","Up","Cer(d14:1/16:0)"
"Cer(d14:1/20:0)",0.584,0.143254935258325,0.6,0.14,"0.6","0.14","NS",NA
"Cer(d14:1/24:0(2OH))",0.405,0.0941810133593168,0.4,0.09,"0.4","0.09","Up",NA
"Cer(d14:2/16:0)",0.659,0.00900425300471989,0.7,0.01,"0.7","<0.01","Up","Cer(d14:2/16:0)"
"Cer(d14:2/20:0)",0.59,0.158971094703039,0.6,0.16,"0.6","0.16","NS",NA
"Cer(d18:0/20:0(2OH))",0.804,0.0945730562438258,0.8,0.09,"0.8","0.09","Up",NA
"Cer(d18:0/20:0)",0.268,0.199110617858737,0.3,0.2,"0.3","0.20","NS",NA
"Cer(d18:1/16:0)",0.263,0.0744541739012049,0.3,0.07,"0.3","0.07","NS",NA
"Cer(d18:1/18:0)",0.12,0.206639756687172,0.1,0.21,"0.1","0.21","NS",NA
"Cer(d18:1/20:0(OH)",0.174,0.465979171855441,0.2,0.47,"0.2","0.47","NS",NA
"Cer(d18:1/22:0)",0.07,0.64469499006334,0.1,0.64,"0.1","0.64","NS",NA
"Cer(d18:1/24:0)",0.0393,0.73227245072585,0,0.73,"0.0","0.73","NS",NA
"Cer(d18:1/24:1)",0.0809,0.530461914243203,0.1,0.53,"0.1","0.53","NS",NA
"DG 30:1 NL 16:0",0.461,0.223523336315305,0.5,0.22,"0.5","0.22","NS",NA
"DG 30:2 NL 16:0",0.35,0.534799338175811,0.3,0.53,"0.3","0.53","NS",NA
"DG 30:2 NL 16:1",0.272,0.333070287516886,0.3,0.33,"0.3","0.33","NS",NA
"DG 30:3 NL 16:1",0.0777,0.839799129663724,0.1,0.84,"0.1","0.84","NS",NA
"DG 32:0 NL 16:0",-0.422,0.00194150534192148,-0.4,0,"-0.4","<0.01","Down","DG 32:0 NL 16:0"
"DG 32:5 NL 18:1",0.139,0.61044906717715,0.1,0.61,"0.1","0.61","NS",NA
"DG 34:0 NL 16:0",0.0369,0.83338871406872,0,0.83,"0.0","0.83","NS",NA
"DG 34:0 NL 18:0",-0.124,0.512933303235087,-0.1,0.51,"-0.1","0.51","NS",NA
"DG 34:0 NL 20:0",0.355,0.217650681460991,0.4,0.22,"0.4","0.22","NS",NA
"DG 34:1 NL 16:0",-0.262,0.0782471777385992,-0.3,0.08,"-0.3","0.08","NS",NA
"DG 34:1 NL 16:1",0.149,0.624752820654541,0.1,0.62,"0.1","0.62","NS",NA
"DG 34:1 NL 18:1",-0.381,0.00602176631913392,-0.4,0.01,"-0.4","<0.01","Down","DG 34:1 NL 18:1"
"DG 34:1 NL 20:0",0.593,0.237676431365131,0.6,0.24,"0.6","0.24","NS",NA
"DG 34:2 NL 16:1",0.261,0.46650170573457,0.3,0.47,"0.3","0.47","NS",NA
"DG 34:2 NL 20:0",1.14,0.0576946589873581,1.1,0.06,"1.1","0.06","Up","DG 34:2 NL 20:0"
"DG 34:5 NL 20:4",0.124,0.55405219651585,0.1,0.55,"0.1","0.55","NS",NA
"DG 36:0 NL 16:0",0.0547,0.618122385751766,0.1,0.62,"0.1","0.62","NS",NA
"DG 36:0 NL 18:0",-0.103,0.848496681655847,-0.1,0.85,"-0.1","0.85","NS",NA
"DG 36:1 NL 16:1",0.162,0.0918198915439767,0.2,0.09,"0.2","0.09","NS",NA
"DG 36:1 NL 18:0",-0.0484,0.755499813343449,0,0.76,"-0.0","0.76","NS",NA
"DG 36:2 NL 18:1",-0.0481,0.618496446615,0,0.62,"-0.0","0.62","NS",NA
"DG 36:5 NL 16:0",0.483,0.158148392224965,0.5,0.16,"0.5","0.16","NS",NA
"DG 36:5 NL 20:4",0.0809,0.608358801626634,0.1,0.61,"0.1","0.61","NS",NA
"DG 36:6 NL 16:0",0.34,0.599709766479004,0.3,0.6,"0.3","0.60","NS",NA
"DG 36:6 NL 16:1",0.303,0.0944463779857925,0.3,0.09,"0.3","0.09","NS",NA
"DG 36:6 NL 22:5",0.328,0.198037000510589,0.3,0.2,"0.3","0.20","NS",NA
"DG 36:7 NL 16:0",0.324,0.641664825787114,0.3,0.64,"0.3","0.64","NS",NA
"DG 36:7 NL 16:1",0.147,0.680327127845329,0.1,0.68,"0.1","0.68","NS",NA
"DG 36:7 NL 22:5",0.237,0.55174293390211,0.2,0.55,"0.2","0.55","NS",NA
"DG 38:0 NL 20:0",0.298,0.339573207925729,0.3,0.34,"0.3","0.34","NS",NA
"DG 38:2 NL 16:1",-0.00227,0.974189451592462,0,0.97,"-0.0","0.97","NS",NA
"DG 40:5 NL 20:0",0.365,0.173594725763851,0.4,0.17,"0.4","0.17","NS",NA
"DG 40:5 NL 22:5",0.342,0.177960938373614,0.3,0.18,"0.3","0.18","NS",NA
"DG 40:6 NL 20:0",0.511,0.278853026783761,0.5,0.28,"0.5","0.28","NS",NA
"DG 40:6 NL 22:6",0.412,0.413035907095312,0.4,0.41,"0.4","0.41","NS",NA
"DG 40:7 NL 22:6",0.225,0.307381053864524,0.2,0.31,"0.2","0.31","NS",NA
"DG 42:10 NL 16:0",0.405,0.11006249126918,0.4,0.11,"0.4","0.11","NS",NA
"DG 42:11 NL 16:0",0.345,0.550037213417519,0.3,0.55,"0.3","0.55","NS",NA
"DG 42:11 NL 22:5",0.342,0.424098857860667,0.3,0.42,"0.3","0.42","NS",NA
"DG 42:6 NL 22:6",0.138,0.104271327838286,0.1,0.1,"0.1","0.10","NS",NA
"DG O-36:4 NL 18:1",0.0899,0.478588284698716,0.1,0.48,"0.1","0.48","NS",NA
"LPC 14:0",0.11,0.395237005758993,0.1,0.4,"0.1","0.40","NS",NA
"LPC 16:0",-0.0608,0.67273011221427,-0.1,0.67,"-0.1","0.67","NS",NA
"LPC 16:1",0.0911,0.464640112612703,0.1,0.46,"0.1","0.46","NS",NA
"LPC 18:0",-0.274,0.00452852550813311,-0.3,0,"-0.3","<0.01","NS",NA
"LPC 20:1",-0.0983,0.397022938599001,-0.1,0.4,"-0.1","0.40","NS",NA
"LPC 26:0",-0.0837,0.590311325365055,-0.1,0.59,"-0.1","0.59","NS",NA
"LPC O-18:1",0.087,0.412474190199736,0.1,0.41,"0.1","0.41","NS",NA
"LPE 22:5",0.127,0.32897327241552,0.1,0.33,"0.1","0.33","NS",NA
"PC 24:0",-0.0779,0.548961433172806,-0.1,0.55,"-0.1","0.55","NS",NA
"PC 26:0",-0.268,0.049287497416483,-0.3,0.05,"-0.3","0.05","NS",NA
"PC 28:0",-0.457,0.000689318326715632,-0.5,0,"-0.5","<0.01","Down","PC 28:0"
"PC 28:1",-0.3,0.0792631814832162,-0.3,0.08,"-0.3","0.08","NS",NA
"PC 30:0",0.0997,0.537281519878609,0.1,0.54,"0.1","0.54","NS",NA
"PC 30:1",-0.281,0.0832842675393716,-0.3,0.08,"-0.3","0.08","NS",NA
"PC 30:2",-0.119,0.348544565829486,-0.1,0.35,"-0.1","0.35","NS",NA
"PC 32:1",-0.27,0.129899574392157,-0.3,0.13,"-0.3","0.13","NS",NA
"PC 32:2",-0.0924,0.570749831437215,-0.1,0.57,"-0.1","0.57","NS",NA
"PC 32:3",0.101,0.278652459658457,0.1,0.28,"0.1","0.28","NS",NA
"PC 32:4",0.0265,0.81900299452807,0,0.82,"0.0","0.82","NS",NA
"PC 34:0",-0.167,0.21770542053921,-0.2,0.22,"-0.2","0.22","NS",NA
"PC 34:1",-0.248,0.090150022802075,-0.2,0.09,"-0.2","0.09","NS",NA
"PC 34:2",-0.253,0.102117082595904,-0.3,0.1,"-0.3","0.10","NS",NA
"PC 34:3",-0.0875,0.447388417009744,-0.1,0.45,"-0.1","0.45","NS",NA
"PC 34:4",0.12,0.343235579507936,0.1,0.34,"0.1","0.34","NS",NA
"PC 34:6",0.0996,0.405437777602913,0.1,0.41,"0.1","0.41","NS",NA
"PC 36:0",-0.0604,0.609815870074177,-0.1,0.61,"-0.1","0.61","NS",NA
"PC 36:1",-0.296,0.0364045161486387,-0.3,0.04,"-0.3","0.04","NS",NA
"PC 36:2",-0.407,0.0105937362685381,-0.4,0.01,"-0.4","0.01","Down","PC 36:2"
"PC 36:3",-0.291,0.0201566936130586,-0.3,0.02,"-0.3","0.02","NS",NA
"PC 36:4",-0.043,0.643983168809271,0,0.64,"-0.0","0.64","NS",NA
"PC 36:5",0.0428,0.667645861027043,0,0.67,"0.0","0.67","NS",NA
"PC 36:6",0.0225,0.844408281420088,0,0.84,"0.0","0.84","NS",NA
"PC 36:7",-0.0293,0.858618494190073,0,0.86,"-0.0","0.86","NS",NA
"PC 38:0",-0.00934,0.943568125000973,0,0.94,"-0.0","0.94","NS",NA
"PC 38:1",-0.0158,0.859234447136318,0,0.86,"-0.0","0.86","NS",NA
"PC 38:2",-0.252,0.0460021197813212,-0.3,0.05,"-0.3","0.05","NS",NA
"PC 38:3",-0.143,0.303326451607697,-0.1,0.3,"-0.1","0.30","NS",NA
"PC 38:4",-0.215,0.103917218404369,-0.2,0.1,"-0.2","0.10","NS",NA
"PC 38:5",-0.213,0.0605786735536383,-0.2,0.06,"-0.2","0.06","NS",NA
"PC 38:6",0.0781,0.591383850864325,0.1,0.59,"0.1","0.59","NS",NA
"PC 38:7",-0.204,0.0508705761667503,-0.2,0.05,"-0.2","0.05","NS",NA
"PC 40:0",0.133,0.446109179517395,0.1,0.45,"0.1","0.45","NS",NA
"PC 40:1",-0.0197,0.822337980304756,0,0.82,"-0.0","0.82","NS",NA
"PC 40:2",0.214,0.0378299574364668,0.2,0.04,"0.2","0.04","NS",NA
"PC 40:3",0.153,0.168886246171795,0.2,0.17,"0.2","0.17","NS",NA
"PC 40:4",0.147,0.157210641628198,0.1,0.16,"0.1","0.16","NS",NA
"PC 40:5",0.0674,0.515209633011005,0.1,0.52,"0.1","0.52","NS",NA
"PC 40:6",0.057,0.66379222257274,0.1,0.66,"0.1","0.66","NS",NA
"PC 40:7",-0.276,0.0166380305876724,-0.3,0.02,"-0.3","0.02","NS",NA
"PC 42:1",0.00276,0.975849242066788,0,0.98,"0.0","0.98","NS",NA
"PC 42:10",0.0854,0.398394162927925,0.1,0.4,"0.1","0.40","NS",NA
"PC 42:2",0.0971,0.287611451543869,0.1,0.29,"0.1","0.29","NS",NA
"PC 42:3",0.0145,0.841870183208673,0,0.84,"0.0","0.84","NS",NA
"PC 42:5",0.235,0.0861236134660734,0.2,0.09,"0.2","0.09","NS",NA
"PC 42:6",-0.00255,0.980659255294858,0,0.98,"-0.0","0.98","NS",NA
"PC 42:7",0.0281,0.798985596398037,0,0.8,"0.0","0.80","NS",NA
"PC 42:8",0.13,0.222383693064842,0.1,0.22,"0.1","0.22","NS",NA
"PC 42:9",0.0663,0.628032828329653,0.1,0.63,"0.1","0.63","NS",NA
"PC O-28:0",0.0278,0.831292535145754,0,0.83,"0.0","0.83","NS",NA
"PC O-28:1",0.0769,0.462402220880704,0.1,0.46,"0.1","0.46","NS",NA
"PC O-30:0",-0.028,0.862335796935778,0,0.86,"-0.0","0.86","NS",NA
"PC O-30:1",-0.0171,0.871806385140689,0,0.87,"-0.0","0.87","NS",NA
"PC O-32:1",-0.338,0.0969531615587552,-0.3,0.1,"-0.3","0.10","NS",NA
"PC O-32:2",-0.295,0.090826050152982,-0.3,0.09,"-0.3","0.09","NS",NA
"PC O-32:3",0.0724,0.577735811858831,0.1,0.58,"0.1","0.58","NS",NA
"PC O-34:0",-0.128,0.345224954355654,-0.1,0.35,"-0.1","0.35","NS",NA
"PC O-34:1",-0.292,0.144566015804183,-0.3,0.14,"-0.3","0.14","NS",NA
"PC O-34:2",-0.261,0.0712170142048517,-0.3,0.07,"-0.3","0.07","NS",NA
"PC O-34:3",0.0359,0.715373082799013,0,0.72,"0.0","0.72","NS",NA
"PC O-36:1",-0.378,0.0288119511915582,-0.4,0.03,"-0.4","0.03","NS",NA
"PC O-36:2",-0.356,0.00491974581293017,-0.4,0,"-0.4","<0.01","NS",NA
"PC O-36:3",-0.297,0.112642973748762,-0.3,0.11,"-0.3","0.11","NS",NA
"PC O-36:4",-0.139,0.238821911019765,-0.1,0.24,"-0.1","0.24","NS",NA
"PC O-36:5",-0.0887,0.440200002503159,-0.1,0.44,"-0.1","0.44","NS",NA
"PC O-36:6",0.159,0.082812939732792,0.2,0.08,"0.2","0.08","NS",NA
"PC O-38:1",-0.0285,0.808447099199352,0,0.81,"-0.0","0.81","NS",NA
"PC O-38:2",-0.0401,0.738377661918397,0,0.74,"-0.0","0.74","NS",NA
"PC O-38:3",-0.201,0.100570607959714,-0.2,0.1,"-0.2","0.10","NS",NA
"PC O-38:4",0.075,0.529559392216114,0.1,0.53,"0.1","0.53","NS",NA
"PC O-38:5",0.0898,0.526908496693368,0.1,0.53,"0.1","0.53","NS",NA
"PC O-38:6",0.119,0.225372278726606,0.1,0.23,"0.1","0.23","NS",NA
"PC O-40:1",-0.00523,0.963103231533391,0,0.96,"-0.0","0.96","NS",NA
"PC O-40:2",0.043,0.675054302151286,0,0.68,"0.0","0.68","NS",NA
"PC O-40:3",0.0598,0.50702255772024,0.1,0.51,"0.1","0.51","NS",NA
"PC O-40:4",0.0646,0.621900822738022,0.1,0.62,"0.1","0.62","NS",NA
"PC O-40:5",-0.0541,0.525559543859646,-0.1,0.53,"-0.1","0.53","NS",NA
"PC O-40:6",0.055,0.58456820070406,0.1,0.58,"0.1","0.58","NS",NA
"PC O-42:5",0.0543,0.576582313096954,0.1,0.58,"0.1","0.58","NS",NA
"PC O-42:6",0.186,0.0803413342722509,0.2,0.08,"0.2","0.08","NS",NA
"PC(16:0/8:0(COOH))",-0.0419,0.732283573395372,0,0.73,"-0.0","0.73","NS",NA
"PE 32:1",-0.145,0.190311909597185,-0.1,0.19,"-0.1","0.19","NS",NA
"PE 34:0",0.0266,0.722796999036521,0,0.72,"0.0","0.72","NS",NA
"PE 34:1",-0.3,0.0132943929925328,-0.3,0.01,"-0.3","0.01","NS",NA
"PE 34:2",-0.0979,0.274911332380784,-0.1,0.27,"-0.1","0.27","NS",NA
"PE 36:0",-0.198,0.105511145523872,-0.2,0.11,"-0.2","0.11","NS",NA
"PE 36:1",-0.225,0.0480891570567696,-0.2,0.05,"-0.2","0.05","NS",NA
"PE 36:2",-0.277,0.133414042265411,-0.3,0.13,"-0.3","0.13","NS",NA
"PE 36:3",-0.0339,0.699736736729455,0,0.7,"-0.0","0.70","NS",NA
