condition,condition_label,condition_label_factor,Genetype,ExpType,Treatment,name,Genes,Protein.Group,ID,mean_log2_abundance,sd_log2_abundance,n_replicates,rank,highlight_rdh12,highlight_rdh_family
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,H2AX,H2AX,P16104,P16104,34.5339240463187,0.8861557947608034,3,1,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,H4C16,H4C16,P62805,P62805,34.06441557805657,0.4380419891157296,3,2,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,H3-7,H3-7,Q5TEC6,Q5TEC6,33.3686756504323,0.46249416582452957,3,3,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,H1-4,H1-4,P10412,P10412,33.02621483791443,0.47157623245853414,3,4,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,EEF1A2,EEF1A2,Q05639,Q05639,32.27101757222444,0.07392175815283275,3,5,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,GAPDH,GAPDH,P04406,P04406,31.792188930261734,0.305457685886296,3,6,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,ACTBL2,ACTBL2,Q562R1,Q562R1,31.714730347804732,0.12461731430391369,3,7,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS28,RPS28,P62857,P62857,31.654466403756302,0.5894764198204314,3,8,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SRSF7,SRSF7,Q16629,Q16629,31.44558416185527,0.6928538832908486,3,9,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HMGB1,HMGB1,P09429,P09429,31.320495717812367,0.36379162003634163,3,10,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPA2B1,HNRNPA2B1,P22626,P22626,31.25456015184293,0.14780792480770025,3,11,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,UBA52,UBA52,P62987,P62987,31.235467884980398,3.2192909465497666,3,12,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS25,RPS25,P62851,P62851,31.2260396875183,0.25287364152075703,3,13,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPC,HNRNPC,P07910,P07910,31.2116209151307,0.16375467527611262,3,14,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS13,RPS13,P62277,P62277,31.204953307308166,0.1303929447289845,3,15,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,VIM,VIM,P08670,P08670,31.169585069928,0.20906152383729593,3,16,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPA1,HNRNPA1,P09651,P09651,31.155576354843433,0.17617717061655774,3,17,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,H2AC21,H2AC21,Q8IUE6,Q8IUE6,31.12638115172067,0.33378881506788216,3,18,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,ENO1,ENO1,P06733,P06733,31.1086681267425,0.436340507790342,3,19,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS18,RPS18,P62269,P62269,31.0941400853176,0.4678565827311958,3,20,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,TUBA1C,TUBA1C,Q9BQE3,Q9BQE3,31.011443861613234,0.10354477418827883,3,21,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HSPA8,HSPA8,P11142,P11142,30.998704372252533,0.2885479944950472,3,22,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HSPA5,HSPA5,P11021,P11021,30.968605013189134,0.3430047637698956,3,23,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPU,HNRNPU,Q00839,Q00839,30.89170824546907,0.14212055485533023,3,24,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SRSF3,SRSF3,P84103,P84103,30.863806900106933,0.41052781746545636,3,25,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS20,RPS20,P60866,P60866,30.817035587554933,0.1752334306186559,3,26,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HSPA1L,HSPA1L,P34931,P34931,30.746878729700267,0.2885152313664342,3,27,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,TPI1,TPI1,P60174,P60174,30.724863618599766,0.3535587433080342,3,28,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HMGB2,HMGB2,P26583,P26583,30.705663638161568,0.3081048794913322,3,29,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPK,HNRNPK,P61978,P61978,30.703193717486066,0.25064675789366536,3,30,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL31,RPL31,P62899,P62899,30.694986764986467,0.3041394290800534,3,31,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS10,RPS10,P46783,P46783,30.631882446189834,0.20188443165733191,3,32,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,MIF,MIF,P14174,P14174,30.608265588287235,0.8274741983083319,3,33,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HSP90AA1,HSP90AA1,P07900,P07900,30.559422044052866,0.1815088894574419,3,34,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HSPE1,HSPE1,P61604,P61604,30.501165376182733,0.3068420449815901,3,35,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SERBP1,SERBP1,Q8NC51,Q8NC51,30.4895879454842,0.5135763795319618,3,36,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,YWHAE,YWHAE,P62258,P62258,30.489398944031464,0.1362966905577481,3,37,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS19,RPS19,P39019,P39019,30.4747398445174,0.6672699040603804,3,38,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,CFL1,CFL1,P23528,P23528,30.472951569917367,0.23996196344695978,3,39,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS5,RPS5,P46782,P46782,30.464236018176265,0.5624974254264213,3,40,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPD,HNRNPD,Q14103,Q14103,30.394775883562968,0.3967785485486688,3,41,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,CKB,CKB,P12277,P12277,30.3724226326902,0.8017588020023555,3,42,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,TRAP1,TRAP1,Q12931,Q12931,30.3562310996809,0.2528008857376531,3,43,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SRSF1,SRSF1,Q07955,Q07955,30.311361905618668,0.6389721886264406,3,44,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS7,RPS7,P62081,P62081,30.29690047254447,0.16063883067415735,3,45,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,TUBB3,TUBB3,Q13509,Q13509,30.281632332952768,0.08901177987326203,3,46,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS16,RPS16,P62249,P62249,30.2676768891162,0.33401630421065936,3,47,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS12,RPS12,P25398,P25398,30.255638042802634,0.6073958231090076,3,48,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,NCL,NCL,P19338,P19338,30.228421519822767,0.16771414491342873,3,49,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL4,RPL4,P36578,P36578,30.2133082530957,0.19020045731684865,3,50,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SNRNP70,SNRNP70,P08621,P08621,30.178101448464833,0.2522532117881628,3,51,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS3A,RPS3A,P61247,P61247,30.177880882412634,0.25999618972184607,3,52,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,CSE1L,CSE1L,P55060,P55060,30.173565524696166,0.037456988546397285,3,53,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS17,RPS17,P08708,P08708,30.151212893944667,0.25374113930491654,3,54,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,EIF5A,EIF5A,P63241,P63241,30.150799736091965,0.40874788334885676,3,55,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL23A,RPL23A,P62750,P62750,30.143519310093097,0.41840778646766663,3,56,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,PRDX2,PRDX2,P32119,P32119,30.135530097913367,0.04904286610356442,3,57,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL38,RPL38,P63173,P63173,30.122092439319765,0.07550974021065128,3,58,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,PEBP1,PEBP1,P30086,P30086,30.113708001137333,0.6840453255621327,3,59,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RBMX,RBMX,P38159,P38159,30.110374813752234,0.2286404114450294,3,60,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL12,RPL12,P30050,P30050,30.105934835171134,0.1861646435571452,3,61,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL17,RPL17,P18621,P18621,30.084490014769,0.6962616841641168,3,62,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,PARP1,PARP1,P09874,P09874,30.032561968105167,0.23062196532179194,3,63,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS9,RPS9,P46781,P46781,30.031389787221933,0.1982066201806101,3,64,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL3,RPL3,P39023,P39023,30.023017221460766,0.35548228955527583,3,65,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,STIP1,STIP1,P31948,P31948,29.9768203192165,0.6800319938615516,3,66,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS14,RPS14,P62263,P62263,29.9662999280882,0.4855457779596018,3,67,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL11,RPL11,P62913,P62913,29.959051538819,0.15914570650207308,3,68,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL35,RPL35,P42766,P42766,29.949454223519002,0.06698604835824651,3,69,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SNRPD3,SNRPD3,P62318,P62318,29.944808010937034,0.36769253881248,3,70,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,TKT,TKT,P29401,P29401,29.943088024738902,0.49800881836235805,3,71,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,MDH2,MDH2,P40926,P40926,29.924596605657634,0.14576716559322037,3,72,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS4X,RPS4X,P62701,P62701,29.9238426177776,0.24200058864685187,3,73,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HSPD1,HSPD1,P10809,P10809,29.908254671808102,0.12507690445646505,3,74,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS3,RPS3,P23396,P23396,29.901719799371435,0.16506651016472668,3,75,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPH1,HNRNPH1,P31943,P31943,29.895013567838667,0.3700865438048022,3,76,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,TUBB6,TUBB6,Q9BUF5,Q9BUF5,29.891539281446967,0.3280632796318693,3,77,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SUB1,SUB1,P53999,P53999,29.890461020005734,1.0122034703345522,3,78,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SRSF2,SRSF2,Q01130,Q01130,29.7897867550515,1.0801650235823927,3,79,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,FAU,FAU,P62861,P62861,29.789082982865434,0.504384614247073,3,80,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS15A,RPS15A,P62244,P62244,29.766932865000133,0.19861184357417727,3,81,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HSP90AB1,HSP90AB1,P08238,P08238,29.766832923071433,0.09631928663713624,3,82,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL18,RPL18,Q07020,Q07020,29.761733440054435,0.2000396521588017,3,83,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,NPM1,NPM1,P06748,P06748,29.7595118395243,0.6039833799895695,3,84,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SRSF6,SRSF6,Q13247,Q13247,29.7578788824946,0.5423594585458172,3,85,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS8,RPS8,P62241,P62241,29.755549486948333,0.25079365916418517,3,86,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SNRPE,SNRPE,P62304,P62304,29.7554247062273,0.5520900380489722,3,87,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS2,RPS2,P15880,P15880,29.751876147096766,0.14997002794809705,3,88,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,NME1,NME1,P15531,P15531,29.750242107746402,0.520553060102209,3,89,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL5,RPL5,P46777,P46777,29.743348936619768,0.385277121107465,3,90,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL22,RPL22,P35268,P35268,29.728568570367766,0.30952044077540347,3,91,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,PFN1,PFN1,P07737,P07737,29.727229120822667,0.2012055632442573,3,92,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SNRPD2,SNRPD2,P62316,P62316,29.714047750955668,0.36320796745031475,3,93,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,TUBB,TUBB,P07437,P07437,29.713212148171735,0.22306535148146298,3,94,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,DDX17,DDX17,Q92841,Q92841,29.702260863710002,0.09325403940991446,3,95,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SRP14,SRP14,P37108,P37108,29.658740202622532,0.24867878385993258,3,96,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,MACROH2A1,MACROH2A1,O75367,O75367,29.65825192327093,0.24974217916188354,3,97,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,DDX39B,DDX39B,Q13838,Q13838,29.644095279940068,0.08808568551734154,3,98,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,HNRNPAB,HNRNPAB,Q99729,Q99729,29.6379541443449,0.3617169338999322,3,99,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,NACA,NACA,E9PAV3,E9PAV3,29.63750830002637,0.38774415710005533,3,100,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS21,RPS21,P63220,P63220,29.631931702238134,0.49873419381650297,3,101,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RACK1,RACK1,P63244,P63244,29.6117750632323,0.5653108027265099,3,102,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL6,RPL6,Q02878,Q02878,29.594193454863166,0.23454303128046933,3,103,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL30,RPL30,P62888,P62888,29.5892205931926,0.0795083371260577,3,104,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,SFPQ,SFPQ,P23246,P23246,29.57680825702007,0.3305214021116684,3,105,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,STMN1,STMN1,P16949,P16949,29.563630148378465,0.7526056429170072,3,106,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,EEF2,EEF2,P13639,P13639,29.552960217396034,0.16734695493745785,3,107,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPS15,RPS15,P62841,P62841,29.5447340455866,0.5296698232919648,3,108,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,PKM,PKM,P14618,P14618,29.5431261074354,0.26652976582130333,3,109,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,H1-0,H1-0,P07305,P07305,29.537294472800067,0.2611349657360541,3,110,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL23,RPL23,P62829,P62829,29.5236076952251,0.36865515200620164,3,111,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RAN,RAN,P62826,P62826,29.499266816722734,0.15363966870813334,3,112,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL7A,RPL7A,P62424,P62424,29.47390605514307,0.3498407375102745,3,113,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,LDHB,LDHB,P07195,P07195,29.44977194971417,0.23073286282122613,3,114,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,ALYREF,ALYREF,Q86V81,Q86V81,29.431568408295966,0.12665805683452014,3,115,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,PRDX6,PRDX6,P30041,P30041,29.424059508212935,0.39125959025784607,3,116,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL7,RPL7,P18124,P18124,29.4193796824125,0.21702551703483333,3,117,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,GPS1,GPS1,Q13098,Q13098,29.4025964980489,0.1448274416702987,3,118,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,NME2,NME2,P22392,P22392,29.3956867958574,0.98062910832715,3,119,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPL13A,RPL13A,P40429,P40429,29.384733871182302,0.2347572417080715,3,120,FALSE,FALSE
GFP_100_atRAL5hr.24h_recvr,Recvr WT 100uM,Recvr WT 100uM,GFP,atRAL5hr+24h_recvr,100,RPSA,RPSA,P08865,P08865,29.36932478829373,0.2037493729702762,3,121,FALSE,FALSE
