"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","GeneRatio_num","FoldEnrichment_num"
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","6/192","17/3974",0.352941176470588,7.30514705882353,5.86929300173384,9.31480386301067e-05,0.0186296077260213,0.0182374054581051,"LATS2/TEAD3/WWC1/LATS1/PAK1/YAP1",6,"hippo signaling pathway - multiple species",0.03125,7.30514705882353
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","12/192","78/3974",0.153846153846154,3.18429487179487,4.38932994624444,0.000299410892746443,0.0299410892746443,0.0293107505530729,"BIRC2/SS18/BCL11B/CCNT1/CDKN1A/CEBPB/MAF/MAX/NCOR1/PRCC/PTK2/TCF3",12,"transcriptional misregulation in cancer",0.0625,3.18429487179487
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","7/192","35/3974",0.2,4.13958333333333,4.20302701391448,0.00116770188844119,0.077846792562746,0.0762079127193197,"NUMBL/ATXN1/HEY1/MAML1/NCOR2/RITA1/SNW1",7,"notch signaling pathway",0.0364583333333333,4.13958333333333
