"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","removed_exact","removed_pattern","removed_low_count","removed_high_padj"
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","7/192","42/3974",0.166666666666667,3.44965277777778,3.59560152187383,0.00351735096295474,0.175867548147737,0.17216507344989,"BIRC2/PIDD1/ERC1/MAP3K7/RIPK1/TAB2/TAB3",7,"nf-kappa b signaling pathway",FALSE,FALSE,FALSE,TRUE
