"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","GeneRatio_num","FoldEnrichment_num"
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","3/9","72/3974",0.0416666666666667,18.3981481481481,7.09715976381184,0.000443087838820859,0.0159511621975509,0.0107273897819787,"GSTA4/HMOX1/NFE2L2",3,"fluid shear stress and atherosclerosis",0.333333333333333,18.3981481481481
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","3/9","96/3974",0.03125,13.7986111111111,6.04718839223868,0.00103272828501254,0.0185891091302258,0.0125014476606782,"GSTA4/HMOX1/NFE2L2",3,"hepatocellular carcinoma",0.333333333333333,13.7986111111111
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","3/9","143/3974",0.020979020979021,9.26340326340326,4.79435105995878,0.00326758468049326,0.0392110161659191,0.0263699816320509,"GSTA4/HMOX1/NFE2L2",3,"chemical carcinogenesis - reactive oxygen species",0.333333333333333,9.26340326340326
