Protein.Group,Unique_to,Genes,SampleName,Group,CellType,Fraction,PG.MaxLFQ
Q07002,EP,CDK18,EP_F1,EP,EP,1,4410.4873046875
O00748,EP,CES2,EP_F2,EP,EP,2,4452.44482421875
O00748,EP,CES2,EP_F3,EP,EP,3,1471.4058837890625
P17066,EP,HSPA6,EP_F1,EP,EP,1,10932834
Q5T7M9,EP,DIPK1A,EP_F2,EP,EP,2,983.1884765625
Q96AX9,EP,MIB2,EP_F3,EP,EP,3,1545.2789306640625
P62256,EP,UBE2H,EP_F1,EP,EP,1,5098.95751953125
P62256,EP,UBE2H,EP_F2,EP,EP,2,3227.90087890625
O60683,EP,PEX10,EP_F2,EP,EP,2,1599.6700439453125
O60683,EP,PEX10,EP_F3,EP,EP,3,1600.0740966796875
O60683,EP,PEX10,EP_F4,EP,EP,4,1259.60009765625
O60488,EP,ACSL4,EP_F1,EP,EP,1,6892.2041015625
O60488,EP,ACSL4,EP_F3,EP,EP,3,7840.13037109375
O60488,EP,ACSL4,EP_F4,EP,EP,4,5820.3876953125
O60488,EP,ACSL4,EP_F2,EP,EP,2,2254.443115234375
P51798,EP,CLCN7,EP_F3,EP,EP,3,3859.270751953125
P51798,EP,CLCN7,EP_F4,EP,EP,4,2488.5126953125
P51798,EP,CLCN7,EP_F1,EP,EP,1,5256.56591796875
P51798,EP,CLCN7,EP_F2,EP,EP,2,1689.4520263671875
Q15751,EP,HERC1,EP_F3,EP,EP,3,26189.345703125
Q15751,EP,HERC1,EP_F1,EP,EP,1,5135.54931640625
Q15751,EP,HERC1,EP_F4,EP,EP,4,8212.4091796875
Q9NPC7,EP,MYNN,EP_F2,EP,EP,2,1228.169921875
Q9NPC7,EP,MYNN,EP_F4,EP,EP,4,5272.3408203125
Q13418,EP,ILK,EP_F3,EP,EP,3,16163.0634765625
Q13418,EP,ILK,EP_F2,EP,EP,2,6826.2734375
Q13418,EP,ILK,EP_F4,EP,EP,4,22702.388671875
Q6P2P2,EP,PRMT9,EP_F2,EP,EP,2,3035.20166015625
Q14183,EP,DOC2A,EP_F3,EP,EP,3,1736.669189453125
Q14183,EP,DOC2A,EP_F4,EP,EP,4,1795.357666015625
Q9UJV3,EP,MID2,EP_F3,EP,EP,3,2602.54345703125
Q8N945,EP,PRELID2,EP_F2,EP,EP,2,4073.4296875
Q8N945,EP,PRELID2,EP_F3,EP,EP,3,4714.5009765625
Q4G176,EP,ACSF3,EP_F3,EP,EP,3,9531.17578125
Q4G176,EP,ACSF3,EP_F4,EP,EP,4,2797.02001953125
Q4G176,EP,ACSF3,EP_F2,EP,EP,2,7107.1279296875
Q16563,EP,SYPL1,EP_F3,EP,EP,3,2595.297119140625
Q16563,EP,SYPL1,EP_F4,EP,EP,4,9083.07421875
Q8WVQ1,EP,CANT1,EP_F2,EP,EP,2,2172.650634765625
Q8WVQ1,EP,CANT1,EP_F3,EP,EP,3,4121.76953125
P40855,EP,PEX19,EP_F1,EP,EP,1,3386.294677734375
P40855,EP,PEX19,EP_F2,EP,EP,2,1195.5738525390625
P02585,EP,TNNC2,EP_F4,EP,EP,4,3249.183837890625
Q9NRN9,EP,METTL5,EP_F1,EP,EP,1,465.4523620605469
Q9NRN9,EP,METTL5,EP_F3,EP,EP,3,5828.302734375
Q9NRN9,EP,METTL5,EP_F4,EP,EP,4,15293.6552734375
Q08AF3,EP,SLFN5,EP_F1,EP,EP,1,2703.95947265625
Q08AF3,EP,SLFN5,EP_F2,EP,EP,2,2224.505859375
Q9HCK5,EP,AGO4,EP_F3,EP,EP,3,7841.517578125
Q9H3R5,EP,CENPH,EP_F3,EP,EP,3,6979.61962890625
P28472,EP,GABRB3,EP_F1,EP,EP,1,1659.020751953125
P28472,EP,GABRB3,EP_F2,EP,EP,2,2474.607177734375
P49754,EP,VPS41,EP_F2,EP,EP,2,8712.3447265625
P49754,EP,VPS41,EP_F3,EP,EP,3,2474.6240234375
P49754,EP,VPS41,EP_F4,EP,EP,4,2600.217041015625
Q8NFA0,EP,USP32,EP_F1,EP,EP,1,4310.4677734375
O95258,EP,SLC25A14,EP_F1,EP,EP,1,1106.509765625
Q96JA1,EP,LRIG1,EP_F2,EP,EP,2,4587.78564453125
Q9NVV9,EP,THAP1,EP_F2,EP,EP,2,2794.927978515625
O95837,EP,GNA14,EP_F4,EP,EP,4,4639.99072265625
Q92604,EP,LPGAT1,EP_F4,EP,EP,4,772.38751220703125
Q9Y6K8,EP,AK5,EP_F4,EP,EP,4,2660.7998046875
Q86W34,EP,AMZ2,EP_F3,EP,EP,3,5567.06201171875
Q86W34,EP,AMZ2,EP_F1,EP,EP,1,5044.20947265625
Q9P2H5,EP,USP35,EP_F3,EP,EP,3,3312.25634765625
Q96MZ0,EP,GDAP1L1,EP_F3,EP,EP,3,2047.9451904296875
Q96MZ0,EP,GDAP1L1,EP_F4,EP,EP,4,974.265380859375
Q96MZ0,EP,GDAP1L1,EP_F2,EP,EP,2,1199.1258544921875
Q96MZ0,EP,GDAP1L1,EP_F1,EP,EP,1,2580.6357421875
Q9BR77,EP,CCDC77,EP_F1,EP,EP,1,862.97686767578125
Q9BR77,EP,CCDC77,EP_F3,EP,EP,3,856.62872314453125
Q9BR77,EP,CCDC77,EP_F4,EP,EP,4,3780.171630859375
Q8N5D0,EP,WDTC1,EP_F1,EP,EP,1,3278.6669921875
Q8N5D0,EP,WDTC1,EP_F4,EP,EP,4,4376.64697265625
O14802,EP,POLR3A,EP_F1,EP,EP,1,20508.685546875
O14802,EP,POLR3A,EP_F2,EP,EP,2,24133.36328125
Q96HR9,EP,REEP6,EP_F4,EP,EP,4,6964.2890625
Q9P2U7,EP,SLC17A7,EP_F1,EP,EP,1,12187.1767578125
Q9P2U7,EP,SLC17A7,EP_F4,EP,EP,4,17330.125
Q9P2U7,EP,SLC17A7,EP_F2,EP,EP,2,13212.2646484375
Q9P2U7,EP,SLC17A7,EP_F3,EP,EP,3,3681.336669921875
Q9BZ72,EP,PITPNM2,EP_F3,EP,EP,3,3901.52587890625
Q6UWZ7,EP,ABRAXAS1,EP_F3,EP,EP,3,6985.14697265625
Q6UWZ7,EP,ABRAXAS1,EP_F4,EP,EP,4,9171.95703125
Q9P2E3,EP,ZNFX1,EP_F2,EP,EP,2,35203.44140625
Q9BTX1,EP,NDC1,EP_F1,EP,EP,1,2396.599853515625
Q9BTX1,EP,NDC1,EP_F3,EP,EP,3,1949.88916015625
Q9BTX1,EP,NDC1,EP_F4,EP,EP,4,2020.824951171875
Q6PIF2,EP,SYCE2,EP_F2,EP,EP,2,51326.16796875
Q6P1S2,EP,C3orf33,EP_F3,EP,EP,3,1136.9620361328125
Q6P1S2,EP,C3orf33,EP_F4,EP,EP,4,1954.2027587890625
Q05481,EP,ZNF91,EP_F2,EP,EP,2,1228.6964111328125
P19447,EP,ERCC3,EP_F4,EP,EP,4,10212.7890625
P19447,EP,ERCC3,EP_F2,EP,EP,2,11825.91796875
Q96A05,EP,ATP6V1E2,EP_F3,EP,EP,3,8451.046875
Q96A05,EP,ATP6V1E2,EP_F4,EP,EP,4,2987.86962890625
Q96GX1,EP,TCTN2,EP_F1,EP,EP,1,31920.25
Q96GX1,EP,TCTN2,EP_F4,EP,EP,4,14724.0390625
Q9UM00,EP,TMCO1,EP_F1,EP,EP,1,6153.71435546875
Q9Y5U8,EP,MPC1,EP_F3,EP,EP,3,4344.12109375
Q9Y5U8,EP,MPC1,EP_F4,EP,EP,4,3650.65771484375
Q96I51,EP,RCC1L,EP_F2,EP,EP,2,11041.125
Q96I51,EP,RCC1L,EP_F1,EP,EP,1,2724.079833984375
Q96I51,EP,RCC1L,EP_F4,EP,EP,4,1436.5390625
Q96I51,EP,RCC1L,EP_F3,EP,EP,3,1960.5589599609375
Q9NQI0,EP,DDX4,EP_F3,EP,EP,3,3174.5146484375
Q9NQI0,EP,DDX4,EP_F4,EP,EP,4,37055.66015625
A0JNW5,EP,BLTP3B,EP_F1,EP,EP,1,1802.335205078125
Q14145,EP,KEAP1,EP_F1,EP,EP,1,877.47650146484375
Q14145,EP,KEAP1,EP_F4,EP,EP,4,2459.995849609375
Q14145,EP,KEAP1,EP_F3,EP,EP,3,1086.9105224609375
Q96LD8,EP,SENP8,EP_F2,EP,EP,2,10772.03125
Q9HBG6,EP,IFT122,EP_F1,EP,EP,1,1673.0167236328125
Q9HBG6,EP,IFT122,EP_F4,EP,EP,4,3403.1162109375
O43716,EP,GATC,EP_F2,EP,EP,2,1858.9971923828125
O14733,EP,MAP2K7,EP_F1,EP,EP,1,7571.314453125
O75582,EP,RPS6KA5,EP_F1,EP,EP,1,1885.775634765625
O75582,EP,RPS6KA5,EP_F3,EP,EP,3,2835.0380859375
O75582,EP,RPS6KA5,EP_F4,EP,EP,4,2357.54150390625
Q9UPY3,EP,DICER1,EP_F2,EP,EP,2,6504.49658203125
Q9H3H5,EP,DPAGT1,EP_F2,EP,EP,2,4141.88232421875
Q9H3H5,EP,DPAGT1,EP_F3,EP,EP,3,2077.86376953125
Q9H3H5,EP,DPAGT1,EP_F1,EP,EP,1,2395.427734375
Q9H3H5,EP,DPAGT1,EP_F4,EP,EP,4,3553.367919921875
O15260,EP,SURF4,EP_F3,EP,EP,3,6574.50244140625
O15260,EP,SURF4,EP_F4,EP,EP,4,981.70233154296875
Q08999,EP,RBL2,EP_F2,EP,EP,2,5102.88623046875
Q08999,EP,RBL2,EP_F1,EP,EP,1,4341.9208984375
Q99797,EP,MIPEP,EP_F3,EP,EP,3,5270.08544921875
Q99797,EP,MIPEP,EP_F4,EP,EP,4,13201.7724609375
Q99797,EP,MIPEP,EP_F1,EP,EP,1,4939.00390625
Q99797,EP,MIPEP,EP_F2,EP,EP,2,4720.35205078125
Q5H9S7,EP,DCAF17,EP_F3,EP,EP,3,3276.162841796875
Q6AZZ1,EP,TRIM68,EP_F1,EP,EP,1,1973.6212158203125
Q6AZZ1,EP,TRIM68,EP_F2,EP,EP,2,1944.246826171875
Q6AZZ1,EP,TRIM68,EP_F3,EP,EP,3,1466.2769775390625
Q8WVZ9,EP,KBTBD7,EP_F1,EP,EP,1,3222.10302734375
Q8WVZ9,EP,KBTBD7,EP_F2,EP,EP,2,3301.400146484375
Q9H0V1,EP,TMEM168,EP_F3,EP,EP,3,6444.52001953125
P33402,EP,GUCY1A2,EP_F1,EP,EP,1,2424.76611328125
P33402,EP,GUCY1A2,EP_F2,EP,EP,2,2509.50732421875
Q07890,EP,SOS2,EP_F1,EP,EP,1,2844.973388671875
Q07890,EP,SOS2,EP_F2,EP,EP,2,954.92718505859375
Q5T2E6,EP,ARMH3,EP_F2,EP,EP,2,18374.33203125
Q5T2E6,EP,ARMH3,EP_F1,EP,EP,1,16868.962890625
Q9NZD8,EP,SPG21,EP_F2,EP,EP,2,9613.2099609375
Q9NZD8,EP,SPG21,EP_F3,EP,EP,3,2341.82861328125
P11277,EP,SPTB,EP_F1,EP,EP,1,4771.76025390625
P11277,EP,SPTB,EP_F3,EP,EP,3,9332.1728515625
Q9UJX6,EP,ANAPC2,EP_F1,EP,EP,1,33349.0078125
Q9UJX6,EP,ANAPC2,EP_F2,EP,EP,2,141149.8125
Q9UJX6,EP,ANAPC2,EP_F4,EP,EP,4,12620.8779296875
O60293,EP,ZFC3H1,EP_F3,EP,EP,3,5833.13720703125
O60293,EP,ZFC3H1,EP_F1,EP,EP,1,27973.890625
Q96ER3,EP,SAAL1,EP_F2,EP,EP,2,6104.80419921875
Q96MW5,EP,COG8,EP_F1,EP,EP,1,9040.921875
Q96MW5,EP,COG8,EP_F4,EP,EP,4,4397.73583984375
Q86UT6,EP,NLRX1,EP_F1,EP,EP,1,2452.0068359375
Q86UT6,EP,NLRX1,EP_F4,EP,EP,4,1079.5640869140625
Q8WXR4,EP,MYO3B,EP_F4,EP,EP,4,5889.2998046875
Q15392,EP,DHCR24,EP_F3,EP,EP,3,2888.748779296875
Q9H2H9,EP,SLC38A1,EP_F4,EP,EP,4,1707.7049560546875
Q9H2H9,EP,SLC38A1,EP_F1,EP,EP,1,6799.51953125
Q9H2H9,EP,SLC38A1,EP_F3,EP,EP,3,834.7191162109375
Q7Z6R9,EP,TFAP2D,EP_F2,EP,EP,2,6248.09130859375
Q7Z6R9,EP,TFAP2D,EP_F3,EP,EP,3,4582.74072265625
Q7Z6R9,EP,TFAP2D,EP_F4,EP,EP,4,2484.8955078125
Q8WTT2,EP,NOC3L,EP_F1,EP,EP,1,5454.80126953125
Q8WTT2,EP,NOC3L,EP_F3,EP,EP,3,11836.353515625
Q8WTT2,EP,NOC3L,EP_F2,EP,EP,2,3121.668701171875
Q8WTT2,EP,NOC3L,EP_F4,EP,EP,4,2050.75048828125
P02689,EP,PMP2,EP_F1,EP,EP,1,6156.3037109375
P02689,EP,PMP2,EP_F2,EP,EP,2,5121.21826171875
P32189,EP,GK,EP_F1,EP,EP,1,12245.955078125
P32189,EP,GK,EP_F2,EP,EP,2,21153.412109375
P32189,EP,GK,EP_F3,EP,EP,3,16010.2373046875
P32189,EP,GK,EP_F4,EP,EP,4,13200.03515625
Q9Y2L9,EP,LRCH1,EP_F3,EP,EP,3,4768.3310546875
Q9Y2L9,EP,LRCH1,EP_F4,EP,EP,4,2494.220947265625
A0A1W2PQ72,EP,MSANTD7,EP_F2,EP,EP,2,685.54345703125
A0A1W2PQ72,EP,MSANTD7,EP_F3,EP,EP,3,10376.8955078125
A0A1W2PQ72,EP,MSANTD7,EP_F4,EP,EP,4,777.74139404296875
P00973,EP,OAS1,EP_F1,EP,EP,1,9092.6220703125
Q6P1A2,EP,LPCAT3,EP_F2,EP,EP,2,3275.26025390625
Q6P1A2,EP,LPCAT3,EP_F1,EP,EP,1,6602.3671875
Q6P1A2,EP,LPCAT3,EP_F3,EP,EP,3,7114.90869140625
Q6P1A2,EP,LPCAT3,EP_F4,EP,EP,4,8210.7705078125
O14957,EP,UQCR11,EP_F4,EP,EP,4,1776.65869140625
Q86WV6,EP,STING1,EP_F2,EP,EP,2,12394.25390625
Q86WV6,EP,STING1,EP_F3,EP,EP,3,7218.4052734375
Q9HBM0,EP,VEZT,EP_F2,EP,EP,2,5182.64404296875
Q9HBM0,EP,VEZT,EP_F3,EP,EP,3,3577.8583984375
P00846,EP,MT-ATP6,EP_F3,EP,EP,3,1463.26416015625
P00846,EP,MT-ATP6,EP_F4,EP,EP,4,6990.04443359375
Q9H1A3,EP,METTL9,EP_F2,EP,EP,2,13844.4931640625
Q9H1A3,EP,METTL9,EP_F3,EP,EP,3,2934.63818359375
Q8WVM0,EP,TFB1M,EP_F1,EP,EP,1,1326.49072265625
Q8WVM0,EP,TFB1M,EP_F2,EP,EP,2,2716.617919921875
P15056,EP,BRAF,EP_F3,EP,EP,3,2079.8408203125
P15056,EP,BRAF,EP_F4,EP,EP,4,3222.706298828125
Q5QJ74,EP,TBCEL,EP_F1,EP,EP,1,1640.5020751953125
Q5QJ74,EP,TBCEL,EP_F2,EP,EP,2,2350.94873046875
Q5QJ74,EP,TBCEL,EP_F3,EP,EP,3,1822.498046875
Q86V97,EP,KBTBD6,EP_F4,EP,EP,4,1414.2979736328125
Q86V97,EP,KBTBD6,EP_F2,EP,EP,2,3940.506591796875
Q86V97,EP,KBTBD6,EP_F3,EP,EP,3,9533.8212890625
Q7Z4L5,EP,TTC21B,EP_F1,EP,EP,1,2115.33544921875
Q7Z4L5,EP,TTC21B,EP_F4,EP,EP,4,5167.09033203125
Q7Z4L5,EP,TTC21B,EP_F3,EP,EP,3,6911.9853515625
Q6ZN54,EP,DEF8,EP_F2,EP,EP,2,11476.9677734375
Q5T5C0,EP,STXBP5,EP_F4,EP,EP,4,1173.249755859375
Q5T5C0,EP,STXBP5,EP_F3,EP,EP,3,2903.708251953125
Q8NI29,EP,FBXO27,EP_F2,EP,EP,2,3243.492919921875
Q8NI29,EP,FBXO27,EP_F3,EP,EP,3,2496.583740234375
P13051,EP,UNG,EP_F1,EP,EP,1,7568.86474609375
P13051,EP,UNG,EP_F4,EP,EP,4,7987.71484375
O14561,EP,NDUFAB1,EP_F1,EP,EP,1,6872.52587890625
P53671,EP,LIMK2,EP_F1,EP,EP,1,2132.3388671875
P53671,EP,LIMK2,EP_F2,EP,EP,2,2258.595947265625
O15270,EP,SPTLC2,EP_F1,EP,EP,1,2490.405517578125
O15270,EP,SPTLC2,EP_F2,EP,EP,2,765.87274169921875
O15270,EP,SPTLC2,EP_F4,EP,EP,4,3122.744140625
Q8WXK1,EP,ASB15,EP_F3,EP,EP,3,71522.0859375
Q8WXK1,EP,ASB15,EP_F4,EP,EP,4,20602.08984375
Q9BT30,EP,ALKBH7,EP_F1,EP,EP,1,445.3851318359375
Q9BT30,EP,ALKBH7,EP_F4,EP,EP,4,3478.225830078125
Q9ULW5,EP,RAB26,EP_F1,EP,EP,1,703.0789794921875
Q9ULW5,EP,RAB26,EP_F3,EP,EP,3,3026.064697265625
Q9ULW5,EP,RAB26,EP_F4,EP,EP,4,21237.11328125
Q8IWA4,EP,MFN1,EP_F1,EP,EP,1,695.0906982421875
Q8IWA4,EP,MFN1,EP_F2,EP,EP,2,6323.82958984375
Q8IWA4,EP,MFN1,EP_F3,EP,EP,3,4062.088623046875
Q8IWA4,EP,MFN1,EP_F4,EP,EP,4,1321.500732421875
Q9BW19,EP,KIFC1,EP_F3,EP,EP,3,1803.236328125
Q8TAD4,EP,SLC30A5,EP_F2,EP,EP,2,6997.81591796875
Q8TAD4,EP,SLC30A5,EP_F3,EP,EP,3,3865.09765625
Q96DX4,EP,RSPRY1,EP_F2,EP,EP,2,12926.4111328125
Q9NPB8,EP,GPCPD1,EP_F2,EP,EP,2,3846.71044921875
Q9NPB8,EP,GPCPD1,EP_F3,EP,EP,3,4598.73193359375
Q9NPB8,EP,GPCPD1,EP_F4,EP,EP,4,1729.4071044921875
Q96QE5,EP,TEFM,EP_F1,EP,EP,1,12849.2109375
O95214,EP,LEPROTL1,EP_F1,EP,EP,1,2816.81396484375
O95214,EP,LEPROTL1,EP_F2,EP,EP,2,2631.22216796875
Q14156,EP,EFR3A,EP_F3,EP,EP,3,7572.7802734375
P49716,EP,CEBPD,EP_F1,EP,EP,1,29608.58984375
Q8NF50,EP,DOCK8,EP_F3,EP,EP,3,2739.119384765625
Q8NI60,EP,COQ8A,EP_F4,EP,EP,4,5817.296875
Q8NI60,EP,COQ8A,EP_F2,EP,EP,2,3269.60888671875
Q9BUB7,EP,TMEM70,EP_F2,EP,EP,2,1542.447998046875
Q9BUB7,EP,TMEM70,EP_F3,EP,EP,3,4580.37060546875
Q9BUB7,EP,TMEM70,EP_F4,EP,EP,4,2587.7890625
Q9BQ24,EP,ZFYVE21,EP_F1,EP,EP,1,5344.16455078125
Q9BQ24,EP,ZFYVE21,EP_F4,EP,EP,4,2508.2900390625
Q9UK23,EP,NAGPA,EP_F2,EP,EP,2,2032.5599365234375
Q9UK23,EP,NAGPA,EP_F1,EP,EP,1,2079.158447265625
Q6ZT07,EP,TBC1D9,EP_F1,EP,EP,1,4483.7978515625
Q6ZT07,EP,TBC1D9,EP_F2,EP,EP,2,1693.6444091796875
Q8IWE2,EP,FAM114A1,EP_F3,EP,EP,3,4758.89501953125
Q9P2H3,EP,IFT80,EP_F3,EP,EP,3,7325.443359375
O15078,EP,CEP290,EP_F2,EP,EP,2,4018.496337890625
O60486,EP,PLXNC1,EP_F1,EP,EP,1,3924.975830078125
O60486,EP,PLXNC1,EP_F3,EP,EP,3,3706.025634765625
O60486,EP,PLXNC1,EP_F4,EP,EP,4,5298.625
O60486,EP,PLXNC1,EP_F2,EP,EP,2,2666.65283203125
Q9H0R6,EP,QRSL1,EP_F4,EP,EP,4,1924.0902099609375
Q8N4S0,EP,CCDC82,EP_F2,EP,EP,2,3435.97509765625
Q09328,EP,MGAT5,EP_F2,EP,EP,2,6689.392578125
O95858,EP,TSPAN15,EP_F1,EP,EP,1,3388.861328125
O95858,EP,TSPAN15,EP_F4,EP,EP,4,10264.7724609375
Q9Y256,EP,RCE1,EP_F1,EP,EP,1,13110.33984375
Q5HYK3,EP,COQ5,EP_F3,EP,EP,3,4794.666015625
P18146,EP,EGR1,EP_F2,EP,EP,2,2527.740478515625
P18146,EP,EGR1,EP_F1,EP,EP,1,4674.9873046875
P18146,EP,EGR1,EP_F4,EP,EP,4,2751.968994140625
Q9NPH0,EP,ACP6,EP_F4,EP,EP,4,2220.536376953125
Q5TGL8,EP,PXDC1,EP_F2,EP,EP,2,5950.26171875
Q86UP3,EP,ZFHX4,EP_F2,EP,EP,2,4804.76123046875
Q8TBR7,EP,TLCD3A,EP_F1,EP,EP,1,13539.0654296875
O96017,EP,CHEK2,EP_F3,EP,EP,3,3946.85888671875
Q96HA8,EP,NTAQ1,EP_F2,EP,EP,2,7996.26953125
Q92503,EP,SEC14L1,EP_F2,EP,EP,2,6618.1611328125
P52179,EP,MYOM1,EP_F2,EP,EP,2,5287.22216796875
Q9BSB4,EP,ATG101,EP_F2,EP,EP,2,9687.96875
Q8NB50,EP,ZFP62,EP_F1,EP,EP,1,3970.711669921875
Q8NB50,EP,ZFP62,EP_F4,EP,EP,4,4454.75927734375
Q9UJA9,EP,ENPP5,EP_F1,EP,EP,1,1767.0595703125
Q9UHI5,EP,SLC7A8,EP_F2,EP,EP,2,14168.9013671875
Q9UJD0,EP,RIMS3,EP_F2,EP,EP,2,4004.9072265625
P35398,EP,RORA,EP_F3,EP,EP,3,923.69927978515625
P54646,EP,PRKAA2,EP_F1,EP,EP,1,7046.6728515625
P54646,EP,PRKAA2,EP_F2,EP,EP,2,4166.4326171875
P54646,EP,PRKAA2,EP_F4,EP,EP,4,10921.86328125
O15116,EP,LSM1,EP_F2,EP,EP,2,5598.6904296875
O15116,EP,LSM1,EP_F3,EP,EP,3,9559.3955078125
Q99570,EP,PIK3R4,EP_F1,EP,EP,1,808.525634765625
Q99570,EP,PIK3R4,EP_F2,EP,EP,2,1080.976318359375
Q99570,EP,PIK3R4,EP_F3,EP,EP,3,1607.3165283203125
Q99570,EP,PIK3R4,EP_F4,EP,EP,4,1325.651611328125
Q8N6G5,EP,CSGALNACT2,EP_F3,EP,EP,3,1429.1788330078125
Q15528,EP,MED22,EP_F1,EP,EP,1,4857.294921875
Q6PML9,EP,SLC30A9,EP_F2,EP,EP,2,13284.22265625
Q6PML9,EP,SLC30A9,EP_F1,EP,EP,1,9406.490234375
Q6PML9,EP,SLC30A9,EP_F3,EP,EP,3,4373.763671875
Q96ND0,EP,FAM210A,EP_F3,EP,EP,3,6691.1181640625
Q96ND0,EP,FAM210A,EP_F4,EP,EP,4,8440.0810546875
Q99643,EP,SDHC,EP_F3,EP,EP,3,10306.3759765625
Q99643,EP,SDHC,EP_F4,EP,EP,4,3777.79296875
Q969S9,EP,GFM2,EP_F2,EP,EP,2,6348.2802734375
Q6P4I2,EP,WDR73,EP_F2,EP,EP,2,38505.75390625
Q6P4I2,EP,WDR73,EP_F3,EP,EP,3,31826.18359375
Q8NFG4,EP,FLCN,EP_F2,EP,EP,2,14460.7138671875
Q8NFG4,EP,FLCN,EP_F3,EP,EP,3,6165.8994140625
Q9Y587,EP,AP4S1,EP_F3,EP,EP,3,5610.5185546875
Q9Y587,EP,AP4S1,EP_F2,EP,EP,2,6966.23876953125
Q8IVG5,EP,SAMD9L,EP_F3,EP,EP,3,3682.6240234375
O15069,EP,NACAD,EP_F3,EP,EP,3,9830.30859375
Q12913,EP,PTPRJ,EP_F4,EP,EP,4,8086.56787109375
Q12913,EP,PTPRJ,EP_F1,EP,EP,1,768.22869873046875
O15254,EP,ACOX3,EP_F2,EP,EP,2,1209.103515625
O15254,EP,ACOX3,EP_F1,EP,EP,1,1105.559326171875
O15254,EP,ACOX3,EP_F4,EP,EP,4,2009.1595458984375
Q4ZIN3,EP,TMEM259,EP_F3,EP,EP,3,3536.163330078125
Q4ZIN3,EP,TMEM259,EP_F4,EP,EP,4,1187.7720947265625
O15156,EP,ZBTB7B,EP_F2,EP,EP,2,2145.00732421875
O15156,EP,ZBTB7B,EP_F3,EP,EP,3,1804.007080078125
Q9UNQ2,EP,DIMT1,EP_F3,EP,EP,3,18472.958984375
Q9NR80,EP,ARHGEF4,EP_F3,EP,EP,3,13245.9560546875
O75820,EP,ZNF189,EP_F4,EP,EP,4,1541.710693359375
Q6PFW1,EP,PPIP5K1,EP_F2,EP,EP,2,9256.3740234375
Q6PFW1,EP,PPIP5K1,EP_F3,EP,EP,3,5892.94091796875
Q6P4Q7,EP,CNNM4,EP_F2,EP,EP,2,25468.439453125
Q6P4Q7,EP,CNNM4,EP_F3,EP,EP,3,4441.60791015625
Q58FG1,EP,HSP90AA4P,EP_F1,EP,EP,1,4450.76416015625
Q58FG1,EP,HSP90AA4P,EP_F3,EP,EP,3,5016.7392578125
Q58FG1,EP,HSP90AA4P,EP_F4,EP,EP,4,23543.638671875
Q58FG1,EP,HSP90AA4P,EP_F2,EP,EP,2,4861.64599609375
P11169,EP,SLC2A3,EP_F1,EP,EP,1,1854.3026123046875
P11169,EP,SLC2A3,EP_F2,EP,EP,2,3731.39453125
P11169,EP,SLC2A3,EP_F3,EP,EP,3,2595.80810546875
Q9NRK6,EP,ABCB10,EP_F2,EP,EP,2,11295.8251953125
Q6NUP7,EP,PPP4R4,EP_F1,EP,EP,1,1495.105712890625
Q96NA8,EP,TSNARE1,EP_F3,EP,EP,3,30357.54296875
Q96NA8,EP,TSNARE1,EP_F4,EP,EP,4,9915.7880859375
Q9H3H1,EP,TRIT1,EP_F3,EP,EP,3,6177.5400390625
Q86UW7,EP,CADPS2,EP_F1,EP,EP,1,4714.8505859375
Q86UW7,EP,CADPS2,EP_F2,EP,EP,2,4482.59814453125
Q86UW7,EP,CADPS2,EP_F3,EP,EP,3,3397.5341796875
Q86UW7,EP,CADPS2,EP_F4,EP,EP,4,16566.55859375
O95864,EP,FADS2,EP_F3,EP,EP,3,5858.73095703125
O95847,EP,SLC25A27,EP_F3,EP,EP,3,3449.360107421875
Q9NQ11,EP,ATP13A2,EP_F4,EP,EP,4,1495.5911865234375
Q9NQ11,EP,ATP13A2,EP_F1,EP,EP,1,1502.3662109375
O75553,EP,DAB1,EP_F3,EP,EP,3,4556.39111328125
Q9H1J7,EP,WNT5B,EP_F3,EP,EP,3,4531.44091796875
Q96EW2,EP,HSPBAP1,EP_F2,EP,EP,2,9622.2314453125
Q12772,EP,SREBF2,EP_F4,EP,EP,4,8143.22021484375
Q96FK6,EP,WDR89,EP_F3,EP,EP,3,4218.61767578125
Q92831,EP,KAT2B,EP_F3,EP,EP,3,21751.01171875
Q6PCT2,EP,FBXL19,EP_F2,EP,EP,2,2729.32568359375
Q9Y5J9,EP,TIMM8B,EP_F1,EP,EP,1,10276.4990234375
Q9Y5J9,EP,TIMM8B,EP_F2,EP,EP,2,7259.869140625
Q5VZM2,EP,RRAGB,EP_F2,EP,EP,2,12703.8515625
Q5VZM2,EP,RRAGB,EP_F3,EP,EP,3,19968.154296875
Q86UY8,EP,NT5DC3,EP_F1,EP,EP,1,2361.30224609375
Q86UY8,EP,NT5DC3,EP_F4,EP,EP,4,7675.0517578125
Q92685,EP,ALG3,EP_F1,EP,EP,1,2552.64794921875
Q92685,EP,ALG3,EP_F2,EP,EP,2,25077.912109375
Q92685,EP,ALG3,EP_F3,EP,EP,3,2565.50537109375
Q8N0Z8,EP,PUSL1,EP_F2,EP,EP,2,4749.0595703125
Q86YV9,EP,HPS6,EP_F2,EP,EP,2,11273.4326171875
Q9HCP0,EP,CSNK1G1,EP_F1,EP,EP,1,9877.8291015625
Q12796,EP,PNRC1,EP_F1,EP,EP,1,18845.515625
Q12796,EP,PNRC1,EP_F4,EP,EP,4,8321.8115234375
Q2M296,EP,MTHFSD,EP_F2,EP,EP,2,18438.998046875
