"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","removed_exact","removed_pattern","removed_low_count","removed_high_padj"
"R-HSA-9830674","Formation of the ureteric bud","4/348","12/5359",0.333333333333333,5.13314176245211,3.77697932560429,0.0056974372774558,0.110086076208468,0.102259088333997,"BMP4/SLIT2/ITGA8/ITGB1",4,"formation of the ureteric bud",FALSE,FALSE,FALSE,TRUE
"R-HSA-8949613","Cristae formation","6/348","27/5359",0.222222222222222,3.4220945083014,3.32473221808609,0.006622801201224,0.125833222823256,0.116886631726866,"ATP5MK/ATP5MF/ATP5MG/ATP5MJ/ATP5PB/DNAJC11",6,"cristae formation",FALSE,FALSE,FALSE,TRUE
"R-HSA-3000157","Laminin interactions","5/348","20/5359",0.25,3.84985632183908,3.36462585470722,0.00772220830190591,0.131001901255151,0.121687823326576,"ITGA1/ITGA7/ITGAV/ITGB1/LAMC1",5,"laminin interactions",FALSE,FALSE,FALSE,TRUE
"R-HSA-9840310","Glycosphingolipid catabolism","5/348","20/5359",0.25,3.84985632183908,3.36462585470722,0.00772220830190591,0.131001901255151,0.121687823326576,"NEU1/GLB1L2/M6PR/PSAP/SMPD1",5,"glycosphingolipid catabolism",FALSE,FALSE,FALSE,TRUE
"R-HSA-140875","Common Pathway of Fibrin Clot Formation","3/348","7/5359",0.428571428571429,6.59975369458128,3.90650754850578,0.00780652646686037,0.131001901255151,0.121687823326576,"F5/PROS1/SERPIND1",3,"common pathway of fibrin clot formation",FALSE,FALSE,FALSE,TRUE
"R-HSA-2022857","Keratan sulfate degradation","3/348","7/5359",0.428571428571429,6.59975369458128,3.90650754850578,0.00780652646686037,0.131001901255151,0.121687823326576,"OGN/GALNS/GLB1L2",3,"keratan sulfate degradation",FALSE,FALSE,FALSE,TRUE
"R-HSA-6783783","Interleukin-10 signaling","3/348","7/5359",0.428571428571429,6.59975369458128,3.90650754850578,0.00780652646686037,0.131001901255151,0.121687823326576,"PTGS2/IL10RB/TIMP1",3,"interleukin-10 signaling",FALSE,FALSE,FALSE,TRUE
"R-HSA-75205","Dissolution of Fibrin Clot","3/348","7/5359",0.428571428571429,6.59975369458128,3.90650754850578,0.00780652646686037,0.131001901255151,0.121687823326576,"SERPINF2/ANXA2/PLAT",3,"dissolution of fibrin clot",FALSE,FALSE,FALSE,TRUE
"R-HSA-75892","Platelet Adhesion to exposed collagen","3/348","7/5359",0.428571428571429,6.59975369458128,3.90650754850578,0.00780652646686037,0.131001901255151,0.121687823326576,"COL1A1/ITGA1/ITGB1",3,"platelet adhesion to exposed collagen",FALSE,FALSE,FALSE,TRUE
"R-HSA-2022928","HS-GAG biosynthesis","4/348","13/5359",0.307692307692308,4.73828470380194,3.55597212485048,0.00781414849592127,0.131001901255151,0.121687823326576,"GPC3/SDC4/EXT1/GPC1",4,"hs-gag biosynthesis",FALSE,FALSE,FALSE,TRUE
"R-HSA-556833","Metabolism of lipids","37/348","383/5359",0.0966057441253264,1.48767293898743,2.60985652883684,0.00850040555964661,0.140441483159379,0.130456262288398,"ACOT13/APOA1/ARF3/B4GALT5/CLOCK/ELOVL5/HMGCS1/NEU1/PI4K2A/PLD3/PLPP3/PTGS2/TRIB3/ACAA2/ACAT2/ACOT8/ACOX1/CAV1/CPNE3/CPT2/CRAT/GLB1L2/HACL1/HADHB/HMGCL/IDI1/LPIN1/LSS/M6PR/OXCT1/PITPNB/PLA2G4A/PPP1CB/PSAP/SLC44A1/SMPD1/UGCG",37,"metabolism of lipids",FALSE,FALSE,FALSE,TRUE
"R-HSA-5668914","Diseases of metabolism","15/348","119/5359",0.126050420168067,1.94110402781802,2.73573637276883,0.00959528279664804,0.156266034116839,0.145155706668089,"ADAMTS1/CHSY1/GPC3/LMBRD1/NEU1/OGN/SDC4/THBS1/B4GAT1/C1GALT1C1/CD320/EXT1/GALNS/GPC1/NOTCH2",15,"diseases of metabolism",FALSE,FALSE,FALSE,TRUE
"R-HSA-210991","Basigin interactions","4/348","14/5359",0.285714285714286,4.39983579638752,3.35642448435487,0.0103888073753065,0.161925269523136,0.15041257723017,"ATP1B1/CAV1/ITGB1/SLC7A8",4,"basigin interactions",FALSE,FALSE,FALSE,TRUE
"R-HSA-9820960","Respiratory syncytial virus (RSV) attachment and entry","4/348","14/5359",0.285714285714286,4.39983579638752,3.35642448435487,0.0103888073753065,0.161925269523136,0.15041257723017,"GPC3/SDC4/EGFR/GPC1",4,"respiratory syncytial virus (rsv) attachment and entry",FALSE,FALSE,FALSE,TRUE
"R-HSA-877300","Interferon gamma signaling","6/348","30/5359",0.2,3.07988505747126,3.01027295838324,0.0112712749538776,0.161925269523136,0.15041257723017,"HLA-A/IFNGR1/MT2A/TRIM21/PML/YBX1",6,"interferon gamma signaling",FALSE,FALSE,FALSE,TRUE
