"ProteinID","Gene","SampleName","PG.MaxLFQ","Condition","Replicate","Detected"
"P16870","CPE","RDH1",63267.61328125,"RDH","1",TRUE
"P16870","CPE","RDH2",24039.453125,"RDH","2",TRUE
"P16870","CPE","RDH3",33352.6953125,"RDH","3",TRUE
"P16885","PLCG2","GFP1",41236.44921875,"GFP","1",TRUE
"P16885","PLCG2","GFP2",48704.43359375,"GFP","2",TRUE
"P16885","PLCG2","GFP3",48058.1640625,"GFP","3",TRUE
"P16885","PLCG2","RDH1",38940.7734375,"RDH","1",TRUE
"P16885","PLCG2","RDH2",55553.16015625,"RDH","2",TRUE
"P16885","PLCG2","RDH3",51104.859375,"RDH","3",TRUE
"P16930","FAH","GFP1",217702.265625,"GFP","1",TRUE
"P16930","FAH","GFP2",211966.53125,"GFP","2",TRUE
"P16930","FAH","GFP3",224404.453125,"GFP","3",TRUE
"P16930","FAH","RDH1",177624.328125,"RDH","1",TRUE
"P16930","FAH","RDH2",220492.15625,"RDH","2",TRUE
"P16930","FAH","RDH3",229189.578125,"RDH","3",TRUE
"P16949","STMN1","GFP1",1345828.5,"GFP","1",TRUE
"P16949","STMN1","GFP2",1222695.5,"GFP","2",TRUE
"P16949","STMN1","GFP3",1305969.125,"GFP","3",TRUE
"P16949","STMN1","RDH1",790089.8125,"RDH","1",TRUE
"P16949","STMN1","RDH2",1099132.5,"RDH","2",TRUE
"P16949","STMN1","RDH3",992796.9375,"RDH","3",TRUE
"P16989","YBX3","GFP1",1478337.375,"GFP","1",TRUE
"P16989","YBX3","GFP2",1517978.25,"GFP","2",TRUE
"P16989","YBX3","GFP3",1336507.75,"GFP","3",TRUE
"P16989","YBX3","RDH1",1694373.25,"RDH","1",TRUE
"P16989","YBX3","RDH2",1608047.75,"RDH","2",TRUE
"P16989","YBX3","RDH3",1659689,"RDH","3",TRUE
"P17010","ZFX","GFP1",101870.421875,"GFP","1",TRUE
"P17010","ZFX","RDH1",91657.1328125,"RDH","1",TRUE
"P17017","ZNF14","GFP1",3543.58813476562,"GFP","1",TRUE
"P17017","ZNF14","GFP2",2851.39575195312,"GFP","2",TRUE
"P17017","ZNF14","RDH1",5675.35205078125,"RDH","1",TRUE
"P17017","ZNF14","RDH3",4533.80029296875,"RDH","3",TRUE
"P17026","ZNF22","GFP1",120084.125,"GFP","1",TRUE
"P17026","ZNF22","GFP2",43652.4375,"GFP","2",TRUE
"P17026","ZNF22","GFP3",48088.1484375,"GFP","3",TRUE
"P17026","ZNF22","RDH1",122980.890625,"RDH","1",TRUE
"P17026","ZNF22","RDH2",37769.05078125,"RDH","2",TRUE
"P17026","ZNF22","RDH3",41093.35546875,"RDH","3",TRUE
"P17028","ZNF24","GFP1",99238.2734375,"GFP","1",TRUE
"P17028","ZNF24","GFP2",64142.5234375,"GFP","2",TRUE
"P17028","ZNF24","GFP3",67958.3125,"GFP","3",TRUE
"P17028","ZNF24","RDH1",141379.984375,"RDH","1",TRUE
"P17028","ZNF24","RDH2",68332.2578125,"RDH","2",TRUE
"P17028","ZNF24","RDH3",74428.421875,"RDH","3",TRUE
"P17029","ZKSCAN1","GFP1",28314.16796875,"GFP","1",TRUE
"P17029","ZKSCAN1","GFP2",23618.927734375,"GFP","2",TRUE
"P17029","ZKSCAN1","GFP3",19935.259765625,"GFP","3",TRUE
"P17029","ZKSCAN1","RDH1",38383.9375,"RDH","1",TRUE
"P17029","ZKSCAN1","RDH2",29031.421875,"RDH","2",TRUE
"P17029","ZKSCAN1","RDH3",30819.302734375,"RDH","3",TRUE
"P17036","ZNF3","GFP1",3343.78979492188,"GFP","1",TRUE
"P17036","ZNF3","GFP2",2297.89086914062,"GFP","2",TRUE
"P17036","ZNF3","GFP3",2063.10546875,"GFP","3",TRUE
"P17036","ZNF3","RDH1",4363.29052734375,"RDH","1",TRUE
"P17036","ZNF3","RDH2",2381.28588867188,"RDH","2",TRUE
"P17036","ZNF3","RDH3",1571.45288085938,"RDH","3",TRUE
"P17041","ZNF32","GFP1",5414.02734375,"GFP","1",TRUE
"P17041","ZNF32","GFP2",2406.92163085938,"GFP","2",TRUE
"P17041","ZNF32","GFP3",2601.1259765625,"GFP","3",TRUE
"P17041","ZNF32","RDH1",11101.7275390625,"RDH","1",TRUE
"P17041","ZNF32","RDH2",1909.42529296875,"RDH","2",TRUE
"P17041","ZNF32","RDH3",2603.86767578125,"RDH","3",TRUE
"P17050","NAGA","GFP1",43095.0390625,"GFP","1",TRUE
"P17050","NAGA","GFP2",17343.068359375,"GFP","2",TRUE
"P17050","NAGA","GFP3",20571.978515625,"GFP","3",TRUE
"P17050","NAGA","RDH1",39010.38671875,"RDH","1",TRUE
"P17050","NAGA","RDH2",21428.64453125,"RDH","2",TRUE
"P17050","NAGA","RDH3",27930.82421875,"RDH","3",TRUE
"P17066","HSPA6","GFP2",7160633.5,"GFP","2",TRUE
"P17066","HSPA6","GFP3",6467993.5,"GFP","3",TRUE
"P17066","HSPA6","RDH1",5419669.5,"RDH","1",TRUE
"P17066","HSPA6","RDH2",8592649,"RDH","2",TRUE
"P17066","HSPA6","RDH3",7253684,"RDH","3",TRUE
"P17096","HMGA1","GFP1",1137656.25,"GFP","1",TRUE
"P17096","HMGA1","GFP2",173403.265625,"GFP","2",TRUE
"P17096","HMGA1","GFP3",294740.9375,"GFP","3",TRUE
"P17096","HMGA1","RDH1",562165.9375,"RDH","1",TRUE
"P17096","HMGA1","RDH2",97131.46875,"RDH","2",TRUE
"P17096","HMGA1","RDH3",161902.328125,"RDH","3",TRUE
"P17098","ZNF8","GFP1",38187.28515625,"GFP","1",TRUE
"P17098","ZNF8","GFP2",23225.46875,"GFP","2",TRUE
"P17098","ZNF8","GFP3",11803.73828125,"GFP","3",TRUE
"P17098","ZNF8","RDH1",43937.71484375,"RDH","1",TRUE
"P17098","ZNF8","RDH2",19895.763671875,"RDH","2",TRUE
"P17098","ZNF8","RDH3",17402.89453125,"RDH","3",TRUE
"P17152","TMEM11","GFP1",121461.5546875,"GFP","1",TRUE
"P17152","TMEM11","GFP2",50332.30078125,"GFP","2",TRUE
"P17152","TMEM11","GFP3",62693.83984375,"GFP","3",TRUE
"P17152","TMEM11","RDH1",135800.9375,"RDH","1",TRUE
"P17152","TMEM11","RDH2",48531.43359375,"RDH","2",TRUE
"P17152","TMEM11","RDH3",44577.1796875,"RDH","3",TRUE
"P17174","GOT1","GFP1",515393.5,"GFP","1",TRUE
"P17174","GOT1","GFP2",527357.375,"GFP","2",TRUE
"P17174","GOT1","GFP3",538847.4375,"GFP","3",TRUE
"P17174","GOT1","RDH1",385672.75,"RDH","1",TRUE
"P17174","GOT1","RDH2",517382.65625,"RDH","2",TRUE
"P17174","GOT1","RDH3",579971.125,"RDH","3",TRUE
"P17252","PRKCA","GFP1",1114155.375,"GFP","1",TRUE
"P17252","PRKCA","GFP2",453590.9375,"GFP","2",TRUE
"P17252","PRKCA","GFP3",571933.1875,"GFP","3",TRUE
"P17252","PRKCA","RDH1",747613.875,"RDH","1",TRUE
"P17252","PRKCA","RDH2",408013.4375,"RDH","2",TRUE
"P17252","PRKCA","RDH3",439053.84375,"RDH","3",TRUE
"P17301","ITGA2","GFP1",139914.828125,"GFP","1",TRUE
"P17301","ITGA2","GFP2",45749.50390625,"GFP","2",TRUE
"P17301","ITGA2","GFP3",55499.5,"GFP","3",TRUE
"P17301","ITGA2","RDH1",114208.8046875,"RDH","1",TRUE
"P17301","ITGA2","RDH2",44536.1953125,"RDH","2",TRUE
"P17301","ITGA2","RDH3",42801.2109375,"RDH","3",TRUE
"P17302","GJA1","GFP1",15764.861328125,"GFP","1",TRUE
"P17302","GJA1","GFP2",5858.59423828125,"GFP","2",TRUE
"P17302","GJA1","GFP3",4381.5224609375,"GFP","3",TRUE
"P17302","GJA1","RDH1",12824.7958984375,"RDH","1",TRUE
"P17302","GJA1","RDH2",5799.626953125,"RDH","2",TRUE
"P17302","GJA1","RDH3",5006.18310546875,"RDH","3",TRUE
"P17405","SMPD1","GFP1",52585.421875,"GFP","1",TRUE
"P17405","SMPD1","GFP2",19871.322265625,"GFP","2",TRUE
"P17405","SMPD1","GFP3",24319.806640625,"GFP","3",TRUE
"P17405","SMPD1","RDH1",36532.8046875,"RDH","1",TRUE
"P17405","SMPD1","RDH2",24418.515625,"RDH","2",TRUE
"P17405","SMPD1","RDH3",23690.87109375,"RDH","3",TRUE
"P17480","UBTF","GFP1",583535.75,"GFP","1",TRUE
"P17480","UBTF","GFP2",304044.25,"GFP","2",TRUE
"P17480","UBTF","GFP3",325396.71875,"GFP","3",TRUE
"P17480","UBTF","RDH1",620189.5625,"RDH","1",TRUE
"P17480","UBTF","RDH2",236212.234375,"RDH","2",TRUE
"P17480","UBTF","RDH3",293788.3125,"RDH","3",TRUE
"P17482","HOXB9","GFP1",195339.09375,"GFP","1",TRUE
"P17482","HOXB9","GFP2",109715.8828125,"GFP","2",TRUE
"P17482","HOXB9","GFP3",128286.8046875,"GFP","3",TRUE
"P17482","HOXB9","RDH1",178016.765625,"RDH","1",TRUE
"P17482","HOXB9","RDH2",108354.9140625,"RDH","2",TRUE
"P17482","HOXB9","RDH3",102643.0859375,"RDH","3",TRUE
"P17509","HOXB6","GFP1",24353.521484375,"GFP","1",TRUE
"P17509","HOXB6","GFP2",16718.353515625,"GFP","2",TRUE
"P17509","HOXB6","GFP3",8707.2841796875,"GFP","3",TRUE
"P17509","HOXB6","RDH1",23588.552734375,"RDH","1",TRUE
"P17509","HOXB6","RDH2",15061.9765625,"RDH","2",TRUE
"P17509","HOXB6","RDH3",13239.916015625,"RDH","3",TRUE
"P17535","JUND","GFP1",41639.59375,"GFP","1",TRUE
"P17535","JUND","GFP2",25263.52734375,"GFP","2",TRUE
"P17535","JUND","GFP3",30629.322265625,"GFP","3",TRUE
"P17535","JUND","RDH1",36719.74609375,"RDH","1",TRUE
"P17535","JUND","RDH2",17472.23046875,"RDH","2",TRUE
"P17535","JUND","RDH3",13221.0517578125,"RDH","3",TRUE
"P17544","ATF7","GFP1",60627.19140625,"GFP","1",TRUE
"P17544","ATF7","GFP2",31440.4375,"GFP","2",TRUE
"P17544","ATF7","GFP3",26851.94921875,"GFP","3",TRUE
"P17544","ATF7","RDH1",77798.15625,"RDH","1",TRUE
"P17544","ATF7","RDH2",31659.771484375,"RDH","2",TRUE
"P17544","ATF7","RDH3",27641.3046875,"RDH","3",TRUE
"P17568","NDUFB7","GFP1",121295.5546875,"GFP","1",TRUE
"P17568","NDUFB7","GFP2",51029.39453125,"GFP","2",TRUE
"P17568","NDUFB7","GFP3",61422.05859375,"GFP","3",TRUE
"P17568","NDUFB7","RDH1",169558.015625,"RDH","1",TRUE
"P17568","NDUFB7","RDH2",57679.4453125,"RDH","2",TRUE
"P17568","NDUFB7","RDH3",53522.15625,"RDH","3",TRUE
"P17612","PRKACA","GFP1",543240.875,"GFP","1",TRUE
"P17612","PRKACA","GFP2",403402.8125,"GFP","2",TRUE
"P17612","PRKACA","GFP3",423361.09375,"GFP","3",TRUE
"P17612","PRKACA","RDH1",491289.21875,"RDH","1",TRUE
"P17612","PRKACA","RDH2",484332.59375,"RDH","2",TRUE
"P17612","PRKACA","RDH3",403095.96875,"RDH","3",TRUE
"P17655","CAPN2","GFP1",402450.875,"GFP","1",TRUE
"P17655","CAPN2","GFP2",392414.6875,"GFP","2",TRUE
"P17655","CAPN2","GFP3",498002.75,"GFP","3",TRUE
"P17655","CAPN2","RDH1",370340.28125,"RDH","1",TRUE
"P17655","CAPN2","RDH2",429133.46875,"RDH","2",TRUE
"P17655","CAPN2","RDH3",412689.375,"RDH","3",TRUE
"P17661","DES","GFP2",59998.77734375,"GFP","2",TRUE
"P17661","DES","GFP3",87080.140625,"GFP","3",TRUE
"P17661","DES","RDH1",417399.5,"RDH","1",TRUE
"P17661","DES","RDH2",87709.2421875,"RDH","2",TRUE
"P17676","CEBPB","GFP1",200074.140625,"GFP","1",TRUE
"P17676","CEBPB","GFP2",55971.0390625,"GFP","2",TRUE
"P17676","CEBPB","GFP3",82974.796875,"GFP","3",TRUE
"P17676","CEBPB","RDH1",116084.7109375,"RDH","1",TRUE
"P17676","CEBPB","RDH2",30954.26953125,"RDH","2",TRUE
"P17676","CEBPB","RDH3",26688.01953125,"RDH","3",TRUE
"P17693","HLA-G","RDH1",232486.3125,"RDH","1",TRUE
"P17706","PTPN2","GFP1",65042.3125,"GFP","1",TRUE
"P17706","PTPN2","GFP2",43358.87890625,"GFP","2",TRUE
"P17706","PTPN2","GFP3",40259.08984375,"GFP","3",TRUE
"P17706","PTPN2","RDH1",62871.63671875,"RDH","1",TRUE
"P17706","PTPN2","RDH2",45830.8828125,"RDH","2",TRUE
"P17706","PTPN2","RDH3",42862.9765625,"RDH","3",TRUE
"P17812","CTPS1","GFP1",420301.8125,"GFP","1",TRUE
"P17812","CTPS1","GFP2",496308.65625,"GFP","2",TRUE
"P17812","CTPS1","GFP3",474780.75,"GFP","3",TRUE
"P17812","CTPS1","RDH1",475888.6875,"RDH","1",TRUE
"P17812","CTPS1","RDH2",553162.0625,"RDH","2",TRUE
"P17812","CTPS1","RDH3",517123.59375,"RDH","3",TRUE
"P17844","DDX5","GFP1",1404028.625,"GFP","1",TRUE
"P17844","DDX5","GFP2",708643.0625,"GFP","2",TRUE
"P17844","DDX5","GFP3",545753.1875,"GFP","3",TRUE
"P17844","DDX5","RDH1",2127621,"RDH","1",TRUE
"P17844","DDX5","RDH2",675270.3125,"RDH","2",TRUE
"P17844","DDX5","RDH3",835683.6875,"RDH","3",TRUE
"P17858","PFKL","GFP1",485342.28125,"GFP","1",TRUE
"P17858","PFKL","GFP2",530038.3125,"GFP","2",TRUE
"P17858","PFKL","GFP3",582775.125,"GFP","3",TRUE
"P17858","PFKL","RDH1",470572.90625,"RDH","1",TRUE
"P17858","PFKL","RDH2",624876.9375,"RDH","2",TRUE
"P17858","PFKL","RDH3",579107.3125,"RDH","3",TRUE
"P17861","XBP1","GFP1",4180.55810546875,"GFP","1",TRUE
"P17861","XBP1","GFP2",1750.02563476562,"GFP","2",TRUE
"P17861","XBP1","GFP3",2101.30981445312,"GFP","3",TRUE
"P17861","XBP1","RDH1",2066.42138671875,"RDH","1",TRUE
"P17900","GM2A","GFP1",166678.078125,"GFP","1",TRUE
"P17900","GM2A","GFP2",84328.8203125,"GFP","2",TRUE
"P17900","GM2A","GFP3",112890.7265625,"GFP","3",TRUE
"P17900","GM2A","RDH1",195651.21875,"RDH","1",TRUE
"P17900","GM2A","RDH2",116886.09375,"RDH","2",TRUE
"P17900","GM2A","RDH3",137391.890625,"RDH","3",TRUE
"P17931","LGALS3","GFP1",48727.01953125,"GFP","1",TRUE
"P17931","LGALS3","GFP2",53508.7578125,"GFP","2",TRUE
"P17931","LGALS3","GFP3",60784.44140625,"GFP","3",TRUE
"P17931","LGALS3","RDH1",27320.017578125,"RDH","1",TRUE
"P17931","LGALS3","RDH2",59967.44140625,"RDH","2",TRUE
"P17931","LGALS3","RDH3",56102.1171875,"RDH","3",TRUE
"P17948","FLT1","GFP1",55293.12890625,"GFP","1",TRUE
"P17948","FLT1","GFP2",27314.177734375,"GFP","2",TRUE
"P17948","FLT1","GFP3",31747.33984375,"GFP","3",TRUE
"P17948","FLT1","RDH1",41359.859375,"RDH","1",TRUE
"P17948","FLT1","RDH2",21637.015625,"RDH","2",TRUE
"P17948","FLT1","RDH3",37005.35546875,"RDH","3",TRUE
"P17980","PSMC3","GFP1",1466513.25,"GFP","1",TRUE
"P17980","PSMC3","GFP2",1249093.75,"GFP","2",TRUE
"P17980","PSMC3","GFP3",1191558.375,"GFP","3",TRUE
"P17980","PSMC3","RDH1",1061592.125,"RDH","1",TRUE
"P17980","PSMC3","RDH2",1313305.875,"RDH","2",TRUE
"P17980","PSMC3","RDH3",1440694.625,"RDH","3",TRUE
"P17987","TCP1","GFP1",2197381.25,"GFP","1",TRUE
"P17987","TCP1","GFP2",2230751.5,"GFP","2",TRUE
"P17987","TCP1","GFP3",1952387.625,"GFP","3",TRUE
"P17987","TCP1","RDH1",1691879.625,"RDH","1",TRUE
"P17987","TCP1","RDH2",2385051.5,"RDH","2",TRUE
"P17987","TCP1","RDH3",2134988,"RDH","3",TRUE
"P18031","PTPN1","GFP1",555390.125,"GFP","1",TRUE
"P18031","PTPN1","GFP2",227946.09375,"GFP","2",TRUE
"P18031","PTPN1","GFP3",236705.53125,"GFP","3",TRUE
"P18031","PTPN1","RDH1",582137.6875,"RDH","1",TRUE
"P18031","PTPN1","RDH2",252515.015625,"RDH","2",TRUE
"P18031","PTPN1","RDH3",244358.140625,"RDH","3",TRUE
"P18065","IGFBP2","GFP1",7938.060546875,"GFP","1",TRUE
"P18065","IGFBP2","GFP2",3903.06079101562,"GFP","2",TRUE
"P18065","IGFBP2","GFP3",5597.8818359375,"GFP","3",TRUE
"P18065","IGFBP2","RDH1",15249.943359375,"RDH","1",TRUE
"P18065","IGFBP2","RDH2",9212.771484375,"RDH","2",TRUE
"P18065","IGFBP2","RDH3",12492.09375,"RDH","3",TRUE
"P18074","ERCC2","GFP1",147005.625,"GFP","1",TRUE
"P18074","ERCC2","GFP2",73440.6328125,"GFP","2",TRUE
"P18074","ERCC2","GFP3",75889.8125,"GFP","3",TRUE
"P18074","ERCC2","RDH1",159724.984375,"RDH","1",TRUE
"P18074","ERCC2","RDH2",72369.4453125,"RDH","2",TRUE
"P18074","ERCC2","RDH3",77793.6875,"RDH","3",TRUE
"P18077","RPL35A","GFP1",1356064.875,"GFP","1",TRUE
"P18077","RPL35A","GFP2",1808341.375,"GFP","2",TRUE
"P18077","RPL35A","GFP3",1438658.375,"GFP","3",TRUE
"P18077","RPL35A","RDH1",1569829.25,"RDH","1",TRUE
"P18077","RPL35A","RDH2",1837720.25,"RDH","2",TRUE
"P18077","RPL35A","RDH3",1948483.5,"RDH","3",TRUE
"P18084","ITGB5","GFP1",35696.234375,"GFP","1",TRUE
"P18084","ITGB5","GFP2",24665.169921875,"GFP","2",TRUE
"P18084","ITGB5","GFP3",32616.908203125,"GFP","3",TRUE
"P18084","ITGB5","RDH1",42823.78125,"RDH","1",TRUE
"P18084","ITGB5","RDH2",29253.931640625,"RDH","2",TRUE
"P18084","ITGB5","RDH3",33196.40625,"RDH","3",TRUE
"P18085","ARF4","GFP1",1189657.75,"GFP","1",TRUE
"P18085","ARF4","GFP2",1277001.75,"GFP","2",TRUE
"P18085","ARF4","GFP3",1377139.125,"GFP","3",TRUE
"P18085","ARF4","RDH1",1348543.625,"RDH","1",TRUE
"P18085","ARF4","RDH2",1349675.5,"RDH","2",TRUE
"P18085","ARF4","RDH3",1312473.625,"RDH","3",TRUE
"P18124","RPL7","GFP1",4333544,"GFP","1",TRUE
"P18124","RPL7","GFP2",4082947.75,"GFP","2",TRUE
"P18124","RPL7","GFP3",3461614.5,"GFP","3",TRUE
"P18124","RPL7","RDH1",4275446.5,"RDH","1",TRUE
"P18124","RPL7","RDH2",4204072,"RDH","2",TRUE
"P18124","RPL7","RDH3",3443778.5,"RDH","3",TRUE
"P18206","VCL","GFP1",735537,"GFP","1",TRUE
"P18206","VCL","GFP2",693552.625,"GFP","2",TRUE
"P18206","VCL","GFP3",782134.75,"GFP","3",TRUE
"P18206","VCL","RDH1",590914,"RDH","1",TRUE
"P18206","VCL","RDH2",726466.375,"RDH","2",TRUE
"P18206","VCL","RDH3",800668.6875,"RDH","3",TRUE
"P18433","PTPRA","GFP1",117122.9296875,"GFP","1",TRUE
"P18433","PTPRA","GFP2",55119.65234375,"GFP","2",TRUE
"P18433","PTPRA","GFP3",52917.81640625,"GFP","3",TRUE
"P18433","PTPRA","RDH1",164968.71875,"RDH","1",TRUE
"P18433","PTPRA","RDH2",61890.36328125,"RDH","2",TRUE
"P18433","PTPRA","RDH3",69259.265625,"RDH","3",TRUE
"P18440","NAT1","GFP1",24405.177734375,"GFP","1",TRUE
"P18440","NAT1","GFP2",25264.37890625,"GFP","2",TRUE
"P18440","NAT1","GFP3",28479.427734375,"GFP","3",TRUE
"P18440","NAT1","RDH1",31298.77734375,"RDH","1",TRUE
"P18440","NAT1","RDH2",28460.953125,"RDH","2",TRUE
"P18440","NAT1","RDH3",23410.265625,"RDH","3",TRUE
"P18583","SON","GFP1",344114.96875,"GFP","1",TRUE
"P18583","SON","GFP2",194074.078125,"GFP","2",TRUE
"P18583","SON","GFP3",177309.359375,"GFP","3",TRUE
"P18583","SON","RDH1",540878.0625,"RDH","1",TRUE
"P18583","SON","RDH2",220563.515625,"RDH","2",TRUE
"P18583","SON","RDH3",200937.40625,"RDH","3",TRUE
"P18615","NELFE","GFP1",186574.953125,"GFP","1",TRUE
"P18615","NELFE","GFP2",142120.140625,"GFP","2",TRUE
"P18615","NELFE","GFP3",144363.828125,"GFP","3",TRUE
"P18615","NELFE","RDH1",144446.921875,"RDH","1",TRUE
"P18615","NELFE","RDH2",128754.4453125,"RDH","2",TRUE
"P18615","NELFE","RDH3",124136.5390625,"RDH","3",TRUE
"P18621","RPL17","GFP1",1920843.375,"GFP","1",TRUE
"P18621","RPL17","GFP2",1791874.125,"GFP","2",TRUE
"P18621","RPL17","GFP3",1703726,"GFP","3",TRUE
"P18621","RPL17","RDH1",1872884.375,"RDH","1",TRUE
"P18621","RPL17","RDH2",1559150.25,"RDH","2",TRUE
"P18621","RPL17","RDH3",1506019.25,"RDH","3",TRUE
"P18669","PGAM1","GFP1",5179677,"GFP","1",TRUE
"P18669","PGAM1","GFP2",5231298,"GFP","2",TRUE
"P18669","PGAM1","GFP3",5302622,"GFP","3",TRUE
"P18669","PGAM1","RDH1",4062049.25,"RDH","1",TRUE
"P18669","PGAM1","RDH2",5433901.5,"RDH","2",TRUE
"P18669","PGAM1","RDH3",5473158,"RDH","3",TRUE
"P18754","RCC1","GFP1",2759067.75,"GFP","1",TRUE
"P18754","RCC1","GFP2",943476.875,"GFP","2",TRUE
"P18754","RCC1","GFP3",1427326.375,"GFP","3",TRUE
"P18754","RCC1","RDH1",2026535.5,"RDH","1",TRUE
"P18754","RCC1","RDH2",1077254.625,"RDH","2",TRUE
"P18754","RCC1","RDH3",1215025.75,"RDH","3",TRUE
"P18827","SDC1","GFP1",19460.88671875,"GFP","1",TRUE
"P18827","SDC1","GFP2",1825.98681640625,"GFP","2",TRUE
"P18827","SDC1","RDH1",29195.025390625,"RDH","1",TRUE
"P18847","ATF3","GFP1",146584.21875,"GFP","1",TRUE
"P18847","ATF3","GFP2",44024.0234375,"GFP","2",TRUE
"P18847","ATF3","GFP3",59323.4765625,"GFP","3",TRUE
"P18847","ATF3","RDH1",102039.140625,"RDH","1",TRUE
"P18847","ATF3","RDH2",32605.5703125,"RDH","2",TRUE
"P18847","ATF3","RDH3",31833.58203125,"RDH","3",TRUE
"P18848","ATF4","GFP1",39469.26953125,"GFP","1",TRUE
"P18848","ATF4","GFP2",7364.30859375,"GFP","2",TRUE
"P18848","ATF4","GFP3",12630.8095703125,"GFP","3",TRUE
"P18848","ATF4","RDH1",20524.865234375,"RDH","1",TRUE
"P18848","ATF4","RDH2",3274.64331054688,"RDH","2",TRUE
"P18848","ATF4","RDH3",2785.72631835938,"RDH","3",TRUE
"P18850","ATF6","GFP1",24985.505859375,"GFP","1",TRUE
"P18850","ATF6","GFP2",9596.93359375,"GFP","2",TRUE
"P18850","ATF6","GFP3",9734.5361328125,"GFP","3",TRUE
"P18850","ATF6","RDH1",21741.263671875,"RDH","1",TRUE
"P18850","ATF6","RDH2",14500.30859375,"RDH","2",TRUE
"P18850","ATF6","RDH3",11368.8203125,"RDH","3",TRUE
"P18858","LIG1","GFP1",120289.4765625,"GFP","1",TRUE
"P18858","LIG1","GFP2",111475.265625,"GFP","2",TRUE
"P18858","LIG1","GFP3",126500.7578125,"GFP","3",TRUE
"P18858","LIG1","RDH1",132976.171875,"RDH","1",TRUE
"P18858","LIG1","RDH2",69958.828125,"RDH","2",TRUE
"P18858","LIG1","RDH3",107140.875,"RDH","3",TRUE
"P18859","ATP5PF","GFP1",24296.9375,"GFP","1",TRUE
"P18859","ATP5PF","GFP2",8885.4140625,"GFP","2",TRUE
"P18859","ATP5PF","GFP3",8475.5322265625,"GFP","3",TRUE
"P18859","ATP5PF","RDH1",15126.751953125,"RDH","1",TRUE
"P18859","ATP5PF","RDH2",6972.716796875,"RDH","2",TRUE
"P18859","ATP5PF","RDH3",7178.39306640625,"RDH","3",TRUE
"P18887","XRCC1","GFP1",210444.21875,"GFP","1",TRUE
"P18887","XRCC1","GFP2",115202.4765625,"GFP","2",TRUE
"P18887","XRCC1","GFP3",123800.0625,"GFP","3",TRUE
"P18887","XRCC1","RDH1",181784.28125,"RDH","1",TRUE
"P18887","XRCC1","RDH2",105478.625,"RDH","2",TRUE
"P18887","XRCC1","RDH3",123498.265625,"RDH","3",TRUE
"P19021","PAM","GFP1",32842.21875,"GFP","1",TRUE
"P19021","PAM","GFP2",14171.1025390625,"GFP","2",TRUE
"P19021","PAM","GFP3",18242.572265625,"GFP","3",TRUE
"P19021","PAM","RDH1",18716.98046875,"RDH","1",TRUE
"P19021","PAM","RDH2",12913.8271484375,"RDH","2",TRUE
"P19021","PAM","RDH3",11724.1748046875,"RDH","3",TRUE
"P19022","CDH2","GFP1",507350.15625,"GFP","1",TRUE
"P19022","CDH2","GFP2",175568.015625,"GFP","2",TRUE
"P19022","CDH2","GFP3",173301.671875,"GFP","3",TRUE
"P19022","CDH2","RDH1",308964.78125,"RDH","1",TRUE
"P19022","CDH2","RDH2",177611.328125,"RDH","2",TRUE
"P19022","CDH2","RDH3",192103.890625,"RDH","3",TRUE
"P19086","GNAZ","GFP1",114218.359375,"GFP","1",TRUE
"P19086","GNAZ","GFP2",29920.193359375,"GFP","2",TRUE
"P19086","GNAZ","GFP3",46768.57421875,"GFP","3",TRUE
"P19086","GNAZ","RDH1",98622.2421875,"RDH","1",TRUE
"P19086","GNAZ","RDH2",39194.03125,"RDH","2",TRUE
"P19086","GNAZ","RDH3",43589.74609375,"RDH","3",TRUE
"P19174","PLCG1","GFP1",117105.0234375,"GFP","1",TRUE
"P19174","PLCG1","GFP2",115812.03125,"GFP","2",TRUE
"P19174","PLCG1","GFP3",131332.15625,"GFP","3",TRUE
"P19174","PLCG1","RDH1",100705.21875,"RDH","1",TRUE
"P19174","PLCG1","RDH2",127686.25,"RDH","2",TRUE
"P19174","PLCG1","RDH3",125101.21875,"RDH","3",TRUE
"P19256","CD58","GFP1",76747.375,"GFP","1",TRUE
"P19256","CD58","GFP2",31894.736328125,"GFP","2",TRUE
"P19256","CD58","GFP3",38016.2734375,"GFP","3",TRUE
"P19256","CD58","RDH1",87050.03125,"RDH","1",TRUE
"P19256","CD58","RDH2",27275.103515625,"RDH","2",TRUE
"P19256","CD58","RDH3",33650.31640625,"RDH","3",TRUE
"P19338","NCL","GFP1",8173196.5,"GFP","1",TRUE
"P19338","NCL","GFP2",5199741,"GFP","2",TRUE
"P19338","NCL","GFP3",4818191,"GFP","3",TRUE
"P19338","NCL","RDH1",7915865,"RDH","1",TRUE
"P19338","NCL","RDH2",5393444,"RDH","2",TRUE
"P19338","NCL","RDH3",5666780,"RDH","3",TRUE
"P19367","HK1","GFP1",1160937.625,"GFP","1",TRUE
"P19367","HK1","GFP2",477226.875,"GFP","2",TRUE
"P19367","HK1","GFP3",540788.8125,"GFP","3",TRUE
"P19367","HK1","RDH1",1080965.125,"RDH","1",TRUE
"P19367","HK1","RDH2",530627.625,"RDH","2",TRUE
"P19367","HK1","RDH3",510773.21875,"RDH","3",TRUE
"P19387","POLR2C","GFP1",661040.3125,"GFP","1",TRUE
"P19387","POLR2C","GFP2",270032.8125,"GFP","2",TRUE
"P19387","POLR2C","GFP3",280187.375,"GFP","3",TRUE
