"ProteinID","Gene","SampleName","PG.MaxLFQ","Condition","Replicate","Detected"
"A6NNL5","C15orf61","GFP1",15235,"GFP","1",TRUE
"A6NNL5","C15orf61","GFP2",5337.60986328125,"GFP","2",TRUE
"A6NNL5","C15orf61","GFP3",5086.59912109375,"GFP","3",TRUE
"A6NNL5","C15orf61","RDH1",19088.37890625,"RDH","1",TRUE
"A6NNL5","C15orf61","RDH2",6249.84912109375,"RDH","2",TRUE
"A6NNL5","C15orf61","RDH3",4823.24853515625,"RDH","3",TRUE
"A6QL63","ABTB3","GFP1",38580.796875,"GFP","1",TRUE
"A6QL63","ABTB3","GFP2",24797.1640625,"GFP","2",TRUE
"A6QL63","ABTB3","GFP3",24930.48828125,"GFP","3",TRUE
"A6QL63","ABTB3","RDH1",38980.5625,"RDH","1",TRUE
"A6QL63","ABTB3","RDH2",25000.072265625,"RDH","2",TRUE
"A6QL63","ABTB3","RDH3",24809.015625,"RDH","3",TRUE
"A7E2V4","ZSWIM8","GFP1",64655.328125,"GFP","1",TRUE
"A7E2V4","ZSWIM8","GFP2",31949.205078125,"GFP","2",TRUE
"A7E2V4","ZSWIM8","GFP3",34889.8828125,"GFP","3",TRUE
"A7E2V4","ZSWIM8","RDH1",35750.328125,"RDH","1",TRUE
"A7E2V4","ZSWIM8","RDH2",29990.62890625,"RDH","2",TRUE
"A7E2V4","ZSWIM8","RDH3",29713.4453125,"RDH","3",TRUE
"A7KAX9","ARHGAP32","GFP1",19535.099609375,"GFP","1",TRUE
"A7KAX9","ARHGAP32","GFP2",15642.32421875,"GFP","2",TRUE
"A7KAX9","ARHGAP32","GFP3",16270.9697265625,"GFP","3",TRUE
"A7KAX9","ARHGAP32","RDH1",14020.4267578125,"RDH","1",TRUE
"A7KAX9","ARHGAP32","RDH2",9101.0966796875,"RDH","2",TRUE
"A7KAX9","ARHGAP32","RDH3",17168.912109375,"RDH","3",TRUE
"A8CG34","POM121C","GFP1",229016.171875,"GFP","1",TRUE
"A8CG34","POM121C","GFP2",88300.15625,"GFP","2",TRUE
"A8CG34","POM121C","GFP3",84519.1484375,"GFP","3",TRUE
"A8CG34","POM121C","RDH1",266156.0625,"RDH","1",TRUE
"A8CG34","POM121C","RDH2",67813.3359375,"RDH","2",TRUE
"A8CG34","POM121C","RDH3",72364.4453125,"RDH","3",TRUE
"A8K855","EFCAB7","GFP1",10974.173828125,"GFP","1",TRUE
"A8K855","EFCAB7","GFP2",11486.7041015625,"GFP","2",TRUE
"A8K855","EFCAB7","GFP3",9477.64453125,"GFP","3",TRUE
"A8K855","EFCAB7","RDH1",12895.599609375,"RDH","1",TRUE
"A8K855","EFCAB7","RDH2",9765.408203125,"RDH","2",TRUE
"A8K855","EFCAB7","RDH3",6207.83251953125,"RDH","3",TRUE
"A8MPS7","YDJC","GFP1",13333.7099609375,"GFP","1",TRUE
"A8MPS7","YDJC","GFP2",10425.888671875,"GFP","2",TRUE
"A8MPS7","YDJC","GFP3",9418.7158203125,"GFP","3",TRUE
"A8MPS7","YDJC","RDH1",13566.0419921875,"RDH","1",TRUE
"A8MPS7","YDJC","RDH2",8768.841796875,"RDH","2",TRUE
"A8MPS7","YDJC","RDH3",13026.6669921875,"RDH","3",TRUE
"A8MTT3","CEBPZOS","GFP1",28778.4375,"GFP","1",TRUE
"A8MTT3","CEBPZOS","GFP2",16000.52734375,"GFP","2",TRUE
"A8MTT3","CEBPZOS","GFP3",17056.294921875,"GFP","3",TRUE
"A8MTT3","CEBPZOS","RDH1",45934.19921875,"RDH","1",TRUE
"A8MTT3","CEBPZOS","RDH2",22686.3046875,"RDH","2",TRUE
"A8MTT3","CEBPZOS","RDH3",22960.685546875,"RDH","3",TRUE
"A8MTY0","ZNF724","GFP1",20229.35546875,"GFP","1",TRUE
"A8MTY0","ZNF724","GFP2",14493.69140625,"GFP","2",TRUE
"A8MTY0","ZNF724","GFP3",17216.9296875,"GFP","3",TRUE
"A8MTY0","ZNF724","RDH1",13910.5283203125,"RDH","1",TRUE
"A8MTY0","ZNF724","RDH2",26677.23046875,"RDH","2",TRUE
"A8MTY0","ZNF724","RDH3",15447.501953125,"RDH","3",TRUE
"A8MVW0","FAM171A2","GFP1",44879.0625,"GFP","1",TRUE
"A8MVW0","FAM171A2","GFP2",16882.4921875,"GFP","2",TRUE
"A8MVW0","FAM171A2","GFP3",26251.53515625,"GFP","3",TRUE
"A8MVW0","FAM171A2","RDH1",47735.03515625,"RDH","1",TRUE
"A8MVW0","FAM171A2","RDH2",34602.65234375,"RDH","2",TRUE
"A8MVW0","FAM171A2","RDH3",28548.0078125,"RDH","3",TRUE
"A8MW92","PHF20L1","GFP1",33453.15234375,"GFP","1",TRUE
"A8MW92","PHF20L1","GFP2",12336.7509765625,"GFP","2",TRUE
"A8MW92","PHF20L1","GFP3",15848.2421875,"GFP","3",TRUE
"A8MW92","PHF20L1","RDH1",56834.08984375,"RDH","1",TRUE
"A8MW92","PHF20L1","RDH2",12790.33203125,"RDH","2",TRUE
"A8MW92","PHF20L1","RDH3",16364.9638671875,"RDH","3",TRUE
"A8MWY0","ELAPOR2","GFP1",27835.095703125,"GFP","1",TRUE
"A8MWY0","ELAPOR2","GFP2",11189.8330078125,"GFP","2",TRUE
"A8MWY0","ELAPOR2","GFP3",17158.583984375,"GFP","3",TRUE
"A8MWY0","ELAPOR2","RDH1",16403.111328125,"RDH","1",TRUE
"A8MWY0","ELAPOR2","RDH2",12439.048828125,"RDH","2",TRUE
"A8MWY0","ELAPOR2","RDH3",13277.9638671875,"RDH","3",TRUE
"A8MXV4","NUDT19","GFP1",284531.84375,"GFP","1",TRUE
"A8MXV4","NUDT19","GFP2",110216.7421875,"GFP","2",TRUE
"A8MXV4","NUDT19","GFP3",115157.1953125,"GFP","3",TRUE
"A8MXV4","NUDT19","RDH1",348084.53125,"RDH","1",TRUE
"A8MXV4","NUDT19","RDH2",101440.2265625,"RDH","2",TRUE
"A8MXV4","NUDT19","RDH3",108310.3203125,"RDH","3",TRUE
"A9UHW6","MIF4GD","GFP1",36119.40625,"GFP","1",TRUE
"A9UHW6","MIF4GD","GFP2",39746.5625,"GFP","2",TRUE
"A9UHW6","MIF4GD","GFP3",34226.75,"GFP","3",TRUE
"A9UHW6","MIF4GD","RDH1",46396.390625,"RDH","1",TRUE
"A9UHW6","MIF4GD","RDH2",55428.76953125,"RDH","2",TRUE
"A9UHW6","MIF4GD","RDH3",61521.80859375,"RDH","3",TRUE
"B0YJ81","HACD1","GFP1",9942.962890625,"GFP","1",TRUE
"B0YJ81","HACD1","GFP3",5952.81640625,"GFP","3",TRUE
"B0YJ81","HACD1","RDH1",12915.0244140625,"RDH","1",TRUE
"B0YJ81","HACD1","RDH2",6583.4609375,"RDH","2",TRUE
"B0YJ81","HACD1","RDH3",5933.2958984375,"RDH","3",TRUE
"B2RBV5","MRFAP1L2","GFP1",26862.240234375,"GFP","1",TRUE
"B2RBV5","MRFAP1L2","GFP2",10711.3447265625,"GFP","2",TRUE
"B2RBV5","MRFAP1L2","GFP3",15852.7900390625,"GFP","3",TRUE
"B2RBV5","MRFAP1L2","RDH1",27535.7890625,"RDH","1",TRUE
"B2RBV5","MRFAP1L2","RDH2",22695.1640625,"RDH","2",TRUE
"B2RBV5","MRFAP1L2","RDH3",26836.513671875,"RDH","3",TRUE
"B2RTY4","MYO9A","GFP1",71124.15625,"GFP","1",TRUE
"B2RTY4","MYO9A","GFP2",55691.11328125,"GFP","2",TRUE
"B2RTY4","MYO9A","GFP3",63814.2109375,"GFP","3",TRUE
"B2RTY4","MYO9A","RDH1",64069.80859375,"RDH","1",TRUE
"B2RTY4","MYO9A","RDH2",66771.6171875,"RDH","2",TRUE
"B2RTY4","MYO9A","RDH3",60531.30078125,"RDH","3",TRUE
"B2RUZ4","SMIM1","GFP1",37872.09375,"GFP","1",TRUE
"B2RUZ4","SMIM1","GFP2",9285.66015625,"GFP","2",TRUE
"B2RUZ4","SMIM1","GFP3",21364.220703125,"GFP","3",TRUE
"B2RUZ4","SMIM1","RDH1",20452.095703125,"RDH","1",TRUE
"B2RUZ4","SMIM1","RDH2",26523.87109375,"RDH","2",TRUE
"B2RUZ4","SMIM1","RDH3",21886.96484375,"RDH","3",TRUE
"B3KNS4","ERVK3-1","GFP1",26534.861328125,"GFP","1",TRUE
"B3KNS4","ERVK3-1","GFP2",20922.138671875,"GFP","2",TRUE
"B3KNS4","ERVK3-1","GFP3",18049.806640625,"GFP","3",TRUE
"B3KNS4","ERVK3-1","RDH1",23274.333984375,"RDH","1",TRUE
"B3KNS4","ERVK3-1","RDH2",26140.357421875,"RDH","2",TRUE
"B3KNS4","ERVK3-1","RDH3",23159.4140625,"RDH","3",TRUE
"B9EJG8","TMEM150C","GFP1",22913.775390625,"GFP","1",TRUE
"B9EJG8","TMEM150C","GFP2",12174.951171875,"GFP","2",TRUE
"B9EJG8","TMEM150C","GFP3",10792.4638671875,"GFP","3",TRUE
"B9EJG8","TMEM150C","RDH1",22918.826171875,"RDH","1",TRUE
"C9J7I0","UMAD1","GFP1",6933.32861328125,"GFP","1",TRUE
"C9J7I0","UMAD1","GFP2",4792.84716796875,"GFP","2",TRUE
"C9J7I0","UMAD1","GFP3",3559.17651367188,"GFP","3",TRUE
"C9J7I0","UMAD1","RDH1",6662.76611328125,"RDH","1",TRUE
"C9J7I0","UMAD1","RDH2",2064.03759765625,"RDH","2",TRUE
"C9JLR9","ZFTA","GFP1",25547.1171875,"GFP","1",TRUE
"C9JLR9","ZFTA","GFP2",8452.10546875,"GFP","2",TRUE
"C9JLR9","ZFTA","GFP3",11097.5322265625,"GFP","3",TRUE
"C9JLR9","ZFTA","RDH1",23034.203125,"RDH","1",TRUE
"C9JLR9","ZFTA","RDH2",9422.576171875,"RDH","2",TRUE
"C9JLR9","ZFTA","RDH3",7728.88427734375,"RDH","3",TRUE
"C9JLW8","MCRIP1","GFP1",376399.03125,"GFP","1",TRUE
"C9JLW8","MCRIP1","GFP2",407412.25,"GFP","2",TRUE
"C9JLW8","MCRIP1","GFP3",330382.5,"GFP","3",TRUE
"C9JLW8","MCRIP1","RDH1",329289.4375,"RDH","1",TRUE
"C9JLW8","MCRIP1","RDH2",447367.75,"RDH","2",TRUE
"C9JLW8","MCRIP1","RDH3",406280.375,"RDH","3",TRUE
"E9PAV3","NACA","GFP1",1728539.5,"GFP","1",TRUE
"E9PAV3","NACA","GFP2",1697570.625,"GFP","2",TRUE
"E9PAV3","NACA","GFP3",1520029.125,"GFP","3",TRUE
"E9PAV3","NACA","RDH1",1820837,"RDH","1",TRUE
"E9PAV3","NACA","RDH2",1777423,"RDH","2",TRUE
"E9PAV3","NACA","RDH3",1828610.5,"RDH","3",TRUE
"E9PRG8","C11orf98","GFP1",588144.25,"GFP","1",TRUE
"E9PRG8","C11orf98","GFP2",274122.25,"GFP","2",TRUE
"E9PRG8","C11orf98","GFP3",209313.65625,"GFP","3",TRUE
"E9PRG8","C11orf98","RDH1",461742.28125,"RDH","1",TRUE
"E9PRG8","C11orf98","RDH2",258222.34375,"RDH","2",TRUE
"E9PRG8","C11orf98","RDH3",282498.875,"RDH","3",TRUE
"L0R819","ASDURF","GFP1",84722.7109375,"GFP","1",TRUE
"L0R819","ASDURF","GFP2",61591.7265625,"GFP","2",TRUE
"L0R819","ASDURF","GFP3",58953.18359375,"GFP","3",TRUE
"L0R819","ASDURF","RDH1",62498.81640625,"RDH","1",TRUE
