"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","removed_exact","removed_pattern","removed_low_count","removed_high_padj"
NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","3/140","11/3974",0.272727272727273,7.74155844155844,4.27801059889678,0.00573564903641349,0.133640622548434,0.130410546512138,"NRP2/PCDH7/TFRC",3,"virion - lassa virus and sfts virus",FALSE,FALSE,FALSE,TRUE
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","3/140","13/3974",0.230769230769231,6.55054945054945,3.83003265890761,0.00944084571727333,0.199974277465881,0.195140925830722,"GSTA4/PTGS2/MGST1",3,"chemical carcinogenesis - dna adducts",FALSE,FALSE,FALSE,TRUE
