"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","removed_exact","removed_pattern","removed_low_count","removed_high_padj"
"GO:0006364","rRNA processing","45/1110","206/7610",0.218446601941748,1.49763841511414,2.99214686589614,0.00290984618870957,0.214201314779922,0.213946794450625,"C1D/DDX51/DKC1/EBNA1BP2/EIF6/EMG1/KRR1/LSM6/LYAR/MPHOSPH6/NAF1/NHP2/NOLC1/NOP10/NOP53/NUDT16/POP5/POP7/PWP1/REXO1/RPL26/RPL35/RPL35A/RPL5/RPL7A/RPP30/RPP40/RPS14/RPS15/RPS16/RPS21/RPS24/RPS25/RPS27/RPS28/RPS7/RRP1/RRP15/RRP36/RRP9/RRS1/SNU13/USP36/WBP11/WDR55",45,"rrna processing",FALSE,FALSE,FALSE,TRUE
"GO:1904018","positive regulation of vasculature development","19/1110","68/7610",0.279411764705882,1.91560678325384,3.13392642910918,0.00308623541146077,0.214201314779922,0.213946794450625,"CD40/BMPER/CTSH/FGF2/GATA6/GRN/HMGA2/HSPB1/ITGA5/ITGB1/MDK/MTDH/MYDGF/PDCD6/RHOB/RRAS/SIRT6/SP1/VEGFB",19,"positive regulation of vasculature development",FALSE,FALSE,FALSE,TRUE
"GO:0002407","dendritic cell chemotaxis","3/1110","3/7610",1,6.85585585585586,4.19191917354279,0.00309607548437591,0.214201314779922,0.213946794450625,"C1QBP/CALR/HMGB1",3,"dendritic cell chemotaxis",FALSE,FALSE,FALSE,TRUE
"GO:0031120","snRNA pseudouridine synthesis","3/1110","3/7610",1,6.85585585585586,4.19191917354279,0.00309607548437591,0.214201314779922,0.213946794450625,"DKC1/NHP2/NOP10",3,"snrna pseudouridine synthesis",FALSE,FALSE,FALSE,TRUE
"GO:0097278","complement-dependent cytotoxicity","3/1110","3/7610",1,6.85585585585586,4.19191917354279,0.00309607548437591,0.214201314779922,0.213946794450625,"CD55/CD59/RAB27A",3,"complement-dependent cytotoxicity",FALSE,FALSE,FALSE,TRUE
"GO:1902255","positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator","3/1110","3/7610",1,6.85585585585586,4.19191917354279,0.00309607548437591,0.214201314779922,0.213946794450625,"EIF5A/RPL26/RPS7",3,"positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator",FALSE,FALSE,FALSE,TRUE
"GO:1905458","positive regulation of lymphoid progenitor cell differentiation","3/1110","3/7610",1,6.85585585585586,4.19191917354279,0.00309607548437591,0.214201314779922,0.213946794450625,"NUDT21/ZBTB1/ZNHIT1",3,"positive regulation of lymphoid progenitor cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:1990764","myofibroblast contraction","3/1110","3/7610",1,6.85585585585586,4.19191917354279,0.00309607548437591,0.214201314779922,0.213946794450625,"EPDR1/QKI/ZEB2",3,"myofibroblast contraction",FALSE,FALSE,FALSE,TRUE
"GO:2001214","positive regulation of vasculogenesis","3/1110","3/7610",1,6.85585585585586,4.19191917354279,0.00309607548437591,0.214201314779922,0.213946794450625,"HIF1AN/RAP1A/RRAS",3,"positive regulation of vasculogenesis",FALSE,FALSE,FALSE,TRUE
"GO:0050679","positive regulation of epithelial cell proliferation","22/1110","83/7610",0.265060240963855,1.81721480516661,3.09337746404412,0.00312910287195106,0.214201314779922,0.213946794450625,"FGF2/GRN/HMGB1/HMGB2/ITGA4/ITGB3BP/LAMB1/LAMC1/MDK/MYDGF/NKX2-5/NRAS/PDCD6/RBPJ/RREB1/SIRT6/SOX9/SP1/SRSF6/TCF7L2/VEGFB/ZNF580",22,"positive regulation of epithelial cell proliferation",FALSE,FALSE,FALSE,TRUE
"GO:1901673","regulation of mitotic spindle assembly","8/1110","19/7610",0.421052631578947,2.88667614983404,3.40246187274824,0.00337397251234118,0.227192979629722,0.226923022220502,"CCSAP/CHMP1A/CHMP1B/CHMP2A/CHMP2B/CHMP3/CHMP6/TPR",8,"regulation of mitotic spindle assembly",FALSE,FALSE,FALSE,TRUE
"GO:0019076","viral release from host cell","9/1110","23/7610",0.391304347826087,2.68272620446534,3.33972676428639,0.00343203206279958,0.227192979629722,0.226923022220502,"ARL8B/CHMP1A/CHMP1B/CHMP2A/CHMP2B/CHMP3/CHMP6/RAB7A/VAPA",9,"viral release from host cell",FALSE,FALSE,FALSE,TRUE
"GO:0035891","exit from host cell","9/1110","23/7610",0.391304347826087,2.68272620446534,3.33972676428639,0.00343203206279958,0.227192979629722,0.226923022220502,"ARL8B/CHMP1A/CHMP1B/CHMP2A/CHMP2B/CHMP3/CHMP6/RAB7A/VAPA",9,"exit from host cell",FALSE,FALSE,FALSE,TRUE
"GO:0097576","vacuole fusion","6/1110","12/7610",0.5,3.42792792792793,3.4781264916803,0.0039875911460018,0.258293000682956,0.257986089310088,"CHMP1A/CHMP1B/CHMP2A/CHMP2B/CHMP3/CHMP6",6,"vacuole fusion",FALSE,FALSE,FALSE,TRUE
"GO:1905564","positive regulation of vascular endothelial cell proliferation","6/1110","12/7610",0.5,3.42792792792793,3.4781264916803,0.0039875911460018,0.258293000682956,0.257986089310088,"FGF2/HMGB1/ITGA4/MDK/SIRT6/SP1",6,"positive regulation of vascular endothelial cell proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0019058","viral life cycle","41/1110","187/7610",0.219251336898396,1.50315556197909,2.8787367625806,0.00407819123816656,0.26058350524558,0.260273872227534,"APOE/LAMP3/USP6NL/UVRAG/ARL8B/ATG16L1/BANF1/BSG/CD55/CHMP1A/CHMP1B/CHMP2A/CHMP2B/CHMP3/CHMP6/CSNK2B/CTSB/CTSL/CXADR/DAG1/DEK/F11R/HMGA2/HMGB1/HSPA8/ITGA2/ITGA5/ITGAV/ITGB1/LAMP1/MPHOSPH8/PPIB/PPIE/RAB1B/RAB43/RAB7A/SMC5/STAU1/TARBP2/VAMP8/VAPA",41,"viral life cycle",FALSE,FALSE,FALSE,TRUE
