"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"REACTOME pathway","R-HSA-1430728","Metabolism",1162,105,19.626,1.3595,0.443,0.000408675212437163,3.38862170294958,1,0.0164175320070848,0.13793126574915,"FPGS,NUDT19,CAD,SCD5,SEC24C,B4GALT7,IDH3G,SHPK,PDK2,INPP5K,RARS1,TRIB3,SLC7A5,GLS,G6PC3,DHCR7,DDHD1,PSMD6,DDHD2,MGST2,MOCS3,PRKACA,VAC14,SLC19A1,SLC25A19,SLC25A14,FASN,IARS1,NUDT8,ATP5F1C,THTPA,SPTLC2,MED13,PDSS1,PCCA,TXNDC11,PSMD3,AGPAT3,UPP1,SLC37A4,FAM120B,ENTPD5,COASY,NUP93,SACM1L,IMPA2,MTHFD1L,PHKA2,MTMR12,SCD,SQOR,ACOX3,EPHX1,GNA11,PTPMT1,VKORC1,PAPSS2,NUDT12,SLC23A2,MLYCD,MGST3,ACAD9,PRKACG,PECR,TK2,FDPS,IDH3B,MIGA1,CACNB3,ACSS3,CLOCK,SLC25A15,ACOT9,PDK1,RDH11,PYCR1,AGPAT4,UROS,GBE1,SLC25A21,CS,TMEM177,PTDSS1,CDK19,FADS1,LDLRAP1,PPP2R1B,NMRK1,SLC2A1,GNB4,SGPL1,EXTL2,GNB2,GPAT4,ATP5F1A,NUP37,MED17,COQ5,MED12,CES3,MTHFD1,NSDHL,PSMD2,GPCPD1,UGCG","3824,32036,1424,21088,10705,930,5386,1492,8810,33882,9870,16228,11063,4331,24861,2860,19714,9564,29106,7063,15765,9380,25507,10937,14409,10984,3594,5330,8055,833,18987,11278,22474,17759,8653,28030,9560,326,12576,4061,21109,3367,29932,28958,17059,6051,21055,8926,18191,10571,20390,121,3401,4379,26965,23663,8604,18826,10973,7150,7064,21497,9382,18281,11831,3631,5385,24741,1403,24723,2082,10985,17152,8809,17964,9721,20885,12592,4180,14411,2422,28143,9587,19338,3574,18640,9303,26057,11005,20731,10817,3516,4398,20880,823,29929,2375,28722,11957,1865,7432,13398,9559,26957,12524","metabolism","ACAD9;ACOT9;ACOX3;ACSS3;AGPAT3;AGPAT4;ATP5F1A;ATP5F1C;B4GALT7;CACNB3;CAD;CDK19;CES3;CLOCK;COASY;COQ5;CS;DDHD1;DDHD2;DHCR7;ENTPD5;EPHX1;EXTL2;FADS1;FAM120B;FASN;FDPS;FPGS;G6PC3;GBE1;GLS;GNA11;GNB2;GNB4;GPAT4;GPCPD1;IARS1;IDH3B;IDH3G;IMPA2;INPP5K;LDLRAP1;MED12;MED13;MED17;MGST2;MGST3;MIGA1;MLYCD;MOCS3;MTHFD1;MTHFD1L;MTMR12;NMRK1;NSDHL;NUDT12;NUDT19;NUDT8;NUP37;NUP93;PAPSS2;PCCA;PDK1;PDK2;PDSS1;PECR;PHKA2;PPP2R1B;PRKACA;PRKACG;PSMD2;PSMD3;PSMD6;PTDSS1;PTPMT1;PYCR1;RARS1;RDH11;SACM1L;SCD;SCD5;SEC24C;SGPL1;SHPK;SLC19A1;SLC23A2;SLC25A14;SLC25A15;SLC25A19;SLC25A21;SLC2A1;SLC37A4;SLC7A5;SPTLC2;SQOR;THTPA;TK2;TMEM177;TRIB3;TXNDC11;UGCG;UPP1;UROS;VAC14;VKORC1",105
NA,"KEGG Pathway H.sap","path:hsa01100","Metabolic pathways",849,77,14.393,1.3645,0.448,0.00243384897112697,2.61370637476709,1,0.0437742620706289,0.367767784587311,"GLS,MTHFD1,PYCR1,COASY,ACOX3,SMYD3,THTPA,MTHFD1L,CS,FDPS,IMPA2,PAPSS2,PIGG,SCD,ENTPD5,UROS,PEDS1,GALNT10,ALG2,GBE1,MGST3,PTDSS1,DHCR7,SPTLC2,FADS1,CAD,ALG1,GPAT4,GNE,IDH3B,ATP5F1A,QARS1,ALG11,UGCG,ALG9,ASH1L,SCD5,ACSS3,FPGS,MAN1A1,PCCA,NMRK1,SGPL1,INPP5K,NSDHL,SACM1L,ALG5,ALG8,GGCX,MLYCD,PTEN,COQ5,TK2,FASN,SHPK,NUDT12,AGPAT4,VKORC1,IDH3G,ATP5F1C,RGN,AGPAT3,UPP1,PIGU,CHST10,ALG3,G6PC3,GALNT1,MGST2,B4GALT7,DGKE,SPTLC1,EXTL2,ABHD16A,RDH11,SQOR,GALNT16","4331,7432,9721,29932,121,15513,18987,21055,2422,3631,6051,8604,25985,10571,3367,12592,16735,19873,23159,4180,7064,9587,2860,11278,3574,1424,18294,20880,23657,5385,823,9751,32456,12524,15672,19088,21088,24723,3824,6821,8653,26057,10817,33882,13398,17059,20266,23161,4247,7150,9588,28722,11831,3594,1492,18826,20885,23663,5386,833,9989,326,12576,15791,19650,23056,24861,4123,7063,930,2852,11277,3516,13921,17964,20390,23233","metabolic pathways","ABHD16A;ACOX3;ACSS3;AGPAT3;AGPAT4;ALG1;ALG11;ALG2;ALG3;ALG5;ALG8;ALG9;ASH1L;ATP5F1A;ATP5F1C;B4GALT7;CAD;CHST10;COASY;COQ5;CS;DGKE;DHCR7;ENTPD5;EXTL2;FADS1;FASN;FDPS;FPGS;G6PC3;GALNT1;GALNT10;GALNT16;GBE1;GGCX;GLS;GNE;GPAT4;IDH3B;IDH3G;IMPA2;INPP5K;MAN1A1;MGST2;MGST3;MLYCD;MTHFD1;MTHFD1L;NMRK1;NSDHL;NUDT12;PAPSS2;PCCA;PEDS1;PIGG;PIGU;PTDSS1;PTEN;PYCR1;QARS1;RDH11;RGN;SACM1L;SCD;SCD5;SGPL1;SHPK;SMYD3;SPTLC1;SPTLC2;SQOR;THTPA;TK2;UGCG;UPP1;UROS;VKORC1",77
NA,"REACTOME pathway","R-HSA-382551","Transport of small molecules",242,41,7.664,2.5489,1.35,1.88181868662852e-08,7.72542222319892,4.70454671657131e-05,1.5681822388571e-05,0.00013175022959453,"LRRC8E,PCSK6,SLC12A2,PSMD6,LDLRAP1,ANO10,AP2A1,PRKACG,SOAT1,ERLIN1,SLC30A5,SLC31A1,SLC2A1,SLC7A5,SLC7A8,DERL2,MICU2,ABCB1,SLC16A1,ATP9A,CAND1,ATP1A1,PSMD2,TFRC,YME1L1,DERL1,GNB2,SLC6A9,SLC7A6,CES3,SLC6A15,ATP11C,ABCA3,PRKACA,SLC25A1,SLC9A6,GNB4,ATP7A,PSMD3,SLC39A7,PHB2","26272,8569,10911,9564,18640,25519,561,9382,11177,16947,19089,11016,11005,11063,11066,17943,31830,40,10922,13540,30688,799,9559,11763,12843,28454,4398,11056,11064,1865,13621,13554,33,9380,10979,11079,20731,869,9560,4927,30306","transport of small molecules","ABCA3;ABCB1;ANO10;AP2A1;ATP11C;ATP1A1;ATP7A;ATP9A;CAND1;CES3;DERL1;DERL2;ERLIN1;GNB2;GNB4;LDLRAP1;LRRC8E;MICU2;PCSK6;PHB2;PRKACA;PRKACG;PSMD2;PSMD3;PSMD6;SLC12A2;SLC16A1;SLC25A1;SLC2A1;SLC30A5;SLC31A1;SLC39A7;SLC6A15;SLC6A9;SLC7A5;SLC7A6;SLC7A8;SLC9A6;SOAT1;TFRC;YME1L1",41
NA,"REACTOME pathway","R-HSA-1280218","Adaptive Immune System",381,32,5.981,1.2636,0.338,0.0993340374903405,1.00290191201503,1,0.221925910389501,1,"DERL2,ORAI1,PSMD2,CLTC,UFL1,KLHL9,PPP2R1B,TUBA4A,SEC61A1,FBXL18,PRKACG,PSMD6,ERAP1,UBE3B,PSMD3,DYNC1H1,HECTD1,TRIB3,PPP2R5B,CDC16,ANAPC4,KBTBD7,PRKAG1,AP2A1,ERLIN1,KLHL11,NFKBIE,TAP1,HERC4,DERL1,PRKACA,SEC24C","17943,25896,9559,2092,23039,18732,9303,12407,18276,21874,9382,9564,18173,13478,9560,2961,20157,16228,9310,1720,19990,25266,9385,561,16947,19008,7799,43,24521,28454,9380,10705","adaptive immune system","ANAPC4;AP2A1;CDC16;CLTC;DERL1;DERL2;DYNC1H1;ERAP1;ERLIN1;FBXL18;HECTD1;HERC4;KBTBD7;KLHL11;KLHL9;NFKBIE;ORAI1;PPP2R1B;PPP2R5B;PRKACA;PRKACG;PRKAG1;PSMD2;PSMD3;PSMD6;SEC24C;SEC61A1;TAP1;TRIB3;TUBA4A;UBE3B;UFL1",32
NA,"REACTOME pathway","R-HSA-446203","Asparagine N-linked glycosylation",202,25,4.673,1.862,0.897,0.00183560504762101,2.7362207567352,1,0.0346610517305983,0.291203497293933,"ALG3,DERL2,ALG11,MAN1A1,TMEM115,DERL1,CHST10,SEC22A,TRAPPC9,COPB1,MARCHF6,ALG1,TUBA4A,COG2,ALG9,SEC24C,ALG5,ALG2,DYNC1H1,KDELR1,ALG8,USO1,COPG1,COG3,COPA","23056,17943,32456,6821,30055,28454,19650,20260,30832,2231,30550,18294,12407,6546,15672,10705,20266,23159,2961,6304,23161,30904,2236,18619,2230","asparagine n linked glycosylation","ALG1;ALG11;ALG2;ALG3;ALG5;ALG8;ALG9;CHST10;COG2;COG3;COPA;COPB1;COPG1;DERL1;DERL2;DYNC1H1;KDELR1;MAN1A1;MARCHF6;SEC22A;SEC24C;TMEM115;TRAPPC9;TUBA4A;USO1",25
NA,"REACTOME pathway","R-HSA-109582","Hemostasis",243,25,4.673,1.5478,0.63,0.0189557591241466,1.72225881863262,1,0.0963199142487124,0.809228066888572,"ENDOD1,GNB2,TUBA4A,ORAI1,PPP2R5B,DGKE,DAGLB,GNA11,PRKCE,MFN2,SLC7A8,SERPIND1,WEE1,CABLES1,PRKACA,CD84,VPS45,GNAI3,SLC16A1,GNB4,PPP2R1B,SLC7A5,CD109,PRKACG,SLC7A6","29129,4398,12407,25896,9310,2852,28923,4379,9401,16877,11066,4838,12761,25097,9380,1704,14579,4387,10922,20731,9303,11063,21685,9382,11064","hemostasis","CABLES1;CD109;CD84;DAGLB;DGKE;ENDOD1;GNA11;GNAI3;GNB2;GNB4;MFN2;ORAI1;PPP2R1B;PPP2R5B;PRKACA;PRKACG;PRKCE;SERPIND1;SLC16A1;SLC7A5;SLC7A6;SLC7A8;TUBA4A;VPS45;WEE1",25
NA,"KEGG Pathway H.sap","path:hsa05200","Pathways in cancer",250,25,4.673,1.5045,0.589,0.0259197335640681,1.58636946700861,1,0.107998889850284,0.907348532661564,"DAPK3,APAF1,PRKACG,SLC2A1,GLI2,MAPK9,WNT5A,GNB1,PRKACA,RPS6KA5,DVL3,JUP,PTEN,STAT3,GNA11,MGST2,GNB4,GNB2,PRKACB,SKP2,ERBB2,MAPK8,TGFBR1,GNAI3,MGST3","2676,576,9382,11005,4318,6886,12784,4396,9380,10434,3087,6207,9588,11364,4379,7063,20731,4398,9381,10901,3430,6881,11772,4387,7064","pathways in cancer","APAF1;DAPK3;DVL3;ERBB2;GLI2;GNA11;GNAI3;GNB1;GNB2;GNB4;JUP;MAPK8;MAPK9;MGST2;MGST3;PRKACA;PRKACB;PRKACG;PTEN;RPS6KA5;SKP2;SLC2A1;STAT3;TGFBR1;WNT5A",25
NA,"REACTOME pathway","R-HSA-9012999","RHO GTPase cycle",252,23,4.299,1.3731,0.457,0.0744063875810408,1.1283897798826,1,0.183447701136688,1,"FGD1,FARP2,VANGL2,RTKN,WWP2,FAM91A1,ABR,USP9X,ANKRD26,JUP,FARP1,VANGL1,TFRC,WDR6,FAM83B,CCT6A,DLG5,ARHGEF26,OPHN1,CCT7,IQGAP3,TIAM1,NISCH","3663,16460,15511,10466,16804,26306,81,12632,29186,6207,3591,15512,11763,12758,21357,1620,2904,24490,8148,1622,20669,11805,18006","rho gtpase cycle","ABR;ANKRD26;ARHGEF26;CCT6A;CCT7;DLG5;FAM83B;FAM91A1;FARP1;FARP2;FGD1;IQGAP3;JUP;NISCH;OPHN1;RTKN;TFRC;TIAM1;USP9X;VANGL1;VANGL2;WDR6;WWP2",23
NA,"REACTOME pathway","R-HSA-68886","M Phase",261,23,4.299,1.3258,0.407,0.0998427208711383,1.00068359229286,1,0.222863216230219,1,"CTDNEP1,PPP2R5B,CEP78,NUP93,PSMD3,TUBGCP2,ANAPC16,DYNC1H1,ANAPC4,USO1,PRKACA,PSMD6,TUBGCP6,TUBA4A,HAUS5,TUBB,PPP2R1B,NUP37,CDC16,PSMD2,NCAPD2,NEK9,XPO1","19085,9310,25740,28958,9560,18599,26976,2961,19990,30904,9380,9564,18127,12407,29130,20778,9303,29929,1720,9559,24305,18591,12825","m phase","ANAPC16;ANAPC4;CDC16;CEP78;CTDNEP1;DYNC1H1;HAUS5;NCAPD2;NEK9;NUP37;NUP93;PPP2R1B;PPP2R5B;PRKACA;PSMD2;PSMD3;PSMD6;TUBA4A;TUBB;TUBGCP2;TUBGCP6;USO1;XPO1",23
NA,"KEGG Pathway H.sap","path:hsa05012","Parkinson disease",175,17,3.178,1.4615,0.547,0.0731836984790111,1.13558564638756,1,0.182851119059444,1,"MAPK8,PSMD3,TUBB,ATP5F1C,SLC39A7,PRKACG,TUBA4A,MAPK9,PSMD6,MCU,PRKACA,APAF1,PSMD2,MFN2,ATP5F1A,GNAI3,PRKACB","6881,9560,20778,833,4927,9382,12407,6886,9564,23526,9380,576,9559,16877,823,4387,9381","parkinson disease","APAF1;ATP5F1A;ATP5F1C;GNAI3;MAPK8;MAPK9;MCU;MFN2;PRKACA;PRKACB;PRKACG;PSMD2;PSMD3;PSMD6;SLC39A7;TUBA4A;TUBB",17
