"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
NA,"SLIM2 GO BP","GO:0006629","lipid metabolic process",614,78,14.579,1.9112,0.934,9.41286386586594e-09,8.02627822227774,2.35321596646648e-05,1.17660798323324e-05,9.88522686283668e-05,"TYSND1,NUDT19,AGPAT3,FASN,IMPA2,ACOT9,KAT5,DAGLB,SLC16A1,OGT,PIGG,INPP5K,ATP1A1,PRKAG1,SACM1L,SCD5,UGCG,ABCA3,CHST10,HPS6,ACSS3,PDK2,ABHD16A,PTDSS1,SGPL1,MGST3,DDHD1,GGCX,MARCHF6,HDHD5,GPCPD1,AGPAT4,FADS1,EFR3A,ACAD9,CTDNEP1,SPTLC2,PDSS1,MGST2,SLC30A5,RDH11,TM9SF2,SCD,VAC14,GPAT4,RDH14,DHCR7,ERLIN1,PHB2,NUDT8,SESN2,PRKCE,TMEM38B,MLYCD,EPHX1,DGKE,ATP5F1A,NSDHL,TRIB3,PRKACA,PTPMT1,PCCA,PTEN,PECR,LDAH,SPTLC1,SOAT1,PIGU,KBTBD2,PDK1,CLN6,DDHD2,ACOX3,CREM,PEDS1,MFSD8,FDPS,LDLRAP1","28531,32036,326,3594,6051,17152,5275,28923,10922,8127,25985,33882,799,9385,17059,21088,12524,33,19650,18817,24723,8810,13921,9587,10817,7064,19714,4247,30550,1843,26957,20885,3574,28970,21497,19085,11278,17759,7063,19089,17964,11865,10571,25507,20880,19979,2860,16947,30306,8055,20746,9401,25535,7150,3401,2852,823,13398,16228,9380,26965,8653,9588,18281,26145,11277,11177,15791,21751,8809,2077,29106,121,2352,16735,28486,3631,18640"
NA,"SLIM2 GO BP","GO:0055085","transmembrane transport",505,64,11.963,1.9067,0.931,2.59690278912532e-07,6.58554430718111,0.000649225697281329,0.000129845139456266,0.00109088896119398,"SLC25A15,USP9X,SLC16A1,TRIB3,ATP2A2,SLC7A8,TIMM50,SLC31A1,SLC2A1,SLC37A4,EXOC4,TCAF1,TMEM38B,ANO10,SLC12A2,PRKCE,ATP5F1A,SLC35E1,CACNB3,PHB2,MEF2A,MFSD8,SLC6A9,MICU2,SLC39A7,GNB2,SLC25A14,CRBN,SLC7A5,SLC6A15,TIMM23,SEC61A1,ABCA3,SLC25A1,ATP13A1,ZDHHC13,ABCB1,TMEM63B,TMBIM6,GHITM,INPP5K,ATP5F1C,SLC25A21,WWP2,SLC7A6,ATP11C,SLC30A5,SLC19A1,SLC30A7,ATP7A,SLC9A6,PRKACA,SLC46A3,SLC38A9,SLC23A2,ATP1A1,SLC37A3,SLC25A19,FYN,SESN2,LRRC8E,ORAI1,TAP1,MCU","10985,12632,10922,16228,812,11066,23656,11016,11005,4061,30389,22201,25535,25519,10911,9401,823,20803,1403,30306,6993,28486,11056,31830,4927,4398,10984,30185,11063,13621,17312,18276,33,10979,24215,18413,40,17735,11723,17281,33882,833,14411,16804,11064,13554,19089,10937,19306,869,11079,9380,27501,26907,10973,799,20651,14409,4037,20746,26272,25896,43,23526"
NA,"Direct GO Biological Processes","GO:0055085","transmembrane transport",116,24,4.486,3.1127,1.638,4.50284611214225e-07,6.34651289509558,0.00112571152803556,0.000173506168262979,0.00145770542085559,"SLC12A2,SLC23A2,SLC25A21,TAP1,ATP13A1,SLC46A3,ABCB1,SLC25A14,SLC35E1,SLC16A1,SLC9A6,SLC30A7,ABCA3,SLC39A7,SLC25A19,SLC2A1,SLC7A6,SLC37A3,SLC25A1,SLC7A8,MFSD8,SLC37A4,SLC7A5,SLC30A5","10911,10973,14411,43,24215,27501,40,10984,20803,10922,11079,19306,33,4927,14409,11005,11064,20651,10979,11066,28486,4061,11063,19089"
NA,"Direct GO Biological Processes","GO:0006629","lipid metabolic process",371,48,8.972,1.9465,0.961,5.13557821456672e-06,5.28941065211371,0.0128389455364168,0.00116717686694698,0.0098059917009238,"GPCPD1,DDHD1,FASN,SCD,CHST10,PDSS1,LDLRAP1,RDH14,DAGLB,MGST2,UGCG,SPTLC1,INPP5K,HPS6,DHCR7,PRKAG1,DGKE,DDHD2,AGPAT3,PTPMT1,FDPS,SLC16A1,SPTLC2,ACOT9,NSDHL,LDAH,PEDS1,MGST3,ABHD16A,ERLIN1,PECR,SCD5,EPHX1,PTEN,SGPL1,MLYCD,AGPAT4,GPAT4,FADS1,SOAT1,PTDSS1,KBTBD2,RDH11,ACSS3,ATP5F1A,PCCA,ACOX3,SACM1L","26957,19714,3594,10571,19650,17759,18640,19979,28923,7063,12524,11277,33882,18817,2860,9385,2852,29106,326,26965,3631,10922,11278,17152,13398,26145,16735,7064,13921,16947,18281,21088,3401,9588,10817,7150,20885,20880,3574,11177,9587,21751,17964,24723,823,8653,121,17059"
NA,"Direct GO Biological Processes","GO:0006488","dolichol-linked oligosaccharide biosynthetic process",13,7,1.308,8.1011,3.018,6.65264232461974e-06,5.17700582551227,0.0166316058115494,0.0012793542931961,0.0107484460469453,"ALG11,ALG5,ALG9,ALG1,ALG2,ALG3,ALG8","32456,20266,15672,18294,23159,23056,23161"
NA,"SLIM2 GO BP","GO:0006810","transport",2032,177,33.084,1.3105,0.39,1.59341853652842e-05,4.79767013491416,0.0398354634132104,0.00199177317066052,0.01673380593355,"USO1,EFR3A,SLC2A1,SOAT1,ANKRD50,ATP5F1C,SLC30A7,CACNB3,WNT5A,SLC25A14,LRPPRC,GPAT4,MICU2,BCAP29,KPNA5,DENND10,SCYL2,LRRC8E,TSC2,TUBB,AP1B1,RITA1,TMEM115,TPRG1L,TAP1,ACVR2B,ATP11C,USP46,POM121C,MEF2A,VPS41,SLC7A5,KAT5,GHITM,NUP37,PRKACA,SLC31A1,SEC61A1,MFSD8,TNPO3,SLC25A19,SEC24C,XPO7,DDX19A,PCSK6,SLC12A2,PRKAG1,VPS39,HPS6,SLC9A6,SLC19A1,CCDC158,IFT172,SYK,GGCX,PTPN14,GPM6B,TIMM50,SLC25A1,MAP2,CSE1L,SLC37A3,SNX33,STRADA,SEC23B,UBAP1,SLC25A15,COPG1,RABGGTB,ABCB1,TECPR2,ANKRD27,BNIP3,ABCA3,WWP2,CRBN,TFRC,ATP2A2,RAB3GAP2,VAV2,ATP13A1,ATP1A1,TIMM23,SLC6A9,SACM1L,IPO7,SLC37A4,COPA,VPS45,LEPROT,C4A,USP9X,PRKCE,JUP,TMEM38B,GNA11,SLC39A7,SLC46A3,VANGL1,DERL2,ORAI1,DERL1,FBXO45,INPP5K,DYNC1H1,TMBIM6,TNPO2,SLC35E1,RABGAP1L,WASHC4,DNM3,CDK16,AP2M1,G6PC3,ACAP2,ATP5F1A,SLC30A5,TMEM63B,GNB2,IFT56,SLC16A1,CAD,LDLRAP1,MYO1D,AGAP1,AP2A1,FLOT2,STAT3,MAP6D1,CLOCK,XPOT,KDELR1,AP5M1,SLC38A9,SLC6A15,YIPF6,ATP9A,VAC14,XPO5,FAM91A1,CLTC,XPO1,PHAF1,NUP93,FYN,MYO1C,ARRDC3,RINT1,TRAPPC9,SLC7A8,ANO10,PHB2,SLC23A2,COPB1,COG2,TRIM23,EXOC4,NKD2,VPS51,TMEM102,ATP7A,SOX4,TRIB3,DYNC2I2,ZDHHC13,TCAF1,MCU,COG3,KIF16B,OPHN1,SLC25A21,CD84,SESN2,PTEN,PDCD6IP,SEC22A,SLC7A6","30904,28970,11005,11177,29223,833,19306,1403,12784,10984,15714,20880,31830,24131,6398,31793,19286,26272,12363,20778,554,25925,30055,27007,43,174,13554,20075,34005,6993,12713,11063,5275,17281,29929,9380,11016,18276,28486,17103,14409,10705,14108,25628,8569,10911,9385,20593,18817,11079,10937,26374,30391,11491,4247,9647,4461,23656,10979,6839,2431,20651,28468,30172,10702,12461,10985,2236,9796,40,19957,25310,1084,33,16804,30185,11763,812,17168,12658,24215,799,17312,11056,17059,9852,4061,2230,14579,29477,1323,12632,9401,6207,25535,4379,4927,27501,15512,17943,25896,28454,29148,33882,2961,11723,19998,20803,24663,29174,29125,8749,564,24861,16469,823,19089,17735,4398,21882,10922,1424,18640,7598,16922,561,3758,11364,25753,2082,12826,6304,20192,26907,13621,28304,13540,25507,17675,26306,2092,12825,29564,28958,4037,7597,29263,21876,30832,11066,25519,30306,10973,2231,6546,660,30389,17046,1172,26722,869,11200,16228,28296,18413,22201,23526,18619,15869,8148,14411,1704,20746,9588,8766,20260,11064"
NA,"Direct GO Biological Processes","GO:0150104","transport across blood-brain barrier",31,9,1.682,4.3679,2.127,0.000127139453535325,3.89571965956517,0.317848633838313,0.00934848923053863,0.0785409738719585,"SLC2A1,SLC16A1,SLC7A5,SLC6A9,SLC19A1,ABCB1,SLC7A8,SLC12A2,TFRC","11005,10922,11063,11056,10937,40,11066,10911,11763"
NA,"Direct GO Biological Processes","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",14,6,1.121,6.4478,2.689,0.000158875871818794,3.79894205327474,0.397189679546986,0.0104523599880786,0.0878151017217019,"PAN3,CNOT8,CNOT1,PAN2,RC3H1,DIS3","29991,9207,7877,20074,29434,20604"
NA,"Direct GO Biological Processes","GO:0006487","protein N-linked glycosylation",39,10,1.869,3.8577,1.948,0.000169570233776152,3.77065038109654,0.42392558444038,0.0108698867805226,0.0913229370614552,"ENTPD5,KRTCAP2,ALG5,ALG9,ALG3,ALG11,ALG1,ALG2,B4GALT7,ALG8","3367,28942,20266,15672,23056,32456,18294,23159,930,23161"
NA,"Direct GO Biological Processes","GO:0034220","monoatomic ion transmembrane transport",48,11,2.056,3.4478,1.786,0.000238578800971515,3.62236814838617,0.596447002428787,0.0130409831363179,0.109563319860099,"TMEM63B,ORAI1,ANO10,ATP11C,ATP13A1,ATP2A2,MCU,TMEM38B,LRRC8E,CACNB3,MFSD8","17735,25896,25519,13554,24215,812,23526,25535,26272,1403,28486"
