"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","14/403","39/3974",0.358974358974359,3.53986129668512,5.35410416072443,1.36066331777993e-05,0.00390510372202841,0.00390510372202841,"ALG1/DOLK/MGAT4B/ALG11/ALG2/ALG3/ALG5/ALG8/ALG9/DDOST/KRTCAP2/RPN1/RPN2/STT3A",14
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","14/403","44/3974",0.318181818181818,3.13760433115272,4.78932450781079,6.43712021836348e-05,0.00610210837317356,0.00610210837317356,"LPGAT1/AGPAT3/AGPAT4/AGPAT5/CDIPT/CDS2/DGKE/GNPAT/GPAT4/GPCPD1/LPCAT1/LPCAT4/PNPLA6/PTDSS1",14
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","11/403","29/3974",0.379310344827586,3.74039531102935,4.97514326672929,6.49444332448463e-05,0.00610210837317356,0.00610210837317356,"ALG1/MGAT4B/ALG11/ALG2/ALG3/ALG9/DDOST/KRTCAP2/RPN1/RPN2/STT3A",11
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","22/403","92/3974",0.239130434782609,2.35807530477937,4.42697307640447,8.50468065947535e-05,0.00610210837317356,0.00610210837317356,"DDX19A/AAAS/CSE1L/GLE1/IPO11/KPNA5/NCBP1/NUP107/NUP155/NUP160/NUP214/NUP85/NUP93/POM121C/SENP2/THOC2/TNPO1/TNPO2/TNPO3/XPO1/XPO5/XPO7",22
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","8/403","17/3974",0.470588235294118,4.64049043935192,5.05263831297628,0.000111264504423755,0.00638658255392353,0.00638658255392353,"ACOX3/FADS1/FADS2/HACD3/HSD17B12/SCD/SCD5/TECR",8
"Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","18/403","70/3974",0.257142857142857,2.53569656150301,4.35428055308143,0.000139833315256967,0.0066886935797916,0.0066886935797916,"NAT10/FCF1/HEATR1/IMP4/MDN1/NOL6/NOP56/NOP58/PWP2/TBL3/UTP15/UTP18/UTP4/WDR3/WDR36/WDR43/WDR75/XPO1",18
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","23/403","123/3974",0.186991869918699,1.84393471726281,3.19368096560368,0.00246666168071445,0.101133128909292,0.101133128909292,"ANAPC16/ANAPC4/ATR/SFN/ANAPC5/AURKB/BUB1B/CCNA2/CCNB1/CDC16/DBF4/MAD2L2/MAU2/ORC4/ORC5/PDS5B/PKMYT1/PLK1/PPP2R1B/PPP2R5B/PRKDC/SKP2/STAG1",23
