"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","removed_exact","removed_pattern","removed_low_count","removed_high_padj"
NA,NA,"hsa03272","Virion - Hepatitis viruses","7/388","20/3974",0.35,3.58479381443299,3.81147059657418,0.00201296764411633,0.136881799799911,0.13190235352236,"TGOLN2/CHMP1A/CHMP4A/CHMP4B/OCLN/TSG101/VPS4A",7,"virion - hepatitis viruses",FALSE,FALSE,FALSE,TRUE
