_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-15,M39175,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-15,3.1,9.8,30230,680,896,63,7,0.85,71|715|868|1265|1307|1634|1948|2791|3487|4052|4060|4810|4854|5782|5978|6001|6383|6464|6747|6909|6925|7041|7145|7456|8496|8553|10082|10413|10631|11030|23528|25937|25959|25960|26471|30011|30850|51129|51132|51177|51199|51303|51564|54434|57584|57608|57636|64285|79834|81555|83892|84668|85456|89796|94031|112464|114990|140809|151887|170954|219654|284297|359845,ACTG1|C1R|CBLB|CNN2|COL16A1|DCN|EFNB2|GNG11|IGFBP4|LTBP1|LUM|NHS|NOTCH3|PTPN12|REST|RGS10|SDC2|SHC1|SSR3|TBX2|TCF4|TGFB1I1|TNS1|WIPF1|PPFIBP1|BHLHE40|GPC6|YAP1|POSTN|RBPMS|ZNF281|WWTR1|KANK2|ADGRA2|NUPR1|SH3KBP1|CDR2L|ANGPTL4|RLIM|PLEKHO1|NIN|FKBP11|HDAC7|SSH1|ARHGAP21|JCAD|ARHGAP23|RHBDF1|PEAK1|YIPF5|KCTD10|HYCC1|TNKS1BP1|NAV1|HTRA3|CAVIN3|VASN|SRXN1|CCDC80|PPP1R18|ZCCHC24|SSC5D|RFLNB,-10,0
1,-14,M39209,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW STROMAL,,-14,3,9.6,30230,765,896,67,7.5,0.88,715|730|858|862|1307|1634|1947|2619|2687|2737|2824|3400|3487|3489|3667|4060|4291|4634|4685|4854|5118|5806|6096|6387|6529|6764|7092|7424|7703|7802|9547|9843|10252|10413|11117|11135|22871|23767|25937|25987|26471|27147|51129|54510|55243|57333|57664|64129|64285|64856|80274|80303|80760|83987|85456|112464|114990|119587|127435|140606|148170|148398|151887|219654|220965|255743|337876,C1R|C7|CAV2|RUNX1T1|COL16A1|DCN|EFNB1|GAS1|GGT5|GLI3|GPM6B|ID4|IGFBP4|IGFBP6|IRS1|LUM|MLF1|MYL3|NCAM2|NOTCH3|PCOLCE|PTX3|RORB|CXCL12|SLC6A1|DENND2B|TLL1|VEGFC|PCGF2|DNALI1|CXCL14|HEPH|SPRY1|YAP1|EMILIN1|CDC42EP1|NLGN1|FLRT3|WWTR1|TSKU|NUPR1|DENND2A|ANGPTL4|PCDH18|KIRREL1|RCN3|PLEKHA4|TINAGL1|RHBDF1|VWA1|SCUBE1|EFHD1|ITIH5|CCDC8|TNKS1BP1|CAVIN3|VASN|CPXM2|PODN|SELENOM|CDC42EP5|SAMD11|CCDC80|ZCCHC24|FAM13C|NPNT|CHSY3,-10,0
1,-12,M39052,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HOPC,,-12,3.7,9,30230,366,896,40,4.5,0.69,460|575|1501|1997|2077|2824|3479|3707|4299|4661|4685|5098|5662|6529|6660|7145|8641|9289|9813|22871|22986|22997|30812|51286|53826|55553|55872|57348|57555|57636|63827|79006|79870|84441|84631|143282|152503|219654|220296|256643,ASTN1|ADGRB1|CTNND2|ELF1|ERF|GPM6B|IGF1|ITPKB|AFF1|MYT1|NCAM2|PCDHGC3|PSD|SLC6A1|SOX5|TNS1|PCDHGB4|ADGRG1|EFCAB14|NLGN1|SORCS3|IGSF9B|SOX8|CEND1|FXYD6|SOX6|PBK|TTYH1|NLGN2|ARHGAP23|BCAN|METRN|BAALC|MAML2|SLITRK2|FGFBP3|SH3D19|ZCCHC24|HEPACAM|BCLAF3,-7.8,0
1,-11,M39167,M1,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CJ IMMUNE CELLS,,-11,3.1,8.5,30230,505,896,47,5.2,0.74,715|858|1634|2687|2737|2791|2869|3489|4060|4854|5118|6320|6383|6387|6909|6925|7145|9411|9547|10082|10398|10631|11030|11117|11170|25937|25959|25960|53826|54510|55243|55553|56548|56977|57608|57664|80310|80760|83987|112464|112574|151887|170954|219654|220965|253827|359845,C1R|CAV2|DCN|GGT5|GLI3|GNG11|GRK5|IGFBP6|LUM|NOTCH3|PCOLCE|CLEC11A|SDC2|CXCL12|TBX2|TCF4|TNS1|ARHGAP29|CXCL14|GPC6|MYL9|POSTN|RBPMS|EMILIN1|FAM107A|WWTR1|KANK2|ADGRA2|FXYD6|PCDH18|KIRREL1|SOX6|CHST7|STOX2|JCAD|PLEKHA4|PDGFD|ITIH5|CCDC8|CAVIN3|SNX18|CCDC80|PPP1R18|ZCCHC24|FAM13C|MSRB3|RFLNB,-7.4,0
1,-11,M40313,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL THYMUS STROMAL CELLS,,-11,5.7,9.6,30230,137,896,23,2.6,0.53,715|1634|2619|2719|4060|4685|4969|5099|5118|6320|8425|10078|10631|11117|54507|55033|57333|57683|83987|94031|151887|158038|284297,C1R|DCN|GAS1|GPC3|LUM|NCAM2|OGN|PCDH7|PCOLCE|CLEC11A|LTBP4|TSSC4|POSTN|EMILIN1|ADAMTSL4|FKBP14|RCN3|ZDBF2|CCDC8|HTRA3|CCDC80|LINGO2|SSC5D,-7,0
1,-11,M39264,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA FIBROBLAST,,-11,3.4,8.3,30230,385,896,39,4.4,0.68,715|1634|1947|1948|2791|3046|3133|3487|3489|4060|4267|4810|4854|4969|5118|6281|6383|6387|6925|7041|8425|9411|10398|10602|11117|11135|23767|25937|25959|27086|54510|54751|56265|79047|80274|90488|90843|151887|221477,C1R|DCN|EFNB1|EFNB2|GNG11|HBE1|HLA-E|IGFBP4|IGFBP6|LUM|CD99|NHS|NOTCH3|OGN|PCOLCE|S100A10|SDC2|CXCL12|TCF4|TGFB1I1|LTBP4|ARHGAP29|MYL9|CDC42EP3|EMILIN1|CDC42EP1|FLRT3|WWTR1|KANK2|FOXP1|PCDH18|FBLIM1|CPXM1|KCTD15|SCUBE1|TMEM263|TCEAL8|CCDC80|C6orf89,-6.9,0
1,-9.6,M39104,M1,1,0,Cell Type Signatures,7,ZHONG PFC C3 MICROGLIA,,-9.6,3,7.7,30230,488,896,43,4.8,0.71,166|862|1979|2039|2044|4062|4300|4756|5361|6925|8496|8660|9811|10133|10297|10602|11278|22983|27086|51308|51335|53822|55095|55859|56776|57690|64219|65009|65265|79058|79608|79870|81706|84530|89796|114787|140597|157695|266727|317781|375449|552889|728568,TLE5|RUNX1T1|EIF4EBP2|DMTN|EPHA5|LY6H|MLLT3|NEO1|PLXNA1|TCF4|PPFIBP1|IRS2|CTIF|OPTN|APC2|CDC42EP3|KLF12|MAST1|FOXP1|REEP2|NGRN|FXYD7|SAMD4B|BEX1|FMN2|TNRC6C|PJA1|NDRG4|C8orf33|ASPSCR1|RIC3|BAALC|PPP1R14C|SRRM4|NAV1|GPRIN1|TCEAL2|TDRP|MDGA1|DDX51|MAST4|ATXN7L3B|UQCC6,-6.1,0
1,-9.4,M39050,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HPERIC,,-9.4,2.5,7.3,30230,795,896,58,6.5,0.82,858|1026|1634|2077|2687|2791|3270|3487|3621|3707|4060|4664|4854|5118|5606|6320|6464|6529|6747|6764|6909|7145|8496|9411|9813|9854|10252|10398|10723|11030|11117|11346|23102|25937|25959|25960|30011|51129|51274|54510|55243|57509|57804|64857|79834|80760|81628|83786|83987|84441|94031|112464|112574|148170|253827|254102|337876|389125,CAV2|CDKN1A|DCN|ERF|GGT5|GNG11|HRC|IGFBP4|ING1|ITPKB|LUM|NAB1|NOTCH3|PCOLCE|MAP2K3|CLEC11A|SHC1|SLC6A1|SSR3|DENND2B|TBX2|TNS1|PPFIBP1|ARHGAP29|EFCAB14|C2CD2L|SPRY1|MYL9|SLC12A7|RBPMS|EMILIN1|SYNPO|TBC1D2B|WWTR1|KANK2|ADGRA2|SH3KBP1|ANGPTL4|KLF3|PCDH18|KIRREL1|MTUS1|POLD4|PLEKHG2|PEAK1|ITIH5|TSC22D4|FRMD8|CCDC8|MAML2|HTRA3|CAVIN3|SNX18|CDC42EP5|MSRB3|EHBP1L1|CHSY3|MUSTN1,-6,0
1,-8.3,M39152,M1,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE 24W C1 DCLK1POS PROGENITOR,,-8.3,5.8,8.3,30230,99,896,17,1.9,0.46,715|730|1307|1634|3383|4060|4969|5118|6320|8532|10082|56265|57333|84668|114990|145864|151887,C1R|C7|COL16A1|DCN|ICAM1|LUM|OGN|PCOLCE|CLEC11A|CPZ|GPC6|CPXM1|RCN3|HYCC1|VASN|HAPLN3|CCDC80,-4.9,0
1,-8.1,M40180,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL EYE STROMAL CELLS,,-8.1,6,8.3,30230,90,896,16,1.8,0.44,715|1634|3489|4060|4969|5118|6387|8425|10631|11117|54507|54510|90187|114990|127435|140606,C1R|DCN|IGFBP6|LUM|OGN|PCOLCE|CXCL12|LTBP4|POSTN|EMILIN1|ADAMTSL4|PCDH18|EMILIN3|VASN|PODN|SELENOM,-4.7,0
