_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-8,M39114,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C10 MVECS 1,,-8,3.5,7.2,30230,269,896,28,3.1,0.58,730|858|862|1026|1947|1948|2791|3133|3487|4739|6387|6925|7145|8553|8751|9411|10252|10602|11170|11346|25937|51564|53826|57513|57636|64129|64856|375449,C7|CAV2|RUNX1T1|CDKN1A|EFNB1|EFNB2|GNG11|HLA-E|IGFBP4|NEDD9|CXCL12|TCF4|TNS1|BHLHE40|ADAM15|ARHGAP29|SPRY1|CDC42EP3|FAM107A|SYNPO|WWTR1|HDAC7|FXYD6|CASKIN2|ARHGAP23|TINAGL1|VWA1|MAST4,-4.7,0
1,-8,M39300,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART C3 FIBROBLAST LIKE CELL,,-8,5.2,7.9,30230,117,896,18,2,0.47,715|730|1307|1634|2719|4060|4969|5118|6383|6387|8425|10082|10252|26471|54510|57333|94031|140606,C1R|C7|COL16A1|DCN|GPC3|LUM|OGN|PCOLCE|SDC2|CXCL12|LTBP4|GPC6|SPRY1|NUPR1|PCDH18|RCN3|HTRA3|SELENOM,-4.7,0
1,-7.9,M39176,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS ENDOTHELIAL CELL,,-7.9,3.1,6.9,30230,362,896,33,3.7,0.63,595|868|1636|1948|1949|2122|2791|3133|3383|3487|4739|5782|5978|6387|6925|7903|9289|9411|10723|11346|25937|30011|30850|51177|51564|57496|57636|64856|83786|94031|170954|359845|768211,CCND1|CBLB|ACE|EFNB2|EFNB3|MECOM|GNG11|HLA-E|ICAM1|IGFBP4|NEDD9|PTPN12|REST|CXCL12|TCF4|ST8SIA4|ADGRG1|ARHGAP29|SLC12A7|SYNPO|WWTR1|SH3KBP1|CDR2L|PLEKHO1|HDAC7|MRTFB|ARHGAP23|VWA1|FRMD8|HTRA3|PPP1R18|RFLNB|RELL1,-4.6,0
1,-7.8,M39057,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL1,,-7.8,3.1,6.9,30230,364,896,33,3.7,0.63,361|1634|2077|2824|3400|3667|3707|4052|4291|4299|4885|5978|6660|6764|6938|9388|9620|10413|10529|24147|25876|55553|57348|57619|63827|79848|81628|84441|85463|114908|220296|255743|400793,AQP4|DCN|ERF|GPM6B|ID4|IRS1|ITPKB|LTBP1|MLF1|AFF1|NPTX2|REST|SOX5|DENND2B|TCF12|LIPG|CELSR1|YAP1|NEBL|FJX1|SPEF1|SOX6|TTYH1|SHROOM3|BCAN|CSPP1|TSC22D4|MAML2|ZC3H12C|TMEM123|HEPACAM|NPNT|C1orf226,-4.6,0
1,-7.7,M39122,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C21 STELLATE CELLS 1,,-7.7,4,7.3,30230,194,896,23,2.6,0.53,715|730|1026|1634|2687|3082|3487|3680|4060|4286|5101|5118|6387|6925|7145|8425|10082|10398|10602|11030|112464|119587|151887,C1R|C7|CDKN1A|DCN|GGT5|HGF|IGFBP4|ITGA9|LUM|MITF|PCDH9|PCOLCE|CXCL12|TCF4|TNS1|LTBP4|GPC6|MYL9|CDC42EP3|RBPMS|CAVIN3|CPXM2|CCDC80,-4.6,0
1,-7.7,M40292,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL SPLEEN MESOTHELIAL CELLS,,-7.7,4,7.3,30230,195,896,23,2.6,0.53,770|1026|1949|2619|3400|4969|6281|7138|7286|8553|8708|10529|23767|54507|56776|57549|65055|80271|83648|113146|158038|255743|283638,CA11|CDKN1A|EFNB3|GAS1|ID4|OGN|S100A10|TNNT1|TUFT1|BHLHE40|B3GALT1|NEBL|FLRT3|ADAMTSL4|FMN2|IGSF9|REEP1|ITPKC|FAM167A|AHNAK2|LINGO2|NPNT|CEP170B,-4.6,0
1,-7.7,M39128,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C29 MVECS 2,,-7.7,3.2,6.9,30230,313,896,30,3.3,0.6,730|858|1026|1948|2122|2791|3133|3487|4299|4739|4772|5782|6281|6925|8425|9289|10252|10602|10631|11170|11346|23331|25937|51274|53826|57636|64129|65009|80271|375449,C7|CAV2|CDKN1A|EFNB2|MECOM|GNG11|HLA-E|IGFBP4|AFF1|NEDD9|NFATC1|PTPN12|S100A10|TCF4|LTBP4|ADGRG1|SPRY1|CDC42EP3|POSTN|FAM107A|SYNPO|TTC28|WWTR1|KLF3|FXYD6|ARHGAP23|TINAGL1|NDRG4|ITPKC|MAST4,-4.6,0
1,-7.7,M39066,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HNBML5,,-7.7,2.8,6.7,30230,465,896,38,4.2,0.67,333|862|1113|2039|2104|2785|4661|5099|5101|6091|6092|8165|9705|10133|10297|22983|25876|27324|51308|56776|57468|59269|60676|65009|79169|84444|84530|84969|85463|89796|114800|134637|148398|150864|201191|221914|256714|266727,APLP1|RUNX1T1|CHGA|DMTN|ESRRG|GNG3|MYT1|PCDH7|PCDH9|ROBO1|ROBO2|AKAP1|ST18|OPTN|APC2|MAST1|SPEF1|TOX3|REEP2|FMN2|SLC12A5|HIVEP3|PAPPA2|NDRG4|C1orf35|DOT1L|SRRM4|TOX2|ZC3H12C|NAV1|CCDC85A|ADAT2|SAMD11|FAM117B|SAMD14|GPC2|MAP7D2|MDGA1,-4.5,0
1,-7.4,M39234,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C15 CONNECTING TUBULE,,-7.4,4.1,7.2,30230,171,896,21,2.3,0.51,1946|2104|2122|4286|4300|5099|5101|6938|8496|9760|10413|10529|11030|11278|25937|27324|54806|57619|57630|84441|140733,EFNA5|ESRRG|MECOM|MITF|MLLT3|PCDH7|PCDH9|TCF12|PPFIBP1|TOX|YAP1|NEBL|RBPMS|KLF12|WWTR1|TOX3|AHI1|SHROOM3|SH3RF1|MAML2|MACROD2,-4.3,0
1,-7.3,M39054,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2B,,-7.3,2.8,6.5,30230,440,896,36,4,0.66,361|1501|2077|2824|3014|3400|3707|3955|4052|4288|5978|6660|6764|6925|6934|7145|9289|9388|9759|10413|22997|30812|55872|57348|63827|79006|79834|79848|81628|83987|84441|84629|84631|143282|220296|256643,AQP4|CTNND2|ERF|GPM6B|H2AX|ID4|ITPKB|LFNG|LTBP1|MKI67|REST|SOX5|DENND2B|TCF4|TCF7L2|TNS1|ADGRG1|LIPG|HDAC4|YAP1|IGSF9B|SOX8|PBK|TTYH1|BCAN|METRN|PEAK1|CSPP1|TSC22D4|CCDC8|MAML2|TNRC18|SLITRK2|FGFBP3|HEPACAM|BCLAF3,-4.3,0
1,-7.3,M39053,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2C,,-7.3,3.1,6.7,30230,326,896,30,3.3,0.6,320|361|575|1501|2077|2824|3707|3955|4299|4501|5099|6529|9289|10252|22997|25876|30812|55872|57348|63827|79006|81628|83987|84631|89796|143282|145864|152503|220296|255743,APBA1|AQP4|ADGRB1|CTNND2|ERF|GPM6B|ITPKB|LFNG|AFF1|MT1X|PCDH7|SLC6A1|ADGRG1|SPRY1|IGSF9B|SPEF1|SOX8|PBK|TTYH1|BCAN|METRN|TSC22D4|CCDC8|SLITRK2|NAV1|FGFBP3|HAPLN3|SH3D19|HEPACAM|NPNT,-4.3,0
1,-7,M41745,M1,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE FAP CELLS,,-7,4,6.9,30230,179,896,21,2.3,0.51,715|1163|1634|3479|3489|4060|4267|4311|4653|5118|6281|6383|6387|8425|9547|10252|26471|94031|127435|140606|151887,C1R|CKS1B|DCN|IGF1|IGFBP6|LUM|CD99|MME|MYOC|PCOLCE|S100A10|SDC2|CXCL12|LTBP4|CXCL14|SPRY1|NUPR1|HTRA3|PODN|SELENOM|CCDC80,-4.1,0
1,-6.9,M39040,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 2,,-6.9,3.1,6.5,30230,303,896,28,3.1,0.58,1634|2687|2791|2824|4060|4854|5118|6320|6529|6764|6909|7041|7145|9411|10252|10398|10723|11135|25959|51129|53826|54510|80760|85456|94031|112464|140606|151887,DCN|GGT5|GNG11|GPM6B|LUM|NOTCH3|PCOLCE|CLEC11A|SLC6A1|DENND2B|TBX2|TGFB1I1|TNS1|ARHGAP29|SPRY1|MYL9|SLC12A7|CDC42EP1|KANK2|ANGPTL4|FXYD6|PCDH18|ITIH5|TNKS1BP1|HTRA3|CAVIN3|SELENOM|CCDC80,-4,0
1,-6.7,M39018,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN ENDOTHELIAL,,-6.7,2.9,6.3,30230,365,896,31,3.5,0.61,858|1265|1634|2122|2687|2791|3133|3487|4854|5118|6281|6320|7041|7145|8553|9411|10398|10723|11135|25937|25959|54510|57181|57608|64856|80760|112464|140606|145864|253827|768211,CAV2|CNN2|DCN|MECOM|GGT5|GNG11|HLA-E|IGFBP4|NOTCH3|PCOLCE|S100A10|CLEC11A|TGFB1I1|TNS1|BHLHE40|ARHGAP29|MYL9|SLC12A7|CDC42EP1|WWTR1|KANK2|PCDH18|SLC39A10|JCAD|VWA1|ITIH5|CAVIN3|SELENOM|HAPLN3|MSRB3|RELL1,-3.8,0
1,-6.6,M39056,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL3,,-6.6,2.4,6,30230,574,896,41,4.6,0.7,361|1634|1824|1949|2077|2824|3400|3667|3707|4155|4291|6383|6529|6764|7802|8641|9388|9620|9759|9813|10413|10529|23102|23767|24147|25876|25937|57348|57619|63827|65009|79006|80760|81628|81706|83987|119587|220296|221477|400793|100131187,AQP4|DCN|DSC2|EFNB3|ERF|GPM6B|ID4|IRS1|ITPKB|MBP|MLF1|SDC2|SLC6A1|DENND2B|DNALI1|PCDHGB4|LIPG|CELSR1|HDAC4|EFCAB14|YAP1|NEBL|TBC1D2B|FLRT3|FJX1|SPEF1|WWTR1|TTYH1|SHROOM3|BCAN|NDRG4|METRN|ITIH5|TSC22D4|PPP1R14C|CCDC8|CPXM2|HEPACAM|C6orf89|C1orf226|TSTD1,-3.8,0
1,-6.6,M39069,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HDA2,,-6.6,2.5,6,30230,513,896,38,4.2,0.67,320|333|2039|2044|2785|3479|4062|4661|5126|5218|5662|5980|6091|6092|6383|6457|10133|10653|22983|23506|23767|25978|51155|51308|55553|55859|57670|64375|65009|65055|79169|79870|83636|84530|84969|114800|221914|256714,APBA1|APLP1|DMTN|EPHA5|GNG3|IGF1|LY6H|MYT1|PCSK2|CDK14|PSD|REV3L|ROBO1|ROBO2|SDC2|SH3GL3|OPTN|SPINT2|MAST1|BICRAL|FLRT3|CHMP2B|JPT1|REEP2|SOX6|BEX1|KIAA1549|IKZF4|NDRG4|REEP1|C1orf35|BAALC|C19orf12|SRRM4|TOX2|CCDC85A|GPC2|MAP7D2,-3.7,0
1,-6.5,M39223,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C4 PROXIMAL TUBULE EPITHELIAL CELLS S2,,-6.5,3.8,6.6,30230,176,896,20,2.2,0.49,4810|5218|6938|8496|10082|11030|11278|22871|23331|26037|54901|55553|56977|57619|64084|64097|84441|84909|284058|375449,NHS|CDK14|TCF12|PPFIBP1|GPC6|RBPMS|KLF12|NLGN1|TTC28|SIPA1L1|CDKAL1|SOX6|STOX2|SHROOM3|CLSTN2|EPB41L4A|MAML2|AOPEP|KANSL1|MAST4,-3.7,0
1,-6.3,M39067,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HDA,,-6.3,2.5,5.8,30230,506,896,37,4.1,0.66,333|1113|2039|2044|2785|3479|4062|4703|5662|6091|6092|6457|7737|8165|9498|9723|10133|10602|10653|22983|23301|23506|24147|51308|56977|57468|57549|57636|59269|64084|65055|79169|84530|84969|201191|220965|221914,APLP1|CHGA|DMTN|EPHA5|GNG3|IGF1|LY6H|NEB|PSD|ROBO1|ROBO2|SH3GL3|RNF113A|AKAP1|SLC4A8|SEMA3E|OPTN|CDC42EP3|SPINT2|MAST1|EHBP1|BICRAL|FJX1|REEP2|STOX2|SLC12A5|IGSF9|ARHGAP23|HIVEP3|CLSTN2|REEP1|C1orf35|SRRM4|TOX2|SAMD14|FAM13C|GPC2,-3.5,0
1,-6,M39068,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HDA1,,-6,2.3,5.6,30230,584,896,40,4.5,0.69,320|333|1113|2039|2044|2785|3479|5126|5218|5662|5806|5980|6091|6092|9498|9846|10133|10653|22983|23301|23506|26469|27324|57468|57636|59269|65009|65055|79169|83786|84524|84530|84969|89796|114800|140597|201191|221914|255743|337876,APBA1|APLP1|CHGA|DMTN|EPHA5|GNG3|IGF1|PCSK2|CDK14|PSD|PTX3|REV3L|ROBO1|ROBO2|SLC4A8|GAB2|OPTN|SPINT2|MAST1|EHBP1|BICRAL|PTPN18|TOX3|SLC12A5|ARHGAP23|HIVEP3|NDRG4|REEP1|C1orf35|FRMD8|ZC3H8|SRRM4|TOX2|NAV1|CCDC85A|TCEAL2|SAMD14|GPC2|NPNT|CHSY3,-3.3,0
1,-6,M40167,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL CEREBRUM VASCULAR ENDOTHELIAL CELLS,,-6,2.3,5.6,30230,585,896,40,4.5,0.69,858|1634|1636|1953|2002|2122|2687|3487|4060|4501|4854|5118|5148|6281|6320|6387|6628|6909|7424|9411|10723|11030|11135|23627|25937|51129|51599|54510|57181|57608|64129|64856|79080|80760|85456|94031|112464|148170|340527|389125,CAV2|DCN|ACE|MEGF6|ELK1|MECOM|GGT5|IGFBP4|LUM|MT1X|NOTCH3|PCOLCE|PDE6G|S100A10|CLEC11A|CXCL12|SNRPB|TBX2|VEGFC|ARHGAP29|SLC12A7|RBPMS|CDC42EP1|PRND|WWTR1|ANGPTL4|LSR|PCDH18|SLC39A10|JCAD|TINAGL1|VWA1|CCDC86|ITIH5|TNKS1BP1|HTRA3|CAVIN3|CDC42EP5|NHSL2|MUSTN1,-3.3,0
1,-5.9,M39070,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HNBGABA,,-5.9,2.2,5.4,30230,703,896,45,5,0.73,333|575|862|1113|1953|2039|2044|3479|5099|5101|5126|5662|5980|6091|6092|6457|6792|8165|9723|10133|10653|22871|22983|22986|26039|26469|27245|51286|51308|55243|56776|57468|57690|64375|65009|65055|79169|79870|84530|84969|114800|140597|165215|256714|266727,APLP1|ADGRB1|RUNX1T1|CHGA|MEGF6|DMTN|EPHA5|IGF1|PCDH7|PCDH9|PCSK2|PSD|REV3L|ROBO1|ROBO2|SH3GL3|CDKL5|AKAP1|SEMA3E|OPTN|SPINT2|NLGN1|MAST1|SORCS3|SS18L1|PTPN18|AHDC1|CEND1|REEP2|KIRREL1|FMN2|SLC12A5|TNRC6C|IKZF4|NDRG4|REEP1|C1orf35|BAALC|SRRM4|TOX2|CCDC85A|TCEAL2|FAM171B|MAP7D2|MDGA1,-3.2,0
1,-5.8,M39074,M1,1,0,Cell Type Signatures,7,ZHONG PFC MAJOR TYPES ASTROCYTES,,-5.8,2.8,5.7,30230,325,896,27,3,0.57,361|575|1634|2791|2824|3400|3487|4211|4854|6529|6934|7059|8601|9289|9547|10252|11135|11170|30812|57348|63827|81628|84631|84988|145864|151887|255743,AQP4|ADGRB1|DCN|GNG11|GPM6B|ID4|IGFBP4|MEIS1|NOTCH3|SLC6A1|TCF7L2|THBS3|RGS20|ADGRG1|CXCL14|SPRY1|CDC42EP1|FAM107A|SOX8|TTYH1|BCAN|TSC22D4|SLITRK2|PPP1R16A|HAPLN3|CCDC80|NPNT,-3.1,0
1,-5.5,M39121,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C20 LSECS 3,,-5.5,2.9,5.6,30230,295,896,25,2.8,0.55,665|1026|1454|1948|3383|3680|6925|6934|8496|8553|9411|11170|25937|27125|51129|53826|54434|57636|58191|64129|79834|80271|84969|89796|375449,BNIP3L|CDKN1A|CSNK1E|EFNB2|ICAM1|ITGA9|TCF4|TCF7L2|PPFIBP1|BHLHE40|ARHGAP29|FAM107A|WWTR1|AFF4|ANGPTL4|FXYD6|SSH1|ARHGAP23|CXCL16|TINAGL1|PEAK1|ITPKC|TOX2|NAV1|MAST4,-2.9,0
1,-5.5,M39222,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C3 PROXIMAL TUBULE EPITHELIAL CELLS S1 S2,,-5.5,3.2,5.8,30230,221,896,21,2.3,0.51,173|4311|4810|5125|5218|7145|7227|8496|10082|22871|23051|23112|23301|23331|26037|79848|84909|140733|140890|143884|375449,AFM|MME|NHS|PCSK5|CDK14|TNS1|TRPS1|PPFIBP1|GPC6|NLGN1|ZHX3|TNRC6B|EHBP1|TTC28|SIPA1L1|CSPP1|AOPEP|MACROD2|SREK1|CWF19L2|MAST4,-2.9,0
1,-5.5,M41675,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ADVENTITIAL FIBROBLAST CELL,,-5.5,2.8,5.6,30230,296,896,25,2.8,0.55,715|730|972|1634|2619|3479|3487|3489|4060|4653|4969|5118|5806|6001|6281|6387|6747|8425|9547|25987|57333|94031|119587|127435|151887,C1R|C7|CD74|DCN|GAS1|IGF1|IGFBP4|IGFBP6|LUM|MYOC|OGN|PCOLCE|PTX3|RGS10|S100A10|CXCL12|SSR3|LTBP4|CXCL14|TSKU|RCN3|HTRA3|CPXM2|PODN|CCDC80,-2.9,0
