Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Transcription Factor Targets,16,M30363,ZNF596 TARGET GENES,,-7.1,2.4,6.2,30230,656,896,46,5.1,0.74,605|607|2122|2737|4211|4300|5099|5101|5980|6660|6925|6934|7200|7227|8601|8861|9139|10220|10413|23112|26037|30812|51070|51562|55225|56987|57150|57509|59269|64856|79047|80789|81628|83636|84441|85379|90378|126374|143282|151987|152485|157697|165215|201191|266727|284058,BCL7A|BCL9|MECOM|GLI3|MEIS1|MLLT3|PCDH7|PCDH9|REV3L|SOX5|TCF4|TCF7L2|TRH|TRPS1|RGS20|LDB1|CBFA2T2|GDF11|YAP1|TNRC6B|SIPA1L1|SOX8|NOSIP|MBIP|RAVER2|BBX|SMIM8|MTUS1|HIVEP3|VWA1|KCTD15|INTS5|TSC22D4|C19orf12|MAML2|KIAA1671|SAMD1|WTIP|FGFBP3|PPP4R2|ZNF827|ERICH1|FAM171B|SAMD14|MDGA1|KANSL1,-4.1,MyList
Cell Type Signatures,7,M41745,RUBENSTEIN SKELETAL MUSCLE FAP CELLS,,-7,4,6.9,30230,179,896,21,2.3,0.51,715|1163|1634|3479|3489|4060|4267|4311|4653|5118|6281|6383|6387|8425|9547|10252|26471|94031|127435|140606|151887,C1R|CKS1B|DCN|IGF1|IGFBP6|LUM|CD99|MME|MYOC|PCOLCE|S100A10|SDC2|CXCL12|LTBP4|CXCL14|SPRY1|NUPR1|HTRA3|PODN|SELENOM|CCDC80,-4.1,MyList
Transcription Factor Targets,16,M10498,TGCGCANK UNKNOWN,,-7,2.5,6.2,30230,554,896,41,4.6,0.7,605|607|770|1164|3479|3622|5099|5126|5662|5782|8926|9500|9611|9854|10179|11143|11201|25792|25978|27125|29903|54901|55122|55228|55975|56100|57337|57468|57496|81565|83546|84524|84909|114928|114984|116224|124790|160760|162427|163126|345757,BCL7A|BCL9|CA11|CKS2|IGF1|ING2|PCDH7|PCSK2|PSD|PTPN12|SNURF|MAGED1|NCOR1|C2CD2L|RBM7|KAT7|POLI|CIZ1|CHMP2B|AFF4|CCDC106|CDKAL1|AKIRIN2|PNMA8A|KLHL7|PCDHGB6|SENP7|SLC12A5|MRTFB|NDEL1|RTBDN|ZC3H8|AOPEP|GPRASP2|FLYWCH2|PABIR1|HEXIM2|PPTC7|RETREG3|EID2|FAM174A,-4.1,MyList
Cell Type Signatures,7,M39040,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 2,,-6.9,3.1,6.5,30230,303,896,28,3.1,0.58,1634|2687|2791|2824|4060|4854|5118|6320|6529|6764|6909|7041|7145|9411|10252|10398|10723|11135|25959|51129|53826|54510|80760|85456|94031|112464|140606|151887,DCN|GGT5|GNG11|GPM6B|LUM|NOTCH3|PCOLCE|CLEC11A|SLC6A1|DENND2B|TBX2|TGFB1I1|TNS1|ARHGAP29|SPRY1|MYL9|SLC12A7|CDC42EP1|KANK2|ANGPTL4|FXYD6|PCDH18|ITIH5|TNKS1BP1|HTRA3|CAVIN3|SELENOM|CCDC80,-4,MyList
Cell Type Signatures,7,M39018,FAN EMBRYONIC CTX BIG GROUPS BRAIN ENDOTHELIAL,,-6.7,2.9,6.3,30230,365,896,31,3.5,0.61,858|1265|1634|2122|2687|2791|3133|3487|4854|5118|6281|6320|7041|7145|8553|9411|10398|10723|11135|25937|25959|54510|57181|57608|64856|80760|112464|140606|145864|253827|768211,CAV2|CNN2|DCN|MECOM|GGT5|GNG11|HLA-E|IGFBP4|NOTCH3|PCOLCE|S100A10|CLEC11A|TGFB1I1|TNS1|BHLHE40|ARHGAP29|MYL9|SLC12A7|CDC42EP1|WWTR1|KANK2|PCDH18|SLC39A10|JCAD|VWA1|ITIH5|CAVIN3|SELENOM|HAPLN3|MSRB3|RELL1,-3.8,MyList
Transcription Factor Targets,16,M15128,CDPCR3HD 01,,-6.7,3.4,6.5,30230,238,896,24,2.7,0.54,862|1307|2122|3622|4211|4661|6091|6281|6660|6777|6934|9139|11117|22807|51199|55122|57468|64084|79035|79365|124790|152485|255743|257397,RUNX1T1|COL16A1|MECOM|ING2|MEIS1|MYT1|ROBO1|S100A10|SOX5|STAT5B|TCF7L2|CBFA2T2|EMILIN1|IKZF2|NIN|AKIRIN2|SLC12A5|CLSTN2|NABP2|BHLHE41|HEXIM2|ZNF827|NPNT|TAB3,-3.8,MyList
Transcription Factor Targets,16,M9955,TGAYRTCA ATF3 Q6,,-6.7,2.5,6,30230,549,896,40,4.5,0.69,665|972|2785|2824|3479|4052|4286|4661|4772|5126|6764|6882|8220|8496|9139|9607|9846|9956|10150|10252|10529|23767|27125|30850|51271|54806|58191|65056|79080|79169|79848|79884|84070|84530|84872|93380|112752|114928|317781|345757,BNIP3L|CD74|GNG3|GPM6B|IGF1|LTBP1|MITF|MYT1|NFATC1|PCSK2|DENND2B|TAF11|ESS2|PPFIBP1|CBFA2T2|CARTPT|GAB2|HS3ST2|MBNL2|SPRY1|NEBL|FLRT3|AFF4|CDR2L|UBAP1|AHI1|CXCL16|GPBP1|CCDC86|C1orf35|CSPP1|MAP9|FAM186B|SRRM4|ZC3H10|MMGT1|IFT43|GPRASP2|DDX51|FAM174A,-3.8,MyList
DisGeNET,35,C0206682,Follicular thyroid carcinoma,,-6.6,3.1,6.3,30230,293,896,27,3,0.57,664|858|1028|1636|2067|2158|2662|2719|3014|3082|3383|3489|4288|4854|4969|5126|6281|6387|6692|7424|7903|10631|10653|26471|51129|80774|94031,BNIP3|CAV2|CDKN1C|ACE|ERCC1|F9|GDF10|GPC3|H2AX|HGF|ICAM1|IGFBP6|MKI67|NOTCH3|OGN|PCSK2|S100A10|CXCL12|SPINT1|VEGFC|ST8SIA4|POSTN|SPINT2|NUPR1|ANGPTL4|LIMD2|HTRA3,-3.8,MyList
Transcription Factor Targets,16,M10143,CREL 01,,-6.6,3.3,6.4,30230,257,896,25,2.8,0.55,320|972|1307|2869|3082|3383|4286|5126|6281|6660|6934|7030|10318|11143|23368|55589|55815|57513|57575|65056|80271|81558|84335|84441|404093,APBA1|CD74|COL16A1|GRK5|HGF|ICAM1|MITF|PCSK2|S100A10|SOX5|TCF7L2|TFE3|TNIP1|KAT7|PPP1R13B|BMP2K|TSNAXIP1|CASKIN2|PCDH10|GPBP1|ITPKC|FAM117A|AKT1S1|MAML2|CUEDC1,-3.8,MyList
Transcription Factor Targets,16,M17925,MGGAAGTG GABP B,,-6.6,2.2,5.8,30230,771,896,50,5.6,0.77,1163|2067|2077|3622|4286|4885|5099|5782|6047|6464|6882|6938|7030|7136|7270|7456|8658|9500|9530|9846|9854|10489|10524|11276|23518|25921|27086|51132|51599|54552|55589|55850|56181|57649|65124|65980|79159|79884|80774|80817|81706|83590|84872|84909|112942|124565|129685|144108|219654|283899,CKS1B|ERCC1|ERF|ING2|MITF|NPTX2|PCDH7|PTPN12|RNF4|SHC1|TAF11|TCF12|TFE3|TNNI2|TTF1|WIPF1|TNKS|MAGED1|BAG4|GAB2|C2CD2L|LRRC41|KAT5|SYNRG|R3HDM1|ZDHHC5|FOXP1|RLIM|LSR|GNL3L|BMP2K|USE1|MTFR1L|PHF12|SOWAHC|BRD9|NOL12|MAP9|LIMD2|CEP44|PPP1R14C|TMUB1|ZC3H10|AOPEP|CFAP36|SLC38A10|TAF8|SPTY2D1|ZCCHC24|INO80E,-3.8,MyList
Transcription Factor Targets,16,M133,TCF11 01,,-6.6,3.3,6.4,30230,258,896,25,2.8,0.55,595|4286|4335|4661|5076|5125|5126|7319|7739|9500|9846|9956|10150|10749|11276|23239|51132|55122|57555|80303|84631|127733|151887|219541|340719,CCND1|MITF|MNT|MYT1|PAX2|PCSK5|PCSK2|UBE2A|ZNF185|MAGED1|GAB2|HS3ST2|MBNL2|KIF1C|SYNRG|PHLPP1|RLIM|AKIRIN2|NLGN2|EFHD1|SLITRK2|UBXN10|CCDC80|MED19|NANOS1,-3.8,MyList
Cell Type Signatures,7,M39056,MANNO MIDBRAIN NEUROTYPES HRGL3,,-6.6,2.4,6,30230,574,896,41,4.6,0.7,361|1634|1824|1949|2077|2824|3400|3667|3707|4155|4291|6383|6529|6764|7802|8641|9388|9620|9759|9813|10413|10529|23102|23767|24147|25876|25937|57348|57619|63827|65009|79006|80760|81628|81706|83987|119587|220296|221477|400793|100131187,AQP4|DCN|DSC2|EFNB3|ERF|GPM6B|ID4|IRS1|ITPKB|MBP|MLF1|SDC2|SLC6A1|DENND2B|DNALI1|PCDHGB4|LIPG|CELSR1|HDAC4|EFCAB14|YAP1|NEBL|TBC1D2B|FLRT3|FJX1|SPEF1|WWTR1|TTYH1|SHROOM3|BCAN|NDRG4|METRN|ITIH5|TSC22D4|PPP1R14C|CCDC8|CPXM2|HEPACAM|C6orf89|C1orf226|TSTD1,-3.8,MyList
Transcription Factor Targets,16,M572,TGCCAAR NF1 Q6,,-6.6,2.2,5.9,30230,727,896,48,5.4,0.75,862|2044|2104|2122|3082|3270|3489|3667|4286|4634|4734|4969|5076|5099|6091|6769|6925|7227|7799|8660|9139|9547|9846|10602|10631|11117|11278|22807|23767|25978|54629|54751|56478|64856|81572|81849|84254|84285|112752|119587|127435|160760|200186|340719|348980|375449|401474|404093,RUNX1T1|EPHA5|ESRRG|MECOM|HGF|HRC|IGFBP6|IRS1|MITF|MYL3|NEDD4|OGN|PAX2|PCDH7|ROBO1|STAC|TCF4|TRPS1|PRDM2|IRS2|CBFA2T2|CXCL14|GAB2|CDC42EP3|POSTN|EMILIN1|KLF12|IKZF2|FLRT3|CHMP2B|MINDY2|FBLIM1|EIF4ENIF1|VWA1|PDRG1|ST6GALNAC5|CAMKK1|EIF1AD|IFT43|CPXM2|PODN|PPTC7|CRTC2|NANOS1|HCN1|MAST4|SAMD12|CUEDC1,-3.8,MyList
Transcription Factor Targets,16,M2315,NFKAPPAB65 01,,-6.6,3.4,6.4,30230,241,896,24,2.7,0.54,1307|1824|2869|3383|4286|4793|5126|6660|7030|10318|11143|23368|55589|55815|57513|57575|58191|65056|80271|81558|84335|84441|93643|404093,COL16A1|DSC2|GRK5|ICAM1|MITF|NFKBIB|PCSK2|SOX5|TFE3|TNIP1|KAT7|PPP1R13B|BMP2K|TSNAXIP1|CASKIN2|PCDH10|CXCL16|GPBP1|ITPKC|FAM117A|AKT1S1|MAML2|TJAP1|CUEDC1,-3.8,MyList
Cell Type Signatures,7,M39069,MANNO MIDBRAIN NEUROTYPES HDA2,,-6.6,2.5,6,30230,513,896,38,4.2,0.67,320|333|2039|2044|2785|3479|4062|4661|5126|5218|5662|5980|6091|6092|6383|6457|10133|10653|22983|23506|23767|25978|51155|51308|55553|55859|57670|64375|65009|65055|79169|79870|83636|84530|84969|114800|221914|256714,APBA1|APLP1|DMTN|EPHA5|GNG3|IGF1|LY6H|MYT1|PCSK2|CDK14|PSD|REV3L|ROBO1|ROBO2|SDC2|SH3GL3|OPTN|SPINT2|MAST1|BICRAL|FLRT3|CHMP2B|JPT1|REEP2|SOX6|BEX1|KIAA1549|IKZF4|NDRG4|REEP1|C1orf35|BAALC|C19orf12|SRRM4|TOX2|CCDC85A|GPC2|MAP7D2,-3.7,MyList
Cell Type Signatures,7,M39223,LAKE ADULT KIDNEY C4 PROXIMAL TUBULE EPITHELIAL CELLS S2,,-6.5,3.8,6.6,30230,176,896,20,2.2,0.49,4810|5218|6938|8496|10082|11030|11278|22871|23331|26037|54901|55553|56977|57619|64084|64097|84441|84909|284058|375449,NHS|CDK14|TCF12|PPFIBP1|GPC6|RBPMS|KLF12|NLGN1|TTC28|SIPA1L1|CDKAL1|SOX6|STOX2|SHROOM3|CLSTN2|EPB41L4A|MAML2|AOPEP|KANSL1|MAST4,-3.7,MyList
Transcription Factor Targets,16,M19671,TEF Q6,,-6.5,3.2,6.3,30230,262,896,25,2.8,0.55,595|1454|2077|3479|4734|4756|4885|6091|6489|6881|10602|11276|11278|22807|27086|27338|51199|56548|59269|64111|81572|84631|90355|116224|146059,CCND1|CSNK1E|ERF|IGF1|NEDD4|NEO1|NPTX2|ROBO1|ST8SIA1|TAF10|CDC42EP3|SYNRG|KLF12|IKZF2|FOXP1|UBE2S|NIN|CHST7|HIVEP3|NPVF|PDRG1|SLITRK2|MACIR|PABIR1|CDAN1,-3.7,MyList
Transcription Factor Targets,16,M30266,ZNF16 TARGET GENES,,-6.4,5.7,7.2,30230,77,896,13,1.5,0.4,166|1307|2067|7942|8658|9289|10297|10362|10501|25959|29997|55095|284058,TLE5|COL16A1|ERCC1|TFEB|TNKS|ADGRG1|APC2|HMG20B|SEMA6B|KANK2|NOP53|SAMD4B|KANSL1,-3.6,MyList
Transcription Factor Targets,16,M19327,CDC5 01,,-6.4,3.2,6.2,30230,266,896,25,2.8,0.55,1307|2104|2719|2737|3707|5076|5098|6096|6239|7227|10602|11117|11278|27086|59269|64111|65009|79047|83444|84631|116224|136647|140890|152485|100131755,COL16A1|ESRRG|GPC3|GLI3|ITPKB|PAX2|PCDHGC3|RORB|RREB1|TRPS1|CDC42EP3|EMILIN1|KLF12|FOXP1|HIVEP3|NPVF|NDRG4|KCTD15|INO80B|SLITRK2|PABIR1|MPLKIP|SREK1|ZNF827|ARMCX4,-3.6,MyList
Transcription Factor Targets,16,M574,RSRFC4 01,,-6.3,3.3,6.2,30230,249,896,24,2.7,0.54,664|1501|3667|4634|4734|5101|6660|6769|7136|7227|8233|9607|9734|10150|10602|26037|27086|56849|57150|81558|81849|83546|131377|147339,BNIP3|CTNND2|IRS1|MYL3|NEDD4|PCDH9|SOX5|STAC|TNNI2|TRPS1|ZRSR2|CARTPT|HDAC9|MBNL2|CDC42EP3|SIPA1L1|FOXP1|TCEAL7|SMIM8|FAM117A|ST6GALNAC5|RTBDN|KLHL40|ARK2N,-3.5,MyList
Transcription Factor Targets,16,M30272,ZNF197 TARGET GENES,,-6.3,2.3,5.7,30230,655,896,44,4.9,0.72,71|166|550|822|862|1389|4286|6522|6777|9712|9846|10489|11143|22807|23239|27297|29997|50485|51070|51244|54487|54629|54806|55122|55139|55311|55815|55850|57512|57649|58506|64375|79005|81558|83892|91272|146206|146542|200186|221477|254102|284018|388695|105372481,ACTG1|TLE5|AUP1|CAPG|RUNX1T1|CREBL2|MITF|SLC4A2|STAT5B|USP6NL|GAB2|LRRC41|KAT7|IKZF2|PHLPP1|CRCP|NOP53|SMARCAL1|NOSIP|CCDC174|DGCR8|MINDY2|AHI1|AKIRIN2|ANKZF1|ZNF444|TSNAXIP1|USE1|GPR158|PHF12|SCAF1|IKZF4|SCNM1|FAM117A|KCTD10|BOD1|CARMIL2|ZNF688|CRTC2|C6orf89|EHBP1L1|C17orf58|LYSMD1|ERVK3-1,-3.5,MyList
Cell Type Signatures,7,M39067,MANNO MIDBRAIN NEUROTYPES HDA,,-6.3,2.5,5.8,30230,506,896,37,4.1,0.66,333|1113|2039|2044|2785|3479|4062|4703|5662|6091|6092|6457|7737|8165|9498|9723|10133|10602|10653|22983|23301|23506|24147|51308|56977|57468|57549|57636|59269|64084|65055|79169|84530|84969|201191|220965|221914,APLP1|CHGA|DMTN|EPHA5|GNG3|IGF1|LY6H|NEB|PSD|ROBO1|ROBO2|SH3GL3|RNF113A|AKAP1|SLC4A8|SEMA3E|OPTN|CDC42EP3|SPINT2|MAST1|EHBP1|BICRAL|FJX1|REEP2|STOX2|SLC12A5|IGSF9|ARHGAP23|HIVEP3|CLSTN2|REEP1|C1orf35|SRRM4|TOX2|SAMD14|FAM13C|GPC2,-3.5,MyList
Transcription Factor Targets,16,M29900,BANP TARGET GENES,,-6.2,2.2,5.6,30230,748,896,48,5.4,0.75,904|1163|3046|3297|5564|6464|7087|7322|8165|9857|10067|11215|23518|25901|25921|26009|26037|50485|51720|54532|54906|54908|55798|55957|56181|57017|57179|57337|57649|63906|63943|65056|65124|81572|83546|83640|84285|84335|84946|116224|116840|129138|144108|152485|159195|221477|252983|257397,CCNT1|CKS1B|HBE1|HSF1|PRKAB1|SHC1|ICAM5|UBE2D2|AKAP1|CEP350|SCAMP3|AKAP11|R3HDM1|CCDC28A|ZDHHC5|ZZZ3|SIPA1L1|SMARCAL1|UIMC1|USP53|TASOR2|SPDL1|METTL2B|LIN37|MTFR1L|COQ9|KIAA1191|SENP7|PHF12|GPATCH3|FKBPL|GPBP1|SOWAHC|PDRG1|RTBDN|RAMAC|EIF1AD|AKT1S1|LTV1|PABIR1|CNTROB|ANKRD54|SPTY2D1|ZNF827|USP54|C6orf89|STXBP4|TAB3,-3.5,MyList
Transcription Factor Targets,16,M18169,YATGNWAAT OCT C,,-6.2,2.8,5.9,30230,367,896,30,3.3,0.6,595|1634|2049|3621|4734|4848|4885|5218|5978|6457|6660|6925|7227|9139|9388|9734|9854|10150|27086|27338|51199|57509|59269|79777|81558|84335|90187|126299|151887|220296,CCND1|DCN|EPHB3|ING1|NEDD4|CNOT2|NPTX2|CDK14|REST|SH3GL3|SOX5|TCF4|TRPS1|CBFA2T2|LIPG|HDAC9|C2CD2L|MBNL2|FOXP1|UBE2S|NIN|MTUS1|HIVEP3|ACBD4|FAM117A|AKT1S1|EMILIN3|ZNF428|CCDC80|HEPACAM,-3.4,MyList
Transcription Factor Targets,16,M17420,WGGAATGY TEF1 Q6,,-6.2,2.7,5.9,30230,387,896,31,3.5,0.61,1163|1949|3489|4300|4335|4734|4917|5978|6464|6764|8496|8510|9411|10150|10749|10849|11135|51286|54462|57468|57630|57649|64111|64129|64285|84337|84872|89884|93380|112464|152485,CKS1B|EFNB3|IGFBP6|MLLT3|MNT|NEDD4|NTN3|REST|SHC1|DENND2B|PPFIBP1|MMP23B|ARHGAP29|MBNL2|KIF1C|POLR1G|CDC42EP1|CEND1|CCSER2|SLC12A5|SH3RF1|PHF12|NPVF|TINAGL1|RHBDF1|ELOF1|ZC3H10|LHX4|MMGT1|CAVIN3|ZNF827,-3.4,MyList
Transcription Factor Targets,16,M3799,CIZ 01,,-6.2,3.2,6.1,30230,254,896,24,2.7,0.54,361|595|607|822|1307|1946|3321|5099|6925|11278|22807|23767|51177|51244|54462|54785|57715|64111|79035|81849|84631|85456|90861|257397,AQP4|CCND1|BCL9|CAPG|COL16A1|EFNA5|IGSF3|PCDH7|TCF4|KLF12|IKZF2|FLRT3|PLEKHO1|CCDC174|CCSER2|BORCS6|SEMA4G|NPVF|NABP2|ST6GALNAC5|SLITRK2|TNKS1BP1|JPT2|TAB3,-3.4,MyList
Transcription Factor Targets,16,M7691,CATTGTYY SOX9 B1,,-6.2,2.8,5.9,30230,368,896,30,3.3,0.6,1026|1979|2791|2869|2961|3479|4155|4211|4286|4634|4854|5126|5782|6239|6660|6925|7554|8751|9139|9734|10018|10749|23301|30850|51155|54510|55596|89796|220965|221914,CDKN1A|EIF4EBP2|GNG11|GRK5|GTF2E2|IGF1|MBP|MEIS1|MITF|MYL3|NOTCH3|PCSK2|PTPN12|RREB1|SOX5|TCF4|ZNF8|ADAM15|CBFA2T2|HDAC9|BCL2L11|KIF1C|EHBP1|CDR2L|JPT1|PCDH18|ZCCHC8|NAV1|FAM13C|GPC2,-3.4,MyList
Transcription Factor Targets,16,M17712,WGTTNNNNNAAA UNKNOWN,,-6.1,2.4,5.7,30230,554,896,39,4.4,0.68,460|862|1026|1634|2104|2122|3489|4216|4286|4969|5099|5101|5218|6239|6281|6792|6925|8861|9734|9854|23528|23635|25876|51274|54462|54487|54510|59269|65056|80271|81572|84631|84969|90488|112942|127733|140890|152485|256643,ASTN1|RUNX1T1|CDKN1A|DCN|ESRRG|MECOM|IGFBP6|MAP3K4|MITF|OGN|PCDH7|PCDH9|CDK14|RREB1|S100A10|CDKL5|TCF4|LDB1|HDAC9|C2CD2L|ZNF281|SSBP2|SPEF1|KLF3|CCSER2|DGCR8|PCDH18|HIVEP3|GPBP1|ITPKC|PDRG1|SLITRK2|TOX2|TMEM263|CFAP36|UBXN10|SREK1|ZNF827|BCLAF3,-3.4,MyList
Transcription Factor Targets,16,M7023,CRX Q4,,-6.1,3.1,6,30230,274,896,25,2.8,0.55,629|1611|2104|3321|4052|4211|4756|5098|6777|6934|7138|9607|22871|23528|23635|26103|55122|57117|57468|57804|65056|116224|127733|148398|266727,CFB|DAP|ESRRG|IGSF3|LTBP1|MEIS1|NEO1|PCDHGC3|STAT5B|TCF7L2|TNNT1|CARTPT|NLGN1|ZNF281|SSBP2|LRIT1|AKIRIN2|INTS12|SLC12A5|POLD4|GPBP1|PABIR1|UBXN10|SAMD11|MDGA1,-3.4,MyList
Transcription Factor Targets,16,M7477,AP1 Q2 01,,-6.1,3.1,6,30230,274,896,25,2.8,0.55,1026|4286|5101|6925|6938|7030|8165|8751|9547|9846|9854|10529|10849|11030|11155|11278|23054|57094|57512|64129|64285|80271|81565|131377|284996,CDKN1A|MITF|PCDH9|TCF4|TCF12|TFE3|AKAP1|ADAM15|CXCL14|GAB2|C2CD2L|NEBL|POLR1G|RBPMS|LDB3|KLF12|NCOA6|CPA6|GPR158|TINAGL1|RHBDF1|ITPKC|NDEL1|KLHL40|RNF149,-3.4,MyList
Transcription Factor Targets,16,M217,VDR Q6,,-6.1,3.1,6,30230,276,896,25,2.8,0.55,575|770|862|2104|3400|4335|4661|4756|6660|6909|6938|7703|9989|10524|10749|22807|25978|55033|57512|57555|57591|65056|81572|114984|146542,ADGRB1|CA11|RUNX1T1|ESRRG|ID4|MNT|MYT1|NEO1|SOX5|TBX2|TCF12|PCGF2|PPP4R1|KAT5|KIF1C|IKZF2|CHMP2B|FKBP14|GPR158|NLGN2|MRTFA|GPBP1|PDRG1|FLYWCH2|ZNF688,-3.4,MyList
Cell Type Signatures,7,M39068,MANNO MIDBRAIN NEUROTYPES HDA1,,-6,2.3,5.6,30230,584,896,40,4.5,0.69,320|333|1113|2039|2044|2785|3479|5126|5218|5662|5806|5980|6091|6092|9498|9846|10133|10653|22983|23301|23506|26469|27324|57468|57636|59269|65009|65055|79169|83786|84524|84530|84969|89796|114800|140597|201191|221914|255743|337876,APBA1|APLP1|CHGA|DMTN|EPHA5|GNG3|IGF1|PCSK2|CDK14|PSD|PTX3|REV3L|ROBO1|ROBO2|SLC4A8|GAB2|OPTN|SPINT2|MAST1|EHBP1|BICRAL|PTPN18|TOX3|SLC12A5|ARHGAP23|HIVEP3|NDRG4|REEP1|C1orf35|FRMD8|ZC3H8|SRRM4|TOX2|NAV1|CCDC85A|TCEAL2|SAMD14|GPC2|NPNT|CHSY3,-3.3,MyList
Transcription Factor Targets,16,M6325,SMAD3 Q6,,-6,3.2,6,30230,242,896,23,2.6,0.53,1026|2104|2719|4052|4211|4661|5076|6522|6764|9956|11346|27086|51132|51199|55243|57179|57555|79047|79365|80774|81558|81849|283149,CDKN1A|ESRRG|GPC3|LTBP1|MEIS1|MYT1|PAX2|SLC4A2|DENND2B|HS3ST2|SYNPO|FOXP1|RLIM|NIN|KIRREL1|KIAA1191|NLGN2|KCTD15|BHLHE41|LIMD2|FAM117A|ST6GALNAC5|BCL9L,-3.3,MyList
Cell Type Signatures,7,M40167,DESCARTES FETAL CEREBRUM VASCULAR ENDOTHELIAL CELLS,,-6,2.3,5.6,30230,585,896,40,4.5,0.69,858|1634|1636|1953|2002|2122|2687|3487|4060|4501|4854|5118|5148|6281|6320|6387|6628|6909|7424|9411|10723|11030|11135|23627|25937|51129|51599|54510|57181|57608|64129|64856|79080|80760|85456|94031|112464|148170|340527|389125,CAV2|DCN|ACE|MEGF6|ELK1|MECOM|GGT5|IGFBP4|LUM|MT1X|NOTCH3|PCOLCE|PDE6G|S100A10|CLEC11A|CXCL12|SNRPB|TBX2|VEGFC|ARHGAP29|SLC12A7|RBPMS|CDC42EP1|PRND|WWTR1|ANGPTL4|LSR|PCDH18|SLC39A10|JCAD|TINAGL1|VWA1|CCDC86|ITIH5|TNKS1BP1|HTRA3|CAVIN3|CDC42EP5|NHSL2|MUSTN1,-3.3,MyList
Cell Type Signatures,7,M39070,MANNO MIDBRAIN NEUROTYPES HNBGABA,,-5.9,2.2,5.4,30230,703,896,45,5,0.73,333|575|862|1113|1953|2039|2044|3479|5099|5101|5126|5662|5980|6091|6092|6457|6792|8165|9723|10133|10653|22871|22983|22986|26039|26469|27245|51286|51308|55243|56776|57468|57690|64375|65009|65055|79169|79870|84530|84969|114800|140597|165215|256714|266727,APLP1|ADGRB1|RUNX1T1|CHGA|MEGF6|DMTN|EPHA5|IGF1|PCDH7|PCDH9|PCSK2|PSD|REV3L|ROBO1|ROBO2|SH3GL3|CDKL5|AKAP1|SEMA3E|OPTN|SPINT2|NLGN1|MAST1|SORCS3|SS18L1|PTPN18|AHDC1|CEND1|REEP2|KIRREL1|FMN2|SLC12A5|TNRC6C|IKZF4|NDRG4|REEP1|C1orf35|BAALC|SRRM4|TOX2|CCDC85A|TCEAL2|FAM171B|MAP7D2|MDGA1,-3.2,MyList
Transcription Factor Targets,16,M2528,S8 01,,-5.8,3.1,5.9,30230,247,896,23,2.6,0.53,862|1946|1949|4211|4286|4661|4756|5116|5564|6096|6239|6660|8233|8708|8805|9547|11276|27086|57509|57555|64084|79047|84988,RUNX1T1|EFNA5|EFNB3|MEIS1|MITF|MYT1|NEO1|PCNT|PRKAB1|RORB|RREB1|SOX5|ZRSR2|B3GALT1|TRIM24|CXCL14|SYNRG|FOXP1|MTUS1|NLGN2|CLSTN2|KCTD15|PPP1R16A,-3.2,MyList
Transcription Factor Targets,16,M5320,HIF1 Q5,,-5.8,3.1,5.9,30230,249,896,23,2.6,0.53,1611|2049|2077|2824|4052|5662|6529|10018|10179|22807|22986|23239|25987|26009|57468|57649|65078|79365|84444|91289|140606|152485|153222,DAP|EPHB3|ERF|GPM6B|LTBP1|PSD|SLC6A1|BCL2L11|RBM7|IKZF2|SORCS3|PHLPP1|TSKU|ZZZ3|SLC12A5|PHF12|RTN4R|BHLHE41|DOT1L|LMF2|SELENOM|ZNF827|CREBRF,-3.1,MyList
Cell Type Signatures,7,M39074,ZHONG PFC MAJOR TYPES ASTROCYTES,,-5.8,2.8,5.7,30230,325,896,27,3,0.57,361|575|1634|2791|2824|3400|3487|4211|4854|6529|6934|7059|8601|9289|9547|10252|11135|11170|30812|57348|63827|81628|84631|84988|145864|151887|255743,AQP4|ADGRB1|DCN|GNG11|GPM6B|ID4|IGFBP4|MEIS1|NOTCH3|SLC6A1|TCF7L2|THBS3|RGS20|ADGRG1|CXCL14|SPRY1|CDC42EP1|FAM107A|SOX8|TTYH1|BCAN|TSC22D4|SLITRK2|PPP1R16A|HAPLN3|CCDC80|NPNT,-3.1,MyList
Transcription Factor Targets,16,M16722,MYB Q5 01,,-5.7,3,5.8,30230,269,896,24,2.7,0.54,862|2104|2785|2869|4052|4717|4900|5101|5116|5218|6239|6660|6938|11278|23635|27125|27291|56890|81565|84070|84969|126526|200186|348980,RUNX1T1|ESRRG|GNG3|GRK5|LTBP1|NDUFC1|NRGN|PCDH9|PCNT|CDK14|RREB1|SOX5|TCF12|KLF12|SSBP2|AFF4|R3HCC1L|SAXO6|NDEL1|FAM186B|TOX2|C19orf47|CRTC2|HCN1,-3.1,MyList
Transcription Factor Targets,16,M12637,FREAC3 01,,-5.5,3,5.7,30230,257,896,23,2.6,0.53,607|862|1026|1028|1389|1634|1946|1979|2104|4286|4734|6457|6934|7087|10150|23239|65056|84335|84631|84872|94137|256643|284018,BCL9|RUNX1T1|CDKN1A|CDKN1C|CREBL2|DCN|EFNA5|EIF4EBP2|ESRRG|MITF|NEDD4|SH3GL3|TCF7L2|ICAM5|MBNL2|PHLPP1|GPBP1|AKT1S1|SLITRK2|ZC3H10|RP1L1|BCLAF3|C17orf58,-2.9,MyList
