_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.6,C0240379,M1,1,0,DisGeNET,35,Open mouth (finding),,-4.6,4.2,5.5,30230,96,896,12,1.3,0.38,5980|6660|6925|6942|8220|9326|27086|51244|54487|54806|65062|284058,REV3L|SOX5|TCF4|TCF20|ESS2|ZNHIT3|FOXP1|CCDC174|DGCR8|AHI1|TMEM237|KANSL1,-2.2,0
1,-4.5,C0018818,M1,1,0,DisGeNET,35,Ventricular Septal Defects,,-4.5,2.3,4.7,30230,426,896,29,3.2,0.59,2719|2737|2961|3479|4772|4854|5076|5125|6091|6239|6628|6792|6909|7044|7319|7424|7737|8220|8772|9723|10082|10413|51244|54487|54539|54806|56006|136647|284058,GPC3|GLI3|GTF2E2|IGF1|NFATC1|NOTCH3|PAX2|PCSK5|ROBO1|RREB1|SNRPB|CDKL5|TBX2|LEFTY2|UBE2A|VEGFC|RNF113A|ESS2|FADD|SEMA3E|GPC6|YAP1|CCDC174|DGCR8|NDUFB11|AHI1|SMG9|MPLKIP|KANSL1,-2.1,0
1,-4.5,C0002793,M1,1,0,DisGeNET,35,Anaplasia,,-4.5,2.1,4.6,30230,538,896,34,3.8,0.64,595|607|1028|1311|1634|2158|3082|3383|3400|3479|3667|4267|4286|4288|4311|4854|5076|6660|6692|6696|6934|7270|7942|8751|8861|10220|10413|10631|25937|54507|84444|84939|283149|400566,CCND1|BCL9|CDKN1C|COMP|DCN|F9|HGF|ICAM1|ID4|IGF1|IRS1|CD99|MITF|MKI67|MME|NOTCH3|PAX2|SOX5|SPINT1|SPP1|TCF7L2|TTF1|TFEB|ADAM15|LDB1|GDF11|YAP1|POSTN|WWTR1|ADAMTSL4|DOT1L|PWWP3A|BCL9L|LIAT1,-2.1,0
1,-4.4,C1849367,M1,1,0,DisGeNET,35,Nasal bridge wide,,-4.4,2.3,4.7,30230,429,896,29,3.2,0.59,71|1501|1947|2067|2073|2719|2737|4286|4750|5116|5148|6239|6660|6925|7136|7227|8425|10082|27086|51132|51322|54539|54806|55975|56006|57670|84140|114928|768206,ACTG1|CTNND2|EFNB1|ERCC1|ERCC5|GPC3|GLI3|MITF|NEK1|PCNT|PDE6G|RREB1|SOX5|TCF4|TNNI2|TRPS1|LTBP4|GPC6|FOXP1|RLIM|WAC|NDUFB11|AHI1|KLHL7|SMG9|KIAA1549|FAM161A|GPRASP2|PRCD,-2.1,0
1,-4.3,C0040420,M1,1,0,DisGeNET,35,Tonometry,,-4.3,2.9,4.9,30230,206,896,18,2,0.47,858|2122|2147|4052|4734|5125|6925|6934|7060|7145|7802|9846|26146|56265|56977|57512|59269|136227,CAV2|MECOM|F2|LTBP1|NEDD4|PCSK5|TCF4|TCF7L2|THBS4|TNS1|DNALI1|GAB2|TRAF3IP1|CPXM1|STOX2|GPR158|HIVEP3|COL26A1,-2,0
1,-4.3,C0263530,M1,1,0,DisGeNET,35,Longitudinal split nail,,-4.3,17,7.8,30230,8,896,4,0.45,0.22,1947|2961|7737|136647,EFNB1|GTF2E2|RNF113A|MPLKIP,-2,0
1,-4.3,C0423813,M1,1,0,DisGeNET,35,Splits in nails (finding),,-4.3,17,7.8,30230,8,896,4,0.45,0.22,1947|2961|7737|136647,EFNB1|GTF2E2|RNF113A|MPLKIP,-2,0
1,-4.3,C0017606,M1,1,0,DisGeNET,35,Primary angle-closure glaucoma,,-4.3,4.3,5.3,30230,87,896,11,1.2,0.37,862|1634|2147|3082|4653|4703|6696|9705|10133|129804|646960,RUNX1T1|DCN|F2|HGF|MYOC|NEB|SPP1|ST18|OPTN|FBLN7|PRSS56,-2,0
1,-4.3,C3665593,M1,1,0,DisGeNET,35,Melanocytic nevus of skin,,-4.3,3.9,5.2,30230,103,896,12,1.3,0.38,595|1026|1163|3133|3383|4286|4288|6239|9846|10848|29108|56998,CCND1|CDKN1A|CKS1B|HLA-E|ICAM1|MITF|MKI67|RREB1|GAB2|PPP1R13L|PYCARD|CTNNBIP1,-2,0
1,-4.2,C0001948,M1,1,0,DisGeNET,35,Alcohol consumption,,-4.2,2.9,4.8,30230,210,896,18,2,0.47,350|2104|2122|3083|4299|5125|7227|8658|22864|23051|23301|51129|54984|55553|57523|57608|94137|144108,APOH|ESRRG|MECOM|HGFAC|AFF1|PCSK5|TRPS1|TNKS|R3HDM2|ZHX3|EHBP1|ANGPTL4|PINX1|SOX6|NYNRIN|JCAD|RP1L1|SPTY2D1,-1.9,0
1,-4.2,C1535926,M1,1,0,DisGeNET,35,Neurodevelopmental Disorders,,-4.2,2.1,4.4,30230,534,896,33,3.7,0.63,460|1948|1979|3383|4685|5662|6091|6096|6529|6660|6792|6925|6934|7030|8766|8926|10413|23112|27086|27245|51322|54751|54806|54820|56776|57094|57468|57479|57555|57724|59269|81565|140733,ASTN1|EFNB2|EIF4EBP2|ICAM1|NCAM2|PSD|ROBO1|RORB|SLC6A1|SOX5|CDKL5|TCF4|TCF7L2|TFE3|RAB11A|SNURF|YAP1|TNRC6B|FOXP1|AHDC1|WAC|FBLIM1|AHI1|NDE1|FMN2|CPA6|SLC12A5|PRR12|NLGN2|EPG5|HIVEP3|NDEL1|MACROD2,-1.9,0
1,-4.2,C0555198,M1,1,0,DisGeNET,35,Malignant Glioma,,-4.2,1.9,4.3,30230,724,896,41,4.6,0.7,361|575|595|664|858|1026|1028|1634|1979|2067|2147|3014|3082|3383|3479|3621|4052|4155|4288|4854|4885|5101|6091|6457|6696|6925|6934|8772|8805|9139|9547|10018|10413|11170|23368|25937|27338|29108|51129|55859|63827,AQP4|ADGRB1|CCND1|BNIP3|CAV2|CDKN1A|CDKN1C|DCN|EIF4EBP2|ERCC1|F2|H2AX|HGF|ICAM1|IGF1|ING1|LTBP1|MBP|MKI67|NOTCH3|NPTX2|PCDH9|ROBO1|SH3GL3|SPP1|TCF4|TCF7L2|FADD|TRIM24|CBFA2T2|CXCL14|BCL2L11|YAP1|FAM107A|PPP1R13B|WWTR1|UBE2S|PYCARD|ANGPTL4|BEX1|BCAN,-1.9,0
1,-4.2,C0750974,M1,1,0,DisGeNET,35,"Brain Tumor, Primary",,-4.2,3.6,5,30230,122,896,13,1.5,0.4,595|3383|5806|6696|7270|7799|8553|8805|10133|10413|24147|57670|63827,CCND1|ICAM1|PTX3|SPP1|TTF1|PRDM2|BHLHE40|TRIM24|OPTN|YAP1|FJX1|KIAA1549|BCAN,-1.9,0
1,-4.1,C1968565,M1,1,0,DisGeNET,35,Numerous pigmented freckles,,-4.1,15,7.3,30230,9,896,4,0.45,0.22,2073|2961|7737|136647,ERCC5|GTF2E2|RNF113A|MPLKIP,-1.8,0
1,-4,C0205682,M1,1,0,DisGeNET,35,Waist-Hip Ratio,,-4,2,4.3,30230,565,896,34,3.8,0.64,595|2122|3680|4211|5125|6091|6239|6777|6934|7424|9326|10018|10082|10602|23051|23112|23331|23373|25771|29855|51308|54901|56181|56987|57584|57608|60676|84444|114990|158038|162427|196513|375449|404093,CCND1|MECOM|ITGA9|MEIS1|PCSK5|ROBO1|RREB1|STAT5B|TCF7L2|VEGFC|ZNHIT3|BCL2L11|GPC6|CDC42EP3|ZHX3|TNRC6B|TTC28|CRTC1|TBC1D22A|UBN1|REEP2|CDKAL1|MTFR1L|BBX|ARHGAP21|JCAD|PAPPA2|DOT1L|VASN|LINGO2|RETREG3|DCP1B|MAST4|CUEDC1,-1.8,0
1,-4,C1578482,M1,1,0,DisGeNET,35,Valgus deformities of feet,,-4,7.8,6,30230,26,896,6,0.67,0.27,2737|6925|9325|55033|65055|284058,GLI3|TCF4|TRIP4|FKBP14|REEP1|KANSL1,-1.8,0
1,-4,C0235833,M1,1,0,DisGeNET,35,Congenital diaphragmatic hernia,,-4,2.7,4.6,30230,239,896,19,2.1,0.48,1636|1947|1948|2719|2737|3955|4288|6696|6909|6925|6934|7227|9759|11117|25978|51070|54539|64219|84294,ACE|EFNB1|EFNB2|GPC3|GLI3|LFNG|MKI67|SPP1|TBX2|TCF4|TCF7L2|TRPS1|HDAC4|EMILIN1|CHMP2B|NOSIP|NDUFB11|PJA1|UTP23,-1.8,0
1,-4,C0017605,M1,1,0,DisGeNET,35,Angle Closure Glaucoma,,-4,3.9,5,30230,94,896,11,1.2,0.37,862|1634|2147|3082|4653|4703|6696|9705|10133|129804|646960,RUNX1T1|DCN|F2|HGF|MYOC|NEB|SPP1|ST18|OPTN|FBLN7|PRSS56,-1.8,0
1,-3.9,C1857949,M1,1,0,DisGeNET,35,Prominent metopic ridge,,-3.9,6.1,5.5,30230,39,896,7,0.78,0.29,71|1028|2067|2073|4854|55975|56006,ACTG1|CDKN1C|ERCC1|ERCC5|NOTCH3|KLHL7|SMG9,-1.7,0
1,-3.8,C1261502,M1,1,0,DisGeNET,35,Finding of Mean Corpuscular Hemoglobin,,-3.8,1.9,4.1,30230,653,896,37,4.1,0.66,665|2961|3046|4299|4703|4756|6660|6787|7942|8660|8766|9857|10723|11030|11143|22983|23112|27086|29911|51274|51564|54806|54901|55553|55589|57035|57184|57337|57724|58506|81558|83986|84969|90355|147339|254102|284058,BNIP3L|GTF2E2|HBE1|AFF1|NEB|NEO1|SOX5|NEK4|TFEB|IRS2|RAB11A|CEP350|SLC12A7|RBPMS|KAT7|MAST1|TNRC6B|FOXP1|HOOK2|KLF3|HDAC7|AHI1|CDKAL1|SOX6|BMP2K|RSRP1|FAM219B|SENP7|EPG5|SCAF1|FAM117A|FAM234A|TOX2|MACIR|ARK2N|EHBP1L1|KANSL1,-1.7,0
1,-3.8,C0042580,M1,1,0,DisGeNET,35,Vesico-Ureteral Reflux,,-3.8,2.9,4.5,30230,187,896,16,1.8,0.44,1028|1636|5076|5806|6092|6239|6696|6792|7227|7319|9723|10297|27125|80254|284058|644096,CDKN1C|ACE|PAX2|PTX3|ROBO2|RREB1|SPP1|CDKL5|TRPS1|UBE2A|SEMA3E|APC2|AFF4|CEP63|KANSL1|SDHAF1,-1.7,0
1,-3.8,C0264303,M1,1,0,DisGeNET,35,Laryngomalacia,,-3.8,4.5,5.1,30230,67,896,9,1,0.33,5116|6239|8425|9723|9759|27086|27125|27245|284058,PCNT|RREB1|LTBP4|SEMA3E|HDAC4|FOXP1|AFF4|AHDC1|KANSL1,-1.7,0
1,-3.8,C0521525,M1,1,0,DisGeNET,35,Short neck,,-3.8,2.5,4.4,30230,288,896,21,2.3,0.51,71|1501|1947|2067|2073|2719|3955|4703|4854|6239|6909|6925|7136|7319|9759|10082|50485|51322|55906|83987|92482,ACTG1|CTNND2|EFNB1|ERCC1|ERCC5|GPC3|LFNG|NEB|NOTCH3|RREB1|TBX2|TCF4|TNNI2|UBE2A|HDAC4|GPC6|SMARCAL1|WAC|ZC4H2|CCDC8|BBIP1,-1.7,0
1,-3.8,C0428474,M1,1,0,DisGeNET,35,Serum LDL cholesterol measurement,,-3.8,2.5,4.3,30230,269,896,20,2.2,0.49,350|1636|2122|3383|3667|4703|6934|7200|8897|9530|9611|10082|23301|54815|54901|55553|56776|57094|57523|144108,APOH|ACE|MECOM|ICAM1|IRS1|NEB|TCF7L2|TRH|MTMR3|BAG4|NCOR1|GPC6|EHBP1|GATAD2A|CDKAL1|SOX6|FMN2|CPA6|NYNRIN|SPTY2D1,-1.6,0
1,-3.8,C0489786,M1,1,0,DisGeNET,35,Height,,-3.8,2.6,4.4,30230,249,896,19,2.1,0.48,2869|3400|3479|4052|4661|5125|5978|6457|9972|10602|23112|60676|79777|80254|84441|84444|112752|124045|144108,GRK5|ID4|IGF1|LTBP1|MYT1|PCSK5|REST|SH3GL3|NUP153|CDC42EP3|TNRC6B|PAPPA2|ACBD4|CEP63|MAML2|DOT1L|IFT43|SPATA33|SPTY2D1,-1.6,0
1,-3.7,C0030848,M1,1,0,DisGeNET,35,Peyronie Disease,,-3.7,5.8,5.3,30230,41,896,7,0.78,0.29,595|1634|3479|5806|9734|10631|51564,CCND1|DCN|IGF1|PTX3|HDAC9|POSTN|HDAC7,-1.6,0
1,-3.7,C0026010,M1,1,0,DisGeNET,35,Microphthalmos,,-3.7,2.3,4.2,30230,335,896,23,2.6,0.53,2067|2073|2737|3082|3166|4211|4286|4311|4756|4810|5076|6239|7030|7942|9723|10413|30812|54539|55553|56006|65062|79848|646960,ERCC1|ERCC5|GLI3|HGF|HMX1|MEIS1|MITF|MME|NEO1|NHS|PAX2|RREB1|TFE3|TFEB|SEMA3E|YAP1|SOX8|NDUFB11|SOX6|SMG9|TMEM237|CSPP1|PRSS56,-1.6,0
1,-3.7,C0242383,M1,1,0,DisGeNET,35,Age related macular degeneration,,-3.7,1.9,4,30230,685,896,38,4.2,0.67,629|735|822|1028|1265|1636|2147|2158|2869|2961|3383|3479|4311|5806|5978|6001|6091|6239|6387|7424|7737|9723|9734|9843|10631|25978|26146|51129|53342|54714|56890|56987|57584|63943|94137|136647|196513|768206,CFB|C9|CAPG|CDKN1C|CNN2|ACE|F2|F9|GRK5|GTF2E2|ICAM1|IGF1|MME|PTX3|REST|RGS10|ROBO1|RREB1|CXCL12|VEGFC|RNF113A|SEMA3E|HDAC9|HEPH|POSTN|CHMP2B|TRAF3IP1|ANGPTL4|IL17D|CNGB3|SAXO6|BBX|ARHGAP21|FKBPL|RP1L1|MPLKIP|DCP1B|PRCD,-1.6,0
1,-3.7,C0020534,M1,1,0,DisGeNET,35,Orbital separation excessive,,-3.7,1.9,4,30230,590,896,34,3.8,0.64,71|1501|1947|2077|2719|2737|2961|4703|4854|6239|6909|6938|7319|7737|8270|8425|9325|9723|10297|10653|23247|27086|27125|27245|51132|51322|55975|56006|57724|65062|79848|112752|136647|284058,ACTG1|CTNND2|EFNB1|ERF|GPC3|GLI3|GTF2E2|NEB|NOTCH3|RREB1|TBX2|TCF12|UBE2A|RNF113A|LAGE3|LTBP4|TRIP4|SEMA3E|APC2|SPINT2|KATNIP|FOXP1|AFF4|AHDC1|RLIM|WAC|KLHL7|SMG9|EPG5|TMEM237|CSPP1|IFT43|MPLKIP|KANSL1,-1.6,0
1,-3.7,C0175699,M1,1,0,DisGeNET,35,Saethre-Chotzen Syndrome,,-3.7,6.7,5.5,30230,30,896,6,0.67,0.27,1947|2737|6696|6938|9734|10631,EFNB1|GLI3|SPP1|TCF12|HDAC9|POSTN,-1.6,0
1,-3.6,C0022680,M1,1,0,DisGeNET,35,Polycystic Kidney Diseases,,-3.6,2.5,4.2,30230,275,896,20,2.2,0.49,629|735|1026|1454|1636|2737|3082|3479|4739|4750|4854|4885|5076|6239|6696|6777|10413|10631|25937|112752,CFB|C9|CDKN1A|CSNK1E|ACE|GLI3|HGF|IGF1|NEDD9|NEK1|NOTCH3|NPTX2|PAX2|RREB1|SPP1|STAT5B|YAP1|POSTN|WWTR1|IFT43,-1.5,0
1,-3.6,C0008479,M1,1,0,DisGeNET,35,Chondrosarcoma,,-3.6,2.2,4.1,30230,385,896,25,2.8,0.55,595|770|1026|1028|1311|1634|1946|2719|3082|3383|3479|4288|5564|6383|6387|6696|7424|7942|8496|8751|9113|10413|10631|51564|153222,CCND1|CA11|CDKN1A|CDKN1C|COMP|DCN|EFNA5|GPC3|HGF|ICAM1|IGF1|MKI67|PRKAB1|SDC2|CXCL12|SPP1|VEGFC|TFEB|PPFIBP1|ADAM15|LATS1|YAP1|POSTN|HDAC7|CREBRF,-1.5,0
1,-3.6,C0018935,M1,1,0,DisGeNET,35,Hematocrit procedure,,-3.6,3.2,4.5,30230,138,896,13,1.5,0.4,2122|3046|4286|4299|6239|6764|6934|7059|7227|51070|55596|57619|84444,MECOM|HBE1|MITF|AFF1|RREB1|DENND2B|TCF7L2|THBS3|TRPS1|NOSIP|ZCCHC8|SHROOM3|DOT1L,-1.5,0
1,-3.6,C1306503,M1,1,0,DisGeNET,35,Congenital exomphalos,,-3.6,2.6,4.3,30230,235,896,18,2,0.47,1028|1947|2719|2737|2961|3955|4854|5125|6239|6792|7737|8425|9723|9759|10082|10220|89884|136647,CDKN1C|EFNB1|GPC3|GLI3|GTF2E2|LFNG|NOTCH3|PCSK5|RREB1|CDKL5|RNF113A|LTBP4|SEMA3E|HDAC4|GPC6|GDF11|LHX4|MPLKIP,-1.5,0
1,-3.6,C0344511,M1,1,0,DisGeNET,35,Atresia of nasolacrimal duct,,-3.6,20,7.5,30230,5,896,3,0.33,0.19,3321|7227|54539,IGSF3|TRPS1|NDUFB11,-1.5,0
1,-3.6,C1333065,M1,1,0,DisGeNET,35,Lung Clear Cell Tumor,,-3.6,20,7.5,30230,5,896,3,0.33,0.19,4286|7030|7942,MITF|TFE3|TFEB,-1.5,0
1,-3.6,C4225202,M1,1,0,DisGeNET,35,LAMB-SHAFFER SYNDROME,,-3.6,20,7.5,30230,5,896,3,0.33,0.19,6660|30812|55553,SOX5|SOX8|SOX6,-1.5,0
1,-3.5,C0424711,M1,1,0,DisGeNET,35,Orbital separation diminished,,-3.5,3.8,4.6,30230,89,896,10,1.1,0.35,2619|2961|7737|8270|51132|51199|54820|57724|112752|136647,GAS1|GTF2E2|RNF113A|LAGE3|RLIM|NIN|NDE1|EPG5|IFT43|MPLKIP,-1.4,0
1,-3.5,C1968564,M1,1,0,DisGeNET,35,Defective DNA repair after ultraviolet radiation damage,,-3.5,11,6.2,30230,12,896,4,0.45,0.22,2073|2961|7737|136647,ERCC5|GTF2E2|RNF113A|MPLKIP,-1.4,0
1,-3.5,C2718092,M1,1,0,DisGeNET,35,Acrospiroma,,-3.5,11,6.2,30230,12,896,4,0.45,0.22,4311|23373|64784|84441,MME|CRTC1|CRTC3|MAML2,-1.4,0
1,-3.5,C0242852,M1,1,0,DisGeNET,35,Proliferative vitreoretinopathy,,-3.5,3.1,4.4,30230,142,896,13,1.5,0.4,595|1026|1634|1636|2147|3082|3489|5806|6091|6387|10413|10631|84260,CCND1|CDKN1A|DCN|ACE|F2|HGF|IGFBP6|PTX3|ROBO1|CXCL12|YAP1|POSTN|TCHP,-1.4,0
1,-3.5,C0432072,M1,1,0,DisGeNET,35,Dysmorphic features,,-3.5,2.1,4,30230,439,896,27,3,0.57,71|1028|2077|3479|4703|4810|5116|6529|6660|6792|6925|6942|7227|7319|7703|9289|22983|25792|27086|51322|55553|55906|57479|57555|80254|91461|284058,ACTG1|CDKN1C|ERF|IGF1|NEB|NHS|PCNT|SLC6A1|SOX5|CDKL5|TCF4|TCF20|TRPS1|UBE2A|PCGF2|ADGRG1|MAST1|CIZ1|FOXP1|WAC|SOX6|ZC4H2|PRR12|NLGN2|CEP63|PKDCC|KANSL1,-1.4,0
1,-3.5,C1301937,M1,1,0,DisGeNET,35,Talipes,,-3.5,4.1,4.7,30230,74,896,9,1,0.33,2067|2073|2737|4703|7136|7227|9723|55975|79848,ERCC1|ERCC5|GLI3|NEB|TNNI2|TRPS1|SEMA3E|KLHL7|CSPP1,-1.4,0
1,-3.5,C1335177,M1,1,0,DisGeNET,35,Ovarian Serous Adenocarcinoma,,-3.5,3.1,4.3,30230,143,896,13,1.5,0.4,2044|4216|4854|5076|6482|6792|6909|8805|10413|22983|23331|79004|348980,EPHA5|MAP3K4|NOTCH3|PAX2|ST3GAL1|CDKL5|TBX2|TRIM24|YAP1|MAST1|TTC28|CUEDC2|HCN1,-1.4,0
1,-3.5,C0010278,M1,1,0,DisGeNET,35,Craniosynostosis,,-3.5,2,3.9,30230,488,896,29,3.2,0.59,595|1475|1947|2077|2719|2737|2869|2961|3014|3082|3479|3667|4810|5116|6696|6938|7227|7737|9607|10082|10252|10297|10631|27245|55553|64129|112752|113263|136647,CCND1|CSTA|EFNB1|ERF|GPC3|GLI3|GRK5|GTF2E2|H2AX|HGF|IGF1|IRS1|NHS|PCNT|SPP1|TCF12|TRPS1|RNF113A|CARTPT|GPC6|SPRY1|APC2|POSTN|AHDC1|SOX6|TINAGL1|IFT43|GLCCI1|MPLKIP,-1.4,0
