Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0000956,nuclear-transcribed mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-4,4.9,5.3,30230,119,467,9,1.9,0.64,4292|23049|23658|25819|27257|54542|55149|55181|167227,MLH1|SMG1|LSM5|NOCT|LSM1|RC3H2|MTPAP|SMG8|DCP2,-2.7
MyList,GO Cellular Components,20,GO:0097731,9+0 non-motile cilium,,-4,4.4,5.2,30230,147,467,10,2.1,0.67,24|5145|5873|9742|22920|55764|57560|57728|90410|123016,ABCA4|PDE6A|RAB27A|IFT140|KIFAP3|IFT122|IFT80|WDR19|IFT20|TTC8,-2.7
MyList,Canonical Pathways,11,M81,PID CDC42 PATHWAY,,-4,6.5,5.7,30230,70,467,7,1.5,0.56,673|3985|5290|5581|5609|7410|8476,BRAF|LIMK2|PIK3CA|PRKCE|MAP2K7|VAV2|CDC42BPA,-2.7
MyList,GO Biological Processes,19,GO:0021575,hindbrain morphogenesis,19_GO:0032502 developmental process,-4,7.9,6.1,30230,49,467,6,1.3,0.52,1600|6095|8443|8925|79809|91137,DAB1|RORA|GNPAT|HERC1|TTC21B|SLC25A46,-2.7
MyList,WikiPathways,27,WP5477,Molecular pathway for oxidative stress,,-4,7.9,6.1,30230,49,467,6,1.3,0.52,2353|3551|5290|9252|9817|23411,FOS|IKBKB|PIK3CA|RPS6KA5|KEAP1|SIRT1,-2.7
MyList,Canonical Pathways,11,M136,PID FOXO PATHWAY,,-4,7.9,6.1,30230,49,467,6,1.3,0.52,3551|5602|5934|8850|23411|53944,IKBKB|MAPK10|RBL2|KAT2B|SIRT1|CSNK1G1,-2.7
MyList,GO Biological Processes,19,GO:0180046,GPI anchored protein biosynthesis,19_GO:0009987 cellular process,-4,10,6.6,30230,31,467,5,1.1,0.48,64924|65258|84302|93183|128869,SLC30A5|MPPE1|PGAP4|PIGM|PIGU,-2.7
MyList,GO Biological Processes,19,GO:0006506,GPI anchor biosynthetic process,19_GO:0009987 cellular process,-4,10,6.6,30230,31,467,5,1.1,0.48,64924|65258|84302|93183|128869,SLC30A5|MPPE1|PGAP4|PIGM|PIGU,-2.7
MyList,GO Biological Processes,19,GO:0006505,GPI anchor metabolic process,19_GO:0009987 cellular process,-4,10,6.6,30230,31,467,5,1.1,0.48,64924|65258|84302|93183|128869,SLC30A5|MPPE1|PGAP4|PIGM|PIGU,-2.7
MyList,KEGG Pathway,24,hsa04722,Neurotrophin signaling pathway,,-4,4.9,5.3,30230,120,467,9,1.9,0.64,673|3551|5290|5580|5602|5609|6300|6655|9252,BRAF|IKBKB|PIK3CA|PRKCD|MAPK10|MAP2K7|MAPK12|SOS2|RPS6KA5,-2.7
MyList,GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-4,2.4,4.4,30230,617,467,23,4.9,1,1143|1958|2353|2562|4938|5286|5290|5311|5580|5587|6655|6778|8850|9465|9630|23038|23175|27244|57559|79109|84861|340061|729438,CHRNB4|EGR1|FOS|GABRB3|OAS1|PIK3C2A|PIK3CA|PKD2|PRKCD|PRKD1|SOS2|STAT6|KAT2B|AKAP7|GNA14|WDTC1|LPIN1|SESN1|STAMBPL1|MAPKAP1|KLHL22|STING1|CASTOR2,-2.7
MyList,GO Biological Processes,19,GO:0009165,nucleotide biosynthetic process,19_GO:0009987 cellular process,-4,3.7,4.9,30230,209,467,12,2.6,0.73,2977|3988|4508|4540|4541|4706|4833|6391|6392|25875|26289|51422,GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|LETMD1|AK5|PRKAG2,-2.6
MyList,Reactome Gene Sets,6,R-HSA-448424,Interleukin-17 signaling,,-3.9,6.4,5.7,30230,71,467,7,1.5,0.56,2353|3551|5602|5609|7867|9252|10454,FOS|IKBKB|MAPK10|MAP2K7|MAPKAPK3|RPS6KA5|TAB1,-2.6
MyList,GO Biological Processes,19,GO:0002757,immune response-activating signaling pathway,19_GO:0002376 immune system process,-3.9,3,4.7,30230,347,467,16,3.4,0.84,673|1540|3551|4615|4938|5290|5580|5581|7410|7867|10451|25875|51324|54542|59338|340061,BRAF|CYLD|IKBKB|MYD88|OAS1|PIK3CA|PRKCD|PRKCE|VAV2|MAPKAPK3|VAV3|LETMD1|SPG21|RC3H2|PLEKHA1|STING1,-2.6
MyList,GO Biological Processes,19,GO:0006694,steroid biosynthetic process,19_GO:0009987 cellular process,-3.9,5.5,5.4,30230,95,467,8,1.7,0.6,706|1718|3988|5563|6307|10682|10948|51422,TSPO|DHCR24|LIPA|PRKAA2|MSMO1|EBP|STARD3|PRKAG2,-2.6
MyList,GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,19_GO:0009987 cellular process,-3.9,2.9,4.6,30230,384,467,17,3.6,0.87,3988|4292|7374|8882|23049|23405|23658|25819|27257|51542|54542|55149|55181|80198|162394|167227|192670,LIPA|MLH1|UNG|ZPR1|SMG1|DICER1|LSM5|NOCT|LSM1|VPS54|RC3H2|MTPAP|SMG8|MUS81|SLFN5|DCP2|AGO4,-2.6
MyList,GO Biological Processes,19,GO:0045071,negative regulation of viral genome replication,19_GO:0016032 viral process,-3.9,7.8,6,30230,50,467,6,1.3,0.52,4938|6041|6590|9582|57169|200316,OAS1|RNASEL|SLPI|APOBEC3B|ZNFX1|APOBEC3F,-2.6
MyList,GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-3.9,3,4.6,30230,348,467,16,3.4,0.84,2068|3833|4292|9639|9874|10592|11200|23354|51776|54617|55706|64946|84142|84861|85378|192670,ERCC2|KIFC1|MLH1|ARHGEF10|TLK1|SMC2|CHEK2|HAUS5|MAP3K20|INO80|NDC1|CENPH|ABRAXAS1|KLHL22|TUBGCP6|AGO4,-2.6
MyList,KEGG Pathway,24,hsa04660,T cell receptor signaling pathway,,-3.9,4.8,5.2,30230,122,467,9,1.9,0.64,2353|3551|5290|5602|5609|6300|6655|7410|10451,FOS|IKBKB|PIK3CA|MAPK10|MAP2K7|MAPK12|SOS2|VAV2|VAV3,-2.6
MyList,GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0009987 cellular process,-3.9,3.1,4.7,30230,313,467,15,3.2,0.82,20|1718|2710|3988|5563|6307|6721|8824|9517|9677|10682|10948|23461|51360|55825,ABCA2|DHCR24|GK|LIPA|PRKAA2|MSMO1|SREBF2|CES2|SPTLC2|PPIP5K1|EBP|STARD3|ABCA5|MBTPS2|PECR,-2.6
MyList,GO Biological Processes,19,GO:2000671,regulation of motor neuron apoptotic process,19_GO:0050789 regulation of biological process,-3.9,28,8.9,30230,7,467,3,0.64,0.37,5609|8882|51542,MAP2K7|ZPR1|VPS54,-2.6
MyList,Reactome Gene Sets,6,R-HSA-2871796,FCERI mediated MAPK activation,,-3.9,10,6.5,30230,32,467,5,1.1,0.48,2353|5602|5609|7410|10451,FOS|MAPK10|MAP2K7|VAV2|VAV3,-2.6
MyList,KEGG Pathway,24,hsa04622,RIG-I-like receptor signaling pathway,,-3.9,6.3,5.6,30230,72,467,7,1.5,0.56,1540|3551|5602|6300|57169|79671|340061,CYLD|IKBKB|MAPK10|MAPK12|ZNFX1|NLRX1|STING1,-2.6
MyList,GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,19_GO:0009987 cellular process,-3.9,3.1,4.7,30230,314,467,15,3.2,0.82,2977|3988|4508|4540|4541|4706|4833|6095|6391|6392|25875|26289|51422|55669|114789,GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|RORA|SDHC|SDHD|LETMD1|AK5|PRKAG2|MFN1|SLC25A25,-2.6
MyList,GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0009987 cellular process,-3.9,2.6,4.5,30230,503,467,20,4.3,0.94,1052|1958|2068|2071|2353|2968|6837|6908|7290|8850|9439|25819|51043|51106|54617|55703|64121|79736|80314|200316,CEBPD|EGR1|ERCC2|ERCC3|FOS|GTF2H4|MED22|TBP|HIRA|KAT2B|MED23|NOCT|ZBTB7B|TFB1M|INO80|POLR3B|RRAGC|TEFM|EPC1|APOBEC3F,-2.6
MyList,GO Biological Processes,19,GO:0008203,cholesterol metabolic process,19_GO:0009987 cellular process,-3.9,4.7,5.2,30230,123,467,9,1.9,0.64,1718|3988|5563|6307|6721|10682|10948|23461|51360,DHCR24|LIPA|PRKAA2|MSMO1|SREBF2|EBP|STARD3|ABCA5|MBTPS2,-2.6
MyList,GO Cellular Components,20,GO:0097733,photoreceptor cell cilium,,-3.9,4.7,5.2,30230,123,467,9,1.9,0.64,24|5145|5873|9742|22920|55764|57728|90410|123016,ABCA4|PDE6A|RAB27A|IFT140|KIFAP3|IFT122|WDR19|IFT20|TTC8,-2.6
MyList,GO Biological Processes,19,GO:1904262,negative regulation of TORC1 signaling,19_GO:0048519 negative regulation of biological process,-3.9,7.6,5.9,30230,51,467,6,1.3,0.52,5563|9681|27244|79726|84219|729438,PRKAA2|DEPDC5|SESN1|WDR59|WDR24|CASTOR2,-2.6
MyList,GO Biological Processes,19,GO:0010507,negative regulation of autophagy,19_GO:0048519 negative regulation of biological process,-3.9,5.3,5.4,30230,97,467,8,1.7,0.6,706|5290|8925|9638|10325|64121|66036|84861,TSPO|PIK3CA|HERC1|FEZ1|RRAGB|RRAGC|MTMR9|KLHL22,-2.6
MyList,GO Biological Processes,19,GO:0070936,protein K48-linked ubiquitination,19_GO:0009987 cellular process,-3.9,5.3,5.4,30230,97,467,8,1.7,0.6,7328|11043|26249|29882|64682|84078|84447|89890,UBE2H|MID2|KLHL3|ANAPC2|ANAPC1|KBTBD7|SYVN1|KBTBD6,-2.6
MyList,GO Biological Processes,19,GO:0016239,positive regulation of macroautophagy,19_GO:0048518 positive regulation of biological process,-3.9,5.3,5.4,30230,97,467,8,1.7,0.6,5563|9517|23032|23411|27244|55062|84219|340061,PRKAA2|SPTLC2|USP33|SIRT1|SESN1|WIPI1|WDR24|STING1,-2.6
MyList,GO Biological Processes,19,GO:0046165,alcohol biosynthetic process,19_GO:0009987 cellular process,-3.9,5.3,5.4,30230,97,467,8,1.7,0.6,20|1718|3988|5563|6307|9517|9677|10682,ABCA2|DHCR24|LIPA|PRKAA2|MSMO1|SPTLC2|PPIP5K1|EBP,-2.6
MyList,GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0009987 cellular process,-3.9,2.6,4.4,30230,505,467,20,4.3,0.94,2182|2977|3988|4508|4540|4541|4706|4833|6095|6391|6392|9374|11001|25819|25875|26289|51422|55669|114789|197322,ACSL4|GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|RORA|SDHC|SDHD|PPT2|SLC27A2|NOCT|LETMD1|AK5|PRKAG2|MFN1|SLC25A25|ACSF3,-2.6
MyList,GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-3.9,2.6,4.4,30230,505,467,20,4.3,0.94,673|3981|4931|5581|5587|5609|6836|8100|9639|10592|23032|54617|55062|55135|55160|90410|90550|93973|143425|253260,BRAF|LIG4|NVL|PRKCE|PRKD1|MAP2K7|SURF4|IFT88|ARHGEF10|SMC2|USP33|INO80|WIPI1|WRAP53|ARHGEF10L|IFT20|MCU|ACTR8|SYT9|RICTOR,-2.6
MyList,GO Biological Processes,19,GO:0030705,cytoskeleton-dependent intracellular transport,19_GO:0051179 localization,-3.9,3.6,4.8,30230,214,467,12,2.6,0.73,8100|9742|10239|22920|26160|55638|55764|57560|57728|79809|80128|90410,IFT88|IFT140|AP3S2|KIFAP3|IFT172|SYBU|IFT122|IFT80|WDR19|TTC21B|TRIM46|IFT20,-2.6
MyList,GO Biological Processes,19,GO:0051174,regulation of phosphorus metabolic process,19_GO:0050789 regulation of biological process,-3.9,2.4,4.4,30230,587,467,22,4.7,0.98,20|21|673|706|4504|4615|5290|5563|5580|5934|6773|23175|23411|23682|51422|51527|54704|55181|57161|66036|115825|201163,ABCA2|ABCA3|BRAF|TSPO|MT3|MYD88|PIK3CA|PRKAA2|PRKCD|RBL2|STAT2|LPIN1|SIRT1|RAB38|PRKAG2|GSKIP|PDP1|SMG8|PELI2|MTMR9|WDFY2|FLCN,-2.6
MyList,GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-3.8,3.4,4.7,30230,248,467,13,2.8,0.76,90|5311|5934|11200|29086|51360|51776|56984|80198|84142|84446|84861|440275,ACVR1|PKD2|RBL2|CHEK2|BABAM1|MBTPS2|MAP3K20|PSMG2|MUS81|ABRAXAS1|BRSK1|KLHL22|EIF2AK4,-2.6
MyList,GO Biological Processes,19,GO:0071229,cellular response to acid chemical,19_GO:0050896 response to stimulus,-3.8,5.3,5.3,30230,98,467,8,1.7,0.6,5290|5311|10325|27244|57559|64121|84861|729438,PIK3CA|PKD2|RRAGB|SESN1|STAMBPL1|RRAGC|KLHL22|CASTOR2,-2.6
MyList,Reactome Gene Sets,6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,,-3.8,5.3,5.3,30230,98,467,8,1.7,0.6,5290|5580|6300|7410|7867|10451|79109|253260,PIK3CA|PRKCD|MAPK12|VAV2|MAPKAPK3|VAV3|MAPKAP1|RICTOR,-2.6
MyList,WikiPathways,27,WP4880,Host pathogen interaction of human coronaviruses interferon induction,,-3.8,9.8,6.3,30230,33,467,5,1.1,0.48,2353|3551|4615|4938|6773,FOS|IKBKB|MYD88|OAS1|STAT2,-2.6
MyList,GO Biological Processes,19,GO:0051668,localization within membrane,19_GO:0051179 localization,-3.8,2.4,4.4,30230,588,467,22,4.7,0.98,673|1121|3551|5824|9179|23682|25837|26225|26521|27091|55706|57560|57728|64121|79726|80262|84219|90410|91663|123016|134957|200576,BRAF|CHM|IKBKB|PEX19|AP4M1|RAB38|RAB26|ARL5A|TIMM8B|CACNG5|NDC1|IFT80|WDR19|RRAGC|WDR59|PHAF1|WDR24|IFT20|MYADM|TTC8|STXBP5|PIKFYVE,-2.6
MyList,Reactome Gene Sets,6,R-HSA-8931838,DAG1 glycosylations,,-3.8,14,7.1,30230,18,467,4,0.86,0.43,10585|29954|55624|729920,POMT1|POMT2|POMGNT1|CRPPA,-2.6
MyList,GO Cellular Components,20,GO:0030992,intraciliary transport particle B,,-3.8,14,7.1,30230,18,467,4,0.86,0.43,8100|26160|57560|90410,IFT88|IFT172|IFT80|IFT20,-2.6
MyList,Reactome Gene Sets,6,R-HSA-1369062,ABC transporters in lipid homeostasis,,-3.8,14,7.1,30230,18,467,4,0.86,0.43,20|21|5824|23461,ABCA2|ABCA3|PEX19|ABCA5,-2.6
MyList,GO Biological Processes,19,GO:0043200,response to amino acid,19_GO:0050896 response to stimulus,-3.8,4.7,5.1,30230,125,467,9,1.9,0.64,2562|4615|5290|10325|27244|57559|64121|84861|729438,GABRB3|MYD88|PIK3CA|RRAGB|SESN1|STAMBPL1|RRAGC|KLHL22|CASTOR2,-2.5
MyList,GO Biological Processes,19,GO:0032368,regulation of lipid transport,19_GO:0051179 localization,-3.8,4.2,5,30230,154,467,10,2.1,0.67,20|21|706|2182|6721|6836|10162|23411|23461|51761,ABCA2|ABCA3|TSPO|ACSL4|SREBF2|SURF4|LPCAT3|SIRT1|ABCA5|ATP8A2,-2.5
MyList,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.8,2.5,4.4,30230,549,467,21,4.5,0.96,90|1540|2068|2071|5311|5934|11200|23113|23411|29086|29882|51360|51776|54617|56984|57520|64682|80198|84142|84446|84861,ACVR1|CYLD|ERCC2|ERCC3|PKD2|RBL2|CHEK2|CUL9|SIRT1|BABAM1|ANAPC2|MBTPS2|MAP3K20|INO80|PSMG2|HECW2|ANAPC1|MUS81|ABRAXAS1|BRSK1|KLHL22,-2.5
MyList,GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-3.8,2.3,4.3,30230,716,467,25,5.4,1,3769|3988|4615|4642|5286|5290|5580|5581|6515|6533|6845|7410|7867|10079|10239|10451|11001|23032|25875|53944|56262|64924|66036|81539|200576,KCNJ13|LIPA|MYD88|MYO1D|PIK3C2A|PIK3CA|PRKCD|PRKCE|SLC2A3|SLC6A6|VAMP7|VAV2|MAPKAPK3|ATP9A|AP3S2|VAV3|SLC27A2|USP33|LETMD1|CSNK1G1|LRRC8A|SLC30A5|MTMR9|SLC38A1|PIKFYVE,-2.5
MyList,GO Biological Processes,19,GO:0090066,regulation of anatomical structure size,19_GO:0065007 biological regulation,-3.8,2.5,4.4,30230,510,467,20,4.3,0.94,1185|4504|5286|5290|5580|5581|5587|7410|8850|9821|10451|23038|23400|29882|56262|80128|91663|140469|143872|253260,CLCN6|MT3|PIK3C2A|PIK3CA|PRKCD|PRKCE|PRKD1|VAV2|KAT2B|RB1CC1|VAV3|WDTC1|ATP13A2|ANAPC2|LRRC8A|TRIM46|MYADM|MYO3B|ARHGAP42|RICTOR,-2.5
MyList,GO Biological Processes,19,GO:0042552,myelination,19_GO:0032502 developmental process,-3.8,4.6,5.1,30230,126,467,9,1.9,0.64,20|1959|2068|3611|8443|9639|23405|55624|91137,ABCA2|EGR2|ERCC2|ILK|GNPAT|ARHGEF10|DICER1|POMGNT1|SLC25A46,-2.5
MyList,KEGG Pathway,24,hsa05132,Salmonella infection,,-3.8,3.4,4.7,30230,251,467,13,2.8,0.76,2353|3551|4615|5286|5287|5290|5602|5609|6300|8677|10454|27072|57180,FOS|IKBKB|MYD88|PIK3C2A|PIK3C2B|PIK3CA|MAPK10|MAP2K7|MAPK12|STX10|TAB1|VPS41|ACTR3B,-2.5
MyList,GO Biological Processes,19,GO:0019693,ribose phosphate metabolic process,19_GO:0009987 cellular process,-3.8,3,4.6,30230,321,467,15,3.2,0.82,2977|3988|4508|4540|4541|4706|4833|6095|6391|6392|25875|26289|51422|55669|114789,GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|RORA|SDHC|SDHD|LETMD1|AK5|PRKAG2|MFN1|SLC25A25,-2.5
MyList,GO Biological Processes,19,GO:0002768,immune response-regulating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-3.8,3,4.6,30230,322,467,15,3.2,0.82,673|3551|4615|4938|5290|5580|5581|5602|5609|7410|10451|25875|51324|54542|59338,BRAF|IKBKB|MYD88|OAS1|PIK3CA|PRKCD|PRKCE|MAPK10|MAP2K7|VAV2|VAV3|LETMD1|SPG21|RC3H2|PLEKHA1,-2.5
MyList,Reactome Gene Sets,6,R-HSA-9711097,Cellular response to starvation,,-3.8,4.1,4.9,30230,157,467,10,2.1,0.67,9681|10325|27244|64121|79726|84219|90423|201163|440275|729438,DEPDC5|RRAGB|SESN1|RRAGC|WDR59|WDR24|ATP6V1E2|FLCN|EIF2AK4|CASTOR2,-2.5
MyList,GO Biological Processes,19,GO:0008366,axon ensheathment,19_GO:0032502 developmental process,-3.8,4.6,5,30230,128,467,9,1.9,0.64,20|1959|2068|3611|8443|9639|23405|55624|91137,ABCA2|EGR2|ERCC2|ILK|GNPAT|ARHGEF10|DICER1|POMGNT1|SLC25A46,-2.5
MyList,GO Biological Processes,19,GO:0007272,ensheathment of neurons,19_GO:0032502 developmental process,-3.8,4.6,5,30230,128,467,9,1.9,0.64,20|1959|2068|3611|8443|9639|23405|55624|91137,ABCA2|EGR2|ERCC2|ILK|GNPAT|ARHGEF10|DICER1|POMGNT1|SLC25A46,-2.5
MyList,GO Biological Processes,19,GO:0048525,negative regulation of viral process,19_GO:0016032 viral process,-3.8,6,5.4,30230,76,467,7,1.5,0.56,4938|6041|6590|9582|11043|57169|200316,OAS1|RNASEL|SLPI|APOBEC3B|MID2|ZNFX1|APOBEC3F,-2.5
MyList,GO Biological Processes,19,GO:0072657,protein localization to membrane,19_GO:0051179 localization,-3.8,3,4.5,30230,324,467,15,3.2,0.82,3551|5824|9179|23682|25837|26225|57560|57728|64121|79726|80262|84219|90410|91663|123016,IKBKB|PEX19|AP4M1|RAB38|RAB26|ARL5A|IFT80|WDR19|RRAGC|WDR59|PHAF1|WDR24|IFT20|MYADM|TTC8,-2.5
MyList,GO Biological Processes,19,GO:0035721,intraciliary retrograde transport,19_GO:0051179 localization,-3.7,14,6.9,30230,19,467,4,0.86,0.43,9742|55764|57728|79809,IFT140|IFT122|WDR19|TTC21B,-2.5
MyList,GO Biological Processes,19,GO:0000077,DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.7,5.1,5.2,30230,102,467,8,1.7,0.6,11200|29086|51360|51776|80198|84142|84446|440275,CHEK2|BABAM1|MBTPS2|MAP3K20|MUS81|ABRAXAS1|BRSK1|EIF2AK4,-2.5
MyList,GO Biological Processes,19,GO:1902882,regulation of response to oxidative stress,19_GO:0050896 response to stimulus,-3.7,9.2,6.1,30230,35,467,5,1.1,0.48,9016|9817|27244|29761|79109,SLC25A14|KEAP1|SESN1|USP25|MAPKAP1,-2.4
MyList,GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-3.7,2.4,4.3,30230,559,467,21,4.5,0.96,673|5580|5582|8850|9016|10162|23411|29086|29761|51043|51360|51776|54617|54799|55135|79109|80314|84142|84447|91304|93973,BRAF|PRKCD|PRKCG|KAT2B|SLC25A14|LPCAT3|SIRT1|BABAM1|USP25|ZBTB7B|MBTPS2|MAP3K20|INO80|MBTD1|WRAP53|MAPKAP1|EPC1|ABRAXAS1|SYVN1|TMEM259|ACTR8,-2.4
MyList,GO Cellular Components,20,GO:0031501,mannosyltransferase complex,,-3.7,24,8.2,30230,8,467,3,0.64,0.37,10585|29954|93183,POMT1|POMT2|PIGM,-2.4
MyList,GO Biological Processes,19,GO:0180026,mitochondrial small ribosomal subunit assembly,19_GO:0009987 cellular process,-3.7,24,8.2,30230,8,467,3,0.64,0.37,51106|64745|81554,TFB1M|METTL17|RCC1L,-2.4
MyList,Reactome Gene Sets,6,R-HSA-6807062,Zymostenol biosynthesis via lathosterol (Kandutsch-Russell pathway),,-3.7,24,8.2,30230,8,467,3,0.64,0.37,1718|6307|6721,DHCR24|MSMO1|SREBF2,-2.4
MyList,CORUM,33,CORUM:6217,GATOR complex,,-3.7,24,8.2,30230,8,467,3,0.64,0.37,9681|79726|84219,DEPDC5|WDR59|WDR24,-2.4
MyList,GO Biological Processes,19,GO:0000075,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.7,4,4.8,30230,160,467,10,2.1,0.67,11200|29086|51360|51776|56984|80198|84142|84446|84861|440275,CHEK2|BABAM1|MBTPS2|MAP3K20|PSMG2|MUS81|ABRAXAS1|BRSK1|KLHL22|EIF2AK4,-2.4
MyList,GO Biological Processes,19,GO:0072665,protein localization to vacuole,19_GO:0051179 localization,-3.7,5.8,5.3,30230,78,467,7,1.5,0.56,9179|23041|23400|27072|30849|51542|64121,AP4M1|MON2|ATP13A2|VPS41|PIK3R4|VPS54|RRAGC,-2.4
MyList,Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,,-3.7,2.6,4.3,30230,442,467,18,3.9,0.89,5290|6655|7126|7410|8476|9138|9639|10451|23074|23092|23229|50649|54514|55160|79658|81704|81839|143872,PIK3CA|SOS2|TNFAIP1|VAV2|CDC42BPA|ARHGEF1|ARHGEF10|VAV3|BLTP3B|ARHGAP26|ARHGEF9|ARHGEF4|DDX4|ARHGEF10L|ARHGAP10|DOCK8|VANGL1|ARHGAP42,-2.4
MyList,KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-3.7,3.5,4.6,30230,224,467,12,2.6,0.73,706|1958|1959|2353|3551|5290|5602|6908|8850|11200|29882|64682,TSPO|EGR1|EGR2|FOS|IKBKB|PIK3CA|MAPK10|TBP|KAT2B|CHEK2|ANAPC2|ANAPC1,-2.4
MyList,GO Biological Processes,19,GO:0055082,intracellular chemical homeostasis,19_GO:0042592 homeostatic process,-3.7,2.4,4.2,30230,604,467,22,4.7,0.98,20|22|1657|4504|5290|5311|5563|9213|9481|9885|10463|23038|23400|23411|23682|51542|56262|63933|64924|90550|221154|286097,ABCA2|ABCB7|DMXL1|MT3|PIK3CA|PKD2|PRKAA2|XPR1|SLC25A27|OSBPL2|SLC30A9|WDTC1|ATP13A2|SIRT1|RAB38|VPS54|LRRC8A|MCUR1|SLC30A5|MCU|MICU2|MICU3,-2.4
MyList,WikiPathways,27,WP4877,Host pathogen interaction of human coronaviruses MAPK signaling,,-3.7,9,6,30230,36,467,5,1.1,0.48,2353|3726|5602|5609|6300,FOS|JUNB|MAPK10|MAP2K7|MAPK12,-2.4
MyList,WikiPathways,27,WP2374,Oncostatin M signaling,,-3.7,6.9,5.6,30230,56,467,6,1.3,0.52,1958|2353|3726|5580|5581|253260,EGR1|FOS|JUNB|PRKCD|PRKCE|RICTOR,-2.4
MyList,KEGG Pathway,24,hsa00510,N-Glycan biosynthesis,,-3.7,6.9,5.6,30230,56,467,6,1.3,0.52,1798|4249|10195|29880|29929|84061,DPAGT1|MGAT5|ALG3|ALG5|ALG6|MAGT1,-2.4
MyList,GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0009987 cellular process,-3.7,2.8,4.4,30230,368,467,16,3.4,0.84,2977|3988|4508|4540|4541|4706|4833|6095|6391|6392|25819|25875|26289|51422|55669|114789,GUCY1A2|LIPA|ATP6|ND5|ND6|NDUFAB1|NME4|RORA|SDHC|SDHD|NOCT|LETMD1|AK5|PRKAG2|MFN1|SLC25A25,-2.4
MyList,KEGG Pathway,24,hsa00100,Steroid biosynthesis,,-3.7,13,6.7,30230,20,467,4,0.86,0.43,1718|3988|6307|10682,DHCR24|LIPA|MSMO1|EBP,-2.4
MyList,WikiPathways,27,WP5275,Ether lipid biosynthesis,,-3.7,13,6.7,30230,20,467,4,0.86,0.43,5824|8443|23175|25979,PEX19|GNPAT|LPIN1|DHRS7B,-2.4
MyList,GO Biological Processes,19,GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,19_GO:0048519 negative regulation of biological process,-3.7,13,6.7,30230,20,467,4,0.86,0.43,23658|25819|27257|167227,LSM5|NOCT|LSM1|DCP2,-2.4
MyList,GO Biological Processes,19,GO:0021692,cerebellar Purkinje cell layer morphogenesis,19_GO:0032502 developmental process,-3.7,13,6.7,30230,20,467,4,0.86,0.43,6095|8925|79809|91137,RORA|HERC1|TTC21B|SLC25A46,-2.4
MyList,Reactome Gene Sets,6,R-HSA-3781860,Diseases associated with N-glycosylation of proteins,,-3.7,13,6.7,30230,20,467,4,0.86,0.43,1798|10195|29929|91869,DPAGT1|ALG3|ALG6|RFT1,-2.4
MyList,Reactome Gene Sets,6,R-HSA-9609507,Protein localization,,-3.6,4,4.8,30230,162,467,10,2.1,0.67,5192|5824|8310|8443|10478|11001|26521|55825|131474|197257,PEX10|PEX19|ACOX3|GNPAT|SLC25A17|SLC27A2|TIMM8B|PECR|CHCHD4|LDHD,-2.4
MyList,KEGG Pathway,24,hsa04625,C-type lectin receptor signaling pathway,,-3.6,4.9,5.1,30230,105,467,8,1.7,0.6,1540|1959|3551|5290|5580|5602|6300|6773,CYLD|EGR2|IKBKB|PIK3CA|PRKCD|MAPK10|MAPK12|STAT2,-2.4
