"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"REACTOME pathway","R-HSA-162582","Signal Transduction",980,80,14.286,1.1733,0.231,0.0669241769239983,1.17441696133735,1,0.24930853663671,1,"BCL9,TAB2,ARFGAP3,ATF2,NDE1,PPP1R12A,PEAK1,PDE5A,SKA1,ARHGAP11A,CCNT1,SRGAP2,SH3KBP1,ATN1,PLEKHG1,PTK2,WIPF2,LATS1,BCL9L,YAP1,BIRC2,CBY1,CENPF,DACT1,RAPGEF1,MRTFA,UBE2L3,AMOT,DLGAP5,ZWINT,CALCB,ANKLE2,LATS2,CYBA,UACA,OPHN1,NDEL1,PEA15,FAM83B,WASF2,CDC25C,HEY1,ITSN2,CTTN,SRGAP1,SPTBN1,SPC24,SOX13,CCDC88C,KHDRBS1,BAD,PLEKHG3,COL6A2,CXXC5,ID4,KLC2,ZNF217,AMOTL1,MAML1,SNW1,CBL,ARHGEF18,TNRC6A,DIAPH2,CCDC88A,PAK1,DIAPH3,RIPK1,TAB3,NDC80,CDC42EP4,CDKN1A,DYNC1LI1,SFN,CGN,TFDP1,SGO2,NCOR2,WIPF3,RALBP1","1008,17075,661,784,17619,7618,29431,8784,28109,15783,1599,19751,13867,3033,20884,9611,30923,6514,23688,16262,590,1307,1857,17748,4568,14334,12488,17810,16864,13195,1438,29101,6515,2577,15947,8148,17620,8822,21357,12733,1727,4880,6184,3338,17382,11275,26913,11192,19967,18116,936,20364,2212,26943,5363,20716,13009,17811,13632,16696,1541,17090,11969,2877,25523,8590,15480,10019,30681,16909,17147,1784,18745,10773,17429,11749,30812,7673,22004,9841","signal transduction","AMOT;AMOTL1;ANKLE2;ARFGAP3;ARHGAP11A;ARHGEF18;ATF2;ATN1;BAD;BCL9;BCL9L;BIRC2;CALCB;CBL;CBY1;CCDC88A;CCDC88C;CCNT1;CDC25C;CDC42EP4;CDKN1A;CENPF;CGN;COL6A2;CTTN;CXXC5;CYBA;DACT1;DIAPH2;DIAPH3;DLGAP5;DYNC1LI1;FAM83B;HEY1;ID4;ITSN2;KHDRBS1;KLC2;LATS1;LATS2;MAML1;MRTFA;NCOR2;NDC80;NDE1;NDEL1;OPHN1;PAK1;PDE5A;PEA15;PEAK1;PLEKHG1;PLEKHG3;PPP1R12A;PTK2;RALBP1;RAPGEF1;RIPK1;SFN;SGO2;SH3KBP1;SKA1;SNW1;SOX13;SPC24;SPTBN1;SRGAP1;SRGAP2;TAB2;TAB3;TFDP1;TNRC6A;UACA;UBE2L3;WASF2;WIPF2;WIPF3;YAP1;ZNF217;ZWINT",80
NA,"REACTOME pathway","R-HSA-1640170","Cell Cycle",439,40,7.143,1.3096,0.389,0.0459188939589355,1.33800858126592,1,0.204786145505433,1,"CEP41,CCNB1,NUMA1,CEP164,PCBP4,OBI1,SPC24,CENPF,CEP135,ANKLE2,CDT1,SKA1,SFN,ZWINT,GTSE1,CDCA5,CDC25C,TFDP1,TPX2,POLD4,MZT2B,SGO2,CKS1B,NDC80,UBE2S,TICRR,MZT2A,PPP1R12A,CEP250,NDE1,NEDD1,CDKN1A,PTTG1,PHF8,FKBPL,NDEL1,RNF168,GOLGA2,ARPP19,DYNC1LI1","12370,1579,8059,29182,8652,20308,26913,1857,29086,29101,24576,28109,10773,13195,13698,14626,1727,11749,1249,14106,25886,30812,19083,16909,17895,28704,33187,7618,1859,17619,7723,1784,9690,20672,13949,17620,26661,4425,16967,18745","cell cycle","ANKLE2;ARPP19;CCNB1;CDC25C;CDCA5;CDKN1A;CDT1;CENPF;CEP135;CEP164;CEP250;CEP41;CKS1B;DYNC1LI1;FKBPL;GOLGA2;GTSE1;MZT2A;MZT2B;NDC80;NDE1;NDEL1;NEDD1;NUMA1;OBI1;PCBP4;PHF8;POLD4;PPP1R12A;PTTG1;RNF168;SFN;SGO2;SKA1;SPC24;TFDP1;TICRR;TPX2;UBE2S;ZWINT",40
NA,"KEGG Pathway H.sap","path:hsa05202","Transcriptional misregulation in cancer",79,12,2.143,2.1833,1.127,0.00800516634868826,2.09662963893934,1,0.118419620542726,0.994897902068566,"CEBPB,SS18,MAX,CCNT1,PTK2,BIRC2,NCOR1,TCF3,CDKN1A,MAF,BCL11B,PRCC","1834,11340,6913,1599,9611,590,7672,11633,1784,6776,13222,9343","transcriptional misregulation in cancer","BCL11B;BIRC2;CCNT1;CDKN1A;CEBPB;MAF;MAX;NCOR1;PRCC;PTK2;SS18;TCF3",12
NA,"REACTOME pathway","R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes",25,9,1.607,5.1744,2.371,2.66553709532672e-05,4.57421526917593,0.0666384273831679,0.0033319213691584,0.0279930096451972,"CNOT3,CCNB1,TNKS1BP1,SFN,TFDP1,CDC25C,CNOT2,PCBP4,CDKN1A","7879,1579,19081,10773,11749,1727,7878,8652,1784","tp53 regulates transcription of cell cycle genes","CCNB1;CDC25C;CDKN1A;CNOT2;CNOT3;PCBP4;SFN;TFDP1;TNKS1BP1",9
NA,"KEGG Pathway H.sap","path:hsa04064","NF-kappa B signaling pathway",42,7,1.25,2.3955,1.26,0.0243768856737191,1.6130217794852,1,0.156896445928726,1,"PIDD1,TAB3,ERC1,BIRC2,RIPK1,TAB2,MAP3K7","16491,30681,17072,590,10019,17075,6859","nf kappa b signaling pathway","BIRC2;ERC1;MAP3K7;PIDD1;RIPK1;TAB2;TAB3",7
NA,"KEGG Pathway H.sap","path:hsa04392","Hippo signaling pathway - multiple species",17,6,1.071,5.0729,2.343,0.00070396102347181,3.15245138597112,1,0.0439975639669881,0.36964384690872,"PAK1,TEAD3,LATS1,YAP1,LATS2,WWC1","8590,11716,6514,16262,6515,29435","hippo signaling pathway multiple species","LATS1;LATS2;PAK1;TEAD3;WWC1;YAP1",6
NA,"KEGG Pathway H.sap","path:hsa04330","Notch signaling pathway",33,6,1.071,2.6133,1.386,0.0244012475257969,1.6125879695744,1,0.156896445928726,1,"SNW1,NUMBL,ATXN1,HEY1,MAML1,NCOR2","16696,8061,10548,4880,13632,7673","notch signaling pathway","ATXN1;HEY1;MAML1;NCOR2;NUMBL;SNW1",6
NA,"REACTOME pathway","R-HSA-2151201","Transcriptional activation of mitochondrial biogenesis",36,6,1.071,2.3955,1.26,0.0360225180431764,1.44342593243724,1,0.186698855888235,1,"ALAS1,CRTC1,ATF2,CRTC3,NCOA6,CRTC2","396,16062,784,26148,15936,27301","transcriptional activation of mitochondrial biogenesis","ALAS1;ATF2;CRTC1;CRTC2;CRTC3;NCOA6",6
NA,"REACTOME pathway","R-HSA-9682385","FLT3 signaling in disease",15,5,0.893,4.7911,2.26,0.00267548640808544,2.5725972509721,1,0.0965311870932974,0.811003067592664,"CDKN1A,TRIP11,GOLGB1,CBL,SPTBN1","1784,12305,4429,1541,11275","flt3 signaling in disease","CBL;CDKN1A;GOLGB1;SPTBN1;TRIP11",5
NA,"REACTOME pathway","R-HSA-77595","Processing of Intronless Pre-mRNAs",16,5,0.893,4.4916,2.167,0.00367175374918992,2.43512645300296,1,0.0965311870932974,0.811003067592664,"PCF11,PAPOLA,WDR33,CSTF2T,FIP1L1","30097,14981,25651,17086,19124","processing of intronless pre mrnas","CSTF2T;FIP1L1;PAPOLA;PCF11;WDR33",5
