"Experiment","Genotype","Treatment","Condition","Lipid","LipidClass","n_total","n_detected","mean_intensity","sd_intensity","CV_percent","mean_log2Intensity","CV_percent_capped"
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPC 18:2_LPC O-19:2","LPC",3,3,2219.46682,313.833589828347,14.1400442214472,11.1067531485686,14.1400442214472
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPC 24:0","LPC",3,3,1946.86679966667,205.894020503934,10.5756603656288,10.9215117837469,10.5756603656288
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPC O-20:4","LPC",3,3,14905.6811333333,1652.34723786648,11.0853521089443,13.8574602704636,11.0853521089443
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPC O-20:5","LPC",3,3,4202.500257,115.851431714512,2.75672634455028,12.0366638476238,2.75672634455028
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC",3,3,2241.50681333333,334.599565647238,14.9274391519541,11.1198062719205,14.9274391519541
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPE 18:0_LPE O-18:1;O","LPE",3,3,2533.98017366667,354.107256279114,13.97434991635,11.2980461661657,13.97434991635
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPE 18:1","LPE",3,3,3232.653559,1102.44073623967,34.1032750995039,11.6064882781234,34.1032750995039
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPE 20:1","LPE",3,3,2028.246811,39.4689792848343,1.94596530712032,10.9858366432335,1.94596530712032
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPE(O-20:4)","LPE",3,3,4443.320335,327.517006953258,7.37099696309106,12.114861545676,7.37099696309106
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","LPI 19:0_LPI O-20:0","Other",3,3,2610.713511,411.51010061313,15.7623614724201,11.338843687413,15.7623614724201
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 14:0_LPC 15:0_LPC O-16:0","PC",3,3,3355.40693033333,539.689177648101,16.0841647184202,11.6998968884374,16.0841647184202
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 18:0_LPC 19:0_PC O-19:0_LPC O-20:0","PC",3,3,1884.44679,222.106720106634,11.7863089202234,10.8729040859026,11.7863089202234
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 19:0_LPC 20:0_PC O-20:0","PC",3,3,1805.93345133333,64.7832340373134,3.58724370432828,10.8179172676108,3.58724370432828
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 22:0","PC",3,3,1804.26012166667,210.979420248139,11.6934037234747,10.8105213501576,11.6934037234747
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 24:0","PC",3,3,2045.17347966667,253.709780855371,12.4052938969618,10.9903787614119,12.4052938969618
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 25:0_LPC 26:0","PC",3,3,2709.46020633333,588.590977488922,21.7235512857172,11.3824535942733,21.7235512857172
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 26:0","PC",3,3,3716.19359733333,557.799224607739,15.0099614026569,11.8480300606213,15.0099614026569
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 26:1","PC",3,3,1834.08013033333,68.7340811717176,3.74760513649017,10.8401728150362,3.74760513649017
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 27:0_PC O-28:0","PC",3,3,4083.63362633333,469.151125040935,11.4885704245261,11.9889637802722,11.4885704245261
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 27:1_PC O-28:1","PC",3,3,2550.54683833333,318.908207089815,12.5035228640697,11.3092777915999,12.5035228640697
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 28:0_PC O-29:0","PC",3,3,29120.7287066667,3496.5198260592,12.006979156599,14.8228006904665,12.006979156599
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 28:1_PC O-29:1","PC",3,3,6121.58708166667,1033.65254314787,16.8853686038956,12.5658523899475,16.8853686038956
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 28:2","PC",3,3,1893.05346266667,216.117671231624,11.4163532881521,10.8803881712522,11.4163532881521
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 28:6_PC34:2OEP","PC",3,3,1990.99347266667,188.23949470778,9.45455107171488,10.9547972063224,9.45455107171488
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 29:0_PC O-30:0","PC",3,3,67817.47774,17479.6350537075,25.7745283903381,16.0182554532589,25.7745283903381
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 29:1_PC O-30:1","PC",3,3,21414.5751333333,3628.99397698988,16.9463739270787,14.3732142658196,16.9463739270787
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 30:0_PC O-31:0","PC",3,3,200213.750833333,14488.208068374,7.23637013345534,17.6086118121434,7.23637013345534
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 30:1_PC O-31:1","PC",3,3,107963.388033333,20820.3536142534,19.2846426863014,16.7018865277636,19.2846426863014
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 30:2_PC O-31:2","PC",3,3,7484.860527,1733.33841581072,23.1579253822844,12.8443943579784,23.1579253822844
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 30:3","PC",3,3,2065.720145,449.579692048409,21.7638237752873,10.9910582430962,21.7638237752873
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 31:0_PC O-32:0","PC",3,3,265143.591466667,15184.739246587,5.72698708748389,18.014865057016,5.72698708748389
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 31:1_PC O-32:1","PC",3,3,319702.126133333,42754.7128762347,13.373296384774,18.2779342566828,13.373296384774
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 31:2_PC O-32:2","PC",3,3,29878.5823966667,3888.77990068764,13.0152757887251,14.858684701088,13.0152757887251
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 31:3_PC O-32:3","PC",3,3,2852.846869,488.272764743711,17.1152812318617,11.4647047476314,17.1152812318617
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 32:0_PC O-33:0","PC",3,3,227983.3558,47739.0838904604,20.939723306968,17.7786080840901,20.939723306968
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 32:1_PC O-33:1","PC",3,3,686570.303266667,28254.0647655126,4.11524713945261,19.3882379797715,4.11524713945261
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 32:2_PC O-33:2","PC",3,3,49935.11655,6147.4141877129,12.3108037237832,15.6007631459367,12.3108037237832
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 32:3_PC O-33:3","PC",3,3,3327.86022833333,299.536960149362,9.00088764543386,11.6965983588269,9.00088764543386
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 32:4_PC dO-34:4","PC",3,3,1806.51345333333,33.7739361607933,1.86956460791778,10.818822969676,1.86956460791778
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 32:5","PC",3,3,2201.12015166667,199.07860085931,9.04442225512177,11.1001419767339,9.04442225512177
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 32:6","PC",3,3,6339.29371566667,3209.56008523891,50.6296163136745,12.5167154657162,50.6296163136745
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 33:0_PC O-34:0","PC",3,3,151539.404133333,27122.4663126803,17.8979628881319,17.193875105319,17.8979628881319
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 33:1_PC O-34:1","PC",3,3,482095.2282,136618.320814756,28.3384511655194,18.8429119435666,28.3384511655194
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 33:2_PC O-34:2","PC",3,3,129120.346866667,12183.2817398437,9.43560177423043,16.9741761521809,9.43560177423043
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 33:3_PC O-34:3","PC",3,3,12575.1275166667,1114.86395084483,8.86562740113154,13.6143665907774,8.86562740113154
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 33:4_PC O-34:4","PC",3,3,9094.854084,415.115017259617,4.5642845220563,13.1498244352582,4.5642845220563
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 34:0_PC O-35:0","PC",3,3,146714.064266667,38450.0981848361,26.2075066743086,17.125581005289,26.2075066743086
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 34:1_PC O-35:1","PC",3,3,1365996.75633333,299040.286953206,21.8917274559204,20.3594675991983,21.8917274559204
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 34:2_PC O-35:2","PC",3,3,250286.059666667,25758.2685689036,10.2915314593265,17.9279206083369,10.2915314593265
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 34:3_PC O-35:3","PC",3,3,17879.6813066667,4042.20715396365,22.6078255234698,14.098940821219,22.6078255234698
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 34:5","PC",3,3,8623.18742266667,704.244155367819,8.16686592612684,13.0707339530933,8.16686592612684
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 34:6","PC",3,3,12258.90084,1373.4237205682,11.2034817680131,13.5754746571925,11.2034817680131
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 35:3_PC O-36:3","PC",3,3,33481.6091066667,8740.51410140929,26.1054182717548,14.9938435803172,26.1054182717548
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 35:4_PC O-36:4_PC dO-37:4","PC",3,3,23679.0817833333,4330.07809230736,18.2865118332211,14.5149384957046,18.2865118332211
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 35:5_PC O-36:5","PC",3,3,8319.05395766667,1546.14031820901,18.5855305913014,13.0062276471757,18.5855305913014
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 35:6_PC O-36:6","PC",3,3,10666.8673836667,1361.2835401156,12.7617930471323,13.3725617844324,12.7617930471323
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:1_PC O-37:1","PC",3,3,191524.8387,49142.259585272,25.6584263006467,17.5131509034769,25.6584263006467
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:2_PC O-37:2","PC",3,3,363378.473833333,60161.9129432819,16.5562677141067,18.4577728914447,16.5562677141067
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:3_PC O-37:3","PC",3,3,47107.7505733333,6781.42918094045,14.3955699399905,15.5130432576089,14.3955699399905
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:4_PC O-37:4","PC",3,3,21251.8551766667,3223.3595264133,15.1674265593169,14.3638380156529,15.1674265593169
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:5","PC",3,3,7533.25390266667,1052.22485984881,13.9677339094642,12.8700605865158,13.9677339094642
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:6","PC",3,3,6777.69377133333,324.005727992635,4.78047163126545,12.7254964547469,4.78047163126545
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:7_PC 35:0_PC O-36:0","PC",3,3,26532.94874,4348.62567054097,16.3895302898813,14.6816354145409,16.3895302898813
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 36:8_PC dO-38:8_PC 35:1_PC O-36:1","PC",3,3,153209.712266667,26030.2472265284,16.9899458992664,17.2107725468716,16.9899458992664
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 37:3_PC O-38:3","PC",3,3,10184.5073503333,1431.4808489127,14.0554746505814,13.3043856488786,14.0554746505814
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 37:4_PC O-38:4","PC",3,3,14399.2812133333,3442.85708697991,23.909923252224,13.7863847475737,23.909923252224
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 37:5_PC O-38:5","PC",3,3,21118.42822,4594.93731817598,21.7579512561659,14.3447162773414,21.7579512561659
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 37:6_PC O-38:6","PC",3,3,16992.1475733333,1687.87941672237,9.93329071230084,14.0476937443351,9.93329071230084
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 37:7_PC O-38:7_PC 36:0_PC O-37:0","PC",3,3,27451.14892,3739.38863080706,13.6219749552364,14.7351507383539,13.6219749552364
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:2_PC O-39:2_PC dO-40:2","PC",3,3,31114.98878,9703.86607684851,31.1871109626944,14.869916439915,31.1871109626944
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:3","PC",3,3,13269.2006733333,1822.21228509584,13.7326454694282,13.6862071253754,13.7326454694282
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:4_PC dO-40:4","PC",3,3,13977.2209833333,1782.76333872284,12.7547767961073,13.7631050050224,12.7547767961073
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:5","PC",3,3,15434.3210166667,2197.56196762505,14.2381512296656,13.9035106752688,14.2381512296656
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:6_PC dO-40:6","PC",3,3,12421.0409096667,2224.12442027257,17.9061033326253,13.5838101641647,17.9061033326253
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:7_PC 37:0_PC O-38:0","PC",3,3,9682.56734866667,2728.32292776129,28.1776808723876,13.1995545920619,28.1776808723876
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:8_PC dO-40:8_PC 37:1_PC O-38:1","PC",3,3,14893.2810733333,1991.95573023566,13.3748615931401,13.8534178350801,13.3748615931401
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 38:9_PC dO-40:9_PC 37:2_PC O-38:2","PC",3,3,18999.3545766667,2294.1600088707,12.0749365438349,14.2063164092824,12.0749365438349
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 39:4_PC O-40:4","PC",3,3,3165.43356733333,1046.36689192559,33.0560370220338,11.5677160935361,33.0560370220338
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 39:5_PC O-40:5","PC",3,3,6218.513795,141.417516665411,2.27413689713317,12.6021069928675,2.27413689713317
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 39:6_PC O-40:6","PC",3,3,9297.21391933333,859.050356848211,9.23986867788249,13.1783138604209,9.23986867788249
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 39:7_PC O-40:7_PC 38:0_PC O-39:0_PC dO-40:0","PC",3,3,16373.2612266667,2111.94514661879,12.8987445896186,13.9913853493134,12.8987445896186
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 39:8_PC 38:1_PC O-39:1","PC",3,3,15649.0011233333,1492.4493436306,9.5370262412806,13.9292298034088,9.5370262412806
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:10_PC 39:3_PC O-40:3","PC",3,3,3203.86688133333,174.511908528272,5.44691508704777,11.644181710824,5.44691508704777
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:1_PC O-41:1","PC",3,3,5640.427082,924.606769498082,16.3924957464432,12.4490786725106,16.3924957464432
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:2","PC",3,3,4533.41363266667,338.408036448666,7.46475093316394,12.1436725061956,7.46475093316394
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:3","PC",3,3,2998.006888,143.625832849761,4.7907105692334,11.5486638364824,4.7907105692334
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:4","PC",3,3,3485.93358633333,297.630663232627,8.53804743726311,11.7639259680202,8.53804743726311
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:5","PC",3,3,5371.02705233333,552.744872241897,10.2912323258876,12.3860655118298,10.2912323258876
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:6","PC",3,3,7630.01392133333,812.904825157358,10.6540411791975,12.8918445156875,10.6540411791975
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:7_PC 39:0_PC O-40:0","PC",3,3,7462.00057333333,1524.35180743403,20.4281920438542,12.8454512433688,20.4281920438542
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 40:9_PC 39:2_PC O-40:2","PC",3,3,3556.10691966667,658.250063125313,18.5104125943158,11.7781263442608,18.5104125943158
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 41:5_PC O-42:5","PC",3,3,2536.81350466667,372.167778400015,14.670679484928,11.2977446019397,14.670679484928
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 41:6_PC O-42:6","PC",3,3,2674.14683766667,200.570416502867,7.50035165151495,11.3821869940976,7.50035165151495
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 41:7_PC O-42:7_PC 40:0_PC O-41:0","PC",3,3,3697.65359133333,126.716584649028,3.42694580547052,11.8518327724151,3.42694580547052
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:0","PC",3,3,2278.54015966667,87.4626572961293,3.83853920349266,11.1531821952662,3.83853920349266
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:1","PC",3,3,2891.92020933333,297.381037795656,10.2831688383343,11.4926706355897,10.2831688383343
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:10_PC 41:3_PC O-42:3","PC",3,3,2120.94681933333,175.46137070176,8.27278501763244,11.0470882054353,8.27278501763244
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:11_PC 41:4_PC O-42:4","PC",3,3,2528.920171,236.890122156835,9.36724396733972,11.3000035064196,9.36724396733972
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:2","PC",3,3,2900.220221,218.72961338813,7.54182774826359,11.4992068233735,7.54182774826359
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:3","PC",3,3,2204.02681766667,35.2371783106057,1.59876359162953,11.1058028490923,1.59876359162953
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:4","PC",3,3,2132.966812,73.1801708718067,3.43090996353518,11.0580772013594,3.43090996353518
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:5","PC",3,3,1993.18680933333,124.77914434544,6.26028346972533,10.9590164572987,6.26028346972533
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:6","PC",3,3,2245.306824,246.602434570113,10.9830171954313,11.1271087116403,10.9830171954313
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:7_PC 41:0_PC O-42:0","PC",3,3,2385.46682766667,225.954007029692,9.47210853695701,11.2157699752567,9.47210853695701
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:8_PC 41:1_PC O-42:1","PC",3,3,2451.640171,145.868834791399,5.94984682160354,11.2577883356571,5.94984682160354
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 42:9_PC 41:2_PC O-42:2","PC",3,3,2403.480174,377.3638976831,15.7007285421069,11.218191997434,15.7007285421069
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 44:0","PC",3,3,1764.62678666667,120.178810566727,6.81043784865932,10.7828917534918,6.81043784865932
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 44:1","PC",3,3,2079.826818,66.5838947797974,3.20141533917837,11.0217591652963,3.20141533917837
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 44:2","PC",3,3,2203.12680833333,200.656880850771,9.10782257706572,11.1014083657344,9.10782257706572
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 44:5","PC",3,3,1777.80012633333,71.0524781056943,3.9966516512876,10.7951045194618,3.9966516512876
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 44:8_PC 43:1","PC",3,3,1766.62678566667,48.3345373505674,2.73597897092495,10.7864248932148,2.73597897092495
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 46:1","PC",3,3,1861.77345666667,39.3835477985428,2.11537809057904,10.8622452720324,2.11537809057904
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 46:2","PC",3,3,1926.22679433333,227.024633589882,11.7859763065156,10.9045769327856,11.7859763065156
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC 48:2","PC",3,3,2090.373483,177.735077520864,8.50255128886288,11.0261453151646,8.50255128886288
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC O-24:6_PC(22:0/8:0(COOH))","PC",3,3,6499.74035366667,2514.71322464251,38.6894412362779,12.6006308816416,38.6894412362779
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC O-30:6_PC36:2OEP","PC",3,3,2614.033531,501.513752883256,19.1854368712479,11.3346408063595,19.1854368712479
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC O-32:6_PC 38:2OEP","PC",3,3,6346.327026,2201.74199655436,34.6931695693295,12.5679229888288,34.6931695693295
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC O-34:5","PC",3,3,26508.0754966667,23276.6337175657,87.80959493077,14.330081716644,87.80959493077
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC O-44:2","PC",3,3,1865.32013066667,60.9288280645549,3.2664006066765,10.8646996658682,3.2664006066765
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC O-44:6","PC",3,3,1881.06679766667,147.80688406043,7.85760953538567,10.8744450710154,7.85760953538567
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC dO-38:9_PC 35:2_PC O-36:2","PC",3,3,117156.66774,23160.7266570941,19.7690213488263,16.8174203819048,19.7690213488263
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC(16:0)_PC(O-17:0)_LPC(O-18:0)","PC",3,3,2343.82016,419.128874317842,17.882296665536,11.1780627067053,17.882296665536
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC(16:0/8:0(COOH))","PC",3,3,2012.30014666667,72.2990007052675,3.59285372140082,10.9740125994081,3.59285372140082
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC(19:1)_LPC(20:1)_PC(O-20:1)_PC(P-20:0)","PC",3,3,1992.43348033333,516.106628466751,25.9033304529899,10.92973978333,25.9033304529899
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC(20:0/8:0(COOH))_PC(18:0/Aze)","PC",3,3,3132.15354933333,925.918011772337,29.5617056184686,11.564703556866,29.5617056184686
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC(29:2)_PC(P-30:1)","PC",3,3,1995.73346466667,131.787012426719,6.60343752108853,10.9605575614173,6.60343752108853
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC(34:4)_PC(O-35:4)","PC",3,3,9871.66070633333,3087.71929842502,31.2786205916096,13.2132921741414,31.2786205916096
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PC(40:8)_PC(39:1)_PC(O-40:1)_PC(P-40:0)","PC",3,3,2232.846822,720.349084878651,32.2614645026757,11.0780052758584,32.2614645026757
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 32:0_PE O-33:0","PE",3,3,2285.36016833333,317.20566160102,13.8798980570468,11.1483639073782,13.8798980570468
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 32:1_PE O-33:1_PE O-33:1","PE",3,3,5134.113682,331.793776132204,6.46253271125374,12.3238422149457,6.46253271125374
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 32:2_PE O-33:2_PE O-33:2","PE",3,3,2394.45350266667,165.30157257298,6.90351983819631,11.2231221392274,6.90351983819631
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 33:0_PE O-34:0","PE",3,3,2500.713497,147.795953663105,5.91015139640786,11.2864750236338,5.91015139640786
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 33:1_PE O-34:1_PE O-34:1","PE",3,3,4290.33363466667,396.779371900307,9.24821717113695,12.0627675789154,9.24821717113695
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 33:2_PE O-34:2_PE O-34:2","PE",3,3,3143.33356466667,156.751683260501,4.9867976158338,11.6168594459711,4.9867976158338
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 34:0_PE O-35:0","PE",3,3,3475.840243,379.850479874964,10.9283066343439,11.7572426512991,10.9283066343439
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 34:1_PE O-35:1_PE O-35:1","PE",3,3,24145.3349966667,979.629388516335,4.05722011581772,14.5586763190878,4.05722011581772
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 34:2_PE O-35:2_PE O-35:2","PE",3,3,8069.86719,1320.80069897049,16.3670686006728,12.9652735141079,16.3670686006728
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 34:3_PE O-35:3","PE",3,3,2491.02016966667,279.590186748607,11.2239230397729,11.2766879536336,11.2239230397729
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 34:4","PE",3,3,9937.35401933333,1100.58933735154,11.0752755231455,13.2729634575236,11.0752755231455
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 35:2_PE O-36:2_PE O-36:2","PE",3,3,4794.420344,393.597446397538,8.20948974342869,12.2238330773362,8.20948974342869
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 35:3_PE O-36:3_PE O-36:3","PE",3,3,2568.81350733333,88.7318672834824,3.45419653977117,11.3263188686201,3.45419653977117
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 35:4_PE O-36:4_PE O-36:4","PE",3,3,2680.36686733333,415.951613788193,15.5184582699315,11.3771716549751,15.5184582699315
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 35:5_PE O-36:5_PE O-36:5","PE",3,3,2716.13352466667,360.600484101284,13.2762428955159,11.3988458180396,13.2762428955159
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 36:1_PE O-37:1_PE O-37:1","PE",3,3,21996.61476,245.973369199027,1.11823283665594,14.4249335606698,1.11823283665594
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 36:2_PE O-37:2_PE O-37:2","PE",3,3,26427.2619866667,2434.28460188245,9.21126298710254,14.6855541029398,9.21126298710254
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 36:3_PE O-37:3","PE",3,3,4692.08701933333,109.49097110219,2.33352388076015,12.1957515819982,2.33352388076015
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 36:4","PE",3,3,4390.73366666667,236.167085582819,5.37876135315924,12.098835691972,5.37876135315924
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 36:5","PE",3,3,2446.64684033333,372.623499656666,15.2299667248216,11.2446547573376,15.2299667248216
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 36:7_PE 35:0_PE O-36:0","PE",3,3,2477.98018233333,113.449118963085,4.57829000295951,11.2739221015485,4.57829000295951
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 36:8_PE 35:1_PE O-36:1_PE O-36:1","PE",3,3,7147.800434,148.227562657165,2.07375071570394,12.8030751378183,2.07375071570394
"Recovery","RDH12","Veh","Recovery | RDH12 | Veh","PE 37:3_PE O-38:3_PE O-38:3","PE",3,3,2503.10017266667,152.540983785803,6.09408226852119,11.2877351175692,6.09408226852119
