"Lipid","LipidClass","sample","Intensity","Treatment","Rep","Genotype","Treatment_raw","Genotype_raw","Experiment","Condition","Detected","log2Intensity"
"Cer(d14:1/24:0(2OH))","Cer","s9",1450.340099,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.5021755308384
"Cer(d18:1/20:0(OH)","Cer","s1",1357.400085,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.4066302932405
"Cer(d18:1/20:0(OH)","Cer","s2",1495.500103,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.5464122944825
"Cer(d18:1/20:0(OH)","Cer","s3",1870.920116,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.8695322447849
"Cer(d18:1/20:0(OH)","Cer","s4",1691.440121,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.7240363895709
"Cer(d18:1/20:0(OH)","Cer","s5",1461.82011,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.5135500703856
"Cer(d18:1/20:0(OH)","Cer","s6",1624.560112,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.6658334119428
"Cer(d18:1/20:0(OH)","Cer","s7",1517.740112,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.5677090587962
"Cer(d18:1/20:0(OH)","Cer","s8",2248.340179,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.134644619788
"Cer(d18:1/20:0(OH)","Cer","s9",1317.700096,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.3638063399497
"Cer(d18:0/20:0(2OH))","Cer","s1",2969.200218,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.5358586645399
"Cer(d18:0/20:0(2OH))","Cer","s2",3598.760231,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.8132842699282
"Cer(d18:0/20:0(2OH))","Cer","s3",4247.660244,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.0524526591142
"Cer(d18:0/20:0(2OH))","Cer","s4",7648.920708,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.9010404770338
"Cer(d18:0/20:0(2OH))","Cer","s5",4042.180237,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.9809179362236
"Cer(d18:0/20:0(2OH))","Cer","s6",5753.980354,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.4903445799077
"Cer(d18:0/20:0(2OH))","Cer","s7",2852.440136,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.4779808937344
"Cer(d18:0/20:0(2OH))","Cer","s8",8075.880585,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.9794038629018
"Cer(d18:0/20:0(2OH))","Cer","s9",2987.340218,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.5446458352906
"Cer(d18:1/22:0)","Cer","s1",1725.020134,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.7523974854239
"Cer(d18:1/22:0)","Cer","s2",1655.080101,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.6926853255731
"Cer(d18:1/22:0)","Cer","s3",1638.240131,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.6779311254088
"Cer(d18:1/22:0)","Cer","s4",1400.920101,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.4521589612173
"Cer(d18:1/22:0)","Cer","s5",1859.020119,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.8603266683807
"Cer(d18:1/22:0)","Cer","s6",1530.880112,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.5801455899717
"Cer(d18:1/22:0)","Cer","s7",1675.720135,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.710565506753
"Cer(d18:1/22:0)","Cer","s8",1624.680111,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.6659399734467
"Cer(d18:1/22:0)","Cer","s9",2305.500175,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.1708640599203
"Cer(d18:1/24:1)","Cer","s1",2156.180157,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.0742620104111
"Cer(d18:1/24:1)","Cer","s2",1765.760132,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.7860736594277
"Cer(d18:1/24:1)","Cer","s3",2114.360149,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.0460054234083
"Cer(d18:1/24:1)","Cer","s4",2004.30014,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.9688828501147
"Cer(d18:1/24:1)","Cer","s5",1890.840137,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.884811678988
"Cer(d18:1/24:1)","Cer","s6",1852.220116,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.855039841895
"Cer(d18:1/24:1)","Cer","s7",2111.780167,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.044243944886
"Cer(d18:1/24:1)","Cer","s8",1802.440136,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.8157356290491
"Cer(d18:1/24:1)","Cer","s9",2540.440166,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.3108627699622
"Cer(d18:1/24:0)","Cer","s1",2385.020153,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.2197857414632
"Cer(d18:1/24:0)","Cer","s2",2251.100147,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.1364145255352
"Cer(d18:1/24:0)","Cer","s3",2533.720184,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.3070414912853
"Cer(d18:1/24:0)","Cer","s4",2210.440144,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.110117953076
"Cer(d18:1/24:0)","Cer","s5",2381.540161,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.2176791623949
"Cer(d18:1/24:0)","Cer","s6",2066.760166,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.0131552678146
"Cer(d18:1/24:0)","Cer","s7",2849.320213,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.4764020487414
"Cer(d18:1/24:0)","Cer","s8",2904.840221,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.5042430958959
"Cer(d18:1/24:0)","Cer","s9",3330.600212,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.7015664754261
"DG 30:3 NL 16:1","DG","s1",38204.36261,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.2214497705969
"DG 30:3 NL 16:1","DG","s2",30330.68191,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.8884903132885
"DG 30:3 NL 16:1","DG","s3",51477.96352,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.6516673608915
"DG 30:3 NL 16:1","DG","s4",23022.46171,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,14.4907544835204
"DG 30:3 NL 16:1","DG","s5",36838.94279,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.1689440388747
"DG 30:3 NL 16:1","DG","s6",60928.62384,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.8948325349444
"DG 30:3 NL 16:1","DG","s7",42796.98297,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.3852214750628
"DG 30:3 NL 16:1","DG","s8",31466.56229,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.9415319529086
"DG 30:3 NL 16:1","DG","s9",18561.22122,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.1800040140493
"DG 30:2 NL 16:0","DG","s1",27647.92189,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.7548834263146
"DG 30:2 NL 16:0","DG","s2",17990.54107,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.1349509562037
"DG 30:2 NL 16:0","DG","s3",24848.76162,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.6008863339848
"DG 30:2 NL 16:0","DG","s4",14704.78126,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.8439977032195
"DG 30:2 NL 16:0","DG","s5",15233.20086,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.8949314979769
"DG 30:2 NL 16:0","DG","s6",84284.22599,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,16.3629750318865
"DG 30:2 NL 16:0","DG","s7",10091.86067,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.3009045730128
"DG 30:2 NL 16:0","DG","s8",12061.40083,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.558109853382
"DG 30:2 NL 16:0","DG","s9",14195.16096,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.7931115875323
"DG 30:2 NL 16:1","DG","s1",7639.040604,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.8991757445508
"DG 30:2 NL 16:1","DG","s2",5658.380398,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.4661734532415
"DG 30:2 NL 16:1","DG","s3",10310.66065,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.3318491551209
"DG 30:2 NL 16:1","DG","s4",5811.100452,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.5045956782935
"DG 30:2 NL 16:1","DG","s5",8230.500526,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.0067644533917
"DG 30:2 NL 16:1","DG","s6",12094.70091,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.5620874728859
"DG 30:2 NL 16:1","DG","s7",8027.200603,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.9706812362516
"DG 30:2 NL 16:1","DG","s8",6496.860466,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.6655270052117
"DG 30:2 NL 16:1","DG","s9",5157.660385,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.3325010641857
"DG 30:1 NL 16:0","DG","s1",6778.940441,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.7268440801518
"DG 30:1 NL 16:0","DG","s2",5290.420376,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.3691666478851
"DG 30:1 NL 16:0","DG","s3",6298.280392,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.6207422706434
"DG 30:1 NL 16:0","DG","s4",5525.080387,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.4317797397693
"DG 30:1 NL 16:0","DG","s5",4843.120342,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.2417211361768
"DG 30:1 NL 16:0","DG","s6",16228.20115,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.9862154696507
"DG 30:1 NL 16:0","DG","s7",3782.420254,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8850939506146
"DG 30:1 NL 16:0","DG","s8",4294.780262,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.0683686039111
"DG 30:1 NL 16:0","DG","s9",3702.76025,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8543854241436
"DG 32:5 NL 18:1","DG","s1",5041.100349,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.2995229578278
"DG 32:5 NL 18:1","DG","s2",3734.120258,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.866552675222
"DG 32:5 NL 18:1","DG","s3",5201.480354,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.3447065608837
"DG 32:5 NL 18:1","DG","s4",3222.700226,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.6540542805131
"DG 32:5 NL 18:1","DG","s5",3892.700249,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.9265555412582
"DG 32:5 NL 18:1","DG","s6",7684.600563,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.9077545568416
"DG 32:5 NL 18:1","DG","s7",4665.120323,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.1876985762765
"DG 32:5 NL 18:1","DG","s8",3283.660225,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.6810891373966
"DG 32:5 NL 18:1","DG","s9",3281.900227,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.6803156648299
"DG 32:0 NL 16:0","DG","s1",5373.000393,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.3915122282309
"DG 32:0 NL 16:0","DG","s2",4621.100327,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.174020696325
"DG 32:0 NL 16:0","DG","s3",4665.360313,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.1877727916136
"DG 32:0 NL 16:0","DG","s4",3195.140202,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.6416635223421
"DG 32:0 NL 16:0","DG","s5",3070.980213,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.5844835014048
"DG 32:0 NL 16:0","DG","s6",3618.340279,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.8211123741418
"DG 32:0 NL 16:0","DG","s7",3832.6203,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.904115361214
"DG 32:0 NL 16:0","DG","s8",3452.980259,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.7536263708591
"DG 32:0 NL 16:0","DG","s9",3315.54023,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.6950282450881
"DG 34:5 NL 20:4","DG","s1",4839.540352,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.2406543149346
"DG 34:5 NL 20:4","DG","s2",4536.620323,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.147402207951
"DG 34:5 NL 20:4","DG","s3",4795.460346,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.2274535998039
"DG 34:5 NL 20:4","DG","s4",4807.200352,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.2309812172857
"DG 34:5 NL 20:4","DG","s5",4494.900333,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.1340734113738
"DG 34:5 NL 20:4","DG","s6",4650.000309,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.1830150967522
"DG 34:5 NL 20:4","DG","s7",7669.300514,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.9048792859885
"DG 34:5 NL 20:4","DG","s8",4448.880299,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.1192265667311
"DG 34:5 NL 20:4","DG","s9",4616.560341,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.1726026282554
"DG 34:2 NL 20:0","DG","s1",142190.41,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,17.117464640435
"DG 34:2 NL 20:0","DG","s2",233344.5383,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,17.8321021741806
"DG 34:2 NL 20:0","DG","s3",0,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",FALSE,NA
"DG 34:2 NL 20:0","DG","s4",375617.0716,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,18.5189031086558
"DG 34:2 NL 20:0","DG","s5",246224.6204,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,17.909615500894
"DG 34:2 NL 20:0","DG","s6",273900.503,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,18.0632923898957
"DG 34:2 NL 20:0","DG","s7",156300.0507,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,17.2539587207502
"DG 34:2 NL 20:0","DG","s8",566794.1025,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,19.1124652215102
"DG 34:2 NL 20:0","DG","s9",203600.6518,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,17.6353826544512
"DG 34:2 NL 16:1","DG","s1",5551.360416,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.438625646199
"DG 34:2 NL 16:1","DG","s2",6682.22044,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.7061118612364
"DG 34:2 NL 16:1","DG","s3",10228.22075,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.3202675824624
"DG 34:2 NL 16:1","DG","s4",9046.060612,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.1430739472618
"DG 34:2 NL 16:1","DG","s5",6595.500454,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.6872664172414
"DG 34:2 NL 16:1","DG","s6",8069.640537,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.9782886945917
"DG 34:2 NL 16:1","DG","s7",6121.660431,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.5797073053357
"DG 34:2 NL 16:1","DG","s8",12563.38098,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.616937145267
"DG 34:2 NL 16:1","DG","s9",6014.020443,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.5541140566253
"DG 34:1 NL 20:0","DG","s1",23148.18161,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.4986112475373
"DG 34:1 NL 20:0","DG","s2",38914.12292,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.2480062203364
"DG 34:1 NL 20:0","DG","s3",0,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",FALSE,NA
"DG 34:1 NL 20:0","DG","s4",58245.00442,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.8298466969978
"DG 34:1 NL 20:0","DG","s5",39910.06286,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.2844649307048
"DG 34:1 NL 20:0","DG","s6",43074.60287,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.3945498750102
"DG 34:1 NL 20:0","DG","s7",26553.40182,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.6966090795414
"DG 34:1 NL 20:0","DG","s8",89680.3474,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.4525042463557
"DG 34:1 NL 20:0","DG","s9",35262.7425,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.1058570617313
"DG 34:1 NL 18:1","DG","s1",4438.280308,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.1157850712125
"DG 34:1 NL 18:1","DG","s2",3947.320309,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.9466578774822
"DG 34:1 NL 18:1","DG","s3",3732.860275,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.866065792677
"DG 34:1 NL 18:1","DG","s4",2691.240189,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.3940554396744
"DG 34:1 NL 18:1","DG","s5",2991.820217,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.5468077687662
"DG 34:1 NL 18:1","DG","s6",2710.160191,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.4041624129686
"DG 34:1 NL 18:1","DG","s7",2921.920208,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.512701066125
"DG 34:1 NL 18:1","DG","s8",3093.52021,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.5950337437863
"DG 34:1 NL 18:1","DG","s9",2880.800205,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.4922538919662
"DG 34:1 NL 16:0","DG","s1",4557.120354,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.1539067574453
"DG 34:1 NL 16:0","DG","s2",4015.620274,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.9714071359432
"DG 34:1 NL 16:0","DG","s3",4901.080357,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.2588840857038
"DG 34:1 NL 16:0","DG","s4",3026.76022,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.5635586740268
"DG 34:1 NL 16:0","DG","s5",3145.400211,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.6190278775031
"DG 34:1 NL 16:0","DG","s6",4024.640293,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.9746441310707
"DG 34:1 NL 16:0","DG","s7",2890.200195,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.4969537117585
"DG 34:1 NL 16:0","DG","s8",4018.220299,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.9723409466831
"DG 34:1 NL 16:0","DG","s9",3624.140263,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8234230769167
"DG 34:1 NL 16:1","DG","s1",4665.060318,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.1876800195262
"DG 34:1 NL 16:1","DG","s2",4992.780342,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.2856277211762
"DG 34:1 NL 16:1","DG","s3",7698.260506,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.9103167768495
"DG 34:1 NL 16:1","DG","s4",6194.56041,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.5967861914323
"DG 34:1 NL 16:1","DG","s5",4993.180363,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.2857433051106
"DG 34:1 NL 16:1","DG","s6",5822.880424,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.5075172772158
"DG 34:1 NL 16:1","DG","s7",4314.680294,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.0750379482729
"DG 34:1 NL 16:1","DG","s8",8203.380585,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.0020028466059
"DG 34:1 NL 16:1","DG","s9",4381.440311,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.0971894896394
"DG 34:0 NL 20:0","DG","s1",3716.700275,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.8598066346304
"DG 34:0 NL 20:0","DG","s2",4262.760296,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.0575722164605
"DG 34:0 NL 20:0","DG","s3",0,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",FALSE,NA
"DG 34:0 NL 20:0","DG","s4",5657.140434,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.4658572698422
"DG 34:0 NL 20:0","DG","s5",4863.940315,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.2479098103634
"DG 34:0 NL 20:0","DG","s6",4280.280289,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.0634895575292
"DG 34:0 NL 20:0","DG","s7",3544.480236,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.7913583702588
"DG 34:0 NL 20:0","DG","s8",6655.840446,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.7004051342283
"DG 34:0 NL 20:0","DG","s9",3994.780319,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.9639004532963
"DG 34:0 NL 18:0","DG","s1",4521.980312,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.142738995495
"DG 34:0 NL 18:0","DG","s2",4787.700363,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.2251171490695
