"UNIPROT","ENTREZID","SYMBOL"
"Q99571","5025","P2RX4"
"Q32P28","64175","P3H1"
"Q8IVL6","10536","P3H3"
"Q92791","10609","P3H4"
"P13674","5033","P4HA1"
"O15460","8974","P4HA2"
"P07237","5034","P4HB"
"Q9UQ80","5036","PA2G4"
"Q9BRP4","80227","PAAF1"
"Q9H8K7","80007","C10orf88"
"Q7Z309","159090","PABIR2"
"P11940","26986","PABPC1"
"Q13310","8761","PABPC4"
"Q86U42","8106","PABPN1"
"Q9H813","55248","PACC1"
"Q6VY07","55690","PACS1"
"Q86VP3","23241","PACS2"
"Q9UNF0","11252","PACSIN2"
"Q9UKS6","29763","PACSIN3"
"Q8N7H5","54623","PAF1"
"P43034","5048","PAFAH1B1"
"P68402","5049","PAFAH1B2"
"Q15102","5050","PAFAH1B3"
"Q99487","5051","PAFAH2"
"Q9NWQ8","55824","PAG1"
"Q9BTK6","79447","PAGR1"
"P22234","10606","PAICS"
"Q9H074","10605","PAIP1"
"Q13153","5058","PAK1"
"Q9NWT1","55003","PAK1IP1"
"Q13177","5062","PAK2"
"O96013","10298","PAK4"
"Q9ULE6","27143","PALD1"
"Q8WX93","23022","PALLD"
"O75781","5064","PALM"
"Q9Y2D5","445815","PALM2AKAP2"
"Q8N3R9","64398","PALS1"
"Q9NZW5","51678","PALS2"
"Q9Y3D7","51025","PAM16"
"Q58A45","255967","PAN3"
"Q9BZ23","80025","PANK2"
"Q9H999","79646","PANK3"
"Q9NVE7","55229","PANK4"
"Q96RD7","24145","PANX1"
"P51003","10914","PAPOLA"
"Q9BWT3","64895","PAPOLG"
"O43252","9061","PAPSS1"
"O95340","9060","PAPSS2"
"Q8TEW0","56288","PARD3"
"Q8TEW8","117583","PARD3B"
"Q9BYG5","84612","PARD6B"
"Q86W56","8505","PARG"
"Q99497","11315","PARK7"
"O95453","5073","PARN"
"P09874","142","PARP1"
"Q8N5Y8","54956","PARP16"
"Q9UGN5","10038","PARP2"
"Q7L3T8","25973","PARS2"
"Q9NVD7","55742","PARVA"
"Q9HBI1","29780","PARVB"
"Q96RG2","23178","PASK"
"Q8NI35","10207","PATJ"
"Q86TB9","219988","PATL1"
"Q9HBE1","23598","PATZ1"
"Q96IZ0","5074","PAWR"
"Q9Y5B6","94104","PAXBP1"
"Q6ZW49","22976","PAXIP1"
"Q9BUH6","286257","PAXX"
"Q9BVG4","51260","PBDC1"
"Q96KB5","55872","PBK"
"P30039","64081","PBLD"
"Q86U86","55193","PBRM1"
"P40424","5087","PBX1"
"P40425","5089","PBX2"
"P40426","5090","PBX3"
"Q96AQ6","57326","PBXIP1"
"P11498","5091","PC"
"P61457","5092","PCBD1"
"Q9H0N5","84105","PCBD2"
"Q15365","5093","PCBP1"
"Q15366","5094","PCBP2"
"P05165","5095","PCCA"
"P05166","5096","PCCB"
"Q08174","5097","PCDH1"
"Q9P2E7","57575","PCDH10"
"O60245","5099","PCDH7"
"Q9HC56","5101","PCDH9"
"O94913","51585","PCF11"
"Q9BSM1","84759","PCGF1"
"Q86SE9","84333","PCGF5"
"Q9BYE7","84108","PCGF6"
"Q5JVF3","55795","PCID2"
"Q9H4Z3","63935","PCIF1"
"Q16822","5106","PCK2"
"Q9Y6V0","27445","PCLO"
"Q15154","5108","PCM1"
"P12004","5111","PCNA"
"Q8WW12","57092","PCNP"
"O95613","5116","PCNT"
"Q9H6A9","399909","PCNX3"
"Q9UKZ9","26577","PCOLCE2"
"Q9UHG2","27344","PCSK1N"
"P29122","5046","PCSK6"
"Q9UKL6","58488","PCTP"
"Q9UHG3","51449","PCYOX1"
"Q8NBM8","78991","PCYOX1L"
"P49585","5130","PCYT1A"
"Q99447","5833","PCYT2"
"Q13442","11333","PDAP1"
"Q9BUL8","11235","PDCD10"
"Q14690","22984","PDCD11"
"Q16342","5134","PDCD2"
"Q9BRP1","84306","PDCD2L"
"Q53EL6","27250","PDCD4"
"O14737","9141","PDCD5"
"O75340","10016","PDCD6"
"Q8WUM4","10015","PDCD6IP"
"Q8N8D1","10081","PDCD7"
"Q13371","5082","PDCL"
"Q9H2J4","79031","PDCL3"
"Q6L8Q7","201626","PDE12"
"Q5VU43","9659","PDE4DIP"
"O76074","8654","PDE5A"
"O43924","5147","PDE6D"
"Q9HBH1","64146","PDF"
"P08559","5160","PDHA1"
"P11177","5162","PDHB"
"O00330","8050","PDHX"
"P30101","2923","PDIA3"
"P13667","9601","PDIA4"
"Q14554","10954","PDIA5"
"Q15084","10130","PDIA6"
"Q15118","5163","PDK1"
"Q15120","5165","PDK3"
"O00151","9124","PDLIM1"
"Q53GG5","27295","PDLIM3"
"P50479","8572","PDLIM4"
"Q96HC4","10611","PDLIM5"
"Q9NR12","9260","PDLIM7"
"Q9P0J1","54704","PDP1"
"Q9P2J9","57546","PDP2"
"O15530","5170","PDPK1"
"Q8NCN5","55066","PDPR"
"Q9NUG6","81572","PDRG1"
"Q9NTI5","23047","PDS5B"
"Q6P996","23042","PDXDC1"
"O00764","8566","PDXK"
"Q96GD0","57026","PDXP"
"Q5EBL8","51248","PDZD11"
"Q8NEN9","118987","PDZD8"
"Q15121","8682","PEA15"
"Q9H792","79834","PEAK1"
"P30086","5037","PEBP1"
"Q9BY49","55825","PECR"
"A5PLL7","387521","PEDS1"
"A5PLL7","387522","PEDS1-UBE2V1"
"Q9UBV8","553115","PEF1"
"Q9BRX2","53918","PELO"
"Q8IZL8","27043","PELP1"
"Q9UBM1","10400","PEMT"
"P12955","5184","PEPD"
"O00541","23481","PES1"
"P0DJ07","100131801","PET100"
"Q6UWS5","100303755","PET117"
"O43933","5189","PEX1"
"O75381","5195","PEX14"
"Q9Y5Y5","9409","PEX16"
"Q7Z412","55670","PEX26"
"P56589","8504","PEX3"
"P50542","5830","PEX5"
"O00628","5191","PEX7"
"O15067","5198","PFAS"
"O60925","5201","PFDN1"
"Q9UHV9","5202","PFDN2"
"Q9NQP4","5203","PFDN4"
"Q99471","5204","PFDN5"
"O15212","10471","PFDN6"
"O60825","5208","PFKFB2"
"Q16875","5209","PFKFB3"
"Q16877","5210","PFKFB4"
"P17858","5211","PFKL"
"P08237","5213","PFKM"
"Q01813","5214","PFKP"
"P07737","5216","PFN1"
"P35080","5217","PFN2"
"P60673","345456","PFN3"
"P18669","5223","PGAM1"
"Q96HS1","192111","PGAM5"
"Q9HCN3","58986","PGAP6"
"P52209","5226","PGD"
"P49763","5228","PGF"
"P00558","5230","PGK1"
"P07205","5232","PGK2"
"P36871","5236","PGM1"
"Q96G03","55276","PGM2"
"Q6PCE3","283209","PGM2L1"
"O95394","5238","PGM3"
"A6NDG6","283871","PGP"
"Q9NXJ5","54858","PGPEP1"
"O00264","10857","PGRMC1"
"O15173","10424","PGRMC2"
"Q32NB8","9489","PGS1"
"O75167","9749","PHACTR2"
"Q8IZ21","65979","PHACTR4"
"Q9H814","51808","PHAX"
"P35232","5245","PHB1"
"Q99623","11331","PHB2"
"P78364","1911","PHC1"
"Q8IXK0","1912","PHC2"
"Q8N4B1","144717","PHETA1"
"O43189","5252","PHF1"
"Q8WUB8","55274","PHF10"
"Q86YI8","148479","PHF13"
"O94880","9678","PHF14"
"O75151","5253","PHF2"
"Q9BVI0","51230","PHF20"
"A8MW92","51105","PHF20L1"
"Q96BD5","51317","PHF21A"
"Q9BUL5","79142","PHF23"
"Q92576","23469","PHF3"
"Q7RTV0","84844","PHF5A"
"Q8IWS0","84295","PHF6"
"O43175","26227","PHGDH"
"Q8WWQ0","55023","PHIP"
"P46020","5255","PHKA1"
"P46019","5256","PHKA2"
"Q93100","5257","PHKB"
"P15735","5261","PHKG2"
"Q86UU1","23187","PHLDB1"
"Q86SQ0","90102","PHLDB2"
"Q6NSJ2","653583","PHLDB3"
"Q99453","8929","PHOX2B"
"O14832","5264","PHYH"
"Q5SRE7","254295","PHYHD1"
"Q8TCG2","55300","PI4K2B"
"P42356","5297","PI4KA"
"Q9UBF8","5298","PI4KB"
"O75928","9063","PIAS2"
"Q8N2W9","51588","PIAS4"
"Q13492","8301","PICALM"
"Q9NRD5","9463","PICK1"
"P37287","5277","PIGA"
"Q5H8A4","54872","PIGG"
"Q92643","10026","PIGK"
"Q9H3S5","93183","PIGM"
"Q8TEQ8","84720","PIGO"
"Q96S52","94005","PIGS"
"Q969N2","51604","PIGT"
"Q9H490","128869","PIGU"
"Q9NWS0","55011","PIH1D1"
"O00443","5286","PIK3C2A"
"Q8NEB9","5289","PIK3C3"
"P42336","5290","PIK3CA"
"P27986","5295","PIK3R1"
"O00459","5296","PIK3R2"
"Q92569","8503","PIK3R3"
"Q99570","30849","PIK3R4"
"Q9Y2I7","200576","PIKFYVE"
"Q9BSJ6","54478","PIMREG"
"Q13526","5300","PIN1"
"Q9Y237","5303","PIN4"
"Q96BK5","54984","PINX1"
"P12273","5304","PIP"
"P48426","5305","PIP4K2A"
"P78356","8396","PIP4K2B"
"Q8TBX8","79837","PIP4K2C"
"Q86T03","90809","PIP4P1"
"Q8N4L2","55529","PIP4P2"
"Q99755","8394","PIP5K1A"
"O60331","23396","PIP5K1C"
"O00625","8544","PIR"
"Q9GZP4","57095","PITHD1"
"Q00169","5306","PITPNA"
"P48739","23760","PITPNB"
"Q9UKF7","26207","PITPNC1"
"Q5JRX3","10531","PITRM1"
"P78337","5307","PITX1"
"Q99697","5308","PITX2"
"Q8NG27","64219","PJA1"
"P30613","5313","PKLR"
"P14618","5315","PKM"
"Q99640","9088","PKMYT1"
"Q16512","5585","PKN1"
"Q16513","5586","PKN2"
"Q6P5Z2","29941","PKN3"
"P55347","5316","PKNOX1"
"Q99959","5318","PKP2"
"Q99569","8502","PKP4"
"Q9BZM1","81579","PLA2G12A"
"Q8NCC3","23659","PLA2G15"
"Q9UNK4","26279","PLA2G2D"
"P47712","5321","PLA2G4A"
"Q9Y263","9373","PLAA"
"Q9UPG8","5326","PLAGL2"
"P00750","5327","PLAT"
"Q03405","5329","PLAUR"
"Q8NHP8","196463","PLBD2"
"Q9NQ66","23236","PLCB1"
"Q01970","5331","PLCB3"
"Q8N3E9","113026","PLCD3"
"P19174","5335","PLCG1"
"P16885","5336","PLCG2"
"Q4KWH8","23007","PLCH1"
"Q9UPR0","23228","PLCL2"
"Q13393","5337","PLD1"
"Q9HB21","59338","PLEKHA1"
"Q9HAU0","54477","PLEKHA5"
"Q6IQ23","144100","PLEKHA7"
"Q9H8W4","79666","PLEKHF2"
"A1L390","26030","PLEKHG3"
"Q53GL0","51177","PLEKHO1"
"Q8TD55","80301","PLEKHO2"
"Q9HBL7","55848","PLGRKT"
"O60664","10226","PLIN3"
"P53350","5347","PLK1"
"Q02809","5351","PLOD1"
"O00469","5352","PLOD2"
"O60568","8985","PLOD3"
"O94903","11212","PLPBP"
"Q8IY26","403313","PLPP6"
"O43660","5356","PLRG1"
"Q14651","5357","PLS1"
"P13797","5358","PLS3"
"O15162","5359","PLSCR1"
"P55058","5360","PLTP"
"Q6UX71","84898","PLXDC2"
"Q9UIW2","5361","PLXNA1"
"O75051","5362","PLXNA2"
"P51805","55558","PLXNA3"
"O15031","23654","PLXNB2"
"Q8IYS1","135293","PM20D2"
"Q13794","5366","PMAIP1"
"Q6P1K2","11243","PMF1"
"Q6P1K2","100527963","PMF1-BGLAP"
"P29590","5371","PML"
"O15305","5373","PMM2"
"Q10713","23203","PMPCA"
"O75439","9512","PMPCB"
"Q15126","10654","PMVK"
"Q8TF01","25957","PNISR"
"Q8N490","25953","PNKD"
"Q96T60","11284","PNKP"
"P0CW24","84968","PNMA6A"
"P0CW24","128966702","LOC128966702"
"Q86V59","55228","PNMA8A"
"Q9H307","5411","PNN"
"Q9NRX1","56902","PNO1"
"P00491","4860","PNP"
"Q8IY17","10908","PNPLA6"
"Q9NP80","50640","PNPLA8"
"Q9NVS9","55163","PNPO"
"Q8TCS8","87178","PNPT1"
"Q8NBT0","25886","POC1A"
"Q8NA72","134359","POC5"
"Q9H488","23509","POFUT1"
"Q9Y2G5","23275","POFUT2"
"Q9P215","57645","POGK"
"Q8NBL1","56983","POGLUT1"
"Q6UW63","79070","POGLUT2"
"Q7Z4H8","143888","POGLUT3"
"Q7Z3K3","23126","POGZ"
"P09884","5422","POLA1"
"Q14181","23649","POLA2"
"P06746","5423","POLB"
"P28340","5424","POLD1"
"P49005","5425","POLD2"
"Q15054","10714","POLD3"
"Q9Y2S7","26073","POLDIP2"
"Q9BY77","84271","POLDIP3"
"Q07864","5426","POLE"
"P56282","5427","POLE2"
"Q9NRF9","54107","POLE3"
"Q9NR33","56655","POLE4"
"P54098","5428","POLG"
"Q9UHN1","11232","POLG2"
"A0A3B3IS91","125316803","POLGARF"
"Q9UBT6","51426","POLK"
"Q9UGP5","27343","POLL"
"O95602","25885","POLR1A"
"Q9H9Y6","84172","POLR1B"
"O15160","9533","POLR1C"
"P0DPB6","51082","POLR1D"
"Q9GZS1","64425","POLR1E"
"Q3B726","221830","POLR1F"
"O15446","10849","POLR1G"
"P24928","5430","POLR2A"
"P30876","5431","POLR2B"
"P19387","5432","POLR2C"
"O15514","5433","POLR2D"
"P19388","5434","POLR2E"
"P62487","5436","POLR2G"
"P52434","5437","POLR2H"
"P36954","5438","POLR2I"
"P53803","5440","POLR2K"
"P62875","5441","POLR2L"
"P0CAP2","81488","POLR2M"
"O14802","11128","POLR3A"
"Q9NW08","55703","POLR3B"
"Q9BUI4","10623","POLR3C"
"P05423","661","POLR3D"
"Q9NVU0","55718","POLR3E"
"Q9H1D9","10621","POLR3F"
"O15318","10622","POLR3G"
"Q9Y535","171568","POLR3H"
"A8CG34","9883","POM121"
"Q8WZA1","55624","POMGNT1"
"Q8NAT1","84892","POMGNT2"
"Q9H5K3","84197","POMK"
"Q9Y6A1","10585","POMT1"
"Q15165","5445","PON2"
"Q99575","10940","POP1"
"O95707","10775","POP4"
"Q969H6","51367","POP5"
"O75817","10248","POP7"
"P16435","5447","POR"
"Q9NUX5","25913","POT1"
"P14859","5451","POU2F1"
"P20265","5454","POU3F2"
"Q15181","5464","PPA1"
"Q9H2U2","27068","PPA2"
"Q9NQ55","56342","PPAN"
"Q06203","5471","PPAT"
"Q96CD2","60490","PPCDC"
"Q9HAB8","79717","PPCS"
"Q13136","8500","PPFIA1"
"O75145","8541","PPFIA3"
"Q86W92","8496","PPFIBP1"
"Q8NEY8","51535","PPHLN1"
"P23284","5479","PPIB"
"P45877","5480","PPIC"
"Q08752","5481","PPID"
"Q9UNP9","10450","PPIE"
"P30405","10105","PPIF"
"Q13427","9360","PPIG"
"O43447","10465","PPIH"
"Q9Y3C6","51645","PPIL1"
"Q13356","23759","PPIL2"
"Q9H2H8","53938","PPIL3"
"Q8WUA2","85313","PPIL4"
"O43314","23262","PPIP5K2"
"P35813","5494","PPM1A"
"O75688","5495","PPM1B"
"O15297","8493","PPM1D"
"Q8WY54","22843","PPM1E"
"P49593","9647","PPM1F"
"O15355","5496","PPM1G"
"Q9ULR3","57460","PPM1H"
"Q5SGD2","151742","PPM1L"
"Q9Y570","51400","PPME1"
"P50336","5498","PPOX"
"P62136","5499","PPP1CA"
"P62140","5500","PPP1CB"
"P36873","5501","PPP1CC"
"Q96QC0","5514","PPP1R10"
"O60927","6992","PPP1R11"
"O14974","4659","PPP1R12A"
"O60237","4660","PPP1R12B"
"Q9BZL4","54776","PPP1R12C"
"Q96KQ4","23368","PPP1R13B"
"Q8WUF5","10848","PPP1R13L"
"Q96A00","94274","PPP1R14A"
"Q96C90","26472","PPP1R14B"
"Q8TAE6","81706","PPP1R14C"
"Q6NYC8","170954","PPP1R18"
"Q6ZMI0","129285","PPP1R21"
"Q5T8A7","9858","PPP1R26"
"Q8TAP8","221908","PPP1R35"
"O95685","5509","PPP1R3D"
"Q15435","5510","PPP1R7"
"Q12972","5511","PPP1R8"
"Q9ULJ8","55607","PPP1R9A"
"Q96SB3","84687","PPP1R9B"
"P67775","5515","PPP2CA"
"P62714","5516","PPP2CB"
"P30153","5518","PPP2R1A"
"P30154","5519","PPP2R1B"
"P63151","5520","PPP2R2A"
"Q06190","5523","PPP2R3A"
"Q969Q6","55012","PPP2R3C"
"Q15172","5525","PPP2R5A"
"Q15173","5526","PPP2R5B"
"Q13362","5527","PPP2R5C"
"Q14738","5528","PPP2R5D"
"Q16537","5529","PPP2R5E"
"Q08209","5530","PPP3CA"
"P16298","5532","PPP3CB"
"P63098","5534","PPP3R1"
"P60510","5531","PPP4C"
"Q8TF05","9989","PPP4R1"
"Q9NY27","151987","PPP4R2"
"Q6IN85","55671","PPP4R3A"
"Q5MIZ7","57223","PPP4R3B"
"P53041","5536","PPP5C"
"O00743","5537","PPP6C"
"Q9UPN7","22870","PPP6R1"
"O75170","9701","PPP6R2"
"Q5H9R7","55291","PPP6R3"
"Q5VV67","23082","PPRC1"
"P50897","5538","PPT1"
"Q9UMR5","9374","PPT2"
"Q8NI37","160760","PPTC7"
"Q96BP3","23398","PPWD1"
"O60828","10084","PQBP1"
"Q9BSG0","84279","PRADC1"
"O60831","11230","PRAF2"
"O43663","9055","PRC1"
"Q92733","5546","PRCC"
"P42785","5547","PRCP"
"Q9NQV6","56980","PRDM10"
"P57071","63977","PRDM15"
"Q9HAZ2","63976","PRDM16"
"Q13029","7799","PRDM2"
"P32119","7001","PRDX2"
"P30048","10935","PRDX3"
"Q13162","10549","PRDX4"
"P30044","25824","PRDX5"
"P30041","9588","PRDX6"
"Q9HCU5","10113","PREB"
"P48147","5550","PREP"
"Q4J6C6","9581","PREPL"
"P14222","5551","PRF1"
"O43900","4007","PRICKLE3"
"P49642","5557","PRIM1"
"P49643","5558","PRIM2"
"Q13131","5562","PRKAA1"
"P54646","5563","PRKAA2"
"Q9Y478","5564","PRKAB1"
"O43741","5565","PRKAB2"
"P17612","5566","PRKACA"
"P22694","5567","PRKACB"
"P54619","5571","PRKAG1"
"Q9UGJ0","51422","PRKAG2"
"P13861","5576","PRKAR2A"
"P31323","5577","PRKAR2B"
"P17252","5578","PRKCA"
"Q05655","5580","PRKCD"
"Q02156","5581","PRKCE"
"P41743","5584","PRKCI"
"P14314","5589","PRKCSH"
"Q05513","5590","PRKCZ"
"Q15139","5587","PRKD1"
"Q9BZL6","25865","PRKD2"
"O94806","23683","PRKD3"
"P78527","5591","PRKDC"
"Q13976","5592","PRKG1"
"O75569","8575","PRKRA"
"Q9H875","79706","PRKRIP1"
"Q99873","3276","PRMT1"
"O60678","10196","PRMT3"
"O14744","10419","PRMT5"
"Q96LA8","55170","PRMT6"
"Q9NVM4","54496","PRMT7"
"Q6P2P2","90826","PRMT9"
"P04156","5621","PRNP"
"Q9UNN8","10544","PROCR"
"O15091","9692","PRORP"
"Q86XN7","80209","PROSER1"
"Q86WR7","254427","PROSER2"
"Q2NL68","148137","PROSER3"
"Q92786","5629","PROX1"
"Q13523","8899","PRP4K"
"Q99633","8559","PRPF18"
"Q9UMS4","27339","PRPF19"
"O43395","9129","PRPF3"
"Q8WWY3","26121","PRPF31"
"Q8NAV1","84950","PRPF38A"
"Q5VTL8","55119","PRPF38B"
"Q86UA1","55015","PRPF39"
"O43172","9128","PRPF4"
"O75400","55660","PRPF40A"
"Q6NWY9","25766","PRPF40B"
"O94906","24148","PRPF6"
"Q6P2Q9","10594","PRPF8"
"P60891","5631","PRPS1"
"P11908","5634","PRPS2"
"Q14558","5635","PRPSAP1"
"O60256","5636","PRPSAP2"
"Q9ULL5","57479","PRR12"
"Q9BWN1","78994","PRR14"
"Q5THK1","253143","PRR14L"
"Q8IV56","222171","PRR15"
"P79522","80742","PRR3"
"Q9H6K5","80164","PRR36"
"Q96M27","133619","PRRC1"
"P48634","7916","PRRC2A"
"Q5JSZ5","84726","PRRC2B"
"Q9Y520","23215","PRRC2C"
"O95084","11098","PRSS23"
"P35030","5646","PRSS3"
"Q9NRG1","56952","PRTFDC1"
"Q2VWP7","283659","PRTG"
"Q86TP1","58497","PRUNE1"
"Q9BRX8","84293","PRXL2A"
"Q8TBF2","127281","PRXL2B"
"Q7RTV5","195827","PRXL2C"
"P07602","5660","PSAP"
"Q9Y617","29968","PSAT1"
"P49768","5663","PSEN1"
"P49810","5664","PSEN2"
"O75475","11168","PSIP1"
"P25786","5682","PSMA1"
"P25787","5683","PSMA2"
"P25788","5684","PSMA3"
"P25789","5685","PSMA4"
"P28066","5686","PSMA5"
"P60900","5687","PSMA6"
"O14818","5688","PSMA7"
"P20618","5689","PSMB1"
"P49721","5690","PSMB2"
"P49720","5691","PSMB3"
"P28070","5692","PSMB4"
"P28074","5693","PSMB5"
"P28072","5694","PSMB6"
"Q99436","5695","PSMB7"
"P62191","5700","PSMC1"
"P35998","5701","PSMC2"
"P17980","5702","PSMC3"
"Q9P2W1","29893","PSMC3IP"
"P43686","5704","PSMC4"
"P62195","5705","PSMC5"
"P62333","5706","PSMC6"
"Q99460","5707","PSMD1"
"O75832","5716","PSMD10"
"O00231","5717","PSMD11"
"O00232","5718","PSMD12"
"Q9UNM6","5719","PSMD13"
"O00487","10213","PSMD14"
"Q13200","5708","PSMD2"
"O43242","5709","PSMD3"
"P55036","5710","PSMD4"
"Q15008","9861","PSMD6"
"P51665","5713","PSMD7"
"P48556","5714","PSMD8"
"O00233","5715","PSMD9"
"Q06323","5720","PSME1"
"Q9UL46","5721","PSME2"
"P61289","10197","PSME3"
"Q9GZU8","80011","PSME3IP1"
"Q14997","23198","PSME4"
"Q92530","9491","PSMF1"
"O95456","8624","PSMG1"
"Q969U7","56984","PSMG2"
"Q9BT73","84262","PSMG3"
"Q5JS54","389362","PSMG4"
"Q8WXF1","55269","PSPC1"
"P78330","5723","PSPH"
"Q6PGN9","84722","PSRC1"
"Q9H939","9050","PSTPIP2"
"Q7Z6K3","375743","PTAR1"
"P26599","5725","PTBP1"
"Q9UKA9","58155","PTBP2"
"O95758","9991","PTBP3"
"O75127","26024","PTCD1"
"Q96EY7","55037","PTCD3"
"P48651","9791","PTDSS1"
"Q9BVG9","81490","PTDSS2"
"P60484","5728","PTEN"
"Q96BW5","9317","PTER"
"Q9H7Z7","80142","PTGES2"
"Q9P2B2","5738","PTGFRN"
"Q8N8N7","145482","PTGR2"
"Q8N4Q0","284273","PTGR3"
"Q05397","5747","PTK2"
"Q13308","5754","PTK7"
"P06454","5757","PTMA"
"Q93096","7803","PTP4A1"
"Q12974","8073","PTP4A2"
"Q15257","5524","PTPA"
"Q8WUK0","114971","PTPMT1"
"P18031","5770","PTPN1"
"Q06124","5781","PTPN11"
"Q05209","5782","PTPN12"
"Q12923","5783","PTPN13"
"Q99952","26469","PTPN18"
"P17706","5771","PTPN2"
"Q9H3S7","25930","PTPN23"
"P43378","5780","PTPN9"
"P18433","5786","PTPRA"
"P10586","5792","PTPRF"
"P23470","5793","PTPRG"
"Q12913","5795","PTPRJ"
"Q15262","5796","PTPRK"
"Q92729","10076","PTPRU"
"Q86Y79","138428","PTRH1"
"Q9Y3E5","51651","PTRH2"
"Q03393","5805","PTS"
"P53801","754","PTTG1IP"
"Q08623","8226","PUDP"
"Q9UHX1","22827","PUF60"
"Q14671","9698","PUM1"
"Q8TB72","23369","PUM2"
"Q15397","9933","PUM3"
"Q00577","5813","PURA"
"Q96QR8","5814","PURB"
"Q9Y606","80324","PUS1"
"Q3MIT2","150962","PUS10"
"Q9BZE2","83480","PUS3"
"Q96PZ0","54517","PUS7"
"P15151","5817","PVR"
"Q13610","11137","PWP1"
"Q15269","5822","PWP2"
"Q96N64","114825","PWWP2A"
"Q2TAK8","84939","PWWP3A"
"Q92626","7837","PXDN"
"Q7Z7A4","54899","PXK"
"Q9NR77","5827","PXMP2"
"Q9Y6I8","11264","PXMP4"
"P32322","5831","PYCR1"
"Q96C36","29920","PYCR2"
"Q53H96","65263","PYCR3"
"P11216","5834","PYGB"
"P06737","5836","PYGL"
"Q9BRQ0","90780","PYGO2"
"Q9BRP8","84305","PYM1"
"Q8WU10","79912","PYROXD1"
"Q96I23","100996939","PYURF"
"P47897","5859","QARS1"
"P09417","5860","QDPR"
"Q96PU8","9444","QKI"
"Q5T6V5","84267","QNG1"
"Q9NXS2","54814","QPCTL"
"Q15274","23475","QPRT"
"Q2TAL8","54870","QRICH1"
"Q9H0R6","55278","QRSL1"
"Q2KHR3","79832","QSER1"
"O00391","5768","QSOX1"
"Q6ZRP7","169714","QSOX2"
"Q9BXR0","81890","QTRT1"
"Q9H974","79691","QTRT2"
"Q9Y3T6","203069","R3HCC1"
"Q7Z5L2","27291","R3HCC1L"
"Q15032","23518","R3HDM1"
"Q9Y2K5","22864","R3HDM2"
"P61026","10890","RAB10"
"P62491","8766","RAB11A"
"Q15907","9230","RAB11B"
"Q6WKZ4","80223","RAB11FIP1"
"Q7L804","22841","RAB11FIP2"
"Q9BXF6","26056","RAB11FIP5"
"Q6IQ22","201475","RAB12"
"P51153","5872","RAB13"
"P61106","51552","RAB14"
"P59190","376267","RAB15"
"Q9NP72","22931","RAB18"
"P62820","5861","RAB1A"
"Q9H0U4","81876","RAB1B"
"Q9UL25","23011","RAB21"
"Q9UL26","57403","RAB22A"
"Q9ULC3","51715","RAB23"
"Q969Q5","53917","RAB24"
"P51159","5873","RAB27A"
"P51157","9364","RAB28"
"P61019","5862","RAB2A"
"Q8WUD1","84932","RAB2B"
"Q13636","11031","RAB31"
"Q13637","10981","RAB32"
"Q9H082","83452","RAB33B"
"Q9BZG1","83871","RAB34"
"Q15286","11021","RAB35"
"Q14964","54734","RAB39A"
"Q96DA2","116442","RAB39B"
"P20336","5864","RAB3A"
"P20337","5865","RAB3B"
"O95716","9545","RAB3D"
"Q15042","22930","RAB3GAP1"
"Q9H2M9","25782","RAB3GAP2"
"Q8TBN0","5866","RAB3IL1"
"Q96QF0","117177","RAB3IP"
"Q86YS6","339122","RAB43"
"P20338","5867","RAB4A"
"P61018","53916","RAB4B"
"P20339","5868","RAB5A"
"P61020","5869","RAB5B"
"P51148","5878","RAB5C"
"P20340","5870","RAB6A"
"Q9NRW1","51560","RAB6B"
"P51149","7879","RAB7A"
"P61006","4218","RAB8A"
"Q92930","51762","RAB8B"
"P51151","9367","RAB9A"
"Q9NP90","51209","RAB9B"
"Q15276","9135","RABEP1"
"Q7Z6M1","10244","RABEPK"
"Q9Y3P9","23637","RABGAP1"
"Q5R372","9910","RABGAP1L"
"Q9UJ41","27342","RABGEF1"
"Q92696","5875","RABGGTA"
"P53611","5876","RABGGTB"
"P47224","5877","RABIF"
"Q5HYI8","285282","RABL3"
"Q3YEC7","55684","RABL6"
"P63000","5879","RAC1"
"P60763","5881","RAC3"
"Q9H0H5","29127","RACGAP1"
"P63244","10399","RACK1"
"O60671","5810","RAD1"
"O75943","5884","RAD17"
"Q9NS91","56852","RAD18"
"O60216","5885","RAD21"
"P54725","5886","RAD23A"
"P54727","5887","RAD23B"
"Q92878","10111","RAD50"
"Q06609","5888","RAD51"
"Q96B01","10635","RAD51AP1"
"O43502","5889","RAD51C"
"Q9Y620","25788","RAD54B"
"Q9Y4B4","23132","RAD54L2"
"Q99638","5883","RAD9A"
"Q6NSI4","55086","RADX"
"P78406","8480","RAE1"
"P04049","5894","RAF1"
"Q7Z5J4","10743","RAI1"
"Q9P0K7","26064","RAI14"
"P11233","5898","RALA"
"P11234","5899","RALB"
"Q15311","10928","RALBP1"
"Q6GYQ0","253959","RALGAPA1"
"Q2PPJ7","57186","RALGAPA2"
"Q86X10","57148","RALGAPB"
"Q86X27","55103","RALGPS2"
"Q9UKM9","22913","RALY"
"P62826","5901","RAN"
"P43487","5902","RANBP1"
"Q6VN20","57610","RANBP10"
"P49792","5903","RANBP2"
"Q9H6Z4","8498","RANBP3"
"O60518","26953","RANBP6"
"Q96S59","10048","RANBP9"
"P46060","5905","RANGAP1"
"Q9HD47","29098","RANGRF"
"P62834","5906","RAP1A"
