"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"SLIM2 GO BP","GO:0055085","transmembrane transport",505,6,20,3.1877,1.673,0.00966106117990534,2.01497516765641,1,0.0842148841884168,0.574380154280289,"SLC26A11,ATP6V0D2,ORAI1,SLC46A3,SLC39A7,CLTCL1","14471,18266,25896,27501,4927,2093","transmembrane transport","ATP6V0D2;CLTCL1;ORAI1;SLC26A11;SLC39A7;SLC46A3",6
