"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","13/325","39/3974",0.333333333333333,4.07589743589744,5.76030947316292,6.63417022931316e-06,0.00204995860085777,0.00203215109129487,"ALG1/MGAT4B/ALG11/ALG2/ALG3/ALG8/ALG9/DPAGT1/DPM1/KRTCAP2/RPN1/STT3A/STT3B",13
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","10/325","29/3974",0.344827586206897,4.21644562334218,5.18759114434568,5.70675155832393e-05,0.00881693115761048,0.00874034054459087,"ALG1/MGAT4B/ALG11/ALG2/ALG3/ALG9/KRTCAP2/RPN1/STT3A/STT3B",10
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","12/325","44/3974",0.272727272727273,3.33482517482517,4.64727595635296,0.000140132850930123,0.0144336836458026,0.0143083016212862,"CHKA/LPGAT1/PLPP3/AGPAT3/AGPAT4/DGKE/ETNK1/GNPAT/GPAT4/GPD2/LPCAT1/PTDSS1",12
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","5/325","11/3974",0.454545454545455,5.55804195804196,4.51727631392368,0.00108452483024585,0.0837795431364918,0.0830517698951426,"ABCA3/ABCB10/ABCB1/ABCB7/TAP1",5
