"","sample_name","sample_run_name","Run","run_number","Protein.Group","Genes","PG.MaxLFQ"
"10191","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q8NBX0","SCCPDH",73896.6875
"10192","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q8NBX0","SCCPDH",85155.0703125
"10193","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O75607","NPM3",83607.1875
"10194","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O75607","NPM3",53211.3515625
"10195","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O75607","NPM3",31236.919921875
"10196","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O75607","NPM3",129050.828125
"10197","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q14527","HLTF",203150.96875
"10198","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q14527","HLTF",166572.6875
"10199","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q14527","HLTF",165789.375
"10200","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q14527","HLTF",274307.53125
"10201","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q14527","HLTF",188265.859375
"10202","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q14527","HLTF",196099.421875
"10203","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q6P1X6","C8orf82",92440.3984375
"10204","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q6P1X6","C8orf82",33963.62890625
"10205","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q6P1X6","C8orf82",39426.390625
"10206","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q6P1X6","C8orf82",82059.1015625
"10207","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q6P1X6","C8orf82",28293.99609375
"10208","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q6P1X6","C8orf82",35749.31640625
"10209","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9BQA9","CYBC1",232525.390625
"10210","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9BQA9","CYBC1",334925.53125
"10211","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9BQA9","CYBC1",103195.046875
"10212","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9BQA9","CYBC1",94695.3671875
"10213","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9BQA9","CYBC1",111278.1015625
"10214","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9BQA9","CYBC1",122058.6171875
"10215","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q7Z6B0","CCDC91",48719.0625
"10216","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q7Z6B0","CCDC91",38430.30859375
"10217","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9HB40","SCPEP1",479262.34375
"10218","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9HB40","SCPEP1",200030.1875
"10219","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9HB40","SCPEP1",214089.96875
"10220","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9HB40","SCPEP1",249290.140625
"10221","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9HB40","SCPEP1",220476.890625
"10222","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9Y2Z4","YARS2",512575.1875
"10223","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9Y2Z4","YARS2",199258.890625
"10224","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9Y2Z4","YARS2",219825.515625
"10225","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9Y2Z4","YARS2",533494.0625
"10226","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9Y2Z4","YARS2",169091.234375
"10227","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9Y2Z4","YARS2",174972.953125
"10228","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q96EY7","PTCD3",3139171
"10229","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q96EY7","PTCD3",1688115.5
"10230","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q96EY7","PTCD3",1750256.25
"10231","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q96EY7","PTCD3",4438994
"10232","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q96EY7","PTCD3",1421716.875
"10233","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q96EY7","PTCD3",1615484.375
"10234","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P23378","GLDC",354693.46875
"10235","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P23378","GLDC",139722.984375
"10236","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P23378","GLDC",135889.171875
"10237","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P23378","GLDC",365927.21875
"10238","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P23378","GLDC",129635.1640625
"10239","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P23378","GLDC",130326.2109375
"10240","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9H7H0","METTL17",87634.015625
"10241","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9H7H0","METTL17",28850.822265625
"10242","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9H7H0","METTL17",30732.1875
"10243","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9H7H0","METTL17",83933.28125
"10244","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9H7H0","METTL17",27705.546875
"10245","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O60476","MAN1A2",89765.2109375
"10246","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O60476","MAN1A2",37267.9609375
"10247","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O60476","MAN1A2",60327.07421875
"10248","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O60476","MAN1A2",39552.5078125
"10249","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q6ZNW5","GDPGP1",16726.99609375
"10250","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q6ZNW5","GDPGP1",20136.330078125
"10251","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q6ZNW5","GDPGP1",16245.73046875
"10252","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q6ZNW5","GDPGP1",20591.02734375
"10253","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q6ZNW5","GDPGP1",17433.599609375
"10254","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q6ZNW5","GDPGP1",16958.55859375
"10255","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q8NEN9","PDZD8",113591.15625
"10256","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q8NEN9","PDZD8",44491.6015625
"10257","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q8NEN9","PDZD8",46228.08203125
"10258","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q8NEN9","PDZD8",142642.40625
"10259","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q8NEN9","PDZD8",58075.69140625
"10260","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q8NEN9","PDZD8",52956.2421875
"10261","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P09669","COX6C",1095958.125
"10262","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P09669","COX6C",600597.25
"10263","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P09669","COX6C",609183.6875
"10264","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P09669","COX6C",1100529
"10265","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P09669","COX6C",614131.5625
"10266","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P09669","COX6C",636051
"10267","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O60930","RNASEH1",21493.400390625
"10268","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O60930","RNASEH1",11844.7421875
"10269","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O60930","RNASEH1",12832.90234375
"10270","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O60930","RNASEH1",23119.568359375
"10271","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O60930","RNASEH1",11443.67578125
"10272","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O60930","RNASEH1",13237.0322265625
"10273","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q7Z4Q2","HEATR3",643817.3125
"10274","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q7Z4Q2","HEATR3",761497.375
"10275","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q7Z4Q2","HEATR3",669257.75
"10276","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q7Z4Q2","HEATR3",864387.3125
"10277","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q7Z4Q2","HEATR3",813895.5
"10278","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q7Z4Q2","HEATR3",743810.75
"10279","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P13639","EEF2",5032551
"10280","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P13639","EEF2",5522693.5
"10281","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P13639","EEF2",5063882.5
"10282","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P13639","EEF2",3579841.75
"10283","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P13639","EEF2",5291988.5
"10284","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P13639","EEF2",5040042
"10285","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P33993","MCM7",1872789.5
"10286","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P33993","MCM7",1215593.125
"10287","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P33993","MCM7",1202601.25
"10288","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P33993","MCM7",1425146.875
"10289","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P33993","MCM7",1129175.875
"10290","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P33993","MCM7",1250408.625
"10291","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O14730","RIOK3",163538.578125
"10292","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O14730","RIOK3",114552.515625
"10293","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O14730","RIOK3",112166.6640625
"10294","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O14730","RIOK3",116064.9765625
"10295","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O14730","RIOK3",61209.578125
"10296","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O14730","RIOK3",84135.515625
"10297","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P23526","AHCY",2659742.75
"10298","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P23526","AHCY",2886728.75
"10299","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P23526","AHCY",2844945
"10300","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P23526","AHCY",2352728.75
"10301","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P23526","AHCY",3216767.5
"10302","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P23526","AHCY",2950641.75
"10303","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q13616","CUL1",208615.546875
"10304","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q13616","CUL1",205780.71875
"10305","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q13616","CUL1",203036.859375
"10306","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q13616","CUL1",252262.828125
"10307","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q13616","CUL1",217443.234375
"10308","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q13616","CUL1",199153.640625
"10309","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P78347","GTF2I",1134919
"10310","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P78347","GTF2I",613053.125
"10311","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P78347","GTF2I",678308.9375
"10312","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P78347","GTF2I",1074424.5
"10313","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P78347","GTF2I",577095.5
"10314","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P78347","GTF2I",606497.1875
"10315","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q01826","SATB1",92949.625
"10316","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q01826","SATB1",47655.09765625
"10317","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q01826","SATB1",56182.5078125
"10318","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q01826","SATB1",44975.78515625
"10319","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q01826","SATB1",49292.61328125
"10320","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q01826","SATB1",58131.453125
"10321","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P33992","MCM5",1629650.375
"10322","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P33992","MCM5",1075050.625
"10323","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P33992","MCM5",1083743
"10324","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P33992","MCM5",1314647.125
"10325","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P33992","MCM5",965345.3125
"10326","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P33992","MCM5",1048603.875
"10327","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9UQ84","EXO1",70073.1015625
"10328","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9UQ84","EXO1",41167.7265625
"10329","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9UQ84","EXO1",49385.65234375
"10330","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9UQ84","EXO1",82539.1875
"10331","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q8N5G0","SMIM20",128189.2734375
"10332","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q8N5G0","SMIM20",46666.28125
"10333","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q8N5G0","SMIM20",42256.48046875
"10334","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q8N5G0","SMIM20",100660.21875
"10335","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q8N5G0","SMIM20",48203.36328125
"10336","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q8N5G0","SMIM20",47244.49609375
"10337","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P49736","MCM2",1472097.125
"10338","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P49736","MCM2",998205.6875
"10339","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P49736","MCM2",1014821.5
"10340","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P49736","MCM2",1210553.375
"10341","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P49736","MCM2",945987.9375
"10342","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P49736","MCM2",1081361.625
"10343","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q86XP1","DGKH",38585.4453125
"10344","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q86XP1","DGKH",29769.12109375
"10345","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q86XP1","DGKH",34542.8671875
"10346","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q86XP1","DGKH",27130.103515625
"10347","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q86XP1","DGKH",33232.87109375
"10348","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q86XP1","DGKH",26585.134765625
"10349","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9UJA3","MCM8",252479.25
"10350","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9UJA3","MCM8",170601.09375
"10351","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9UJA3","MCM8",173264.84375
"10352","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9UJA3","MCM8",371029.59375
"10353","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9UJA3","MCM8",199582.125
"10354","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9UJA3","MCM8",246107.640625
"10355","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9Y3B7","MRPL11",429454.40625
"10356","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9Y3B7","MRPL11",175135.125
"10357","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9Y3B7","MRPL11",148007.75
"10358","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9Y3B7","MRPL11",433624.9375
"10359","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9Y3B7","MRPL11",135401.9375
"10360","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9Y3B7","MRPL11",172934.53125
"10361","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O15417","TNRC18",28196.193359375
"10362","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O15417","TNRC18",14224.232421875
"10363","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O15417","TNRC18",14707.0283203125
"10364","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O15417","TNRC18",28080.744140625
"10365","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O15417","TNRC18",12999.6533203125
"10366","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O15417","TNRC18",13525.55859375
"10367","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q5HYK3","COQ5",61844.734375
"10368","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q5HYK3","COQ5",21585.2265625
"10369","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q5HYK3","COQ5",23108.91015625
"10370","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q5HYK3","COQ5",57960.1953125
"10371","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q5HYK3","COQ5",17755.671875
"10372","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q5HYK3","COQ5",13772.69140625
"10373","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q96ME7","ZNF512",222943.671875
"10374","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q96ME7","ZNF512",217469.46875
"10375","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9NTI5","PDS5B",1385042.5
"10376","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9NTI5","PDS5B",593281.9375
"10377","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9NTI5","PDS5B",734799.1875
"10378","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9NTI5","PDS5B",1504152.125
"10379","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9NTI5","PDS5B",589759.1875
"10380","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9NTI5","PDS5B",591243.375
"10381","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q96LA8","PRMT6",87558.234375
"10382","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q96LA8","PRMT6",65094.28125
"10383","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q96LA8","PRMT6",86910.3046875
