"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"SLIM2 GO CC","GO:0031410","cytoplasmic vesicle",1258,8,25,1.5996,0.678,0.114768645192573,0.940176745037264,1,0.19772024023275,1,"CMTM6,LAPTM4A,QPCT,APOC3,PLEKHF1,RAB29,TMEM123,HSPA6","19177,6924,9753,610,20764,9789,30138,5239","cytoplasmic vesicle","APOC3;CMTM6;HSPA6;LAPTM4A;PLEKHF1;QPCT;RAB29;TMEM123",8
NA,"Direct GO Cellular Component","GO:0005576","extracellular region",553,5,15.625,2.2742,1.185,0.0649784345737348,1.18723075565921,1,0.132223257920961,0.941863757284056,"ART5,RNASE4,APOC3,QPCT,HSPA6","24049,10047,610,9753,5239","extracellular region","APOC3;ART5;HSPA6;QPCT;RNASE4",5
NA,"Direct GO Cellular Component","GO:0048471","perinuclear region of cytoplasm",414,4,12.5,2.4303,1.281,0.0796846623733615,1.09862526314127,1,0.151961495018023,1,"RAB29,FAT1,PLEKHF1,MEIS2","9789,3595,20764,7001","perinuclear region of cytoplasm","FAT1;MEIS2;PLEKHF1;RAB29",4
NA,"Direct GO Cellular Component","GO:0005802","trans-Golgi network",118,2,6.25,4.2632,2.092,0.0795070086956448,1.09959458576265,1,0.151961495018023,1,"RAB29,GCNT1","9789,4203","trans golgi network","GCNT1;RAB29",2
