"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007163","establishment or maintenance of cell polarity","3/19","152/7601",0.0197368421052632,7.8957756232687,4.29880391034269,0.0060053974865004,0.290739215464082,0.255896674482793,"NDEL1/OPHN1/WWC1",3
"GO:0021684","cerebellar granular layer formation","1/19","3/7601",0.333333333333333,133.350877192982,11.4770299082146,0.00748126571124041,0.290739215464082,0.255896674482793,"OPHN1",1
"GO:0097343","ripoptosome assembly","1/19","3/7601",0.333333333333333,133.350877192982,11.4770299082146,0.00748126571124041,0.290739215464082,0.255896674482793,"BIRC2",1
"GO:1902527","positive regulation of protein monoubiquitination","1/19","3/7601",0.333333333333333,133.350877192982,11.4770299082146,0.00748126571124041,0.290739215464082,0.255896674482793,"BIRC2",1
"GO:0038061","non-canonical NF-kappaB signal transduction","2/19","53/7601",0.0377358490566038,15.0963257199603,5.15489260666199,0.00756148804848067,0.290739215464082,0.255896674482793,"BIRC2/IFI35",2
"GO:0014074","response to purine-containing compound","2/19","57/7601",0.0350877192982456,14.0369344413666,4.9454267787237,0.00870583774691869,0.293984498931364,0.258753039234642,"BIRC2/DMTN",2
"GO:1902525","regulation of protein monoubiquitination","1/19","4/7601",0.25,100.013157894737,9.91501900558212,0.00996321569169423,0.293984498931364,0.258753039234642,"BIRC2",1
"GO:0021683","cerebellar granular layer morphogenesis","1/19","5/7601",0.2,80.0105263157895,8.84645322387238,0.0124392850482636,0.293984498931364,0.258753039234642,"OPHN1",1
"GO:0061945","regulation of protein K48-linked ubiquitination","1/19","5/7601",0.2,80.0105263157895,8.84645322387238,0.0124392850482636,0.293984498931364,0.258753039234642,"BIRC2",1
"GO:0070424","regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","1/19","5/7601",0.2,80.0105263157895,8.84645322387238,0.0124392850482636,0.293984498931364,0.258753039234642,"BIRC2",1
"GO:0002281","macrophage activation involved in immune response","1/19","6/7601",0.166666666666667,66.6754385964912,8.05575824468929,0.0149094869419027,0.293984498931364,0.258753039234642,"IFI35",1
"GO:0021681","cerebellar granular layer development","1/19","6/7601",0.166666666666667,66.6754385964912,8.05575824468929,0.0149094869419027,0.293984498931364,0.258753039234642,"OPHN1",1
"GO:1902523","positive regulation of protein K63-linked ubiquitination","1/19","6/7601",0.166666666666667,66.6754385964912,8.05575824468929,0.0149094869419027,0.293984498931364,0.258753039234642,"BIRC2",1
"GO:0021953","central nervous system neuron differentiation","2/19","85/7601",0.0235294117647059,9.41300309597523,3.90444071103834,0.0186814741136066,0.298344745238051,0.262590748323957,"NDEL1/OPHN1",2
"GO:0062207","regulation of pattern recognition receptor signaling pathway","2/19","96/7601",0.0208333333333333,8.3344298245614,3.62008136978604,0.0234766576565614,0.298344745238051,0.262590748323957,"BIRC2/IFI35",2
"GO:0051049","regulation of transport","5/19","689/7601",0.00725689404934688,2.90313956153082,2.62222582389351,0.0239773914692985,0.298344745238051,0.262590748323957,"CD84/NDEL1/OPHN1/SIVA1/WWC1",5
"GO:0021697","cerebellar cortex formation","1/19","10/7601",0.1,40.0052631578947,6.17824922224403,0.0247318821369916,0.298344745238051,0.262590748323957,"OPHN1",1
"GO:0034143","regulation of toll-like receptor 4 signaling pathway","1/19","10/7601",0.1,40.0052631578947,6.17824922224403,0.0247318821369916,0.298344745238051,0.262590748323957,"IFI35",1
"GO:0062099","negative regulation of programmed necrotic cell death","1/19","10/7601",0.1,40.0052631578947,6.17824922224403,0.0247318821369916,0.298344745238051,0.262590748323957,"BIRC2",1
"GO:1900044","regulation of protein K63-linked ubiquitination","1/19","10/7601",0.1,40.0052631578947,6.17824922224403,0.0247318821369916,0.298344745238051,0.262590748323957,"BIRC2",1
"GO:0033137","negative regulation of peptidyl-serine phosphorylation","1/19","11/7601",0.0909090909090909,36.3684210526316,5.87601415489982,0.0271729431618103,0.298344745238051,0.262590748323957,"DMTN",1
"GO:0042559","pteridine-containing compound biosynthetic process","1/19","11/7601",0.0909090909090909,36.3684210526316,5.87601415489982,0.0271729431618103,0.298344745238051,0.262590748323957,"FPGS",1
"GO:0043087","regulation of GTPase activity","2/19","104/7601",0.0192307692307692,7.69331983805668,3.44037829366647,0.0272504696439557,0.298344745238051,0.262590748323957,"EVI5/NDEL1",2
"GO:0002366","leukocyte activation involved in immune response","2/19","107/7601",0.0186915887850467,7.47761928184948,3.37786407854326,0.0287254867004722,0.298344745238051,0.262590748323957,"CD84/IFI35",2
"GO:0051336","regulation of hydrolase activity","3/19","274/7601",0.0109489051094891,4.38013830195928,2.85258347803514,0.0292756956455308,0.298344745238051,0.262590748323957,"BIRC2/EVI5/NDEL1",3
