"","X","Gene","contrast","p.val","p.adj","ratio"
"194",209,"ACAP2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.523292642690581,0.863,-0.351
"195",210,"ACAP2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",5.9903642363066e-13,0.000379,8.62
"196",211,"ACAT2","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.21754118268191,0.827,-0.587
"197",212,"ACAT2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.138877462359267,0.856,-0.71
"198",213,"ACAT2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0106471519044575,0.671,-1.3
"199",214,"ACAT2","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.964643837390182,0.906,-0.0207
"200",215,"ACAT2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0303458127291435,0.715,-1.07
"201",216,"ACAT2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.4807730450337,0.682,-0.331
"202",217,"ACAT2","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",1.49016859811028e-05,1,-2.61
"203",218,"ACAT2","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.227679290738258,0.911,0.573
"204",219,"ACAT2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.803806706382812,0.906,-0.116
"205",220,"ACAT2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.00153691512442548,0.642,-1.69
"206",221,"ACAT2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.343481801376045,0.816,-0.447
"207",222,"ACAT2","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.293848981983206,0.68,0.497
"208",223,"ACAT2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000178360642967322,0.0341,-2.11
"209",224,"ACAT2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.555643981111569,0.869,-0.276
"210",225,"ACAT2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.63891561518758e-07,0.5,-3.35
"211",226,"ACE2","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.00517441693617272,0.0117,-4.84
"212",227,"ACE2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.00391018089413364,0.527,5.03
"213",228,"ACE2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.903912525998309,0.916,0.189
"214",229,"ACE2","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.000661424222236376,0.00983,6.2
"215",230,"ACE2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.107514808786203,0.803,2.6
"216",231,"ACE2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.0078711221065678,2.34e-05,4.55
"217",232,"ACE2","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.800989684368248,1,0.394
"218",233,"ACE2","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.418840038005081,0.926,1.27
"219",234,"ACE2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.949728606085193,0.921,0.0986
"220",235,"ACE2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.565800024986888,0.924,0.902
"221",236,"ACE2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.00681516776315902,0.0349,4.65
"222",237,"ACE2","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.257914138799538,0.667,1.8
"223",238,"ACE2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.170959655992734,0.344,2.19
"224",239,"ACE2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0519856243263296,0.442,-3.19
"225",240,"ACE2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.324914652106189,0.961,-1.56
"226",241,"ACOT13","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.67187505633352,0.956,0.083
"227",242,"ACOT13","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.000239048613050933,0.292,0.859
"228",243,"ACOT13","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",8.75513385809551e-05,0.301,0.942
"229",244,"ACOT13","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.901192788653262,0.901,0.0243
"230",245,"ACOT13","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.166666618556275,0.828,-0.277
"231",246,"ACOT13","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.514647418620801,0.716,-0.128
"232",247,"ACOT13","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0338277037045138,1,-0.44
"233",248,"ACOT13","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.000227347005470428,0.496,-0.864
"234",249,"ACOT13","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.884501617302132,0.915,-0.0284
"235",250,"ACOT13","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",4.93701504076436e-07,0.067,-1.4
"236",251,"ACOT13","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.427151687513338,0.852,-0.157
"237",252,"ACOT13","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",1.4965347278858e-05,0.0222,1.09
"238",253,"ACOT13","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00297317396677431,0.105,0.652
"239",254,"ACOT13","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.23693006661093,0.76,0.235
"240",255,"ACOT13","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.0062911405252316,0.92,-0.589
"241",256,"ACOT8","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.190304394504847,0.798,0.185
"242",257,"ACOT8","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.00339392181377934,0.515,0.453
"243",258,"ACOT8","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.000142013818031623,0.334,0.638
"244",259,"ACOT8","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.975602905263933,0.907,0.00423
"245",260,"ACOT8","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.263360331637619,0.852,-0.157
"246",261,"ACOT8","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.407354771476149,0.591,-0.115
"247",262,"ACOT8","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.174478057278583,1,-0.192
"248",263,"ACOT8","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",1.48477383827268e-05,0.252,-0.772
"249",264,"ACOT8","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.0279366644413427,0.131,-0.323
"250",265,"ACOT8","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",2.61408462792491e-07,0.0474,-1.03
"251",266,"ACOT8","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.00430179065941609,0.0185,-0.439
"252",267,"ACOT8","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.000646643365902383,0.22,0.55
"253",268,"ACOT8","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0163155901813546,0.182,0.358
"254",269,"ACOT8","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0370411884069363,0.384,0.305
"255",270,"ACOT8","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.102226370454485,0.951,-0.234
"256",271,"ACOT9","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0554956540573302,0.38,0.542
"257",272,"ACOT9","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0134969316993641,0.671,0.722
"258",273,"ACOT9","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.000121830342202907,0.323,1.26
"259",274,"ACOT9","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.162697186392481,0.653,0.386
"260",275,"ACOT9","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.514988672878115,0.883,0.177
"261",276,"ACOT9","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.798241316411036,0.866,-0.0691
"262",277,"ACOT9","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000796964841881584,1,1.05
"263",278,"ACOT9","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.0291278590591583,0.845,-0.626
"264",279,"ACOT9","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.288169436713173,0.728,-0.291
"265",280,"ACOT9","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0587282447178778,0.856,-0.534
"266",281,"ACOT9","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.191969236968346,0.686,-0.36
"267",282,"ACOT9","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.130744139083933,0.592,0.42
"268",283,"ACOT9","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.04355738555695e-05,0.0109,1.47
"269",284,"ACOT9","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.00126911570280026,0.0397,0.998
"270",285,"ACOT9","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",9.17583761981063e-05,0.821,1.3
"271",286,"ACOX3","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.497649015527016,0.937,0.358
"272",287,"ACOX3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.316300368453108,0.896,0.533
"273",288,"ACOX3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.101022603711538,0.824,0.891
"274",289,"ACOX3","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.881890251323804,0.899,0.0781
"275",290,"ACOX3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.390434648486787,0.871,0.455
"276",291,"ACOX3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.95040884960501,0.9,-0.0327
"277",292,"ACOX3","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",1.17029192097397e-06,1,3.54
"278",293,"ACOX3","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.17391025749363,0.904,-0.731
"279",294,"ACOX3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.600331232629536,0.871,-0.276
"280",295,"ACOX3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.860058294010356,0.934,0.0926
"281",296,"ACOX3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.558277687755009,0.887,-0.309
"282",297,"ACOX3","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.869179020229665,0.802,0.0865
"283",298,"ACOX3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",8.24707013375164e-07,0.000854,3.62
"284",299,"ACOX3","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.376600867727764,0.826,0.469
"285",300,"ACOX3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.70770427845604e-07,0.425,4.03
"286",301,"ACP1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.146780837963104,0.731,-0.344
"287",302,"ACP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.000272174628489821,0.303,-1
"288",303,"ACP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",8.49454071667631e-06,0.152,-1.34
"289",304,"ACP1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.510712277682234,0.842,0.153
"290",305,"ACP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.265205737953746,0.852,-0.261
"291",306,"ACP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.364310404992399,0.523,-0.211
"292",307,"ACP1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",1.71289483095238e-05,1,-1.27
"293",308,"ACP1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",5.82349878466486e-06,0.2,1.38
"294",309,"ACP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.324531438815842,0.757,0.23
"295",310,"ACP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.665945682481256,0.928,0.0998
"296",311,"ACP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.935695948733809,0.933,0.0186
"297",312,"ACP1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.57212903994916,0.758,-0.131
"298",313,"ACP1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",4.76649115528547e-06,0.00397,-1.4
"299",314,"ACP1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.930142708199224,0.912,0.0202
"300",315,"ACP1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.04967176303649e-05,0.718,-1.32
"301",316,"ACSS3","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.773188030680799,0.963,0.14
"302",317,"ACSS3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.929021673335151,0.935,0.0433
"303",318,"ACSS3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.706234169436933,0.907,0.184
"304",319,"ACSS3","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.557441109496327,0.852,-0.286
"305",320,"ACSS3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.520115125643308,0.883,0.314
"306",321,"ACSS3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.753481651393604,0.852,-0.153
"307",322,"ACSS3","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",1.63255171790064e-09,1,4.95
"308",323,"ACSS3","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.361151405939795,0.922,-0.449
"309",324,"ACSS3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.806937703020164,0.906,-0.119
"310",325,"ACSS3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.564009365585051,0.924,-0.282
"311",326,"ACSS3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.577647794876979,0.89,-0.272
"312",327,"ACSS3","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.332196848331907,0.695,0.477
"313",328,"ACSS3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.29707206474016e-10,4.16e-09,5.43
"314",329,"ACSS3","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.9890266351667,0.916,0.00669
"315",330,"ACSS3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.40451019401846e-10,0.0557,5.42
"316",331,"ACTMAP","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.710630314878158,0.959,0.102
"317",332,"ACTMAP","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.00544715072635864,0.564,-0.84
"318",333,"ACTMAP","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0126743933027366,0.685,-0.738
"319",334,"ACTMAP","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0328933455763448,0.357,-0.618
"320",335,"ACTMAP","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.226736043918323,0.845,-0.336
"321",336,"ACTMAP","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.296610049124423,0.402,-0.289
"322",337,"ACTMAP","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",4.83783138972939e-10,1,2.99
"323",338,"ACTMAP","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.0886284272971641,0.885,0.483
"324",339,"ACTMAP","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.344685345101437,0.771,0.261
"325",340,"ACTMAP","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.151818928281178,0.888,0.402
"326",341,"ACTMAP","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.918339684690618,0.932,-0.028
"327",342,"ACTMAP","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.0920464200054797,0.553,-0.477
"328",343,"ACTMAP","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",9.45380755091728e-09,2.61e-06,2.51
"329",344,"ACTMAP","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.409564366432508,0.836,-0.227
"330",345,"ACTMAP","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",6.39578408461775e-10,0.077,2.94
"331",346,"ACVR2A","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.546686389700845,0.943,0.605
"332",347,"ACVR2A","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.456688190632263,0.91,0.749
"333",348,"ACVR2A","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.185108517204221,0.854,1.35
"334",349,"ACVR2A","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.406752092824102,0.811,0.836
"335",350,"ACVR2A","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0238422642505692,0.695,-2.41
"336",351,"ACVR2A","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.803579253159211,0.868,0.249
"337",352,"ACVR2A","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00022740055501765,1,4.41
"338",353,"ACVR2A","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.534039195225658,0.931,-0.624
"339",354,"ACVR2A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.479109187188235,0.836,-0.711
"340",355,"ACVR2A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.000199673405548101,0.447,-4.47
"341",356,"ACVR2A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.644033614525678,0.902,-0.463
"342",357,"ACVR2A","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.187961216521145,0.634,1.34
"343",358,"ACVR2A","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",9.92132983682959e-06,0.00686,5.75
"344",359,"ACVR2A","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.240857697524262,0.762,1.19
"345",360,"ACVR2A","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.0907149405210395,0.95,1.75
"346",361,"ACVR2B","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.93917173428204,0.97,-0.0407
"347",362,"ACVR2B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.99725653616005,0.937,-0.00183
"348",363,"ACVR2B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.936437234320937,0.917,-0.0425
"349",364,"ACVR2B","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.983726595742931,0.908,0.0109
"350",365,"ACVR2B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0845960193406027,0.789,-0.956
"351",366,"ACVR2B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.783818728812453,0.862,-0.147
"352",367,"ACVR2B","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000177355963969581,1,2.41
"353",368,"ACVR2B","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.435872890457709,0.927,0.419
"354",369,"ACVR2B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.449727251137984,0.825,0.406
"355",370,"ACVR2B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0875879374977971,0.871,-0.946
"356",371,"ACVR2B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.627469920418016,0.899,0.26
"357",372,"ACVR2B","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.460529520803811,0.734,0.396
"358",373,"ACVR2B","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.10237203324626e-05,0.0139,2.81
"359",374,"ACVR2B","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.826996414208597,0.903,0.117
"360",375,"ACVR2B","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.00637457460229786,0.92,1.6
"361",376,"ACYP1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.117881044127729,0.662,-0.592
"362",377,"ACYP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0794223132314184,0.822,-0.67
"363",378,"ACYP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.00232668479092148,0.527,-1.26
"364",379,"ACYP1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.685733676206463,0.875,0.149
"365",380,"ACYP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.951174190471975,0.908,0.0225
"366",381,"ACYP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.856575531293744,0.881,-0.0664
"367",382,"ACYP1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",1.58744623089954e-05,1,-2.04
"368",383,"ACYP1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00212452391873817,0.698,1.28
"369",384,"ACYP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.221392252130535,0.653,0.458
"370",385,"ACYP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.206596728727668,0.898,0.473
"371",386,"ACYP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.293424403848684,0.786,0.391
"372",387,"ACYP1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.985093256961874,0.815,0.00686
"373",388,"ACYP1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.65670480816451e-05,0.00958,-2.03
"374",389,"ACYP1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.310785962849602,0.8,-0.377
"375",390,"ACYP1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.76834596103858e-05,0.77,-1.95
"376",391,"ADAM9","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.956311116928625,0.971,0.0132
"377",392,"ADAM9","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.199171676999676,0.875,0.315
"378",393,"ADAM9","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.181787321094497,0.853,0.328
"379",394,"ADAM9","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.497821221476032,0.838,0.164
"380",395,"ADAM9","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0017209869438781,0.441,-0.857
"381",396,"ADAM9","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.969535055589283,0.903,-0.00918
"382",397,"ADAM9","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0995926745835179,1,-0.41
"383",398,"ADAM9","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00014729754644807,0.45,-1.11
"384",399,"ADAM9","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.000657506443416359,0.000288,-0.954
"385",400,"ADAM9","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",1.85720535185712e-09,0.00136,-2.43
"386",401,"ADAM9","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.000600338558522807,0.000716,-0.964
"387",402,"ADAM9","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.0166997130470451,0.416,0.619
"388",403,"ADAM9","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.387732953764347,0.421,0.21
