"","Gene","contrast","ratio","p.adj","direction"
"198","ATP6V1F","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.968,0.00486132949515961,"up"
"199","ATP5MJ","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.875,0.00315112935704296,"up"
"200","SLC7A6OS","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.732,0.00527482042044546,"up"
"201","ATP6V0D2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",-6.52,5.31067406174742e-07,"down"
"202","SLC46A3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",-5.77,1.02148529028771e-05,"down"
"203","ABCB6","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-8.04,1.59133816100644e-06,"down"
"204","ATP6V0D2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-6.69,8.65105107274903e-08,"down"
"205","SLC46A3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-6.53,4.61192913123888e-07,"down"
"206","SLC7A8","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-6.3,0.000609970474005241,"down"
"207","SLC31A1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-5.32,0.000100813575115101,"down"
"208","SLC19A1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-5.11,0.0002311979943896,"down"
"209","SLC49A4","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-4.23,0.00927796652623364,"down"
"210","ATP1A3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-4.13,0.00669419964199689,"down"
"211","SLC35F2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-4.1,0.00157921361871599,"down"
"212","SLC7A2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-4.05,0.00882615943041588,"down"
"213","SLC39A1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-3.44,0.0130923716470651,"down"
"214","SLC11A2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.94,0.000678715005770868,"down"
"215","SLC20A1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.92,0.000530945907033799,"down"
"216","SLC2A13","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.69,0.0331133847368549,"down"
"217","ATP1B1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.58,7.36486329258248e-06,"down"
"218","TFRC","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.58,0.000102701629145178,"down"
"219","ATP6V0A2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.38,9.82354805897826e-05,"down"
"220","ATP5MF","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.2,0.00103760074265572,"down"
"221","SLC25A5","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.2,0.00772420828563753,"down"
"222","ATP5MG","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.18,0.000290213617782502,"down"
"223","SLC35B2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.18,0.0284458855986343,"down"
"224","ATP6V0C","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.13,0.0257261025927838,"down"
"225","SLC44A1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.11,0.00013975661997708,"down"
"226","ATP5PB","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.08,0.00103116058511549,"down"
"227","ATP5MJ","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.05,0.000667363061637063,"down"
"228","SLC38A2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.02,0.0226292210248939,"down"
"229","ATP5MK","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-1.01,0.00166836703909225,"down"
"230","ATP5PO","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.962,5.38967529178831e-05,"down"
"231","SLC16A2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.916,0.0274638311065143,"down"
"232","ATP5F1B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.841,0.00206472616812651,"down"
"233","ATP6V1D","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.833,0.000121576461539176,"down"
"234","SLC5A3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.827,0.0397063728420206,"down"
"235","SLC25A10","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.824,0.00268025132730556,"down"
"236","SLC1A3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.807,0.00855343721952836,"down"
"237","ATP5F1C","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.801,0.0331133847368549,"down"
"238","ATP6AP2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.765,0.0130926827613847,"down"
"239","SLC25A20","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.752,0.0143533103818186,"down"
"240","ATP5F1A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.722,0.0414795693391189,"down"
"241","ATP1B3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.688,0.008630129783088,"down"
"242","SLC4A2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.599,0.0486046765769878,"down"
"243","ATP6V0D1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.592,0.00532438362001895,"down"
"244","SLC25A17","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",-0.588,0.0324149843261774,"down"
"245","ABCD4","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",1.7,0.0383498959180984,"up"
"246","SLC39A6","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",1.08,0.0425754634044667,"up"
"247","ATP6V1F","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.866,0.0102410734637307,"up"
"248","SLC1A3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",-0.864,0.0487003801500132,"down"
"249","SLC26A11","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",8.2,1.91928069166142e-05,"up"
"250","SLC39A7","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",5.79,0.00301794696608578,"up"
"251","SLC39A10","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",2.2,0.00121423569738951,"up"
"252","ATP5IF1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",1.61,0.0460376322167224,"up"
"253","ATP5MF","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.918,0.0306299530199537,"up"
"254","ABCB10","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.905,0.0429190173611109,"up"
"255","ATP5PO","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.882,0.00115694702702395,"up"
"256","ATP5ME","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.876,0.0193218045228638,"up"
"257","ATP5MG","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.848,0.022106544511901,"up"
"258","SLC25A17","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.777,0.0259790582838288,"up"
"259","ATP1B1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.756,0.0283225530578457,"up"
"260","ATP5F1B","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.677,0.0341876418775834,"up"
"261","ATP6V1G1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",-1.51,0.00684236155957911,"down"
"262","ABCC10","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",-1.28,0.006250514050662,"down"
"263","SLC7A6OS","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",-1.23,4.67663247638774e-05,"down"
"264","ATP6V1F","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",-1.01,0.00298496152317201,"down"
"265","SLC4A1AP","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",-0.796,0.000479650865920413,"down"
"266","ATP6V1E1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",-0.702,0.00757250682037938,"down"
"267","SLC46A3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",6.12,8.20806740266782e-07,"up"
"268","SLC7A8","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",6.11,0.000704578690540281,"up"
"269","SLC19A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",5.74,6.8555474485715e-05,"up"
"270","ATP11C","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",5.47,6.07325568736745e-08,"up"
"271","SLC30A7","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",5.35,1.10985603888458e-07,"up"
"272","ATP13A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",5.23,3.61998061844321e-05,"up"
"273","SLC6A15","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",5.17,0.000369072477392863,"up"
"274","SLC27A3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",4.91,0.00183143382307249,"up"
"275","SLC23A2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",4.85,7.82465304581243e-09,"up"
"276","SLC39A7","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",4.56,0.0022691165485848,"up"
"277","SLC25A19","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",4.47,1.12223038233761e-06,"up"
"278","SLC49A4","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.98,0.0106850857618517,"up"
"279","SLC31A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.94,0.00135196354925361,"up"
"280","SLC25A15","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.91,7.27778172836316e-05,"up"
"281","SLC35F2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.9,0.00198115956783874,"up"
"282","SLC25A21","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.77,6.16540261410735e-06,"up"
"283","SLC25A14","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.75,0.000227039556724898,"up"
"284","ATP1A3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.69,0.0109010542719632,"up"
"285","SLC39A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.56,0.00824753989154108,"up"
"286","SLC38A10","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.5,0.0221563114212708,"up"
"287","SLC9A6","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.49,0.000608220316606126,"up"
"288","SLC7A6","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.43,8.70527517281952e-05,"up"
"289","ABCB1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.42,1.10758408135155e-08,"up"
"290","ATP7A","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.14,1.29669073397116e-05,"up"
"291","SLC6A9","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.05,3.90781192699664e-06,"up"
"292","ATP9A","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.82,0.0032978347916504,"up"
"293","SLC35E1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.76,0.000985573721039178,"up"
"294","ABCA3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.69,0.000169927136452513,"up"
"295","SLC30A5","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.68,2.51483195826819e-05,"up"
"296","SLC37A4","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.54,0.000434000599768058,"up"
"297","SLC39A11","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.26,0.00896950265927338,"up"
"298","SLC37A3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.17,8.23213570353642e-07,"up"
"299","SLC38A9","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.04,0.00685377095653662,"up"
"300","ABCC4","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.93,0.0367188652101168,"up"
"301","SLC25A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.92,0.000720583926165863,"up"
"302","SLC25A32","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.92,0.0208597172446992,"up"
"303","SLC7A11","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.82,0.00314222183620874,"up"
"304","SLC25A6","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.8,0.00037985610437264,"up"
"305","SLC25A3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.78,0.00288546158685804,"up"
"306","ATP5F1C","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.71,0.000100304790461306,"up"
"307","ATP5F1A","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.69,6.31044844618763e-05,"up"
"308","SLC25A5","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.66,0.000544195339698203,"up"
"309","SLC25A12","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.65,0.00158578358179483,"up"
"310","SLC2A13","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.63,0.0314028930585431,"up"
"311","ABCB10","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.61,0.000133132750668621,"up"
"312","SLC11A2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.57,0.00319161721361857,"up"
"313","SLC25A4","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.56,0.00107701546057708,"up"
"314","TFRC","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.55,0.000120741300354681,"up"
"315","SLC25A11","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.52,0.00169199232094393,"up"
"316","ABCB7","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.42,0.00435116229911794,"up"
"317","SLC25A10","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.41,1.45632062444283e-05,"up"
"318","ATP6V0A2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.4,8.60508799136863e-05,"up"
"319","ATP2A2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.23,0.00125818801398879,"up"
"320","SLC4A7","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.22,0.000703460278125197,"up"
"321","ATP6V0A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.21,0.00148123769125502,"up"
"322","ATP5MG","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.19,0.000245059450016964,"up"
"323","ATP5PO","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.16,5.69478356276122e-06,"up"
"324","SLC25A17","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.15,0.000221152016746119,"up"
"325","SLC39A14","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.08,0.000530609029940222,"up"
"326","SLC39A10","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.06,0.0257882454818335,"up"
"327","ATP5F1B","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.04,0.000294703681399346,"up"
"328","SLC20A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.03,0.0310592832301124,"up"
"329","ATP1A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.02,0.00831239103708417,"up"
"330","SLC25A13","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",1.02,0.0117062587939619,"up"
"331","ATP5MF","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.995,0.003743244532717,"up"
"332","SLC12A2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.957,0.00537623944784735,"up"
"333","SLC9A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.942,0.0123647559729566,"up"
"334","SLC25A24","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.905,0.0104341833461381,"up"
"335","SLC12A4","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.892,0.000452806075856307,"up"
"336","SLC12A7","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.883,0.0290090870739174,"up"
"337","SLC2A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.795,0.0393240920900059,"up"
"338","ATP5PB","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.792,0.00833649516062153,"up"
"339","SLC33A1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.792,0.0170111751820319,"up"
"340","SLC15A4","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.779,0.020152823453031,"up"
"341","ATP2B1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.692,0.0436392736104372,"up"
"342","SLC46A3","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",-5.79,1.86213791803129e-05,"down"
"343","ATP6V0D2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",-5.53,1.01357196456288e-05,"down"
"344","SLC49A4","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",-5,0.0230547970607748,"down"
"345","ABCA3","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",2.86,0.000859098062243673,"up"
"346","ABCB10","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",1.08,0.0330128969413858,"up"
"347","SLC30A9","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.974,0.0101178474522517,"up"
"348","SLC25A17","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.865,0.0228052376806657,"up"
"349","ATP5MG","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.818,0.0424905772085014,"up"
"350","ATP5PO","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.623,0.0230367610509048,"up"
"351","ABCB6","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-7.95,8.86938942881994e-07,"down"
"352","SLC26A11","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-7.71,3.54372244249304e-06,"down"
"353","ATP6V0D2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-6.4,8.62799042019703e-08,"down"
"354","SLC46A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-5.39,0.002552290835356,"down"
"355","SLC7A2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-4.78,0.00154600520727778,"down"
"356","SLC19A2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-4.55,0.0131083186055391,"down"
"357","ATP6V1D","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.64,1.6861607680513e-08,"down"
"358","ATP6V1E1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.55,3.154710955122e-06,"down"
"359","SLC7A6OS","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.44,4.24161125615641e-06,"down"
"360","ATP6V0C","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.41,0.00393464154508551,"down"
"361","ATP6V1G1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.34,0.0115597008255513,"down"
"362","ATP5MJ","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.04,0.000395276654353925,"down"
"363","SLC20A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.02,0.0272172566870681,"down"
"364","ATP1B1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-1.01,0.000396869420546448,"down"
"365","ATP5MK","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-0.912,0.00215650710991819,"down"
"366","SLC16A2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-0.901,0.019658396480629,"down"
"367","SLC44A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-0.787,0.00173112543595025,"down"
"368","ABCF2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",-0.612,0.0160543539582017,"down"
"369","SLC6A15","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",5.76,7.51478100964271e-05,"up"
"370","ATP11C","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",5.26,8.6937223700068e-08,"up"
"371","SLC30A7","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.99,2.20105624317311e-07,"up"
"372","ATP13A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.76,5.38971782397091e-05,"up"
"373","SLC27A3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.32,0.00334365743915344,"up"
"374","SLC25A19","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.25,1.38093744149969e-06,"up"
"375","SLC23A2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.08,7.03269410460243e-08,"up"
"376","SLC25A15","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.02,2.90896013617465e-05,"up"
"377","SLC6A9","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.7,1.88558769950831e-07,"up"
"378","SLC38A3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.61,0.0417002364308607,"up"
"379","SLC7A6","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.5,3.70869775403916e-05,"up"
"380","SLC37A4","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.39,1.25475864855722e-05,"up"
"381","SLC25A21","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.31,1.51917243826458e-05,"up"
"382","ATP7A","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.27,4.21044379115072e-06,"up"
"383","SLC9A6","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",3.21,0.000773651283368401,"up"
"384","SLC30A5","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.95,4.32522653254371e-06,"up"
"385","SLC25A14","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.76,0.00197182259140095,"up"
"386","SLC35E1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.51,0.00142323856732757,"up"
"387","ABCB1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.5,6.12190097059657e-07,"up"
"388","ABCC4","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.37,0.0101170045833406,"up"
"389","SLC38A9","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.31,0.00209734796775686,"up"
"390","SLC37A3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.17,5.59353073180887e-07,"up"
"391","SLC39A11","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.05,0.0129083056031654,"up"
"392","SLC39A6","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.01,0.00035073960192426,"up"
"393","ABCA3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.83,0.00284001990295015,"up"
"394","SLC25A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.76,0.000950454117270329,"up"
"395","SLC25A6","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.74,0.000294251494800741,"up"
"396","SLC25A12","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.73,0.000715227860966701,"up"
"397","ATP9A","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.7,0.0481108165806725,"up"
"398","SLC25A11","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.69,0.000441467278765243,"up"
"399","ABCB10","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.55,0.000105702061793148,"up"
"400","SLC25A3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.52,0.00653336443275459,"up"
"401","SLC39A10","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.5,0.00226676555442473,"up"
"402","ATP2A2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.48,0.000141990127170629,"up"
"403","SLC7A11","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.48,0.00950072532264369,"up"
"404","SLC25A4","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.38,0.00195226924592052,"up"
"405","SLC12A2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.29,0.000346721233881107,"up"
"406","ATP5F1A","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.24,0.000680250688029701,"up"
"407","SLC25A24","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.23,0.000833695413889815,"up"
"408","SLC4A7","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.2,0.000531524808727031,"up"
"409","SLC16A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.19,0.00924613684419239,"up"
"410","SLC25A10","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.19,5.24593948490667e-05,"up"
