"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"SLIM2 GO BP","GO:0040007","growth",493,34,11.972,1.9546,0.967,0.000119522816645601,3.92254918093004,0.298807041614004,0.00383085950787184,0.0321848192895196,"GPC3,PTPRS,GJA1,NRP2,MFSD8,ADAM10,TGFBR3,TFRC,RGMA,BMPR1A,FZD7,MSX2,SELENOP,IFRD1,NTN1,SLIT2,CLSTN3,CDK11A,STC2,SDCBP,SPRY2,CPNE8,APP,ACVR1B,DDR2,MT2A,HMGA2,APOE,ADIPOR1,DDR1,EPHA7,BMP4,PABIR1,PRKAR1A","4451,9681,4274,8005,28486,188,11774,11763,30308,1076,4045,7392,10751,5456,8029,11086,18371,1730,11374,10662,11270,23498,620,172,2731,7406,5009,613,24040,2730,3390,1071,23490,9388","growth","ACVR1B;ADAM10;ADIPOR1;APOE;APP;BMP4;BMPR1A;CDK11A;CLSTN3;CPNE8;DDR1;DDR2;EPHA7;FZD7;GJA1;GPC3;HMGA2;IFRD1;MFSD8;MSX2;MT2A;NRP2;NTN1;PABIR1;PRKAR1A;PTPRS;RGMA;SDCBP;SELENOP;SLIT2;SPRY2;STC2;TFRC;TGFBR3",34
NA,"SLIM2 GO BP","GO:0048646","anatomical structure formation involved in morphogenesis",526,34,11.972,1.832,0.873,0.000406390570912477,3.39105637712223,1,0.00904254335937739,0.0759705813646203,"BMPR1A,NRP2,COL1A1,GJA1,CCN2,SLIT2,CCN1,NEO1,SPRY2,SEMA3C,MFGE8,SPINT2,VTN,CAV1,UNC5B,MSX2,ADAMTS1,FLT1,PTGS2,RNF7,CDON,RELT,BMP4,THBS1,RGMA,HMGA2,SLC31A1,ROBO1,LRP6,PRKAR1A,HMOX1,TGFBR3,FZD7,APOH","1076,8005,2197,4274,2500,11086,2654,7754,11270,10725,7036,11247,12724,1527,12568,7392,217,3763,9605,10070,17104,13764,1071,11785,30308,5009,11016,10249,6698,9388,5013,11774,4045,616","anatomical structure formation involved in morphogenesis","ADAMTS1;APOH;BMP4;BMPR1A;CAV1;CCN1;CCN2;CDON;COL1A1;FLT1;FZD7;GJA1;HMGA2;HMOX1;LRP6;MFGE8;MSX2;NEO1;NRP2;PRKAR1A;PTGS2;RELT;RGMA;RNF7;ROBO1;SEMA3C;SLC31A1;SLIT2;SPINT2;SPRY2;TGFBR3;THBS1;UNC5B;VTN",34
NA,"SLIM2 GO BP","GO:0009790","embryo development",628,33,11.62,1.4893,0.575,0.0131239964906655,1.88193389441558,1,0.068354148388883,0.574274757156875,"GPC3,MEIS2,PLPP3,MARCKS,SEMA3C,HOXA6,HMGA2,PRKAR1A,SPINT2,B4GALT5,B9D1,DSC3,NRP2,MSX2,ACVR2A,FZD7,LRIG1,NTN1,LRP6,GJA1,ACVR1B,BMP4,RGMA,CDON,APOA1,BMPR1A,COL1A1,VTN,LRIG3,SPRY2,CCN1,FLT1,ADAM10","4451,7001,9229,6759,10725,5107,5009,9388,11247,928,24123,3037,8005,7392,173,4045,17360,8029,6698,4274,172,1071,30308,17104,600,1076,2197,12724,30991,11270,2654,3763,188","embryo development","ACVR1B;ACVR2A;ADAM10;APOA1;B4GALT5;B9D1;BMP4;BMPR1A;CCN1;CDON;COL1A1;DSC3;FLT1;FZD7;GJA1;GPC3;HMGA2;HOXA6;LRIG1;LRIG3;LRP6;MARCKS;MEIS2;MSX2;NRP2;NTN1;PLPP3;PRKAR1A;RGMA;SEMA3C;SPINT2;SPRY2;VTN",33
NA,"SLIM2 GO BP","GO:0006629","lipid metabolic process",614,31,10.915,1.4309,0.517,0.0264759947282185,1.5771477140586,1,0.106367016334963,0.893638409884672,"IDI1,LDLR,CCN1,PLD3,LPIN1,APOH,NEU1,EGR1,HMGCS1,CLSTN3,MFSD8,ADIPOR1,CHST10,B4GALT6,LRP10,PIPSL,PLPP3,UGCG,UVRAG,APOC3,APOE,CREM,CLU,PTGS2,SERINC1,B4GALT5,PLSCR1,APOA1,PI4K2A,CAV1,TRIB3","5387,6547,2654,17158,13345,616,7758,3238,5007,18371,28486,24040,19650,929,14553,23733,9229,12524,12640,610,613,2352,2095,9605,13464,928,9092,600,30031,1527,16228","lipid metabolic process","ADIPOR1;APOA1;APOC3;APOE;APOH;B4GALT5;B4GALT6;CAV1;CCN1;CHST10;CLSTN3;CLU;CREM;EGR1;HMGCS1;IDI1;LDLR;LPIN1;LRP10;MFSD8;NEU1;PI4K2A;PIPSL;PLD3;PLPP3;PLSCR1;PTGS2;SERINC1;TRIB3;UGCG;UVRAG",31
NA,"SLIM2 GO BP","GO:0007267","cell-cell signaling",435,28,9.859,1.8243,0.867,0.00142730544794747,2.84548307652596,1,0.0186820084809878,0.156956178030108,"PRKAR1A,CSPG5,HMGA2,APOE,BMP4,EPHA7,SDCBP,SLC38A2,NEO1,FAT1,CLSTN3,PRKAR1B,PHPT1,APP,USP46,PTPRS,CLOCK,GABARAP,TPRG1L,BACE1,GJA1,SQSTM1,PTGS2,LRP6,EPHA4,STX3,ADAM10,TPBG","9388,2467,5009,613,1071,3390,10662,13448,7754,3595,18371,9390,30033,620,20075,9681,2082,4067,27007,933,4274,11280,9605,6698,3388,11438,188,12004","cell cell signaling","ADAM10;APOE;APP;BACE1;BMP4;CLOCK;CLSTN3;CSPG5;EPHA4;EPHA7;FAT1;GABARAP;GJA1;HMGA2;LRP6;NEO1;PHPT1;PRKAR1A;PRKAR1B;PTGS2;PTPRS;SDCBP;SLC38A2;SQSTM1;STX3;TPBG;TPRG1L;USP46",28
NA,"Direct GO Biological Processes","GO:0045944","positive regulation of transcription by RNA polymerase II",606,27,9.507,1.2627,0.337,0.122387847304544,0.912261704009118,1,0.232323172559879,1,"APP,CCN1,SQSTM1,CALCOCO1,KLF6,SERPINF2,RBX1,EGR1,HMGA2,CDON,BMP4,LRP6,CCPG1,ZNF513,CREM,PLSCR1,LPIN1,ACVR2A,FOSB,PLPP3,RGMA,BMPR1A,MEIS2,CLOCK,EEF1D,CNBP,WBP2","620,2654,11280,29306,2235,9075,9928,3238,5009,17104,1071,6698,24227,26498,2352,9092,13345,173,3797,9229,30308,1076,7001,2082,3211,13164,12738","positive regulation of transcription by rna polymerase ii","ACVR2A;APP;BMP4;BMPR1A;CALCOCO1;CCN1;CCPG1;CDON;CLOCK;CNBP;CREM;EEF1D;EGR1;FOSB;HMGA2;KLF6;LPIN1;LRP6;MEIS2;PLPP3;PLSCR1;RBX1;RGMA;SERPINF2;SQSTM1;WBP2;ZNF513",27
NA,"Direct GO Biological Processes","GO:0007165","signal transduction",515,24,8.451,1.3208,0.401,0.0975239907840532,1.01088853524006,1,0.202724145297942,1,"CD83,NCR3LG1,OGN,OPTN,CCN2,TFRC,CALCOCO1,IL10RB,PLPP3,CLOCK,ACVR1B,PTPRS,CSPG5,GJA1,TIMP1,TNFRSF10B,UNC5B,DDR2,PTPRU,CREM,RIT1,CD320,CCN1,FZD7","1703,42400,8126,17142,2500,11763,29306,5965,9229,2082,172,9681,2467,4274,11820,11905,12568,2731,9683,2352,10023,16692,2654,4045","signal transduction","ACVR1B;CALCOCO1;CCN1;CCN2;CD320;CD83;CLOCK;CREM;CSPG5;DDR2;FZD7;GJA1;IL10RB;NCR3LG1;OGN;OPTN;PLPP3;PTPRS;PTPRU;RIT1;TFRC;TIMP1;TNFRSF10B;UNC5B",24
NA,"SLIM2 GO BP","GO:0006914","autophagy",432,21,7.394,1.3777,0.462,0.0838109136070679,1.07669942515591,1,0.184402938477651,1,"HMOX1,GABARAPL2,TRIM23,TAX1BP1,NBR1,SQSTM1,CALCOCO2,MAPK8,UVRAG,MFSD8,PLEKHF1,TMEM59,RBX1,BNIP3,GABARAP,ATP6V1D,CD84,CLU,TIMM23,OPTN,TRIB3","5013,13291,660,11575,6746,11280,29912,6881,12640,28486,20764,1239,9928,1084,4067,13527,1704,2095,17312,17142,16228","autophagy","ATP6V1D;BNIP3;CALCOCO2;CD84;CLU;GABARAP;GABARAPL2;HMOX1;MAPK8;MFSD8;NBR1;OPTN;PLEKHF1;RBX1;SQSTM1;TAX1BP1;TIMM23;TMEM59;TRIB3;TRIM23;UVRAG",21
NA,"SLIM2 GO BP","GO:0050877","nervous system process",354,20,7.042,1.6012,0.679,0.0250921370869062,1.60046234842929,1,0.101341426037586,0.851416105670204,"DGCR2,MEIS2,LPIN1,LRIG1,ZNF513,MFSD8,REEP6,TPBG,COL1A1,CHM,LRIG3,APOE,APP,NTAN1,PRKAR1B,SPRY2,TIMP3,BACE1,CHST10,LDLR","2845,7001,13345,17360,26498,28486,30078,12004,2197,1940,30991,613,620,29909,9390,11270,11822,933,19650,6547","nervous system process","APOE;APP;BACE1;CHM;CHST10;COL1A1;DGCR2;LDLR;LPIN1;LRIG1;LRIG3;MEIS2;MFSD8;NTAN1;PRKAR1B;REEP6;SPRY2;TIMP3;TPBG;ZNF513",20
NA,"Direct GO Biological Processes","GO:0010628","positive regulation of gene expression",199,19,6.69,2.706,1.436,7.23371772205046e-05,4.14063844251216,0.180842943051262,0.00258347061501802,0.0217049293280741,"EGR1,HMGA2,APP,PLSCR1,SLC38A2,CAV1,TFRC,GJA1,SPRY2,BMP4,MAPK8,CALCOCO1,CLU,TGFBR3,ACVR1B,LDLR,RBBP9,BMPR1A,ROBO1","3238,5009,620,9092,13448,1527,11763,4274,11270,1071,6881,29306,2095,11774,172,6547,9892,1076,10249","positive regulation of gene expression","ACVR1B;APP;BMP4;BMPR1A;CALCOCO1;CAV1;CLU;EGR1;GJA1;HMGA2;LDLR;MAPK8;PLSCR1;RBBP9;ROBO1;SLC38A2;SPRY2;TFRC;TGFBR3",19
