"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"SLIM2 GO BP","GO:0006810","transport",2032,92,32.394,1.2832,0.36,0.00353791826299521,2.45125220487463,1,0.0314077537170473,0.263871038756643,"PCTP,TRAPPC5,DDR1,MFGE8,HMGA2,CHM,REEP5,MDFIC,ARRDC3,SLC38A2,SDCBP,PHPT1,TSPAN13,GJA1,PRELID3B,APLP1,NTN1,ARF3,GPC3,SCAMP4,APOE,TRIB3,STX3,NCOA4,PLPP3,VTN,TPRG1L,PTTG1IP,PTGS2,GABARAP,HERPUD1,MPC1,NDFIP1,CAV1,APOH,CD151,ATP6V1D,PLSCR1,THBS1,CD320,REEP6,HPX,NUP37,APOA1,C4A,SLC7A8,OPTN,MFSD8,MGRN1,LRP10,MGST1,COL1A1,DNLZ,SFT2D2,CLU,UVRAG,STX6,FCGRT,SLC20A1,RNF126,TRIM23,SQSTM1,CLSTN3,GABARAPL2,PRKAR1A,APP,SERINC3,RBX1,CSPG5,C4BPA,SLC31A1,LRP6,LDLR,PRKAR1B,CLOCK,BNIP3,TOMM40L,APOC3,CMTM6,ABCB6,SLC19A1,STC2,CD84,PLEKHF1,NEO1,USP46,RAB29,GOLGA7,TIMM23,BMP4,TFRC,NDFIP2","8752,23067,2730,7036,5009,1940,30077,28870,29263,13448,10662,30033,21643,4274,15892,597,8029,654,4451,30385,613,16228,11438,7671,9229,12724,27007,13524,9605,4067,13744,21606,17592,1527,616,1630,13527,9092,11785,16692,30078,5171,29929,600,1323,11066,17142,28486,20254,14553,7061,2197,33879,25140,2095,12640,11441,3621,10946,21151,660,11280,18371,13291,9388,620,11699,9928,2467,1325,11016,6698,6547,9390,2082,1084,25756,610,19177,47,10937,11374,1704,20764,7754,20075,9789,24876,17312,1071,11763,18537","transport","ABCB6;APLP1;APOA1;APOC3;APOE;APOH;APP;ARF3;ARRDC3;ATP6V1D;BMP4;BNIP3;C4A;C4BPA;CAV1;CD151;CD320;CD84;CHM;CLOCK;CLSTN3;CLU;CMTM6;COL1A1;CSPG5;DDR1;DNLZ;FCGRT;GABARAP;GABARAPL2;GJA1;GOLGA7;GPC3;HERPUD1;HMGA2;HPX;LDLR;LRP10;LRP6;MDFIC;MFGE8;MFSD8;MGRN1;MGST1;MPC1;NCOA4;NDFIP1;NDFIP2;NEO1;NTN1;NUP37;OPTN;PCTP;PHPT1;PLEKHF1;PLPP3;PLSCR1;PRELID3B;PRKAR1A;PRKAR1B;PTGS2;PTTG1IP;RAB29;RBX1;REEP5;REEP6;RNF126;SCAMP4;SDCBP;SERINC3;SFT2D2;SLC19A1;SLC20A1;SLC31A1;SLC38A2;SLC7A8;SQSTM1;STC2;STX3;STX6;TFRC;THBS1;TIMM23;TOMM40L;TPRG1L;TRAPPC5;TRIB3;TRIM23;TSPAN13;USP46;UVRAG;VTN",92
NA,"SLIM2 GO BP","GO:0006950","response to stress",1967,90,31.69,1.2968,0.375,0.00290460235587659,2.536913314726,1,0.0314077537170473,0.263871038756643,"MT2A,PLGRKT,CD151,OPTN,HSPA6,F5,TRIB3,TFRC,PLSCR1,MAPK8,BNIP3,PRKAR1B,GABARAPL2,PTTG1IP,DDR2,ABCB6,PROS1,PTGS2,IFI35,EPHA4,TRIM23,SLC38A2,NDFIP1,RNF126,STC2,RGMA,MSX2,TAX1BP1,ITIH4,APOH,ZNF697,CD83,RIOK3,EEF1D,CCN2,TIMP1,TMEFF1,SERINC3,THBS1,SERPIND1,RBX1,NEO1,C1GALT1C1,MGST1,COL1A1,TGFBR3,CLOCK,PTPRS,VTN,HLA-A,HERPUD1,IFNAR1,HMGA2,NEURL4,C4A,CALCOCO2,USP46,SLC19A1,EGR1,DDR1,ELOF1,TNFRSF10B,SERPINF2,CAV1,BMPR1A,RCHY1,RNF7,HMOX1,GABARAP,FZD7,SELENOP,TRIM41,CLU,HGFAC,APOE,NBR1,APP,UVRAG,APOA1,IL10RB,MARCKS,VASN,PLD3,SQSTM1,HPX,RNF34,RNASE4,CD84,C4BPA,LDLR","7406,23633,1630,17142,5239,3542,16228,11763,9092,6881,1084,9390,13291,13524,2731,47,9456,9605,5399,3388,660,13448,17592,21151,11374,30308,7392,11575,6169,616,32034,1703,11451,3211,2500,11820,11866,11699,11785,4838,9928,7754,24338,7061,2197,11774,2082,9681,12724,4931,13744,5432,5009,34410,1323,29912,20075,10937,3238,2730,28691,11905,9075,1527,1076,17479,10070,5013,4067,4045,10751,19013,2095,4894,613,6746,620,12640,600,5965,6759,18517,17158,11280,5171,17297,10047,1704,1325,6547","response to stress","ABCB6;APOA1;APOE;APOH;APP;BMPR1A;BNIP3;C1GALT1C1;C4A;C4BPA;CALCOCO2;CAV1;CCN2;CD151;CD83;CD84;CLOCK;CLU;COL1A1;DDR1;DDR2;EEF1D;EGR1;ELOF1;EPHA4;F5;FZD7;GABARAP;GABARAPL2;HERPUD1;HGFAC;HLA-A;HMGA2;HMOX1;HPX;HSPA6;IFI35;IFNAR1;IL10RB;ITIH4;LDLR;MAPK8;MARCKS;MGST1;MSX2;MT2A;NBR1;NDFIP1;NEO1;NEURL4;OPTN;PLD3;PLGRKT;PLSCR1;PRKAR1B;PROS1;PTGS2;PTPRS;PTTG1IP;RBX1;RCHY1;RGMA;RIOK3;RNASE4;RNF126;RNF34;RNF7;SELENOP;SERINC3;SERPIND1;SERPINF2;SLC19A1;SLC38A2;SQSTM1;STC2;TAX1BP1;TFRC;TGFBR3;THBS1;TIMP1;TMEFF1;TNFRSF10B;TRIB3;TRIM23;TRIM41;USP46;UVRAG;VASN;VTN;ZNF697",90
NA,"SLIM2 GO BP","GO:0030154","cell differentiation",1906,87,30.634,1.2937,0.372,0.0037870014226813,2.42170453172562,1,0.0323122988283387,0.271470539831091,"BMP4,CDON,FAT1,VTN,SPINT2,MFSD8,CPNE8,NEO1,CLSTN3,PTPRU,CREM,HMGA2,SPRY2,CLU,KLF6,B4GALT5,SQSTM1,ADIPOR1,NRP2,TMEM120B,SDCBP,CHSY1,COL1A1,SERPINF2,SLIT2,APP,PTGS2,NBR1,APLP2,RBBP9,TPBG,TRIB3,PLPP3,LRP6,CAV1,MEIS2,ITM2C,FLT1,GPC3,PTPRS,CLOCK,NTN3,RGMA,ZNF521,PDCD2,CCN2,B9D1,BMPR1A,MSX2,CSPG5,VASN,NDFIP1,GJA1,BAMBI,DDR2,MARCKS,EPHA4,APOE,ROBO1,PRKAR1A,CRIM1,PLD3,RNF7,DDR1,STX3,UNC5B,IFRD1,SEMA3C,TGFBR3,B4GALT6,UGCG,TFRC,NTN1,PLEKHB2,RAB29,ZNF16,ACVR2A,CCN1,EPHA7,FZD7,BNIP3,RBX1,APLP1,EGR1,LDLR,ACVR1B,CD83","1071,17104,3595,12724,11247,28486,23498,7754,18371,9683,2352,5009,11270,2095,2235,928,11280,24040,8005,32008,10662,17198,2197,9075,11086,620,9605,6746,598,9892,12004,16228,9229,6698,1527,7001,6175,3763,4451,9681,2082,8030,30308,24605,8762,2500,24123,1076,7392,2467,18517,17592,4274,30251,2731,6759,3388,613,10249,9388,2359,17158,10070,2730,11438,12568,5456,10725,11774,929,12524,11763,8029,19236,9789,12947,173,2654,3390,4045,1084,9928,597,3238,6547,172,1703","cell differentiation","ACVR1B;ACVR2A;ADIPOR1;APLP1;APLP2;APOE;APP;B4GALT5;B4GALT6;B9D1;BAMBI;BMP4;BMPR1A;BNIP3;CAV1;CCN1;CCN2;CD83;CDON;CHSY1;CLOCK;CLSTN3;CLU;COL1A1;CPNE8;CREM;CRIM1;CSPG5;DDR1;DDR2;EGR1;EPHA4;EPHA7;FAT1;FLT1;FZD7;GJA1;GPC3;HMGA2;IFRD1;ITM2C;KLF6;LDLR;LRP6;MARCKS;MEIS2;MFSD8;MSX2;NBR1;NDFIP1;NEO1;NRP2;NTN1;NTN3;PDCD2;PLD3;PLEKHB2;PLPP3;PRKAR1A;PTGS2;PTPRS;PTPRU;RAB29;RBBP9;RBX1;RGMA;RNF7;ROBO1;SDCBP;SEMA3C;SERPINF2;SLIT2;SPINT2;SPRY2;SQSTM1;STX3;TFRC;TGFBR3;TMEM120B;TPBG;TRIB3;UGCG;UNC5B;VASN;VTN;ZNF16;ZNF521",87
NA,"SLIM2 GO BP","GO:0002376","immune system process",1076,63,22.183,1.6594,0.731,2.31788856939226e-05,4.63490744622457,0.0579472142348066,0.00111436950451551,0.00936233266996205,"ZNF16,PHPT1,GCNT1,FLT1,CLU,CD83,MAPK8,CD320,NCR3LG1,ACVR1B,APOA1,FCGRT,NDFIP1,KLF6,PLD3,RNF7,HLA-A,SEMA3C,IL13RA1,BMP4,THBS1,RIOK3,MEIS2,SQSTM1,EGR1,TMEFF1,SLIT2,IL10RB,HMOX1,OPTN,TFRC,IFNAR1,PTPRS,ACVR2A,RNASE4,TGFBR3,C4A,TRIM23,CALCOCO2,LDLR,RAB29,FZD7,TRIM41,SLC19A1,RNF34,CD84,PLSCR1,TAX1BP1,PRKAR1A,SPPL2B,CD151,BMPR1A,APOE,SERINC3,APP,RBX1,VTN,CAV1,ADAM10,HPX,C4BPA,ZNF697,IFI35","12947,30033,4203,3763,2095,1703,6881,16692,42400,172,600,3621,17592,2235,17158,10070,4931,10725,5974,1071,11785,11451,7001,11280,3238,11866,11086,5965,5013,17142,11763,5432,9681,173,10047,11774,1323,660,29912,6547,9789,4045,19013,10937,17297,1704,9092,11575,9388,30627,1630,1076,613,11699,620,9928,12724,1527,188,5171,1325,32034,5399","immune system process","ACVR1B;ACVR2A;ADAM10;APOA1;APOE;APP;BMP4;BMPR1A;C4A;C4BPA;CALCOCO2;CAV1;CD151;CD320;CD83;CD84;CLU;EGR1;FCGRT;FLT1;FZD7;GCNT1;HLA-A;HMOX1;HPX;IFI35;IFNAR1;IL10RB;IL13RA1;KLF6;LDLR;MAPK8;MEIS2;NCR3LG1;NDFIP1;OPTN;PHPT1;PLD3;PLSCR1;PRKAR1A;PTPRS;RAB29;RBX1;RIOK3;RNASE4;RNF34;RNF7;SEMA3C;SERINC3;SLC19A1;SLIT2;SPPL2B;SQSTM1;TAX1BP1;TFRC;TGFBR3;THBS1;TMEFF1;TRIM23;TRIM41;VTN;ZNF16;ZNF697",63
NA,"SLIM2 GO BP","GO:0008283","cell population proliferation",882,59,20.775,1.8959,0.923,6.73342559454878e-07,6.17176393454102,0.00168335639863719,6.3785912407332e-05,0.000535894897692966,"DDR1,MSX2,PRKAR1A,OGN,GJA1,ACVR2A,STX3,PTPRU,CCN1,NTN1,CD320,GPC3,TFRC,ZNF16,EGR1,APP,TGFBR3,APOH,PDCD2,RNF126,THBS1,MEIS2,FPGS,TPBG,SPINT2,SERPINF2,HMOX1,NRP2,TIMP1,CAV1,SPRY2,CCN2,ZNF324,PTGS2,BMPR1A,ADAM10,CCPG1,BMP4,IFI35,ROBO1,SQSTM1,CLU,CD151,SDCBP,ADAMTS1,FZD7,SLC20A1,APOA1,CDON,NDFIP1,CNBP,HMGA2,BAMBI,HLA-A,APOE,FLT1,JTB,DDR2,EPHA4","2730,7392,9388,8126,4274,173,11438,9683,2654,8029,16692,4451,11763,12947,3238,620,11774,616,8762,21151,11785,7001,3824,12004,11247,9075,5013,8005,11820,1527,11270,2500,14096,9605,1076,188,24227,1071,5399,10249,11280,2095,1630,10662,217,4045,10946,600,17104,17592,13164,5009,30251,4931,613,3763,6201,2731,3388","cell population proliferation","ACVR2A;ADAM10;ADAMTS1;APOA1;APOE;APOH;APP;BAMBI;BMP4;BMPR1A;CAV1;CCN1;CCN2;CCPG1;CD151;CD320;CDON;CLU;CNBP;DDR1;DDR2;EGR1;EPHA4;FLT1;FPGS;FZD7;GJA1;GPC3;HLA-A;HMGA2;HMOX1;IFI35;JTB;MEIS2;MSX2;NDFIP1;NRP2;NTN1;OGN;PDCD2;PRKAR1A;PTGS2;PTPRU;RNF126;ROBO1;SDCBP;SERPINF2;SLC20A1;SPINT2;SPRY2;SQSTM1;STX3;TFRC;TGFBR3;THBS1;TIMP1;TPBG;ZNF16;ZNF324",59
NA,"SLIM2 GO BP","GO:0008219","cell death",1026,53,18.662,1.464,0.55,0.002410534574298,2.61788663505044,1,0.0281604506343224,0.236588946400857,"ZNF16,PTTG1IP,HERPUD1,BACE1,MARCKS,UNC5B,BNIP3,DSTYK,ACVR1B,APOE,MAPK8,NTN1,EPHA4,CAV1,TFRC,BMPR1A,BMP4,GABARAP,TCTN3,PLEKHF1,HMGA2,TNFRSF10B,APP,CCN1,PLSCR1,MFSD8,HMOX1,LRP6,CLU,SQSTM1,JTB,DDR2,RBX1,TIMP1,THBS1,PTGS2,EPHA7,APLP1,RELT,EGR1,SPRY2,TRIB3,ITM2C,PDCD2,TAX1BP1,SERINC3,RNF34,OPTN,APOH,MSX2,CDK11A,SLIT2,RNF130","12947,13524,13744,933,6759,12568,1084,29043,172,613,6881,8029,3388,1527,11763,1076,1071,4067,24519,20764,5009,11905,620,2654,9092,28486,5013,6698,2095,11280,6201,2731,9928,11820,11785,9605,3390,597,13764,3238,11270,16228,6175,8762,11575,11699,17297,17142,616,7392,1730,11086,18280","cell death","ACVR1B;APLP1;APOE;APOH;APP;BACE1;BMP4;BMPR1A;BNIP3;CAV1;CCN1;CDK11A;CLU;DDR2;DSTYK;EGR1;EPHA4;EPHA7;GABARAP;HERPUD1;HMGA2;HMOX1;ITM2C;JTB;LRP6;MAPK8;MARCKS;MFSD8;MSX2;NTN1;OPTN;PDCD2;PLEKHF1;PLSCR1;PTGS2;PTTG1IP;RBX1;RELT;RNF130;RNF34;SERINC3;SLIT2;SPRY2;SQSTM1;TAX1BP1;TCTN3;TFRC;THBS1;TIMP1;TNFRSF10B;TRIB3;UNC5B;ZNF16",53
NA,"SLIM2 GO BP","GO:0007155","cell adhesion",579,48,16.901,2.3496,1.232,1.57638508768845e-08,7.80233768213253,3.94096271922113e-05,2.62730847948075e-06,2.20732314657203e-05,"CLSTN3,STX3,PTPRS,COL1A1,MFGE8,APOA1,NRP2,CCN1,EDIL3,HLA-A,CD84,NDFIP1,SPINT2,PLPP3,CD83,TFRC,SERPINF2,CD151,CDON,PRKAR1A,PCDH7,FZD7,DDR2,DSC3,CHST10,LRP6,RNF7,EPHA7,DDR1,APLP1,CSPG5,NTN1,EPHA4,CCN2,PTPRU,HABP2,FAT1,VTN,GCNT1,ROBO1,BMP4,TPBG,DGCR2,NEO1,CAV1,THBS1,ADAM10,APP","18371,11438,9681,2197,7036,600,8005,2654,3173,4931,1704,17592,11247,9229,1703,11763,9075,1630,17104,9388,8659,4045,2731,3037,19650,6698,10070,3390,2730,597,2467,8029,3388,2500,9683,4798,3595,12724,4203,10249,1071,12004,2845,7754,1527,11785,188,620","cell adhesion","ADAM10;APLP1;APOA1;APP;BMP4;CAV1;CCN1;CCN2;CD151;CD83;CD84;CDON;CHST10;CLSTN3;COL1A1;CSPG5;DDR1;DDR2;DGCR2;DSC3;EDIL3;EPHA4;EPHA7;FAT1;FZD7;GCNT1;HABP2;HLA-A;LRP6;MFGE8;NDFIP1;NEO1;NRP2;NTN1;PCDH7;PLPP3;PRKAR1A;PTPRS;PTPRU;RNF7;ROBO1;SERPINF2;SPINT2;STX3;TFRC;THBS1;TPBG;VTN",48
NA,"SLIM2 GO BP","GO:0048870","cell motility",740,45,15.845,1.7235,0.785,0.000182130257810565,3.73961789765075,0.455325644526412,0.00500357851127926,0.0420373730374437,"FLT1,FAT1,SEMA3C,BMPR1A,APOH,APP,ROBO1,HMOX1,SPINT2,ADAM10,COL1A1,GCNT1,NTN1,DDR1,SDCBP,BMP4,GJA1,NRP2,DDR2,PHPT1,GPC3,ADIPOR1,CCN2,SLIT2,PTGS2,THBS1,EPHA4,CCN1,TPBG,VTN,APOA1,CD151,APOE,TIMP1,RNF7,ADAMTS1,NEO1,PLPP3,CAV1,BAMBI,ACVR1B,TGFBR3,MSX2,PTPRU,SPRY2","3763,3595,10725,1076,616,620,10249,5013,11247,188,2197,4203,8029,2730,10662,1071,4274,8005,2731,30033,4451,24040,2500,11086,9605,11785,3388,2654,12004,12724,600,1630,613,11820,10070,217,7754,9229,1527,30251,172,11774,7392,9683,11270","cell motility","ACVR1B;ADAM10;ADAMTS1;ADIPOR1;APOA1;APOE;APOH;APP;BAMBI;BMP4;BMPR1A;CAV1;CCN1;CCN2;CD151;COL1A1;DDR1;DDR2;EPHA4;FAT1;FLT1;GCNT1;GJA1;GPC3;HMOX1;MSX2;NEO1;NRP2;NTN1;PHPT1;PLPP3;PTGS2;PTPRU;RNF7;ROBO1;SDCBP;SEMA3C;SLIT2;SPINT2;SPRY2;TGFBR3;THBS1;TIMP1;TPBG;VTN",45
NA,"SLIM2 GO BP","GO:0040011","locomotion",530,44,15.493,2.3529,1.234,6.61762714840071e-08,7.17929770558864,0.000165440678710018,9.19114881722321e-06,7.7219084421539e-05,"VTN,SPINT2,ROBO1,ADIPOR1,TPBG,FLT1,ADAMTS1,EPHA7,EPHA4,COL1A1,TIMP1,SPRY2,ACVR1B,TGFBR3,BMPR1A,APOE,PLGRKT,FAT1,THBS1,PLPP3,CAV1,APP,CCN1,RNF7,HMOX1,NRP2,PTPRU,GCNT1,NTN1,PHPT1,ARRDC3,APOH,STX3,DDR2,APOA1,ADAM10,CD151,GJA1,SDCBP,SLIT2,PTGS2,SEMA3C,BMP4,SERPIND1","12724,11247,10249,24040,12004,3763,217,3390,3388,2197,11820,11270,172,11774,1076,613,23633,3595,11785,9229,1527,620,2654,10070,5013,8005,9683,4203,8029,30033,29263,616,11438,2731,600,188,1630,4274,10662,11086,9605,10725,1071,4838","locomotion","ACVR1B;ADAM10;ADAMTS1;ADIPOR1;APOA1;APOE;APOH;APP;ARRDC3;BMP4;BMPR1A;CAV1;CCN1;CD151;COL1A1;DDR2;EPHA4;EPHA7;FAT1;FLT1;GCNT1;GJA1;HMOX1;NRP2;NTN1;PHPT1;PLGRKT;PLPP3;PTGS2;PTPRU;RNF7;ROBO1;SDCBP;SEMA3C;SERPIND1;SLIT2;SPINT2;SPRY2;STX3;TGFBR3;THBS1;TIMP1;TPBG;VTN",44
NA,"SLIM2 GO BP","GO:0042592","homeostatic process",760,41,14.437,1.529,0.613,0.00368647519793952,2.43338868362016,1,0.0316707491231918,0.26608058457876,"BMPR1A,BMP4,CRISPLD1,RGN,EGR1,NEO1,NDFIP1,MAPK8,APOC3,GJA1,PHPT1,ACVR2A,LDLR,CAV1,MT2A,PTGS2,HPX,ATP6V1D,HERPUD1,ARRDC3,TFRC,TGFBR3,CCN2,SQSTM1,APP,LPIN1,ZNF16,CNBP,STC2,ABCB6,COL1A1,NCOA4,ADIPOR1,APOA1,HMOX1,PCTP,ACVR1B,BNIP3,APOE,SLC31A1,CLSTN3","1076,1071,18206,9989,3238,7754,17592,6881,610,4274,30033,173,6547,1527,7406,9605,5171,13527,13744,29263,11763,11774,2500,11280,620,13345,12947,13164,11374,47,2197,7671,24040,600,5013,8752,172,1084,613,11016,18371","homeostatic process","ABCB6;ACVR1B;ACVR2A;ADIPOR1;APOA1;APOC3;APOE;APP;ARRDC3;ATP6V1D;BMP4;BMPR1A;BNIP3;CAV1;CCN2;CLSTN3;CNBP;COL1A1;CRISPLD1;EGR1;GJA1;HERPUD1;HMOX1;HPX;LDLR;LPIN1;MAPK8;MT2A;NCOA4;NDFIP1;NEO1;PCTP;PHPT1;PTGS2;RGN;SLC31A1;SQSTM1;STC2;TFRC;TGFBR3;ZNF16",41
