Protein.Group,Genes,protein_label,n_samples,n_missing,percent_missing
Q86UU0,BCL9L,BCL9L | Q86UU0,6,6,100
Q00535,CDK5,CDK5 | Q00535,6,0,0
Q96SZ6,CDK5RAP1,CDK5RAP1 | Q96SZ6,6,0,0
Q96SN8,CDK5RAP2,CDK5RAP2 | Q96SN8,6,0,0
Q96JB5,CDK5RAP3,CDK5RAP3 | Q96JB5,6,0,0
Q00534,CDK6,CDK6 | Q00534,6,0,0
P50613,CDK7,CDK7 | P50613,6,0,0
P50750,CDK9,CDK9 | P50750,6,0,0
Q5VV42,CDKAL1,CDKAL1 | Q5VV42,6,0,0
P42771,CDKN2A,CDKN2A | P42771,6,0,0
Q9NXV6,CDKN2AIP,CDKN2AIP | Q9NXV6,6,0,0
P42773,CDKN2C,CDKN2C | P42773,6,0,0
Q6NVV7,CDPF1,CDPF1 | Q6NVV7,6,0,0
Q01850,CDR2,CDR2 | Q01850,6,0,0
Q86X02,CDR2L,CDR2L | Q86X02,6,0,0
Q92903,CDS1,CDS1 | Q92903,6,0,0
O95674,CDS2,CDS2 | O95674,6,0,0
Q9H211,CDT1,CDT1 | Q9H211,6,0,0
Q9UKY7,CDV3,CDV3 | Q9UKY7,6,0,0
Q9Y232,CDYL,CDYL | Q9Y232,6,0,0
P49715,CEBPA,CEBPA | P49715,6,0,0
P17676,CEBPB,CEBPB | P17676,6,0,0
Q03701,CEBPZ,CEBPZ | Q03701,6,0,0
A8MTT3,CEBPZOS,CEBPZOS | A8MTT3,6,0,0
Q9BXF3,CECR2,CECR2 | Q9BXF3,6,0,0
Q92879,CELF1,CELF1 | Q92879,6,0,0
O95319,CELF2,CELF2 | O95319,6,0,0
Q9NYQ6,CELSR1,CELSR1 | Q9NYQ6,6,0,0
Q9HCU4,CELSR2,CELSR2 | Q9HCU4,6,0,0
Q9UHN6,CEMIP2,CEMIP2 | Q9UHN6,6,0,0
P49450,CENPA,CENPA | P49450,6,0,0
P07199,CENPB,CENPB | P07199,6,0,0
Q03188,CENPC,CENPC | Q03188,6,0,0
Q02224,CENPE,CENPE | Q02224,6,0,0
P49454,CENPF,CENPF | P49454,6,0,0
Q9H3R5,CENPH,CENPH | Q9H3R5,6,0,0
Q92674,CENPI,CENPI | Q92674,6,0,0
Q9BS16,CENPK,CENPK | Q9BS16,6,0,0
Q8N0S6,CENPL,CENPL | Q8N0S6,6,0,0
Q9NSP4,CENPM,CENPM | Q9NSP4,6,0,0
Q96H22,CENPN,CENPN | Q96H22,6,0,0
Q9BU64,CENPO,CENPO | Q9BU64,6,0,0
Q6IPU0,CENPP,CENPP | Q6IPU0,6,0,0
Q7L2Z9,CENPQ,CENPQ | Q7L2Z9,6,0,0
Q8N2Z9,CENPS,CENPS | Q8N2Z9,6,0,0
Q96BT3,CENPT,CENPT | Q96BT3,6,0,0
Q71F23,CENPU,CENPU | Q71F23,6,0,0
Q7Z7K6,CENPV,CENPV | Q7Z7K6,6,0,0
Q5EE01,CENPW,CENPW | Q5EE01,6,0,0
O60308,CEP104,CEP104 | O60308,6,0,0
Q8N8E3,CEP112,CEP112 | Q8N8E3,6,0,0
Q8N960,CEP120,CEP120 | Q8N960,6,0,0
Q6ZU80,CEP128,CEP128 | Q6ZU80,6,0,0
Q9UPN4,CEP131,CEP131 | Q9UPN4,6,0,0
Q66GS9,CEP135,CEP135 | Q66GS9,6,0,0
Q9UPV0,CEP164,CEP164 | Q9UPV0,6,0,0
Q5SW79,CEP170,CEP170 | Q5SW79,6,0,0
Q9Y4F5,CEP170B,CEP170B | Q9Y4F5,6,0,0
Q8TEP8,CEP192,CEP192 | Q8TEP8,6,0,0
Q9BV73,CEP250,CEP250 | Q9BV73,6,0,0
O15078,CEP290,CEP290 | O15078,6,0,0
Q5VT06,CEP350,CEP350 | Q5VT06,6,0,0
Q9BYV8,CEP41,CEP41 | Q9BYV8,6,0,0
O95684,CEP43,CEP43 | O95684,6,0,0
Q9C0F1,CEP44,CEP44 | Q9C0F1,6,0,0
Q53EZ4,CEP55,CEP55 | Q53EZ4,6,0,0
Q76N32,CEP68,CEP68 | Q76N32,6,0,0
Q8TAP6,CEP76,CEP76 | Q8TAP6,6,0,0
Q5JTW2,CEP78,CEP78 | Q5JTW2,6,0,0
Q9Y592,CEP83,CEP83 | Q9Y592,6,0,0
Q6P2H3,CEP85,CEP85 | Q6P2H3,6,0,0
Q5SZL2,CEP85L,CEP85L | Q5SZL2,6,0,0
Q96GE4,CEP95,CEP95 | Q96GE4,6,0,0
Q8IW35,CEP97,CEP97 | Q8IW35,6,0,0
Q9Y6K0,CEPT1,CEPT1 | Q9Y6K0,6,0,0
P27544,CERS1,CERS1 | P27544,6,0,0
Q96G23,CERS2,CERS2 | Q96G23,6,0,0
Q9HA82,CERS4,CERS4 | Q9HA82,6,0,0
Q8N5B7,CERS5,CERS5 | Q8N5B7,6,0,0
Q6ZMG9,CERS6,CERS6 | Q6ZMG9,6,0,0
Q9Y5P4,CERT1,CERT1 | Q9Y5P4,6,0,0
O00748,CES2,CES2 | O00748,6,0,0
Q6UWW8,CES3,CES3 | Q6UWW8,6,0,0
P41208,CETN2,CETN2 | P41208,6,0,0
O15182,CETN3,CETN3 | O15182,6,0,0
Q9Y6A4,CFAP20,CFAP20 | Q9Y6A4,6,0,0
P57076,CFAP298,CFAP298 | P57076,6,0,0
Q96G28,CFAP36,CFAP36 | Q96G28,6,0,0
O43822,CFAP410,CFAP410 | O43822,6,0,0
Q9UEE9,CFDP1,CFDP1 | Q9UEE9,6,0,0
P23528,CFL1,CFL1 | P23528,6,0,0
Q9Y281,CFL2,CFL2 | Q9Y281,6,0,0
Q9UFW8,CGGBP1,CGGBP1 | Q9UFW8,6,0,0
Q9P2M7,CGN,CGN | Q9P2M7,6,0,0
Q8WUX2,CHAC2,CHAC2 | Q8WUX2,6,0,0
Q13111,CHAF1A,CHAF1A | Q13111,6,0,0
Q13112,CHAF1B,CHAF1B | Q13112,6,0,0
Q96JM3,CHAMP1,CHAMP1 | Q96JM3,6,0,0
Q96BP2,CHCHD1,CHCHD1 | Q96BP2,6,0,0
Q8WYQ3,CHCHD10,CHCHD10 | Q8WYQ3,6,0,0
Q9NX63,CHCHD3,CHCHD3 | Q9NX63,6,0,0
Q8N4Q1,CHCHD4,CHCHD4 | Q8N4Q1,6,0,0
Q9BRQ6,CHCHD6,CHCHD6 | Q9BRQ6,6,0,0
Q9BUK0,CHCHD7,CHCHD7 | Q9BUK0,6,0,0
O14646,CHD1,CHD1 | O14646,6,0,0
Q86WJ1,CHD1L,CHD1L | Q86WJ1,6,0,0
O14647,CHD2,CHD2 | O14647,6,0,0
Q12873,CHD3,CHD3 | Q12873,6,0,0
Q14839,CHD4,CHD4 | Q14839,6,0,0
Q8TD26,CHD6,CHD6 | Q8TD26,6,0,0
Q9P2D1,CHD7,CHD7 | Q9P2D1,6,0,0
Q9HCK8,CHD8,CHD8 | Q9HCK8,6,0,0
Q3L8U1,CHD9,CHD9 | Q3L8U1,6,0,0
Q8NE62,CHDH,CHDH | Q8NE62,6,0,0
O14757,CHEK1,CHEK1 | O14757,6,0,0
O96017,CHEK2,CHEK2 | O96017,6,0,0
Q8IWX8,CHERP,CHERP | Q8IWX8,6,0,0
Q9UKJ5,CHIC2,CHIC2 | Q9UKJ5,6,0,0
Q9BWS9,CHID1,CHID1 | Q9BWS9,6,0,0
P35790,CHKA,CHKA | P35790,6,0,0
P24386,CHM,CHM | P24386,6,0,0
P26374,CHML,CHML | P26374,6,0,0
Q9HD42,CHMP1A,CHMP1A | Q9HD42,6,0,0
Q7LBR1,CHMP1B,CHMP1B | Q7LBR1,6,0,0
O43633,CHMP2A,CHMP2A | O43633,6,0,0
Q9UQN3,CHMP2B,CHMP2B | Q9UQN3,6,0,0
Q9Y3E7,CHMP3,CHMP3 | Q9Y3E7,6,0,0
Q9BY43,CHMP4A,CHMP4A | Q9BY43,6,0,0
Q9H444,CHMP4B,CHMP4B | Q9H444,6,0,0
Q96CF2,CHMP4C,CHMP4C | Q96CF2,6,0,0
Q9NZZ3,CHMP5,CHMP5 | Q9NZZ3,6,0,0
Q96FZ7,CHMP6,CHMP6 | Q96FZ7,6,0,0
Q8WUX9,CHMP7,CHMP7 | Q8WUX9,6,0,0
P15882,CHN1,CHN1 | P15882,6,0,0
Q9UHD1,CHORDC1,CHORDC1 | Q9UHD1,6,0,0
Q99653,CHP1,CHP1 | Q99653,6,0,0
Q8IZ52,CHPF,CHPF | Q8IZ52,6,0,0
Q9P2E5,CHPF2,CHPF2 | Q9P2E5,6,0,0
Q8WUD6,CHPT1,CHPT1 | Q8WUD6,6,0,0
Q9NRG0,CHRAC1,CHRAC1 | Q9NRG0,6,0,0
Q8NCH0,CHST14,CHST14 | Q8NCH0,6,0,0
Q7LGC8,CHST3,CHST3 | Q7LGC8,6,0,0
Q86X52,CHSY1,CHSY1 | Q86X52,6,0,0
Q8WVB6,CHTF18,CHTF18 | Q8WVB6,6,0,0
P0CG13,CHTF8,CHTF8 | P0CG13,6,0,0
Q9Y3Y2,CHTOP,CHTOP | Q9Y3Y2,6,0,0
O15111,CHUK,CHUK | O15111,6,0,0
Q8WUH1,CHURC1,CHURC1 | Q8WUH1,6,0,0
O76071,CIAO1,CIAO1 | O76071,6,0,0
Q9H5X1,CIAO2A,CIAO2A | Q9H5X1,6,0,0
Q9Y3D0,CIAO2B,CIAO2B | Q9Y3D0,6,0,0
Q9H6Q4,CIAO3,CIAO3 | Q9H6Q4,6,0,0
Q6FI81,CIAPIN1,CIAPIN1 | Q6FI81,6,0,0
Q99828,CIB1,CIB1 | Q99828,6,0,0
A1XBS5,CIBAR1,CIBAR1 | A1XBS5,6,0,0
Q96RK0,CIC,CIC | Q96RK0,6,0,0
Q9BW66,CINP,CINP | Q9BW66,6,0,0
Q8TCG1,CIP2A,CIP2A | Q8TCG1,6,0,0
Q86X95,CIR1,CIR1 | Q86X95,6,0,0
Q14011,CIRBP,CIRBP | Q14011,6,0,0
Q9NZ45,CISD1,CISD1 | Q9NZ45,6,0,0
Q8N5K1,CISD2,CISD2 | Q8N5K1,6,0,0
O14578,CIT,CIT | O14578,6,0,0
Q9ULV3,CIZ1,CIZ1 | Q9ULV3,6,0,0
Q8WWK9,CKAP2,CKAP2 | Q8WWK9,6,0,0
Q8IYA6,CKAP2L,CKAP2L | Q8IYA6,6,0,0
Q07065,CKAP4,CKAP4 | Q07065,6,0,0
Q14008,CKAP5,CKAP5 | Q14008,6,0,0
P12277,CKB,CKB | P12277,6,0,0
P12532,CKMT1B,CKMT1B | P12532,6,0,0
P61024,CKS1B,CKS1B | P61024,6,0,0
P33552,CKS2,CKS2 | P33552,6,0,0
Q7Z460,CLASP1,CLASP1 | Q7Z460,6,0,0
O75122,CLASP2,CLASP2 | O75122,6,0,0
Q8N2M8,CLASRP,CLASRP | Q8N2M8,6,0,0
Q96S66,CLCC1,CLCC1 | Q96S66,6,0,0
P51790,CLCN3,CLCN3 | P51790,6,0,0
P51795,CLCN5,CLCN5 | P51795,6,0,0
P51797,CLCN6,CLCN6 | P51797,6,0,0
P51798,CLCN7,CLCN7 | P51798,6,0,0
P56749,CLDN12,CLDN12 | P56749,6,0,0
Q9NY35,CLDND1,CLDND1 | Q9NY35,6,0,0
Q2KHT3,CLEC16A,CLEC16A | Q2KHT3,6,0,0
O14967,CLGN,CLGN | O14967,6,0,0
O00299,CLIC1,CLIC1 | O00299,6,0,0
Q9Y696,CLIC4,CLIC4 | Q9Y696,6,0,0
Q14677,CLINT1,CLINT1 | Q14677,6,0,0
P30622,CLIP1,CLIP1 | P30622,6,0,0
Q9UDT6,CLIP2,CLIP2 | Q9UDT6,6,0,0
P49760,CLK2,CLK2 | P49760,6,0,0
P49761,CLK3,CLK3 | P49761,6,0,0
Q9HAZ1,CLK4,CLK4 | Q9HAZ1,6,0,0
Q96JQ2,CLMN,CLMN | Q96JQ2,6,0,0
Q13286,CLN3,CLN3 | Q13286,6,0,0
O75503,CLN5,CLN5 | O75503,6,0,0
Q9NWW5,CLN6,CLN6 | Q9NWW5,6,0,0
Q9UBY8,CLN8,CLN8 | Q9UBY8,6,0,0
P54105,CLNS1A,CLNS1A | P54105,6,0,0
O15516,CLOCK,CLOCK | O15516,6,0,0
Q92989,CLP1,CLP1 | Q92989,6,0,0
Q9H078,CLPB,CLPB | Q9H078,6,0,0
Q16740,CLPP,CLPP | Q16740,6,0,0
O96005,CLPTM1,CLPTM1 | O96005,6,0,0
Q96KA5,CLPTM1L,CLPTM1L | Q96KA5,6,0,0
O76031,CLPX,CLPX | O76031,6,0,0
Q9HAW4,CLSPN,CLSPN | Q9HAW4,6,0,0
O94985,CLSTN1,CLSTN1 | O94985,6,0,0
Q9BQT9,CLSTN3,CLSTN3 | Q9BQT9,6,0,0
P09496,CLTA,CLTA | P09496,6,0,0
P09497,CLTB,CLTB | P09497,6,0,0
Q00610,CLTC,CLTC | Q00610,6,0,0
P53675,CLTCL1,CLTCL1 | P53675,6,0,0
P10909,CLU,CLU | P10909,6,0,0
Q96AJ1,CLUAP1,CLUAP1 | Q96AJ1,6,0,0
O75153,CLUH,CLUH | O75153,6,0,0
Q8N0X4,CLYBL,CLYBL | Q8N0X4,6,0,0
Q8NFW8,CMAS,CMAS | Q8NFW8,6,0,0
Q96DG6,CMBL,CMBL | Q96DG6,6,0,0
Q7Z7K0,CMC1,CMC1 | Q7Z7K0,6,0,0
Q9NRP2,CMC2,CMC2 | Q9NRP2,6,0,0
Q8IY22,CMIP,CMIP | Q8IY22,6,0,0
P30085,CMPK1,CMPK1 | P30085,6,0,0
Q9BQ75,CMSS1,CMSS1 | Q9BQ75,6,0,0
Q8IZR5,CMTM4,CMTM4 | Q8IZR5,6,0,0
Q9NX76,CMTM6,CMTM6 | Q9NX76,6,0,0
Q8N1G2,CMTR1,CMTR1 | Q8N1G2,6,0,0
P62633,CNBP,CNBP | P62633,6,0,0
Q96KP4,CNDP2,CNDP2 | Q96KP4,6,0,0
Q8N9A8,CNEP1R1,CNEP1R1 | Q8N9A8,6,0,0
Q99439,CNN2,CNN2 | Q99439,6,0,0
Q15417,CNN3,CNN3 | Q15417,6,0,0
Q9H8M5,CNNM2,CNNM2 | Q9H8M5,6,0,0
Q8NE01,CNNM3,CNNM3 | Q8NE01,6,0,0
Q6P4Q7,CNNM4,CNNM4 | Q6P4Q7,6,0,0
A5YKK6,CNOT1,CNOT1 | A5YKK6,6,0,0
Q9H9A5,CNOT10,CNOT10 | Q9H9A5,6,0,0
Q9UKZ1,CNOT11,CNOT11 | Q9UKZ1,6,0,0
Q9NZN8,CNOT2,CNOT2 | Q9NZN8,6,0,0
O75175,CNOT3,CNOT3 | O75175,6,0,0
O95628,CNOT4,CNOT4 | O95628,6,0,0
Q9ULM6,CNOT6,CNOT6 | Q9ULM6,6,0,0
Q96LI5,CNOT6L,CNOT6L | Q96LI5,6,0,0
Q9UIV1,CNOT7,CNOT7 | Q9UIV1,6,0,0
Q9UFF9,CNOT8,CNOT8 | Q9UFF9,6,0,0
Q92600,CNOT9,CNOT9 | Q92600,6,0,0
P09543,CNP,CNP | P09543,6,0,0
Q9Y2B0,CNPY2,CNPY2 | Q9Y2B0,6,0,0
Q9BT09,CNPY3,CNPY3 | Q9BT09,6,0,0
Q8N129,CNPY4,CNPY4 | Q8N129,6,0,0
Q96F85,CNRIP1,CNRIP1 | Q96F85,6,0,0
Q6PJW8,CNST,CNST | Q6PJW8,6,0,0
Q12860,CNTN1,CNTN1 | Q12860,6,0,0
P78357,CNTNAP1,CNTNAP1 | P78357,6,0,0
Q9GZY4,COA1,COA1 | Q9GZY4,6,0,0
Q9Y2R0,COA3,COA3 | Q9Y2R0,6,0,0
Q5JTJ3,COA6,COA6 | Q5JTJ3,6,0,0
Q96BR5,COA7,COA7 | Q96BR5,6,0,0
Q13057,COASY,COASY | Q13057,6,0,0
O75128,COBL,COBL | O75128,6,0,0
Q53SF7,COBLL1,COBLL1 | Q53SF7,6,0,0
Q8WTW3,COG1,COG1 | Q8WTW3,6,0,0
Q14746,COG2,COG2 | Q14746,6,0,0
Q96JB2,COG3,COG3 | Q96JB2,6,0,0
Q9H9E3,COG4,COG4 | Q9H9E3,6,0,0
Q9UP83,COG5,COG5 | Q9UP83,6,0,0
Q9Y2V7,COG6,COG6 | Q9Y2V7,6,0,0
P83436,COG7,COG7 | P83436,6,0,0
Q96MW5,COG8,COG8 | Q96MW5,6,0,0
P38432,COIL,COIL | P38432,6,0,0
Q05707,COL14A1,COL14A1 | Q05707,6,0,0
P39060,COL18A1,COL18A1 | P39060,6,0,0
P02458,COL2A1,COL2A1 | P02458,6,0,0
P08572,COL4A2,COL4A2 | P08572,6,0,0
P12109,COL6A1,COL6A1 | P12109,6,0,0
P12110,COL6A2,COL6A2 | P12110,6,0,0
Q5KU26,COLEC12,COLEC12 | Q5KU26,6,0,0
Q8NBJ5,COLGALT1,COLGALT1 | Q8NBJ5,6,0,0
Q8IYK4,COLGALT2,COLGALT2 | Q8IYK4,6,0,0
Q8N668,COMMD1,COMMD1 | Q8N668,6,0,0
Q9Y6G5,COMMD10,COMMD10 | Q9Y6G5,6,0,0
Q86X83,COMMD2,COMMD2 | Q86X83,6,0,0
Q9UBI1,COMMD3,COMMD3 | Q9UBI1,6,0,0
Q9H0A8,COMMD4,COMMD4 | Q9H0A8,6,0,0
Q9GZQ3,COMMD5,COMMD5 | Q9GZQ3,6,0,0
Q7Z4G1,COMMD6,COMMD6 | Q7Z4G1,6,0,0
Q86VX2,COMMD7,COMMD7 | Q86VX2,6,0,0
Q9NX08,COMMD8,COMMD8 | Q9NX08,6,0,0
Q9P000,COMMD9,COMMD9 | Q9P000,6,0,0
P21964,COMT,COMT | P21964,6,0,0
Q86VU5,COMTD1,COMTD1 | Q86VU5,6,0,0
Q8NHY2,COP1,COP1 | Q8NHY2,6,0,0
P53621,COPA,COPA | P53621,6,0,0
P53618,COPB1,COPB1 | P53618,6,0,0
P35606,COPB2,COPB2 | P35606,6,0,0
O14579,COPE,COPE | O14579,6,0,0
Q9Y678,COPG1,COPG1 | Q9Y678,6,0,0
Q9UBF2,COPG2,COPG2 | Q9UBF2,6,0,0
Q9NQ92,COPRS,COPRS | Q9NQ92,6,0,0
P61201,COPS2,COPS2 | P61201,6,0,0
Q9UNS2,COPS3,COPS3 | Q9UNS2,6,0,0
Q9BT78,COPS4,COPS4 | Q9BT78,6,0,0
Q92905,COPS5,COPS5 | Q92905,6,0,0
Q7L5N1,COPS6,COPS6 | Q7L5N1,6,0,0
Q9UBW8,COPS7A,COPS7A | Q9UBW8,6,0,0
Q9H9Q2,COPS7B,COPS7B | Q9H9Q2,6,0,0
Q99627,COPS8,COPS8 | Q99627,6,0,0
P61923,COPZ1,COPZ1 | P61923,6,0,0
Q9H8M1,COQ10B,COQ10B | Q9H8M1,6,0,0
Q9NZJ6,COQ3,COQ3 | Q9NZJ6,6,0,0
Q5HYK3,COQ5,COQ5 | Q5HYK3,6,0,0
Q9Y2Z9,COQ6,COQ6 | Q9Y2Z9,6,0,0
Q99807,COQ7,COQ7 | Q99807,6,0,0
Q8NI60,COQ8A,COQ8A | Q8NI60,6,0,0
Q96D53,COQ8B,COQ8B | Q96D53,6,0,0
O75208,COQ9,COQ9 | O75208,6,0,0
P31146,CORO1A,CORO1A | P31146,6,0,0
Q9BR76,CORO1B,CORO1B | Q9BR76,6,0,0
Q9ULV4,CORO1C,CORO1C | Q9ULV4,6,0,0
Q92828,CORO2A,CORO2A | Q92828,6,0,0
P57737,CORO7,CORO7 | P57737,6,0,0
Q14019,COTL1,COTL1 | Q14019,6,0,0
Q9Y6N1,COX11,COX11 | Q9Y6N1,6,0,0
Q96I36,COX14,COX14 | Q96I36,6,0,0
Q7KZN9,COX15,COX15 | Q7KZN9,6,0,0
Q9P0S2,COX16,COX16 | Q9P0S2,6,0,0
Q49B96,COX19,COX19 | Q49B96,6,0,0
Q5RI15,COX20,COX20 | Q5RI15,6,0,0
P13073,COX4I1,COX4I1 | P13073,6,0,0
P20674,COX5A,COX5A | P20674,6,0,0
P10606,COX5B,COX5B | P10606,6,0,0
P14854,COX6B1,COX6B1 | P14854,6,0,0
P09669,COX6C,COX6C | P09669,6,0,0
P14406,COX7A2,COX7A2 | P14406,6,0,0
O14548,COX7A2L,COX7A2L | O14548,6,0,0
P24311,COX7B,COX7B | P24311,6,0,0
P15954,COX7C,COX7C | P15954,6,0,0
P10176,COX8A,COX8A | P10176,6,0,0
O75976,CPD,CPD | O75976,6,0,0
P16870,CPE,CPE | P16870,6,0,0
Q17RY0,CPEB4,CPEB4 | Q17RY0,6,0,0
Q99829,CPNE1,CPNE1 | Q99829,6,0,0
Q96FN4,CPNE2,CPNE2 | Q96FN4,6,0,0
O75131,CPNE3,CPNE3 | O75131,6,0,0
Q86YQ8,CPNE8,CPNE8 | Q86YQ8,6,0,0
P36551,CPOX,CPOX | P36551,6,0,0
Q9BRF8,CPPED1,CPPED1 | Q9BRF8,6,0,0
P31327,CPS1,CPS1 | P31327,6,0,0
Q10570,CPSF1,CPSF1 | Q10570,6,0,0
Q9P2I0,CPSF2,CPSF2 | Q9P2I0,6,0,0
Q9UKF6,CPSF3,CPSF3 | Q9UKF6,6,0,0
O95639,CPSF4,CPSF4 | O95639,6,0,0
Q16630,CPSF6,CPSF6 | Q16630,6,0,0
Q8N684,CPSF7,CPSF7 | Q8N684,6,0,0
P50416,CPT1A,CPT1A | P50416,6,0,0
P23786,CPT2,CPT2 | P23786,6,0,0
Q5TA50,CPTP,CPTP | Q5TA50,6,0,0
Q9H3G5,CPVL,CPVL | Q9H3G5,6,0,0
P29373,CRABP2,CRABP2 | P29373,6,0,0
Q6ZU35,CRACD,CRACD | Q6ZU35,6,0,0
P78560,CRADD,CRADD | P78560,6,0,0
Q96RY5,CRAMP1,CRAMP1 | Q96RY5,6,0,0
P43155,CRAT,CRAT | P43155,6,0,0
Q96SW2,CRBN,CRBN | Q96SW2,6,0,0
P16220,CREB1,CREB1 | P16220,6,0,0
Q02930,CREB5,CREB5 | Q02930,6,0,0
Q92793,CREBBP,CREBBP | Q92793,6,0,0
O75629,CREG1,CREG1 | O75629,6,0,0
Q6UXH1,CRELD2,CRELD2 | Q6UXH1,6,0,0
Q03060,CREM,CREM | Q03060,6,0,0
P52943,CRIP2,CRIP2 | P52943,6,0,0
Q9P021,CRIPT,CRIPT | Q9P021,6,0,0
P46108,CRK,CRK | P46108,6,0,0
P46109,CRKL,CRKL | P46109,6,0,0
Q8IUI8,CRLF3,CRLF3 | Q8IUI8,6,0,0
Q9BZJ0,CRNKL1,CRNKL1 | Q9BZJ0,6,0,0
Q5TZA2,CROCC,CROCC | Q5TZA2,6,0,0
Q9UKG9,CROT,CROT | Q9UKG9,6,0,0
O75718,CRTAP,CRTAP | O75718,6,0,0
Q6UUV9,CRTC1,CRTC1 | Q6UUV9,6,0,0
Q53ET0,CRTC2,CRTC2 | Q53ET0,6,0,0
Q6UUV7,CRTC3,CRTC3 | Q6UUV7,6,0,0
Q68DQ2,CRYBG3,CRYBG3 | Q68DQ2,6,0,0
P07320,CRYGD,CRYGD | P07320,6,0,0
Q9Y2S2,CRYL1,CRYL1 | Q9Y2S2,6,0,0
Q08257,CRYZ,CRYZ | Q08257,6,0,0
O95825,CRYZL1,CRYZL1 | O95825,6,0,0
O75390,CS,CS | O75390,6,0,0
O75534,CSDE1,CSDE1 | O75534,6,0,0
P55060,CSE1L,CSE1L | P55060,6,0,0
Q8N6G5,CSGALNACT2,CSGALNACT2 | Q8N6G5,6,0,0
P41240,CSK,CSK | P41240,6,0,0
P48729,CSNK1A1,CSNK1A1 | P48729,6,0,0
P48730,CSNK1D,CSNK1D | P48730,6,0,0
P49674,CSNK1E,CSNK1E | P49674,6,0,0
Q9Y6M4,CSNK1G3,CSNK1G3 | Q9Y6M4,6,0,0
P68400,CSNK2A1,CSNK2A1 | P68400,6,0,0
P19784,CSNK2A2,CSNK2A2 | P19784,6,0,0
P67870,CSNK2B,CSNK2B | P67870,6,0,0
Q16527,CSRP2,CSRP2 | Q16527,6,0,0
P01034,CST3,CST3 | P01034,6,0,0
P04080,CSTB,CSTB | P04080,6,0,0
Q05048,CSTF1,CSTF1 | Q05048,6,0,0
P33240,CSTF2,CSTF2 | P33240,6,0,0
Q9H0L4,CSTF2T,CSTF2T | Q9H0L4,6,0,0
Q12996,CSTF3,CSTF3 | Q12996,6,0,0
Q13363,CTBP1,CTBP1 | Q13363,6,0,0
P56545,CTBP2,CTBP2 | P56545,6,0,0
Q01459,CTBS,CTBS | Q01459,6,0,0
Q2NKJ3,CTC1,CTC1 | Q2NKJ3,6,0,0
P49711,CTCF,CTCF | P49711,6,0,0
O95476,CTDNEP1,CTDNEP1 | O95476,6,0,0
Q9Y5B0,CTDP1,CTDP1 | Q9Y5B0,6,0,0
Q9GZU7,CTDSP1,CTDSP1 | Q9GZU7,6,0,0
O15194,CTDSPL,CTDSPL | O15194,6,0,0
Q05D32,CTDSPL2,CTDSPL2 | Q05D32,6,0,0
Q16619,CTF1,CTF1 | Q16619,6,0,0
P32929,CTH,CTH | P32929,6,0,0
O43310,CTIF,CTIF | O43310,6,0,0
P35221,CTNNA1,CTNNA1 | P35221,6,0,0
Q9UBT7,CTNNAL1,CTNNAL1 | Q9UBT7,6,0,0
P35222,CTNNB1,CTNNB1 | P35222,6,0,0
Q8WYA6,CTNNBL1,CTNNBL1 | Q8WYA6,6,0,0
O60716,CTNND1,CTNND1 | O60716,6,0,0
O60931,CTNS,CTNS | O60931,6,0,0
P17812,CTPS1,CTPS1 | P17812,6,0,0
Q9NRF8,CTPS2,CTPS2 | Q9NRF8,6,0,0
Q6PD62,CTR9,CTR9 | Q6PD62,6,0,0
P10619,CTSA,CTSA | P10619,6,0,0
P07858,CTSB,CTSB | P07858,6,0,0
P53634,CTSC,CTSC | P53634,6,0,0
P09668,CTSH,CTSH | P09668,6,0,0
P07711,CTSL,CTSL | P07711,6,0,0
Q9UBR2,CTSZ,CTSZ | Q9UBR2,6,0,0
Q14247,CTTN,CTTN | Q14247,6,0,0
Q8WZ74,CTTNBP2,CTTNBP2 | Q8WZ74,6,0,0
Q9P2B4,CTTNBP2NL,CTTNBP2NL | Q9P2B4,6,0,0
Q7Z7A3,CTU1,CTU1 | Q7Z7A3,6,0,0
Q2VPK5,CTU2,CTU2 | Q2VPK5,6,0,0
Q9NWM3,CUEDC1,CUEDC1 | Q9NWM3,6,0,0
Q9H467,CUEDC2,CUEDC2 | Q9H467,6,0,0
Q13616,CUL1,CUL1 | Q13616,6,0,0
Q13617,CUL2,CUL2 | Q13617,6,0,0
Q13618,CUL3,CUL3 | Q13618,6,0,0
Q13619,CUL4A,CUL4A | Q13619,6,0,0
Q13620,CUL4B,CUL4B | Q13620,6,0,0
Q93034,CUL5,CUL5 | Q93034,6,0,0
Q14999,CUL7,CUL7 | Q14999,6,0,0
Q8IWT3,CUL9,CUL9 | Q8IWT3,6,0,0
Q96C57,CUSTOS,CUSTOS | Q96C57,6,0,0
O60888,CUTA,CUTA | O60888,6,0,0
Q9NTM9,CUTC,CUTC | Q9NTM9,6,0,0
P39880,CUX1,CUX1 | P39880,6,0,0
Q9P013,CWC15,CWC15 | Q9P013,6,0,0
Q9HCG8,CWC22,CWC22 | Q9HCG8,6,0,0
Q9NXE8,CWC25,CWC25 | Q9NXE8,6,0,0
Q6UX04,CWC27,CWC27 | Q6UX04,6,0,0
Q69YN2,CWF19L1,CWF19L1 | Q69YN2,6,0,0
Q2TBE0,CWF19L2,CWF19L2 | Q2TBE0,6,0,0
P78310,CXADR,CXADR | P78310,6,0,0
Q9P0U4,CXXC1,CXXC1 | Q9P0U4,6,0,0
